SA3_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
10304,45,3,0,3,45,5,0,52,2534,258,37,25,2852,61,13,72,2929,117,11,3055,3623,317,44,39,4023,30,0,29,4055,113,9,4175,315,36,62,3,409,7,0,7,417,9,0,423,55,9,6,35,101,0,0,0,101,3,0,104,6523,616,145,102,7390,94,15,109,7496,247,18,7766,73,8,0,0,80,9,0,9,87,9,0,102,127,8,3,0,144,15,3,12,159,7,0,162,207,18,3,0,223,19,3,21,247,15,0,265,6724,630,149,102,7613,112,15,132,7743,259,18,8027,1449,208,56,52,1766,62,11,74,1843,297,0,2141,3,3,0,5,14,0,0,0,14,0,11,22,8177,842,206,164,9390,177,29,206,9592,557,34,10184
10401,14,0,0,0,14,3,0,17,1141,184,15,18,1355,30,10,34,1388,96,0,1483,1739,374,29,31,2174,40,11,57,2229,143,3,2377,124,41,22,0,193,0,0,0,196,17,0,212,31,5,4,11,57,5,0,5,58,10,9,78,3045,605,68,55,3775,77,20,97,3876,269,7,4150,42,11,0,0,55,36,5,37,91,17,3,106,90,5,7,3,103,19,5,27,127,6,0,137,133,17,5,3,155,55,8,66,222,24,3,242,3170,622,80,56,3929,128,32,163,4095,295,12,4394,1049,209,46,37,1347,52,15,68,1409,411,0,1817,10,9,0,0,23,0,0,0,23,0,5,36,4239,841,128,99,5300,182,43,229,5527,705,15,6249
10402,75,0,0,0,75,21,0,93,2437,418,31,21,2902,44,29,74,2979,234,8,3217,3742,824,50,68,4688,71,15,84,4774,253,5,5031,310,41,59,0,409,11,3,14,428,15,0,442,56,0,0,42,100,8,0,8,106,3,3,113,6549,1284,138,126,8099,132,49,179,8282,504,17,8806,51,26,0,3,83,35,7,46,126,3,0,130,155,25,10,0,187,34,16,52,235,20,3,254,212,52,10,3,274,70,21,94,362,23,3,389,6760,1343,146,132,8377,196,75,275,8647,528,21,9195,1830,407,45,55,2333,112,26,134,2468,555,14,3035,10,4,0,8,22,3,0,3,25,0,44,75,8601,1756,183,193,10732,307,99,410,11144,1083,84,12308
10501,7,0,0,0,7,0,0,6,761,78,13,6,855,5,0,7,866,44,0,911,791,101,16,20,925,22,4,26,949,50,3,998,79,19,22,3,120,0,0,0,122,3,0,126,15,0,3,22,44,9,0,9,48,3,0,47,1646,187,46,57,1946,36,3,43,1981,92,4,2080,31,0,0,0,31,9,4,12,42,5,0,45,15,3,0,0,19,3,5,6,27,3,0,34,45,3,0,0,52,10,6,21,70,9,0,82,1690,195,46,57,1993,49,14,62,2056,106,4,2163,530,47,25,30,630,51,3,57,687,249,6,937,18,0,3,0,19,0,0,0,19,0,20,39,2232,247,74,88,2639,103,16,118,2759,351,28,3143
10502,3,0,0,0,3,3,0,9,515,43,11,7,572,14,3,17,594,64,0,657,575,49,9,17,656,16,3,22,674,44,0,717,72,6,6,3,87,0,0,3,89,6,0,94,9,0,0,11,22,0,4,4,23,0,0,29,1166,104,30,32,1336,37,13,49,1380,110,0,1492,18,0,0,0,23,13,3,12,31,0,0,33,19,3,0,0,28,6,0,7,30,0,0,27,41,4,0,0,44,10,5,18,60,4,0,63,1211,108,30,35,1382,51,15,64,1443,115,0,1561,304,65,9,18,394,43,11,56,446,119,5,575,7,0,0,0,7,0,0,0,7,0,21,29,1517,173,40,58,1779,94,27,118,1896,238,25,2159
10503,47,0,0,0,47,4,0,49,2717,209,27,8,2957,34,8,42,3002,145,5,3149,3342,399,52,35,3825,43,19,59,3889,124,4,4009,350,36,37,5,432,11,4,9,450,0,0,449,47,4,0,46,94,0,0,0,94,14,0,113,6458,653,114,92,7315,85,34,120,7430,285,9,7721,49,20,3,0,70,24,0,24,95,8,0,102,77,4,9,5,98,7,3,9,103,9,0,111,122,23,9,5,164,29,3,34,199,21,0,215,6583,676,122,96,7479,112,33,146,7627,302,9,7938,1458,166,49,40,1712,129,12,140,1847,403,8,2259,20,0,0,0,20,0,0,0,20,0,10,34,8064,840,173,139,9216,243,43,283,9497,707,31,10233
10601,129,7,0,7,134,23,0,160,2485,239,64,18,2812,79,14,91,2904,170,0,3067,4742,539,89,58,5429,78,5,85,5510,206,0,5722,378,42,65,5,497,0,3,3,501,16,0,511,58,7,0,65,133,8,0,8,139,11,4,155,7669,833,218,146,8865,166,22,182,9054,396,8,9452,73,23,0,0,101,28,0,28,132,20,0,152,214,39,3,12,272,10,6,13,289,29,3,322,293,65,3,12,371,40,6,43,415,52,3,470,7963,890,225,163,9235,204,23,228,9465,445,7,9929,2876,380,95,83,3429,156,23,180,3612,656,5,4269,31,5,0,4,35,0,0,0,35,0,31,71,10863,1278,317,249,12708,362,49,409,13118,1103,45,14271
10602,185,6,3,8,189,22,0,210,2952,285,33,17,3284,72,11,88,3366,175,3,3538,4887,458,72,37,5453,78,10,87,5540,137,5,5683,448,28,52,4,538,5,0,5,542,10,0,553,46,3,0,35,85,8,0,8,89,3,6,98,8330,767,160,97,9350,161,23,186,9539,322,12,9881,95,26,3,5,126,26,7,27,160,12,0,171,301,33,3,4,347,21,9,24,370,22,6,395,400,56,7,11,475,40,14,55,525,29,6,569,8726,827,167,103,9826,209,39,246,10072,356,25,10445,2389,295,85,59,2829,122,35,156,2987,265,5,3265,19,0,0,12,26,0,0,0,26,3,10,47,11133,1122,254,176,12685,325,77,399,13089,628,44,13755
10603,138,0,0,7,137,19,0,162,2068,231,45,18,2371,19,14,31,2401,144,0,2549,3434,440,69,20,3967,56,15,72,4036,157,4,4200,255,19,59,0,328,4,0,4,335,27,0,364,44,0,3,42,95,0,0,0,97,9,0,104,5805,698,179,79,6762,79,28,112,6871,338,4,7211,70,9,6,3,90,9,0,9,92,6,0,102,199,25,3,6,223,6,0,6,232,17,0,254,268,33,9,7,314,16,0,16,328,26,0,350,6069,730,191,89,7077,98,28,125,7200,358,4,7561,1794,317,35,36,2185,115,20,138,2328,358,3,2682,20,0,0,0,19,0,0,0,22,7,17,52,7879,1050,227,130,9285,214,54,262,9546,724,27,10302
10604,13,0,0,0,13,0,0,15,1095,93,16,9,1209,23,8,35,1247,48,0,1291,1638,180,23,19,1863,17,5,20,1884,35,0,1920,145,20,20,0,181,0,0,0,181,3,0,184,18,3,0,32,57,0,0,0,57,7,3,61,2894,294,64,61,3312,43,17,58,3370,87,4,3459,37,9,3,3,50,12,0,12,62,8,0,72,77,5,0,5,93,7,0,7,97,0,0,96,112,11,5,10,143,17,0,17,159,11,0,173,3012,306,70,72,3448,60,17,80,3526,100,4,3634,1019,124,47,45,1237,69,10,73,1310,193,3,1503,10,3,0,3,16,0,0,0,20,0,29,45,4042,429,114,113,4702,127,26,154,4851,298,34,5182
10701,253,0,3,4,256,42,0,302,2369,310,22,7,2712,48,28,74,2789,197,0,2986,4154,482,54,54,4741,68,17,77,4820,195,3,5018,401,37,61,10,512,4,0,5,517,12,0,527,16,5,3,35,60,0,0,0,57,9,6,72,6937,838,144,103,8024,115,45,163,8186,403,14,8601,113,18,7,3,145,10,3,8,155,27,0,177,247,29,3,10,285,32,9,34,318,9,0,331,362,45,9,13,429,36,6,43,476,33,0,506,7293,887,151,117,8451,150,54,208,8656,439,14,9111,2156,443,56,95,2756,109,42,152,2907,694,12,3603,12,3,0,3,17,0,0,0,20,0,43,59,9463,1329,207,220,11222,262,98,355,11578,1131,64,12780
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,288,6,3,6,293,46,0,345,2935,356,57,25,3368,55,16,69,3441,202,0,3645,5821,597,107,49,6575,74,13,92,6660,231,9,6901,519,41,78,3,629,10,0,10,639,21,0,665,57,0,7,52,112,0,0,0,112,8,0,116,9326,989,244,125,10685,135,34,172,10852,459,9,11327,74,16,0,0,94,9,6,14,104,4,0,114,256,35,12,4,304,19,0,16,325,19,3,343,332,47,11,4,394,29,3,35,432,23,3,452,9658,1042,257,126,11085,164,35,198,11285,478,14,11779,2609,370,57,63,3101,65,25,94,3194,497,0,3690,17,5,0,9,28,0,0,0,28,4,18,53,12291,1421,312,191,14218,235,65,292,14506,979,31,15524
10704,517,11,9,18,543,85,4,631,4453,566,78,27,5117,80,29,112,5232,295,0,5523,7971,825,96,51,8938,79,25,101,9040,253,7,9297,681,97,108,12,898,12,4,16,911,29,0,939,54,0,0,57,121,8,0,8,125,7,3,135,13165,1484,276,147,15073,172,60,233,15301,579,17,15901,108,20,0,4,127,22,4,25,149,22,0,171,304,34,7,4,341,18,7,30,372,23,0,394,408,52,7,7,474,40,11,52,524,48,0,565,13570,1536,284,155,15540,208,77,286,15822,624,17,16466,3211,450,90,76,3819,117,56,171,3996,864,14,4869,24,0,0,15,41,0,0,0,47,0,26,71,16811,1980,371,243,19405,327,130,458,19865,1489,55,21405
10801,22,0,0,0,22,0,0,20,581,95,11,12,703,5,0,5,705,78,3,788,962,226,13,12,1221,29,3,29,1253,89,0,1341,66,11,12,0,91,0,0,0,92,8,0,98,11,4,0,20,28,0,0,0,29,0,0,36,1621,334,38,49,2042,32,3,42,2075,181,7,2260,8,15,0,0,20,10,0,10,31,8,0,41,45,11,0,3,60,3,0,3,66,5,0,70,53,26,0,3,81,17,0,17,98,14,0,107,1672,361,38,47,2121,48,3,54,2172,188,7,2368,448,142,15,33,634,36,4,43,674,220,8,904,15,0,0,0,14,0,0,0,14,0,9,22,2127,506,51,86,2763,83,10,94,2859,413,26,3296
10802,25,0,0,0,25,9,0,36,1032,216,21,17,1284,28,10,34,1316,107,0,1423,1388,337,50,15,1786,48,18,66,1849,190,17,2058,114,26,24,3,165,5,0,3,166,5,0,170,22,8,3,41,69,0,0,0,69,8,0,80,2546,586,94,67,3301,74,27,106,3400,313,14,3733,17,8,0,4,29,12,0,12,41,25,0,65,61,9,0,0,73,10,0,10,79,5,0,84,82,18,0,4,101,23,0,22,120,33,0,155,2630,604,94,73,3400,93,31,127,3524,344,14,3880,813,230,38,50,1133,97,11,107,1239,429,6,1674,14,0,0,3,15,0,0,0,15,0,28,40,3453,834,129,127,4550,194,35,230,4781,768,51,5599
10803,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,16,4,0,0,18,0,0,0,18,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,29,4,0,3,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,3,31,0,0,0,31,0,0,31,6,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,3,38,0,0,0,38,0,0,44
