SA3_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
10304,341,283,251,159,26,11,1321,14,127,169,168,177,97,23,8,775,267,1348,1347,946,817,460,172,56,5413,130,603,745,831,750,503,195,54,3812,995,1974,1750,1667,1258,738,315,78,8777,153,132,115,122,80,56,26,3,686,91,124,168,225,261,187,71,17,1154,1243,2231,2029,2015,1602,977,407,104,10610,21,36,47,42,62,82,33,14,339,684,548,575,719,623,718,592,270,4729,2366,5135,5254,5002,4286,3003,1450,506,27003
10401,118,110,139,114,28,6,575,5,39,77,108,162,77,21,9,492,91,481,645,506,747,415,162,55,3099,88,318,443,623,774,500,180,56,2980,660,1206,1403,1689,1798,1202,514,142,8615,134,93,102,118,118,84,13,7,657,67,105,133,206,288,242,88,32,1157,864,1411,1638,2010,2199,1523,608,179,10431,12,15,28,46,85,92,41,18,328,651,473,583,701,915,978,753,372,5429,1703,2795,3531,4102,5016,3701,1803,690,23335
10402,296,359,355,266,69,23,1565,11,119,197,256,365,181,42,9,1175,278,1489,1820,1514,1651,935,286,93,8062,217,821,1110,1422,1469,943,365,87,6435,1134,2223,2220,2745,2734,1679,756,244,13735,278,206,168,174,212,115,29,3,1182,101,158,230,325,441,345,148,48,1791,1516,2584,2622,3251,3390,2132,930,295,16708,36,62,60,93,108,112,58,19,538,861,755,754,1027,1248,1227,1141,747,7756,2925,6010,6855,7911,8578,5801,2892,1269,42245
10501,51,44,27,12,4,0,205,3,31,21,43,27,7,0,0,135,85,453,298,221,164,89,28,3,1345,45,215,215,267,190,94,40,8,1079,316,631,517,537,511,249,97,22,2867,54,69,47,61,34,15,0,0,292,31,44,55,73,60,42,10,3,322,408,733,620,670,605,308,108,24,3480,3,17,15,20,21,11,4,0,86,477,490,438,562,560,496,323,104,3451,1024,2001,1654,1824,1592,1013,520,148,9780
10502,51,40,39,15,3,0,205,0,39,37,39,44,20,4,0,188,69,254,192,179,188,87,21,0,989,28,152,184,214,203,93,34,12,911,290,637,517,592,595,347,124,41,3151,47,44,48,43,38,23,0,0,257,22,43,41,62,96,41,18,4,323,359,725,605,701,733,416,142,44,3729,9,13,8,18,23,11,13,0,87,267,338,268,334,340,380,309,255,2493,731,1575,1350,1531,1570,1017,525,315,8611
10503,243,184,166,79,18,4,962,7,130,159,152,177,70,11,0,703,251,1495,1231,899,747,392,127,61,5209,183,620,690,852,804,406,179,45,3784,1171,2205,1969,2047,1685,1002,385,111,10584,185,169,149,178,127,61,21,0,887,93,130,184,236,262,180,73,23,1180,1447,2511,2298,2466,2074,1243,481,132,12646,12,48,32,62,91,80,32,13,364,1044,1098,913,1020,1142,1083,864,391,7549,2963,6168,5568,5637,5202,3348,1702,647,31231
10601,180,185,181,121,22,4,876,5,101,133,134,176,61,19,3,637,206,1027,994,781,863,512,161,44,4588,235,824,989,1065,937,515,169,42,4770,1695,3600,3354,3257,2486,1348,497,106,16341,277,302,220,183,126,61,14,0,1182,131,212,236,361,323,231,79,19,1597,2107,4106,3813,3804,2941,1641,589,127,19120,30,43,56,89,88,61,29,14,406,1174,1220,1118,1143,1228,1183,801,398,8262,3762,7499,7277,7203,6415,4095,1777,632,38658
10602,311,300,238,106,30,3,1253,13,110,168,184,194,76,21,3,769,288,1495,1434,936,795,407,169,33,5550,296,1018,1190,1117,876,426,144,48,5114,1446,3388,2797,2452,1752,1036,405,120,13402,238,204,163,124,128,52,14,0,924,108,157,197,265,293,173,81,26,1284,1793,3751,3154,2839,2163,1264,499,143,15609,18,63,63,73,97,60,27,14,408,569,636,583,625,628,682,540,308,4584,2987,7315,6913,6079,4995,3016,1431,552,33289
10603,214,227,233,190,52,6,1067,10,56,114,141,188,134,18,6,664,199,760,995,776,922,770,246,61,4736,215,606,944,1109,1123,881,333,77,5289,1070,2081,2354,2670,2283,1839,851,206,13351,196,163,145,143,138,104,26,3,906,82,136,176,269,358,411,152,34,1626,1344,2383,2671,3082,2775,2355,1034,246,15880,22,34,42,68,101,137,65,30,490,751,604,618,820,982,1281,963,537,6564,2549,4574,5597,6220,6322,5743,2717,965,34690
10604,65,67,59,17,4,3,284,0,30,46,42,57,13,8,3,202,78,463,381,303,239,139,44,18,1667,62,263,357,350,288,147,69,16,1542,535,1255,1014,1069,742,397,120,35,5175,80,82,75,70,43,15,0,0,366,28,82,73,121,76,69,27,11,484,646,1421,1169,1267,861,479,149,47,6028,11,18,16,27,33,23,8,11,143,386,455,454,457,463,374,298,159,3047,1194,2705,2485,2507,1991,1193,581,253,12912
10701,335,294,242,109,32,4,1314,22,154,169,120,158,54,15,3,692,428,1268,1171,821,713,353,108,22,4887,344,967,1139,1084,812,400,146,33,4930,1317,2620,2371,2442,2038,1156,577,167,12684,192,182,168,156,111,56,19,3,885,113,145,284,322,328,214,79,30,1526,1619,2952,2830,2919,2484,1427,671,203,15095,31,63,60,77,92,78,41,10,458,647,538,592,713,797,796,870,547,5509,3112,6218,6288,6029,5295,3218,1887,826,32885
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,0,0,7
10703,406,350,413,238,50,4,1766,37,197,231,214,299,130,33,8,1145,438,1544,1636,1248,1262,707,235,63,7128,444,1138,1434,1445,1279,739,233,64,6776,1587,3056,2976,3112,2599,1545,731,196,15800,219,168,178,176,147,75,26,5,995,160,199,269,412,436,311,131,52,1973,1960,3422,3419,3702,3182,1928,887,257,18764,42,50,88,99,139,136,63,24,636,776,636,705,845,961,1110,883,613,6539,3711,7297,7921,7904,7534,4980,2378,1033,42753
10704,1694,1336,1126,602,156,31,6792,59,493,522,477,565,244,72,18,2437,1787,4830,3988,2713,2153,1138,422,129,17162,772,1762,2074,2174,1749,1039,371,129,10067,1884,3363,3215,3503,2715,1765,986,341,17780,274,183,214,213,187,99,31,18,1210,169,216,356,495,554,440,210,69,2519,2325,3769,3783,4214,3459,2303,1229,427,21512,86,125,145,142,182,182,97,41,995,1238,1163,912,1074,1156,1250,1104,556,8455,6369,13876,13116,12135,10380,6760,3452,1329,67416
10801,52,75,103,88,30,7,379,3,18,42,56,94,54,15,6,288,51,257,338,309,410,338,140,38,1881,52,193,288,409,476,429,173,57,2075,330,603,805,1035,1106,958,527,161,5526,38,48,59,78,82,59,14,8,399,30,41,86,117,176,197,75,33,750,404,696,950,1232,1370,1211,613,202,6679,8,7,15,27,51,72,36,15,233,287,206,249,373,503,744,630,377,3371,807,1414,1933,2464,3005,2945,1636,701,14905
10802,68,91,126,79,26,0,451,0,48,49,87,130,81,22,3,420,73,393,483,475,697,472,121,40,2765,83,251,384,561,773,438,162,49,2686,589,1140,1242,1563,1773,1182,511,131,8126,127,110,120,107,122,73,15,0,685,54,97,123,200,270,216,76,32,1069,770,1345,1494,1875,2165,1468,602,161,9879,6,12,22,45,75,70,38,14,286,726,646,567,786,960,975,801,507,5962,1666,2750,3076,3919,4922,3577,1766,771,22445
10803,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,12,5,15,3,3,0,41,0,3,10,3,3,4,3,0,29,7,17,19,16,12,4,7,0,77,0,0,3,0,0,0,0,0,4,0,0,0,6,3,0,0,0,16,7,23,26,20,10,10,3,0,101,0,0,0,0,0,0,0,0,4,3,4,6,3,7,7,3,3,37,11,42,54,36,44,19,12,4,223
10804,288,292,283,208,73,7,1362,9,85,167,197,300,165,60,14,1003,188,1087,1423,1222,1155,869,371,111,6429,172,610,1048,1255,1269,1021,460,135,5971,1015,1891,2144,2604,2542,1968,981,308,13438,182,152,134,181,186,135,33,10,1018,91,138,208,312,426,383,215,52,1827,1291,2175,2484,3096,3150,2482,1229,372,16287,17,23,54,76,114,166,91,40,582,687,535,576,796,1046,1494,1295,831,7270,2370,4714,6047,6947,7321,6417,3569,1513,38899
10805,117,96,160,121,25,10,606,3,56,78,107,173,121,20,8,558,88,470,555,584,777,559,187,57,3274,125,355,498,711,870,625,245,59,3488,693,1260,1387,1785,1857,1328,587,150,9051,178,142,134,115,115,74,10,0,769,81,109,147,240,323,302,109,38,1344,952,1510,1666,2135,2297,1697,715,197,11167,10,19,38,44,102,107,52,16,375,604,343,433,684,934,1099,803,481,5380,1781,2829,3375,4363,5306,4320,2048,819,24841
10901,311,252,212,96,34,3,1167,10,156,195,224,232,107,8,0,941,269,1367,1342,955,818,458,147,30,5397,204,790,760,891,857,487,195,48,4228,1175,2041,1823,1852,1649,932,399,127,9990,157,170,122,137,109,52,9,6,757,87,115,159,225,224,184,68,22,1078,1417,2320,2099,2209,1982,1169,479,157,11833,22,30,42,59,74,63,42,19,356,708,616,572,636,784,773,712,362,5168,2650,5533,5326,5230,4956,3154,1618,627,29096
10902,22,25,14,18,0,0,93,0,13,25,22,28,10,3,0,98,36,148,173,118,95,61,23,5,656,24,108,110,144,126,89,27,3,633,207,335,302,369,322,144,66,12,1756,28,24,24,27,25,4,3,0,140,21,16,29,33,32,18,12,0,155,253,377,354,427,377,172,73,16,2049,3,6,3,6,9,10,7,0,42,218,207,172,251,272,271,183,75,1647,536,866,854,987,925,623,321,107,5222
10903,80,70,76,37,12,3,354,7,66,66,88,98,42,3,3,362,109,599,602,407,439,254,101,25,2537,104,362,420,466,510,339,148,45,2395,562,1126,1097,1192,1239,891,351,100,6566,70,84,88,67,66,36,10,3,423,46,73,81,149,140,116,58,12,673,687,1284,1265,1402,1447,1042,420,111,7670,9,19,20,26,27,42,29,15,193,559,364,450,596,854,964,784,382,4958,1483,2765,2911,3058,3445,2720,1505,588,18464
11001,414,410,400,280,97,26,1952,6,94,115,171,181,89,18,3,691,276,909,804,714,660,430,156,50,4002,100,297,392,502,491,355,125,36,2292,644,908,755,891,783,443,182,37,4635,154,53,54,75,63,23,11,5,443,65,60,75,158,148,118,39,11,683,867,1024,883,1123,988,590,229,57,5763,24,34,16,29,40,52,23,14,227,656,363,333,498,472,524,388,198,3418,1932,3040,2961,3437,3227,2314,1040,380,18336
11002,55,59,68,49,16,4,285,3,30,66,74,78,43,13,3,301,74,361,481,423,390,319,100,25,2167,69,205,373,457,476,312,130,29,2054,552,963,902,1076,1103,731,264,59,5661,99,95,79,79,84,40,18,0,493,67,80,101,150,165,126,39,11,740,723,1132,1086,1306,1357,898,319,78,6893,6,23,10,28,47,56,31,4,209,517,454,506,579,781,875,602,306,4617,1402,2251,2572,2915,3191,2548,1210,442,16526
11003,58,58,41,13,6,0,237,0,54,38,52,37,14,5,0,208,69,498,398,288,224,91,34,7,1620,61,215,271,289,241,121,35,12,1256,356,709,648,632,567,283,110,14,3317,43,59,45,52,33,20,0,0,265,32,51,71,97,68,41,16,3,378,429,825,771,779,670,347,126,17,3963,8,18,16,20,18,26,5,0,114,497,407,425,552,516,427,344,133,3311,1068,2081,1980,2038,1748,1047,560,179,10702
11004,244,245,173,88,32,9,1018,12,135,169,155,193,87,32,3,794,286,1394,1336,938,900,512,188,52,5609,172,752,933,1056,1008,573,229,72,4792,1291,2664,2333,2366,2043,1213,505,116,12528,201,203,175,175,153,106,31,4,1045,105,181,215,291,335,264,98,25,1518,1602,3046,2729,2836,2526,1583,629,144,15099,47,69,61,62,89,87,62,20,500,1114,941,916,1063,1249,1240,982,441,7945,3245,6563,6387,6349,6147,4168,2161,745,35764
11101,737,624,561,316,99,19,2849,16,231,344,319,461,204,43,12,1639,574,2826,3130,2176,1908,1123,381,80,12203,405,1286,1767,2005,1791,1040,429,143,8864,1817,3686,3541,4188,3362,2419,1207,402,20619,269,192,236,213,213,117,46,9,1287,148,215,290,500,583,544,227,73,2578,2229,4087,4062,4897,4152,3078,1482,481,24487,31,65,105,128,189,211,86,31,851,732,674,729,930,1087,1259,1249,747,7405,4001,9660,10872,11080,10148,7228,3775,1519,58297
11102,310,290,310,272,108,21,1532,14,95,142,144,216,130,46,8,793,260,1349,1172,871,983,711,285,88,5719,290,797,1037,1074,1093,705,348,88,5428,1281,2581,2513,2680,2360,1591,726,219,13947,196,148,161,111,108,76,15,3,822,106,148,251,279,347,344,177,55,1712,1588,2875,2928,3075,2816,2008,917,285,16485,16,50,51,79,102,116,76,20,508,514,439,460,616,721,992,790,795,5316,2678,5820,6091,6146,6241,4928,2562,1300,35784
11103,1810,1322,1052,526,157,37,6738,47,433,547,553,638,270,59,19,2563,1735,7034,5166,3261,2697,1367,515,131,21898,840,2284,2435,2450,2027,1142,447,165,11800,2742,5228,4063,4365,3654,2187,1061,398,23691,439,346,271,242,194,114,33,17,1655,244,304,402,536,620,479,192,57,2834,3431,5880,4731,5143,4464,2783,1282,472,28184,92,151,149,153,165,180,89,53,1039,1247,1441,1146,1469,1589,1532,1516,1428,11363,7455,18978,15985,14353,12641,7798,4066,2314,83588
11201,420,510,561,351,89,15,2234,13,120,271,298,432,195,43,8,1380,213,1529,2197,2018,1951,1168,351,121,9551,178,766,1125,1370,1508,953,362,118,6383,747,1721,2053,2317,2385,1399,568,192,11378,127,108,96,136,136,88,22,12,722,91,138,215,324,397,320,133,42,1651,962,1964,2365,2769,2917,1809,719,244,13751,22,43,62,87,110,146,68,30,567,899,844,1030,1278,1519,1254,922,694,8441,2293,5549,7467,8330,9000,5890,2544,1234,42310
11202,247,256,308,196,40,11,1190,8,72,167,222,257,161,29,10,924,207,950,1371,1187,1289,619,226,56,5907,169,479,719,923,1099,599,191,67,4252,1017,1891,1904,2206,2142,1191,409,129,10899,240,185,144,179,156,68,17,0,991,87,152,178,294,325,230,93,32,1400,1344,2233,2231,2686,2630,1485,518,161,13291,24,34,36,46,110,89,45,15,398,963,659,750,1011,1201,1003,732,417,6738,2729,4559,5524,6329,6886,4164,1783,738,32705
11203,335,337,356,230,58,24,1544,7,131,245,232,310,166,38,8,1140,247,1333,1832,1416,1376,897,330,97,7529,240,892,1237,1459,1427,947,394,117,6727,1052,2192,2615,2814,2834,1958,1064,335,14867,141,144,162,149,159,91,26,9,881,100,191,252,337,454,339,181,74,1920,1292,2525,3022,3305,3445,2384,1270,419,17670,26,46,63,95,127,136,95,35,627,838,682,823,1075,1427,1532,1468,1052,8904,2666,5803,7561,7924,8468,6301,3664,1753,44134
11301,120,108,62,33,9,5,463,13,65,89,78,82,27,14,0,365,159,863,743,527,390,177,64,18,2952,109,475,466,495,370,199,87,29,2231,807,1484,1291,1282,1071,518,198,50,6696,109,94,98,99,68,36,10,4,520,71,105,106,195,177,94,25,5,786,984,1683,1499,1575,1322,648,229,57,8003,29,45,36,35,50,47,23,10,271,744,680,663,751,839,763,643,410,5486,2053,3927,3615,3563,3111,1904,1066,530,19775
11302,28,19,32,16,3,0,129,0,11,26,18,30,17,5,0,122,38,210,199,153,144,99,33,14,892,26,101,157,147,205,131,52,15,835,198,400,394,463,417,252,98,22,2235,28,33,21,35,28,19,6,0,172,15,38,47,47,50,38,12,5,248,235,464,462,543,488,315,118,28,2650,0,5,8,3,19,5,9,0,46,192,195,227,255,307,273,208,138,1803,501,1009,1099,1144,1219,861,430,205,6470
11303,402,396,351,174,53,13,1703,20,191,222,237,255,91,19,6,1047,507,2137,1983,1286,1084,571,245,65,7888,284,942,1070,1125,1062,641,244,68,5444,1904,3233,2582,2753,2364,1270,506,157,14769,272,231,190,227,159,96,18,8,1197,127,211,217,346,387,277,110,42,1714,2304,3669,2991,3331,2908,1640,635,204,17682,31,76,47,54,95,110,61,19,488,1212,1091,1077,1127,1271,1196,981,443,8397,4371,8406,7784,7559,7035,4427,2244,821,42647
11401,305,355,433,346,105,19,1789,24,173,212,234,362,237,57,8,1303,239,1161,1333,1169,1532,1052,378,89,6953,229,762,1171,1441,1632,1209,493,105,7045,1427,2923,2745,3173,3347,2633,1312,370,17935,252,220,195,198,209,133,41,3,1251,111,176,256,388,537,505,206,71,2253,1791,3320,3191,3760,4086,3276,1560,449,21441,20,62,67,96,163,211,78,27,732,1163,1033,986,1211,1520,1947,1549,935,10339,3474,6724,7265,8282,9733,8271,4221,1633,49603
11402,309,324,403,393,155,22,1770,9,67,114,179,244,180,55,6,857,121,651,993,998,1034,1016,465,111,5394,132,372,616,789,794,845,396,112,4061,617,1176,1190,1403,1203,902,458,110,7066,76,60,68,92,80,68,24,3,485,43,72,133,199,259,317,158,40,1222,735,1308,1392,1695,1548,1283,644,157,8769,12,27,22,42,77,96,47,32,352,393,317,414,554,593,782,591,349,3994,1416,2891,3860,4589,4692,4595,2351,791,25190
11501,3589,2698,1778,764,208,36,11224,38,271,677,707,627,314,77,18,2721,2073,5529,7048,5650,4259,2215,657,171,27598,726,1538,2562,3062,2434,1561,575,223,12677,1101,1661,2107,2610,2077,1467,729,224,11978,106,109,174,189,167,120,26,9,897,137,190,367,603,696,571,210,77,2850,1347,1955,2646,3405,2940,2161,963,314,15727,47,132,215,256,302,254,138,47,1396,601,602,693,775,757,856,770,898,5945,4955,12038,17434,16553,13091,8116,3386,1710,77288
