SA3_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
11001,2713,3416,1845,1722,1937,1451,671,1935,203,15891
11002,3003,1834,1755,1589,1403,1265,935,2236,323,14341
11003,2193,1512,1385,1018,1251,887,1160,1387,213,11012
11004,4978,5651,4866,3600,3969,3206,3013,4880,586,34742
11101,5422,11442,8225,6074,7752,5387,3122,4818,707,52963
11102,2903,5391,5355,3636,4279,3106,2606,3524,529,31339
11103,7651,20509,9874,9355,9929,7035,4050,6655,1080,76144
11201,4549,7483,4594,4028,3484,3325,1418,3404,554,32839
11202,3510,4825,3560,3369,3391,2775,1800,4188,433,27858
11203,3954,6168,5595,4917,4356,3927,2029,4179,603,35731
11301,3851,2667,2784,1858,2379,1844,1723,3883,393,21383
11302,1044,730,836,584,579,428,731,972,106,6010
11303,6163,7461,6250,5188,4932,4018,2563,4913,580,42056
11401,4195,6112,6242,5021,4131,3898,1969,4087,605,36268
11402,2998,4167,3283,2236,2326,2001,1181,2111,332,20627
11501,12552,22508,6739,5539,11688,6913,1913,3143,1215,72214
11502,2593,2868,1909,997,1990,1164,482,872,235,13122
11503,1797,2041,2422,1200,1860,1019,908,1152,228,12630
11504,2953,3732,2417,1418,2948,1666,888,1039,292,17351
11601,5597,11514,8252,6130,10100,5494,6482,6603,1319,61490
11602,6256,11733,5388,4125,7949,4470,3163,2992,777,46855
11603,2857,5873,5679,4851,6933,4123,7060,5893,1066,44336
11701,2953,5150,2798,2475,3505,2234,1481,1957,422,22976
11702,4360,10995,2923,2718,3973,2200,887,1737,481,30272
11703,20453,45949,9645,12351,13482,9151,1827,6137,2213,121209
11801,14201,27404,4011,5270,7354,5332,794,1989,1250,67604
11802,10580,23755,6229,6665,9253,5574,1888,3223,1110,68276
11901,6922,12560,9693,6900,10981,6658,5623,6451,1531,67318
11902,5326,9927,7522,5914,7469,5695,4811,6585,1427,54677
11903,7110,14673,6832,5832,9157,5943,3081,4805,1210,58645
11904,7728,15531,7909,6678,10011,6767,4046,6730,1370,66770
12001,8104,14319,3734,3182,6436,3904,1004,1756,803,43244
12002,6588,12575,1956,2094,3618,2029,432,776,491,30557
12003,9361,24397,7763,7152,10568,6887,2730,5888,1576,76311
12101,10842,23193,3527,4106,7096,4474,806,1870,1034,56939
12102,5628,13555,4310,3937,5880,3255,1098,2422,571,40659
12103,11610,21661,2823,3979,7341,4499,640,1542,983,55072
12104,11720,22572,2636,3351,6622,3661,455,1068,964,53052
12201,5019,8273,1494,1760,2529,1779,308,631,400,22199
12202,5628,8043,3849,2867,4169,2841,788,1469,542,30194
12203,13428,20763,9361,7615,10787,7177,2463,4525,1169,77294
12301,4038,5859,4802,3444,5332,3284,2537,2487,576,32352
12302,5860,10643,9642,7813,11183,6757,8211,7811,1393,69308
12303,2504,3013,3764,2063,2900,1708,1907,1918,363,20151
12401,4457,10261,4594,4326,4793,2688,1496,2688,494,35800
12402,0,0,0,0,0,0,0,0,0,0
12403,7418,11073,10214,7309,12323,6630,6600,6243,1297,69111
12404,1835,2354,3126,1875,2529,1599,1736,1827,301,17181
12405,2053,2965,3678,2629,4475,2424,3595,2905,516,25241
12501,3769,7760,5901,3586,4647,3486,2699,4965,1164,37982
12502,3981,8671,3557,2593,4789,2737,1322,1985,583,30209
12503,5272,9702,8846,5798,8881,5432,5334,6345,1616,57223
12504,7300,20567,6760,5499,10163,5301,4049,5012,1382,66035
12601,3612,9238,1718,1776,3234,1797,442,947,374,23135
12602,9856,22085,6259,5414,9867,5722,1745,3359,1163,65463
12701,4785,6748,6664,3961,7070,4248,4799,4618,1117,44017
12702,5493,9444,10164,6789,9626,6571,8176,9942,1947,68157
12703,4808,8927,6793,5116,7766,4241,4657,4625,1113,48046
12801,8839,13235,7360,5968,8943,5393,2135,2972,923,55769
12802,8058,13776,7787,5829,9825,5274,2196,3082,844,56671
19797,3,22,18,16,21,17,10,18,5,130
19999,274,649,480,430,261,224,339,582,103,3331
