SA3_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
10704,0,3,10,38,25,33,68,52,24,7,16,6,6,6,7,309,0,11,16,6,28,98,284,374,117,176,273,458,548,270,164,2815,0,3,104,118,25,32,184,5,0,0,3,0,0,0,11,484,0,12,17,16,9,12,9,16,3,0,11,8,9,0,4,115,0,5,8,11,30,42,28,16,0,0,3,3,0,0,3,146,0,231,174,49,32,30,43,21,7,13,7,11,3,8,18,657,0,85,231,76,16,12,3,3,0,8,0,8,0,0,25,474,0,0,4,10,20,31,28,24,5,10,3,15,12,8,0,171,0,6,9,59,23,53,94,204,38,108,107,114,168,181,36,1195,0,3,6,4,14,18,54,27,15,12,12,17,23,35,4,242,0,0,0,0,18,28,28,57,29,43,70,29,39,15,3,361,0,0,0,3,0,7,26,51,9,34,84,74,25,42,18,377,0,9,25,68,19,53,52,39
10801,0,0,3,4,0,3,9,5,0,0,0,0,0,0,0,36,0,3,3,0,0,3,12,12,3,0,4,0,6,3,3,53,0,0,7,8,4,0,0,0,0,0,0,0,0,0,3,29,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,59,39,14,10,3,15,3,3,0,0,0,0,0,5,150,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,3,3,0,0,3,8,0,5,3,3,0,0,4,46,0,0,0,3,3,3,3,3,0,0,0,0,5,0,0,20,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,17,3,8,4,0
10802,0,0,3,8,3,12,4,4,0,0,0,3,6,0,3,48,0,0,0,0,4,14,6,14,3,6,0,0,7,6,11,69,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,10,3,5,8,9,11,0,0,0,0,0,0,7,56,0,65,38,19,20,15,3,7,4,0,0,0,0,0,7,186,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,11,0,0,9,10,8,3,3,15,0,10,7,7,0,0,6,72,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,12,5,0,5,15
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10804,0,6,9,16,11,14,37,15,0,7,3,8,3,0,7,134,0,12,7,7,3,17,32,37,8,7,6,0,3,7,14,154,0,0,11,14,0,0,3,0,0,0,0,0,0,0,4,36,0,10,13,8,3,3,0,9,5,0,0,0,0,0,4,60,0,0,3,3,9,18,0,7,0,0,0,3,0,0,3,53,7,106,79,41,32,14,23,12,0,0,8,0,3,0,11,338,0,3,8,9,3,0,0,0,0,0,0,0,0,0,0,24,3,0,0,12,3,6,9,6,0,0,0,0,0,0,6,40,0,15,3,21,9,11,33,53,13,18,22,11,12,3,5,235,0,5,3,3,0,5,8,8,0,0,3,0,0,0,0,39,0,0,0,0,6,3,4,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,8,17,39,20,27,34,14
10805,0,0,8,17,3,12,8,0,3,0,0,0,0,0,0,53,0,0,0,5,0,14,13,11,4,0,0,6,0,3,4,57,0,0,5,14,3,0,0,0,0,0,0,0,0,0,0,25,0,5,11,4,0,4,10,7,0,0,0,0,0,0,0,44,0,0,0,6,0,6,5,0,0,0,0,0,0,0,0,17,0,61,45,19,13,14,10,8,0,0,3,0,0,0,6,194,0,7,10,3,3,0,0,0,0,3,0,0,0,0,0,24,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,14,0,0,5,5,0,4,17,47,11,23,9,11,3,9,5,142,0,3,7,0,0,4,4,5,0,0,3,3,0,0,0,31,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,12,24,7,7,3,0
10901,0,0,5,9,6,8,7,4,6,0,0,0,0,0,3,57,0,3,0,0,5,5,23,39,0,9,9,7,7,11,0,120,0,3,8,31,3,3,3,0,0,0,0,0,0,0,3,58,0,0,0,9,0,0,0,0,0,0,3,0,4,0,0,18,0,0,3,3,8,13,9,11,0,6,0,3,0,0,0,56,0,118,84,32,14,7,10,6,0,0,3,0,3,3,15,297,0,17,22,7,3,3,0,0,0,0,0,0,0,0,3,57,0,0,0,4,9,8,3,3,0,0,3,3,0,0,3,38,0,4,0,11,7,9,42,269,29,38,38,42,34,20,14,567,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,17,0,0,0,0,4,4,3,3,0,5,0,4,3,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,6,16,9,4,12,8,11
10902,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,5,4,3,0,8,0,0,4,35,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
10903,0,0,0,3,0,0,3,3,3,7,0,0,0,0,0,21,0,0,0,0,3,11,12,4,0,4,0,3,3,0,4,44,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,11,0,70,31,19,3,0,0,0,0,0,0,0,0,0,9,134,0,0,7,7,5,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9,0,0,3,11,0,0,4,37,3,6,5,13,13,5,5,113,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,13,0,7,4,3
11001,0,0,3,20,6,7,14,5,0,0,0,0,3,0,0,62,0,0,0,3,3,10,33,38,14,7,15,35,62,39,25,290,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,7,8,6,0,0,3,0,0,0,3,0,36,0,26,19,8,20,19,20,6,0,0,3,0,6,0,3,126,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,3,5,6,0,4,0,0,0,3,0,0,28,0,0,3,4,3,3,19,55,3,3,12,22,22,12,5,170,0,3,3,0,4,3,8,3,0,0,0,3,6,4,0,34,0,0,0,0,4,7,3,3,10,5,7,0,6,3,3,47,0,0,0,0,0,0,3,7,3,5,22,30,11,0,0,89,0,0,5,4,7,5,7,0
11002,0,0,0,6,3,0,3,0,0,3,0,0,0,0,0,23,0,3,0,0,0,6,12,7,0,0,0,0,3,0,0,34,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,3,0,0,0,0,0,0,4,25,0,27,25,17,10,4,6,5,0,0,0,0,0,0,3,96,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,4,3,0,4,20,5,4,3,8,6,3,3,69,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,4,4,0
11003,0,0,0,4,5,0,4,3,0,0,0,0,0,0,0,15,0,0,0,0,0,3,6,9,0,3,0,0,0,0,0,27,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,22,0,0,6,6,0,0,0,48,0,10,3,7,4,0,5,3,0,0,0,0,0,0,0,40,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,3,34,0,7,8,3,7,0,6,67,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,6
11004,0,0,6,3,5,7,12,9,0,0,3,3,9,0,0,55,0,0,5,3,12,16,21,45,9,16,4,15,18,7,3,174,0,0,7,3,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,15,0,0,0,0,6,6,5,4,0,7,5,4,16,0,0,55,0,36,32,18,12,4,6,6,0,0,0,3,3,0,10,137,0,3,5,3,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,3,6,5,3,3,3,0,0,0,8,0,0,37,0,3,3,4,3,8,19,120,17,22,24,15,18,16,4,270,0,3,3,4,0,4,3,0,0,3,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,3,13,10,9,4,8
11101,0,3,10,17,12,26,35,27,4,9,3,3,5,3,6,162,0,5,10,14,22,49,64,69,8,19,15,14,23,9,17,346,0,12,20,33,5,0,3,0,0,0,0,0,0,0,0,73,0,3,4,19,0,5,3,11,0,0,0,3,0,0,0,46,0,0,11,4,13,19,6,5,0,0,4,0,0,0,3,67,3,320,91,26,24,17,31,14,8,0,7,3,3,3,16,570,0,37,39,23,3,3,0,0,0,0,0,0,0,0,4,111,0,0,3,12,22,23,10,11,0,0,0,0,0,0,3,86,0,8,5,36,20,32,83,102,13,19,20,19,13,9,20,400,0,5,4,3,3,7,32,19,4,5,0,3,5,0,3,103,0,0,0,0,3,0,4,16,0,5,0,0,0,7,0,38,0,0,0,3,3,3,3,4,0,0,0,0,0,0,0,11,0,3,19,23,16,24,40,27
11102,0,4,0,20,19,11,14,9,6,3,0,7,3,0,0,102,0,8,9,0,3,17,30,48,6,7,12,13,9,0,5,174,0,3,7,22,3,3,6,7,0,0,0,0,0,0,0,54,0,7,4,0,0,0,0,0,0,0,0,3,0,0,0,22,0,4,5,5,13,26,7,9,0,0,0,0,0,0,3,80,3,145,70,26,9,8,7,8,3,0,0,6,0,0,17,305,0,10,4,3,0,0,0,0,0,0,0,0,0,0,3,17,0,0,3,4,0,7,3,0,0,0,0,3,0,0,0,25,0,12,7,25,7,11,24,91,15,16,9,8,14,4,5,265,0,3,6,3,0,9,11,3,3,4,6,0,0,0,0,51,0,0,0,0,0,7,3,4,0,0,0,0,3,0,0,21,0,0,0,0,0,0,4,4,0,0,0,0,9,0,0,17,0,5,9,34,9,10,11,22
11103,0,3,14,36,29,34,65,59,19,27,5,10,13,5,14,329,0,6,12,7,35,89,181,315,55,97,111,211,331,158,110,1723,0,3,29,104,7,7,25,0,0,0,0,0,0,0,8,188,0,9,12,17,3,10,9,20,0,0,5,3,0,0,4,88,0,0,0,19,17,34,24,17,0,9,0,0,4,3,3,143,0,279,73,40,28,35,46,45,9,7,7,11,10,3,41,639,3,85,137,93,19,7,3,0,3,0,0,0,0,3,20,377,3,0,0,17,46,43,26,31,14,3,16,26,28,19,22,287,0,13,6,38,25,44,160,299,69,134,88,100,95,64,32,1167,0,3,3,6,8,14,34,29,3,9,4,3,13,3,4,140,0,0,0,0,3,9,12,45,33,37,34,15,28,21,6,239,0,0,0,0,0,3,10,3,0,8,27,24,8,10,8,109,0,3,19,45,20,56,39,46
11201,3,0,12,46,36,27,46,32,4,14,5,3,6,7,9,256,3,7,6,0,7,4,21,17,3,0,5,3,6,0,5,87,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,25,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,23,3,6,13,10,3,12,11,3,3,0,0,3,0,0,5,65,0,71,44,36,68,81,77,42,4,10,6,13,0,3,17,482,0,12,11,9,0,3,3,0,0,0,3,0,0,0,0,36,0,0,3,6,8,5,10,3,0,0,0,0,0,0,0,42,3,7,8,15,10,17,28,57,3,3,12,6,3,3,3,174,0,3,11,0,7,7,3,13,3,5,3,0,0,3,3,63,0,0,0,3,0,9,7,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,9,40,11,15,26,25
11202,0,3,8,20,23,10,22,21,3,0,3,0,4,0,7,118,0,0,3,0,3,7,27,13,3,3,3,4,12,7,9,89,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,11,0,5,3,7,0,0,3,0,0,0,0,0,0,0,0,22,0,5,5,3,3,11,9,4,0,3,0,4,0,0,0,44,0,51,50,18,62,55,42,21,0,0,3,0,4,0,9,320,0,9,3,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,13,5,0,7,0,0,0,0,0,3,0,0,21,0,3,10,13,8,9,16,46,4,7,0,6,10,4,0,133,0,4,5,3,3,3,14,6,0,3,0,0,0,7,0,55,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,18,7,15,13,8
11203,3,3,14,25,17,29,43,38,9,7,4,3,6,0,9,205,0,5,11,3,11,15,33,51,13,13,18,20,30,6,13,228,0,3,15,5,0,0,0,0,0,0,0,0,0,0,0,28,0,9,5,4,0,3,3,0,0,0,0,0,0,0,3,26,7,7,3,13,11,12,21,17,4,0,0,0,0,0,3,95,0,123,96,48,28,34,38,27,3,3,6,0,3,0,17,428,0,5,9,7,0,0,0,0,0,0,0,0,0,0,0,32,3,0,5,5,11,8,3,3,0,0,0,0,5,0,0,38,4,14,11,31,25,13,33,116,16,6,21,28,8,6,14,351,0,8,13,4,7,7,13,6,0,0,3,0,0,3,3,63,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,43,12,19,19,24
11301,0,0,0,0,3,5,0,4,0,0,0,0,0,0,0,19,0,0,0,3,3,19,15,27,10,3,0,4,11,4,3,104,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,3,3,0,0,0,0,3,0,17,0,0,0,3,9,39,41,38,10,9,24,13,3,0,11,201,0,8,10,5,4,7,5,13,0,3,3,5,3,3,3,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,5,7,0,5,3,3,3,3,31,0,4,0,4,24,71,228,406,34,68,78,52,52,41,62,1129,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,13,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,3,0,4,7,3,12
11302,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,15,0,0,0,0,3,5,7,7,0,0,0,3,0,0,3,28,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,3,0,0,0,0,0,0,0,18,0,16,20,9,4,0,0,3,0,0,0,0,0,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,12,3,3,5,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0
11303,0,0,3,7,3,8,23,7,4,0,0,3,0,0,9,83,0,0,0,3,9,20,48,82,10,17,17,10,33,38,37,323,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,13,29,19,3,27,3,0,5,0,3,103,0,0,3,5,0,13,19,0,0,4,10,3,0,3,3,62,0,72,37,21,9,15,14,7,3,0,0,0,4,0,14,194,0,9,10,4,3,0,0,0,0,0,0,0,0,0,0,29,0,0,0,3,15,17,10,8,0,0,3,3,4,3,8,72,3,4,4,7,5,7,47,224,59,113,105,60,37,16,34,721,0,7,0,0,6,4,7,3,0,0,0,0,0,0,3,33,0,0,0,0,8,0,18,6,4,12,12,13,7,7,3,86,0,0,0,0,0,3,26,5,0,3,0,0,3,0,0,42,0,6,7,13,8,3,14,12
11401,0,0,8,32,37,10,17,13,3,0,4,0,0,0,3,122,3,12,7,3,15,29,40,59,5,6,16,13,9,14,23,252,0,3,53,79,3,7,4,0,0,0,0,0,0,0,4,154,0,14,23,9,0,3,0,3,0,0,0,0,0,0,0,64,0,0,4,11,15,17,9,5,0,0,0,3,0,0,3,68,0,196,177,62,34,27,26,7,3,3,3,3,0,0,17,557,0,15,70,45,3,0,4,0,0,0,0,4,0,0,10,151,3,5,0,7,10,10,4,0,3,0,0,0,0,0,4,49,0,17,12,18,10,6,27,72,9,13,22,31,12,9,15,277,0,13,5,0,7,4,11,14,0,3,3,0,5,3,6,73,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,13,0,0,3,6,0,0,6,5,0,0,3,0,0,0,10,28,0,4,22,53,22,24,11,12
11402,0,3,19,19,10,24,24,3,3,0,0,3,0,0,0,113,3,4,8,3,3,23,18,19,0,4,8,20,40,39,21,210,0,0,4,18,0,3,0,0,0,0,0,0,0,0,0,34,0,13,4,10,0,0,0,0,0,0,0,0,0,0,3,31,0,3,5,6,7,13,3,3,0,7,0,0,0,0,3,53,0,92,64,23,28,23,11,8,3,0,0,5,0,3,5,273,0,11,23,11,3,3,0,3,0,0,0,8,0,0,4,70,0,3,0,8,9,17,8,0,0,0,5,4,13,9,3,78,0,10,5,18,4,15,25,79,3,3,3,4,16,9,3,200,0,7,0,0,4,9,6,4,0,0,0,0,0,0,3,36,0,0,0,0,0,4,0,4,0,0,3,0,5,0,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,3,15,32,8,26,6,5
11501,3,3,15,22,28,46,60,24,0,13,5,18,15,13,12,262,5,28,73,41,162,1531,2993,1855,283,323,346,355,346,154,304,8812,0,10,63,164,14,43,17,0,0,0,0,0,0,0,10,319,0,25,50,140,33,164,80,41,3,20,22,8,3,3,13,607,4,0,12,30,113,294,182,33,3,0,8,8,3,8,18,712,0,139,78,64,55,42,67,30,3,7,7,11,10,10,24,549,0,26,115,75,14,8,11,3,0,3,0,3,0,0,3,259,0,5,22,83,333,1275,490,133,15,14,22,31,34,13,21,2504,3,14,22,259,319,1343,2268,1070,126,126,126,152,159,117,120,6231,3,10,10,35,138,183,381,83,9,15,18,13,14,16,17,943,0,3,3,36,139,397,393,328,87,103,67,43,52,18,32,1683,0,0,0,18,18,27,53,16,3,0,0,0,0,5,0,143,0,15,24,84,49,94,60,52
11502,0,3,3,14,6,3,12,7,0,0,0,0,0,0,3,56,3,12,16,3,14,61,76,83,8,11,5,23,4,13,4,332,0,0,15,34,6,3,5,0,0,0,0,0,0,0,3,69,0,9,3,10,5,10,6,0,0,0,0,0,0,0,0,40,0,0,6,8,9,21,3,0,0,0,0,0,0,0,0,50,0,35,30,23,16,8,17,4,0,0,3,0,0,0,3,132,0,5,8,13,4,0,0,0,4,0,0,0,0,0,3,40,0,0,0,4,18,40,31,8,0,0,3,0,0,0,0,107,0,0,0,24,8,41,55,27,5,6,10,3,0,0,3,193,0,0,0,3,4,10,4,3,0,0,0,0,0,0,0,32,0,0,0,9,13,39,14,7,0,0,0,0,0,0,0,82,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,3,12,12,27,6,4
11503,0,0,3,6,5,0,4,0,0,0,0,0,0,0,0,32,0,5,0,3,6,7,13,6,0,4,0,3,0,0,3,47,0,4,3,12,0,3,0,0,0,0,0,0,0,0,0,27,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,13,0,30,27,24,22,5,4,3,0,0,0,4,3,0,3,127,0,3,11,12,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,3,3,3,3,0,0,0,0,0,0,0,0,15,0,0,4,7,3,12,5,3,0,0,0,3,0,0,4,38,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,4,17,16,4
11504,0,0,0,0,4,10,20,7,0,3,0,0,0,0,6,54,0,4,9,0,13,79,230,181,17,29,21,30,32,10,26,686,0,0,18,42,3,4,0,0,0,0,0,0,0,0,4,76,0,4,3,15,11,33,22,11,3,3,0,0,0,0,3,116,0,0,0,6,28,64,36,8,0,0,0,3,0,0,0,145,0,31,25,14,7,5,8,7,0,0,0,0,4,4,3,116,0,3,7,11,0,0,0,0,0,0,0,0,0,0,3,28,0,0,3,3,12,47,18,3,0,6,8,0,0,0,0,101,0,0,3,24,30,142,289,166,26,25,30,12,5,5,18,765,0,0,0,9,17,22,70,10,10,3,0,3,0,0,0,140,0,0,0,3,9,56,63,56,16,15,9,4,4,0,3,230,0,0,0,0,0,11,21,0,0,0,0,3,0,0,0,49,0,0,4,11,4,25,12,22
11601,0,4,6,11,7,17,23,7,4,0,8,3,0,9,4,108,0,4,32,17,91,588,727,645,78,95,79,117,72,52,80,2677,0,13,77,248,32,74,95,0,0,0,3,0,0,0,10,552,0,20,31,150,51,211,147,65,16,19,42,14,13,4,12,794,4,0,4,37,195,894,741,301,65,59,53,37,23,29,62,2501,0,176,92,52,36,20,38,15,0,3,3,8,3,4,17,468,0,24,144,153,24,12,8,11,4,5,8,4,3,0,9,403,0,0,10,26,89,193,83,17,6,5,4,5,8,3,19,474,0,7,11,135,131,702,2694,5011,397,492,679,996,868,566,382,13068,0,9,13,23,69,122,228,77,5,7,9,12,13,8,22,609,0,0,0,15,37,102,155,91,51,48,42,24,23,6,14,604,0,0,0,14,20,28,101,36,4,24,7,0,11,3,10,265,0,0,13,73,22,45,27,22
