SA3_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
12103,..,6164,6164,10800,420,11218,6643,90,6733,9093,48,9135,3894,25,3916,1382,11,1399,31810,6759,38566
12104,..,13544,13544,13385,1681,15065,5221,476,5699,4140,73,4214,1283,24,1302,319,3,324,24356,15794,40152
12201,..,3680,3680,4760,630,5385,2306,236,2539,2668,56,2722,1005,17,1030,201,3,207,10941,4624,15559
12202,..,4123,4123,6229,322,6551,3118,66,3188,4201,24,4223,1782,9,1785,693,3,696,16015,4548,20562
12203,..,11326,11326,14231,1267,15496,8183,290,8475,10474,76,10548,4235,34,4266,1684,11,1698,38806,13008,51814
12301,..,2715,2715,5112,234,5345,3644,41,3681,4594,10,4606,2124,4,2130,1018,4,1016,16493,3007,19497
12302,..,9234,9234,13321,940,14268,9339,141,9475,9380,51,9431,4515,24,4538,3360,12,3369,39926,10403,50325
12303,..,2037,2037,3873,170,4038,2113,27,2135,2493,4,2501,1373,0,1371,811,0,808,10662,2233,12900
12401,..,7353,7353,9283,734,10021,4228,80,4301,4204,22,4229,1863,14,1874,780,8,782,20357,8204,28560
12402,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
12403,..,9064,9064,12918,957,13877,8244,150,8394,8626,45,8668,3993,15,4004,2280,6,2288,36064,10228,46294
12404,..,2927,2927,3300,288,3586,2041,49,2085,1878,16,1896,966,0,966,594,0,595,8778,3285,12063
12405,..,3196,3196,4573,402,4979,3175,57,3231,3193,11,3200,1567,4,1574,1072,4,1076,13574,3670,17247
12501,..,4450,4450,5947,837,6786,4619,401,5017,4593,271,4870,2400,214,2606,2243,278,2516,19808,6442,26251
12502,..,4015,4015,5434,421,5856,4161,113,4281,4570,40,4610,1981,13,1992,1049,0,1050,17192,4606,21804
12503,..,8976,8976,10081,897,10980,7597,271,7868,7871,190,8059,4811,90,4897,4497,106,4603,34847,10532,45380
12504,..,10038,10038,11892,1395,13284,9690,472,10163,8629,240,8865,3136,109,3242,1733,99,1833,35081,12349,47432
12601,..,2434,2434,4020,309,4330,2863,150,3018,3553,81,3639,1403,27,1433,667,18,691,12514,3030,15539
12602,..,10926,10926,12918,1512,14431,8081,527,8606,8129,222,8353,3175,127,3299,1517,99,1620,33816,13425,47236
12701,..,3550,3550,5780,304,6086,5109,47,5161,6563,12,6580,3921,5,3933,2988,4,2995,24369,3929,28295
12702,..,8074,8074,11665,850,12515,9806,190,9999,10541,70,10612,6410,30,6439,5746,29,5771,44170,9244,53414
12703,..,6207,6207,8053,577,8627,6556,94,6656,7432,31,7471,3729,17,3745,2478,3,2486,28251,6932,35183
12801,..,9801,9801,12180,938,13124,6065,144,6209,6800,40,6840,2976,3,2980,1075,4,1078,29096,10936,40030
12802,..,6215,6215,10256,512,10765,6428,63,6493,7986,20,8006,3470,3,3469,1181,3,1186,29319,6813,36132
19797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
