SA3_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
11301,55,111,174,140,131,113,30,10,3,768,82,98,183,159,184,156,61,27,7,945,1319,1833,4242,4133,4768,3774,1075,210,32,21383
11302,19,18,29,23,30,28,14,0,0,169,13,29,49,49,66,60,24,13,0,296,294,423,994,1144,1384,1272,397,93,12,6010
11303,82,206,346,299,319,232,82,4,0,1576,92,147,311,257,313,229,87,33,13,1490,2750,4345,8527,8204,8814,7079,1925,350,55,42056
11401,58,133,288,289,292,222,68,8,0,1367,94,121,231,243,306,274,104,36,13,1422,2277,2984,6276,7084,8430,7271,1712,202,37,36268
11402,47,91,157,155,189,136,52,8,0,846,41,69,107,175,231,187,99,25,7,938,1331,1432,3054,3893,5008,4082,1545,259,32,20627
11501,101,233,407,491,553,431,136,7,0,2367,128,246,522,722,759,469,179,23,0,3052,3801,6882,11861,16821,17276,11994,3284,264,20,72214
11502,53,76,99,116,146,114,39,7,0,649,33,60,77,102,172,101,50,14,3,609,853,1276,1743,2438,3330,2371,950,145,15,13122
11503,39,94,115,129,133,109,23,0,0,641,46,60,110,138,178,84,41,14,0,664,805,1228,2006,2499,3234,2190,578,81,8,12630
11504,53,74,141,220,172,76,18,3,0,763,46,85,146,217,194,98,30,6,0,823,1193,1532,3046,4675,4070,2239,539,59,3,17351
11601,87,229,600,497,444,314,79,6,0,2250,129,414,991,835,738,454,94,14,7,3678,2738,6021,16176,14819,11743,8282,1589,106,20,61490
11602,96,138,421,441,388,183,48,0,0,1719,79,165,504,628,452,228,58,7,0,2116,2398,3920,10861,13906,9704,5057,954,44,5,46855
11603,79,200,329,299,276,220,48,5,0,1458,188,407,745,701,607,355,80,8,0,3089,2442,5048,10859,10083,9181,5729,937,52,12,44336
11701,21,84,225,197,180,117,35,0,0,857,23,103,336,233,210,128,31,5,0,1079,774,2265,6602,5590,4441,2610,634,51,8,22976
11702,22,118,349,251,199,107,28,0,0,1061,35,114,408,280,209,111,22,8,0,1188,585,2902,10075,7621,5432,2985,602,66,5,30272
11703,61,310,1359,784,463,297,72,7,0,3356,91,671,2418,1151,664,348,135,31,7,5518,1991,13084,52134,26728,15275,8984,2634,331,52,121209
11801,49,162,606,415,328,205,98,16,4,1879,70,199,1067,763,569,358,213,62,14,3318,1203,4749,21267,16218,11914,7748,3702,685,119,67604
11802,71,170,602,503,368,265,101,15,3,2097,86,256,802,606,532,292,117,29,4,2727,2095,6561,19596,16387,13024,7995,2284,287,46,68276
11901,113,323,688,769,582,440,87,13,0,3026,169,501,1046,944,888,618,125,24,11,4312,3048,7384,15852,15207,14029,9659,1928,184,20,67318
11902,67,213,572,580,543,309,71,6,0,2354,124,384,996,832,815,449,97,16,3,3716,1960,5533,14897,12947,11211,6689,1309,118,15,54677
11903,63,208,425,410,473,336,76,13,0,2012,113,344,838,602,653,450,115,29,6,3143,2358,5888,14916,12510,12503,8267,1955,210,24,58645
11904,67,214,582,563,463,330,88,12,0,2319,95,398,1082,711,629,443,116,26,5,3509,2136,6306,20369,15210,12506,8096,1924,201,30,66770
12001,47,120,329,293,330,211,75,10,0,1413,43,142,555,420,389,230,99,15,5,1901,1278,3309,11760,10458,8703,5768,1734,207,26,43244
12002,21,75,214,209,175,133,32,3,0,848,15,75,259,313,258,144,58,6,0,1127,621,2087,7148,8737,6611,3983,1263,105,12,30557
12003,64,229,681,478,506,321,91,11,3,2381,110,511,1279,720,689,439,88,20,7,3864,2281,7966,24030,16207,14323,9083,2127,254,38,76311
12101,65,110,392,335,338,235,81,11,0,1573,56,197,621,611,516,283,111,27,4,2427,1612,4313,14644,14776,11578,7252,2400,318,44,56939
12102,57,145,281,334,322,225,54,4,3,1425,63,111,342,424,376,237,61,17,3,1630,1880,3235,7733,10599,9462,6076,1502,153,12,40659
12103,88,153,217,278,389,265,96,22,3,1505,78,165,328,490,638,379,151,41,4,2279,2766,4752,7757,12089,14756,9105,3203,574,71,55072
12104,47,104,369,303,249,168,72,13,0,1316,37,124,591,488,400,277,163,43,9,2133,955,3339,15868,12892,9550,6831,3069,482,63,53052
12201,29,63,157,140,125,64,26,3,0,604,31,66,249,256,230,113,55,11,6,1019,679,1491,5441,5723,4789,2907,990,144,29,22199
12202,68,129,220,229,278,204,63,4,0,1196,69,109,203,323,412,273,113,28,11,1553,1597,2352,4018,6511,7657,5803,1973,257,29,30194
12203,159,314,656,677,657,405,130,15,0,3014,142,281,714,956,924,450,149,35,9,3654,3777,5973,15201,19460,18574,10765,3110,403,35,77294
12301,90,140,307,279,256,150,26,4,0,1238,99,158,301,361,319,170,53,7,10,1471,2248,3071,7044,8164,6932,4008,805,55,17,32352
12302,117,339,566,480,443,377,96,4,0,2425,209,477,997,838,814,579,133,18,3,4065,3587,7564,16323,14917,13978,10760,2035,128,17,69308
12303,62,101,207,175,187,108,33,0,0,875,68,87,197,195,219,159,57,15,0,996,1309,1892,3870,4424,4565,3272,720,76,18,20151
12401,63,113,184,249,289,226,70,7,0,1194,64,110,202,225,293,222,82,20,3,1227,1944,2660,5383,7668,8743,7314,1887,170,20,35800
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,164,312,732,617,493,339,83,6,0,2746,203,399,828,782,682,447,119,20,4,3487,4292,7052,16691,15804,13559,9505,2030,157,15,69111
12404,49,113,169,143,150,92,37,3,0,751,64,99,189,185,211,144,39,10,3,944,1142,2041,3681,3361,3740,2511,620,69,4,17181
12405,48,146,245,175,206,143,21,0,0,983,93,191,354,292,324,217,39,4,0,1519,1470,2981,5903,5163,5112,3959,614,37,5,25241
12501,30,119,373,259,216,178,34,0,0,1205,71,367,1195,602,545,320,56,5,7,3172,1029,4257,13526,8029,6325,4110,650,43,13,37982
12502,35,88,218,254,317,191,47,6,0,1149,51,131,377,351,378,233,76,14,5,1621,1267,2599,6546,7067,6912,4574,1091,144,12,30209
12503,75,214,595,532,462,266,64,3,0,2213,193,551,1124,885,820,503,84,26,4,4187,2563,6511,15703,12942,10898,7124,1362,105,15,57223
12504,45,190,592,446,408,233,68,7,0,1988,82,321,1149,879,534,359,111,14,6,3470,1710,5301,22426,17560,10603,6627,1631,144,27,66035
12601,30,71,97,130,168,134,29,3,3,659,28,96,235,205,205,158,47,5,7,987,1006,2205,4375,5125,5409,3852,1014,132,19,23135
12602,83,202,515,485,487,316,97,17,0,2208,78,244,838,702,596,428,118,32,12,3041,2248,5933,17231,15303,13188,8808,2410,292,43,65463
12701,99,196,466,423,383,202,45,0,0,1820,157,330,655,683,624,362,90,16,7,2930,2366,4881,10697,10135,9369,5486,988,76,16,44017
12702,77,389,804,847,699,411,77,9,0,3303,218,664,1259,1159,1375,889,150,24,0,5740,2965,8537,15977,13763,14698,10280,1806,124,8,68157
12703,60,160,413,469,364,202,51,8,0,1738,130,340,719,666,614,372,79,15,0,2945,2171,4881,11705,11898,10192,5931,1175,101,5,48046
12801,101,212,533,429,433,288,95,13,4,2111,98,234,495,556,536,412,142,24,7,2522,2834,4943,11526,12303,12400,8995,2443,292,41,55769
12802,119,297,443,512,495,366,103,10,0,2341,93,203,386,495,445,315,111,18,9,2084,3283,5342,10491,13080,12868,9343,2087,155,20,56671
19797,0,0,0,0,5,0,0,0,0,5,0,0,0,4,6,6,0,0,0,13,6,3,23,27,30,25,10,0,0,130
19999,0,21,33,25,9,11,3,0,0,109,7,32,62,52,49,24,3,5,5,248,112,528,1094,630,507,376,89,7,4,3331
