SA3_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
10102,63,129,258,231,226,146,37,4,0,1095,75,128,218,226,277,178,41,14,0,1153,1692,2514,6111,6579,7481,4489,1008,123,16,30027
10103,18,34,61,58,65,47,10,4,0,298,22,33,47,60,58,68,23,15,3,317,535,770,1626,1787,2232,1760,598,111,19,9436
10104,69,80,154,192,220,215,48,3,0,991,77,80,116,164,223,234,71,21,5,990,1625,1625,3524,4676,6559,6385,1569,200,31,26195
10105,43,74,138,123,101,94,31,5,3,610,38,55,111,88,116,111,35,16,3,574,951,1252,2791,2981,3555,2836,854,160,22,15408
10106,42,71,100,111,137,89,42,8,0,596,46,58,82,131,156,107,48,24,0,663,950,1199,2437,3449,3998,2932,1039,224,41,16274
10201,136,297,614,618,682,520,156,11,0,3039,142,285,495,641,701,495,168,45,13,2984,4377,6336,13418,15948,17613,13267,3121,322,45,74452
10202,136,364,622,587,636,393,77,11,0,2827,189,304,523,552,644,473,130,30,6,2852,4229,6379,12795,13827,14946,10641,2126,169,24,65144
10301,42,95,165,171,129,96,33,4,0,735,60,65,142,151,159,130,57,15,3,791,1239,2032,4019,4038,4430,3474,983,160,20,20409
10302,63,115,168,162,160,125,49,6,4,852,65,119,155,143,180,157,71,32,13,933,1253,1816,3786,4148,4937,4343,1458,382,63,22183
10303,40,109,155,162,154,113,34,4,0,773,41,56,91,109,138,107,48,20,8,618,973,1393,3256,3537,4316,3318,948,191,38,17966
10304,75,107,267,208,197,143,40,3,0,1039,75,76,127,171,178,138,75,32,7,880,1539,2069,5169,5510,5611,4260,1296,232,36,25729
10401,37,78,130,142,180,113,35,3,0,725,46,54,86,114,147,134,55,27,3,667,1075,1234,2477,3396,4273,3855,914,164,30,17415
10402,73,132,274,250,301,225,65,9,0,1316,79,109,227,267,286,232,70,26,6,1309,2148,2620,6012,7005,8230,6917,1534,170,25,34661
10501,15,37,47,50,53,46,20,6,3,275,24,25,67,73,69,68,41,12,0,380,310,695,1897,1674,2066,1745,630,158,25,9203
10502,20,32,70,56,55,65,14,7,0,312,7,38,54,42,51,67,15,10,8,284,405,669,1569,1430,1739,1605,365,45,15,7839
10503,62,159,280,227,229,190,75,10,0,1241,80,103,202,174,209,179,92,39,9,1093,1668,2499,5906,5695,6431,5361,1671,353,76,29666
10601,108,262,442,369,359,186,48,3,0,1778,89,162,257,301,371,235,51,25,8,1501,2400,3442,7392,7771,8183,5745,1263,190,28,36407
10602,82,191,416,322,308,189,39,7,0,1555,79,129,279,271,259,176,47,13,13,1262,2113,3266,7696,7517,7232,4737,894,96,24,33572
10603,67,139,220,251,276,194,57,8,0,1214,65,109,152,225,264,219,82,23,4,1147,1795,2394,4582,5804,6861,5101,1225,165,20,27956
10604,28,71,114,112,82,48,17,3,0,476,32,39,82,101,111,75,29,13,3,478,731,1041,2717,2773,2945,2118,565,120,29,13027
10701,81,171,342,292,280,174,39,0,0,1392,78,164,276,267,306,189,45,16,7,1343,1842,3075,6466,6865,6977,4595,713,68,8,30624
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
10703,101,178,367,365,330,221,50,4,0,1616,93,169,256,290,356,246,52,16,8,1485,2518,3874,7503,8490,9082,6384,1077,116,17,39059
10704,107,292,496,448,451,266,59,10,0,2128,100,232,409,395,420,248,79,35,7,1913,3184,6593,12325,12844,12552,8318,1610,189,28,57644
10801,14,32,67,89,80,88,29,4,0,407,34,29,43,67,96,89,26,19,4,403,621,633,1414,1875,2525,2306,621,85,18,10095
10802,29,60,95,117,120,115,32,0,0,570,43,39,118,97,125,116,47,25,0,620,946,1125,2299,2910,3775,3558,913,141,25,15699
10803,0,0,0,0,3,0,0,0,0,6,0,0,3,3,3,3,0,0,0,11,7,11,35,50,48,42,13,6,0,225
10804,55,130,250,254,280,196,59,5,0,1236,75,72,134,189,216,185,68,24,5,975,1881,2031,4747,6103,7470,5871,1358,181,23,29660
10805,35,75,110,153,181,133,35,3,0,716,39,64,84,106,169,156,63,25,12,718,1107,1343,2689,3337,4589,4140,1096,162,26,18484
10901,57,122,265,216,222,180,39,11,0,1120,61,118,171,155,228,171,79,24,0,1012,1808,2585,5456,5431,5940,4809,1219,155,24,27430
10902,12,19,24,25,35,28,9,3,0,159,24,35,28,51,56,57,26,6,0,283,288,405,800,975,1267,1145,330,70,13,5298
10903,41,62,118,127,116,108,39,9,0,620,54,61,86,128,143,151,70,17,3,710,983,1260,2804,3225,3879,3774,1193,213,42,17372
11001,37,71,98,87,100,86,22,14,0,502,29,39,82,85,85,60,51,19,7,462,1004,1534,2760,2851,3563,2970,984,189,34,15891
11002,40,55,101,91,99,90,37,13,0,518,41,53,86,90,117,108,76,35,12,617,825,1051,2157,2639,3237,2996,1104,289,48,14341
11003,41,56,105,99,92,67,24,3,0,487,48,50,89,80,103,96,47,14,0,532,565,841,2100,2172,2442,2050,680,137,11,11012
11004,89,158,296,290,279,251,61,12,6,1435,104,122,265,278,282,244,97,37,12,1442,2109,2791,6948,6880,7625,6265,1761,312,51,34742
11101,131,234,430,455,493,317,70,12,0,2138,85,179,343,349,410,274,90,20,3,1756,3404,4803,10303,11456,12483,8739,1605,169,16,52963
11102,99,176,321,315,325,210,45,5,0,1498,80,142,227,275,293,185,60,18,3,1284,1950,2827,6245,6692,7071,5325,1111,101,16,31339
11103,140,381,717,576,480,361,92,25,4,2782,124,294,587,510,476,314,95,39,3,2442,3971,8971,18858,16185,15306,10572,1998,262,28,76144
11201,51,93,186,253,293,209,56,4,0,1150,82,87,255,363,332,281,117,30,20,1569,1772,1929,5127,6973,8052,6929,1779,224,51,32839
11202,46,112,200,188,247,190,66,4,0,1050,61,83,170,196,242,212,75,36,5,1086,1750,2181,4271,5352,6615,5884,1504,261,37,27858
11203,49,126,267,296,332,203,65,3,4,1342,108,131,298,327,355,307,96,31,13,1662,2162,2692,5797,7566,8522,7130,1623,213,37,35731
