SA3_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
10304,177,55,77,42,41,36,19,10,505,0,0,0,0,0,0,0,0,0,0,0,106,71,218,60,92,55,47,51,26,12,733,199,60,44,3,16,14,3,0,0,16,352,55,66,135,29,40,25,6,8,8,6,376,4,9,14,0,3,0,0,3,0,0,41,0,0,3,0,0,0,0,0,0,0,3,60,76,152,29,42,25,8,11,7,4,419,0,0,0,0,0,0,0,0,0,0,0,260,138,193,27,58,39,12,11,11,22,769,398,35,28,6,3,9,3,0,7,21,503,87,39,44,8,10,3,0,0,0,9,203,7,3,3,0,0,0,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,96,41,46,9,10,6,3,4,8,9,229,0,0,0,0,0,0,0,0,0,0,0,493,78,72,8,8,13,3,3,9,25,729,464,18,11,4,9,0,0,0,3,19,522,114,19,11,0
10401,39,5,10,12,11,5,8,3,113,0,0,0,0,0,0,0,0,0,12,12,50,24,62,9,18,12,15,18,10,21,246,119,37,28,5,9,10,4,6,0,13,235,15,23,48,5,12,8,4,8,4,8,133,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,23,47,7,13,8,4,8,4,8,138,0,0,0,0,0,0,0,0,0,10,10,135,68,76,10,21,14,9,13,3,29,388,360,25,25,3,9,4,3,3,0,27,456,66,12,17,0,3,0,0,3,3,3,112,3,3,11,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,68,17,27,0,3,0,0,3,3,9,127,3,0,0,0,0,0,0,0,0,6,10,427,41,47,9,11,4,3,5,4,33,590,631,12,12,0,9,0,3,0,0,27,708,84,5,5,0
10402,341,34,65,66,108,110,48,45,900,0,0,3,0,0,0,0,0,0,5,4,169,95,442,65,95,93,121,133,55,63,1334,396,125,120,27,17,18,8,14,14,19,759,125,100,180,17,37,28,28,16,15,22,575,10,7,43,10,18,22,10,12,15,3,143,3,0,3,0,0,0,0,0,0,0,12,136,108,222,29,51,53,42,27,28,22,724,0,0,0,0,0,0,0,0,0,0,4,531,236,349,57,72,64,49,44,37,43,1485,905,112,97,15,12,11,9,4,3,42,1210,214,69,81,12,15,9,4,10,0,20,436,15,13,29,10,18,23,11,8,13,8,132,4,3,0,0,3,0,0,0,0,0,12,239,80,107,22,30,26,16,20,15,22,575,0,0,0,0,0,0,0,0,0,0,0,1140,195,205,35,47,40,27,25,14,70,1791,1345,65,49,4,9,3,3,3,0,39,1510,277,23,16,3
10501,39,14,16,7,12,11,0,4,120,0,0,0,0,0,0,0,0,0,0,0,26,18,67,19,27,16,24,16,0,9,206,29,16,21,5,0,0,0,0,0,3,82,12,11,59,10,4,10,3,0,6,3,117,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,12,8,60,5,9,12,3,0,7,4,127,0,0,0,0,0,0,0,0,0,0,0,44,31,77,12,8,12,5,3,7,12,209,102,12,16,0,3,0,0,0,0,4,140,30,10,15,3,3,3,0,0,0,0,65,5,0,6,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,32,10,23,3,3,3,0,0,0,3,74,0,0,0,0,0,0,0,0,0,0,0,130,20,36,3,6,3,0,0,0,7,214,124,7,11,3,3,0,0,3,0,5,151,42,0,0,0
10502,19,9,4,8,7,5,3,0,66,0,0,0,0,0,0,0,0,0,9,9,24,9,31,5,11,11,9,11,3,13,128,29,6,5,0,3,3,0,0,0,0,52,6,11,27,3,10,0,0,9,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,27,3,9,0,0,9,0,3,66,0,0,0,0,0,0,0,0,0,5,4,32,19,30,3,14,8,3,6,0,11,128,73,4,10,0,0,3,0,0,0,0,88,15,6,11,3,4,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,6,13,3,4,4,0,0,0,0,51,0,0,0,0,0,0,0,0,0,4,4,94,11,24,3,4,8,0,0,0,9,151,99,8,7,3,0,0,0,0,0,4,123,12,0,0,0
10503,314,53,64,62,50,63,41,14,715,0,0,0,0,0,0,0,0,0,35,35,81,52,355,61,76,68,62,77,51,60,953,140,40,29,10,3,8,3,3,4,9,248,30,58,193,24,31,23,15,24,19,9,428,4,3,7,0,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,37,59,201,24,32,26,15,22,19,10,447,0,0,0,0,0,0,0,0,0,19,19,177,103,227,35,37,36,17,27,22,37,714,269,29,13,3,3,7,0,3,0,12,335,65,44,49,13,11,3,10,3,0,4,200,12,3,3,0,3,0,4,0,0,4,26,0,0,0,0,0,0,0,0,0,0,3,75,47,50,15,7,4,11,4,0,13,228,0,0,0,0,0,0,0,0,0,10,16,349,69,69,15,9,10,9,8,0,31,571,401,10,9,0,6,3,0,0,0,12,446,88,21,13,0
10601,103,13,27,15,24,25,6,17,270,0,0,0,0,0,0,0,0,0,33,33,129,55,175,35,47,29,40,35,6,56,603,264,86,74,16,15,7,3,0,0,20,493,50,40,86,20,12,8,7,5,0,0,230,0,4,10,0,0,0,5,3,0,0,23,0,0,0,0,0,0,0,0,0,0,4,55,44,90,23,16,8,17,7,0,3,258,0,0,0,0,0,0,0,0,0,37,37,318,123,169,41,32,20,13,7,3,58,787,644,69,53,10,8,3,9,0,0,30,821,102,30,41,5,4,3,0,0,0,3,192,9,4,4,3,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,4,110,34,45,9,5,3,0,0,0,8,216,0,0,0,0,0,0,0,0,0,21,21,752,103,97,17,12,10,9,0,3,57,1055,791,35,22,5,3,0,3,5,0,28,888,119,17,3,0
10602,161,36,49,37,24,25,15,10,444,0,0,0,0,0,0,0,0,0,0,3,190,115,232,61,66,55,35,45,20,20,821,294,89,94,24,6,11,5,5,3,11,544,65,86,161,27,18,22,22,9,4,6,433,0,0,9,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,70,96,168,31,22,23,24,9,9,11,455,0,0,0,0,0,0,0,0,0,0,0,362,178,265,49,31,35,30,17,12,25,1002,520,76,51,10,4,13,6,5,0,20,706,153,54,80,9,9,6,4,0,0,4,328,15,3,4,0,0,0,6,0,0,3,36,4,0,0,0,0,0,0,0,0,0,4,172,55,86,14,13,6,11,0,0,4,364,0,0,0,0,0,0,0,0,0,0,0,690,131,132,22,16,24,23,4,0,24,1070,602,16,16,10,3,4,0,3,0,16,677,123,13,17,0
10603,85,13,10,14,17,16,11,11,229,0,0,0,0,0,0,0,0,0,3,3,129,59,145,36,25,31,32,26,18,32,536,281,92,105,17,17,14,11,6,7,38,586,62,49,74,12,12,4,14,10,3,8,260,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,69,48,79,12,10,9,14,10,3,7,269,0,0,0,0,0,0,0,0,0,0,0,343,138,188,36,31,21,28,22,7,47,857,715,101,100,21,3,7,7,3,0,34,988,120,16,43,0,0,0,3,3,0,3,186,3,3,10,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,3,126,26,52,0,0,0,3,3,0,7,212,0,0,0,0,0,0,0,0,0,0,0,838,123,147,21,8,7,6,3,0,43,1202,1032,51,26,7,7,0,6,0,3,40,1170,193,12,3,0
10604,62,19,25,33,26,32,5,4,225,0,0,0,0,0,0,0,0,0,40,40,45,29,117,41,41,51,35,50,11,49,461,76,29,36,6,6,4,5,3,3,12,173,22,21,50,3,15,18,8,10,3,10,152,0,3,5,0,0,3,0,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0,22,22,60,9,15,16,8,18,3,10,176,0,0,0,0,0,0,0,0,0,22,29,100,54,97,14,21,22,11,17,6,41,379,210,22,26,10,4,8,3,5,0,10,289,38,11,20,3,7,3,3,0,0,0,87,3,3,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,41,15,25,3,8,3,3,4,0,0,103,0,0,0,0,0,0,0,0,0,12,15,251,36,45,9,14,12,5,7,0,23,403,227,17,7,4,0,0,0,0,0,9,271,35,0,3,0
10701,181,34,42,31,44,21,25,10,610,0,0,0,0,0,0,0,0,0,3,3,302,103,249,51,56,47,55,25,35,24,955,396,85,66,11,4,15,3,7,4,21,617,388,136,148,15,38,40,19,7,3,16,808,16,26,18,7,3,9,24,11,7,10,123,8,0,0,0,0,0,0,0,0,0,5,413,155,165,21,36,51,34,16,15,24,936,0,0,0,0,0,0,0,0,0,0,0,809,242,233,31,42,66,39,26,18,45,1549,1305,53,57,0,4,10,3,3,0,46,1482,802,82,46,5,5,10,6,3,3,29,988,65,18,19,4,0,0,10,3,6,5,135,11,0,0,0,0,0,0,0,0,0,17,882,102,69,8,4,15,13,3,9,39,1141,3,0,0,0,0,0,0,0,0,0,7,2186,154,125,8,9,21,19,9,9,89,2634,1479,17,15,3,3,7,0,0,0,46,1574,1059,10,9,0
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,122,16,31,28,31,21,8,23,426,0,0,0,0,0,0,0,0,0,0,0,264,117,220,51,55,44,39,31,17,37,875,453,139,106,23,25,13,18,5,4,31,813,213,87,122,15,20,13,10,17,6,8,519,10,11,7,0,0,6,3,0,0,9,47,0,0,0,0,0,0,0,0,0,0,3,224,103,126,14,17,19,16,18,12,19,568,0,0,0,0,0,0,0,0,0,0,0,679,239,234,42,45,36,30,25,16,46,1385,1523,102,83,3,9,13,3,6,0,51,1803,550,46,63,3,8,3,9,5,0,26,716,36,7,9,0,5,0,0,3,0,7,64,8,0,0,0,0,0,0,0,0,0,12,588,55,70,3,14,3,8,8,0,35,788,7,0,0,0,0,0,0,0,0,0,7,2125,161,152,8,24,18,15,15,0,89,2603,1972,44,34,6,3,5,5,3,0,56,2134,744,20,5,0
10704,633,188,259,350,439,458,246,104,3104,0,0,0,0,0,0,0,0,0,3,3,517,316,826,269,317,398,499,520,284,137,4080,780,292,267,48,44,39,21,24,12,37,1567,442,377,447,87,119,137,114,84,47,35,1890,13,25,58,6,20,20,37,22,20,8,237,3,0,0,0,0,0,0,0,0,0,9,458,408,510,88,137,160,157,102,68,48,2134,0,0,0,0,0,0,0,0,0,0,4,1243,696,772,139,178,202,180,132,77,88,3705,1875,181,120,19,20,9,15,9,9,64,2323,1008,172,133,13,27,25,16,16,11,37,1456,89,43,49,11,17,17,22,9,9,14,276,4,0,0,0,0,0,0,0,0,0,12,1105,216,177,25,48,42,41,21,19,49,1742,0,0,0,0,0,0,0,0,0,3,3,2981,394,296,48,70,53,60,26,26,113,4068,2092,55,32,4,3,5,3,3,3,49,2254,1178,51,25,0
10801,22,3,3,14,5,4,6,0,69,0,0,0,0,0,0,0,0,0,0,0,28,12,46,11,6,17,6,9,10,6,148,85,32,20,5,3,0,0,0,0,9,156,14,14,27,3,7,7,0,0,0,0,83,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,22,31,3,7,7,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,97,53,52,9,11,7,0,0,0,12,238,265,24,13,3,0,3,0,0,0,12,315,42,4,9,3,3,0,0,0,0,3,65,0,3,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,41,8,9,6,6,0,0,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,305,31,17,8,7,7,0,3,0,18,394,409,23,4,0,0,0,3,3,0,15,457,60,11,3,3
10802,32,7,14,12,20,19,10,6,137,0,0,0,0,0,0,0,0,0,11,11,45,21,48,15,27,20,18,23,17,24,254,133,26,21,0,8,0,4,3,3,16,208,23,25,22,4,3,5,9,10,3,6,110,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,30,22,4,3,9,10,9,3,6,118,0,0,0,0,0,0,0,0,0,14,14,151,58,48,11,8,9,11,15,5,29,338,365,29,16,3,3,0,0,0,0,31,449,48,10,10,0,0,0,4,0,3,0,85,4,0,0,3,0,0,0,4,0,0,13,3,0,0,0,0,0,0,0,0,0,3,55,10,11,3,0,0,4,4,3,0,99,0,0,0,0,0,0,0,0,0,10,13,421,39,31,9,5,0,4,3,3,40,557,638,22,10,3,3,0,0,3,0,32,717,82,6,5,0
10803,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,13,3,5,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0
10804,99,20,26,16,16,18,11,8,270,0,0,0,0,0,0,0,0,0,0,0,122,66,178,40,49,37,40,33,23,22,612,313,125,89,14,13,18,17,7,0,21,619,78,66,85,18,13,23,11,11,3,3,315,0,3,8,0,0,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,3,83,68,92,23,16,25,11,9,7,3,342,0,0,0,0,0,0,0,0,0,0,0,393,197,181,31,35,45,26,15,9,27,964,803,108,81,3,17,15,9,10,4,32,1075,112,41,35,6,9,0,0,9,3,8,214,13,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,8,121,40,36,6,9,0,5,5,3,8,239,3,0,0,0,0,0,0,0,0,0,4,928,147,117,15,24,17,14,18,3,44,1316,1090,65,27,6,4,4,3,0,3,40,1244,146,16,11,0
10805,36,3,12,6,15,7,10,3,112,0,0,0,0,0,0,0,0,0,0,0,52,14,54,17,14,14,16,7,8,16,224,132,34,22,0,4,3,3,3,3,17,226,26,37,74,11,12,7,9,4,4,3,186,0,0,7,0,0,0,3,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,28,42,77,10,12,7,13,7,4,8,205,0,0,0,0,0,0,0,0,0,0,0,160,82,99,11,10,9,9,11,7,25,426,392,46,29,5,4,0,3,4,0,22,509,61,35,17,0,4,3,0,0,0,4,119,3,3,5,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,4,64,34,21,0,3,3,0,0,0,5,138,3,0,0,0,0,0,0,0,0,0,3,462,77,49,8,7,3,0,5,0,27,646,724,30,14,4,0,0,0,3,0,18,793,99,9,11,0
10901,286,62,61,53,52,40,32,11,643,0,0,0,0,0,0,0,0,0,0,0,107,67,347,79,77,64,61,49,37,16,899,184,75,40,13,11,3,4,10,9,3,355,70,64,196,32,35,11,26,16,13,6,474,6,5,30,21,9,5,4,14,0,0,92,0,0,3,0,0,0,0,0,0,0,3,77,68,224,49,39,22,35,25,17,5,567,0,0,0,0,0,0,0,0,0,0,0,264,148,259,58,52,29,44,32,22,15,923,441,42,50,9,8,5,3,3,0,16,584,109,34,59,8,5,6,3,3,4,7,240,8,0,23,7,8,13,10,4,3,0,77,0,0,0,0,0,0,0,0,0,0,0,116,39,83,16,17,16,14,7,7,7,310,0,0,0,0,0,0,0,0,0,0,0,559,83,129,27,23,24,19,9,6,26,898,584,26,8,0,0,0,3,6,0,22,649,134,15,6,5
10902,30,0,4,8,3,6,0,3,61,0,0,0,0,0,0,0,0,0,0,0,10,12,48,3,3,13,6,11,3,6,118,17,4,4,0,0,0,0,0,0,0,35,7,9,14,0,3,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,0,3,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,25,10,17,3,3,5,6,0,0,0,68,51,3,8,0,0,0,0,0,0,0,58,18,0,12,0,3,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,15,0,12,0,3,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,63,4,16,0,3,0,0,3,0,3,100,93,4,3,0,3,0,0,0,0,3,108,23,4,3,0
10903,62,14,14,16,38,42,19,14,244,0,0,0,0,0,0,0,0,0,0,0,31,27,84,24,29,29,45,52,27,26,370,74,26,28,0,3,7,6,4,0,4,142,15,13,45,6,16,11,16,3,3,0,136,0,0,3,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,17,13,47,7,14,11,14,10,6,4,152,0,0,0,0,0,0,0,0,0,0,0,84,46,77,14,17,14,17,14,8,7,293,202,25,12,3,4,0,0,5,0,13,270,34,20,16,3,7,0,3,0,0,4,91,0,0,4,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,35,22,23,3,7,0,3,3,0,8,100,0,0,0,0,0,0,0,0,0,0,0,237,46,33,3,8,3,3,10,0,20,372,350,11,8,0,3,0,0,0,0,23,394,37,5,0,0
11001,114,21,49,53,80,151,87,30,621,0,0,0,0,0,0,0,0,0,0,0,71,44,133,30,63,60,91,166,88,33,784,114,40,30,3,10,6,3,4,5,11,216,46,36,95,15,14,31,44,30,15,4,331,4,0,6,0,0,0,3,9,4,7,31,0,0,0,0,0,0,0,0,0,0,3,51,41,99,15,17,32,45,38,24,8,365,0,0,0,0,0,0,0,0,0,0,0,161,76,124,18,22,33,50,41,24,20,584,270,40,18,6,4,3,4,0,3,14,376,65,39,40,5,7,7,9,8,6,3,185,4,0,3,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,71,43,47,13,7,7,9,10,6,3,208,3,0,0,0,0,0,0,0,0,0,3,346,86,69,17,18,12,11,8,6,19,580,364,11,15,3,3,0,0,0,0,12,410,72,9,9,0
11002,39,3,15,17,16,15,7,10,131,0,0,0,0,0,0,0,0,0,3,3,26,26,62,12,25,22,23,16,3,21,228,66,39,14,3,3,0,0,0,0,8,143,16,20,44,5,8,9,6,4,0,5,125,0,3,3,3,0,0,0,0,4,3,18,0,0,0,0,0,0,0,0,0,0,3,14,18,46,14,16,9,6,8,4,8,142,0,0,0,0,0,0,0,0,0,4,4,86,63,60,16,19,15,13,11,4,24,291,193,27,9,4,0,0,0,0,0,14,249,28,7,14,0,3,0,3,3,0,3,62,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,29,5,21,0,5,0,3,3,0,4,74,0,0,0,0,0,0,0,0,0,8,8,224,36,32,8,5,0,3,3,0,23,335,310,17,10,3,0,3,0,4,0,15,358,47,11,7,0
11003,43,9,10,25,6,9,3,13,131,0,0,0,0,0,0,0,0,0,0,3,20,17,65,15,19,27,9,11,4,20,213,45,8,15,8,3,0,0,3,0,6,86,13,12,44,4,10,12,5,9,3,6,106,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,14,44,6,10,12,5,9,3,5,116,0,0,0,0,0,0,0,0,0,0,0,54,22,65,16,8,15,5,8,3,10,210,93,9,15,0,0,4,0,3,0,0,120,17,11,13,4,4,7,0,3,0,0,62,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,9,23,4,4,7,0,3,0,0,71,0,0,0,0,0,0,0,0,0,0,0,111,20,31,4,9,6,3,3,0,8,197,119,11,7,0,0,0,0,0,0,4,140,36,10,7,0
11004,173,30,56,64,69,113,59,54,658,0,0,0,0,0,0,0,0,0,3,4,77,60,226,45,72,83,84,125,69,63,904,172,58,42,8,12,7,3,5,0,19,324,40,43,130,16,49,30,25,24,5,13,374,3,0,8,0,3,0,3,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,40,45,137,16,57,29,24,31,5,13,400,0,0,0,0,0,0,0,0,0,3,0,212,103,181,26,68,35,34,40,6,31,729,363,41,44,12,4,5,3,3,0,20,498,79,46,52,13,13,14,6,10,0,6,234,4,5,7,3,4,0,0,3,0,5,31,0,0,0,0,0,0,0,0,0,0,3,85,49,57,18,17,14,12,15,3,11,272,0,0,0,0,0,0,0,0,0,0,4,445,95,101,30,23,17,14,14,8,31,773,482,22,16,3,5,3,3,0,0,32,561,72,17,5,0
