SA3_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
10102,4,7,5,50,26,13,4,7,0,124,0,0,0,6,14,18,25,23,3,82,3,0,0,10,0,3,0,0,0,22,7,38,35,149,226,167,130,82,22,850,0,0,5,39,8,9,0,0,0,66,0,0,0,9,10,3,3,3,0,25,0,0,7,17,18,20,64,10,12,150,0,0,0,8,3,14,25,23,15,73,0,0,0,9,5,4,3,0,0,23,7,36,27,267,19,15,7,5,0,391,0,3,5,30,13,7,4,0,0,57,0,0,0,11,3,3,0,0,0,13,0,0,0,3,0,3,0,0,0,9,0,0,0,12,7,11,9,3,0,44,0,0,3,3,13,41,57,43,24,190,0,3,0,8,5,3,0,0,0,26,0,0,3,15,12,0,0,0,0,28,0,0,0,7,3,3,0,0,0,14,0,3,4,16,17,11,3,0,0,65,0,0,0,0,0,7,19,7,0,36
10103,0,0,7,10,8,4,0,0,0,28,0,0,0,0,4,4,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,7,35,66,66,69,44,17,313,0,0,0,0,3,3,0,0,0,9,0,0,0,3,3,3,0,0,0,10,0,0,3,7,6,8,36,18,10,96,0,0,0,0,0,3,3,0,0,4,0,0,3,3,0,4,0,0,0,13,0,0,0,3,3,0,3,0,0,10,0,0,3,3,8,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,15,0,0,0,0,3,3,14,9,6,36,0,0,0,8,0,0,0,0,0,8,0,0,0,8,7,0,0,0,0,11,0,0,0,0,0,0,0,3,0,11,0,0,0,7,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,6
10104,0,0,0,16,13,3,3,3,3,40,0,0,0,0,5,8,25,21,3,58,0,0,0,0,3,3,0,0,4,15,3,14,20,74,209,407,535,273,122,1655,0,0,0,7,8,7,3,0,0,22,0,0,0,6,9,8,3,4,3,41,0,0,0,15,41,56,109,56,32,307,0,0,0,0,4,7,13,6,0,27,0,0,0,6,0,6,0,4,0,17,0,0,0,28,6,5,4,6,0,57,0,0,0,6,0,5,12,3,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,12,14,11,12,9,4,69,0,0,0,0,5,12,14,7,3,48,0,0,0,8,7,0,4,0,0,25,0,0,0,10,3,0,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,8,11,11,3,3,0,34,0,0,0,0,3,10,22,3,0,38
10105,0,3,0,22,9,0,0,3,3,46,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,3,4,0,0,5,0,8,3,46,65,91,120,49,19,407,0,0,0,6,0,3,0,0,0,18,0,0,0,4,4,4,5,0,0,15,0,0,0,4,11,6,13,4,10,54,0,0,0,0,0,0,3,3,4,7,0,0,0,0,0,3,0,0,0,3,3,4,3,39,0,5,3,0,0,63,0,0,0,6,3,0,0,0,0,12,0,0,0,9,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,7,3,5,3,0,0,21,0,0,0,0,0,8,10,8,4,24,0,0,0,3,0,0,0,0,0,4,0,0,5,18,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,6,4,0,0,20,0,0,0,0,0,4,0,0,0,8
10106,0,0,4,9,9,9,4,0,0,32,0,0,0,3,3,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,3,9,17,58,85,98,123,57,23,474,0,0,3,8,0,3,0,0,0,12,0,0,0,3,0,0,5,0,0,13,0,0,0,3,5,13,20,5,7,61,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,3,15,3,0,0,0,0,24,0,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,3,3,7,0,29,0,0,0,4,0,4,7,8,0,18,0,0,0,0,0,0,3,0,0,9,0,0,0,3,0,4,0,0,0,6,0,0,3,17,10,11,0,0,0,36,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,6,0,0,6
10201,3,24,30,256,123,104,64,23,11,629,0,0,0,8,12,15,16,14,0,65,0,0,0,12,7,20,39,20,10,108,26,214,186,687,802,829,937,600,316,4590,0,0,4,34,31,30,16,16,0,125,0,4,4,37,16,19,5,8,4,98,3,10,9,65,43,56,101,50,44,382,0,0,0,4,3,13,25,20,3,71,0,3,8,24,17,28,11,7,0,93,3,24,15,204,38,38,44,19,15,399,0,4,5,56,24,15,18,11,3,141,0,0,4,20,12,3,3,4,0,38,0,0,0,10,0,0,0,0,0,13,0,21,3,72,52,52,65,23,11,309,0,0,0,11,15,35,57,35,21,176,5,14,0,67,36,19,9,3,3,148,4,13,24,114,35,24,12,3,0,239,0,0,0,12,12,5,9,3,3,38,0,0,6,35,26,30,23,5,3,121,0,0,0,6,3,22,56,15,7,114
10202,0,13,7,89,70,60,33,16,3,287,0,0,0,0,9,19,7,11,5,53,0,0,4,3,3,7,20,11,3,55,4,75,90,320,532,639,691,524,192,3079,0,0,6,34,18,17,8,7,0,91,0,3,3,17,7,9,16,7,3,58,0,0,3,27,27,36,112,41,26,276,0,3,0,5,0,10,24,28,9,78,0,0,0,10,4,13,7,3,0,47,3,21,7,145,23,19,25,8,3,257,3,8,0,37,13,9,18,0,0,85,0,0,0,11,6,3,0,0,0,18,0,0,0,3,0,3,0,0,0,13,0,14,0,33,24,36,41,38,12,205,0,0,0,8,16,35,67,36,14,176,0,3,3,20,14,6,7,0,0,50,0,8,3,39,13,16,3,0,0,78,0,0,0,11,9,5,4,3,0,43,0,3,10,26,24,22,14,3,0,100,0,0,0,0,9,48,75,37,7,179
10301,0,3,4,27,10,5,9,0,0,64,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,3,0,0,3,0,7,20,64,76,93,111,65,21,467,0,0,3,6,3,5,3,0,0,24,0,0,0,0,3,0,3,0,0,13,0,0,0,11,6,7,28,9,6,70,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,7,5,6,8,47,5,6,7,0,0,82,0,0,3,3,0,3,4,0,0,11,0,3,0,9,0,0,0,0,0,13,0,0,3,0,4,0,0,0,0,8,0,0,0,15,0,10,3,0,0,35,0,0,0,0,0,4,5,6,9,23,0,0,4,5,3,0,0,0,0,12,0,0,0,6,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,15,0,0,0,13,7,0,5,0,0,28,0,0,0,0,8,3,4,0,0,8
10302,0,4,6,22,9,13,5,0,0,62,0,0,0,0,4,4,3,0,0,14,0,0,0,3,0,0,0,0,0,7,0,3,3,44,73,73,106,51,29,386,0,0,3,3,3,3,0,0,0,16,0,0,0,0,3,0,3,0,0,4,0,0,0,3,8,7,18,3,7,48,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,6,0,0,0,12,3,9,7,33,10,5,0,0,0,60,0,0,0,10,0,3,0,3,0,15,0,0,0,3,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,10,0,4,3,3,3,3,8,0,0,26,0,0,0,0,12,0,0,4,0,17,0,0,0,3,3,0,0,0,3,4,0,0,0,6,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,6,0,0,0,7,5,3,0,0,0,15,0,0,0,0,0,3,4,0,0,15
10303,0,3,0,17,9,14,4,0,0,43,0,0,0,0,0,6,0,3,0,15,0,0,0,4,0,0,0,0,0,3,0,6,7,53,102,129,150,91,27,572,0,0,3,9,3,0,3,0,0,20,0,0,0,3,3,0,3,0,0,11,0,0,0,3,6,14,43,7,10,84,0,0,0,0,3,0,3,3,4,14,0,0,0,0,3,0,0,0,0,6,0,4,5,28,3,8,7,3,0,56,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,3,0,3,8,0,0,3,0,22,0,0,0,5,3,10,14,3,3,32,0,0,0,8,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,7,0,0,3,6,11,7,0,5,0,27,0,0,0,0,0,3,3,0,3,11
10304,0,0,0,37,15,10,19,7,0,79,0,0,0,0,0,3,4,7,0,18,0,3,3,0,0,0,0,0,0,8,3,15,15,77,102,106,114,67,32,530,0,0,0,5,14,4,0,0,0,25,0,0,0,8,0,0,0,0,0,13,0,0,4,11,3,9,44,15,7,97,0,0,0,0,0,5,6,3,0,12,0,0,0,0,4,10,0,0,0,17,3,16,12,121,6,8,8,4,0,190,0,0,0,12,7,0,3,0,0,19,0,0,0,9,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,6,0,3,0,9,3,0,5,0,0,26,0,0,0,3,3,10,14,17,9,57,0,0,0,10,3,3,0,0,0,17,0,3,3,24,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,6,4,3,3,0,0,27,0,0,0,0,0,4,0,0,0,10
10401,0,0,0,9,16,3,3,0,0,34,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,8,3,14,6,51,104,154,177,93,37,643,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,3,3,5,0,11,0,0,0,9,10,18,29,17,3,81,0,0,0,0,0,0,0,0,0,6,0,0,0,3,7,5,0,0,0,15,0,3,0,25,0,5,7,3,0,41,0,0,0,4,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,14,0,0,0,0,3,3,6,4,0,12,0,0,0,10,4,3,3,0,0,22,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,8,0,0,23,0,0,0,0,0,9,4,0,0,10
10402,0,9,10,32,12,9,3,7,3,84,0,0,0,0,0,0,3,3,0,10,0,3,0,3,0,3,5,0,0,20,6,51,46,178,255,318,385,229,115,1577,0,0,4,13,15,11,3,0,0,48,0,0,0,8,8,11,7,3,3,46,0,3,8,33,33,52,66,34,22,248,0,0,0,0,3,3,3,0,0,10,3,0,3,17,0,10,3,3,0,34,9,19,28,278,70,61,36,13,10,532,0,0,0,16,3,3,5,0,3,40,0,7,9,0,0,0,0,0,0,22,0,0,0,0,0,3,0,0,0,10,0,7,4,32,14,16,14,7,0,92,0,3,0,5,4,11,16,15,7,63,0,3,3,29,4,4,3,0,0,46,0,0,7,19,0,0,0,0,0,34,0,0,0,0,0,3,0,0,0,7,6,6,0,23,14,12,12,4,0,77,0,0,0,0,0,11,13,4,0,29
10501,0,0,0,12,3,0,0,0,0,16,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,21,29,22,25,9,3,116,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,6,11,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,22,0,0,0,0,0,37,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,3,0,0,20,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
10502,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,13,14,22,15,11,5,86,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,14,8,0,27,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,21,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,13,3,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,13
10503,3,6,9,55,19,10,4,0,0,99,0,0,0,0,0,3,0,0,0,4,0,0,0,6,3,0,0,0,0,10,0,5,12,51,57,79,116,43,23,392,0,0,5,10,4,4,0,0,0,29,0,0,0,3,0,0,0,0,0,14,0,0,13,15,6,9,20,4,8,75,0,0,0,0,0,7,7,5,0,17,0,0,0,4,4,9,0,0,0,17,3,21,4,129,14,11,7,5,0,199,0,0,0,15,0,0,0,0,0,23,0,0,0,13,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,4,0,3,0,8,7,3,3,3,3,24,0,3,0,3,0,5,3,3,3,21,0,0,0,3,0,0,0,0,0,5,0,0,3,22,0,0,0,0,0,26,0,0,0,0,3,4,6,0,0,17,0,0,0,12,10,3,4,3,0,31,0,0,0,0,0,0,3,0,0,8
10601,0,0,3,24,21,6,4,0,0,57,0,0,0,0,3,3,0,3,0,11,0,0,0,0,0,0,3,0,0,9,3,15,21,98,173,170,191,95,33,795,0,0,3,14,4,3,3,0,0,26,0,0,0,10,0,4,0,0,0,9,0,0,0,12,18,19,57,5,16,126,0,0,0,0,0,3,0,0,0,3,0,0,3,3,3,3,3,0,0,23,0,4,3,38,3,3,10,3,0,66,0,0,0,10,3,3,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,3,7,10,8,3,45,0,0,0,3,0,5,6,0,0,18,0,0,0,3,3,0,0,0,0,11,0,0,0,10,3,0,0,0,0,14,0,0,0,0,5,0,0,0,4,13,0,3,0,13,8,5,3,0,0,33,0,0,0,0,0,5,8,0,0,19
10602,0,3,0,30,30,19,3,6,0,90,0,0,0,0,3,3,0,0,0,10,0,0,0,3,0,0,6,0,3,11,8,30,22,126,135,126,131,73,27,674,0,3,4,18,11,3,4,0,0,46,0,0,0,3,5,0,0,0,0,10,0,0,3,15,9,20,64,8,18,130,0,0,0,0,3,3,4,3,0,13,0,0,0,5,3,4,0,0,0,19,3,25,12,121,20,12,10,7,0,207,0,3,0,12,6,3,3,0,0,27,0,0,0,4,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,0,0,12,4,3,6,0,0,36,0,0,0,0,0,0,3,3,3,22,0,0,3,0,5,4,0,0,0,12,0,0,0,14,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,3,5,23,14,4,0,3,0,46,0,0,0,0,0,4,10,0,0,18
10603,0,5,3,31,12,7,4,3,0,65,0,0,0,0,4,7,8,13,0,41,0,0,0,0,0,3,5,0,0,15,5,49,40,121,241,273,393,222,85,1433,0,0,0,7,5,3,9,3,0,28,0,0,0,7,0,4,7,5,0,21,0,3,0,17,10,25,88,29,7,177,0,0,0,0,8,3,9,7,0,26,0,3,0,7,4,3,0,3,0,21,3,0,3,27,3,3,3,11,0,50,0,0,0,15,3,3,5,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,7,3,11,13,5,12,4,3,56,0,0,0,0,5,7,19,11,4,43,0,0,0,10,4,3,0,3,0,23,0,0,8,7,3,0,0,0,0,21,0,0,0,0,5,0,0,0,0,8,0,0,0,33,12,21,12,3,0,80,0,0,0,0,3,8,21,8,0,45
10604,0,0,3,24,8,3,0,0,0,34,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,45,57,47,32,22,9,221,0,0,0,7,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,6,0,0,0,13,3,4,8,3,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,4,0,27,3,7,3,0,0,50,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,19,4,6,5,0,3,41,0,0,0,0,0,0,4,3,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,7,6,5,0,0,0,16,0,0,0,0,0,0,0,0,0,9
10701,3,5,4,63,29,14,3,3,3,126,0,0,5,11,21,17,33,57,14,160,0,0,0,4,3,7,5,3,5,21,4,30,18,131,356,362,441,302,107,1756,0,0,0,3,7,11,8,0,0,26,0,0,0,0,10,7,5,4,0,29,0,0,4,15,13,46,82,57,32,250,0,0,0,5,4,17,32,56,17,135,0,0,0,4,0,4,3,0,0,17,0,4,3,65,13,10,9,3,4,113,0,3,0,14,10,7,3,0,0,44,0,0,4,10,6,0,0,0,0,19,0,3,3,13,3,3,3,0,0,31,0,0,0,14,8,5,6,14,3,55,0,0,5,14,27,103,131,205,100,580,0,0,4,0,4,0,0,0,0,15,0,3,4,16,8,0,0,0,0,33,0,6,12,56,23,35,13,6,0,149,0,0,0,8,12,5,7,3,0,34,0,0,0,0,3,24,47,40,6,125
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,3,3,51,21,13,7,0,0,99,0,0,0,8,16,21,26,25,4,98,0,0,0,11,3,10,12,3,3,42,4,44,38,210,479,482,522,349,119,2233,0,0,0,13,3,12,3,4,0,29,0,0,0,3,10,5,3,0,0,25,0,0,0,19,26,78,107,68,49,351,0,0,0,0,3,17,17,17,9,63,0,0,0,6,6,8,0,7,0,27,0,3,6,51,8,10,11,6,0,100,0,0,5,16,0,3,7,0,3,35,0,0,0,6,0,0,3,3,0,18,0,3,3,4,3,0,0,0,0,13,0,12,3,25,18,18,21,19,4,109,0,0,3,9,30,52,57,58,16,223,0,4,3,7,3,3,0,0,0,20,0,3,5,17,5,0,0,0,0,30,0,0,0,3,10,9,3,3,5,32,0,0,3,17,6,5,5,0,0,41,0,0,0,6,12,46,55,20,13,143
