SA2_MAINCODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
117021326,59,13,7,3,77,86,18,5,3,106,139,54,8,4,201,95,41,8,3,139,68,32,6,0,105,25,15,3,0,48,21,9,3,0,36,15,11,6,0,30,45,24,5,7,87,14,3,0,3,16,708,267,68,28,1067
117021327,33,12,0,0,44,25,9,0,0,39,83,22,0,0,109,50,16,3,0,71,50,26,0,0,80,15,7,0,0,23,22,11,3,0,37,19,5,3,0,27,47,15,3,0,67,11,0,0,0,14,414,147,20,13,591
117021328,5,4,0,0,15,19,10,0,0,26,33,14,5,0,56,29,14,7,0,48,14,7,0,0,20,9,3,0,0,20,5,7,0,0,10,3,0,0,0,8,18,15,3,3,31,0,0,0,0,3,159,88,27,5,280
117031329,10,0,0,0,6,5,0,0,0,5,16,3,0,0,17,21,5,0,0,23,16,0,0,0,19,5,0,0,0,5,18,7,0,0,23,0,0,0,0,0,11,6,0,0,17,0,0,0,0,0,111,26,3,0,137
117031330,10,5,0,0,17,23,3,0,0,25,38,13,0,0,53,42,16,7,0,60,31,14,0,0,46,15,0,0,0,10,22,10,0,0,28,3,9,0,0,13,16,4,0,0,24,3,0,0,0,3,240,89,11,0,340
117031331,25,5,3,0,37,55,12,5,0,69,52,20,3,5,80,43,9,0,4,56,40,7,3,0,48,9,0,3,0,13,17,5,0,0,26,13,9,0,0,19,38,15,9,3,63,9,0,0,0,9,378,119,35,13,547
117031332,20,3,0,0,27,21,8,0,0,27,67,19,6,0,87,32,11,0,0,49,33,19,0,0,55,10,4,0,0,19,17,4,0,0,24,11,5,0,0,15,32,7,8,0,49,9,0,0,0,10,302,103,24,0,434
117031333,19,4,3,0,24,24,3,0,0,29,37,8,0,0,44,29,5,0,0,34,14,4,0,0,23,7,3,0,0,11,18,5,0,0,21,17,3,0,0,17,21,6,0,0,34,8,0,0,0,9,251,57,6,6,327
117031334,34,9,4,0,41,28,7,0,0,39,48,17,6,0,65,31,7,3,0,46,30,10,3,0,36,10,3,0,0,14,17,5,4,0,25,20,8,0,0,26,29,8,0,0,35,7,3,0,0,13,340,103,24,0,462
117031335,34,7,3,0,43,32,9,0,0,37,49,13,4,0,67,40,15,4,0,58,21,6,0,0,33,3,3,0,3,12,15,7,0,0,23,9,6,0,0,13,19,11,3,0,33,4,0,0,0,9,317,96,19,10,445
117031336,14,0,0,0,17,22,0,0,0,22,22,6,3,0,27,21,3,0,0,24,10,9,0,0,19,8,0,0,0,11,17,10,0,0,28,7,0,0,0,5,14,0,0,0,21,8,0,0,0,9,181,43,10,0,236
117031337,19,0,0,0,19,23,5,0,0,23,42,13,3,0,59,32,12,0,0,45,20,4,0,0,21,9,3,0,0,12,17,9,0,0,32,19,10,0,0,30,21,13,0,0,33,3,3,0,0,9,289,84,4,0,387
117031338,60,13,3,0,78,52,25,4,0,85,121,36,3,0,159,68,18,5,0,100,41,22,3,0,68,22,4,0,0,22,34,9,0,0,46,4,8,3,0,9,40,22,6,0,66,5,0,3,0,9,626,209,47,11,892
118011339,16,5,0,0,20,33,3,3,0,44,36,18,4,0,55,25,25,7,0,55,28,10,0,0,40,18,5,0,0,25,23,12,3,0,36,16,8,0,0,23,21,15,3,0,45,3,0,0,0,8,259,116,26,0,401
118011340,19,13,3,0,33,31,3,4,0,40,78,30,3,0,111,49,13,11,0,67,29,18,0,0,40,8,6,0,0,19,24,16,3,0,37,18,3,3,0,19,28,13,6,0,46,9,4,0,0,8,333,131,32,8,507
118011341,22,5,0,0,29,29,9,0,0,42,58,21,4,0,83,48,15,0,0,71,39,19,3,0,53,13,3,0,0,17,34,14,7,0,53,17,7,0,0,27,22,22,7,0,55,3,0,0,0,8,336,143,29,0,510
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,12,6,3,0,18,36,7,0,0,40,66,30,7,0,100,69,22,0,0,96,47,23,3,0,75,22,5,0,0,29,53,27,7,0,84,45,14,3,0,62,41,28,13,4,85,11,0,0,0,15,457,208,44,8,712
118011344,16,8,0,0,23,15,7,0,0,23,38,21,7,0,70,30,11,0,0,37,20,13,3,0,29,5,3,0,0,11,18,13,0,0,31,14,4,0,0,22,25,16,3,4,50,4,0,0,0,8,207,109,21,3,344
118011345,16,0,0,0,15,17,3,0,0,15,45,12,5,0,57,24,11,3,0,41,40,13,0,0,53,10,4,0,0,10,34,22,8,0,63,18,8,3,0,28,12,13,0,3,36,6,0,0,0,6,236,100,22,3,364
118011346,8,5,0,0,14,19,3,0,0,30,32,20,5,0,52,19,10,3,0,29,26,17,3,0,39,8,8,0,0,9,19,11,0,0,31,15,8,3,0,33,21,18,10,0,47,3,3,0,0,3,198,123,32,6,356
118011347,5,0,0,0,8,6,3,0,0,6,20,3,0,0,25,13,8,3,0,26,19,5,0,3,29,8,5,0,0,15,24,9,0,0,34,12,7,0,0,18,15,17,3,0,35,3,0,0,0,3,162,63,12,5,244
118021348,29,19,3,3,54,32,11,0,0,41,81,40,8,3,126,75,22,5,0,105,60,25,3,0,85,24,10,5,0,39,28,21,3,0,55,20,9,0,0,29,29,31,6,0,69,7,4,3,0,16,477,218,52,5,749
118021350,60,9,6,4,83,66,33,3,7,108,94,47,14,3,156,76,29,9,0,118,61,18,10,0,93,20,10,3,0,36,18,17,0,0,36,15,15,7,0,32,53,38,14,4,101,18,4,0,0,19,591,274,73,26,966
118021564,11,3,0,0,15,12,7,0,0,19,47,16,5,0,68,33,13,0,0,46,19,7,0,0,24,15,5,0,0,16,14,7,0,0,16,0,5,0,0,13,7,12,4,0,30,4,0,0,0,11,198,92,17,3,313
118021565,19,7,0,0,27,35,4,0,0,40,52,16,3,3,76,51,9,4,0,59,29,20,0,0,44,25,8,0,0,30,9,13,0,0,19,4,3,0,0,10,24,7,6,0,40,5,0,0,0,5,309,109,24,4,450
118021566,16,5,3,0,24,17,4,0,0,19,42,16,3,0,57,35,12,3,0,46,24,4,0,0,30,8,4,0,0,14,20,11,0,0,28,3,3,0,0,11,18,10,3,0,35,3,0,0,0,3,205,82,23,0,311
118021567,26,5,0,0,34,34,8,0,0,47,53,19,8,0,82,46,14,0,3,62,33,19,0,0,50,9,3,0,0,13,6,12,0,0,16,5,3,0,0,11,37,18,5,3,67,10,3,0,0,17,357,135,29,10,527
118021568,14,3,0,0,23,17,5,3,0,25,54,20,0,3,76,47,14,0,0,65,24,19,0,0,40,8,5,3,0,17,6,9,3,0,20,4,4,0,0,10,18,18,0,0,36,3,0,0,0,3,225,110,25,3,363
118021569,15,8,3,0,23,30,8,0,0,43,86,23,5,0,117,59,14,0,0,77,43,12,3,0,62,14,6,0,0,23,27,20,5,0,44,9,3,3,0,20,35,17,0,0,56,3,3,0,0,7,373,136,20,0,539
118021570,8,4,0,0,15,13,4,0,0,21,42,23,0,0,62,37,22,3,0,57,43,15,5,0,59,4,12,0,0,19,10,10,3,0,28,8,13,0,0,18,19,8,0,0,26,4,0,0,0,4,234,115,11,0,367
119011354,44,21,22,8,92,64,16,8,6,102,95,57,29,18,195,56,38,14,4,118,35,21,15,4,70,19,19,3,0,41,5,11,6,3,31,3,5,7,0,15,29,32,16,17,101,11,10,3,0,22,528,320,171,93,1109
119011355,0,0,0,0,4,4,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,12,8,3,5,22
119011356,25,14,10,3,52,34,7,8,7,55,55,21,15,7,98,34,17,5,3,55,13,17,3,3,39,3,6,0,0,14,5,7,3,4,15,0,4,0,3,5,15,20,4,4,47,3,0,0,0,3,255,155,91,44,541
119011357,75,26,26,15,136,66,22,8,6,106,102,51,20,23,193,65,21,9,9,107,32,26,11,3,74,11,21,5,3,40,12,8,10,6,36,5,11,7,5,30,40,36,19,24,117,15,6,3,0,20,562,332,156,129,1180
119011358,42,18,8,4,78,40,17,9,0,60,75,44,16,0,140,57,30,6,0,97,44,16,5,3,62,13,12,3,0,31,15,14,3,0,31,3,7,0,0,6,33,26,13,3,77,11,4,3,0,15,420,235,70,21,747
119011359,59,15,17,4,93,75,28,11,0,116,130,41,21,3,201,101,41,7,3,145,60,48,5,0,114,21,17,3,0,42,15,26,10,0,50,8,14,3,0,22,31,32,24,4,87,14,4,0,0,24,630,331,119,31,1101
119011360,48,21,5,4,77,49,17,9,0,75,96,40,11,9,150,52,18,8,5,87,31,19,11,3,61,21,12,8,3,39,15,15,3,0,38,3,11,0,4,19,22,24,10,10,58,10,3,3,0,11,442,228,85,38,795
119011361,52,22,16,10,94,68,11,15,6,101,106,50,26,9,191,51,29,9,5,97,26,30,10,3,74,17,11,3,0,33,6,13,3,0,27,0,5,0,0,10,31,26,7,10,72,15,8,0,0,29,527,300,145,61,1033
119011571,44,21,19,8,94,42,18,4,11,68,86,33,12,8,136,49,18,5,6,80,14,13,4,3,36,14,7,0,0,18,0,3,0,3,11,3,0,0,3,7,32,20,4,6,66,8,3,3,0,16,449,227,96,54,822
119011572,45,20,7,5,80,53,29,9,9,99,86,34,13,7,142,37,25,10,3,81,28,13,0,3,49,12,13,5,3,27,10,9,3,3,24,0,5,0,0,6,24,12,11,5,54,12,10,0,3,24,451,252,102,52,854
119021362,46,23,16,3,87,72,14,6,9,103,135,47,17,5,210,80,31,10,6,123,42,28,4,0,71,24,12,5,0,44,10,13,7,0,27,0,4,3,0,12,38,29,9,7,80,11,3,5,3,21,584,270,90,50,998
119021363,101,28,12,4,152,100,13,9,0,128,197,65,12,7,278,104,40,10,0,155,56,23,5,6,87,21,11,4,0,34,13,9,4,0,25,3,9,4,0,13,55,38,12,3,101,9,9,0,0,15,903,350,97,27,1379
119021364,50,16,10,0,67,61,15,11,0,80,131,51,19,4,207,101,42,5,5,148,55,28,4,0,91,32,9,3,0,44,7,15,5,4,34,17,7,6,3,26,43,25,16,10,92,4,3,0,3,14,604,255,84,37,984
119021366,47,29,11,4,96,48,16,11,4,83,98,43,14,10,163,61,26,13,5,103,28,17,10,7,53,18,8,3,0,31,3,13,8,0,25,3,0,0,0,3,15,20,7,11,59,17,7,4,3,35,503,268,123,63,959
119021367,30,6,13,3,53,46,12,8,3,66,62,25,6,4,101,40,20,4,6,66,31,20,0,3,50,19,14,3,0,31,5,7,6,3,20,5,5,0,0,10,19,27,3,3,56,8,4,0,0,8,340,173,65,30,612
119021573,34,18,6,3,60,36,16,4,3,63,54,21,12,8,92,30,19,5,0,58,12,5,0,0,16,12,0,3,0,17,3,5,0,0,9,0,3,3,0,6,17,8,6,4,40,5,7,0,3,15,307,146,60,33,540
119021574,21,10,6,0,45,27,4,0,3,40,55,23,6,3,81,24,13,0,0,39,12,4,0,0,19,3,3,0,5,15,3,3,0,0,9,0,0,4,0,4,11,8,6,0,35,6,3,0,0,12,235,110,46,22,413
119031368,54,25,7,0,84,57,21,6,3,85,124,41,3,3,167,71,35,6,0,109,32,17,3,0,56,19,11,7,0,42,10,10,3,0,25,9,5,4,0,16,31,25,3,4,65,14,3,0,0,22,596,269,66,26,957
119031369,50,16,4,0,68,69,33,9,0,108,131,44,4,0,186,91,31,7,0,123,63,37,7,0,110,27,9,0,0,40,11,9,3,0,33,10,14,5,0,26,39,34,8,4,87,10,4,3,0,13,617,293,58,13,982
119031370,39,20,3,0,66,46,12,4,3,68,78,32,6,6,117,43,23,8,4,71,35,24,4,0,59,14,7,3,0,32,10,4,0,0,16,9,3,0,4,10,21,16,6,3,49,4,3,4,3,16,361,183,48,28,619
119031371,16,10,4,0,25,29,4,0,0,30,45,20,7,0,70,42,17,5,0,60,30,14,3,0,46,13,13,0,0,21,12,3,0,0,17,10,13,3,0,24,12,22,3,0,42,3,3,3,0,7,254,117,38,3,409
119031372,23,10,7,0,43,47,11,5,4,67,78,36,11,3,123,41,29,6,0,77,42,18,10,0,70,26,11,3,0,44,5,25,6,3,42,9,10,0,0,13,32,27,10,3,76,0,0,3,0,5,373,215,70,21,673
119031373,46,14,10,3,72,35,21,7,0,60,74,25,11,3,109,29,20,3,3,55,12,8,3,0,28,12,7,0,0,19,5,11,3,3,19,7,0,0,6,9,22,10,7,3,44,5,4,0,0,12,355,182,57,26,624
119031374,56,19,3,0,80,56,20,8,0,77,101,49,13,7,163,70,26,6,0,105,45,26,3,0,74,21,8,4,0,38,15,16,13,3,43,11,11,0,0,19,37,29,9,4,84,11,3,3,0,16,548,259,76,20,899
119041375,36,10,5,0,53,30,8,8,0,47,95,28,8,3,129,58,26,6,4,88,50,12,3,0,67,27,4,3,0,31,13,12,0,3,32,6,4,5,0,13,16,19,5,6,46,14,0,3,0,14,419,160,69,16,659
119041376,50,17,6,4,76,75,25,3,0,107,121,47,14,3,186,108,51,11,3,173,46,26,3,0,79,21,17,8,0,47,15,16,4,4,42,7,4,3,0,11,40,23,14,4,84,6,3,0,0,9,623,295,90,40,1047
119041377,30,10,4,5,48,39,10,0,3,50,80,30,7,4,119,48,26,0,0,71,30,13,3,3,53,15,9,0,0,24,4,11,3,0,12,3,4,0,0,9,25,14,5,0,43,3,0,0,0,6,330,162,36,18,548
119041378,15,7,0,0,24,37,11,0,0,44,43,17,5,0,66,43,16,4,0,58,13,11,0,0,28,9,3,0,0,16,9,3,3,0,18,3,0,0,0,5,14,14,4,0,29,0,3,0,0,3,246,112,19,7,382
119041379,27,18,4,0,56,47,6,0,3,62,86,36,3,0,116,49,22,0,5,79,42,11,7,0,68,21,16,0,0,36,13,5,0,0,21,4,7,3,0,12,17,22,7,0,49,4,0,0,0,5,387,207,48,11,653
119041380,48,12,3,0,58,55,20,3,3,78,101,39,10,0,149,59,17,12,0,80,35,20,3,0,63,14,10,3,0,27,10,8,3,0,26,5,3,0,0,12,37,19,7,0,68,3,4,3,0,14,445,181,46,8,688
119041381,49,6,3,0,55,41,18,0,0,61,89,33,5,3,130,47,26,9,0,76,38,12,0,0,57,13,8,0,0,29,7,8,6,0,20,8,3,3,0,16,28,17,10,3,57,17,5,0,0,15,436,174,44,12,660
119041382,38,12,7,4,56,44,17,6,0,68,96,30,5,3,140,62,22,3,3,93,45,16,5,0,64,16,6,3,0,24,13,15,5,0,36,7,8,3,0,15,45,24,8,0,79,4,6,0,0,9,459,206,53,15,726
120011383,23,7,3,3,43,50,19,0,0,69,83,43,12,0,139,70,36,5,0,109,54,35,7,0,94,36,12,3,0,50,31,23,9,0,55,16,10,0,0,26,36,31,11,0,77,7,4,0,0,13,482,253,63,4,804
120011384,26,6,3,0,35,44,14,6,0,60,84,31,6,0,122,64,29,0,0,92,54,19,8,0,83,26,8,0,0,40,19,5,3,0,32,12,4,0,0,11,28,23,4,0,50,3,0,0,0,9,460,188,43,6,694
120011385,23,7,5,0,31,32,11,0,0,42,62,28,6,0,97,52,21,3,0,77,49,16,7,0,73,19,16,0,0,42,21,14,11,0,37,17,11,4,0,33,38,23,6,3,65,3,0,0,0,3,354,173,41,3,571
120011386,46,14,3,0,62,52,14,4,0,71,114,32,7,3,154,79,32,5,0,116,73,21,6,0,98,22,8,0,0,31,39,26,3,0,62,15,9,0,0,30,37,23,10,0,74,8,7,0,0,12,551,222,45,7,827
120021387,15,6,0,0,20,18,8,0,0,26,52,12,4,0,69,31,16,3,0,47,27,8,0,0,45,17,4,0,0,23,32,20,0,0,54,19,12,0,0,29,24,25,3,0,54,6,3,0,0,5,295,130,13,3,441
120021388,43,8,3,0,58,40,17,0,0,53,100,35,9,0,139,73,34,3,0,114,55,29,6,0,93,32,17,0,0,45,34,22,7,3,66,18,23,0,0,44,39,30,8,0,77,4,3,0,0,9,529,242,49,5,826
120021389,24,5,0,0,27,17,5,4,0,29,41,20,0,0,60,36,17,4,0,57,22,14,0,0,42,15,0,0,0,16,25,18,0,0,48,17,10,0,0,22,27,15,8,0,50,3,3,0,0,5,276,124,21,3,428
120031390,57,13,5,0,78,57,14,0,0,69,118,37,3,0,159,74,27,4,0,107,49,12,3,0,70,19,14,0,0,32,18,6,0,0,26,10,7,7,0,21,37,12,9,3,61,11,0,3,0,11,609,185,36,15,841
120031391,45,13,3,0,68,61,8,0,0,75,121,47,11,3,184,57,30,4,0,96,39,13,9,0,63,33,13,5,0,51,23,16,0,3,42,14,7,3,0,20,15,18,0,0,36,4,4,0,0,9,600,227,48,10,891
120031392,14,6,8,0,24,23,11,0,0,38,67,14,5,0,89,50,20,3,0,75,18,17,0,0,32,14,3,3,0,19,3,5,3,0,14,4,4,0,0,9,17,17,5,3,40,5,0,0,0,5,267,110,24,10,416
120031393,44,14,3,0,63,44,19,4,0,66,100,28,3,0,130,67,27,14,0,103,45,26,4,0,78,14,8,3,0,23,16,16,4,0,35,5,3,3,0,9,34,24,3,4,66,9,0,0,0,15,464,194,51,15,726
120031394,27,13,0,0,42,33,15,0,0,58,85,44,9,0,136,76,20,4,0,99,42,19,4,3,67,25,11,0,3,38,10,10,5,0,32,12,4,0,0,18,25,20,3,0,50,3,7,0,0,10,433,192,40,17,681
120031395,34,5,0,0,39,33,6,0,3,37,64,19,4,0,90,37,15,0,0,51,40,22,0,0,62,16,3,0,0,18,16,15,0,0,29,10,3,3,0,17,20,20,5,0,43,3,0,5,0,9,326,120,21,7,467
120031396,27,10,0,0,39,26,10,0,0,40,65,24,5,0,97,31,16,5,0,58,26,18,0,0,40,10,7,0,0,19,8,10,0,0,18,0,4,3,0,6,15,12,0,3,32,0,3,0,0,3,307,147,18,11,479
120031575,43,14,3,0,57,37,17,0,5,57,95,34,3,4,136,48,19,3,3,77,40,16,5,3,61,32,5,3,0,39,23,12,0,0,35,14,9,4,0,29,38,16,7,3,70,11,0,0,0,15,492,196,43,20,754
120031576,4,3,0,0,6,9,8,0,0,15,16,4,0,0,18,15,8,3,0,28,13,8,0,0,24,4,0,0,0,4,8,0,3,0,12,0,4,3,0,4,4,4,0,0,14,5,0,0,0,4,96,49,13,3,158
121011398,38,10,3,0,53,55,18,3,0,77,109,50,7,0,166,94,37,6,0,136,61,32,3,0,98,25,12,0,0,38,38,16,0,0,60,19,13,5,0,42,25,36,11,3,70,12,3,3,0,19,700,301,54,5,1062
121011399,22,5,0,0,31,40,11,0,0,48,94,22,9,0,122,65,21,5,0,84,40,24,4,0,71,27,4,3,0,33,25,11,3,0,43,22,4,0,0,26,25,19,3,0,47,3,0,0,0,4,428,158,33,4,618
121011400,24,9,3,0,34,33,15,3,0,51,71,24,10,0,107,56,26,3,0,81,56,26,11,0,92,28,7,10,0,46,34,36,10,0,79,33,15,5,0,51,40,32,3,0,82,6,3,0,0,10,442,219,56,4,719
121011401,6,0,0,0,9,16,0,0,0,13,29,8,3,0,40,27,12,0,0,38,25,20,5,0,52,16,0,0,0,15,22,11,0,0,28,9,12,0,0,20,16,9,0,0,25,0,0,0,0,6,198,82,13,3,287
121011402,17,9,0,0,34,25,6,0,0,39,74,32,11,0,111,61,36,7,0,99,61,40,0,0,104,13,6,0,0,14,35,31,11,0,80,35,17,3,0,56,40,32,18,3,95,7,3,0,0,10,428,246,71,6,744
121021403,12,11,3,0,32,26,8,7,0,41,90,30,6,5,132,57,37,8,3,105,33,26,0,3,60,15,13,5,0,27,8,13,12,0,30,5,5,3,0,20,33,18,7,0,62,3,0,0,0,3,328,197,59,16,598
121021404,15,6,3,0,28,18,4,0,0,21,45,30,3,0,75,27,20,8,0,56,18,16,0,0,36,7,5,4,0,19,3,5,0,0,12,3,3,0,0,3,10,25,7,0,48,3,0,0,0,6,168,119,39,3,334
121021406,21,9,3,3,34,25,7,10,0,38,43,28,10,0,85,39,30,14,0,87,41,23,3,0,68,15,7,4,0,29,21,12,3,3,36,5,3,3,0,14,21,23,14,3,65,8,4,0,0,7,296,174,73,12,552
121021577,35,14,0,0,43,32,9,0,0,45,92,23,0,0,116,58,16,3,0,72,28,13,0,0,40,16,3,3,0,20,3,5,0,0,13,0,0,0,0,8,24,13,0,0,38,8,0,0,0,10,381,126,15,4,524
121021578,24,9,0,0,35,24,13,3,0,38,65,15,9,0,92,34,9,3,0,53,25,12,0,0,34,6,3,3,0,13,9,9,0,0,17,3,3,0,0,9,14,15,4,3,34,3,0,0,0,3,247,109,22,11,395
121021579,11,3,0,0,17,25,3,3,0,34,57,15,3,0,76,31,13,0,3,40,24,9,3,0,39,9,7,0,0,16,12,0,0,0,19,3,3,0,0,6,18,11,3,0,35,0,4,0,0,6,243,90,20,8,363
121031407,13,8,3,0,28,23,16,5,0,45,78,34,8,0,117,57,23,7,0,89,39,23,3,0,67,28,3,4,0,39,26,20,4,0,57,24,16,6,0,50,40,13,10,4,69,0,0,0,0,3,440,212,62,14,732
121031408,16,9,0,0,31,24,11,0,0,35,66,24,11,3,104,50,38,9,0,94,40,22,3,0,64,17,13,0,0,34,26,18,12,4,57,26,13,6,3,52,30,37,10,0,75,5,0,0,0,4,367,214,54,19,652
121031409,6,4,3,0,15,19,6,0,0,33,26,24,3,7,60,23,20,7,0,50,30,13,4,0,52,9,10,4,0,24,21,19,3,0,44,15,16,3,0,35,14,21,6,0,43,3,0,0,0,4,218,160,35,8,424
121031410,25,8,0,0,35,20,15,3,0,38,58,22,9,0,94,42,23,7,0,73,36,12,6,0,57,19,11,4,0,34,24,25,3,0,50,24,12,4,0,31,23,29,8,0,64,3,4,0,0,3,318,183,44,8,561
121031411,22,8,0,0,28,24,16,3,0,43,46,29,3,3,83,45,16,5,0,70,34,23,4,5,58,17,10,3,0,32,12,20,3,0,35,7,4,7,0,23,25,18,5,0,55,8,0,0,0,6,281,170,38,15,507
121031412,13,9,3,0,19,17,6,0,0,27,46,14,3,0,69,37,20,3,0,55,19,15,6,0,48,19,12,0,0,31,24,17,8,0,43,19,8,4,3,32,21,17,9,3,49,3,0,0,0,6,264,143,39,7,453
121041413,16,7,0,0,20,25,3,3,0,28,61,23,3,0,85,54,21,7,0,83,48,24,3,0,77,17,7,0,0,23,37,26,7,0,67,34,10,0,0,47,28,21,3,0,50,8,0,0,0,8,354,162,24,4,546
121041414,25,6,0,0,25,12,4,0,0,21,46,21,4,0,68,52,16,0,0,73,38,14,0,0,50,20,3,0,0,21,32,18,8,0,64,17,16,0,0,39,33,18,3,0,53,3,0,0,0,7,321,139,19,3,480
121041415,21,5,0,0,35,36,6,0,0,40,76,31,5,0,109,63,27,9,0,104,51,24,4,0,77,30,9,0,0,36,48,48,15,3,108,40,15,3,0,64,42,50,22,0,107,11,5,0,0,15,483,247,70,12,807
121041416,16,4,0,0,24,10,7,3,0,21,51,14,0,0,66,34,7,0,0,46,55,7,0,0,65,18,7,0,0,25,45,20,0,0,66,20,9,0,0,28,25,13,3,0,42,3,0,0,0,3,318,118,13,0,454
121041417,5,0,0,0,7,5,4,0,0,7,31,4,0,0,40,20,6,0,0,27,26,6,0,0,34,7,0,0,0,12,17,11,0,0,33,18,13,0,0,28,19,10,5,0,30,3,0,0,0,7,170,64,10,3,245
122011418,16,7,0,0,29,23,10,3,0,34,69,26,3,0,96,48,19,3,0,74,34,35,8,0,74,11,12,0,0,23,17,22,7,3,54,9,12,0,0,27,34,24,12,0,68,3,3,0,0,12,316,201,52,5,572
122011419,15,11,3,0,26,33,7,3,0,45,60,25,9,0,96,47,16,4,0,58,33,22,3,0,60,18,6,0,0,29,23,26,5,0,56,20,13,0,0,33,37,30,4,0,66,6,3,0,0,6,339,170,31,3,538
122021420,8,3,3,0,21,12,12,3,0,28,43,17,8,0,75,38,14,3,0,59,21,8,3,0,30,15,4,0,0,24,8,11,0,0,17,7,5,3,0,16,28,20,9,3,57,4,7,0,0,12,228,111,36,12,387
122021421,12,6,5,0,19,13,3,6,0,18,29,19,4,0,52,21,12,3,0,34,20,8,0,0,29,11,3,3,0,19,4,4,4,0,12,8,8,3,0,17,11,12,7,0,34,5,0,0,0,4,137,86,34,9,263
122021422,9,9,0,0,19,23,14,0,0,40,42,32,5,0,78,37,16,3,0,61,34,8,3,0,44,10,3,0,3,17,15,10,4,0,35,11,4,0,0,12,30,26,13,0,79,11,4,0,0,14,243,159,41,7,452
122021423,25,15,3,0,38,29,27,3,0,63,109,50,24,3,185,69,38,13,3,114,62,35,7,0,112,23,11,10,0,37,26,32,3,0,58,13,6,7,3,29,45,40,15,3,99,10,0,0,0,16,455,274,91,15,834
122031424,16,14,8,4,40,33,13,7,0,53,55,16,7,7,81,39,19,7,3,62,21,13,9,0,44,17,11,4,3,30,7,8,4,0,22,0,4,3,0,8,33,18,4,3,59,3,5,0,0,11,281,149,46,15,494
122031425,12,3,0,0,14,11,10,0,0,23,20,19,0,0,36,24,12,0,4,40,17,9,0,0,29,9,4,0,0,14,3,3,0,0,8,0,0,0,0,3,3,7,10,0,20,3,0,0,0,6,124,80,11,9,220
122031426,41,14,3,0,62,67,20,4,0,90,143,54,15,0,209,95,41,4,0,143,62,33,9,3,105,30,9,0,0,40,12,9,6,0,28,17,4,0,0,26,48,35,10,0,101,10,6,0,0,11,624,276,65,12,978
122031427,12,9,3,0,20,10,10,0,0,19,40,25,3,5,74,37,17,3,0,62,29,19,4,3,58,14,8,0,0,19,4,10,3,0,25,12,11,3,0,22,16,13,3,0,35,7,0,0,0,9,215,132,33,11,393
122031428,23,12,3,0,41,26,19,4,0,48,65,37,13,3,120,50,30,5,0,87,65,25,12,4,104,22,12,3,0,32,23,28,9,0,55,14,15,4,4,36,34,26,14,0,72,7,3,0,0,13,377,229,78,19,699
122031429,35,3,0,0,42,30,8,4,3,45,79,35,4,0,127,62,26,4,0,92,52,25,6,0,79,15,9,0,0,23,22,20,3,0,47,17,6,0,0,23,34,24,5,0,66,6,5,0,0,15,394,188,39,7,630
122031430,20,15,3,0,36,32,13,3,0,49,72,28,11,0,117,47,20,5,0,73,22,17,3,0,44,12,7,0,0,21,16,14,3,0,37,4,4,0,3,13,30,20,10,3,63,10,0,0,0,10,317,170,50,10,546
122031431,21,15,6,0,45,49,21,3,0,71,116,45,6,0,169,74,36,7,0,113,54,29,13,0,102,27,10,6,0,43,12,9,8,3,31,15,12,4,3,30,34,29,13,0,82,10,3,0,0,8,475,238,76,6,796
