SA2_MAINCODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
113031270,798,943,518,57,2313,859,226,85,3480,34,21,25,6,80,131,30,14,261,14,8,3,4,33,48,17,10,108,46,23,28,8,107,183,49,28,370,144,52,71,20,296,588,145,81,1110,3,0,3,0,5,59,4,11,84,6,0,0,0,6,23,0,3,36,0,0,0,0,3,3,0,0,3,155,55,78,20,314,677,156,89,1227,3,0,0,0,3,0,0,15,17,0,0,0,0,0,0,0,0,0,6,11,3,0,23,20,9,8,55,8,11,3,0,28,18,10,25,76,0,0,0,0,0,0,0,0,0,1016,1032,627,85,2762,1733,435,226,5153,848,837,495,52,2222,831,236,96,3385,45,15,13,3,79,139,18,14,246,28,9,9,6,49,64,21,20,153,74,24,26,6,130,199,39,30,402,177,58,73,14,327,593,113,53,1079,23,3,0,0,23,49,3,13,91,11,0,0,0,10,26,0,9,40,3,0
113031271,1378,1781,383,20,3564,880,68,109,4621,11,9,7,0,20,25,0,3,47,0,0,0,0,0,0,0,0,0,11,9,6,0,24,25,0,3,50,8,4,12,0,15,42,4,8,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,17,42,4,8,70,10,6,3,0,18,22,0,15,52,0,0,0,0,0,3,0,0,3,5,6,0,0,10,3,0,0,15,10,10,3,0,23,31,0,15,70,3,0,0,0,3,3,0,0,6,1411,1801,402,23,3635,981,73,133,4822,1462,1643,408,35,3548,970,92,130,4738,20,20,3,0,41,19,0,3,63,0,0,0,0,0,0,0,0,0,20,20,3,0,41,19,0,3,63,29,3,13,0,45,67,3,5,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011272,1063,811,219,17,2112,689,55,120,2975,59,9,5,0,77,97,0,3,177,0,0,0,0,0,8,3,0,12,59,9,5,0,74,104,3,3,183,10,3,4,0,17,24,3,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,5,9,3,4,0,16,31,3,4,50,55,9,0,0,70,82,0,21,174,3,0,0,0,3,3,0,0,7,0,0,0,0,0,4,0,0,5,63,5,0,0,76,87,0,21,188,0,0,0,0,0,4,0,0,3,1190,834,232,21,2277,911,59,152,3406,1156,769,210,16,2155,662,55,114,2981,79,0,11,3,97,113,4,0,222,10,6,3,0,18,11,0,0,34,96,9,17,3,119,126,4,0,255,35,0,5,0,37,76,3,11,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
114011273,441,324,121,10,898,255,18,64,1232,4,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,3,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,14,3,0,0,0,7,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,14,0,0,14,0,0,0,0,0,0,0,0,0,448,326,129,11,909,275,16,64,1263,461,335,154,9,962,302,18,94,1374,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,5,0,0,0,5,3,0,0,9,3,0,0,0,6,5,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
114011274,646,414,206,17,1281,452,37,81,1856,10,7,3,0,24,13,3,3,43,10,6,5,0,20,10,0,3,32,19,17,9,0,37,24,3,8,71,4,0,8,0,11,24,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,6,0,0,0,0,0,9,0,0,8,9,6,8,0,17,33,0,0,52,7,0,0,0,14,9,3,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,8,0,0,0,13,14,5,3,34,0,0,0,0,0,0,0,0,0,685,430,222,23,1354,526,45,92,2018,653,380,202,15,1252,516,36,66,1866,19,7,9,0,35,40,5,4,84,3,0,0,0,10,5,0,0,14,25,6,14,0,40,48,5,4,106,4,3,0,0,9,15,3,3,28,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,0,0,5,0,0
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,4,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,496,281,134,5,909,342,33,60,1349,4,3,0,0,13,25,0,3,35,12,5,3,0,16,22,3,10,56,20,6,4,0,31,42,3,15,97,21,3,4,0,31,87,3,5,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,28,3,6,0,37,85,3,5,135,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,5,12,0,0,0,0,0,0,0,0,0,540,292,145,4,985,476,42,92,1591,537,288,117,7,943,345,31,128,1453,21,4,5,0,38,47,0,10,93,15,8,7,0,23,22,0,12,59,36,10,11,0,59,67,0,16,149,27,0,7,0,36,84,3,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011277,1539,1712,568,43,3859,904,106,144,5012,64,26,35,0,125,164,12,9,318,0,0,3,0,3,0,0,0,3,64,26,39,0,129,164,12,9,322,65,12,30,0,109,224,13,23,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,65,12,30,0,109,230,13,23,372,25,0,3,0,29,60,0,5,95,0,0,0,0,0,0,0,0,4,3,3,0,0,8,3,0,0,7,35,3,3,0,44,65,0,5,113,0,0,0,0,0,0,0,0,0,1697,1753,635,47,4138,1364,135,176,5818,1558,1612,630,33,3834,1042,114,141,5123,54,22,37,0,107,142,13,6,273,5,0,3,0,4,3,0,0,9,54,21,35,0,116,146,13,6,283,71,14,34,5,131,309,19,16,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
114011278,1385,1571,802,35,3796,1034,145,239,5209,14,4,14,3,30,63,8,6,103,5,5,9,0,11,11,0,0,31,18,5,16,3,47,75,8,7,131,62,16,29,7,111,383,31,48,574,0,0,3,0,3,5,0,3,14,0,0,0,0,3,3,0,3,10,3,0,0,0,9,7,0,0,16,66,19,36,7,126,397,31,64,610,18,3,6,0,30,62,5,18,110,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,5,22,9,7,0,39,62,5,19,121,0,0,0,0,0,0,0,0,0,1485,1607,863,41,4001,1561,188,323,6072,1479,1601,840,56,3978,1172,169,301,5620,115,59,76,8,256,225,14,62,554,12,4,16,0,26,22,0,3,52,126,58,91,8,278,246,18,63,608,21,9,28,3,60,268,9,46,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011279,1537,1127,620,33,3319,1003,130,145,4604,49,4,3,0,53,23,0,3,80,0,0,3,0,3,0,0,0,8,49,4,6,0,52,27,0,3,83,8,3,9,0,21,42,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,0,0,5,11,3,9,0,27,46,0,3,77,8,4,0,0,14,21,0,0,31,0,4,0,0,3,0,0,0,3,4,7,0,0,7,0,0,0,7,12,13,3,0,21,20,0,0,45,0,0,0,0,0,0,0,3,4,1607,1151,641,34,3426,1098,130,153,4816,1504,1130,655,34,3319,1191,111,168,4783,77,0,10,0,87,83,0,3,179,3,7,9,0,15,11,0,0,34,79,10,13,0,103,99,3,4,214,7,0,0,0,5,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011280,664,293,182,9,1148,426,39,59,1679,13,0,0,0,18,9,0,0,25,8,0,0,0,8,6,0,0,16,19,0,0,0,17,21,0,0,39,6,0,3,0,6,9,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,6,9,0,3,15,22,0,3,0,23,46,0,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,23,0,3,0,30,48,0,4,82,0,0,0,0,0,0,0,0,0,712,297,187,9,1206,500,39,68,1818,635,258,182,17,1084,436,44,41,1603,12,0,3,0,12,21,0,0,35,18,6,3,0,30,11,0,3,45,30,6,9,0,42,35,0,3,75,25,3,3,0,34,70,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
114011281,297,363,77,3,740,127,12,34,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,4,3,0,0,0,3,10,0,9,15,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,6,22,0,0,0,0,0,0,0,0,0,297,365,75,3,744,143,12,47,948,407,399,95,3,905,171,23,49,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
114011282,1857,1283,570,32,3742,1138,103,179,5160,35,11,19,0,65,109,3,10,179,36,3,19,0,66,63,4,15,141,68,15,36,0,128,166,10,25,328,31,8,15,0,54,84,3,9,150,3,0,0,0,3,6,0,3,14,0,0,0,0,3,0,0,3,6,0,0,0,0,0,3,0,0,8,29,7,16,0,57,96,3,19,174,23,5,3,0,27,54,0,22,104,0,0,0,0,0,0,0,0,0,6,4,0,0,12,3,0,0,19,23,8,8,0,34,59,0,23,120,0,0,0,0,0,0,0,0,0,1988,1314,632,38,3962,1470,111,243,5784,1835,1193,633,32,3700,1292,113,196,5293,40,10,15,0,69,97,0,7,180,21,9,14,3,41,48,3,8,100,60,22,26,4,116,148,4,12,283,42,15,31,3,95,130,10,21,252,0,0,3,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0
114011283,680,461,153,6,1300,443,30,118,1893,3,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,6,4,8,0,0,17,22,0,37,72,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,10,0,0,22,22,0,37,75,0,0,0,0,0,0,0,0,0,691,471,157,6,1326,468,30,150,1979,691,454,163,9,1317,463,38,106,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114021284,1410,1228,368,24,3028,810,85,150,4073,109,62,36,3,204,210,11,18,453,30,7,9,0,47,41,3,9,98,135,65,47,3,252,256,18,27,553,33,0,4,0,40,79,0,14,129,3,0,3,0,4,9,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,10,37,6,12,0,49,87,5,16,156,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,1586,1297,424,22,3337,1158,102,200,4789,1558,1182,376,31,3149,967,59,122,4294,77,10,27,3,123,210,0,9,338,47,11,14,3,75,61,4,4,141,131,18,39,3,193,268,11,10,484,33,3,3,0,42,80,3,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114021285,461,783,209,6,1466,286,43,50,1839,4,3,3,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,3,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,464,794,212,6,1477,290,43,48,1858,497,760,250,13,1519,319,30,67,1932,3,3,0,0,8,3,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114021286,731,804,306,19,1858,574,57,73,2561,50,16,9,0,70,78,4,5,156,7,0,3,0,5,3,0,0,11,53,16,8,0,79,83,4,5,167,19,13,13,0,49,106,11,15,180,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,17,25,17,13,0,57,117,11,12,202,7,0,0,0,8,25,3,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,8,28,3,16,52,0,0,0,0,0,0,0,0,0,816,834,336,18,2000,803,76,106,2984,752,701,329,15,1796,631,43,87,2558,97,99,46,4,249,122,12,20,403,8,9,0,0,12,10,0,0,24,106,108,46,4,261,130,7,20,425,7,5,4,0,23,49,3,6,78,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,10,0,0
114021287,727,796,365,33,1925,588,65,88,2669,36,5,15,0,63,78,0,4,151,5,4,4,0,12,28,0,0,43,43,8,18,0,74,109,4,4,190,14,7,3,0,21,83,0,7,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,12,9,7,3,0,23,95,0,9,124,6,0,4,0,11,31,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,10,0,4,0,15,29,0,0,48,0,0,0,0,0,0,0,0,0,794,814,384,38,2032,822,70,102,3031,932,916,385,26,2260,699,77,73,3110,57,22,23,7,104,187,3,11,306,4,0,6,0,8,10,0,0,20,62,20,24,7,110,195,3,14,325,3,0,4,0,4,37,3,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114021288,395,384,111,7,894,223,22,70,1213,38,29,0,0,72,18,4,3,96,7,3,0,0,13,3,0,0,16,50,34,3,0,88,22,4,3,115,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,10,0,3,3,0,8,4,0,0,12,0,0,0,0,0,0,0,0,0,442,418,116,10,988,251,28,76,1347,454,374,102,6,942,265,27,60,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114021289,795,591,153,10,1549,448,34,120,2156,0,7,0,0,5,7,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,11,7,0,0,15,0,0,0,0,3,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,12,7,0,0,0,9,5,0,0,21,0,0,0,0,0,5,0,0,3,0,3,0,0,7,6,0,0,10,6,6,4,0,20,14,0,5,32,0,0,0,0,0,0,0,0,0,802,611,156,10,1576,478,41,124,2212,865,627,189,10,1687,573,48,132,2436,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0,0,3,0,3,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115011290,1484,2567,488,54,4601,616,72,107,5395,79,41,25,5,156,105,13,24,293,285,236,121,15,656,223,29,26,939,365,280,149,18,815,330,46,48,1234,50,25,23,4,102,96,5,7,217,69,43,23,7,136,84,23,19,261,23,6,5,0,41,11,6,8,68,0,0,0,0,0,7,0,0,11,152,71,48,11,282,202,35,32,549,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,6,4,0,0,10,0,0,0,0,0,0,0,0,0,2008,2923,691,83,5698,1148,148,191,7189,1393,2668,529,32,4623,583,95,75,5375,73,59,28,4,165,96,8,0,265,314,421,157,11,909,313,30,26,1276,389,480,184,15,1069,409,40,23,1542,29,22,15,0,64,59,4,5,140,72,79,44,9,202,104,18,10,337,28,15,4,0,53,16,12,6,85,0,0
115011291,1031,2976,331,28,4356,298,62,71,4785,57,9,13,0,76,49,0,5,125,146,122,34,10,307,57,55,11,431,205,128,47,10,386,104,51,18,561,5,0,0,0,12,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,5,3,0,0,14,14,0,0,27,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,1239,3114,379,35,4765,416,115,93,5380,1137,3018,368,38,4561,326,63,73,5025,53,8,4,0,74,37,0,0,110,145,177,45,3,374,88,39,11,511,204,186,54,3,446,124,39,11,618,0,0,0,0,0,0,0,0,0,6,3,0,0,9,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0
115011294,361,954,129,14,1448,98,14,28,1588,22,12,11,0,40,13,0,0,47,25,21,15,0,62,11,4,0,76,48,32,23,0,105,20,4,0,130,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,984,148,14,1560,119,17,30,1722,413,900,114,7,1435,153,15,32,1635,79,5,5,0,86,38,0,3,127,30,30,15,0,72,21,7,0,93,104,33,16,0,152,61,5,3,220,3,0,3,0,7,4,0,0,7,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0
115011296,645,2238,224,38,3136,168,26,70,3403,9,10,3,0,23,13,0,0,31,52,84,27,4,164,25,0,4,199,64,89,31,4,189,42,0,4,234,6,0,0,0,6,50,0,0,64,7,0,0,0,12,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10,17,0,3,0,21,70,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,726,2332,256,40,3353,274,27,76,3728,818,2128,238,29,3215,220,23,50,3509,20,10,4,0,36,24,0,0,63,68,81,26,0,178,82,4,3,260,85,93,30,0,210,102,4,3,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115011553,459,826,142,10,1438,196,30,45,1713,5,4,3,0,18,11,0,3,32,75,69,59,3,211,61,14,14,302,86,74,69,5,233,67,14,20,334,5,9,6,0,23,12,3,3,42,30,24,20,0,73,35,10,6,129,105,29,24,7,158,92,17,24,291,0,0,0,0,0,3,0,0,5,148,59,50,5,261,141,34,33,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,685,963,253,25,1930,407,85,104,2516,440,811,145,10,1403,184,22,34,1646,3,12,10,0,26,21,0,0,43,64,84,41,5,196,60,14,11,279,73,96,42,8,220,79,14,13,327,10,8,10,0,31,13,0,0,46,74,49,27,3,156,68,19,19,262,120,36,24,0,187,108,13,17,321,0,0
