SA2_MAINCODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
122031430,2009,1028,1234,1761,1382,1167,826,760,318,10496,18,5,13,14,13,3,7,0,0,74,23,20,16,25,21,7,0,0,0,107,4,3,7,15,8,0,3,0,0,40,0,0,0,0,0,0,0,0,0,0,6,0,5,4,0,0,0,0,0,16,15,5,8,13,10,8,3,0,0,71,23,5,17,17,11,8,5,0,0,81,764,355,442,540,438,218,85,68,21,2917,319,144,184,222,182,128,76,61,31,1353,3185,1591,1945,2646,2101,1551,1009,896,374,15283,47,27,41,69,41,25,11,6,0,267,620,309,307,615,549,412,310,266,143,3529,0,0,0,0,0,0,0,0,0,0,25,19,19,29,10,16,10,6,5,135,0,0,3,0,0,0,0,0,0,8,1136,470,426,793,583,427,306,226,118,4488,7,0,0,3,3,3,0,0,0,14,49,28,29,68,34,11,18,10,8,251,3,5,7,5,6,5,3,0,0,39
122031431,2641,1630,2188,2238,1938,1583,1165,1151,563,15106,3,3,6,9,10,0,0,0,0,29,8,9,8,9,6,0,0,0,0,48,8,3,7,12,6,14,4,5,0,65,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,11,7,7,16,11,9,4,0,0,0,51,4,15,11,10,9,4,0,0,0,63,706,451,793,620,436,308,132,132,52,3625,352,250,460,336,250,232,146,335,388,2758,3760,2381,3522,3291,2699,2167,1460,1630,1005,21914,31,30,45,51,51,32,12,0,3,249,801,425,635,805,768,725,573,498,504,5738,0,0,0,0,0,0,0,0,0,0,38,25,46,43,29,27,27,28,17,282,0,0,0,0,0,3,0,0,0,3,1443,802,943,1005,878,628,416,291,221,6618,0,0,3,0,0,0,3,4,3,7,55,32,46,53,51,25,29,17,3,310,15,3,16,12,8,12,5,3,0,68
122031432,499,289,177,356,363,369,184,65,36,2346,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,3,4,0,0,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,0,0,0,0,21,3,4,3,3,4,0,3,0,0,23,145,97,46,96,86,94,23,10,0,591,95,62,41,55,74,67,43,54,66,549,751,459,278,521,541,530,252,132,99,3560,3,0,10,6,11,10,0,3,0,46,174,93,56,124,155,142,142,50,31,963,0,0,0,0,0,0,0,0,0,0,3,6,3,6,4,10,8,0,0,37,0,0,0,0,0,0,0,0,0,0,202,106,66,111,116,92,76,31,6,821,3,0,0,3,3,0,0,0,0,14,8,6,3,6,11,3,0,0,0,32,0,0,0,0,3,3,0,0,0,13
123011433,1617,1114,914,1094,1255,1084,559,626,332,8601,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,7,4,3,4,0,0,0,0,23,3,5,4,5,4,0,0,0,0,27,281,210,165,131,155,103,41,38,21,1132,166,119,83,100,106,90,66,63,32,822,2067,1448,1176,1334,1538,1288,666,724,385,10620,14,4,10,9,21,5,7,0,0,71,706,445,433,535,491,575,357,267,208,4020,0,0,0,0,0,0,0,0,0,0,28,32,18,37,27,41,15,14,30,235,20,13,12,6,3,3,0,0,4,63,972,537,447,590,529,403,246,179,114,4031,0,0,0,0,0,0,0,0,0,4,20,8,14,21,10,12,4,0,3,100,12,6,5,8,5,10,3,4,9,60
123011434,2577,1297,1376,1776,1445,913,546,270,51,10250,18,6,5,20,3,0,3,0,0,56,38,12,22,22,5,9,0,0,0,101,3,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,11,0,0,4,6,0,0,0,0,0,10,3,3,4,10,0,3,0,0,0,23,436,248,217,219,161,71,30,6,7,1392,249,140,135,156,121,74,48,31,7,968,3329,1717,1772,2215,1748,1075,622,312,65,12865,24,24,21,20,24,11,0,0,0,109,1164,607,554,897,707,554,294,161,39,4985,3,0,9,0,0,0,0,0,0,7,46,18,26,33,25,28,14,10,8,211,13,16,11,8,4,4,5,5,0,70,1552,783,722,965,751,493,262,134,16,5684,4,6,0,0,4,0,0,0,0,21,83,33,41,57,43,20,7,4,0,292,0,15,10,9,7,10,7,0,0,55
123011435,4643,2038,2947,3163,1824,1069,475,181,37,16386,21,11,21,25,16,0,3,0,0,94,67,29,28,34,11,7,3,0,0,177,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,0,0,13,4,11,3,14,8,4,3,0,0,56,7,11,11,14,10,10,3,0,0,68,1016,414,470,413,219,92,20,3,3,2644,494,229,241,222,163,64,20,11,0,1448,6287,2754,3757,3905,2263,1252,531,201,43,20995,54,28,46,48,35,19,7,0,0,234,1524,769,1035,1249,884,599,305,120,22,6513,3,0,0,0,3,0,0,0,0,5,103,56,68,68,52,33,9,7,0,407,0,5,0,0,6,0,0,0,0,9,2454,1134,1280,1471,1055,563,239,86,29,8314,8,0,3,9,3,0,0,0,0,24,92,37,44,78,51,16,9,7,0,347,20,13,5,9,17,11,8,3,0,87
123021436,3209,1918,2037,1817,1677,1652,691,329,74,13401,29,20,26,17,14,10,0,0,0,107,214,101,77,76,61,24,14,3,0,563,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,10,15,12,6,15,0,0,0,0,58,8,17,20,6,16,0,3,0,0,65,906,378,405,290,185,140,42,15,3,2369,581,293,304,198,177,153,50,34,9,1798,4995,2766,2909,2448,2170,2005,814,391,80,18571,66,44,52,65,50,35,17,6,0,331,973,621,696,698,541,666,382,154,48,4770,0,0,0,0,0,0,0,0,0,0,81,40,60,42,42,42,37,8,0,347,17,18,6,10,8,3,10,0,0,70,1321,850,786,728,698,655,417,168,20,5643,0,7,6,3,6,3,3,0,0,24,78,31,39,64,30,34,26,4,3,308,11,5,17,10,9,14,8,5,4,81
123021437,1752,1550,1490,1319,1426,1234,689,450,108,10025,81,43,71,55,42,15,6,9,0,325,279,120,139,113,74,39,13,0,0,774,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,10,7,6,11,0,0,0,0,48,3,17,7,11,9,11,0,0,0,55,19,20,15,15,16,12,3,0,0,98,417,357,280,192,147,93,42,24,0,1550,316,221,210,164,156,119,73,52,7,1309,2928,2374,2257,1918,1914,1542,829,545,117,14428,65,74,68,73,71,60,20,6,3,444,451,423,393,380,421,473,311,203,78,3148,0,0,0,0,0,0,0,0,0,0,58,49,48,41,44,55,21,16,3,329,14,8,10,8,7,8,4,3,3,60,923,735,766,584,629,597,355,254,59,4904,4,3,3,8,4,3,0,4,0,30,52,30,28,51,23,46,15,12,3,256,12,11,15,13,13,13,5,4,0,86
123021438,3720,2942,1811,2310,2618,1274,504,253,54,15488,78,39,60,52,25,13,9,0,0,273,308,161,149,103,98,49,26,6,0,907,0,3,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,0,0,0,0,19,16,14,9,13,11,4,0,0,0,64,21,20,13,13,14,4,3,0,3,88,717,406,319,277,246,109,24,12,3,2117,542,281,230,219,243,145,44,22,3,1720,5468,3923,2644,3069,3299,1631,631,303,65,21016,92,60,54,89,64,54,17,9,4,443,838,731,633,586,832,589,212,90,31,4536,0,0,0,0,0,0,0,0,0,0,83,43,41,42,44,41,9,3,0,321,0,0,0,0,3,3,0,0,0,8,1599,1286,920,854,1150,783,284,111,35,7023,5,0,3,3,7,0,0,0,0,14,77,67,53,58,59,56,23,10,3,405,14,19,10,26,26,21,17,8,3,135
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,2049,1699,1323,1700,1925,1367,729,471,100,11372,125,64,83,111,73,16,17,0,0,494,208,126,90,132,96,28,11,0,0,680,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,32,20,18,26,13,6,3,0,0,109,6,9,8,6,10,3,4,3,3,44,34,29,25,25,25,11,6,3,3,151,435,306,279,228,205,106,56,16,3,1628,357,228,166,213,236,152,80,48,8,1490,3258,2489,2000,2471,2598,1692,898,552,121,16078,50,45,52,51,66,29,6,7,0,312,374,396,329,354,543,532,281,192,73,3079,0,0,0,0,0,0,0,0,0,0,64,56,35,43,68,45,30,10,4,359,0,0,0,0,0,0,0,0,0,0,974,788,600,678,853,702,322,184,53,5156,0,0,3,0,3,3,0,0,0,8,74,45,37,61,50,55,20,3,0,348,17,40,112,92,56,38,29,14,9,396
123021441,1969,1761,1470,1354,1901,1873,672,372,90,11466,70,14,38,53,23,8,4,0,0,212,163,78,61,70,34,20,3,0,0,426,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,5,4,4,3,3,0,0,0,32,7,4,12,3,0,0,0,0,0,29,11,7,14,11,3,4,0,0,0,64,477,315,321,186,212,156,42,12,4,1728,314,182,190,147,170,160,61,27,14,1263,3042,2382,2119,1840,2385,2242,796,422,109,15339,37,23,35,31,31,29,14,0,0,199,613,498,468,515,564,818,392,140,39,4052,0,0,3,0,0,0,0,0,0,4,56,41,48,38,36,51,33,10,0,315,5,3,6,3,8,10,0,0,0,36,975,691,729,557,641,740,362,136,50,4884,7,0,0,4,3,4,0,0,0,30,34,29,35,41,37,39,37,27,13,296,8,11,16,18,12,24,13,5,3,104
123021442,2571,1984,1545,1657,1924,1644,794,493,233,12850,242,89,148,193,108,30,22,0,0,832,348,177,162,156,145,36,16,3,0,1034,3,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,15,13,7,7,5,5,0,0,65,17,21,12,9,14,3,3,0,0,79,27,31,26,16,24,12,6,0,0,145,652,407,284,281,265,136,44,14,8,2088,655,459,300,332,341,209,116,93,58,2568,4622,3238,2535,2738,2893,2102,1027,620,305,20074,118,79,99,120,119,82,34,14,9,672,556,488,427,462,543,594,379,136,55,3642,0,0,0,0,0,0,0,0,0,3,77,53,36,62,59,56,37,10,3,394,0,0,0,3,4,0,0,0,0,10,980,822,646,695,746,726,396,169,42,5225,7,3,0,7,3,0,0,0,0,20,110,52,66,90,73,58,46,23,4,525,24,12,23,18,22,20,8,3,0,122
123021443,2921,2092,1503,1793,2111,1251,481,262,70,12480,214,79,138,180,81,38,18,3,0,745,480,219,219,243,149,48,18,7,0,1376,0,0,0,0,0,3,0,0,0,6,4,3,0,0,3,0,0,0,0,7,18,3,15,4,3,3,0,0,0,45,4,14,11,14,4,5,3,0,0,62,27,20,19,27,14,6,4,0,0,120,590,347,289,227,195,102,19,5,3,1778,488,290,220,186,199,119,38,25,7,1571,4816,3118,2469,2746,2823,1587,585,306,85,18542,97,68,72,99,90,43,11,4,3,488,537,443,427,401,546,546,208,105,34,3246,0,3,0,0,0,0,0,0,0,5,44,32,27,39,41,38,23,5,4,259,0,0,0,0,0,0,0,0,0,7,1002,811,665,591,799,744,278,107,38,5033,0,0,0,0,0,0,0,0,0,3,76,53,61,56,47,46,19,7,0,362,16,5,9,10,9,15,9,7,0,85
123021444,3399,2611,1754,2222,2443,1492,536,285,111,14855,65,44,48,55,42,28,12,3,0,301,217,125,116,69,73,33,11,0,7,642,0,3,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,7,3,3,3,3,0,0,31,13,12,11,15,7,9,0,0,0,71,23,12,17,19,10,15,4,0,0,101,824,442,338,270,247,111,43,16,8,2287,464,319,209,188,243,150,40,29,0,1647,5079,3655,2573,2909,3156,1861,673,343,129,20371,108,84,92,79,90,70,24,11,3,551,748,668,504,514,793,683,251,110,63,4334,0,3,3,0,0,0,0,0,0,12,73,44,35,41,56,51,21,6,3,323,26,16,15,16,3,0,0,0,0,74,1454,1163,796,895,1049,822,321,156,59,6717,5,9,0,3,3,5,4,3,0,26,72,74,54,74,68,47,31,3,3,437,21,10,21,9,18,19,9,0,0,109
123031445,901,449,472,610,516,505,263,120,27,3875,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,3,0,0,0,17,0,0,7,3,3,4,4,0,0,19,239,121,90,124,90,53,19,17,4,770,146,69,58,46,72,40,30,15,3,490,1296,645,638,786,690,606,316,154,39,5172,0,4,3,3,4,0,0,0,0,18,381,208,154,311,245,252,169,92,27,1838,0,0,0,0,0,0,0,0,0,0,26,6,15,7,14,17,8,7,0,92,0,0,0,0,0,0,0,0,0,0,390,191,196,227,214,183,118,34,12,1574,0,0,0,0,6,0,0,0,0,8,20,3,11,7,7,9,6,0,0,64,9,4,0,8,3,3,3,0,0,22
123031446,1267,665,590,980,843,651,278,120,29,5423,0,0,0,0,3,0,0,0,0,4,11,6,10,3,3,5,0,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,3,5,0,0,0,0,29,10,0,4,3,5,0,0,0,0,29,236,142,88,132,127,83,34,9,0,847,139,85,61,106,94,67,17,10,3,584,1661,902,754,1224,1081,811,336,138,34,6945,3,4,0,6,4,0,0,4,0,23,489,275,217,380,366,344,204,85,30,2394,0,0,0,0,0,0,0,0,0,3,9,10,6,9,9,3,6,0,3,59,0,0,0,0,0,0,0,0,0,0,515,290,218,350,360,255,156,60,22,2224,0,0,0,0,9,0,0,0,0,12,23,10,13,20,13,7,7,5,0,97,3,0,3,3,3,0,0,0,0,23
123031447,2415,1387,1342,1631,1559,1155,690,469,172,10818,0,0,3,0,0,0,0,0,0,8,10,11,7,11,4,6,3,0,0,52,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,7,8,10,3,0,0,0,39,7,4,11,8,8,10,3,0,0,43,740,358,335,345,306,144,60,33,6,2334,283,180,150,135,180,91,53,47,19,1151,3463,1952,1855,2148,2069,1416,816,550,204,14466,14,6,12,17,14,14,0,7,0,81,1040,586,493,754,745,602,375,224,71,4899,0,0,0,0,0,0,0,0,0,0,31,30,20,18,29,47,18,15,4,216,27,40,11,13,23,0,11,4,0,119,982,587,440,621,619,419,273,120,29,4103,0,0,0,0,0,0,3,0,0,6,32,29,16,37,18,23,12,6,6,190,12,9,5,11,9,16,10,6,3,76
123031448,1371,888,729,882,1015,788,324,146,49,6191,3,0,3,4,0,0,0,0,0,12,10,3,12,4,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,13,0,3,3,3,3,0,0,0,0,11,301,142,137,149,148,70,28,11,6,992,223,157,110,107,160,91,45,9,0,902,1911,1197,994,1161,1343,951,393,169,61,8174,7,7,9,14,6,7,0,0,0,50,592,355,284,444,392,447,219,85,26,2834,0,0,0,0,0,0,0,0,0,0,18,6,10,16,6,8,5,0,3,68,0,0,0,0,0,0,0,0,0,3,696,417,283,414,417,314,139,56,13,2739,3,0,0,3,0,3,3,0,0,13,28,18,15,17,15,12,9,3,0,115,3,3,3,3,5,3,0,0,0,20
124011449,436,279,216,384,425,479,348,200,60,2831,3,0,0,0,4,3,0,0,0,11,3,3,3,0,3,0,0,0,0,15,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,17,6,4,0,0,0,61,8,6,10,16,6,4,0,0,0,61,295,111,161,226,203,192,111,48,4,1342,158,85,84,101,127,103,57,38,7,770,937,501,492,757,810,809,527,290,71,5204,27,10,10,30,39,39,6,0,0,159,117,55,54,91,146,177,185,87,31,944,0,0,0,0,0,0,0,0,0,0,25,21,17,9,16,30,11,4,0,128,0,0,0,0,0,0,0,0,0,0,127,83,62,97,130,161,138,55,19,878,0,0,0,0,0,0,0,0,0,0,9,5,0,7,7,3,10,0,3,47,0,0,0,0,7,3,0,0,0,22
124011450,2688,1792,1313,1840,2182,1707,891,450,133,13001,9,3,10,7,5,11,3,0,0,42,12,9,10,5,3,0,0,0,0,38,0,0,0,8,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,19,29,16,13,8,0,0,122,25,13,19,29,16,13,8,0,0,128,787,604,475,468,535,376,111,52,19,3433,287,230,173,193,216,208,92,31,22,1448,3829,2669,2013,2575,2994,2329,1113,537,175,18230,21,19,33,42,20,19,0,3,0,147,728,479,338,581,673,736,433,189,76,4236,0,0,0,0,0,0,0,0,0,0,105,96,67,52,89,111,60,20,6,629,12,0,4,5,3,11,3,3,3,40,1041,612,441,606,647,564,334,141,47,4438,11,5,7,3,10,13,3,6,5,68,39,19,9,40,17,17,12,4,5,168,11,4,3,13,13,9,3,7,0,62
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011452,1034,690,534,830,1000,926,738,521,213,6477,6,13,7,6,8,6,0,0,0,46,8,10,8,8,4,11,3,0,0,52,6,0,7,3,8,8,6,3,0,42,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,10,34,40,26,11,3,0,0,142,13,10,34,43,23,11,3,0,0,147,678,395,395,527,564,402,179,74,30,3240,421,264,232,287,338,272,154,103,31,2106,2225,1426,1254,1779,2020,1686,1098,703,279,12468,60,45,29,75,82,81,25,9,0,402,247,153,114,240,340,404,348,211,118,2171,0,0,0,0,0,0,0,0,0,0,29,15,14,17,33,19,25,4,10,164,46,32,19,22,13,11,10,6,6,163,367,202,163,270,353,322,258,158,58,2146,3,4,0,0,3,8,3,0,0,21,12,11,8,15,18,12,19,10,4,104,14,13,9,17,15,14,15,6,3,101
124011453,1379,655,663,971,1002,746,465,304,71,6252,3,3,3,3,10,0,0,0,0,20,11,0,3,7,3,3,0,0,0,28,4,3,0,4,5,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,18,9,15,28,30,17,0,0,0,120,25,9,15,28,30,16,0,0,0,125,692,331,320,485,444,264,101,57,12,2712,324,166,153,213,212,162,76,43,10,1356,2446,1178,1180,1739,1744,1216,657,408,97,10659,15,10,17,37,47,29,13,0,0,171,372,175,190,302,350,348,196,114,38,2081,0,0,0,0,0,0,0,0,0,0,105,44,57,41,52,41,28,7,8,385,3,0,0,0,0,4,3,0,0,9,582,268,179,330,374,304,156,104,18,2308,3,0,0,0,0,3,0,0,0,7,18,11,3,16,14,8,8,0,0,76,4,3,6,11,5,3,9,5,4,53
124011454,3161,1975,1409,2099,2412,1841,1012,816,359,15086,3,3,0,6,9,4,0,0,0,24,7,5,5,5,9,0,0,0,0,38,4,0,3,7,7,9,0,3,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,18,30,30,25,18,0,3,0,161,23,18,30,28,25,18,0,3,0,161,1022,675,572,622,729,421,148,99,19,4306,380,255,212,243,285,219,76,105,97,1865,4605,2943,2254,3035,3497,2542,1243,1031,483,21637,23,11,25,43,27,39,13,0,0,185,920,517,440,667,785,761,469,317,202,5076,0,0,0,0,0,0,0,0,0,0,145,117,74,84,123,101,65,39,30,778,6,0,3,3,5,3,4,0,0,26,1233,766,428,734,827,695,371,213,103,5378,0,7,0,0,8,7,3,0,0,23,17,14,14,21,19,19,16,5,3,135,15,12,0,21,10,12,9,9,0,79
124011455,545,279,232,425,503,522,436,296,117,3360,0,3,3,3,3,3,0,0,0,19,3,5,0,8,3,0,0,0,0,21,0,0,3,3,0,9,3,3,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,7,4,6,6,9,8,0,4,0,40,7,4,6,6,11,9,0,4,0,49,326,158,143,205,196,207,111,51,11,1421,137,78,60,88,113,102,47,43,9,669,1035,537,455,750,862,868,604,400,140,5654,14,11,3,22,23,28,10,4,0,101,198,81,76,129,201,240,214,136,67,1350,0,0,0,0,0,0,0,0,0,0,12,17,4,13,18,19,13,6,6,105,0,0,0,0,0,0,0,0,0,3,206,108,65,138,179,198,141,90,37,1158,0,0,0,0,0,0,3,3,0,7,9,5,3,3,13,4,6,6,0,43,3,6,0,3,8,5,5,0,0,28
