SA2_MAINCODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
113011256,18,88,43,32,7,40,223,17,58,12,10,5,3,106,253,102,41,14,24,3,438,357,53,96,3,31,3,549,221,3,69,3,4,3,307,186,6,26,0,7,3,227,61,0,6,0,7,0,69,8,0,0,0,0,0,8,3,0,3,0,0,0,9,0,0,3,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,15,22,20,10,7,12,5,85,1150,342,313,73,102,54,2039,23,30,45,10,13,39,161,11,73,5,11,3,0,103,171,102,38,9,26,3,346,306,81,79,16,24,3,503,203,10,65,4,20,8,310,317,10,61,0,9,3,400,140,0,25,0,3,0,175,81,0,14,0,0,0,99,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
113011257,8,6,122,16,158,156,464,7,7,34,10,22,0,77,53,8,175,13,58,6,312,120,0,112,0,38,3,278,39,0,15,0,8,3,61,8,0,5,0,0,0,19,4,0,0,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,5,0,25,0,36,6,70,247,35,491,44,319,173,1308,0,5,114,6,139,102,369,3,0,27,14,10,0,52,38,10,131,5,40,6,239,105,9,149,5,41,0,315,34,0,50,0,11,0,101,33,0,15,0,5,0,53,9,0,8,0,4,0,18,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113011258,9,59,41,14,19,44,179,26,43,17,0,3,0,86,91,44,77,3,24,0,236,234,25,69,0,5,3,331,47,4,23,0,0,0,74,15,0,9,0,0,0,21,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,7,0,6,0,23,425,183,238,20,59,47,966,0,12,20,18,22,32,111,11,38,5,0,3,5,61,73,34,56,0,16,5,178,189,31,75,0,19,0,312,109,3,42,0,0,0,156,65,0,5,0,0,0,72,29,0,4,0,0,0,33,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113011259,4,27,61,3,23,45,162,28,17,22,7,16,0,79,81,37,101,3,21,4,247,19,0,26,0,6,0,59,9,0,5,0,0,0,17,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,7,0,17,141,83,224,18,77,48,593,3,6,37,3,25,30,101,6,7,16,0,4,3,36,50,18,75,12,16,0,169,62,14,65,0,10,0,155,17,0,16,0,0,0,37,16,0,7,0,0,0,29,0,0,6,0,0,0,5,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0
113021260,3,7,25,0,20,35,89,4,3,26,0,6,0,40,38,12,71,0,18,0,133,24,0,13,0,3,0,48,7,0,4,0,0,0,12,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,21,84,21,153,0,54,34,347,0,0,25,3,17,17,65,0,10,9,0,3,0,20,10,3,40,0,14,0,64,45,6,39,0,7,0,97,15,0,17,0,0,0,33,11,0,5,0,0,0,19,12,0,7,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113021261,5,33,14,11,4,24,91,13,36,11,3,8,0,68,104,76,45,0,6,0,233,138,14,30,0,8,0,182,45,0,9,0,0,0,51,23,0,6,0,0,0,28,3,0,0,0,3,0,8,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,0,12,3,4,0,0,24,336,172,126,20,27,27,706,0,14,13,9,6,15,52,3,29,3,0,0,0,42,55,35,28,3,4,0,119,114,57,37,0,9,0,219,75,9,24,0,4,0,112,78,0,25,0,0,3,107,63,0,7,0,0,0,72,8,0,0,0,0,0,6,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
113021262,3,13,35,9,67,36,164,3,13,16,5,9,0,42,57,11,52,4,10,0,133,21,0,13,0,0,0,44,4,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,10,4,8,3,20,107,40,128,20,98,40,434,0,8,29,0,58,33,124,0,10,9,0,5,0,28,21,13,44,5,16,0,96,29,3,25,0,10,3,70,17,0,10,0,3,0,34,14,0,11,0,5,0,24,10,0,3,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113031263,12,60,23,3,32,39,165,17,28,23,0,8,0,71,82,72,52,0,11,5,224,78,14,44,0,12,0,148,13,0,9,0,3,0,24,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,11,5,0,4,0,18,201,191,155,3,65,46,663,0,18,26,0,19,37,101,10,46,3,0,6,0,62,61,50,39,0,3,0,155,86,33,57,0,12,0,187,23,4,21,0,4,0,58,29,0,11,0,0,0,48,23,0,11,0,3,0,32,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113031264,3,10,32,0,18,35,101,3,10,9,0,4,0,25,36,27,44,0,5,0,114,18,0,9,0,8,0,38,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,7,0,19,73,43,100,0,49,39,310,4,6,32,0,25,22,84,3,13,3,0,0,0,20,12,7,22,0,8,3,50,41,7,18,0,11,0,83,26,0,11,0,3,0,46,14,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113031265,3,33,21,17,12,22,101,15,15,12,0,0,0,45,74,25,36,0,6,0,142,52,0,11,0,4,0,71,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,11,0,28,150,79,85,24,40,23,403,3,4,18,11,15,19,73,4,17,5,0,0,0,25,38,14,28,0,3,4,82,61,16,30,0,4,0,107,43,0,20,0,0,0,62,40,0,5,0,0,0,45,11,0,3,0,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113031266,0,20,59,21,23,38,161,18,16,26,3,12,0,78,70,25,67,3,7,3,180,62,7,23,5,4,0,99,6,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,0,6,3,24,154,68,200,32,51,50,556,0,10,46,19,15,30,118,4,12,17,0,5,0,50,39,21,64,14,12,0,154,86,11,49,4,11,3,160,24,0,9,0,0,0,40,11,0,3,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113031267,3,54,26,3,9,14,108,29,39,15,4,3,0,85,219,47,44,7,26,4,350,177,26,66,0,35,0,299,133,0,64,0,3,0,206,151,3,27,0,3,0,190,60,0,12,0,3,0,78,24,0,4,0,3,0,31,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,9,8,9,7,0,4,3,30,811,170,280,13,90,26,1391,9,15,22,3,4,16,64,3,33,3,0,0,0,47,65,43,30,11,3,0,160,174,39,51,4,15,0,283,67,16,36,0,19,0,139,185,7,56,0,11,0,268,245,0,70,0,19,3,330,146,0,26,0,9,0,174,46,0,3,0,5,0,56,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
113031268,0,0,6,0,4,5,11,0,0,0,0,0,0,0,6,0,10,0,0,0,20,17,0,12,0,3,0,28,23,0,8,0,0,0,34,40,0,17,0,3,0,56,15,0,3,0,0,0,19,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,13,103,0,59,0,14,4,188,4,0,3,0,0,7,12,0,0,5,3,3,0,14,0,0,3,0,0,3,9,3,0,7,0,7,0,16,3,0,13,0,6,0,21,32,0,8,0,0,0,45,58,0,17,0,0,0,72,34,0,10,0,3,0,45,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113031269,5,197,17,3,7,27,256,14,98,5,14,0,3,135,187,198,73,15,65,3,541,222,70,104,3,74,0,473,198,10,65,3,0,0,274,248,3,42,0,5,0,294,94,0,15,0,3,0,117,16,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,9,3,0,0,0,14,16,29,14,0,3,6,68,999,618,348,36,156,46,2194,0,66,19,4,6,25,119,4,134,3,3,0,0,147,58,150,28,15,3,4,259,138,110,64,12,39,3,371,71,35,56,3,93,3,258,283,15,88,0,35,0,426,393,6,87,0,10,0,498,199,0,27,0,3,3,236,27,0,7,0,0,0,32,3,3,0,0,0,0,7,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0
113031270,12,159,26,8,17,24,245,23,99,9,13,4,0,145,335,154,113,4,44,13,661,385,50,101,3,26,5,566,170,0,60,0,3,0,245,198,0,35,0,3,0,235,97,0,20,0,3,0,120,16,0,3,0,3,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,14,17,21,25,3,11,4,74,1250,499,395,32,120,46,2340,3,64,23,6,14,13,126,0,110,10,6,0,0,122,70,119,25,17,4,0,236,278,73,61,8,17,3,441,169,36,48,0,26,0,281,318,8,87,3,23,0,441,288,3,63,0,18,0,372,113,3,30,0,3,0,144,28,0,5,0,0,0,33,6,0,0,0,3,0,8,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0
113031271,0,19,105,7,63,86,283,9,4,30,0,10,0,52,66,11,100,3,50,0,227,61,3,69,0,14,0,145,28,0,20,0,0,0,47,25,0,8,0,0,0,29,0,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,16,4,45,187,29,361,17,160,97,845,0,4,98,12,53,56,227,3,3,18,9,8,3,45,34,8,77,3,16,0,134,57,3,93,0,28,0,185,27,0,50,0,33,0,112,58,0,48,0,15,0,118,53,0,16,0,3,0,70,22,0,9,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011272,3,10,34,4,21,38,102,0,0,0,0,5,0,14,19,5,30,0,14,3,75,51,0,23,0,6,0,87,54,0,24,0,0,0,79,104,0,30,0,3,0,141,21,0,7,0,0,0,33,8,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,3,0,23,270,17,173,4,61,44,572,0,3,22,0,12,24,71,0,11,3,0,8,0,20,14,3,22,0,5,0,42,21,0,36,0,3,0,59,25,0,25,0,9,0,57,71,0,24,0,3,0,101,101,0,25,0,0,0,125,46,0,8,0,4,0,56,3,0,3,0,0,0,11,3,0,0,0,0,0,6,7,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0
114011273,0,0,8,0,0,8,15,0,0,3,0,0,0,3,6,0,10,0,0,0,15,60,0,9,0,0,0,77,49,0,10,0,0,0,61,52,0,6,0,0,0,57,10,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11,189,3,51,0,3,12,258,3,0,12,0,0,0,18,0,0,3,0,0,0,6,0,0,8,0,0,0,15,15,0,12,0,3,0,28,20,0,17,0,0,0,35,66,0,7,0,3,0,78,83,0,8,0,0,0,91,39,0,6,0,0,0,48,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011274,0,0,19,9,0,10,49,0,0,4,0,3,0,14,43,0,28,0,3,0,75,133,0,41,0,3,3,181,43,0,11,0,0,0,61,35,0,5,0,0,0,42,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,4,0,19,267,7,124,21,12,17,444,0,0,8,15,0,12,41,0,0,0,0,0,0,7,16,0,16,3,3,0,40,54,0,34,0,3,0,98,40,0,24,0,0,0,66,91,0,28,0,3,0,121,50,0,16,0,0,0,69,7,0,6,0,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,0,18,13,7,0,12,42,4,0,3,0,0,0,7,28,4,19,0,4,0,54,98,0,31,0,6,4,137,61,0,13,0,0,0,75,55,0,11,0,0,0,69,29,0,3,0,0,0,32,3,0,0,0,0,0,11,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,14,298,18,95,7,20,14,450,0,3,12,0,3,11,21,0,15,3,0,0,0,23,12,0,10,0,0,0,26,51,0,22,0,8,0,76,44,0,10,0,13,0,60,84,0,17,0,0,0,100,69,0,10,0,0,0,84,43,0,9,0,3,0,52,7,0,3,0,0,0,7,3,0,0,0,0,0,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
114011277,3,74,24,10,7,26,151,6,50,7,6,3,3,81,123,77,58,11,41,3,311,212,49,90,6,81,0,441,126,3,49,3,11,0,197,106,0,29,3,4,0,145,39,4,12,0,0,0,55,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,12,3,0,7,3,42,631,272,278,45,157,44,1429,3,24,19,0,8,13,75,3,56,0,7,0,0,64,37,66,27,21,5,0,157,104,74,58,20,27,0,277,89,31,47,8,38,3,214,176,12,63,8,33,0,295,221,3,40,6,13,0,284,59,3,12,0,3,0,80,3,0,3,0,0,0,11,4,0,4,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0
114011278,7,231,24,31,14,20,324,15,136,9,32,8,3,199,190,196,58,47,68,10,568,197,98,77,14,77,0,454,121,3,31,0,0,0,168,175,0,34,0,5,0,216,47,0,6,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17,9,33,15,9,6,6,76,771,715,250,132,173,44,2087,10,84,27,3,9,23,158,3,169,7,10,15,0,202,63,212,47,38,18,0,382,156,132,53,26,44,3,412,74,50,47,9,59,3,238,186,29,50,11,14,0,300,303,6,35,5,9,0,364,152,5,11,0,6,0,170,3,0,3,0,0,0,11,3,0,3,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
114011279,0,4,16,11,3,37,73,14,9,5,9,3,0,36,60,12,48,14,22,3,162,353,5,97,3,37,3,494,121,3,26,0,3,0,155,71,0,11,0,0,0,86,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,12,0,8,0,3,0,26,640,28,215,41,68,49,1049,3,0,21,0,0,21,50,0,3,3,0,0,0,14,24,3,29,12,6,0,74,82,12,77,4,13,0,181,155,9,61,4,25,0,247,271,8,50,0,14,5,354,145,3,25,0,3,0,174,13,0,0,0,5,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011280,0,4,16,0,4,8,35,0,0,5,0,11,0,20,29,6,20,0,9,0,68,96,0,34,0,11,4,138,23,0,14,0,0,0,30,9,0,4,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,3,0,18,165,12,88,3,40,18,327,0,0,5,3,3,9,23,0,0,3,3,6,0,15,6,7,17,0,16,0,42,40,3,34,3,8,0,85,65,0,21,0,3,0,91,52,0,19,0,3,0,78,13,0,5,0,0,0,20,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011281,0,0,6,0,0,5,15,0,0,3,0,3,0,3,4,0,11,0,3,0,20,5,0,14,0,0,0,15,8,0,9,0,0,0,16,6,0,0,0,0,0,14,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,30,0,46,4,9,10,92,0,0,9,0,0,8,18,0,0,0,0,0,0,0,0,0,13,0,3,0,11,3,0,6,0,0,0,14,3,0,7,0,0,0,13,5,0,9,0,0,0,14,7,0,5,0,0,0,11,13,0,3,0,0,0,12,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011282,8,46,30,11,10,36,138,6,27,10,8,3,0,55,48,46,53,21,16,0,184,259,23,103,0,15,3,410,182,3,68,5,5,0,259,131,0,34,0,5,0,169,22,0,8,0,0,0,26,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,14,5,14,0,4,0,41,665,163,321,49,60,47,1303,0,11,18,3,4,22,55,0,4,4,4,0,0,19,13,63,41,15,9,0,138,64,53,74,9,13,5,216,82,21,62,3,6,0,168,306,29,99,9,11,0,457,207,4,78,4,4,0,298,42,0,23,0,3,0,67,4,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
