SA2_MAINCODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
101041017,0,0,6,3,0,3,13,72,16,25,4,121,195,11,41,368,15,3,0,0,17,29,0,33,82,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,8,22,3,3,0,25,28,0,37,93,0,0,0,0,0,0,0,5,5,1042,616,313,21,1992,899,80,194,3165,861,515,303,21,1708,524,63,133,2422,56,9,13,0,76,100,0,23,206,31,8,9,0,52,69,3,14,137,87,15,25,0,128,169,3,37,337,56,22,37,5,119,224,15,36,390,4,3,0,0,11,16,0,3,26,13,0,0,0,13,17,0,0,27,0,0,0,0,0,3,0,0,3,69,22,36,5,136,254,15,40,443,10,0,0,0,10,31,0,78,121,0,3,0,0,3,0,0,3,5,0,0,3,0,3,0,0,0,6,10,3,5,0,18,27,0,83,127,9,0,0,0,6,9,0,3,18,1026,561,371,28
101041018,0,0,3,4,0,0,4,69,14,46,0,135,125,9,29,298,13,0,0,0,19,26,0,47,94,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,9,13,4,0,0,17,29,0,54,104,0,0,0,0,0,0,0,0,0,1197,651,389,15,2253,843,76,311,3483,1104,549,314,13,1976,630,65,190,2867,38,11,17,0,67,84,6,15,175,67,18,24,0,113,81,3,21,216,105,29,43,3,178,173,9,34,396,40,14,28,0,80,126,11,35,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,11,28,0,85,123,11,38,257,14,0,3,0,14,28,0,24,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,14,28,0,29,73,7,4,3,0,13,10,0,0,27,1265,592,387,17
101041019,0,0,3,3,0,0,7,51,24,31,0,104,172,14,20,302,5,3,0,0,12,24,0,34,67,0,0,0,0,3,3,0,4,11,0,0,0,0,3,4,0,0,5,8,6,0,0,15,24,0,39,75,7,0,0,0,6,4,0,0,16,924,841,371,16,2148,885,102,163,3290,896,803,326,18,2051,735,50,208,3042,28,4,8,0,41,138,7,11,193,11,0,7,0,19,33,0,10,64,35,7,18,0,59,173,7,14,255,13,5,7,0,33,80,4,18,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,7,0,33,80,4,23,139,6,0,0,0,10,18,0,39,65,0,0,0,0,0,3,0,11,9,0,0,0,0,0,0,0,0,0,4,0,0,0,8,25,0,45,80,4,3,3,0,6,6,0,11,26,959,825,355,20
101041020,3,0,4,0,0,0,3,0,0,3,0,6,4,0,3,15,6,5,0,0,16,18,0,12,38,0,5,0,0,7,11,0,3,29,10,4,0,0,15,7,0,3,19,15,18,4,0,36,28,0,16,83,0,0,0,0,0,0,0,0,3,1205,951,308,22,2484,737,77,173,3474,1261,811,282,24,2381,794,84,266,3522,5,0,0,0,5,3,0,0,11,0,0,0,0,3,0,0,0,3,6,3,0,0,9,8,0,0,10,0,0,0,0,3,13,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,0,3,21,3,0,0,0,10,17,0,8,36,0,3,3,0,8,20,0,7,40,4,4,0,0,4,3,0,3,13,8,9,3,0,22,37,3,19,85,11,5,3,0,22,10,0,0,36,1295,823,290,24
101041021,0,0,0,8,0,0,8,3,0,3,0,7,10,0,0,13,19,8,0,0,26,31,0,6,58,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,3,23,8,0,0,25,28,0,6,68,0,0,0,0,0,0,0,0,0,363,248,129,9,746,378,18,80,1219,344,270,101,6,725,245,23,78,1064,54,5,9,0,69,90,3,11,180,10,0,4,0,14,12,0,10,29,58,7,15,0,85,101,3,23,209,5,4,12,0,19,24,3,14,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,19,24,3,14,59,19,3,4,0,23,27,0,29,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,4,0,26,26,0,29,78,3,0,3,0,5,3,0,0,11,433,283,126,7
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,13,4,3,0,23,3,0,0,0,3,3,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0
101041023,0,0,0,0,0,0,0,20,6,8,6,50,58,9,12,127,16,0,0,0,16,20,0,32,71,0,0,0,0,0,0,0,3,3,7,0,0,0,7,3,3,0,11,19,0,0,0,22,19,4,39,84,0,0,0,0,0,0,0,0,0,423,262,181,18,875,372,44,65,1356,344,220,125,11,702,291,25,74,1090,5,8,7,0,27,48,7,3,85,5,4,3,0,10,9,0,0,22,9,7,11,0,35,60,7,3,99,14,3,9,0,27,62,7,9,97,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,9,0,27,62,7,9,105,16,3,3,0,17,24,0,19,66,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,15,3,3,0,21,25,0,25,71,12,0,3,0,18,10,0,8,33,398,243,155,8
101041024,0,0,0,3,0,4,6,0,0,0,0,0,3,0,4,6,6,0,3,0,8,17,0,24,54,0,0,0,0,0,3,0,3,9,3,0,3,0,7,6,0,3,17,11,0,3,0,17,24,3,29,75,0,3,0,0,3,4,0,0,4,427,319,128,14,894,305,25,108,1327,463,295,121,9,890,317,23,103,1326,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,9,14,3,24,49,0,0,0,0,0,0,0,0,0,0,4,3,0,7,3,0,0,6,3,5,6,0,9,12,3,24,53,3,5,3,0,15,0,0,4,15,470,306,125,12
101041025,3,0,3,13,0,3,16,128,36,58,4,232,300,23,62,610,13,3,0,0,20,20,0,72,113,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,3,3,0,20,23,0,78,120,0,0,0,0,0,0,0,0,0,1551,839,362,17,2765,1154,91,303,4318,1244,757,275,12,2293,656,63,178,3191,147,22,36,4,215,294,16,36,558,121,25,42,3,193,170,11,38,418,267,45,77,5,407,466,26,76,972,62,14,27,0,106,159,6,32,309,8,3,0,0,12,7,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,17,27,0,113,167,11,34,329,20,4,4,0,25,45,0,37,113,0,0,0,0,0,6,0,29,35,10,3,0,0,12,11,0,4,28,30,3,5,0,38,63,3,74,180,19,7,4,0,23,8,0,15,54,1625,837,396,16
101041026,0,0,0,9,0,0,13,7,6,6,0,19,71,0,0,87,3,6,0,0,8,13,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,12,14,0,20,46,0,0,0,0,0,0,0,0,3,1156,665,362,23,2201,868,76,114,3262,1182,602,294,24,2102,828,71,181,3176,9,5,4,0,18,31,3,4,59,16,4,9,0,27,29,3,0,62,27,10,13,0,44,61,4,9,122,22,9,10,0,40,106,7,9,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,10,0,40,106,7,9,164,4,0,4,0,10,28,0,34,69,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,3,5,0,11,27,0,32,78,9,4,3,0,17,6,0,8,33,1242,628,325,22
101041027,0,0,3,8,0,0,19,57,12,14,4,90,176,4,24,298,26,0,3,0,35,73,0,74,184,0,0,0,0,0,0,0,3,4,6,4,3,0,11,6,0,0,18,38,3,7,0,48,77,0,81,210,0,0,0,0,0,0,0,0,5,1414,639,317,26,2394,1190,84,267,3934,1317,555,276,19,2163,896,72,277,3410,56,5,17,3,81,139,6,13,245,30,4,11,0,41,49,3,12,104,82,7,27,4,127,187,12,24,346,29,12,13,0,50,86,7,25,163,5,3,0,0,9,18,0,14,48,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,31,8,9,0,59,107,3,38,216,22,5,0,0,29,65,3,67,164,3,0,0,0,3,3,0,6,12,3,3,3,0,7,6,0,0,13,33,8,4,0,43,72,3,75,190,18,0,0,0,21,15,0,11,37,1482,585,325,20
101051539,0,0,0,3,0,0,3,37,11,48,7,105,328,14,40,487,18,0,5,0,22,50,0,41,115,0,0,0,0,0,0,0,0,0,13,17,0,0,33,18,3,10,65,28,14,5,3,53,72,7,53,177,0,0,0,0,0,3,0,0,4,2088,2211,1110,84,5500,2551,206,299,8545,2009,2115,1008,83,5215,1861,172,317,7568,121,61,70,9,261,445,21,43,777,13,14,21,0,56,64,9,4,128,139,74,95,9,314,511,31,52,906,33,21,21,3,72,204,14,45,324,4,3,3,0,11,55,3,9,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,34,20,24,3,83,254,15,55,410,8,3,0,0,12,40,0,23,72,0,0,0,0,0,0,0,9,6,10,6,3,0,14,25,0,3,37,12,10,4,0,25,62,0,31,114,11,8,3,0,17,16,0,25,59,2210,2224,1135,88
101051540,0,0,3,0,0,0,3,3,0,0,0,3,10,0,0,18,8,0,0,0,10,14,0,13,32,0,3,0,0,5,4,0,0,12,3,5,0,0,5,3,0,0,7,15,12,0,0,21,17,0,9,58,5,9,3,0,22,7,0,0,29,1565,1265,361,42,3236,1092,68,229,4622,1585,1288,352,30,3251,1083,83,415,4831,7,4,0,0,14,45,0,3,65,4,0,0,0,4,3,0,0,6,11,4,0,0,18,50,0,3,75,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,10,3,9,0,0,11,7,0,10,30,3,5,0,4,17,3,0,0,26,4,4,0,0,5,6,0,0,13,14,19,0,3,38,17,0,15,73,9,18,6,0,34,16,0,3,45,1618,1329,358,38
101061541,0,0,0,0,0,0,0,6,4,3,0,21,28,3,6,57,3,0,0,0,7,12,0,19,31,3,3,3,0,9,0,0,0,9,0,4,0,0,4,0,0,0,9,8,9,3,0,15,10,0,19,50,0,0,0,0,0,0,0,0,0,671,743,233,8,1658,569,57,99,2382,598,733,235,21,1591,474,46,109,2222,31,16,8,0,54,129,11,24,220,3,0,3,0,3,7,0,0,9,33,16,9,0,59,137,11,24,231,5,0,3,0,7,14,3,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,14,3,6,27,3,0,0,0,3,4,0,9,16,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,9,4,0,0,0,10,3,0,12,28,3,0,0,0,4,3,0,0,7,650,749,250,19
101061542,0,0,3,0,0,0,4,3,0,0,0,3,7,0,0,9,8,5,3,0,12,7,0,10,29,3,4,0,0,6,0,0,3,11,8,3,0,0,12,4,0,0,17,17,7,4,0,33,14,0,14,52,0,0,0,0,0,0,0,0,3,1226,1414,239,19,2904,605,53,178,3744,1301,1497,255,26,3077,611,64,241,3994,3,0,3,0,7,8,0,0,14,0,0,0,0,0,0,0,0,0,4,0,3,0,8,8,0,0,17,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,8,3,0,0,14,9,0,7,33,4,0,0,0,8,9,0,3,18,3,0,0,0,9,0,0,0,10,15,6,4,0,26,21,0,13,51,12,13,6,0,36,18,0,4,61,1338,1521,265,26
101061543,0,0,0,0,0,0,0,19,11,21,3,48,161,3,17,235,5,0,0,0,5,8,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,5,17,0,6,28,5,0,0,0,4,0,0,0,4,1026,1104,465,37,2630,1115,85,174,4004,1006,990,483,37,2525,854,89,196,3662,18,7,21,0,51,142,8,16,211,0,0,0,0,0,3,0,0,3,18,12,21,0,50,141,8,16,215,31,13,23,4,73,174,8,21,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,23,4,73,174,8,21,277,4,0,0,0,3,0,0,13,21,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,0,0,5,3,0,15,26,0,0,0,0,3,5,0,3,7,1063,1023,524,45
101061544,0,0,0,0,0,0,0,0,0,4,0,11,12,0,0,26,3,0,4,0,9,14,0,4,25,0,0,0,0,0,0,0,4,5,5,3,0,0,8,4,0,0,13,10,3,7,0,20,18,0,5,49,0,0,0,0,0,0,0,0,4,930,753,284,27,1991,879,63,108,3042,897,667,251,20,1840,782,58,175,2855,41,10,10,0,59,45,3,15,135,0,0,0,0,0,0,0,0,0,41,10,10,0,59,45,3,15,135,3,0,0,0,3,36,0,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,36,0,8,56,0,0,0,0,0,8,0,5,17,0,0,0,0,0,3,0,0,4,9,7,0,0,22,4,0,3,24,17,7,0,0,26,15,0,15,54,9,7,3,0,22,22,0,0,47,962,693,268,25
102011028,3,0,5,6,0,0,13,20,8,9,0,40,21,4,11,79,23,0,4,0,31,62,0,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,18,23,3,10,0,33,71,0,7,112,0,0,0,0,0,0,0,0,3,589,968,294,12,1864,470,51,123,2504,548,968,260,7,1785,314,44,98,2240,4,3,10,3,20,3,0,0,28,24,16,14,0,54,39,0,4,99,37,17,17,3,71,41,3,6,120,21,16,11,0,51,19,0,9,75,8,6,0,0,11,5,0,0,21,3,0,0,0,5,3,0,0,6,0,0,0,0,0,0,0,0,3,34,17,13,0,64,27,0,10,104,17,3,12,0,26,58,0,6,87,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,7,17,3,15,0,31,60,0,8,101,3,0,3,0,5,5,0,4,12,637,1005,308,14
102011029,0,0,0,0,0,0,5,37,10,17,0,68,69,3,8,142,3,3,6,0,8,39,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,6,0,13,47,0,3,61,0,0,0,0,0,0,0,0,0,1249,1256,345,21,2873,930,63,156,4018,1221,1270,335,21,2855,817,76,151,3897,13,4,8,0,24,13,0,3,41,21,13,13,0,38,17,0,3,60,28,13,15,0,61,30,0,7,102,22,0,11,0,27,42,0,3,68,14,0,0,0,14,5,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,11,0,45,51,0,4,102,0,0,0,0,0,0,0,25,31,0,0,0,0,0,0,0,10,8,0,0,3,0,4,3,0,0,5,3,0,3,0,4,3,0,38,49,6,5,0,0,13,4,0,0,17,1298,1297,363,21
102011030,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,0,0,4,11,0,5,24,0,0,0,0,0,0,0,3,7,3,10,3,0,15,4,0,0,23,7,17,0,0,22,16,0,14,53,3,0,0,0,3,3,0,0,6,451,521,140,11,1118,344,34,118,1618,459,510,121,12,1100,348,61,181,1696,7,6,0,0,10,4,0,0,13,0,0,0,0,0,0,0,0,0,7,6,0,0,10,4,3,0,12,0,0,3,0,7,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,0,0,23,9,5,3,0,17,23,3,15,58,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,9,5,3,0,17,23,3,17,60,0,3,0,0,10,13,0,3,26,478,524,125,12
102011031,0,0,4,3,0,0,5,15,0,8,0,25,75,4,10,107,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,1412,1601,515,26,3548,1431,71,125,5178,1197,1532,406,19,3153,1003,78,136,4377,162,22,34,3,225,297,11,17,551,31,16,26,3,85,100,4,10,195,198,46,64,9,309,399,16,29,754,38,15,23,0,80,75,4,12,169,10,3,6,3,18,26,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,16,28,3,101,104,7,11,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,3,3,4,0,0,6,0,0,0,3,3,4,3,0,6,11,0,0,16,1452,1599,500,25
102011032,0,0,3,12,0,0,15,584,172,215,21,999,1175,159,205,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,3,0,0,5,10,0,0,19,0,3,0,0,5,10,0,26,47,9,10,14,0,34,45,6,19,103,1834,1653,937,59,4487,2779,341,547,8156,875,1248,513,35,2664,682,123,145,3611,39,23,26,3,95,144,10,15,259,228,187,178,5,600,453,51,87,1181,270,210,207,11,692,591,54,100,1444,270,118,115,15,521,772,59,113,1466,146,80,83,7,316,311,49,81,752,249,115,100,8,475,345,56,84,956,0,0,0,0,0,3,0,0,3,664,315,295,30,1306,1434,165,272,3173,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,80,79,0,0,0,0,0,4,0,3,3,0,0,0,0,3,3,0,84,93,7,3,6,0,17,37,0,7,62,1814,1775,1025,78
102011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,983,295,19,1697,295,38,37,2074,405,890,232,12,1543,235,37,61,1876,30,25,27,0,88,38,0,8,135,5,4,3,0,16,7,0,3,24,36,30,31,0,98,48,0,11,158,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,3,4,0,0,11,443,929,270,11
102011034,0,0,4,6,0,0,8,13,0,3,0,22,42,0,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,699,821,324,24,1871,832,46,54,2805,475,797,267,12,1548,300,44,50,1948,190,14,47,7,255,421,3,19,697,81,12,24,3,120,144,3,5,270,271,25,73,8,373,568,6,26,969,10,0,3,0,19,4,0,0,27,12,0,0,0,12,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,33,16,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,771,820,343,26
102011035,0,0,0,4,0,0,4,3,0,0,0,3,5,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,569,881,310,14,1770,421,58,55,2310,532,827,283,14,1657,292,49,50,2046,56,28,33,0,116,73,6,11,209,6,5,14,0,24,23,0,5,49,59,32,45,3,144,98,6,14,256,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,3,0,14,593,862,330,20
