SA2_MAINCODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
105011092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,5,0,4,6,3,17,24,17,56,52,43,22,19,5,103,377,0,0,0,0,0,0,3,5,9,0,8,0,0,0,3,38,0,0,0,0,7,0,0,4,9,0,0,0,0,0,4,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,15,4,4,11,18,14,3,20,8,18,0,0,0,0,0,20,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,4,4,18,21,20,10,30,22,32,0,8,0,0,0,50,221,14,5,32,31,33,69,70,74,141,86,74,39,46,11,200,932,5,0,0,0,0,0,3,5,11,17,24,12,14,3,3,95,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
105011093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,7,0,0,3,0,11,14,18,65,62,44,96,69,22,85,500,0,0,0,0,0,0,4,3,15,7,3,3,3,0,4,49,0,0,3,7,3,0,3,3,3,0,0,0,0,0,4,29,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,3,0,8,7,12,5,7,8,6,3,0,0,0,0,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,17,14,25,10,18,14,28,19,3,3,3,0,18,175,21,0,25,24,34,97,57,78,143,118,103,134,118,38,170,1165,0,3,0,0,0,0,4,3,14,17,22,22,29,26,3,139,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8
105011094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,3,0,3,8,6,14,22,25,87,53,43,17,16,7,96,389,0,0,0,0,4,0,6,11,12,4,0,0,0,0,10,50,0,0,0,7,4,3,3,3,3,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,10,3,0,7,18,26,12,21,17,18,0,0,0,3,0,15,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,3,3,9,25,36,12,39,29,30,7,0,0,3,0,43,234,13,3,23,42,44,102,104,116,195,105,78,32,41,15,193,1100,5,0,0,0,0,0,7,0,22,22,24,15,11,3,0,113,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,15,0,0,0,0,0,0,4,3
105011095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,36,3,0,7,0,10,17,30,34,110,96,56,42,33,8,112,548,0,0,0,0,8,0,5,10,10,17,3,0,0,0,14,64,0,0,0,5,9,3,10,4,4,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,15,0,0,9,14,19,5,17,4,13,3,0,0,0,0,14,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,4,3,16,25,32,14,38,15,32,20,7,0,0,0,50,243,22,6,42,28,48,112,125,117,214,176,100,60,45,21,223,1327,0,0,0,0,0,0,0,6,15,16,35,26,23,14,6,148,0,0,0,0,6,0,0,3,3,3,3,3,3,3,0,20,0,0,0,0,0,0,0,4
105011096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,49,11,3,13,9,5,37,37,45,124,67,46,33,27,16,108,562,0,0,0,0,0,0,9,3,12,8,3,3,3,0,12,66,0,0,7,6,11,4,9,7,5,3,0,0,0,0,3,43,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,7,0,6,3,0,0,0,0,0,0,4,25,3,7,12,25,39,10,35,15,16,9,4,0,0,0,26,197,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,31,7,8,26,43,54,17,56,26,27,20,8,3,3,0,70,369,33,9,49,71,68,191,131,133,240,142,103,56,62,27,254,1561,9,0,0,0,3,0,5,5,23,27,37,21,14,15,7,162,0,0,0,0,0,0,6,3,14,3,3,0,0,0,0,41,3,0,0,0,0,0,4,8
105021097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,139,9,3,3,6,27,41,72,101,293,251,199,143,162,46,277,1640,0,0,0,0,15,4,31,30,61,29,8,4,3,0,26,224,0,4,4,20,47,0,45,26,18,8,3,0,0,0,13,192,0,0,0,6,4,0,4,3,0,0,0,0,0,0,0,38,0,10,16,19,22,0,11,4,4,0,0,0,0,0,3,85,9,6,31,74,81,52,80,47,37,10,0,0,0,0,63,481,0,0,0,3,3,0,0,0,5,0,0,0,0,0,24,32,12,19,54,114,169,64,169,109,120,49,14,5,3,0,132,1047,33,26,91,135,215,614,485,453,673,495,370,214,253,64,654,4784,0,0,0,0,0,0,4,7,26,40,73,77,66,29,9,331,0,0,0,0,0,0,3,9,29,6,3,3,3,3,0,59,0,0,0,0,0,4,3,7
105021098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,0,0,5,4,3,19,13,25,57,23,16,17,5,5,50,242,0,0,0,0,3,0,5,3,8,4,0,0,0,0,3,33,0,0,3,0,0,0,3,0,3,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,12,11,7,14,5,7,0,0,0,0,0,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7,12,24,8,19,13,16,7,4,0,0,0,14,136,11,3,25,22,28,67,59,73,111,46,35,20,19,10,105,642,7,0,0,0,6,0,3,5,9,7,8,4,6,6,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
105031099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,60,4,0,14,7,13,53,61,76,163,99,61,35,25,9,166,775,0,0,3,0,4,3,5,10,9,9,0,4,0,0,3,55,0,0,0,11,16,3,18,4,3,0,0,0,0,0,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,0,0,0,0,0,0,0,5,33,0,0,15,37,42,6,32,3,16,3,0,0,0,0,17,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,3,3,24,53,62,13,57,23,31,15,0,4,0,0,52,341,31,11,70,78,89,320,208,210,321,196,113,66,49,20,330,2109,0,0,3,0,4,0,6,16,41,29,31,20,21,12,9,192,0,0,0,0,0,0,5,7,15,7,8,0,3,0,0,48,0,0,0,0,3,0,6,7
105031100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,100,7,0,7,3,7,16,29,62,186,223,181,117,108,44,213,1212,0,0,0,0,8,0,24,30,59,39,15,9,0,0,22,194,0,0,0,6,24,10,24,19,11,4,5,0,0,0,12,111,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,3,4,15,3,3,0,0,0,0,0,0,0,5,39,3,0,16,29,54,14,44,23,28,7,0,3,0,0,34,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,5,3,28,43,100,25,94,74,101,46,16,10,0,0,86,622,14,6,43,49,104,163,197,235,462,386,309,177,166,59,404,2781,0,0,0,0,0,0,0,5,38,45,65,52,29,21,13,269,0,0,0,0,0,0,4,5,14,6,3,0,5,0,0,35,0,0,0,0,0,0,0,3
105031101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,124,128,4,4,6,3,3,23,49,114,279,301,261,143,147,47,276,1663,0,3,0,0,6,5,26,36,69,45,7,14,0,0,35,248,0,3,8,15,34,8,48,26,25,3,8,0,0,0,19,200,0,0,0,0,4,0,0,3,4,4,0,0,0,0,6,21,0,0,3,11,6,0,3,0,0,0,0,0,0,0,0,34,8,8,15,19,59,12,34,27,28,3,0,4,0,3,28,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,11,30,45,111,28,119,97,126,60,18,16,4,3,93,761,25,17,58,66,129,282,298,376,654,563,435,222,217,82,522,3947,0,0,0,0,0,0,7,10,45,88,105,79,69,39,3,445,0,0,0,0,0,3,6,3,17,4,3,3,0,3,0,51,0,0,0,0,0,0,0,10
105031102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,68,0,0,3,0,3,18,33,50,149,123,106,72,74,22,138,801,0,0,0,0,3,6,21,16,38,13,7,11,0,0,11,117,0,0,3,6,23,5,16,3,9,0,0,0,0,0,10,79,0,0,0,0,4,0,3,4,4,0,0,0,0,0,9,14,0,0,3,4,6,3,10,6,0,0,0,0,0,0,3,29,0,4,14,23,43,14,29,10,15,8,3,0,0,0,27,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,5,22,38,77,20,74,33,59,25,12,11,0,0,72,449,5,6,41,51,94,149,169,164,351,243,189,108,104,36,286,1989,0,0,0,0,0,0,0,0,16,49,52,39,34,19,3,220,0,0,0,0,0,0,3,0,12,3,3,0,3,3,4,27,0,0,0,0,0,0,0,0
105031103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,62,3,0,0,7,3,14,17,24,114,98,85,58,57,26,153,660,0,0,0,0,0,0,11,4,6,4,3,0,0,0,9,49,0,0,0,0,3,0,3,4,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,7,0,11,5,11,0,0,0,0,0,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,7,11,4,31,11,19,12,4,3,0,0,27,143,16,3,16,28,28,120,95,117,228,180,144,97,100,31,240,1448,0,0,0,0,7,4,4,3,21,41,49,18,23,8,9,187,0,0,0,0,0,0,0,0,6,3,0,3,0,3,0,23,0,3,0,0,0,0,0,5
105031104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,6,3,6,6,4,16,28,40,89,52,33,22,21,7,99,443,0,0,0,0,3,0,4,3,14,7,4,0,0,0,3,36,0,0,4,4,13,0,12,4,4,0,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,7,4,3,0,0,0,0,0,0,0,0,0,3,18,0,0,13,19,19,6,14,7,3,0,0,0,0,0,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,20,23,37,4,34,16,20,7,4,0,0,0,29,203,15,5,37,36,53,124,131,127,194,118,63,33,37,6,209,1191,0,4,3,0,3,0,9,6,31,18,23,18,14,9,0,133,0,0,0,0,0,0,3,6,8,3,4,0,0,0,0,20,0,0,0,0,3,3,3,9
105031105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,57,7,7,3,7,3,14,31,40,132,106,81,47,41,14,145,675,0,0,0,3,0,0,14,12,30,4,3,0,0,0,13,79,0,0,0,4,13,0,7,12,5,0,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,6,3,8,0,4,0,3,0,0,0,0,0,0,32,7,0,6,22,34,12,22,17,14,7,0,0,0,0,21,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,4,15,33,64,18,50,39,57,12,4,0,0,0,47,352,22,10,40,59,81,135,149,186,300,197,134,69,63,19,268,1742,0,0,0,0,0,0,0,10,27,25,34,25,27,10,9,166,0,0,0,0,0,3,0,0,7,3,7,0,0,0,0,27,0,0,0,0,0,0,3,8
105031106,0,0,0,0,0,0,0,0,0,4,0,0,0,0,67,64,0,0,6,4,6,37,43,64,157,102,92,42,42,12,171,787,0,0,0,0,9,0,9,11,26,9,4,4,0,0,18,94,0,0,0,8,14,3,21,4,10,3,0,0,0,0,5,69,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,3,10,8,0,6,0,0,0,0,0,0,0,10,42,3,5,20,38,49,23,33,16,21,4,4,0,0,0,13,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,4,9,23,57,78,26,69,45,55,18,6,3,0,0,59,449,26,7,58,71,95,259,203,230,344,181,157,64,66,22,323,2113,0,0,0,0,0,0,9,3,23,29,33,17,31,12,5,156,0,0,0,0,0,0,4,3,9,6,3,7,0,3,0,37,0,0,0,0,0,0,3,5
106011107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,69,3,4,0,3,8,7,22,43,191,197,139,212,148,81,162,1228,0,0,0,0,0,0,12,3,27,15,8,3,3,0,18,98,0,0,4,7,18,3,17,10,11,3,0,0,0,0,7,78,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,0,0,0,0,5,0,4,0,3,0,0,0,0,0,0,17,3,0,3,20,18,13,18,14,17,6,3,3,0,0,13,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,3,11,34,47,20,51,35,64,24,15,6,11,0,37,351,19,8,32,42,61,151,153,152,383,339,258,314,255,107,289,2562,0,0,0,0,0,0,3,3,25,27,50,41,39,36,4,230,0,0,0,0,6,3,8,3,12,4,8,3,3,3,0,51,0,0,0,0,0,0,0,0
106011108,0,0,0,0,0,0,0,0,3,0,0,0,0,0,97,106,7,7,3,3,18,48,83,134,366,348,243,256,234,67,274,2094,0,0,0,4,10,3,40,30,60,42,13,19,8,0,26,257,0,0,11,11,53,11,44,46,37,10,3,0,0,0,19,251,0,0,0,0,4,0,5,0,3,0,3,0,0,0,3,24,0,4,14,15,20,3,7,11,4,3,0,0,0,0,6,86,5,6,38,72,103,39,96,45,58,13,3,3,0,5,60,548,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,17,7,11,57,109,191,59,190,138,165,73,29,22,8,7,128,1188,30,16,98,124,232,545,474,456,787,600,425,366,326,91,572,5142,0,0,0,0,0,0,5,0,31,57,77,40,46,23,8,284,0,0,0,0,0,0,8,7,29,8,6,5,0,0,4,73,0,0,0,0,0,0,0,6
106011109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,60,3,0,0,3,9,21,33,40,135,159,113,96,84,23,142,857,0,0,3,3,6,0,7,16,12,9,0,3,0,0,10,68,0,0,0,7,23,4,12,15,10,0,3,0,0,0,8,81,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,16,0,0,8,18,27,17,20,13,13,8,0,3,0,0,12,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,12,31,55,28,42,49,38,14,3,4,0,0,40,314,19,6,33,41,74,179,139,168,300,265,183,140,131,44,270,1991,0,0,0,0,0,0,0,6,18,18,32,30,25,15,3,141,0,0,0,0,3,3,0,7,18,4,3,0,0,3,0,46,0,0,0,0,0,0,6,0
106011110,0,0,0,0,0,0,0,3,0,0,0,0,0,0,59,67,3,0,8,6,4,25,42,48,171,158,139,97,101,22,161,983,0,0,0,0,3,0,9,9,14,10,6,0,0,0,9,68,0,0,5,9,20,9,15,7,11,3,0,0,0,0,18,91,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,14,0,0,3,18,33,13,16,12,10,0,3,0,0,0,16,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,31,54,25,41,26,43,17,9,3,0,3,47,322,19,5,38,54,85,228,193,195,390,290,220,154,146,41,289,2349,0,0,0,0,0,0,3,7,18,17,44,21,31,13,3,164,0,0,0,0,0,4,4,3,16,11,5,0,0,3,0,58,0,0,0,0,0,0,3,5
106011111,0,0,0,0,0,0,0,0,4,0,0,0,0,0,79,92,4,3,9,8,5,39,73,109,395,309,240,184,174,43,250,1849,0,0,0,0,9,3,26,24,46,33,15,12,11,0,19,206,0,0,4,11,36,12,39,13,22,12,0,0,0,0,15,170,0,0,0,3,5,0,4,8,9,6,0,0,3,0,3,34,0,0,9,6,21,5,3,9,3,3,0,0,0,0,3,69,4,10,34,60,98,34,88,31,49,16,7,0,0,0,56,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,6,9,49,88,177,55,166,86,129,64,22,17,14,4,119,1000,22,11,97,110,198,480,374,358,753,541,397,270,258,54,520,4455,0,0,0,0,4,0,0,5,31,58,89,55,43,16,3,295,0,0,0,0,0,0,3,10,17,3,8,3,0,0,0,44,0,0,0,0,0,3,0,10
106011112,0,0,0,0,0,0,0,0,3,0,0,0,0,0,123,128,11,3,4,0,8,8,26,42,224,270,207,456,365,164,269,2067,0,0,0,3,7,7,14,21,52,28,12,24,10,3,20,206,0,3,6,11,18,7,25,24,13,12,0,0,0,0,11,138,0,0,3,0,0,0,0,3,3,0,0,3,0,0,3,20,0,0,3,8,5,0,3,3,0,0,0,0,0,0,3,30,0,3,26,34,32,19,36,27,24,13,5,3,0,0,20,250,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,16,5,10,35,60,62,30,78,79,100,61,20,29,19,5,66,659,24,13,70,68,85,220,204,224,489,490,379,645,589,241,451,4199,0,0,0,0,0,0,0,6,11,38,54,43,85,72,3,323,0,0,0,0,3,0,0,5,16,6,9,7,0,0,0,41,0,0,0,0,0,0,3,3
106011113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,7,0,0,10,13,18,82,95,64,116,107,34,127,675,0,0,0,5,0,0,9,3,5,6,3,0,3,0,9,42,0,0,0,0,4,0,3,0,9,0,0,0,3,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,8,5,0,0,3,6,0,0,3,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,8,18,0,11,10,21,7,4,9,5,0,17,118,6,3,27,15,31,79,55,71,174,173,107,180,155,63,209,1344,0,0,0,0,3,0,0,3,6,10,21,10,22,8,6,92,0,0,0,0,0,0,9,3,9,3,3,0,0,0,0,30,0,0,0,0,4,0,0,3
106021114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0,3,0,0,7,20,39,92,65,66,62,55,29,59,515,0,0,0,0,0,0,3,11,13,13,3,3,0,0,7,62,0,0,3,0,10,4,5,8,6,5,0,0,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,6,5,3,3,0,0,0,0,0,0,0,3,20,0,0,7,9,15,7,17,16,8,7,3,0,0,0,13,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,20,29,19,30,33,32,23,12,9,3,0,31,247,6,0,17,16,38,100,90,121,189,152,109,93,90,41,140,1208,0,0,0,0,0,0,3,0,12,31,52,28,24,12,3,172,0,0,0,0,3,0,0,0,5,7,0,3,0,3,0,14,0,0,0,0,0,0,0,6
106021115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,159,3,8,12,5,10,45,64,125,496,543,464,419,449,157,356,3159,0,0,0,0,12,3,34,45,98,65,28,24,7,3,39,350,0,0,8,12,38,22,62,41,38,19,5,3,3,0,23,267,0,0,0,0,3,0,3,0,5,0,3,0,0,0,3,26,0,0,11,11,18,3,3,0,0,0,0,0,0,0,4,61,6,10,33,55,96,39,81,58,78,20,12,4,3,0,41,526,0,0,0,0,0,3,0,0,0,3,0,0,0,0,27,35,14,13,52,84,165,74,177,147,216,108,39,26,15,5,129,1261,32,24,96,103,191,571,491,565,1062,976,812,607,626,196,701,7053,0,0,0,0,0,0,4,0,23,83,169,96,82,38,10,498,0,0,0,0,0,3,6,6,34,15,5,4,9,3,0,95,0,0,0,0,0,0,7,5
106021116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56,0,0,0,4,0,5,13,17,89,125,143,157,183,91,122,941,0,0,0,0,0,0,6,6,17,14,4,17,4,0,12,84,0,0,3,3,8,3,12,8,10,0,0,0,0,0,3,56,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,9,0,0,3,6,3,0,13,9,11,3,3,0,0,0,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,11,11,6,31,31,47,22,6,17,4,0,26,217,7,0,14,19,19,98,110,118,236,222,225,248,261,118,204,1888,0,3,0,0,0,0,0,0,10,24,33,33,48,34,3,182,0,0,0,0,0,0,3,3,5,7,0,4,0,4,0,26,0,0,0,0,0,0,0,0
106021117,0,0,0,0,0,0,0,0,4,0,0,0,0,0,136,143,7,3,5,0,12,29,53,92,359,418,329,346,267,94,310,2332,0,0,0,3,7,0,18,20,53,45,20,19,8,0,24,220,0,0,3,13,59,12,34,27,24,9,3,3,3,0,15,215,3,0,0,0,0,0,3,0,7,3,0,0,0,0,3,19,0,3,4,14,16,0,9,5,0,0,0,0,0,0,3,48,3,5,29,49,69,27,71,32,44,17,3,3,0,0,48,397,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,16,6,13,36,78,151,44,133,88,130,65,23,27,13,4,101,918,38,14,76,95,176,392,328,349,728,675,530,495,423,135,539,4985,0,0,0,0,3,0,3,0,44,70,119,89,92,30,7,461,0,0,0,0,0,3,3,14,25,5,9,3,3,3,3,67,0,0,0,0,0,0,3,10
