SA2_MAINCODE_2016,C16_M_FoodHos_PS_15_19,C16_M_FoodHos_PS_20_24,C16_M_FoodHos_PS_25_34,C16_M_FoodHos_PS_35_44,C16_M_FoodHos_PS_45_54,C16_M_FoodHos_PS_55_64,C16_M_FoodHos_PS_65_74,C16_M_FoodHos_PS_75_84,C16_M_FoodHos_PS_85o,C16_M_Foo_hos_pers_S_Tot,C16_M_MixFld_pr_15_19,C16_M_MixFld_pr_20_24,C16_M_MixFld_pr_25_34,C16_M_MixFld_pr_35_44,C16_M_MixFld_pr_45_54,C16_M_MixFld_pr_55_64,C16_M_MixFld_pr_65_74,C16_M_MixFld_pr_75_84,C16_M_MixFld_pr_85_ov,C16_M_MixFld_pr_Tot,C16_M_FldStu_ID_15_19,C16_M_FldStu_ID_20_24,C16_M_FldStu_ID_25_34,C16_M_FldStu_ID_35_44,C16_M_FldStu_ID_45_54,C16_M_FldStu_ID_55_64,C16_M_FldStu_ID_65_74,C16_M_FldStu_ID_75_84,C16_M_FldStu_ID_85o,C16_M_FldStu_ID_Tot,C16_M_FldStu_NS_15_19,C16_M_FldStu_NS_20_24,C16_M_FldStu_NS_25_34,C16_M_FldStu_NS_35_44,C16_M_FldStu_NS_45_54,C16_M_FldStu_NS_55_64,C16_M_FldStu_NS_65_74,C16_M_FldStu_NS_75_84,C16_M_FldStu_NS_85o,C16_M_FldStu_NS_T,C16_M_Tot_15_19,C16_M_Tot_20_24,C16_M_Tot_25_34,C16_M_Tot_35_44,C16_M_Tot_45_54,C16_M_Tot_55_64,C16_M_Tot_65_74,C16_M_Tot_75_84,C16_M_Tot_85o,C16_M_T_T,C06_F_NatPhy_sci_15_19,C06_F_NatPhy_sci_20_24,C06_F_NatPhy_sci_25_34,C06_F_NatPhy_sci_35_44,C06_F_NatPhy_sci_45_54,C06_F_NatPhy_sci_55_64,C06_F_NatPhy_sci_65_74,C06_F_NatPhy_sci_75_84,C06_F_NatPhy_sci_85O,C06_F_NatPhy_sci_T,C06_F_InfTec_15_19,C06_F_InfTec_20_24,C06_F_InfTec_25_34,C06_F_InfTec_35_44,C06_F_InfTec_45_54,C06_F_InfTec_55_64,C06_F_InfTec_65_74,C06_F_InfTec_75_84,C06_F_InfTec_85O,C06_F_InfTec_T,C06_F_EngRT_15_19,C06_F_EngRT_20_24,C06_F_EngRT_25_34,C06_F_EngRT_35_44,C06_F_EngRT_45_54,C06_F_EngRT_55_64,C06_F_EngRT_65_74,C06_F_EngRT_75_84,C06_F_EngRT_85_ov,C06_F_EngRT_Tot,C06_F_ArchBuild_15_19,C06_F_ArchBuild_20_24,C06_F_ArchBuild_25_34,C06_F_ArchBuild_35_44,C06_F_ArchBuild_45_54,C06_F_ArchBuild_55_64,C06_F_ArchBuild_65_74,C06_F_ArchBuild_75_84,C06_F_ArchBuild_85o,C06_F_Arch_building_Tot,C06_F_AgEnv_RS_15_19,C06_F_AgEnv_RS_20_24,C06_F_AgEnv_RS_25_34,C06_F_AgEnv_RS_35_44,C06_F_AgEnv_RS_45_54,C06_F_AgEnv_RS_55_64,C06_F_AgEnv_RS_65_74,C06_F_AgEnv_RS_75_84,C06_F_AgEnv_RS_85o,C06_F_AgEnv_RS_T,C06_F_Health_15_19,C06_F_Health_20_24,C06_F_Health_25_34,C06_F_Health_35_44,C06_F_Health_45_54,C06_F_Health_55_64,C06_F_Health_65_74,C06_F_Health_75_84,C06_F_Health_85o,C06_F_Healt_T,C06_F_Educ_15_19,C06_F_Educ_20_24,C06_F_Educ_25_34,C06_F_Educ_35_44,C06_F_Educ_45_54,C06_F_Educ_55_64,C06_F_Educ_65_74,C06_F_Educ_75_84,C06_F_Educ_85o,C06_F_Educ_T,C06_F_MngtCom_15_19,C06_F_MngtCom_20_24,C06_F_MngtCom_25_34,C06_F_MngtCom_35_44,C06_F_MngtCom_45_54,C06_F_MngtCom_55_64,C06_F_MngtCom_65_74,C06_F_MngtCom_75_84,C06_F_MngtCom_85o,C06_F_MngtCom_T,C06_F_Soc_cult_15_19,C06_F_Soc_cult_20_24,C06_F_Soc_cult_25_34,C06_F_Soc_cult_35_44,C06_F_Soc_cult_45_54,C06_F_Soc_cult_55_64,C06_F_Soc_cult_65_74,C06_F_Soc_cult_75_84,C06_F_Soc_cult_85o,C06_F_Soc_cult_T,C06_F_Creative_art_15_19,C06_F_Creative_art_20_24,C06_F_Creative_art_25_34,C06_F_Creative_art_35_44,C06_F_Creative_art_45_54,C06_F_Creative_art_55_64,C06_F_Creative_art_65_74,C06_F_Creative_art_75_84,C06_F_Create_art_850,C06_F_Creative_arts_T,C06_F_FoodHos_PS_15_19,C06_F_FoodHos_PS_20_24,C06_F_FoodHos_PS_25_34,C06_F_FoodHos_PS_35_44,C06_F_FoodHos_PS_45_54,C06_F_FoodHos_PS_55_64,C06_F_FoodHos_PS_65_74,C06_F_FoodHos_PS_75_84,C06_F_FoodHos_PS_85o,C06_F_FoodHos_PS_T,C06_F_MixFld_pr_15_19,C06_F_MixFld_pr_20_24,C06_F_MixFld_pr_25_34,C06_F_MixFld_pr_35_44,C06_F_MixFld_pr_45_54,C06_F_MixFld_pr_55_64,C06_F_MixFld_pr_65_74,C06_F_MixFld_pr_75_84,C06_F_MixFld_pr_85o,C06_F_MixFld_pr_T,C06_F_FldStu_ID_15_19,C06_F_FldStu_ID_20_24,C06_F_FldStu_ID_25_34,C06_F_FldStu_ID_35_44,C06_F_FldStu_ID_45_54,C06_F_FldStu_ID_55_64,C06_F_FldStu_ID_65_74,C06_F_FldStu_ID_75_84,C06_F_FldStu_ID_85o,C06_F_FldStu_ID_T,C06_F_FldStu_NS_15_19,C06_F_FldStu_NS_20_24,C06_F_FldStu_NS_25_34,C06_F_FldStu_NS_35_44,C06_F_FldStu_NS_45_54,C06_F_FldStu_NS_55_64,C06_F_FldStu_NS_65_74,C06_F_FldStu_NS_75_84,C06_F_FldStu_NS_85o,C06_F_FldStu_NS_T,C06_F_Tot_15_19,C06_F_Tot_20_24,C06_F_Tot_25_34,C06_F_Tot_35_44,C06_F_Tot_45_54,C06_F_Tot_55_64,C06_F_Tot_65_74,C06_F_Tot_75_84,C06_F_Tot_85o,C06_F_T_T
105021098,0,0,3,4,0,8,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,15,59,47,48,32,31,13,0,266,20,30,105,108,96,100,74,19,0,546,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,14,6,3,0,0,0,0,24,0,3,5,20,23,8,3,3,0,68,0,4,15,11,10,9,3,3,0,53,0,0,11,3,10,7,0,0,0,34,0,3,6,3,3,4,0,0,0,19,0,0,0,3,0,3,0,0,0,6,3,3,7,8,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,14,4,10,16,19,13,15,9,0,94,13,24,71,69,76,53,21,11,3,345
105031099,3,3,9,19,8,14,5,3,0,64,0,0,0,3,0,0,0,0,0,4,0,0,3,3,5,5,7,0,0,20,39,25,42,43,69,91,97,47,23,471,60,74,192,241,300,345,306,131,45,1688,0,0,3,5,3,4,0,0,0,13,0,0,0,5,3,3,0,0,0,19,0,0,0,5,4,8,7,3,0,27,0,0,0,3,0,0,0,0,0,0,0,3,13,18,12,5,0,0,0,49,0,12,44,53,65,50,27,12,3,258,0,10,33,32,61,40,20,5,0,208,0,8,48,51,53,37,11,12,0,223,0,5,16,31,24,8,4,3,0,91,0,0,10,0,0,5,3,0,0,22,3,14,17,9,11,11,0,0,0,59,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,3,0,0,3,13,25,8,32,36,46,49,71,64,25,364,31,57,212,255,288,220,148,105,29,1347
105031100,7,11,28,23,19,13,10,5,3,119,0,0,0,0,0,0,0,0,0,3,3,3,3,8,4,4,3,0,0,29,41,30,75,64,63,62,38,23,12,399,66,162,462,404,419,382,216,78,27,2208,0,6,8,13,4,0,0,0,0,26,0,3,6,0,0,0,0,0,0,12,0,4,8,5,4,6,0,3,0,30,0,0,0,3,0,3,0,0,0,7,0,7,10,8,3,3,0,0,0,30,0,21,65,87,105,35,20,5,6,340,3,22,54,56,80,32,13,7,0,261,14,54,103,124,93,27,11,0,3,434,0,20,45,52,38,13,0,0,0,167,0,3,12,7,7,6,3,0,0,40,3,40,28,45,24,13,3,3,0,162,0,3,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,7,55,47,48,64,67,55,49,57,10,451,74,220,391,466,426,197,101,70,14,1971
105031101,3,19,53,30,27,21,7,0,3,156,0,0,0,0,0,0,5,0,0,7,0,0,7,8,7,4,4,4,0,38,31,47,111,90,70,74,76,65,49,620,59,268,914,725,630,531,343,197,103,3765,0,0,11,5,10,4,0,0,0,34,0,4,7,9,5,4,0,0,0,26,0,0,4,15,9,3,4,0,0,45,0,0,0,0,0,0,0,0,0,5,3,11,18,14,0,0,0,0,0,49,3,47,107,97,120,74,45,21,8,512,0,22,116,80,89,47,25,14,8,406,25,77,164,155,127,72,28,15,7,675,13,38,77,76,54,23,11,10,0,298,0,11,24,13,9,0,0,0,0,63,7,42,53,44,24,20,12,5,3,205,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,3,0,0,0,14,84,51,74,85,84,97,92,145,50,755,132,301,664,601,543,342,218,215,73,3087
105031102,3,6,15,17,7,4,9,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,18,32,32,64,56,66,41,38,18,3,361,47,145,409,343,299,229,196,93,21,1790,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,9,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,9,5,6,0,0,0,0,26,0,8,35,39,43,32,20,4,0,179,0,8,24,27,34,25,16,3,0,142,4,19,66,61,37,22,7,3,0,224,5,11,25,27,21,8,6,0,0,104,0,0,3,4,0,0,0,0,0,16,7,13,29,23,14,6,0,3,0,93,0,0,0,0,0,0,0,0,0,3,0,0,5,4,3,0,3,0,0,10,47,28,60,62,55,46,42,23,8,375,67,97,267,265,217,147,95,33,8,1195
105031103,0,0,3,6,13,8,7,0,0,35,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,5,0,0,0,10,24,10,25,33,53,63,40,13,7,277,41,59,160,253,301,318,184,60,19,1384,0,0,5,0,3,3,0,0,0,9,0,0,0,4,4,0,0,0,0,12,0,0,4,4,0,0,7,3,0,16,0,0,0,0,0,0,0,0,0,0,3,3,7,17,9,3,0,0,0,46,0,4,21,43,51,33,13,0,0,160,0,0,19,26,39,29,3,6,0,119,3,7,45,65,63,28,7,0,0,215,3,3,12,23,17,5,4,0,0,74,0,0,4,4,5,3,3,0,0,17,3,4,21,14,13,6,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,31,3,14,40,37,24,21,10,6,182,48,24,149,237,240,133,59,25,8,921
105031104,0,0,5,8,6,5,0,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,8,14,13,24,29,36,36,29,38,10,232,31,51,134,134,157,149,104,70,28,853,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,3,0,0,0,21,0,3,23,24,42,29,15,4,3,152,0,5,22,23,27,22,13,0,0,114,0,7,23,32,28,19,6,3,0,118,0,6,13,16,7,4,3,0,0,54,0,3,4,8,3,3,3,0,0,19,3,5,10,11,4,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,14,8,29,30,30,25,35,12,194,24,49,111,156,145,115,63,56,22,733
105031105,0,7,15,8,0,4,3,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,6,0,16,23,19,34,50,54,62,50,33,16,340,34,101,193,214,229,225,192,89,23,1301,0,3,3,8,3,0,0,0,0,13,0,0,3,0,4,0,3,0,0,12,0,0,3,8,0,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,4,14,15,11,0,0,0,0,47,0,13,18,32,54,30,20,15,5,191,0,5,40,34,39,18,8,3,0,146,3,19,56,54,40,23,10,0,0,204,3,11,26,16,22,14,3,4,0,96,0,0,3,0,3,3,3,3,0,19,5,9,18,12,6,12,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,26,6,27,33,29,38,38,34,26,247,39,71,211,217,206,147,91,60,28,1057
105031106,0,6,14,15,9,7,12,3,0,68,0,0,0,0,0,0,0,0,0,8,0,0,3,7,5,7,4,3,3,22,65,143,303,188,129,111,98,56,18,1107,76,209,471,365,378,378,284,142,48,2342,0,0,4,3,0,0,0,0,0,8,0,0,5,4,0,4,0,0,0,17,0,0,0,3,3,3,4,3,0,15,0,0,0,0,0,4,0,0,0,5,0,6,13,14,9,9,0,0,0,43,0,9,31,54,63,56,25,11,7,251,0,6,43,48,49,38,12,7,0,214,8,16,57,43,59,30,18,7,0,232,3,7,26,25,23,9,10,3,0,109,0,0,6,3,6,3,0,0,0,22,4,7,24,19,5,17,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,10,32,17,36,41,40,58,66,72,13,377,45,75,241,265,254,221,142,106,23,1387
106011107,0,11,26,29,14,8,8,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,3,0,23,43,30,51,44,57,66,69,18,4,377,48,157,480,486,445,433,305,81,12,2451,0,0,9,3,9,7,0,0,0,27,0,0,3,4,8,0,0,0,0,15,0,3,10,7,3,3,3,0,0,23,0,0,3,3,3,3,0,0,0,13,0,6,12,7,3,5,0,0,0,32,4,13,35,47,67,46,13,3,0,232,0,3,30,33,50,36,12,0,0,160,9,20,85,95,68,45,17,3,0,341,3,14,28,30,20,16,3,0,0,119,0,4,11,10,6,6,0,0,0,45,5,26,47,35,21,7,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,7,46,12,26,38,42,47,39,26,3,277,76,97,293,327,295,223,83,30,3,1427
106011108,4,24,80,60,32,32,19,12,3,274,3,4,3,4,0,0,0,0,0,15,0,0,5,3,11,9,3,3,0,38,70,183,422,319,213,116,145,88,39,1614,104,418,1071,971,839,761,599,274,91,5116,0,0,7,4,3,0,0,0,0,16,0,0,3,8,14,4,0,0,0,28,0,0,9,13,8,0,8,9,3,56,0,3,9,3,0,0,0,0,0,12,0,6,11,3,3,0,0,0,0,21,3,25,79,95,152,83,44,13,4,507,0,10,38,42,50,23,22,5,3,193,26,99,164,131,86,49,24,8,7,592,3,23,59,56,56,21,5,3,0,228,0,12,15,11,8,4,4,3,0,61,14,49,73,52,28,14,12,0,0,246,0,0,0,0,0,0,0,0,0,0,0,3,5,7,7,4,0,0,0,25,66,38,68,119,98,96,145,216,108,953,116,271,528,543,524,302,269,266,122,2939
106011109,0,4,8,18,16,7,4,0,0,72,0,0,0,0,0,0,4,0,0,7,0,3,3,0,6,8,0,0,0,17,33,27,39,57,77,92,75,24,8,428,46,97,222,324,423,441,305,96,25,1969,0,0,4,11,4,6,0,0,0,22,0,0,0,11,0,0,0,0,0,17,0,0,0,7,7,3,3,3,0,19,0,0,3,3,0,0,0,0,0,13,3,0,6,5,8,0,3,0,0,26,3,10,31,48,80,42,14,3,3,235,0,3,22,15,37,27,6,7,4,128,3,14,47,56,52,43,15,3,0,227,3,5,23,21,39,34,10,0,0,133,0,0,9,8,12,8,3,0,0,41,7,17,19,29,10,3,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,31,13,22,48,30,42,29,30,4,253,48,63,196,260,279,215,92,44,11,1202
106011110,0,0,12,16,14,6,9,4,0,66,0,0,3,0,0,0,0,3,0,8,0,0,0,0,5,5,0,3,0,17,33,25,33,47,72,75,55,42,18,404,45,91,286,334,461,453,327,164,44,2206,0,0,6,3,3,3,0,0,0,18,0,0,3,3,3,0,0,0,0,10,0,0,3,5,3,3,4,0,0,23,0,0,3,3,3,3,0,0,0,10,6,4,11,18,8,12,0,0,0,58,0,9,37,63,74,47,13,10,3,251,0,8,21,41,67,50,21,7,0,201,6,17,56,80,69,34,8,3,3,269,0,7,25,34,51,26,3,0,0,144,0,0,6,19,15,3,0,0,0,44,4,16,21,19,15,8,3,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,14,31,11,8,47,39,46,56,50,38,319,47,62,201,337,345,231,104,79,47,1456
106011111,0,19,32,41,22,11,8,10,0,157,3,0,3,0,4,4,0,0,0,9,0,3,4,12,4,13,7,4,0,49,64,44,91,84,96,92,96,74,21,658,93,255,667,646,667,624,448,201,41,3650,0,0,0,6,3,0,0,0,0,16,0,0,4,3,10,4,3,0,0,26,0,0,9,9,7,8,8,3,0,38,0,0,0,3,0,0,0,0,0,4,0,0,3,9,0,0,0,0,0,17,13,21,63,78,108,54,22,10,0,368,0,9,21,30,39,12,15,3,0,139,21,82,110,92,70,47,14,12,0,451,12,23,51,44,53,38,5,0,0,223,0,6,5,11,5,7,0,0,0,33,12,40,72,48,24,14,0,3,4,222,0,0,0,4,0,0,0,0,0,3,0,0,4,3,6,3,0,0,0,15,56,24,56,66,69,75,86,100,27,543,115,213,395,413,396,256,149,132,38,2111
106011112,3,15,28,20,16,13,10,7,0,114,0,3,0,0,0,0,0,0,0,8,4,5,13,13,14,3,8,0,0,65,55,44,95,78,93,70,36,31,8,511,112,321,833,772,769,531,254,136,32,3763,0,0,6,18,5,0,0,0,0,34,0,3,7,11,9,0,0,0,0,33,0,6,18,23,9,6,9,0,0,72,0,3,4,3,0,0,0,0,0,9,3,8,14,10,3,0,0,0,0,36,0,11,72,86,89,41,22,13,3,332,0,4,50,54,92,36,11,13,3,261,22,76,185,167,102,47,5,10,0,615,3,20,64,55,54,19,9,0,0,221,0,3,10,8,11,5,3,0,0,39,5,48,76,53,21,5,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,13,63,24,65,75,71,65,68,73,30,536,103,207,574,557,463,223,122,119,38,2410
106011113,0,0,8,11,6,3,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,9,21,12,30,52,58,60,61,35,4,335,28,56,170,244,270,273,183,64,8,1308,0,0,3,11,8,7,0,0,0,23,0,0,0,3,5,0,0,0,0,15,0,0,5,9,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,0,0,0,0,26,0,4,20,37,53,19,10,8,0,141,0,0,13,13,28,17,5,0,0,75,8,20,49,59,35,17,4,3,0,191,3,3,8,14,23,9,8,0,0,65,0,0,0,3,5,8,0,0,0,19,5,6,16,17,17,8,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,3,14,30,19,24,14,11,0,135,41,43,135,192,205,113,46,15,0,791
106021114,0,4,24,13,3,6,3,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,3,3,0,17,14,9,44,44,38,53,29,17,12,268,20,88,378,300,258,245,119,70,30,1508,0,0,0,5,3,0,0,0,0,17,0,0,0,3,0,0,0,0,0,9,0,0,7,4,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,11,0,10,19,32,34,11,3,3,3,113,0,3,13,10,25,12,4,0,0,69,3,19,30,45,17,20,4,5,0,143,3,3,14,9,22,11,3,0,0,60,0,3,7,5,7,7,3,0,0,26,4,3,21,15,0,9,0,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,17,4,17,27,24,32,31,38,17,202,27,53,127,159,137,105,47,52,26,736
106021115,9,31,61,42,29,21,23,18,0,236,3,0,0,3,0,3,3,0,0,19,0,3,20,19,28,13,13,4,0,85,65,58,112,102,126,105,95,74,30,767,117,343,1167,1208,1169,1048,739,367,104,6252,0,3,25,21,14,4,0,0,0,72,5,3,12,9,18,10,0,0,0,63,0,3,15,17,21,5,5,0,3,73,0,0,7,6,3,0,0,0,0,25,0,3,13,6,8,5,0,0,0,35,3,38,144,181,193,110,54,15,9,752,0,26,104,99,189,90,31,16,3,561,35,140,301,254,203,87,27,28,3,1067,13,55,122,91,89,39,25,4,0,445,0,17,35,18,15,5,7,3,0,103,22,56,106,60,34,16,10,0,0,302,0,0,0,0,0,0,0,0,0,4,0,0,7,13,7,3,4,0,0,41,96,44,95,136,126,118,143,185,88,1032,177,399,990,918,921,498,305,259,108,4570
106021116,0,3,10,8,11,13,8,3,0,58,0,0,0,0,0,0,3,0,0,3,0,0,3,0,10,7,0,3,0,19,17,0,19,28,27,27,17,15,12,179,32,78,292,396,400,365,216,100,31,1908,0,3,6,3,8,4,0,0,0,22,0,0,3,9,6,0,0,0,0,17,0,0,0,11,3,3,4,0,0,22,0,0,0,0,0,0,0,0,0,6,9,4,0,3,0,0,0,0,0,27,0,6,27,59,65,32,15,10,3,217,0,0,25,48,71,24,8,11,0,195,3,18,74,66,57,30,8,3,0,261,0,5,22,29,36,17,6,0,0,117,0,0,5,3,7,3,3,0,0,29,0,6,21,15,10,0,0,0,0,58,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,5,0,0,0,10,17,3,12,23,9,21,25,24,13,148,33,53,208,282,282,136,78,49,14,1131
106021117,4,19,58,66,30,21,24,7,0,222,0,0,0,0,0,0,0,0,0,9,0,0,12,19,8,12,0,4,0,55,58,48,135,112,113,77,92,66,36,738,94,351,1134,1024,818,620,488,212,71,4812,0,4,15,16,14,0,0,0,0,56,0,0,11,10,9,6,0,0,0,28,0,5,19,9,5,6,6,10,0,54,0,3,0,0,0,0,0,0,0,9,0,3,13,6,6,0,0,0,0,35,0,28,88,90,119,66,30,16,10,441,0,15,63,56,77,34,25,13,5,284,25,87,205,111,108,52,21,3,0,622,9,40,78,49,41,15,5,0,0,233,0,11,22,8,7,11,3,0,0,64,16,37,80,45,23,16,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,13,67,32,59,76,58,73,83,105,66,618,122,261,658,483,472,276,175,144,82,2669
106021118,0,3,18,18,21,16,5,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,0,0,0,29,17,19,27,41,19,30,14,7,3,177,41,147,481,497,451,400,206,69,6,2292,0,0,10,8,6,0,0,0,0,19,0,0,12,5,5,4,0,0,0,32,0,3,3,10,4,0,3,0,0,30,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,10,3,10,31,57,61,20,10,3,0,200,0,8,36,45,46,10,8,3,0,157,13,52,122,103,59,24,6,0,0,380,5,13,49,24,23,10,3,0,0,134,0,3,7,6,5,5,0,0,0,30,6,25,31,21,10,4,0,0,0,101,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,0,0,11,23,9,22,32,32,16,19,7,4,179,59,135,328,317,278,102,43,21,3,1287
106031119,4,0,11,15,7,0,13,3,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,5,0,15,18,12,11,17,38,36,70,37,12,251,24,68,150,230,329,310,260,131,25,1537,0,0,8,6,3,3,0,0,0,21,0,0,3,4,14,0,0,0,0,18,0,0,5,10,0,8,3,0,0,24,0,0,0,0,3,0,0,0,0,3,0,0,3,4,3,0,0,0,0,16,0,8,15,47,55,28,13,3,0,164,0,0,15,22,55,13,5,0,0,107,4,12,39,58,45,38,14,11,0,216,5,12,17,26,18,16,0,0,0,99,0,4,3,9,5,3,0,0,0,25,9,3,19,23,13,11,6,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,20,11,19,28,27,20,23,24,6,165,38,53,145,235,228,141,68,42,6,959
106031120,0,7,8,17,16,6,7,8,0,70,0,0,0,0,0,3,0,3,0,9,0,0,0,3,8,5,9,0,0,28,26,18,30,35,46,59,57,25,7,302,32,58,198,205,261,365,353,151,31,1660,0,3,0,3,4,0,4,0,0,11,0,3,0,8,3,3,0,0,0,16,0,0,3,9,3,3,4,7,0,29,0,0,3,0,0,3,0,0,0,9,3,0,3,3,0,0,0,0,0,14,0,8,15,36,47,32,15,5,3,167,0,0,7,18,27,27,16,4,3,100,11,21,46,41,53,36,20,8,0,231,0,13,22,27,16,15,11,3,3,111,0,4,0,4,3,6,3,0,0,23,6,8,20,22,9,6,0,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,7,15,22,22,40,46,56,16,248,40,61,139,191,192,179,111,91,26,1038
106031121,3,13,48,75,41,34,33,10,5,257,0,0,0,0,0,3,3,4,0,12,0,5,11,12,15,14,12,9,7,77,44,38,74,76,98,126,169,174,105,898,79,198,559,765,893,1034,1187,736,244,5686,0,3,12,7,11,7,0,3,0,47,0,4,9,18,22,15,0,0,0,68,0,3,7,17,9,13,18,15,0,81,0,0,3,6,3,0,0,0,0,12,0,3,10,6,4,5,4,0,0,34,3,9,55,111,133,140,67,41,8,561,0,9,61,83,105,110,58,28,5,458,10,44,120,144,122,203,98,60,15,801,3,19,56,56,64,51,24,11,3,280,0,8,14,26,19,25,12,3,0,107,11,38,68,87,35,52,19,11,3,329,4,0,0,0,0,0,0,0,0,3,0,3,7,6,5,5,0,0,0,26,62,22,42,85,80,123,175,246,159,1013,95,165,450,663,613,738,481,413,201,3823
106031122,5,15,31,31,18,21,17,3,0,143,3,0,0,0,0,0,0,0,0,10,3,3,3,14,9,7,4,0,0,42,40,41,84,65,103,90,88,39,13,557,67,216,515,465,530,493,372,149,49,2851,0,5,5,12,3,3,0,0,0,33,0,0,3,9,8,3,0,0,0,24,0,4,16,10,10,0,3,5,0,50,0,0,4,0,0,0,0,0,0,4,3,0,5,4,3,0,0,0,0,17,3,19,58,67,101,43,21,11,3,328,0,9,26,37,32,30,14,7,3,156,19,66,104,95,97,46,14,13,3,466,7,32,52,49,48,18,6,0,0,221,0,7,14,9,7,5,3,0,0,44,8,24,49,39,14,19,0,0,0,156,0,0,0,0,3,0,0,0,0,3,0,3,3,4,3,3,0,0,0,14,50,45,71,80,68,70,73,71,14,540,96,218,424,426,406,240,135,102,16,2064
106031123,0,4,7,9,7,3,6,0,0,40,0,0,0,3,0,0,0,0,0,5,0,0,4,7,7,6,3,0,0,27,24,14,15,28,29,30,20,10,0,174,38,84,157,256,357,302,187,58,13,1453,0,0,6,7,5,9,0,0,0,26,0,0,0,5,3,0,0,0,0,14,0,3,0,11,3,5,3,4,0,24,0,0,0,5,0,0,0,0,0,5,0,4,7,6,3,0,4,0,0,18,0,4,33,45,43,27,5,0,0,168,0,6,17,30,43,24,4,0,0,124,6,4,43,60,64,25,9,3,0,216,0,3,23,23,18,9,3,0,0,82,0,0,4,10,4,0,0,0,0,19,3,7,17,20,7,10,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,23,7,8,22,25,22,6,8,0,124,32,43,162,245,217,139,38,13,3,887
