SA2_MAINCODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
121041416,0,0,23,3321,3173,835,460,110,27,7929,96,224,121,100,54,22,622,75,105,70,48,17,0,317,105,190,109,80,24,6,516,181,291,180,134,40,6,828,470,539,182,105,14,9,1314,809,961,279,127,15,0,2191,1602,1180,255,101,9,3,3150,3,0,0,0,0,0,3,2881,2688,716,325,42,9,6664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,3,0,0,18,11,7,6,3,0,0,22,16,8,0,3,5,0,30,3177,3215,1025,571,140,42,8167
121041417,0,0,16,1588,1754,539,255,61,23,4213,53,93,55,51,15,4,275,33,69,39,26,5,0,169,116,206,96,71,22,5,520,149,271,133,97,26,9,688,101,111,29,16,3,0,267,218,244,60,20,8,0,543,1207,1284,342,122,19,8,2986,0,0,0,0,0,0,0,1524,1641,435,157,30,12,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,8,3,7,0,0,0,0,7,16,0,3,0,0,0,21,1740,2019,626,304,76,23,4791
122011418,0,0,4,1202,2018,1031,1548,640,132,6567,486,1079,748,1324,606,132,4381,38,36,33,28,7,0,139,173,259,149,162,46,10,809,208,299,181,195,55,10,948,139,196,126,66,9,3,537,210,191,99,45,5,3,550,107,112,21,9,3,0,251,3,3,3,0,0,0,7,460,498,250,121,20,6,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,5,8,0,0,45,18,16,5,8,0,0,41,11,4,3,3,0,0,20,1176,1889,1189,1648,680,150,6738
122011419,0,0,19,2633,3418,1286,875,292,57,8561,155,371,246,378,190,42,1380,91,170,103,127,31,5,523,150,275,131,108,28,5,692,235,445,230,236,58,6,1219,440,590,239,172,41,0,1489,646,892,281,147,21,0,1991,1006,1170,333,131,30,5,2681,0,3,0,0,0,0,3,2093,2656,863,454,85,4,6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,12,6,0,0,28,5,15,12,6,0,0,34,10,9,8,3,3,0,31,2505,3492,1351,1077,347,58,8822
122021420,0,0,0,864,1449,684,782,344,121,4246,555,1220,515,738,351,146,3529,12,4,9,3,0,0,30,12,13,8,12,0,3,49,23,23,11,14,0,3,77,175,133,37,19,10,4,374,70,53,19,12,3,0,155,20,20,8,11,0,0,50,3,0,0,0,0,0,3,262,203,56,41,15,4,579,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,6,0,0,0,0,15,14,9,3,3,0,0,32,863,1456,591,803,368,152,4232
122021421,0,0,0,735,1166,522,696,326,105,3553,369,928,455,703,318,123,2897,0,9,4,7,0,0,20,218,88,19,19,7,0,354,215,103,29,23,10,0,377,34,41,13,8,3,0,106,102,64,5,0,0,0,171,25,3,0,0,0,0,27,0,0,0,0,0,0,0,164,110,18,8,3,0,306,10,6,0,4,0,0,16,0,4,0,3,0,0,8,0,0,0,0,0,0,0,12,9,0,7,0,0,28,4,11,0,0,0,0,22,769,1157,499,743,332,126,3622
122021422,0,0,7,883,1584,722,902,354,118,4563,418,1043,588,849,387,119,3411,7,7,5,6,0,3,32,50,80,34,17,6,0,188,58,88,46,19,6,3,217,125,48,18,10,0,3,207,132,137,42,21,4,0,345,140,123,58,35,9,0,357,3,0,0,0,0,0,3,399,310,114,71,16,6,919,5,0,0,0,0,0,12,0,0,0,0,0,0,0,11,25,6,0,0,0,42,19,24,6,0,0,0,51,9,13,5,0,0,0,28,905,1483,750,937,412,134,4623
122021423,0,0,9,1400,2389,1234,1527,636,215,7410,549,1268,859,1277,575,252,4783,57,80,33,32,17,7,220,299,387,173,249,53,21,1187,360,466,207,281,70,22,1404,210,265,102,65,17,3,663,282,255,99,61,4,0,698,99,142,56,32,7,0,338,7,4,0,4,0,0,17,597,668,258,159,23,4,1709,54,28,10,0,0,0,90,0,0,0,0,0,0,0,12,15,7,3,0,0,31,61,37,10,7,0,0,126,15,13,6,13,6,0,53,1589,2451,1344,1736,680,283,8084
122031424,0,0,0,873,1204,683,1007,414,181,4373,430,895,620,960,438,231,3571,48,19,12,15,3,0,96,150,68,44,57,14,5,339,195,89,60,71,21,4,438,82,42,14,11,11,0,154,98,43,4,0,0,0,148,16,9,0,0,0,0,22,3,3,3,4,0,0,20,197,97,23,13,11,3,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,15,3,3,3,3,0,29,838,1089,707,1051,469,234,4378
122031425,0,0,0,535,732,376,532,231,94,2504,201,468,367,521,239,96,1889,24,9,4,3,3,0,49,48,69,18,32,13,0,179,69,81,24,39,16,0,226,179,68,18,5,0,0,277,3,3,0,0,0,0,6,53,10,0,0,0,0,70,3,0,0,0,0,0,0,245,85,23,5,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,3,0,4,0,0,9,517,634,410,563,254,94,2479
122031426,0,0,5,2760,3355,1524,1165,380,177,9356,267,554,431,668,279,147,2337,11,14,15,12,9,0,59,38,62,44,62,22,4,234,46,76,65,69,31,5,292,236,171,91,74,30,7,607,1255,1505,712,393,84,20,3973,801,918,376,210,42,11,2363,0,0,0,0,0,0,3,2295,2597,1185,670,156,38,6945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,0,20,5,4,3,3,3,0,22,16,7,9,4,3,0,35,2622,3234,1692,1412,465,194,9621
122031427,0,0,4,734,1169,686,967,425,135,4117,398,915,606,1050,436,148,3550,31,14,4,5,0,0,60,90,49,15,30,9,0,197,118,68,15,39,13,0,254,157,28,0,0,6,0,192,44,48,25,0,0,0,110,0,3,0,0,0,0,8,5,0,0,0,0,0,9,205,83,26,3,3,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,3,0,0,13,726,1069,647,1093,450,153,4140
122031428,3,0,5,1033,2303,1281,1946,853,296,7715,728,1881,1195,1974,885,327,6986,264,86,12,7,3,0,364,118,156,56,71,14,4,419,376,236,66,79,17,3,790,15,34,16,13,3,0,74,3,4,0,3,0,0,9,0,0,0,0,0,0,3,3,5,0,0,0,0,10,22,41,18,14,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,6,3,5,11,0,0,0,0,18,1129,2168,1277,2069,906,339,7889
122031429,3,0,10,1897,2565,1171,1150,427,154,7354,399,745,550,954,427,162,3246,37,18,10,13,0,0,82,102,147,96,77,15,8,457,143,173,113,93,22,8,541,343,340,126,69,19,5,891,663,985,330,133,12,3,2132,222,373,101,44,9,0,738,0,0,0,0,0,0,4,1228,1690,562,242,37,12,3765,0,0,0,0,0,0,3,25,0,0,0,0,0,32,6,15,10,3,3,0,36,34,16,10,3,3,3,65,16,10,3,3,3,3,37,1824,2635,1233,1301,488,180,7662
122031430,0,0,5,1255,1619,929,1205,447,152,5603,400,845,662,1118,483,170,3680,99,29,12,8,0,0,155,65,47,20,25,3,3,160,164,77,29,34,3,6,315,191,79,33,28,5,4,341,390,450,221,122,16,3,1203,25,31,13,6,0,0,80,4,3,0,5,0,0,15,615,565,264,156,28,13,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,15,1187,1494,959,1310,513,186,5654
122031431,0,0,5,2347,2849,1267,1307,537,210,8517,482,1019,705,1129,521,243,4101,243,102,13,9,0,0,368,133,142,61,50,14,6,407,372,237,74,61,18,6,772,367,233,75,54,13,0,749,554,650,255,104,16,0,1587,558,695,250,131,14,0,1649,3,0,0,0,0,0,7,1494,1582,578,290,44,3,3990,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,11,11,3,0,0,30,4,11,11,7,0,0,32,14,6,3,4,0,0,27,2364,2864,1371,1483,581,256,8925
122031432,0,0,6,136,324,175,285,136,40,1100,78,285,164,262,125,58,973,4,4,0,0,0,0,4,5,9,0,5,4,0,21,8,5,3,5,4,0,26,13,6,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,0,0,0,25,20,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,24,3,3,3,0,0,0,10,119,313,171,265,129,58,1062
123011433,0,0,3,868,1332,651,771,338,153,4122,477,1159,668,819,373,176,3676,286,74,0,3,3,0,366,97,58,11,8,6,0,178,381,128,13,10,5,0,544,59,28,6,0,0,0,89,26,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,33,6,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,947,1334,680,831,385,177,4356
123011434,0,0,0,658,1422,890,1267,533,285,5059,619,1580,1153,1542,749,362,6007,70,54,21,7,7,4,157,14,38,23,25,11,3,118,86,93,48,29,14,4,280,38,3,7,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,7,0,0,0,50,27,11,0,0,0,0,39,0,0,0,0,0,0,3,0,3,0,0,0,0,4,29,14,0,0,0,0,42,9,4,3,0,0,0,17,771,1700,1206,1571,770,368,6389
123011435,0,0,15,779,2034,1377,2002,821,368,7391,850,2158,1683,2120,950,462,8221,68,66,41,34,12,3,231,75,86,64,50,9,4,290,147,155,104,83,24,12,518,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,5,994,2319,1792,2207,978,472,8756
123021436,0,0,0,1185,1832,1178,1066,562,432,6254,817,1565,1032,983,497,386,5278,101,115,50,35,16,8,330,155,91,56,41,22,11,377,258,200,106,79,35,26,704,46,20,12,7,0,0,82,14,11,3,0,0,0,37,0,0,0,0,0,0,0,5,0,0,0,0,0,5,60,38,16,4,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,3,0,0,0,0,13,1143,1806,1156,1073,532,414,6114
123021437,0,0,0,1368,1693,903,822,417,292,5498,663,1140,769,787,409,329,4094,216,147,28,15,8,4,410,221,131,76,47,15,10,503,441,278,105,65,25,9,912,219,112,28,12,3,0,373,103,88,29,12,3,0,230,215,284,82,28,6,0,611,3,0,0,0,0,0,6,539,482,131,46,13,5,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,8,8,3,3,43,10,13,8,3,3,3,45,5,9,4,0,0,0,18,1661,1914,1021,905,447,356,6294
123021438,0,0,0,814,1600,1228,1409,655,483,6190,617,1439,1088,1134,543,372,5186,112,120,84,35,16,13,392,98,120,96,74,52,68,502,209,242,183,106,65,78,889,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,3,0,0,3,0,9,0,0,0,0,0,0,0,828,1688,1271,1245,613,456,6097
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,0,0,0,1177,1564,1034,1075,471,271,5594,572,1117,857,956,494,339,4337,292,245,121,90,23,12,780,221,260,179,151,60,41,914,511,508,303,238,82,53,1694,52,25,18,11,7,0,109,24,20,14,8,3,0,64,6,12,13,12,0,0,36,0,0,3,0,0,0,3,86,52,41,27,5,4,217,26,4,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,30,4,0,0,0,0,34,14,100,3,0,0,0,122,1203,1781,1206,1217,587,401,6398
123021441,0,0,9,1170,1840,1026,894,392,276,5603,766,1472,903,882,379,350,4745,126,76,23,18,4,3,253,162,105,40,15,14,10,350,295,185,62,28,21,14,601,54,27,10,4,0,3,94,0,0,0,0,0,0,0,54,62,29,3,0,3,155,0,0,0,0,0,0,0,107,85,41,8,4,3,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,1173,1744,1006,923,404,368,5607
123021442,0,0,3,1423,1908,1337,1253,577,399,6894,765,1300,1076,1186,505,394,5221,354,264,173,148,48,18,998,239,295,235,182,68,47,1072,594,559,402,336,113,69,2073,8,9,4,8,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,15,9,6,6,3,0,35,0,0,0,0,0,0,3,3,0,3,0,0,0,6,0,0,0,0,0,0,6,8,3,3,3,0,0,12,4,9,0,5,0,0,17,1377,1876,1486,1535,628,462,7358
123021443,3,0,3,890,1395,1095,1138,546,399,5468,617,1299,1026,1233,592,411,5184,124,106,66,45,18,14,377,153,83,59,47,28,9,380,280,188,127,89,48,27,761,54,36,22,8,5,0,126,0,3,4,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,25,7,5,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,10,951,1532,1181,1335,651,438,6092
123021444,0,0,7,870,1637,1202,1253,633,470,6059,619,1596,1036,1128,643,467,5487,112,125,60,34,21,8,361,87,81,42,27,21,14,276,196,209,99,62,44,17,631,70,101,18,8,0,5,196,5,15,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,110,20,13,3,5,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,5,4,3,0,0,0,0,8,896,1918,1158,1203,685,490,6359
123031445,0,0,0,346,578,273,348,170,99,1807,238,521,279,322,173,132,1665,64,74,6,0,0,0,144,0,0,0,0,0,0,0,64,74,6,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0,0,0,0,33,3,0,0,0,0,0,3,0,0,0,0,0,0,3,27,6,0,0,0,0,37,3,4,0,0,0,0,10,337,604,286,324,179,133,1857
123031446,0,0,0,283,687,376,490,248,119,2215,268,817,480,647,326,179,2716,51,65,4,3,0,0,119,0,4,0,0,0,0,6,51,68,3,3,0,0,124,10,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,21,0,0,3,0,0,0,3,0,0,0,0,3,0,5,3,3,0,3,0,0,11,3,3,4,4,3,0,21,3,0,0,3,0,0,12,334,902,493,658,331,178,2893
123031447,0,0,0,1024,1633,863,947,469,247,5184,786,1579,892,966,506,287,5020,162,97,14,14,9,0,302,27,13,3,3,3,0,50,186,115,20,17,12,0,349,38,22,8,3,0,0,66,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,23,8,3,0,0,78,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,4,3,0,15,8,5,3,4,3,0,27,3,4,3,3,0,0,15,1025,1729,927,993,520,291,5483
123031448,0,0,0,328,819,454,518,327,187,2639,315,787,428,519,339,209,2598,6,6,4,3,0,0,17,0,0,0,0,0,0,0,7,6,4,3,0,0,22,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,20,4,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,4,17,4,3,3,0,0,32,0,5,0,0,0,3,10,342,810,435,523,341,209,2671
124011449,0,0,5,746,823,264,218,79,34,2161,757,910,284,220,72,29,2274,21,12,0,0,3,0,33,8,0,0,0,0,0,8,22,12,0,0,3,0,42,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,3,3,4,3,0,0,0,9,7,7,0,3,0,0,16,810,932,285,219,76,33,2358
124011450,0,0,3,1180,2135,1155,1261,552,217,6504,962,2098,1088,1251,559,220,6182,98,42,16,6,3,0,161,36,49,13,12,0,0,111,133,92,27,13,8,0,271,7,0,0,0,0,0,9,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,8,1115,2195,1118,1264,565,225,6481
124011451,0,0,0,3,0,0,0,3,0,6,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
124011452,0,0,11,1928,1805,633,492,188,109,5151,1518,1712,643,470,192,83,4617,137,46,7,4,0,0,197,88,51,16,5,3,3,166,223,99,26,13,3,0,368,207,79,12,11,5,0,315,62,23,3,0,0,0,88,3,0,0,0,0,0,9,0,0,0,0,0,0,3,271,106,18,11,4,0,409,3,0,0,0,0,0,4,0,0,0,0,0,0,0,12,5,0,0,0,0,18,15,7,0,0,0,0,23,18,14,0,0,0,0,38,2051,1941,693,490,195,88,5460
124011453,0,0,0,1038,1327,668,693,271,119,4121,978,1360,647,632,289,135,4043,31,20,4,4,0,0,59,3,8,0,0,0,0,9,35,21,4,4,0,0,69,46,7,3,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,46,7,3,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,4,6,0,0,0,0,16,1072,1395,653,636,294,136,4185
124011454,0,0,3,1598,2586,1300,1337,613,288,7725,1218,2430,1190,1304,619,256,7008,174,84,22,7,5,0,292,175,70,13,4,3,0,268,345,158,37,9,10,3,557,22,11,3,3,0,0,36,25,6,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,19,3,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,4,6,5,0,0,0,0,11,11,5,0,4,0,0,17,1612,2613,1229,1318,633,254,7662
124011455,0,0,0,667,888,325,257,107,45,2287,621,911,310,277,111,46,2284,38,19,7,0,0,0,69,21,9,0,3,0,0,31,59,28,9,3,0,0,103,0,0,0,0,0,0,0,9,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,15,697,945,322,284,111,48,2410
124021456,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
124031457,0,0,0,848,1584,1069,930,453,229,5116,763,1589,923,913,430,264,4875,74,33,18,22,4,0,146,52,48,24,29,6,0,162,122,82,40,51,14,6,309,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,7,13,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,10,6,0,0,0,0,14,895,1689,964,963,443,270,5225
124031458,0,0,0,742,1498,1032,1184,593,348,5392,767,1902,1316,1480,708,455,6635,65,64,38,24,13,6,218,70,91,70,36,14,18,297,139,159,106,61,28,19,514,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,15,12,4,0,0,61,0,0,0,0,0,0,0,23,23,11,4,0,0,67,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,0,3,3,3,0,3,0,0,4,14,6,10,3,3,7,3,29,935,2087,1451,1549,744,484,7256
124031459,0,0,7,864,1584,801,928,378,188,4742,640,1351,758,942,387,184,4259,74,49,15,11,9,0,149,71,80,28,20,8,0,198,146,123,38,27,9,0,353,50,3,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,0,58,65,24,8,0,0,0,95,0,0,0,0,0,0,0,5,7,0,0,0,0,8,62,31,8,0,0,0,104,3,4,0,0,0,0,6,908,1515,803,970,393,188,4779
124031460,0,0,4,669,1619,1249,1728,755,331,6355,535,1521,1220,1558,705,353,5890,48,45,17,16,4,0,129,87,113,95,49,12,11,363,137,158,108,59,18,11,488,8,5,3,0,0,0,14,0,0,0,0,0,0,0,8,20,17,0,0,0,45,0,0,0,0,0,0,0,15,23,14,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,10,684,1706,1349,1622,727,360,6448
124031461,0,0,3,1291,2088,1075,978,430,217,6081,816,1672,926,912,433,218,4971,199,98,34,16,4,0,351,86,98,54,19,8,3,273,286,200,81,37,16,4,626,117,57,11,10,0,0,200,126,97,24,8,0,0,255,23,45,12,3,0,3,91,0,0,0,0,0,0,3,267,210,54,22,3,0,548,8,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,15,6,0,4,0,0,0,10,1384,2084,1059,965,448,233,6167
124031462,0,0,0,1572,1867,1058,930,463,236,6133,623,1128,777,795,393,252,3953,231,163,90,49,17,11,554,398,385,234,153,69,30,1264,628,546,322,199,86,38,1819,148,100,56,28,8,5,345,196,133,44,23,5,0,404,75,60,25,12,0,0,164,0,0,0,0,0,0,4,420,294,119,64,14,5,916,0,0,0,0,0,0,0,3,4,0,0,0,0,10,3,0,0,0,0,0,4,4,6,0,0,0,0,12,7,17,3,5,0,0,31,1679,1987,1222,1061,492,295,6735
124031463,0,0,0,301,599,292,387,229,179,1994,258,697,488,598,317,217,2577,7,8,10,5,0,0,25,6,12,3,6,3,0,34,11,15,10,8,3,3,58,40,13,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,13,0,0,0,0,47,22,4,0,0,0,0,27,3,0,0,0,0,0,4,0,0,0,0,0,0,0,20,11,0,0,0,0,29,5,12,3,3,3,9,32,336,741,512,613,322,225,2750
