SA2_MAINCODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
119031374,112,44,77,120,69,99,166,3,4,3,0,0,0,0,0,0,56,104,160,88,117,203,129,175,296,657,695,1352,518,583,1105,471,531,1003,3516,3507,7027,3602,3656,7254,3799,3925,7716
119041375,58,45,82,123,145,170,313,3,3,11,3,4,6,0,3,3,47,67,114,86,127,213,264,326,594,702,649,1344,664,591,1254,782,728,1509,2148,2185,4337,2384,2320,4707,3550,3641,7195
119041376,118,47,58,102,64,99,163,3,0,6,3,4,3,5,0,5,76,95,174,111,111,225,143,175,312,1142,1056,2196,888,803,1695,887,954,1833,3997,3757,7759,3940,3674,7618,4222,4200,8421
119041377,41,23,26,53,17,46,65,0,0,0,0,4,5,0,0,3,24,28,58,38,49,82,37,63,101,292,308,595,366,341,713,315,294,608,1606,1543,3145,1800,1765,3566,1858,1830,3681
119041378,46,29,28,61,43,63,109,0,0,4,0,0,0,0,3,3,45,51,95,60,57,112,95,119,208,479,473,953,337,376,716,312,303,619,1507,1494,2997,1499,1552,3051,1787,1740,3534
119041379,64,35,62,94,46,66,113,0,4,5,3,3,7,0,0,0,35,52,83,67,89,154,92,102,191,700,692,1396,451,443,895,413,418,833,2219,2259,4484,2155,2169,4327,2439,2388,4831
119041380,51,32,40,66,39,66,104,3,0,5,0,0,0,0,0,3,29,41,72,53,64,119,55,91,146,838,859,1697,548,592,1137,575,600,1171,1855,1871,3730,1795,1866,3659,1932,2069,3997
119041381,91,60,63,125,109,133,243,4,0,3,0,0,3,10,5,12,102,102,206,152,147,298,218,249,465,1005,878,1882,1007,843,1853,757,748,1508,3104,2762,5864,3149,2776,5931,3351,3139,6491
119041382,50,28,42,71,29,45,68,3,0,3,0,0,0,5,0,3,26,41,63,39,54,88,39,56,94,659,765,1430,489,510,997,520,533,1053,1808,2003,3809,1836,1995,3833,2040,2200,4236
120011383,65,18,51,69,40,68,103,0,0,0,0,0,0,0,0,0,25,66,88,32,82,114,54,89,143,787,685,1472,579,599,1174,480,541,1018,2619,2678,5295,2761,2862,5627,2921,3031,5952
120011384,79,35,84,122,79,112,191,0,0,0,0,0,3,3,0,0,53,73,126,68,137,204,166,213,378,479,516,997,875,769,1644,719,753,1474,1953,2068,4017,3106,3168,6274,3981,4234,8219
120011385,84,23,63,88,36,64,100,0,0,0,0,3,3,0,4,3,35,72,104,31,76,105,42,83,125,697,709,1408,678,640,1322,562,682,1245,2269,2313,4584,2401,2441,4840,2441,2687,5128
120011386,105,40,76,122,42,69,109,0,0,0,0,0,0,0,0,4,45,85,129,48,92,139,65,87,155,820,890,1709,544,520,1064,635,666,1299,2401,2532,4928,2357,2477,4839,2652,2839,5487
120021387,107,29,58,85,36,49,83,0,0,0,0,0,0,0,0,0,49,79,122,36,68,97,39,59,97,669,623,1286,537,484,1023,688,685,1371,1816,1965,3780,1833,1983,3816,2237,2374,4613
120021388,194,67,101,165,56,104,160,0,3,3,0,0,0,0,0,0,76,166,242,85,121,209,78,123,198,990,972,1958,730,707,1435,958,986,1944,2976,3351,6326,3175,3436,6614,3948,4142,8095
120021389,110,24,59,87,29,53,85,0,0,0,0,0,0,0,0,0,43,84,122,30,69,103,36,72,105,638,608,1245,420,421,836,529,539,1063,1607,1735,3345,1543,1764,3308,1862,2075,3932
120031390,159,57,113,172,91,128,221,0,3,8,3,7,13,3,4,10,121,149,267,163,222,382,220,276,496,1249,1170,2420,963,902,1865,872,828,1695,3846,3716,7559,3592,3648,7240,3853,3890,7741
120031391,146,49,102,150,85,144,225,3,3,8,3,5,6,0,3,3,105,140,243,124,181,302,216,296,513,1051,964,2012,786,698,1484,699,724,1421,3590,3766,7349,3449,3743,7191,4138,4716,8858
120031392,32,23,29,50,27,41,70,0,0,0,3,0,3,0,0,0,13,43,52,49,42,89,51,59,110,369,320,690,293,259,553,317,319,631,1398,1308,2710,1425,1344,2768,1578,1624,3202
120031393,76,38,54,87,34,54,91,3,0,3,0,0,0,4,0,7,39,69,109,55,84,139,67,79,145,638,637,1272,527,545,1076,369,455,828,2402,2511,4913,2485,2634,5121,2491,2651,5145
120031394,104,42,66,106,49,64,108,4,0,5,0,0,0,0,0,0,50,94,145,65,84,147,75,85,163,744,744,1488,703,685,1387,601,651,1257,2208,2324,4531,2414,2431,4843,2477,2637,5113
120031395,84,26,44,70,29,47,79,0,0,0,0,0,0,0,0,0,47,55,101,46,54,106,47,73,118,551,510,1066,434,425,861,390,387,774,1918,1931,3847,1992,1998,3994,2074,2052,4125
120031396,67,35,55,92,59,88,145,0,4,3,0,0,0,0,4,3,46,74,121,89,97,188,134,158,294,572,522,1088,702,571,1272,893,657,1552,2013,1914,3922,2329,2071,4396,3003,2570,5574
120031575,136,67,94,163,96,119,219,5,4,6,3,3,12,0,3,5,147,155,299,197,182,385,245,268,512,1221,1115,2335,988,889,1877,808,770,1576,4671,4229,8902,4281,3958,8239,4304,4305,8603
120031576,20,3,13,16,3,15,20,0,0,0,0,0,0,0,0,0,8,16,25,11,17,30,10,24,34,109,108,216,108,102,213,86,99,189,519,505,1029,543,506,1050,536,585,1125
121011398,207,84,127,208,91,138,230,0,3,5,3,5,3,0,3,6,134,198,334,129,197,324,170,252,424,1104,1180,2282,790,773,1568,825,937,1765,3855,4245,8103,3676,4066,7746,4540,5004,9545
121011399,109,50,98,147,60,89,146,0,0,0,3,3,4,0,0,0,57,102,162,85,121,200,99,133,235,652,642,1296,435,467,902,469,513,987,2498,2561,5060,2611,2739,5353,2965,3121,6088
121011400,167,46,93,141,51,96,148,3,0,5,0,0,0,3,6,5,87,134,222,65,101,168,74,129,199,827,781,1602,489,536,1027,607,586,1189,4144,3746,7887,3777,3737,7519,4423,4044,8465
121011401,89,18,30,53,22,45,64,0,3,4,0,3,3,0,0,0,38,72,114,29,48,79,37,77,115,496,392,889,299,262,563,324,371,701,1244,1223,2461,1151,1153,2303,1296,1489,2784
121011402,130,43,75,115,34,82,115,0,0,4,3,4,7,0,0,0,55,102,155,52,95,141,52,105,156,535,584,1123,531,573,1104,530,558,1094,3517,3539,7059,3894,3914,7810,4228,4283,8515
121021403,99,28,70,104,36,42,73,0,0,0,3,3,7,0,0,0,45,70,110,42,80,123,45,54,96,347,324,673,265,238,505,251,317,571,2713,2796,5507,2674,2754,5436,2758,2937,5698
121021404,73,28,44,65,9,29,43,0,3,3,0,0,0,0,0,0,28,66,91,34,44,82,18,36,49,294,254,549,218,199,417,200,182,382,1822,1780,3606,1831,1782,3608,1805,1864,3667
121021406,79,38,44,79,28,48,81,0,0,0,0,0,0,0,0,0,43,60,99,55,50,112,43,58,106,368,481,848,315,351,663,347,332,674,2741,2982,5723,2839,2973,5818,2976,3112,6094
121021577,87,31,69,100,25,60,85,0,0,0,3,0,4,0,0,0,50,75,120,45,104,149,46,93,143,334,317,649,379,383,762,219,218,440,1433,1457,2889,1587,1774,3363,1585,1718,3310
121021578,74,19,32,60,20,32,49,0,0,0,0,0,0,0,0,0,26,66,93,27,49,80,28,47,75,271,292,561,222,207,435,270,307,574,1460,1491,2947,1499,1545,3044,1648,1690,3332
121021579,52,18,36,53,26,42,66,0,0,0,3,0,3,0,0,0,15,51,71,25,54,77,35,58,89,295,345,637,219,194,409,219,228,442,1162,1285,2452,1287,1249,2534,1393,1445,2832
121031407,112,34,79,111,29,66,93,3,0,8,3,0,4,0,0,0,56,83,139,41,95,133,50,88,133,431,413,844,400,478,875,444,512,957,3013,3040,6058,3213,3447,6664,3717,3767,7486
121031408,121,30,73,102,57,93,148,0,0,3,0,0,0,0,0,0,57,93,145,48,81,126,66,111,179,445,514,962,478,530,1008,414,480,897,3572,3584,7161,3824,3779,7604,4087,3972,8059
121031409,63,18,54,73,34,58,86,0,0,0,0,0,0,0,0,0,21,56,77,31,65,95,40,73,107,247,312,559,261,279,545,257,289,544,2331,2789,5117,2602,3065,5667,2713,3129,5842
121031410,57,27,44,73,38,70,113,3,3,6,0,0,0,0,0,0,27,49,74,39,66,106,51,80,129,319,325,645,357,399,761,324,372,696,2778,2851,5631,3032,3089,6121,3242,3348,6589
121031411,75,32,65,94,35,57,92,4,0,4,0,0,3,0,0,0,51,46,97,45,70,121,46,78,125,413,533,950,367,367,741,406,586,995,2711,2805,5513,2847,2889,5740,3107,3242,6347
121031412,74,26,58,82,27,69,96,0,0,0,0,0,0,0,0,0,37,52,91,40,63,97,37,73,113,395,375,766,419,410,820,419,406,827,2874,2816,5692,3051,3055,6105,3152,3119,6263
121041413,161,48,102,150,41,79,117,0,3,3,0,4,3,0,0,0,61,126,185,63,123,184,58,108,164,935,963,1899,756,731,1482,624,668,1287,2376,2523,4899,2392,2505,4900,2389,2685,5069
121041414,173,56,83,133,29,81,113,0,3,3,3,0,4,0,0,0,89,134,220,82,95,177,47,111,154,724,675,1399,634,608,1236,559,640,1199,1993,2147,4147,1964,2162,4133,1987,2371,4351
121041415,193,61,107,170,52,113,163,0,4,4,0,4,3,0,0,0,72,176,247,81,141,221,81,138,215,1008,1259,2265,1074,1092,2164,980,1091,2071,3751,4343,8088,4207,4417,8618,4192,4678,8872
121041416,178,62,89,147,43,66,112,0,0,0,0,3,3,0,0,0,82,157,242,74,124,197,65,94,158,943,958,1900,770,813,1587,762,805,1567,1987,2318,4308,2007,2235,4246,2089,2366,4457
121041417,64,27,46,74,20,60,81,0,0,0,0,0,0,0,0,0,41,54,98,34,69,104,30,81,107,713,677,1395,544,523,1073,516,509,1025,1445,1411,2853,1313,1409,2718,1386,1481,2867
122011418,104,30,72,106,35,80,118,0,3,3,0,0,4,0,3,3,47,90,132,44,86,131,50,93,137,529,557,1084,429,484,905,480,505,986,2915,2862,5775,3111,3299,6401,3308,3514,6828
122011419,166,51,91,145,81,135,216,0,3,3,6,3,3,0,3,3,101,156,258,93,128,223,105,170,272,1319,1322,2645,964,825,1787,875,939,1815,2999,3102,6099,2744,2695,5440,2821,3074,5899
122021420,54,15,45,61,16,48,62,0,0,0,0,3,3,0,0,0,14,52,69,17,54,75,19,54,68,588,559,1150,304,300,610,310,316,631,2054,1995,4043,1853,1856,3712,1762,1847,3608
122021421,58,10,39,49,20,39,57,0,0,0,0,0,0,0,0,0,23,52,73,15,42,53,23,46,72,372,377,746,259,241,495,353,356,708,1499,1551,3051,1497,1498,2996,1594,1634,3234
122021422,74,15,34,50,26,48,78,0,0,0,0,3,3,0,0,0,25,70,92,18,53,74,31,59,86,492,455,947,409,401,817,237,265,497,1933,1943,3871,1962,1970,3930,1935,1950,3882
122021423,103,56,79,131,26,79,98,0,0,0,0,3,3,0,0,0,31,100,131,72,96,168,40,91,135,707,647,1356,556,605,1159,608,753,1360,2899,2899,5796,3033,3206,6236,3534,3742,7274
122031424,56,17,43,60,26,33,59,0,0,0,0,0,0,0,0,0,21,46,65,24,51,73,46,40,91,304,274,581,327,327,656,342,378,722,1729,1699,3428,1948,1958,3910,2097,2138,4241
122031425,24,14,17,34,13,19,28,0,0,0,0,0,0,0,0,0,14,19,32,15,22,34,12,20,37,174,191,360,146,151,301,156,184,340,1003,1011,2011,1054,1036,2093,1159,1136,2295
122031426,172,69,146,221,85,127,214,5,3,8,0,3,0,4,0,6,114,138,255,114,200,311,141,185,323,1031,866,1896,720,717,1433,816,882,1698,2926,2848,5773,3002,3172,6170,3543,3740,7288
122031427,49,23,28,51,17,38,52,0,0,0,0,0,0,0,0,0,24,40,62,28,34,62,27,46,75,246,269,516,253,249,503,185,217,402,1726,1805,3525,1947,1986,3931,2159,2196,4357
122031428,94,35,64,95,43,67,109,0,0,3,0,0,0,0,0,0,55,94,143,46,69,118,58,92,144,475,558,1028,412,416,828,412,481,894,3613,3489,7098,3796,3593,7380,4123,3920,8038
122031429,114,51,85,129,54,88,138,0,0,3,0,0,0,0,0,3,53,105,161,66,101,170,67,113,182,779,676,1453,571,506,1071,631,691,1319,2649,2580,5234,2747,2641,5389,3044,3127,6174
122031430,75,18,60,81,39,59,93,0,0,0,0,3,3,0,0,0,33,76,108,28,82,107,54,71,130,411,407,823,339,402,740,375,453,828,2204,2242,4452,2283,2496,4773,2665,2832,5497
122031431,152,35,87,125,47,74,119,3,3,7,3,4,3,0,0,0,69,121,190,61,110,169,63,91,153,1067,1050,2116,764,740,1504,761,897,1659,3329,3233,6560,3199,3157,6359,3488,3614,7104
122031432,19,10,15,23,5,16,20,0,0,0,0,0,0,0,0,0,3,13,21,10,20,31,8,17,25,180,223,406,97,109,212,107,110,217,629,702,1335,598,603,1205,605,582,1183
123011433,42,21,34,56,12,22,36,0,0,3,0,0,4,0,0,0,20,38,57,27,45,71,24,35,56,296,378,675,278,284,565,293,406,700,1512,1608,3121,1666,1792,3450,1746,2013,3762
123011434,43,18,46,64,17,61,76,0,0,0,0,3,3,0,0,0,13,48,58,31,65,98,26,77,99,402,415,816,351,329,677,421,452,876,2070,2240,4308,2469,2717,5185,3245,3531,6777
123011435,99,27,81,107,35,94,132,3,0,3,0,0,0,0,0,0,51,81,128,36,103,133,45,132,178,494,512,1006,520,497,1021,509,532,1038,3514,3611,7129,3949,4051,7995,4459,4686,9147
123021436,61,18,69,85,19,64,80,0,0,3,0,0,0,0,0,0,23,58,88,37,90,130,39,116,151,827,910,1742,730,753,1478,615,699,1315,3101,3438,6538,3029,3317,6350,2940,3142,6088
123021437,76,26,57,82,32,62,88,7,3,3,3,0,3,0,3,5,48,55,100,35,70,108,66,98,166,630,607,1237,595,539,1131,678,639,1311,2303,2234,4536,2364,2504,4868,2799,2764,5556
123021438,71,22,66,88,27,66,86,7,0,5,3,0,4,0,4,3,30,67,90,30,77,112,53,105,161,803,817,1619,835,858,1691,627,718,1345,3898,3756,7653,3574,3638,7207,3215,3354,6567
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,54,29,45,76,40,84,124,0,0,0,0,5,8,0,0,0,23,41,69,49,65,114,61,118,183,705,630,1343,484,474,957,699,629,1328,2623,2512,5137,2464,2457,4924,3059,3005,6065
123021441,54,33,56,89,27,60,83,0,0,4,3,0,3,0,0,3,25,42,71,44,71,110,42,86,131,558,496,1054,513,492,999,432,466,897,2300,2209,4513,2262,2305,4566,2277,2417,4696
123021442,89,29,47,77,37,81,119,0,4,4,0,0,0,0,3,3,40,70,112,41,63,109,67,138,203,1330,1482,2811,817,1082,1897,885,1142,2022,3708,3949,7658,3338,3733,7069,3779,4132,7915
123021443,57,26,49,80,32,70,99,0,4,4,0,0,0,0,0,0,25,57,80,52,73,125,64,98,157,732,741,1477,622,623,1240,472,549,1019,3208,3283,6489,2833,2855,5688,3100,3141,6240
123021444,84,25,50,77,21,62,79,0,5,6,0,3,3,0,3,3,28,90,122,44,69,117,44,103,141,782,757,1538,806,803,1608,681,845,1526,3468,3625,7097,3355,3368,6724,3168,3550,6718
123031445,28,7,14,26,9,16,27,0,0,0,0,0,0,0,0,0,7,20,29,13,18,33,15,24,36,190,179,366,155,175,331,200,174,372,869,810,1674,831,859,1691,857,864,1722
123031446,30,12,25,40,10,22,25,0,0,0,0,0,0,0,0,0,12,27,34,20,29,53,18,24,45,223,195,419,176,173,343,260,233,489,1155,1103,2263,1054,1049,2103,1473,1402,2873
123031447,59,19,57,70,15,58,70,0,0,0,0,0,0,0,0,0,13,54,72,33,71,101,23,67,91,432,442,868,486,462,946,546,613,1160,2279,2284,4562,2402,2397,4793,2492,2676,5167
123031448,32,7,19,27,6,25,28,0,0,0,0,0,0,0,0,0,11,35,40,12,27,34,11,26,38,342,350,691,249,233,482,265,250,509,1389,1387,2781,1351,1384,2739,1420,1494,2916
124011449,33,5,22,28,8,13,21,0,0,0,0,0,0,0,0,0,9,24,32,11,27,36,7,19,34,246,262,509,384,343,724,215,235,448,747,787,1539,854,908,1761,706,764,1466
124011450,101,39,46,89,36,51,80,0,0,0,0,0,0,0,0,0,47,83,127,51,61,108,41,70,110,368,359,725,334,317,648,378,348,726,2890,2884,5778,2837,2875,5711,2881,2926,5803
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,3,4,7
124011452,77,25,52,78,14,45,68,0,3,3,0,0,0,0,0,0,39,85,125,38,75,114,37,64,103,580,652,1228,703,673,1375,457,537,996,1867,2148,4015,1971,2102,4071,1727,2049,3778
124011453,64,20,61,80,23,42,61,0,0,0,0,0,0,0,0,0,21,57,78,30,66,97,27,57,84,346,335,678,280,275,560,244,244,496,1691,1764,3460,1772,1859,3637,1633,1754,3387
124011454,100,44,71,116,25,69,91,3,0,3,0,0,0,0,3,9,54,84,143,62,85,152,45,94,138,417,480,895,323,374,700,356,393,748,3370,3434,6801,3178,3366,6542,3107,3301,6414
124011455,21,3,19,23,8,24,28,0,0,0,0,0,0,0,0,0,14,24,36,5,19,28,15,26,40,171,174,338,235,270,505,165,178,341,811,803,1620,846,901,1745,827,801,1632
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4
124031457,54,18,59,74,18,47,62,0,0,0,0,0,3,0,0,0,20,51,69,21,69,92,27,59,87,376,417,797,402,345,749,398,393,788,2159,2259,4420,2158,2126,4280,2112,2234,4346
124031458,69,30,60,90,34,73,105,0,0,0,0,0,0,0,0,3,17,60,78,35,83,119,50,98,145,580,616,1195,535,513,1045,636,664,1298,2828,2901,5734,2806,2859,5669,3565,3764,7327
124031459,77,27,35,62,13,33,44,0,0,3,0,0,0,3,0,3,40,55,97,33,37,70,27,35,58,329,579,907,317,476,788,295,497,793,1982,2180,4160,1946,2099,4045,1992,2235,4226
124031460,70,28,61,85,31,65,93,0,0,4,0,0,0,0,3,3,38,61,95,39,86,123,46,87,129,455,458,912,365,377,746,370,431,807,3297,3477,6769,3384,3596,6980,3319,3665,6986
124031461,67,30,53,78,22,50,71,0,0,0,0,0,3,0,0,0,27,59,87,32,64,97,33,65,102,413,439,853,489,558,1046,492,508,1003,2159,2269,4423,2265,2513,4781,2413,2530,4940
124031462,64,31,62,84,34,86,118,4,0,4,0,0,0,0,0,0,28,48,80,42,78,123,53,119,163,566,587,1154,571,602,1177,632,627,1252,2416,2423,4841,2693,2846,5539,3048,3166,6215
124031463,25,0,14,16,13,28,39,0,0,0,0,0,0,0,0,0,9,25,37,4,18,22,20,40,58,302,246,547,166,178,345,303,318,626,1113,1063,2178,998,992,1996,1492,1523,3020
124031464,37,22,40,62,17,45,60,9,7,17,3,0,6,0,4,4,31,34,68,44,54,96,32,57,87,555,572,1124,522,558,1078,560,554,1116,1592,1652,3247,1613,1761,3368,1855,1956,3807
124031465,21,4,10,13,4,10,18,0,0,0,0,0,0,0,0,0,7,18,26,5,10,16,4,16,22,186,170,357,135,129,268,154,138,294,829,795,1627,838,805,1635,848,790,1637
124041466,46,20,45,63,15,45,58,0,0,0,0,0,0,0,0,3,15,38,56,29,46,77,24,61,84,515,492,1006,440,448,886,465,529,994,1878,2023,3902,1851,2065,3911,1903,2143,4046
124041467,54,18,45,60,12,45,60,0,0,0,0,4,4,0,0,0,20,48,75,25,56,85,21,67,79,624,596,1221,439,452,890,426,452,882,2547,2609,5151,2377,2464,4842,2158,2374,4535
124041468,17,7,10,19,9,18,26,0,0,0,0,0,0,0,0,0,0,18,15,10,16,29,8,26,33,781,415,1194,692,337,1029,1005,484,1488,1602,1229,2825,1451,1136,2583,1775,1258,3033
124051469,21,6,23,29,6,11,22,0,0,0,0,0,0,0,0,0,16,12,26,7,27,35,8,22,33,227,254,473,213,193,405,139,145,285,1301,1360,2656,1157,1150,2307,953,1007,1961
124051470,67,25,58,87,25,49,79,0,0,0,0,0,0,0,0,0,33,61,95,40,78,111,41,81,124,550,610,1160,526,467,990,507,564,1069,3306,3357,6671,2946,3003,5948,2883,3012,5894
124051580,17,6,20,23,8,39,50,0,0,0,0,0,0,0,0,4,9,22,31,8,33,41,23,68,94,533,510,1040,441,409,852,429,456,882,1613,1623,3237,1606,1702,3308,1683,1874,3552
124051581,43,19,46,66,13,50,64,0,3,3,0,0,3,0,3,7,30,47,77,29,70,95,43,89,135,767,732,1501,674,697,1374,744,796,1541,2116,2064,4186,2199,2319,4517,2419,2534,4951
125011473,46,21,43,62,46,83,134,0,0,0,0,0,0,0,0,0,27,37,65,34,59,90,78,131,212,2198,543,2748,1607,579,2191,2313,1120,3434,2939,1340,4276,2682,1643,4322,4020,3045,7064
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
125011582,95,59,81,143,93,81,171,0,0,3,12,6,19,0,4,6,97,96,194,171,156,325,219,171,388,1024,856,1880,1140,810,1944,678,586,1260,3124,2806,5927,3287,2864,6151,3406,2808,6214
125011583,96,55,65,117,78,72,149,0,5,6,7,4,9,5,0,5,94,102,194,199,140,341,166,143,305,684,578,1264,586,435,1022,536,368,900,1956,1761,3723,2088,1659,3747,2274,1721,4002
125011584,29,18,29,40,28,28,60,0,3,3,0,4,4,0,0,0,21,19,43,34,44,79,46,63,109,388,415,798,341,319,661,277,262,541,1279,1279,2555,1384,1366,2749,1458,1426,2888
125011585,39,21,33,54,27,53,80,0,0,0,3,3,8,3,0,3,30,40,67,55,75,124,57,98,156,462,369,831,325,319,647,245,198,438,1473,1315,2791,1437,1430,2864,1364,1326,2695
125011586,71,53,76,125,109,135,241,0,0,0,3,4,10,4,0,7,76,77,148,138,158,294,214,258,478,969,881,1850,671,496,1170,667,611,1274,2783,2576,5357,2906,2658,5565,3403,3218,6614
125011587,34,13,18,29,9,18,36,0,0,0,0,0,0,0,0,0,9,34,39,17,30,52,25,34,61,197,234,432,232,256,484,145,153,301,821,893,1719,845,859,1706,804,813,1622
125021476,138,43,87,131,61,101,160,0,0,0,0,3,3,0,0,0,71,107,180,59,117,182,91,140,229,594,599,1190,480,583,1060,488,511,1001,3852,3887,7744,3975,4013,7983,4334,4298,8629
125021477,84,28,65,96,46,78,119,0,0,3,7,3,8,4,0,4,37,78,110,53,99,150,84,114,191,737,751,1488,578,553,1129,563,543,1104,2819,2795,5617,2985,2856,5838,3197,3241,6440
125021478,72,32,42,77,36,69,106,3,0,3,0,3,3,3,0,4,44,52,101,44,67,115,68,106,175,595,538,1138,511,497,1005,472,506,982,2411,2290,4700,2542,2490,5035,2757,2858,5615
125031479,56,15,54,70,28,70,101,0,0,0,0,3,3,0,4,4,37,50,87,35,94,129,52,132,183,1038,808,1843,832,649,1480,998,675,1673,2780,2576,5354,2913,2711,5622,3435,3161,6594
125031480,50,17,46,62,28,62,91,0,0,3,0,4,3,0,0,0,34,68,101,38,79,110,73,121,194,658,634,1288,601,603,1204,710,679,1392,2133,2157,4296,2336,2357,4692,2608,2666,5276
125031481,70,45,60,106,44,83,129,0,4,7,0,6,7,0,0,3,47,74,121,105,119,221,134,195,328,767,674,1446,977,912,1887,871,774,1647,2910,2778,5690,3298,3202,6506,3663,3488,7148
125031482,72,44,48,91,25,79,102,0,3,0,0,0,0,3,3,3,26,61,90,61,72,132,43,101,144,618,639,1254,581,638,1222,650,735,1382,2918,3000,5917,3244,3520,6768,3757,4055,7804
125031483,73,27,49,75,45,82,127,3,0,3,4,12,13,0,3,3,45,66,112,46,86,134,110,149,260,1012,931,1944,1054,939,1994,955,993,1947,3116,2922,6042,3371,3272,6641,3631,3808,7436
125031484,78,36,51,85,52,86,138,0,0,3,0,0,0,0,0,3,44,72,117,52,78,133,90,156,253,871,883,1760,886,875,1765,672,742,1413,2877,2854,5735,3053,3024,6077,3226,3454,6686
125031485,100,50,84,127,59,120,180,8,4,8,8,3,14,4,4,13,79,101,182,109,149,256,154,211,368,1313,1196,2506,1208,1126,2332,887,820,1704,4047,3836,7879,4230,4133,8370,4449,4360,8808
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3
125041489,120,64,105,169,66,104,177,0,0,0,0,0,3,0,3,3,76,94,171,109,180,286,124,165,293,1491,1022,2512,1289,803,2088,1008,976,1982,3617,2920,6537,3662,3103,6764,3522,3472,6999
125041490,31,5,24,24,5,20,25,0,0,0,0,0,0,0,0,0,14,25,42,5,31,35,12,23,39,145,154,302,128,117,245,109,134,239,1032,1072,2104,1103,1098,2205,1136,1196,2331
125041491,81,65,72,140,27,69,96,0,0,0,4,0,3,0,0,0,43,74,124,104,118,220,69,117,184,619,673,1295,453,485,936,723,724,1447,2106,2205,4305,2321,2381,4700,2941,3054,5996
125041492,141,113,128,241,85,165,256,0,4,11,3,3,10,4,0,3,136,140,278,261,258,519,242,290,531,1471,988,2461,1409,1078,2484,1412,1290,2703,4088,3065,7161,3901,3476,7377,4700,4305,9003
125041493,82,27,68,88,45,73,116,0,0,0,3,0,3,0,0,0,42,61,103,50,95,151,82,100,188,677,662,1340,557,670,1224,570,601,1168,2870,2837,5710,2953,3077,6022,3225,3151,6375
125041494,32,21,35,48,14,42,47,0,0,0,0,0,0,0,0,0,17,27,45,24,36,58,18,49,72,209,214,421,204,224,428,122,117,241,1315,1321,2637,1433,1473,2911,1501,1570,3067
125041588,57,34,43,81,26,49,79,0,0,0,4,0,3,0,0,6,31,47,81,54,59,115,50,79,130,425,424,852,426,499,933,386,436,823,1544,1541,3087,1803,1824,3621,1985,1980,3964
125041589,92,48,61,111,23,47,75,0,0,3,3,3,10,0,0,0,64,70,132,81,111,190,77,81,164,618,600,1212,649,573,1219,444,442,885,2244,2061,4309,2403,2264,4666,2440,2403,4845
126011495,131,43,69,111,46,90,136,0,0,3,0,3,7,0,0,0,69,119,195,59,99,157,85,127,216,618,568,1188,389,392,781,430,446,868,4058,4038,8096,3867,3918,7784,4516,4438,8950
