SA2_MAINCODE_2016,C11_CF_NCu15DS_1000_1399,C11_CF_NCu15DS_1400_1799,C11_CF_NCu15DS_1800_2399,C11_CF_NCu15DS_2400_2999,C11_CF_NCu15DS_3000_3999,C11_CF_NCu15DS_4000ov,C11_CF_NCu15DS_NS,C11_CF_NCu15DS_Tot,C11_CF_NDCO_0_299,C11_CF_NDCO_300_449,C11_CF_NDCO_450_599,C11_CF_NDCO_600_799,C11_CF_NDCO_800_999,C11_CF_NDCO_1000_1399,C11_CF_NDCO_1400_1799,C11_CF_NDCO_1800_2399,C11_CF_NDCO_2400_2999,C11_CF_NDCO_3000_3999,C11_CF_NDCO_4000ov,C11_CF_NDCO_NS,C11_CF_NDCO_Tot,C11_CF_T_0_299,C11_CF_T_300_449,C11_CF_T_450_599,C11_CF_T_600_799,C11_CF_T_800_999,C11_CF_T_1000_1399,C11_CF_T_1400_1799,C11_CF_T_1800_2399,C11_CF_T_2400_2999,C11_CF_T_3000_3999,C11_CF_T_4000ov,C11_CF_T_NS,C11_CF_T_Tot,C11_1PF_Cu15DS_0_299,C11_1PF_Cu15DS_300_449,C11_1PF_Cu15DS_450_599,C11_1PF_Cu15DS_600_799,C11_1PF_Cu15DS_800_999,C11_1PF_Cu15DS_1000_1399,C11_1PF_Cu15DS_1400_1799,C11_1PF_Cu15DS_1800_2399,C11_1PF_Cu15DS_2400_2999,C11_1PF_Cu15DS_3000_3999,C11_1PF_Cu15DS_4000ov,C11_1PF_Cu15DS_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_0_299,C11_1PF_CU15_NDS_300_449,C11_1PF_CU15_NDS_450_599,C11_1PF_CU15_NDS_600_799,C11_1PF_CU15_NDS_800_999,C11_1PF_CU15_NDS_1000_1399,C11_1PF_CU15_NDS_1400_1799,C11_1PF_CU15_NDS_1800_2399,C11_1PF_CU15_NDS_2400_2999,C11_1PF_CU15_NDS_3000_3999,C11_1PF_CU15_NDS_4000ov,C11_1PF_CU15_NDS_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_0_299,C11_1PF_NCu15DS_300_449,C11_1PF_NCu15DS_450_599,C11_1PF_NCu15DS_600_799,C11_1PF_NCu15DS_800_999,C11_1PF_NCu15DS_1000_1399,C11_1PF_NCu15DS_1400_1799,C11_1PF_NCu15DS_1800_2399,C11_1PF_NCu15DS_2400_2999,C11_1PF_NCu15DS_3000_3999,C11_1PF_NCu15DS_4000ov,C11_1PF_NCu15DS_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_0_299,C11_1PF_NDCO_300_449,C11_1PF_NDCO_450_599,C11_1PF_NDCO_600_799,C11_1PF_NDCO_800_999,C11_1PF_NDCO_1000_1399,C11_1PF_NDCO_1400_1799,C11_1PF_NDCO_1800_2399,C11_1PF_NDCO_2400_2999,C11_1PF_NDCO_3000_3999,C11_1PF_NDCO_4000ov,C11_1PF_NDCO_NS,C11_1PF_NDCO_Tot,C11_1PF_T_0_299,C11_1PF_T_300_449,C11_1PF_T_450_599,C11_1PF_T_600_799,C11_1PF_T_800_999,C11_1PF_T_1000_1399,C11_1PF_T_1400_1799,C11_1PF_T_1800_2399,C11_1PF_T_2400_2999,C11_1PF_T_3000_3999,C11_1PF_T_4000ov,C11_1PF_T_NS,C11_1PF_T_T,C11_T_0_299,C11_T_300_449,C11_T_450_599,C11_T_600_799,C11_T_800_999,C11_T_1000_1399,C11_T_1400_1799,C11_T_1800_2399,C11_T_2400_2999,C11_T_3000_3999,C11_T_4000ov,C11_T_NS,C11_T_T,C16_CFNC_0_299,C16_CFNC_300_449,C16_CFNC_450_599,C16_CFNC_600_799,C16_CFNC_800_999,C16_CFNC_1000_1399,C16_CFNC_1400_1799,C16_CFNC_1800_2399,C16_CFNC_2400_2999,C16_CFNC_3000_3999,C16_CFNC_4000ov,C16_CFNC_NS,C16_CFNC_T,C16_CF_Cu15DS_0_299,C16_CF_Cu15DS_300_449,C16_CF_Cu15DS_450_599,C16_CF_Cu15DS_600_799,C16_CF_Cu15DS_800_999,C16_CF_Cu15DS_1000_1399,C16_CF_Cu15DS_1400_1799,C16_CF_Cu15DS_1800_2399,C16_CF_Cu15DS_2400_2999,C16_CF_Cu15DS_3000_3999,C16_CF_Cu15DS_4000ov,C16_CF_Cu15DS_NS,C16_CF_Cu15DS_Tot,C16_CF_Cu15NDS_0_299,C16_CF_Cu15NDS_300_449,C16_CF_Cu15NDS_450_599,C16_CF_Cu15NDS_600_799,C16_CF_Cu15NDS_800_999,C16_CF_Cu15NDS_1000_1399,C16_CF_Cu15NDS_1400_1799,C16_CF_Cu15NDS_1800_2399,C16_CF_Cu15NDS_2400_2999,C16_CF_Cu15NDS_3000_3999,C16_CF_Cu15NDS_4000ov,C16_CF_Cu15NDS_NS,C16_CF_Cu15NDS_Tot,C16_CF_NCu15DS_0_299,C16_CF_NCu15DS_300_449,C16_CF_NCu15DS_450_599,C16_CF_NCu15DS_600_799,C16_CF_NCu15DS_800_999,C16_CF_NCu15DS_1000_1399,C16_CF_NCu15DS_1400_1799,C16_CF_NCu15DS_1800_2399,C16_CF_NCu15DS_2400_2999,C16_CF_NCu15DS_3000_3999,C16_CF_NCu15DS_4000ov,C16_CF_NCu15DS_NS,C16_CF_NCu15DS_Tot,C16_CF_NDCO_0_299,C16_CF_NDCO_300_449,C16_CF_NDCO_450_599,C16_CF_NDCO_600_799,C16_CF_NDCO_800_999,C16_CF_NDCO_1000_1399,C16_CF_NDCO_1400_1799,C16_CF_NDCO_1800_2399,C16_CF_NDCO_2400_2999,C16_CF_NDCO_3000_3999,C16_CF_NDCO_4000ov,C16_CF_NDCO_NS,C16_CF_NDCO_Tot,C16_CF_T_0_299,C16_CF_T_300_449,C16_CF_T_450_599,C16_CF_T_600_799,C16_CF_T_800_999,C16_CF_T_1000_1399,C16_CF_T_1400_1799,C16_CF_T_1800_2399,C16_CF_T_2400_2999,C16_CF_T_3000_3999,C16_CF_T_4000ov,C16_CF_T_NS,C16_CF_T_T,C16_1PF_Cu15DS_0_299,C16_1PF_Cu15DS_300_449,C16_1PF_Cu15DS_450_599,C16_1PF_Cu15DS_600_799,C16_1PF_Cu15DS_800_999,C16_1PF_Cu15DS_1000_1399,C16_1PF_Cu15DS_1400_1799,C16_1PF_Cu15DS_1800_2399,C16_1PF_Cu15DS_2400_2999,C16_1PF_Cu15DS_3000_3999
115011553,9,12,20,12,24,11,5,92,3,0,0,0,4,3,8,8,8,11,8,4,54,20,4,4,8,14,45,49,105,101,164,64,25,599,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,10,3,0,0,0,24,0,0,0,0,0,4,3,0,7,0,0,5,23,3,0,0,0,0,5,0,5,5,3,0,0,26,3,3,0,3,0,17,7,16,15,7,0,3,78,29,10,10,14,17,71,67,166,175,223,100,48,929,10,0,5,3,5,12,21,32,19,31,27,12,180,3,0,0,0,0,7,3,15,9,9,9,3,59,15,3,0,3,9,17,31,67,66,108,73,9,399,8,5,0,3,0,9,5,23,11,16,11,8,95,10,0,0,0,0,4,3,15,3,14,8,4,59,30,9,4,5,10,36,48,112,97,142,98,22,617,0,0,0,0,0,0,0,0,0,0
115011554,11,4,25,19,20,21,7,131,0,0,3,3,3,11,4,13,5,8,7,7,68,12,3,15,8,10,34,36,81,62,101,94,23,482,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,3,7,0,3,0,3,0,0,15,0,0,0,0,3,13,4,6,8,3,0,0,38,18,3,14,13,16,49,37,99,77,125,110,32,595,6,3,0,3,3,4,13,13,7,16,15,3,79,3,0,0,0,3,6,4,12,9,11,8,5,67,5,4,0,0,3,10,9,39,22,50,55,4,209,6,3,4,4,5,10,10,15,11,14,24,4,103,7,0,0,3,0,13,5,15,11,13,8,3,75,20,10,4,11,15,30,30,86,49,86,101,18,455,0,0,0,0,0,0,0,0,0,0
115011555,27,24,42,35,45,36,7,246,8,3,0,0,5,21,13,28,17,26,31,7,167,42,9,9,14,17,82,75,187,124,247,252,48,1106,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,3,0,0,0,3,6,4,3,3,26,0,0,0,0,0,5,3,4,3,8,0,0,27,0,0,0,6,0,0,3,8,4,0,3,0,25,5,0,0,6,0,9,8,19,12,18,12,3,90,60,23,17,24,23,121,106,253,171,320,321,61,1495,21,3,4,13,3,25,25,43,25,51,50,19,268,13,0,3,3,0,15,7,15,20,31,33,3,139,19,11,4,3,10,25,23,82,77,142,143,27,575,9,3,0,6,0,16,19,42,21,36,45,15,209,3,3,0,3,10,11,10,36,15,35,18,9,162,51,15,10,19,21,66,62,178,135,236,240,55,1090,0,0,0,0,0,0,0,0,0,3
115011556,14,17,16,15,23,28,3,134,3,0,3,3,0,7,15,18,15,23,18,6,111,27,9,9,12,9,61,68,127,123,188,159,26,813,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,7,8,4,4,5,0,30,0,0,0,0,0,4,3,6,3,0,3,0,28,3,3,0,0,0,0,12,5,3,6,0,4,39,4,4,0,3,0,8,17,21,12,15,11,5,106,50,19,15,18,17,83,105,186,166,275,200,36,1168,21,7,3,8,9,11,25,30,31,39,49,10,238,3,0,0,0,3,6,14,9,11,16,20,8,90,16,5,7,3,3,31,34,89,69,124,102,15,486,9,4,3,0,5,15,18,26,7,26,19,4,137,10,0,0,3,10,14,4,12,4,16,19,17,104,30,4,13,8,16,58,70,141,99,174,154,41,810,0,0,0,0,0,0,0,3,0,0
115011557,5,6,16,16,40,20,3,125,0,0,0,0,0,6,7,9,12,25,22,14,94,13,3,4,13,12,30,44,99,82,174,158,34,667,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,3,0,7,0,0,23,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,3,3,7,3,0,21,0,0,0,3,3,7,3,8,5,19,9,0,64,20,3,10,18,19,48,49,123,106,219,204,39,853,11,0,4,0,4,15,12,10,16,25,28,8,137,0,0,0,0,0,10,10,12,11,15,20,4,80,15,4,3,3,4,14,22,44,33,74,75,7,307,14,0,0,6,5,18,5,25,19,15,23,7,133,6,0,0,0,4,7,8,17,15,9,26,0,87,33,8,3,5,12,43,42,96,76,123,147,18,606,0,0,0,0,0,0,3,0,0,0
115011558,37,41,56,45,83,69,24,426,16,5,8,9,11,27,29,52,25,58,34,17,282,73,26,24,36,37,145,159,307,255,504,316,85,1974,0,0,0,0,3,4,3,4,4,3,0,0,31,3,0,3,0,0,4,0,12,8,9,6,3,56,9,0,3,5,4,7,8,12,7,15,3,3,74,0,3,0,3,4,10,10,13,13,9,9,3,80,12,5,8,5,14,28,26,39,34,41,22,14,245,108,32,37,48,67,198,210,401,358,634,394,115,2608,42,13,11,11,15,34,30,57,46,75,51,20,394,20,3,3,6,5,17,26,38,53,54,57,14,299,32,6,5,6,10,41,61,134,109,236,210,29,894,33,9,6,10,13,26,39,77,65,78,61,12,430,15,5,4,11,15,24,38,41,27,41,32,14,267,101,26,25,32,42,112,162,292,250,418,365,68,1889,0,0,0,0,0,0,5,3,10,8
115011559,36,32,67,61,89,35,23,376,8,3,4,5,3,15,36,43,41,59,36,16,282,41,21,13,31,40,119,197,425,417,605,349,124,2392,3,0,0,0,5,3,4,0,3,6,0,0,32,3,5,0,3,0,7,3,20,14,25,6,3,98,3,0,3,0,3,4,8,8,9,3,3,0,46,6,3,4,0,3,14,9,9,7,3,3,4,58,13,3,3,6,10,26,24,37,33,39,17,14,224,69,30,31,52,71,186,279,548,537,763,418,164,3140,33,4,3,10,21,45,53,87,84,135,92,28,600,12,8,0,3,8,37,31,56,47,92,69,18,373,52,7,11,9,20,67,106,282,287,404,307,67,1621,30,3,13,12,13,35,32,81,69,117,70,19,492,15,9,7,9,16,39,31,74,38,57,49,21,373,114,25,31,33,57,182,198,493,445,677,495,117,2867,0,0,0,0,3,3,3,9,6,3
115021297,34,25,53,26,49,84,15,324,13,7,4,9,8,27,21,37,24,37,67,31,280,69,13,12,25,40,121,117,248,178,323,498,126,1780,0,0,0,0,0,0,8,3,3,9,3,0,29,7,3,0,0,3,3,10,13,7,3,21,10,74,0,0,0,0,0,5,3,4,8,6,8,3,45,4,0,4,3,3,6,3,10,4,14,5,3,51,16,8,3,3,11,16,26,32,18,31,33,14,203,128,25,26,42,65,175,181,355,253,432,653,191,2519,49,10,3,14,13,44,44,80,42,83,114,35,539,12,0,0,3,3,27,10,42,38,44,85,18,287,29,10,3,11,17,50,56,107,97,189,219,61,847,20,8,5,10,4,30,30,48,30,46,93,24,335,10,3,9,10,9,23,20,40,22,39,50,29,257,76,17,23,25,34,125,121,234,187,322,438,132,1733,0,0,0,0,0,0,0,0,3,0
115021298,5,10,8,5,12,17,3,63,11,0,0,0,3,4,3,13,5,11,12,12,76,22,3,3,3,6,30,37,57,47,82,98,25,409,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,10,0,3,0,0,0,0,3,3,0,0,0,3,10,0,0,0,0,0,0,3,0,3,0,0,3,18,3,4,0,0,0,0,4,11,3,8,8,4,49,34,9,5,7,9,42,50,78,67,115,121,45,586,12,5,0,3,3,3,9,16,16,28,33,10,137,0,0,0,0,0,5,3,11,3,16,22,3,67,0,3,3,3,9,10,6,30,25,56,49,14,209,0,0,0,4,4,6,7,9,3,12,18,0,61,3,5,0,3,5,7,9,15,4,11,4,4,65,12,6,7,8,13,22,28,60,44,92,92,29,410,0,0,0,0,0,0,0,3,0,0
115031299,3,5,3,4,0,4,0,26,0,0,0,0,0,0,0,0,4,0,0,3,14,0,0,0,6,4,15,23,33,22,17,16,14,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,4,3,0,14,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,3,0,7,3,19,0,0,0,4,4,7,7,3,3,7,5,8,43,4,0,3,10,17,32,45,60,42,44,32,31,321,8,3,3,4,10,11,19,26,16,18,3,10,130,0,0,0,0,0,3,5,3,3,3,0,0,19,0,0,0,0,4,4,14,37,14,13,8,7,113,0,0,0,0,0,0,3,3,3,3,0,4,17,0,0,0,0,3,0,4,10,3,4,3,0,22,0,0,0,0,11,7,30,56,21,28,9,13,175,0,0,0,0,0,0,0,0,0,0
115031300,43,46,65,40,30,21,18,303,15,5,3,18,19,43,55,61,38,40,38,18,356,46,26,9,45,70,203,266,489,307,355,213,110,2137,0,0,0,0,0,4,3,9,0,3,3,0,27,3,0,3,4,9,11,20,27,15,8,11,7,118,3,4,3,3,6,4,12,7,0,5,5,0,49,3,7,0,3,9,15,8,18,10,14,8,7,99,10,8,5,14,15,38,44,62,21,34,22,17,292,101,40,34,80,118,314,414,706,448,504,317,189,3265,49,13,14,24,33,88,82,152,123,124,91,41,826,9,0,3,4,12,20,32,70,40,44,27,14,278,26,8,3,17,19,78,126,300,218,214,128,54,1189,6,3,4,3,10,26,44,62,36,53,34,13,299,15,6,6,24,25,56,38,88,35,45,37,20,388,61,15,18,52,60,174,237,515,332,354,227,97,2155,0,0,0,3,0,6,6,3,3,0
115041301,8,8,22,4,15,13,5,89,4,0,0,7,4,19,19,27,15,13,7,12,128,13,8,3,14,27,78,94,158,123,128,119,53,817,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,4,7,8,4,3,3,8,56,0,0,0,0,0,0,0,5,0,0,0,0,12,3,0,3,3,0,0,8,6,5,5,5,3,37,5,0,3,3,0,13,14,28,11,14,10,7,109,35,18,6,25,38,114,135,230,181,173,172,90,1221,21,8,0,3,6,23,31,63,59,72,39,17,348,0,0,4,0,4,12,13,23,12,19,18,9,122,12,0,3,5,5,24,44,137,127,148,88,25,610,7,0,0,7,3,12,12,25,19,24,7,6,115,11,3,8,0,9,21,18,38,24,18,11,10,164,28,3,15,13,22,66,90,213,181,213,127,47,1010,0,0,0,0,0,3,0,4,5,0
115041302,18,31,53,38,77,34,16,286,12,4,0,4,11,21,17,42,25,60,31,18,257,47,12,4,23,36,127,177,360,398,677,331,120,2305,0,0,0,0,0,3,9,3,3,6,0,0,21,4,0,0,0,4,4,10,12,24,24,6,10,104,0,0,0,0,0,7,0,7,3,11,4,4,38,7,3,0,0,3,3,4,15,3,11,6,7,54,13,3,3,0,7,19,23,37,32,50,18,18,220,71,23,17,26,47,174,230,489,510,866,429,163,3044,25,8,6,15,12,32,38,83,67,159,96,24,558,8,4,3,3,3,27,34,87,66,113,67,24,448,34,11,12,13,15,72,111,258,289,469,257,54,1600,15,11,3,9,7,34,31,75,39,84,67,28,397,13,3,9,4,7,29,36,51,38,76,44,23,327,72,26,21,30,36,171,212,472,436,735,431,137,2771,0,0,0,0,3,0,5,0,7,0
116011303,12,19,22,3,13,0,3,96,12,4,0,3,3,21,16,24,13,11,7,6,114,24,17,7,21,28,103,164,258,128,86,23,36,897,0,0,3,0,0,6,5,0,0,0,0,0,12,7,0,3,0,0,4,12,16,6,4,0,3,60,0,0,0,0,0,3,10,3,3,3,0,0,29,0,0,0,4,3,7,9,11,3,4,7,9,51,7,3,3,4,5,23,30,31,11,13,9,13,150,39,26,17,33,44,173,284,413,210,141,45,75,1507,16,7,4,6,18,40,49,102,44,41,8,7,337,0,0,3,3,3,7,12,22,10,8,3,6,85,17,3,5,4,6,70,114,200,108,54,21,22,630,4,0,0,3,5,20,22,25,14,12,3,6,122,6,3,0,3,3,11,15,26,9,10,4,5,100,29,11,10,18,21,114,163,273,143,88,35,38,940,0,0,0,0,0,5,0,4,0,0
116011304,22,21,49,23,21,3,14,169,3,8,3,10,9,27,26,49,25,12,3,10,200,33,11,19,32,39,138,178,420,221,107,29,49,1272,0,0,0,0,0,3,3,3,3,0,0,0,16,4,0,0,3,3,14,12,20,7,3,0,5,88,3,0,3,0,3,9,7,7,0,0,0,0,37,3,0,0,6,3,14,15,20,10,6,3,9,91,12,3,8,8,16,42,44,54,25,10,3,22,235,55,15,27,53,61,217,292,608,308,153,46,79,1926,21,7,7,11,16,29,51,91,66,37,11,19,363,3,0,0,0,3,9,24,47,29,8,5,4,147,10,6,5,11,14,57,106,248,153,80,24,26,743,3,3,4,10,5,19,25,51,42,16,9,10,183,10,4,6,10,0,28,25,47,27,18,5,14,199,33,14,15,29,25,115,185,398,247,115,45,49,1271,0,0,0,0,0,3,4,4,0,0
116011306,42,32,58,49,38,16,19,294,17,5,0,9,10,38,32,55,44,41,22,14,292,39,20,10,43,51,181,198,453,330,220,96,67,1700,0,0,0,0,0,4,9,3,0,3,0,4,25,0,3,0,3,4,9,19,37,16,10,5,4,101,3,0,0,0,3,10,3,9,3,3,0,0,41,6,0,3,9,3,15,16,31,12,5,0,11,110,8,3,4,13,10,45,36,84,29,20,8,16,276,66,33,29,70,88,269,282,675,431,295,124,98,2453,37,5,8,12,24,40,55,121,105,99,35,24,563,13,4,3,8,6,22,51,45,40,39,21,5,253,17,4,0,8,19,61,110,329,224,219,81,30,1108,17,8,4,9,10,34,48,90,56,68,23,13,378,20,7,9,14,19,47,33,78,34,43,18,15,333,67,19,11,38,51,164,242,543,355,369,147,62,2074,0,0,0,0,0,3,3,3,3,0
116011307,44,39,54,35,29,13,5,268,12,9,6,14,14,34,36,66,33,28,10,17,289,58,24,18,46,68,201,261,576,398,275,76,97,2097,0,0,0,3,0,0,3,7,3,0,0,0,27,7,5,4,11,3,13,26,49,17,9,8,8,154,0,0,0,0,3,7,8,13,4,0,3,4,55,3,6,3,11,10,20,21,29,11,6,0,11,133,9,8,5,27,22,47,55,98,38,17,16,26,369,99,39,34,106,112,309,405,893,554,404,127,165,3244,25,15,9,18,24,64,76,144,106,129,34,22,667,10,7,0,3,11,30,45,58,43,37,10,7,262,34,5,17,13,22,74,172,369,251,214,74,39,1283,14,3,3,6,8,38,43,67,41,27,6,10,273,18,7,6,5,11,35,37,78,40,28,10,15,297,69,28,28,34,49,174,293,572,371,309,105,72,2106,6,0,0,0,0,3,4,5,7,0
116011308,27,32,63,50,23,17,13,267,14,6,10,8,9,35,29,40,30,17,5,23,238,50,25,23,44,64,187,223,508,403,202,93,77,1897,0,0,0,0,0,0,7,8,3,0,0,0,27,0,0,5,3,3,16,23,23,5,7,3,4,91,0,0,0,3,0,7,4,6,7,0,0,0,29,3,3,0,3,0,14,9,15,9,0,4,12,79,9,7,5,12,4,37,42,55,29,14,7,14,234,81,50,42,69,89,269,342,713,544,281,120,123,2715,38,17,9,9,14,45,66,139,88,70,31,27,549,8,4,0,0,7,15,27,55,34,32,17,5,208,35,5,8,8,24,68,148,385,232,168,71,38,1205,14,3,3,3,19,26,34,50,42,36,21,10,264,14,3,3,16,13,27,27,57,38,26,14,6,242,69,24,19,29,52,141,242,548,347,267,122,64,1917,0,0,0,0,0,4,0,3,4,0
116011560,15,25,28,11,21,13,0,137,3,4,5,4,5,15,14,29,13,17,3,7,117,24,10,8,16,22,91,158,293,127,98,37,47,932,0,0,0,0,0,3,0,7,0,0,0,0,17,5,0,0,0,6,13,17,17,11,13,0,0,83,0,0,0,0,3,4,0,6,0,3,0,3,25,3,0,3,6,4,12,4,18,4,6,0,5,63,9,0,3,8,13,39,22,51,16,18,0,10,185,37,12,21,31,48,163,230,411,179,142,54,67,1380,13,6,3,5,4,29,36,65,26,25,14,9,235,10,0,0,0,3,15,22,34,17,11,8,5,118,22,3,3,11,14,53,84,177,86,56,21,25,547,8,3,0,3,4,14,31,36,21,22,0,6,153,3,4,0,3,7,16,27,38,22,14,8,11,147,40,12,4,20,27,98,157,275,147,106,39,43,971,0,0,0,0,0,4,0,3,0,4
116011561,21,26,39,27,24,3,13,171,7,3,6,0,9,19,26,37,23,16,8,7,166,23,16,8,28,40,113,181,381,183,107,44,56,1190,0,0,0,0,0,3,0,0,3,0,0,0,10,0,0,0,5,9,15,4,23,14,0,3,0,75,0,0,0,0,0,7,3,10,5,4,0,3,33,3,3,3,0,6,16,14,16,5,3,3,5,77,3,5,3,5,11,44,26,51,28,6,3,14,202,48,33,17,48,68,194,254,570,264,148,71,97,1800,22,5,0,13,11,35,43,90,57,29,21,13,345,9,3,0,0,10,24,22,38,16,9,0,14,133,22,3,9,7,16,69,98,188,119,58,33,27,638,5,5,3,4,6,15,46,46,18,29,12,6,195,15,3,9,4,9,28,26,45,18,17,8,8,184,49,13,13,14,36,127,186,321,175,113,50,50,1148,7,0,0,0,0,3,7,3,0,0
116021309,25,29,46,45,76,26,18,281,8,0,4,3,7,14,17,38,43,46,11,13,204,48,8,19,22,34,140,177,350,381,510,158,78,1921,0,0,0,0,0,3,9,3,5,0,0,0,24,0,0,0,0,3,18,6,20,18,12,7,3,85,0,0,0,0,0,3,6,3,12,4,0,3,33,0,0,0,0,0,9,8,14,3,7,3,0,46,3,0,0,3,9,30,28,40,34,20,9,5,196,62,13,27,36,54,192,241,477,524,665,213,99,2594,30,3,3,9,7,20,33,86,53,88,48,23,406,5,0,3,3,5,33,32,51,54,46,31,12,275,36,10,4,10,18,58,85,234,209,258,108,41,1070,13,6,9,7,14,32,29,80,68,77,41,9,387,11,5,8,4,7,22,21,53,41,56,24,6,245,68,23,17,20,37,148,159,413,370,447,207,73,1973,0,0,0,0,0,4,0,3,3,3
116021310,17,15,30,56,79,40,22,286,5,3,0,0,5,15,19,38,48,82,29,15,259,31,13,10,20,24,94,184,464,648,1124,341,130,3086,0,0,0,0,5,4,5,0,4,4,0,0,18,0,0,0,3,3,9,15,28,23,24,4,3,111,3,0,0,0,0,9,3,4,11,13,5,0,48,5,4,0,3,0,13,7,15,15,19,0,10,94,12,6,0,6,5,33,27,51,47,56,10,10,264,58,26,13,29,44,158,261,646,928,1574,466,177,4390,39,13,6,22,15,42,61,184,199,278,125,37,1015,6,0,5,6,9,22,46,87,103,127,58,18,487,60,22,10,21,29,115,170,579,666,877,322,96,2972,23,3,3,4,6,25,29,98,83,115,74,18,492,12,3,10,0,5,30,37,70,64,88,52,22,379,106,35,26,33,48,185,278,833,913,1201,505,155,4327,0,0,0,0,0,3,3,10,4,3
116021312,12,7,11,8,7,4,8,73,4,3,3,4,8,14,11,23,17,7,6,10,108,21,4,17,9,26,55,83,171,129,81,33,37,665,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,10,8,12,8,3,3,3,53,0,0,0,0,0,3,0,4,0,0,0,0,8,3,0,0,0,0,4,11,8,3,3,0,3,44,4,0,3,6,0,16,31,28,18,3,3,7,115,35,16,22,24,37,99,136,252,191,118,47,54,1029,24,4,8,4,15,43,28,102,121,143,57,25,585,0,0,3,3,7,4,12,25,31,41,20,3,159,15,5,0,14,7,39,75,191,210,314,109,40,1027,3,3,0,0,0,16,16,28,35,48,23,3,166,3,3,0,9,10,15,14,31,16,35,17,16,170,25,10,7,23,17,77,119,276,295,437,164,64,1522,0,0,0,0,0,3,3,3,0,0
116021562,6,3,20,12,8,3,5,71,0,0,0,0,0,7,5,7,16,12,3,4,66,9,3,9,0,10,39,33,117,138,106,28,24,505,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,3,4,3,7,0,0,24,0,0,0,0,0,0,3,3,4,0,0,0,20,0,0,0,0,0,4,0,3,8,0,0,3,21,0,0,3,3,0,9,12,12,14,10,3,3,65,11,3,13,10,11,50,52,153,203,148,33,24,713,7,0,0,3,0,8,9,22,25,32,15,0,130,3,0,0,3,3,3,9,11,5,4,3,0,43,7,0,4,4,3,16,21,77,68,68,22,10,296,0,0,0,0,0,0,11,17,11,10,11,10,76,4,0,0,3,3,6,8,20,19,12,3,3,75,8,0,6,11,4,24,43,123,101,94,37,28,492,0,0,0,0,0,0,0,3,0,0
116021563,25,34,77,61,48,11,15,300,10,0,3,8,12,39,37,76,43,31,10,17,286,49,12,22,34,57,178,249,673,517,374,85,109,2355,3,0,0,4,0,8,9,9,4,0,0,0,33,0,3,0,5,3,22,20,26,15,10,0,8,109,3,3,0,3,0,7,15,21,10,7,3,0,78,3,3,3,4,5,15,13,16,14,5,0,4,93,11,5,8,14,7,48,61,75,34,21,6,12,309,76,33,33,71,86,272,392,936,748,546,115,154,3452,26,3,12,12,23,42,72,156,140,90,38,21,637,8,3,0,0,4,30,45,62,45,33,14,13,257,39,15,4,7,15,81,175,428,325,232,84,48,1452,17,7,3,12,14,35,40,75,44,57,31,12,342,18,10,7,4,18,28,39,76,43,32,10,10,293,79,27,15,25,52,180,297,636,464,355,142,85,2349,0,0,0,0,3,8,8,7,3,3
116031313,21,17,27,5,3,0,5,105,8,3,3,12,20,30,31,39,6,11,0,16,180,25,6,16,31,43,159,222,257,57,35,9,43,894,0,0,0,0,5,3,10,8,0,0,0,3,34,3,0,3,10,7,23,42,17,3,3,0,4,118,0,0,0,7,9,7,4,9,0,3,0,0,39,5,3,0,3,10,21,15,12,3,3,0,3,93,10,7,9,19,29,52,71,51,7,7,0,16,275,47,17,30,60,94,264,377,356,73,58,15,74,1466,10,9,8,14,19,65,71,66,19,13,4,13,306,3,0,0,3,4,14,39,31,14,9,4,8,127,15,6,4,3,10,66,107,123,31,19,0,18,402,3,0,0,4,5,26,22,16,4,6,0,4,99,13,6,3,8,12,32,35,40,14,3,0,9,174,29,7,11,16,28,138,210,210,62,37,5,40,803,0,0,0,0,0,7,7,0,3,0
