SA2_MAINCODE_2016,C06_PI_S_R225_274,C06_PI_S_R275_349,C06_PI_S_R350_449,C06_PI_S_R450_549,C06_PI_S_R550_649,C06_PI_S_R650m,C06_PI_S_R_NS,C06_PI_S_R_Tot,C06_AI_NS_R0_74,C06_AI_NS_R75_99,C06_AI_NS_R100_149,C06_AI_NS_R150_199,C06_AI_NS_R200_224,C06_AI_NS_R225_274,C06_AI_NS_R275_349,C06_AI_NS_R350_449,C06_AI_NS_R450_549,C06_AI_NS_R550_649,C06_AI_NS_R650m,C06_AI_NS_R_NS,C06_AI_NS_R_Tot,C06_Tot_R0_74,C06_Tot_R75_99,C06_Tot_R100_149,C06_Tot_R150_199,C06_Tot_R200_224,C06_Tot_R225_274,C06_Tot_R275_349,C06_Tot_R350_449,C06_Tot_R450_549,C06_Tot_R550_649,C06_Tot_R650m,C06_Tot_R_NS,C06_Tot_R_Tot,C11_N_inc_R0_74,C11_N_inc_R75_99,C11_Ne_Ni_inc_R100_149,C11_Ne_Ni_inc_R150_199,C11_Ne_Ni_inc_R200_224,C11_Ne_Ni_inc_R225_274,C11_Ne_Ni_inc_R275_349,C11_Ne_Ni_inc_R350_449,C11_Ne_Ni_inc_R450_549,C11_Ne_Ni_inc_R550_649,C11_Ne_Ni_inc_R650m,C11_Ne_Ni_inc_R_NS,C11_N_inc_R_Tot,C11_1_149_R0_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650m,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R0_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650m,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R0_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650m,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R0_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650m,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R0_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650m,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R0_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650m,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R0_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650m,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R0_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650m,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R0_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650m,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R0_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650m,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R0_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650m,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R0_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649
112031252,6,5,0,0,0,0,0,50,3,0,0,3,0,3,0,0,0,0,0,8,26,146,17,102,129,76,88,54,11,5,0,0,23,653,3,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,5,0,0,0,0,0,0,0,3,4,16,3,11,6,7,3,3,4,0,0,0,3,61,17,0,11,19,10,7,9,0,0,0,0,8,71,12,0,19,20,9,23,12,4,0,0,0,6,98,8,0,0,6,0,11,13,5,0,0,0,3,48,24,0,4,8,14,14,22,8,0,0,0,0,98,9,7,3,3,8,11,22,7,0,0,0,0,78,10,0,0,6,4,6,17,8,0,0,0,4,53,0,0,0,4,3,4,9,11,0,0,0,0,31,4,0,0,4,7,8,16,11,3,0,0,0,52,0,0,0,3,0,0,7,4,0,0,0,0,11,0,0,0,0,0,0,4,3,4,0
112031253,23,19,4,0,0,0,3,81,3,3,3,12,3,10,6,6,0,0,0,3,40,77,33,96,176,167,296,278,80,4,4,5,40,1274,0,0,0,0,0,8,3,4,0,0,0,3,24,3,3,3,4,0,0,6,5,0,0,0,3,21,4,6,11,9,6,21,4,8,0,0,0,0,74,13,8,20,8,9,17,29,11,3,0,0,5,123,0,0,11,18,10,29,50,29,3,0,4,4,150,3,0,9,5,6,10,20,21,0,0,0,5,74,0,0,0,19,5,25,46,62,3,0,0,5,167,9,0,4,3,8,22,50,48,4,0,0,0,145,3,0,5,0,6,20,48,59,3,0,3,3,154,6,0,0,3,3,19,30,52,3,0,0,0,119,5,0,0,0,0,12,29,69,17,0,0,3,135,0,0,0,3,0,3,12,39,8,3,0,0,81,3,0,0,0,0,0,9,23,6,3
112031254,27,22,10,0,0,0,4,103,6,0,5,17,13,13,15,8,0,0,3,15,91,169,52,198,446,306,480,284,109,26,5,8,71,2156,8,0,0,0,4,8,12,4,0,0,0,5,48,0,5,7,0,3,9,10,4,0,0,0,3,39,16,24,16,16,12,22,23,8,0,0,0,6,150,13,37,39,27,19,45,36,19,0,0,0,14,252,8,14,26,34,35,81,81,24,8,0,3,9,320,6,0,26,19,13,26,49,14,3,0,3,0,155,6,13,10,24,29,58,107,52,8,0,0,6,309,6,0,11,10,19,47,102,49,13,0,3,7,270,3,0,3,6,12,39,89,57,12,0,4,4,229,3,0,0,5,5,15,65,51,13,4,7,0,178,4,0,3,4,7,16,59,64,16,7,0,6,179,3,0,0,0,3,0,29,36,9,0,0,0,83,0,0,0,0,0,3,12,18,20,0
112031550,21,29,9,0,0,3,6,84,3,3,9,8,3,3,5,0,0,0,0,4,39,53,28,86,169,198,271,295,82,7,0,9,39,1229,0,0,0,0,0,0,5,0,0,0,0,0,8,0,3,0,0,0,3,0,0,0,0,0,0,17,8,20,10,9,5,6,4,3,0,0,0,7,73,8,29,17,11,4,8,23,12,0,0,0,7,116,8,3,10,17,11,17,35,14,0,0,0,4,115,0,0,17,4,3,14,13,14,0,0,0,3,71,3,0,8,12,6,28,49,31,4,0,0,0,134,5,0,0,3,7,8,39,40,4,3,3,4,118,3,0,3,4,0,8,58,55,4,0,0,0,142,3,0,0,3,3,15,29,42,13,0,0,3,114,4,0,0,3,0,6,30,42,19,4,0,3,110,0,0,3,0,0,4,15,31,6,0,0,0,62,0,0,0,0,0,0,0,13,8,0
112031551,0,3,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,11,5,22,8,28,11,7,0,0,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,3,5,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,12,6,3,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0
112031552,18,15,4,0,0,0,3,50,8,0,7,3,0,3,7,0,0,0,0,6,34,137,47,103,160,90,176,205,53,9,3,4,37,1033,3,3,0,0,0,3,0,3,3,0,0,0,17,0,0,9,0,3,0,4,0,0,0,0,4,18,8,26,15,13,3,3,3,5,0,0,0,3,83,8,34,24,10,4,15,19,13,0,0,4,3,140,0,4,20,20,5,12,26,20,0,0,0,3,112,4,0,17,11,11,6,19,12,0,0,0,3,81,3,4,10,15,4,22,49,36,7,6,3,7,160,3,0,3,12,13,9,40,31,8,0,0,3,118,0,0,3,0,4,11,30,35,10,4,0,4,108,0,0,3,4,3,3,17,36,7,0,0,3,74,0,0,0,0,0,3,19,51,7,0,0,0,86,0,0,0,0,0,3,7,20,8,0,0,0,39,0,0,0,0,0,0,6,11,0,0
113011256,24,9,0,0,0,3,6,149,15,3,22,13,4,0,0,0,0,0,3,13,85,223,106,438,549,307,223,69,6,9,5,18,82,2035,3,0,8,11,3,3,0,0,0,0,0,4,40,8,0,8,3,5,3,0,0,0,0,0,0,29,22,23,45,41,10,12,0,0,0,0,0,8,158,30,38,50,38,16,7,7,0,0,0,0,9,197,14,11,46,58,39,26,3,3,0,0,3,3,204,9,5,31,29,5,8,4,3,0,0,0,0,92,11,7,38,82,44,42,7,3,0,0,0,8,245,7,0,31,56,35,41,7,7,0,0,0,4,188,14,3,22,52,48,41,26,13,0,0,0,4,211,8,0,23,30,19,54,27,8,0,0,0,4,173,9,0,14,37,34,73,22,12,0,0,3,6,207,4,0,3,10,18,24,22,11,0,0,0,0,91,0,0,5,6,11,14,20,14,0,0
113011257,0,3,0,0,0,0,5,98,16,6,4,6,3,0,0,0,0,0,0,10,51,468,77,312,275,61,19,9,3,0,0,13,70,1307,9,0,3,7,0,0,0,0,0,0,0,0,23,3,0,3,6,0,0,0,0,0,0,0,0,9,12,3,15,15,0,3,3,0,0,0,0,0,54,34,16,31,22,3,4,0,0,0,0,0,7,118,30,4,22,39,9,0,0,0,0,0,0,8,115,10,0,8,4,4,0,0,0,0,0,0,4,36,30,5,28,44,14,3,0,0,0,0,0,8,141,36,5,21,39,13,7,0,0,0,0,0,12,140,36,3,27,34,10,3,3,0,0,0,0,4,128,40,3,17,14,12,7,0,0,0,0,0,3,99,53,4,17,18,11,9,4,0,0,0,0,6,118,22,0,10,15,8,7,0,0,0,0,0,4,67,16,0,3,10,4,0,3,0,0,0
113011258,4,0,0,0,0,0,0,47,13,6,9,7,0,0,0,0,0,0,0,8,38,179,86,236,331,76,21,6,0,0,0,4,23,964,0,3,3,3,0,0,3,0,0,0,0,0,15,0,0,5,5,3,0,0,0,0,0,0,0,12,8,15,12,15,4,3,0,0,0,0,0,3,57,18,11,33,29,13,0,0,0,0,0,0,3,118,10,5,11,46,19,7,0,0,0,0,0,3,98,8,3,14,17,5,3,0,0,0,0,0,3,52,10,3,22,49,15,13,3,0,0,0,4,5,125,10,4,16,25,19,6,3,0,0,0,0,7,88,9,3,13,29,20,8,4,0,0,0,0,4,92,8,0,8,23,26,5,3,0,0,0,0,0,74,8,0,5,32,14,5,6,0,0,0,0,0,73,0,0,7,10,4,6,8,0,0,0,0,0,41,3,0,7,11,3,3,0,0,0,0
113011259,0,0,0,0,0,0,0,38,7,6,7,0,0,0,0,0,0,0,0,3,23,162,79,247,59,17,3,5,0,0,0,3,17,593,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,3,0,14,7,0,17,3,0,0,0,0,0,0,0,5,38,13,16,36,19,0,3,0,0,0,0,0,6,90,11,4,34,20,6,3,0,0,0,0,0,3,82,6,0,15,13,4,0,0,0,0,0,0,0,40,12,3,22,23,3,3,0,0,0,0,0,0,66,10,9,17,15,3,0,0,0,0,0,0,5,58,13,7,15,15,0,3,0,0,0,0,0,3,49,6,0,0,3,3,3,0,3,0,0,0,4,25,8,0,5,16,0,3,0,0,0,0,0,0,38,3,0,3,0,0,3,0,0,0,0,0,0,13,5,0,3,3,0,3,0,0,0,0
113021260,0,0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,6,89,40,133,48,12,3,3,0,3,0,0,21,347,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,6,4,5,6,8,0,0,0,0,0,0,0,0,23,9,3,8,0,0,0,0,0,0,0,0,3,23,11,3,4,12,3,0,0,0,0,0,0,0,37,3,0,3,3,3,0,0,0,0,0,0,0,13,5,3,10,12,3,0,0,0,0,0,0,3,36,4,0,4,10,5,3,0,0,0,0,0,0,29,3,0,6,12,3,0,0,0,0,0,0,0,26,5,0,4,16,3,6,3,0,0,0,0,0,34,10,3,8,7,7,3,0,0,0,0,0,0,33,4,0,3,0,0,3,0,0,0,0,0,0,14,5,0,3,4,0,0,3,0,0,0
113021261,0,0,0,0,0,0,3,45,3,3,8,7,0,0,0,0,0,0,4,5,29,91,68,233,182,51,28,8,4,3,3,9,24,706,0,0,3,0,0,0,0,0,0,0,0,0,12,3,0,3,3,3,3,3,0,0,0,0,3,20,9,4,18,10,3,0,0,0,0,0,0,3,57,16,15,15,26,9,3,0,0,0,0,0,3,92,9,9,12,32,11,0,0,0,0,0,0,0,75,4,3,18,10,4,3,0,0,0,0,0,3,48,0,0,12,30,18,13,0,0,0,0,0,0,88,4,0,13,23,8,4,4,0,0,0,0,0,57,0,0,8,25,17,14,3,0,0,0,0,0,72,0,0,5,11,7,12,14,0,0,0,0,0,57,0,3,7,12,15,13,10,3,0,0,0,0,62,0,0,0,3,5,13,8,0,0,0,0,0,33,0,0,0,5,3,4,8,0,0,0
113021262,0,0,0,0,0,0,4,19,3,0,0,0,0,0,0,0,0,0,0,0,7,164,42,133,44,4,4,3,0,5,0,11,20,434,3,0,0,0,0,0,0,0,0,0,0,3,13,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,8,10,5,0,0,0,0,0,0,0,22,8,7,12,7,0,0,0,0,0,0,0,0,31,7,0,13,13,3,0,0,0,0,0,0,0,44,3,0,11,6,0,0,0,0,0,0,0,0,26,16,4,5,9,4,0,0,0,0,0,0,0,45,9,0,13,7,7,3,0,0,0,0,0,0,33,13,0,6,8,8,3,0,0,0,0,0,0,37,11,3,7,5,0,3,0,0,0,0,0,0,33,13,0,5,4,4,3,0,0,0,0,0,3,41,7,0,0,0,0,5,0,0,0,0,0,0,18,15,0,4,3,0,0,3,0,0,0
113031263,0,0,0,0,0,0,0,31,10,0,11,0,0,0,0,0,0,0,0,3,25,165,71,224,148,24,8,0,0,0,0,12,18,663,0,0,6,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,9,13,11,11,9,0,4,0,0,0,0,4,3,61,12,30,28,16,4,3,0,0,0,0,0,3,103,0,7,22,34,5,4,3,0,0,0,0,4,80,8,7,20,12,7,8,0,0,0,0,0,0,64,8,3,25,23,10,3,3,0,0,0,0,0,74,9,0,11,15,7,5,4,0,0,0,3,0,59,5,0,6,19,8,0,0,0,0,0,0,3,39,4,0,6,15,4,3,3,0,0,0,0,0,43,10,0,7,7,3,7,6,0,0,0,0,0,39,4,0,0,4,0,7,3,0,0,0,0,0,22,7,0,0,0,0,3,3,0,0,0
113031264,0,0,0,0,0,0,3,26,0,0,6,0,0,0,0,0,0,0,0,0,13,101,25,114,38,6,0,4,0,0,0,4,19,310,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,4,16,14,6,15,3,3,0,0,0,0,0,0,0,41,4,3,4,6,9,0,0,0,0,0,0,0,33,3,0,3,3,3,0,0,0,0,0,0,0,21,9,4,3,9,5,0,0,0,0,0,0,0,42,10,0,6,3,0,0,0,0,0,0,0,0,27,9,0,3,12,3,0,0,0,0,0,0,0,23,7,0,0,12,3,0,0,0,0,0,0,3,29,4,0,0,4,5,0,0,0,0,0,0,0,24,5,0,3,4,3,0,0,0,0,0,0,0,15,3,0,0,0,4,3,0,0,0,0
113031265,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,4,12,101,45,142,71,13,0,0,0,0,0,0,28,402,3,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,10,4,3,10,3,4,3,0,0,0,0,0,5,39,12,12,23,10,10,3,0,0,0,0,0,3,67,4,0,9,7,8,3,0,0,0,0,0,0,46,3,0,9,14,3,0,0,0,0,0,0,0,25,12,3,4,13,8,8,4,0,0,0,0,0,50,0,3,9,16,8,0,0,0,0,0,0,0,40,5,0,5,3,5,8,3,0,0,0,0,3,35,9,0,0,14,7,3,0,0,0,0,0,0,37,10,0,3,4,8,3,3,0,0,0,0,0,26,3,0,3,3,3,0,0,0,0,0,0,0,13,3,0,0,3,0,0,0,0,0,0
113031266,0,0,0,0,0,0,3,20,4,5,3,0,0,0,0,0,0,0,0,3,19,161,78,180,99,10,0,0,0,0,0,3,24,556,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,3,15,5,11,4,0,0,0,0,0,0,0,4,42,27,18,24,17,3,0,0,0,0,0,0,5,93,13,9,32,22,3,0,0,0,0,0,3,3,78,16,5,20,9,0,0,0,0,0,0,0,0,48,9,0,9,32,10,0,0,0,0,0,0,0,66,9,0,22,13,0,0,0,0,0,0,0,6,51,10,6,4,15,8,4,0,0,0,0,0,0,43,3,3,3,11,0,0,0,0,0,0,0,0,27,6,0,3,6,5,3,0,0,0,0,0,4,36,5,0,0,10,0,3,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0
113031267,25,6,0,0,0,0,0,90,3,0,7,8,6,3,4,0,0,0,0,5,33,108,84,350,299,206,190,78,31,3,3,16,30,1392,0,0,4,3,0,4,3,3,0,0,0,0,18,3,0,4,3,3,0,4,0,0,0,0,4,19,6,8,17,20,3,6,7,3,0,0,0,9,82,15,16,32,33,4,15,3,6,0,0,3,6,128,0,4,25,38,21,19,18,3,0,0,0,8,140,4,0,12,14,11,6,9,0,0,0,0,0,59,4,3,11,53,21,38,34,5,0,0,0,4,176,3,0,10,25,15,39,31,3,0,0,0,0,134,3,0,7,34,6,33,61,14,8,0,0,5,175,0,0,6,18,9,28,39,18,3,0,0,0,116,7,0,3,19,12,36,37,43,7,0,0,3,163,3,0,0,3,6,13,25,31,13,0,0,0,102,0,0,3,0,6,7,13,30,9,3
113031268,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,20,28,34,56,19,4,0,0,0,13,188,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,0,3,3,0,0,0,0,0,0,0,13,3,0,0,0,0,7,7,6,0,0,0,0,22,0,0,0,0,0,3,3,3,0,0,0,0,16,0,0,3,0,0,3,6,3,0,0,0,0,20,0,0,0,0,3,13,7,6,0,0,3,0,33,0,0,0,0,0,0,8,3,0,3,0,0,20,0,0,3,0,0,3,8,7,3,0,0,0,30,0,0,0,0,0,6,7,3,0,0,0,0,18,0,0,0,0,3,0,3,0,0,0
113031269,25,11,4,0,0,0,3,152,15,10,15,12,5,3,0,0,0,0,3,17,79,256,135,541,473,274,294,117,20,0,5,17,68,2194,3,0,3,3,0,3,5,0,0,0,0,3,24,6,4,8,0,3,4,0,0,0,0,0,3,38,28,45,27,33,9,16,3,0,0,0,3,10,167,15,53,54,34,11,18,16,0,0,0,0,6,206,5,9,38,48,17,45,25,3,0,0,3,4,203,4,3,38,30,8,18,21,7,0,0,0,0,128,3,7,37,68,32,48,44,5,0,0,0,14,264,8,0,15,36,29,51,62,15,0,0,0,3,223,5,3,6,29,27,57,68,36,0,0,0,4,239,6,0,9,17,26,43,50,28,4,0,0,3,186,3,0,4,14,32,47,87,55,3,0,0,4,261,3,0,3,6,13,37,39,26,7,0,3,0,146,3,0,0,3,8,8,15,22,8,0
113031270,27,22,4,0,0,0,0,156,10,12,20,13,3,0,0,0,0,0,0,14,76,250,145,656,566,245,235,119,26,3,0,17,76,2337,3,0,0,12,7,0,4,0,0,0,0,3,34,6,4,3,11,4,3,0,0,0,0,0,0,40,20,28,29,29,10,25,3,3,3,0,0,4,156,34,46,48,50,14,17,9,0,0,0,0,3,215,10,12,33,55,28,33,16,0,3,0,0,5,212,5,5,25,28,14,19,14,3,0,0,0,4,116,9,6,27,88,43,54,28,7,3,0,0,11,292,9,4,12,54,32,73,38,6,3,0,0,4,230,10,3,10,26,34,64,51,13,3,0,0,9,224,3,0,6,18,27,48,47,19,3,0,3,8,172,4,3,5,23,20,46,67,16,3,0,0,5,196,0,0,0,15,20,22,33,13,0,0,3,0,108,3,3,0,3,3,15,16,22,5,3
113031271,0,4,0,0,0,0,0,46,9,0,3,0,0,0,0,0,0,0,0,11,23,283,52,227,143,47,29,9,3,0,0,0,45,841,3,0,4,3,3,3,0,0,0,0,0,4,20,3,0,3,3,0,0,0,0,0,0,0,3,14,11,5,5,9,9,4,4,0,0,0,0,3,51,32,10,11,12,9,4,0,0,0,0,3,0,85,13,3,22,24,9,9,4,0,0,0,0,3,88,14,4,11,17,7,0,0,0,0,0,0,3,59,30,10,17,24,13,13,4,0,0,0,3,3,116,22,4,5,29,13,17,9,0,0,0,0,4,101,20,0,10,16,11,10,13,0,0,0,0,3,87,8,0,14,11,12,10,3,8,0,0,0,0,67,20,10,9,5,12,13,16,3,0,0,0,0,94,14,0,0,4,5,14,3,5,0,0,0,0,43,4,0,5,5,3,3,3,4,0,0
114011272,12,0,0,0,0,0,0,47,0,0,4,0,5,3,0,0,0,0,0,0,11,102,14,75,87,79,141,33,17,0,0,3,23,572,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,12,7,3,3,7,0,4,0,0,0,0,0,4,30,13,8,8,8,8,3,3,3,0,0,0,0,54,6,0,9,17,9,12,7,6,0,0,0,0,67,0,0,3,3,5,4,11,0,0,0,0,3,23,6,0,3,3,4,13,12,0,0,0,0,4,48,3,0,3,3,8,20,18,5,0,0,0,0,69,6,0,0,3,10,9,19,5,0,0,0,3,56,3,0,0,7,0,11,6,9,0,0,0,4,43,7,0,0,4,3,14,7,5,0,0,3,0,47,11,0,0,0,0,6,14,7,0,0,0,0,37,4,0,0,0,0,3,3,0,0,0
114011273,3,0,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,4,15,3,15,77,61,57,10,3,0,0,4,11,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,16,0,0,0,7,3,9,3,0,0,0,0,0,21,0,0,5,3,3,13,10,3,0,0,3,0,38,0,0,0,3,3,12,4,0,0,0,0,0,22,5,0,0,4,4,15,9,0,0,0,0,3,42,0,0,0,0,3,10,6,3,0,0,0,0,26,0,0,0,0,3,11,15,9,0,0,0,0,37,0,0,0,0,0,8,7,3,0,0,0,0,20,3,0,0,0,0,7,14,5,0,0,0,0,25,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,3,0,3,0,0
114011274,0,3,0,0,0,0,0,29,0,0,0,5,0,0,0,0,0,0,0,3,12,49,14,75,181,61,42,9,0,0,0,0,19,444,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,13,3,0,7,6,0,3,0,0,0,0,0,0,27,3,0,13,17,7,11,3,0,0,0,0,3,55,0,0,4,13,13,9,3,0,0,0,0,0,49,3,0,8,4,4,7,0,0,0,0,0,0,29,8,0,3,12,18,23,5,0,0,0,0,0,61,6,0,3,11,7,10,11,0,0,0,0,4,53,3,0,0,11,7,15,13,0,0,0,0,0,51,3,0,0,5,3,10,9,0,0,0,0,0,31,5,0,0,3,6,10,7,3,0,0,0,0,32,0,0,0,0,0,4,3,3,0,0,0,0,13,0,0,0,0,0,3,3,0,0,0
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,9,7,0,0,0,0,0,25,0,0,0,3,3,3,0,0,0,0,0,0,12,42,7,54,137,75,69,32,11,5,0,7,16,450,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,4,4,0,0,0,0,0,0,0,0,10,3,4,4,0,3,3,0,0,0,0,0,0,26,3,6,3,8,3,5,3,0,0,0,0,0,36,3,0,5,19,10,10,8,4,0,0,0,0,60,4,3,0,4,4,12,0,0,0,0,0,0,25,0,0,0,5,5,14,9,6,0,0,0,0,46,0,0,3,11,8,12,13,3,0,0,0,0,49,0,0,3,9,3,13,7,0,0,0,0,0,40,0,0,0,0,6,9,13,12,0,0,0,0,34,0,0,0,0,3,14,15,10,7,3,0,3,52,3,0,0,0,3,3,3,4,0,0,3,0,25,0,0,0,3,3,0,3,3,3,0
114011277,16,7,0,0,0,0,0,94,9,4,10,10,3,3,0,0,0,0,0,11,49,151,81,311,441,197,147,55,4,3,0,3,42,1429,0,0,0,3,0,0,0,0,0,0,0,3,16,3,8,4,5,0,3,0,0,0,0,0,0,22,12,10,22,13,6,11,6,0,0,0,0,7,91,14,24,24,36,19,17,15,0,0,0,0,4,148,9,5,39,41,17,36,21,3,0,0,0,5,174,3,3,30,24,8,16,12,0,0,0,0,0,91,3,0,12,47,32,45,37,7,0,0,0,6,182,3,0,13,40,33,31,29,9,0,0,4,4,161,6,0,6,12,26,31,39,7,3,0,0,0,131,0,0,3,13,19,28,30,5,3,0,0,3,102,6,0,3,10,21,23,35,7,0,0,0,0,109,3,0,0,7,13,11,14,13,0,3,0,0,68,3,0,0,0,3,13,9,5,0,3
