SA2_MAINCODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
114021284,59,575,364,3977,143,5122,0,3,0,7,0,9,59,3,7,6,0,79,20,8,3,4,0,39,122,47,24,47,3,236,1120,514,335,2916,105,4992,13,0,3,0,0,23,31,17,8,28,0,92,132,34,23,250,14,449,45,17,8,29,0,102,27,0,3,4,0,35,24,9,0,3,0,36,161,106,58,1200,30,1558,145,35,9,118,3,310,10,0,0,0,0,8,16,8,0,20,0,40,3,0,0,4,0,5,30,5,6,16,0,58,6,7,4,0,0,16,56,25,9,13,0,100,42,15,4,18,0,80,23,11,3,7,0,40,299,148,80,804,22,1354,23,0,0,0,4,30,28,5,0,3,0,34,38,3,3,3,0,45,11,0,0,5,0,15,3,0,0,0,0,3,0,0,0,0,0,0,23,13,8,30,0,70,303,92,51,103,17,563,41,32,7,196,625,901,2451,1038,615,7229,884,12226,39,508
114021285,29,294,201,2069,58,2652,0,0,0,4,0,8,4,0,4,0,0,5,14,0,0,0,0,12,35,16,8,23,3,85,500,238,155,1233,50,2172,7,0,3,0,0,15,3,0,0,14,0,18,56,18,8,120,5,206,21,3,0,5,0,35,21,7,0,4,0,43,9,0,0,4,0,12,88,48,30,355,18,536,46,23,4,47,0,124,0,0,0,0,0,0,10,0,0,0,0,10,8,3,0,0,0,11,32,11,3,13,3,69,10,6,4,3,0,23,17,16,4,3,0,35,22,3,0,8,7,37,3,0,3,8,0,14,106,46,33,270,11,468,17,4,0,7,0,29,8,0,3,4,0,17,13,5,5,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,16,3,40,118,32,16,50,10,225,20,3,7,80,152,260,1017,471,303,3357,281,5434,30,247
114021286,54,329,283,2763,69,3499,0,0,0,7,0,6,22,0,0,15,0,39,15,0,0,0,0,18,72,21,10,29,7,138,585,285,258,1827,61,3016,13,0,0,0,0,15,12,7,0,16,0,38,94,30,7,154,4,290,50,17,4,27,0,97,15,3,0,7,0,32,13,3,3,0,0,16,116,72,33,691,10,921,67,20,9,79,4,185,0,0,0,0,0,0,5,0,0,9,0,13,6,0,0,0,0,7,12,5,3,14,0,40,11,7,4,3,6,29,30,16,7,0,0,49,46,9,7,14,3,73,12,0,3,8,0,27,151,70,44,493,7,759,12,0,0,4,0,16,4,5,3,4,0,14,6,0,0,8,0,20,0,3,0,0,0,7,13,0,0,0,0,13,8,0,0,0,0,8,25,8,3,11,0,45,196,44,43,74,17,369,28,20,10,148,338,543,1383,590,439,4808,480,7707,43,326
114021287,35,315,218,2977,102,3649,0,4,0,14,0,15,151,4,0,8,3,174,9,0,0,3,0,11,59,16,9,22,3,105,566,246,191,2003,70,3075,15,0,0,0,0,15,10,3,0,24,0,36,65,16,14,125,3,226,24,4,0,14,0,45,19,0,0,0,0,26,11,0,0,0,0,11,94,40,25,661,9,832,62,21,3,55,6,151,9,0,5,0,0,11,0,8,0,0,0,7,0,0,0,0,0,0,12,0,3,7,0,29,15,9,4,0,10,33,28,14,10,4,3,61,41,7,3,12,3,60,9,0,3,8,0,24,126,81,51,471,9,744,8,0,0,0,0,10,7,6,0,0,0,14,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14,14,4,0,16,0,42,158,50,20,57,10,298,30,12,9,136,390,569,1341,515,352,5060,580,7843,42,346
114021288,14,186,134,1281,34,1643,0,0,0,3,0,3,3,0,3,3,0,13,11,3,0,0,0,18,34,15,8,9,0,63,275,139,114,842,29,1403,0,3,0,0,0,4,7,0,0,10,0,11,50,18,9,63,0,135,3,3,0,0,0,8,15,3,3,3,0,20,6,0,0,0,0,7,59,36,16,300,12,421,27,8,6,28,0,67,0,0,0,0,0,0,0,3,3,3,0,12,5,3,0,0,0,4,11,4,4,4,0,21,0,0,0,0,0,0,9,0,9,4,0,20,6,3,3,0,0,17,3,0,0,0,0,3,65,41,31,241,8,391,7,0,0,0,0,7,6,0,0,0,0,11,3,3,0,4,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,22,72,15,21,15,3,124,14,6,9,55,143,223,573,294,219,2164,210,3460,19,154
114021289,21,266,187,1991,56,2525,0,0,0,4,0,3,27,0,0,5,9,43,9,5,0,0,0,7,62,19,6,19,3,111,530,254,148,1303,50,2284,0,0,0,0,0,0,3,0,0,15,0,23,72,22,16,115,3,225,16,7,0,5,3,33,28,0,0,0,0,33,3,0,0,0,0,4,88,51,20,474,19,648,40,18,0,36,3,93,0,0,0,0,0,0,7,0,0,7,0,15,10,3,0,0,0,13,17,4,0,7,0,27,5,0,0,6,0,14,21,8,7,0,3,40,18,3,3,3,0,29,3,0,3,3,0,14,115,54,28,428,14,642,6,0,0,0,0,10,8,3,0,3,0,13,6,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,7,16,3,38,126,37,27,29,5,224,13,11,6,70,273,373,1047,467,279,3420,391,5601,25,261
115011290,135,884,538,5401,123,7085,0,0,0,3,0,7,1412,24,35,34,30,1539,135,7,7,24,4,180,139,37,25,51,3,251,1287,637,414,3156,90,5583,219,10,22,5,0,252,52,10,9,28,0,99,202,49,48,271,4,567,212,28,13,82,0,335,56,3,13,13,0,84,569,13,12,4,16,614,296,112,90,1281,25,1800,357,113,34,216,17,738,402,0,3,0,6,417,264,26,29,62,10,403,25,3,0,3,0,34,102,36,18,33,3,189,65,10,4,4,7,95,119,33,15,16,0,180,139,20,17,21,0,199,51,7,4,20,0,84,321,165,101,771,22,1374,69,14,0,6,0,89,104,9,4,7,0,126,88,10,3,9,0,110,256,11,3,0,9,275,50,18,0,0,0,67,36,3,0,0,0,38,47,10,10,32,3,103,1364,154,95,131,35,1776,164,31,21,235,501,950,7733,1499,960,8895,853,19941,194,822
115011291,151,685,520,4448,90,5894,0,0,0,3,0,3,1477,29,28,35,28,1595,154,17,16,23,0,215,123,40,18,35,0,210,1119,442,319,2428,62,4361,370,6,24,0,9,411,51,5,9,20,0,91,183,33,21,190,3,431,183,45,20,67,7,320,60,7,3,5,0,80,905,11,14,8,15,947,253,81,66,880,19,1297,370,126,33,256,16,800,274,0,5,0,6,282,246,31,41,78,8,405,19,0,0,0,0,23,206,46,27,79,12,372,21,3,0,0,0,23,95,24,32,13,3,160,121,13,11,23,0,172,37,10,8,7,3,58,263,109,90,598,15,1079,56,5,4,5,0,70,118,10,0,0,0,127,124,11,8,7,3,143,434,0,6,0,3,440,71,3,0,5,3,82,49,0,3,0,0,57,35,0,9,28,3,78,1264,116,88,103,42,1609,151,17,20,125,315,625,7995,1183,867,7156,603,17802,134,580
115011294,25,292,184,1780,28,2311,0,0,0,0,0,0,144,9,9,7,0,175,39,12,7,6,0,64,34,21,11,12,0,77,491,181,142,993,14,1820,42,0,3,0,0,52,15,0,0,4,0,22,72,13,9,65,0,165,31,5,7,20,0,64,8,5,0,5,6,22,80,0,0,0,7,88,93,26,22,328,11,475,159,55,31,117,11,364,24,0,0,0,0,24,52,4,0,9,4,62,0,0,0,0,0,0,47,14,14,31,0,111,12,0,0,0,0,18,40,11,12,5,0,59,37,4,9,9,0,56,18,4,0,6,0,27,109,34,38,256,4,439,13,8,0,0,0,21,41,8,7,0,0,49,26,12,6,0,0,42,24,0,0,0,0,24,8,0,0,0,0,11,7,0,0,0,0,7,9,6,4,23,0,44,253,52,33,46,17,402,29,0,6,39,101,181,1742,475,330,2878,189,5621,19,228
115011296,121,428,311,2766,27,3654,0,0,0,0,0,0,1992,33,38,28,36,2121,29,5,0,7,0,42,81,23,17,34,3,157,885,313,229,1634,53,3110,100,0,0,0,0,101,23,3,6,24,0,52,97,37,19,140,8,303,93,17,19,41,0,172,35,7,3,4,0,40,584,7,12,6,3,607,218,68,47,658,24,1018,266,79,32,142,13,537,271,0,6,0,5,282,163,18,14,31,7,226,5,0,0,0,0,12,44,9,3,24,0,88,16,0,0,0,0,16,74,23,10,0,0,114,104,6,0,7,0,125,42,6,3,13,0,68,141,68,53,445,15,724,26,7,3,0,0,43,95,4,3,0,0,104,38,4,5,6,3,47,260,3,0,0,3,264,20,0,0,0,0,21,62,0,0,0,3,63,31,9,4,20,0,72,914,64,74,66,18,1133,98,11,4,95,234,444,6177,776,566,4632,426,12579,103,343
115011553,40,284,166,1659,48,2202,0,0,0,0,0,0,486,21,9,22,8,549,31,3,3,7,3,49,63,16,6,18,0,98,500,207,155,1060,28,1948,107,0,3,0,4,114,22,3,8,18,0,46,57,17,10,110,4,198,52,14,10,25,4,98,19,3,0,0,0,27,142,3,0,0,0,145,116,41,24,399,16,595,128,36,15,98,0,277,131,0,5,0,3,135,91,17,10,27,3,145,4,0,0,0,0,5,34,6,8,11,5,64,19,3,0,5,0,30,34,21,5,3,0,71,54,6,3,3,3,71,24,3,0,3,0,37,129,46,42,282,8,501,22,6,0,3,0,30,39,5,0,0,4,52,44,6,6,10,0,64,57,8,3,0,8,72,31,3,0,0,0,33,13,0,0,0,6,19,23,4,3,16,0,36,501,67,33,44,19,666,56,17,0,54,245,374,2701,540,311,2888,378,6819,49,261
115011554,65,212,126,1408,30,1837,0,0,0,0,0,0,618,3,14,15,3,654,22,5,7,4,0,39,65,4,6,12,0,87,501,166,113,906,35,1717,84,0,3,0,7,94,16,4,0,8,0,29,37,14,0,59,3,113,47,8,3,21,0,70,29,0,0,3,0,28,242,0,4,0,17,260,70,32,15,266,6,396,101,43,13,55,0,204,51,0,0,0,0,55,34,5,7,14,3,72,0,0,0,0,0,0,24,5,7,8,0,50,4,0,0,0,0,4,60,13,3,5,0,73,33,0,0,3,0,34,4,0,0,0,0,3,102,36,19,195,7,358,12,0,0,3,0,17,40,7,4,0,0,54,31,3,0,4,0,37,119,0,0,0,0,122,8,0,3,0,0,15,12,0,0,0,0,12,8,3,0,19,0,29,337,26,3,33,0,392,64,7,3,38,134,239,2541,367,225,2284,216,5636,62,167
115011555,81,476,257,2646,64,3526,0,0,0,3,0,5,758,17,26,35,12,849,69,10,5,15,4,109,98,20,8,17,0,147,825,303,168,1523,44,2862,131,4,14,0,13,160,31,3,6,11,0,52,143,23,14,152,0,339,102,11,9,47,5,169,38,5,6,0,0,48,214,13,8,0,5,242,198,76,60,693,14,1039,256,62,30,162,8,526,89,0,0,0,0,84,126,28,5,28,7,210,10,0,0,3,0,19,65,20,7,31,3,124,12,0,0,0,0,11,50,26,20,7,3,102,104,11,4,11,5,132,34,7,3,3,0,43,168,73,41,374,10,674,30,3,0,0,0,41,83,6,0,3,0,96,44,3,3,3,3,61,47,4,0,0,0,53,42,10,0,0,0,53,41,0,6,0,0,48,23,15,4,19,0,66,726,55,61,99,17,954,77,13,7,105,199,398,4128,813,465,4501,374,10278,88,389
115011556,67,327,213,2109,44,2755,0,0,0,0,0,0,530,5,14,33,14,592,53,4,0,12,3,80,86,21,9,23,0,142,594,265,148,1271,34,2305,86,0,10,4,0,100,21,3,7,11,0,41,73,23,14,105,0,217,68,12,6,39,4,125,25,0,3,3,0,35,179,4,5,3,5,201,132,50,39,576,15,801,193,51,21,145,10,426,118,0,0,0,3,117,87,3,12,24,0,131,3,0,0,0,0,3,49,12,8,16,5,85,22,3,0,0,0,31,49,4,12,3,0,68,68,3,3,4,0,78,30,6,0,5,0,37,116,45,50,336,4,554,24,3,5,0,0,31,41,3,8,0,3,48,57,4,3,0,3,69,70,0,0,0,0,71,37,4,0,0,0,39,15,3,0,0,0,17,17,3,3,27,0,43,541,61,34,62,11,701,60,15,14,101,222,406,3070,587,400,3662,344,8063,60,321
115011557,23,119,111,1035,15,1315,0,0,0,0,0,0,396,4,5,15,13,431,33,10,3,10,0,65,26,3,0,14,0,52,281,58,75,550,13,987,149,0,7,0,3,165,14,0,0,9,0,20,52,8,10,85,0,158,51,10,4,14,0,75,8,0,0,0,0,10,214,11,3,0,0,232,35,19,25,196,4,274,157,34,17,94,3,306,86,0,0,3,3,92,47,8,3,13,0,69,3,0,0,0,0,3,43,12,8,28,0,91,0,0,0,0,0,3,29,10,3,3,6,46,26,0,0,3,0,31,17,0,4,3,0,23,47,18,17,148,3,228,24,0,3,3,3,34,33,5,0,0,0,41,40,0,0,0,0,40,142,0,0,0,0,148,0,0,0,0,0,0,4,0,0,0,0,4,4,0,3,8,0,11,409,33,38,39,11,520,73,9,11,32,114,233,2251,238,227,1713,179,4599,67,136
115011558,160,659,501,4066,78,5464,0,0,0,3,0,8,2630,36,39,27,38,2778,67,6,3,17,0,94,151,42,13,33,0,231,1479,457,378,2453,74,4844,263,7,14,0,8,294,71,11,4,24,0,109,191,31,18,196,3,439,133,29,13,31,4,207,58,8,5,8,4,84,1006,16,12,0,7,1048,269,92,78,920,33,1389,315,78,29,188,14,625,447,3,8,0,17,476,163,18,18,31,8,236,10,0,0,0,3,13,42,11,8,29,0,88,19,0,5,0,3,26,92,29,15,6,0,145,115,9,4,15,0,138,77,11,0,6,3,99,292,98,89,679,18,1173,45,3,0,3,0,55,283,8,5,0,0,293,99,12,13,11,0,137,561,7,0,0,6,573,38,0,0,0,3,43,53,0,0,0,0,54,54,3,9,35,0,106,1511,111,96,75,30,1822,154,25,18,148,397,750,9711,1109,857,6722,709,19106,144,604
115011559,143,574,371,3922,74,5082,0,0,0,6,0,6,735,13,22,23,11,805,99,11,12,28,0,150,128,36,7,40,3,212,1103,375,251,2244,62,4028,414,6,16,3,5,442,40,11,6,26,3,87,138,27,22,205,8,397,103,20,9,45,3,188,28,6,5,3,0,43,528,22,5,6,24,581,248,103,60,708,13,1140,460,110,57,253,22,903,122,0,3,0,7,132,127,18,15,25,5,193,27,3,0,0,0,29,170,34,23,99,6,339,48,0,0,0,0,57,117,23,25,11,5,175,96,20,7,22,8,155,61,0,3,11,0,79,205,75,48,491,13,831,50,4,0,9,0,68,169,15,3,3,0,191,92,9,5,4,0,109,188,4,3,0,9,206,63,4,3,0,0,72,63,0,0,0,0,63,27,6,7,26,0,67,1268,102,51,100,57,1586,178,30,22,183,518,931,6306,1046,670,6481,812,15313,183,673
115021297,161,814,583,5771,143,7479,3,0,0,7,0,14,553,28,19,40,12,655,112,21,10,19,0,168,200,48,38,62,8,357,1612,637,426,3502,143,6311,96,0,10,0,0,108,55,3,13,37,0,102,261,54,40,294,10,654,119,41,14,69,4,243,65,11,6,15,0,92,181,0,0,3,0,188,270,140,71,1191,40,1713,830,202,74,415,29,1548,90,0,0,0,0,91,420,52,49,141,28,687,13,0,0,0,0,15,194,46,27,57,3,323,16,4,0,3,0,18,118,26,24,8,3,184,91,13,10,10,3,124,25,4,3,8,3,45,306,159,93,861,13,1434,49,15,4,8,0,81,125,6,0,3,0,143,70,4,14,12,0,101,48,13,0,3,0,62,18,3,0,0,0,25,12,0,3,0,0,10,59,22,23,48,6,153,794,126,121,124,41,1203,98,39,22,267,744,1168,6081,1591,1040,9943,1125,19784,144,797
115021298,34,233,172,1551,42,2039,4,0,0,0,0,6,59,3,9,10,0,80,21,0,0,0,0,22,49,20,6,13,0,87,450,206,127,950,46,1780,11,0,0,0,0,14,9,11,0,8,0,30,63,21,11,58,3,159,19,6,0,7,3,35,12,5,3,3,0,22,14,4,3,3,0,19,42,42,20,320,6,434,167,42,6,76,9,301,13,0,0,0,0,13,77,15,10,16,3,118,0,0,0,0,0,0,23,3,7,9,0,41,3,5,4,0,0,13,38,15,15,3,0,68,13,3,3,3,0,25,13,3,0,0,0,13,100,26,25,264,7,425,10,6,0,0,0,19,20,3,5,0,0,25,9,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,4,7,15,0,34,191,34,25,32,8,296,27,15,11,62,149,263,1277,443,303,2576,259,4859,35,256
115031299,10,101,87,804,25,1022,0,0,0,4,0,4,5,0,0,3,0,12,7,0,0,4,0,10,34,10,6,19,0,71,194,83,61,478,22,835,10,0,0,0,0,10,7,0,0,7,0,16,45,5,11,51,0,112,5,3,0,3,0,8,11,0,0,0,0,6,3,0,0,0,0,3,53,28,5,193,0,280,19,8,0,16,3,51,0,0,0,0,0,0,4,10,0,6,0,27,0,0,0,0,0,0,10,7,0,7,0,30,3,0,0,0,0,7,8,3,3,4,0,17,5,6,0,0,0,10,3,0,0,0,0,3,34,17,21,148,3,222,3,3,0,0,0,12,4,3,0,0,0,4,3,0,0,5,0,7,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,10,0,0,8,0,18,84,11,13,27,3,139,0,3,7,32,303,339,466,181,131,1377,352,2509,11,83
115031300,108,923,644,8271,208,10148,0,0,3,22,0,32,36,7,3,25,3,77,50,17,7,12,3,88,223,76,36,96,3,436,1508,724,551,4657,130,7561,26,0,4,0,3,38,26,6,11,44,0,86,237,83,49,355,8,732,53,16,8,45,0,118,44,17,0,16,0,79,33,0,4,4,3,47,251,123,85,1360,24,1843,252,96,41,232,15,636,19,0,3,0,0,16,25,20,0,22,0,62,6,3,0,3,0,20,423,122,55,289,30,925,27,11,0,4,0,41,84,30,28,15,9,156,70,14,9,35,0,130,15,0,4,11,0,36,275,154,95,1022,30,1578,29,8,6,4,0,43,20,4,5,3,0,34,14,6,4,9,0,34,11,8,0,0,0,21,5,0,0,0,0,4,5,0,0,3,0,4,59,18,18,77,0,162,436,107,109,149,13,822,85,32,31,381,892,1422,3734,1620,1095,13256,1285,20979,88,852
115041301,35,387,220,3091,81,3819,0,0,0,10,0,9,57,7,9,19,14,99,52,0,0,3,0,55,96,34,13,32,6,171,538,285,211,1909,80,3020,8,0,4,0,0,19,12,5,6,8,0,28,102,28,20,136,10,296,21,0,7,11,0,37,13,3,3,0,6,23,9,0,3,0,0,14,120,49,29,464,13,676,130,53,17,116,5,320,0,0,0,4,0,4,50,13,0,3,0,67,0,0,0,0,0,0,305,68,24,152,18,567,23,7,3,0,0,30,35,21,12,0,0,69,30,11,0,3,3,51,10,0,0,0,0,8,132,51,26,365,18,591,20,3,0,4,0,31,12,0,3,0,0,23,12,3,0,3,0,22,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,16,4,3,13,0,34,166,54,14,68,10,309,73,18,16,201,319,632,1774,689,409,5248,532,8660,40,339
115041302,174,726,413,4399,90,5804,3,0,0,11,0,17,587,17,15,29,8,666,134,29,4,26,4,200,119,47,20,55,10,258,1100,442,280,2396,96,4321,719,8,14,6,23,782,37,10,0,25,5,77,159,43,27,239,8,478,98,16,9,79,7,208,34,9,7,15,0,57,652,5,13,3,13,689,228,99,58,789,16,1191,439,145,56,331,9,979,99,0,0,0,0,103,138,22,8,51,8,226,9,3,0,0,0,14,342,84,47,178,11,667,46,0,3,3,9,58,93,27,21,12,3,163,115,10,16,31,0,174,47,6,5,18,0,80,226,91,76,554,9,955,54,11,8,9,0,82,151,15,4,3,0,170,109,13,6,8,0,141,187,8,10,0,0,206,43,0,0,0,4,43,36,3,0,0,3,46,44,9,4,34,0,91,1252,143,76,127,46,1648,170,47,18,251,604,1093,6694,1298,744,7331,917,16986,139,715
116011303,147,378,262,2358,80,3223,3,0,0,18,0,19,507,4,4,15,3,532,127,8,3,10,3,151,118,25,14,21,7,177,732,245,193,1434,64,2672,454,11,33,0,4,506,23,3,6,16,0,39,96,27,20,163,5,315,105,22,17,23,6,162,63,9,0,7,0,76,802,0,3,0,7,815,129,70,25,458,17,702,295,56,22,99,13,490,111,0,0,0,0,111,224,24,11,14,7,277,23,0,7,0,0,27,160,32,11,22,4,233,86,4,10,0,5,106,48,18,11,3,3,85,129,9,5,8,0,156,40,4,4,3,0,47,130,45,42,251,9,470,255,7,0,3,0,272,51,0,3,0,3,57,68,6,4,9,3,85,101,4,0,0,3,104,58,6,3,0,9,72,22,0,0,0,0,23,17,5,3,25,0,53,2057,62,57,49,68,2293,295,13,19,124,786,1234,6847,695,492,3890,1055,12990,264,357
116011304,155,489,347,3748,169,4907,0,3,0,55,5,64,371,7,13,5,12,405,125,9,4,24,8,177,120,46,13,32,7,214,813,330,236,2084,147,3614,1105,10,38,4,51,1207,49,4,0,15,0,72,117,37,17,173,11,358,129,18,9,26,3,185,75,8,0,9,0,88,690,17,11,10,23,740,178,73,51,713,34,1044,302,60,32,99,12,502,134,0,0,0,3,139,189,31,12,15,8,258,19,3,0,0,0,24,412,73,21,121,15,640,130,10,19,3,8,170,39,20,15,8,3,83,251,6,14,20,7,296,37,5,0,6,0,47,197,80,68,427,17,783,100,3,0,8,0,107,65,6,3,0,0,75,105,0,4,12,0,121,77,0,0,0,0,83,128,5,8,0,3,137,35,0,0,3,0,43,9,7,0,25,0,51,1525,113,49,85,68,1838,307,19,20,174,621,1143,7206,928,625,6054,1128,15942,209,434
