SA2_MAINCODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
106011109,4,3,0,0,0,6,3,3,29,17,15,6,7,4,4,112,0,0,0,0,3,7,3,4,12,4,0,0,7,0,0,34,0,0,0,0,0,3,5,8,37,10,11,5,3,0,0,90,0,0,0,0,0,0,0,3,8,9,0,0,0,0,3,25,0,0,0,0,0,20,17,13,19,8,0,8,0,0,7,93,0,0,3,0,12,8,5,3,5,7,0,0,0,0,3,46,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,8,7,0,114,48,10,9,27,9,3,3,0,0,9,243,0,0,0,0,4,5,0,0,3,0,0,0,0,0,38,47,8,12,12,13,131,88,39,39,147,67,32,33,19,4,65,712,0,0,0,0,0,0,0,7,28,20,22,15,8,3,15,112,0,0,0,0,0,4,3,3
106011110,4,3,0,0,4,6,4,7,58,41,31,9,4,3,5,180,0,0,0,0,0,3,0,0,18,4,3,0,0,0,0,41,0,0,0,0,0,5,4,11,49,22,9,0,7,0,6,115,0,4,0,0,0,0,0,0,9,5,8,0,0,0,4,28,0,0,0,3,0,10,11,17,31,6,5,5,0,0,0,102,0,0,0,3,4,10,9,4,9,3,0,0,0,0,4,59,0,0,0,0,0,8,0,0,9,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,4,3,148,62,17,12,47,11,6,0,0,0,11,342,0,3,0,0,4,3,0,0,0,0,0,0,0,0,51,62,11,23,4,14,175,115,53,57,237,90,56,18,20,3,78,953,0,0,0,0,0,3,0,6,40,42,25,10,17,9,26,184,0,0,0,0,0,3,0,9
106011111,0,0,0,0,0,3,0,3,95,68,31,10,10,0,10,230,0,0,0,0,0,5,5,5,11,4,3,0,0,0,0,29,0,0,0,0,5,6,3,16,76,29,11,9,0,0,3,162,0,0,0,0,0,0,3,0,13,8,3,0,0,0,0,27,0,0,0,0,0,11,23,29,53,21,0,4,0,0,10,158,0,3,3,4,13,30,12,9,8,0,0,0,0,0,3,83,0,0,0,3,4,0,5,3,6,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,10,6,18,14,11,341,151,19,26,54,0,0,0,0,0,23,654,0,0,0,0,9,4,0,0,0,0,0,0,0,0,85,105,7,21,18,14,364,216,72,91,324,122,65,22,14,0,135,1477,0,0,0,0,3,3,3,4,63,72,49,30,26,5,32,294,0,0,0,0,0,8,6,10
106011112,0,0,0,0,3,6,0,5,61,60,65,39,45,11,4,302,0,5,0,0,0,4,0,0,14,4,3,0,3,0,0,34,0,0,0,3,0,0,3,13,71,34,25,20,13,0,6,188,0,0,0,0,0,0,0,0,10,8,8,3,4,3,3,35,0,0,0,0,0,8,19,11,61,41,4,24,3,0,3,175,0,0,0,4,0,9,3,5,10,5,0,3,0,0,4,52,0,0,0,0,3,4,0,3,7,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,13,10,21,6,3,149,93,19,16,48,9,7,0,3,0,16,388,0,0,0,0,3,3,0,3,0,0,0,3,0,0,70,82,10,29,10,9,157,132,45,53,285,157,119,95,73,16,106,1299,0,0,0,0,0,0,0,3,49,60,68,40,71,25,33,348,0,0,0,0,0,3,0,0
106011113,3,0,0,0,4,8,0,3,27,14,19,6,15,4,0,113,0,0,0,0,0,0,0,0,9,3,3,0,0,0,3,25,0,0,0,0,0,3,3,6,33,13,14,8,11,0,4,98,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,17,0,0,0,0,0,7,3,7,19,11,3,7,3,0,3,72,0,0,0,0,3,3,3,3,3,0,3,0,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,3,4,37,21,6,3,13,4,3,0,7,0,5,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,37,15,17,10,9,46,48,20,23,116,58,37,28,34,4,48,508,0,0,0,0,0,3,0,6,22,21,19,12,15,5,13,118,0,0,0,0,0,0,0,3
106021114,0,0,0,0,0,0,0,0,16,25,12,8,3,3,0,78,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,10,0,0,0,0,0,4,0,4,17,5,5,0,7,0,0,49,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,3,4,7,7,0,4,6,0,0,0,40,0,0,0,3,3,8,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,4,0,4,70,36,3,3,13,0,0,0,0,0,3,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,3,8,0,5,78,57,20,24,72,43,19,17,13,3,27,384,0,0,0,0,0,0,0,0,19,8,12,14,13,0,4,75,0,0,0,0,0,0,0,0
106021115,4,0,0,0,3,4,3,11,142,133,113,30,21,9,8,478,0,0,0,0,0,12,4,9,26,4,3,4,0,0,3,61,0,0,0,0,0,6,6,22,126,74,39,13,15,7,8,319,0,0,0,0,3,0,0,3,14,25,6,3,4,0,3,60,3,0,0,0,3,15,35,35,74,27,7,12,0,0,7,231,0,0,3,0,11,26,12,11,19,9,0,0,0,0,0,106,0,0,0,0,4,4,0,4,11,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,9,6,3,0,0,0,3,20,8,20,4,9,411,214,39,62,93,8,7,0,8,0,27,928,3,0,0,3,11,11,0,0,6,0,0,0,0,0,133,169,20,21,17,22,448,292,111,152,527,288,180,69,42,16,194,2393,0,4,0,0,0,0,5,7,93,109,107,90,63,20,47,548,0,0,0,0,0,7,0,7
106021116,0,0,0,0,0,0,0,0,22,20,29,14,14,3,3,108,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,3,10,28,16,11,7,6,3,3,85,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,19,0,0,0,0,0,3,5,9,20,11,6,7,4,0,4,68,0,0,0,0,3,7,0,0,6,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,7,4,9,3,3,75,52,11,13,32,3,0,0,5,0,3,212,0,0,0,0,0,0,0,0,3,0,0,0,0,0,27,41,4,13,3,3,80,78,20,33,124,53,47,28,32,11,45,584,0,0,0,0,0,0,0,0,14,27,31,38,32,4,20,166,0,0,0,0,0,0,0,0
106021117,0,0,0,0,0,3,0,12,106,89,68,20,28,6,0,331,0,0,0,3,3,9,3,3,11,9,0,0,0,0,0,37,0,0,0,0,0,4,10,9,87,39,13,14,10,0,3,195,0,0,0,0,0,0,0,0,13,5,4,3,0,0,0,36,0,0,0,0,0,15,27,28,63,19,8,15,4,0,12,190,0,0,0,9,5,22,14,11,25,0,3,0,0,0,0,83,0,0,0,0,4,3,0,0,0,0,0,4,0,0,3,18,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,9,18,8,3,288,140,16,22,57,7,3,0,0,0,18,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,94,8,21,7,15,304,195,68,82,366,176,105,53,46,3,123,1574,0,0,0,0,0,3,0,3,64,84,55,46,28,13,40,347,0,0,0,0,0,4,0,6
106021118,0,0,0,0,0,4,0,3,43,54,38,21,11,0,3,173,0,0,0,0,3,3,0,3,7,3,0,0,0,0,0,21,0,0,0,0,0,4,6,5,41,23,14,9,0,0,0,101,0,0,0,0,0,0,0,3,4,3,3,0,3,0,0,14,0,0,0,0,0,0,16,13,32,12,0,11,0,0,5,94,0,0,0,3,3,13,3,0,3,3,0,0,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,3,3,0,75,49,11,15,21,0,0,0,0,0,4,187,0,0,0,0,3,0,0,0,0,0,0,0,0,0,41,45,4,3,3,5,87,77,33,42,160,94,59,38,12,3,55,679,0,0,0,0,0,0,0,3,40,52,55,34,15,8,24,242,0,0,0,0,0,3,0,3
106031119,0,0,0,0,0,3,0,0,24,22,16,9,0,0,0,73,0,3,0,0,4,8,0,7,8,0,3,0,0,0,0,31,0,0,0,0,0,0,0,6,35,10,10,3,0,0,0,66,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,14,0,0,0,0,0,5,5,6,15,0,0,3,0,0,0,44,0,0,0,3,4,18,4,3,3,0,0,0,0,0,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,6,128,55,18,14,44,7,0,3,0,0,8,292,0,0,0,0,9,0,0,0,0,0,0,0,0,0,53,55,4,14,3,10,136,92,27,39,132,41,28,21,7,0,70,624,0,0,0,0,0,8,0,4,17,32,14,17,12,0,18,126,0,0,0,0,0,3,0,7
106031120,3,0,0,0,0,3,3,0,27,26,16,3,7,0,0,90,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,3,3,7,28,15,3,0,0,0,0,63,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,13,0,0,0,0,0,8,10,9,17,8,3,3,0,0,3,69,0,0,0,0,4,12,3,8,16,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,6,170,109,30,21,59,5,0,0,0,0,13,441,0,3,0,0,4,3,5,0,3,0,0,0,0,0,35,57,14,17,9,6,184,142,56,47,157,67,21,7,10,0,66,797,0,0,0,0,0,0,3,0,16,21,20,16,4,0,18,92,0,0,0,0,0,3,0,5
106031121,3,0,0,0,0,4,0,7,72,51,52,20,16,7,3,254,0,0,0,0,5,19,3,7,41,6,8,4,5,0,3,110,3,0,0,0,0,13,4,25,94,26,17,3,9,4,3,200,0,0,0,0,0,0,0,6,7,3,0,0,0,0,0,26,0,0,0,3,0,4,23,17,52,15,5,15,3,3,7,143,0,6,4,4,26,37,17,9,44,14,6,4,3,3,5,184,0,0,0,0,0,0,3,0,6,4,0,3,0,3,0,21,0,0,0,0,0,0,0,0,6,0,3,3,3,0,0,21,18,37,14,18,405,344,60,92,258,35,17,20,19,17,52,1395,0,3,0,0,6,16,4,0,6,0,0,0,0,0,165,203,31,48,18,33,447,440,117,172,578,163,107,73,59,32,238,2557,3,0,0,0,4,0,3,10,50,53,48,33,25,11,23,260,0,0,3,0,0,7,3,6
106031122,0,0,0,0,4,3,0,3,77,53,33,7,6,0,3,195,0,3,0,0,0,8,6,4,12,0,0,0,0,0,0,33,0,0,0,0,0,3,8,17,64,33,15,3,0,0,3,152,0,0,0,0,0,0,0,3,13,5,3,0,0,0,3,29,0,0,0,0,0,13,23,24,41,14,0,4,0,0,5,124,0,6,0,3,11,16,8,11,9,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,6,10,9,11,5,237,113,32,22,49,8,7,0,0,0,13,513,0,3,0,0,13,5,0,0,4,0,0,0,0,0,66,87,13,20,7,10,263,166,77,75,277,118,64,22,6,3,94,1215,0,0,0,0,0,3,0,3,51,45,43,18,23,3,27,215,0,0,0,0,0,6,3,8
106031123,0,0,0,0,0,0,0,0,20,20,14,6,12,3,0,83,0,0,0,0,0,10,0,0,11,3,0,0,0,0,0,24,0,0,0,0,0,0,0,4,15,19,10,5,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12,0,0,0,0,0,8,3,6,16,7,8,6,0,0,3,51,0,0,0,0,0,4,4,3,4,4,0,3,0,0,0,24,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,32,31,9,8,25,0,0,0,0,0,3,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,6,3,3,4,40,48,24,19,93,56,33,26,18,7,31,409,0,0,0,0,0,0,0,3,17,29,33,19,30,7,19,149,0,0,0,0,0,0,3,3
106031124,0,0,0,0,0,3,0,0,24,10,4,3,6,0,3,51,0,0,0,0,0,6,3,3,6,0,5,0,0,0,0,31,0,0,0,0,0,3,0,8,12,7,0,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,5,16,3,3,6,0,0,0,33,0,0,0,8,3,9,4,3,9,0,0,4,0,0,0,47,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,12,19,10,11,165,143,36,23,99,11,8,0,3,4,16,554,0,0,0,0,3,0,0,0,0,0,0,0,0,0,45,45,17,22,13,21,171,171,53,36,173,37,22,17,16,4,62,827,0,0,0,0,0,0,0,0,9,7,5,7,3,0,6,44,0,0,0,0,0,4,0,0
106031125,0,3,0,3,0,6,3,6,65,60,54,16,11,0,7,227,0,0,0,0,4,10,0,3,8,3,0,0,0,0,0,34,0,0,0,0,0,6,5,11,48,35,9,4,3,0,0,124,0,0,0,0,0,3,0,0,8,12,9,3,0,0,0,40,0,0,0,0,0,8,15,23,39,13,4,7,0,0,7,121,0,0,0,0,5,17,5,6,14,0,0,0,0,0,3,63,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,15,6,17,7,8,207,97,28,33,53,7,0,3,0,0,11,476,0,3,0,0,8,3,0,0,4,0,0,0,0,0,78,96,10,25,15,10,224,152,72,77,260,127,80,32,13,3,110,1205,0,0,0,0,0,8,0,4,60,63,73,39,17,3,29,299,0,0,0,0,0,4,3,5
106041126,3,0,0,0,0,0,0,8,55,58,37,14,34,5,6,225,0,0,3,0,8,3,0,0,13,3,0,0,0,0,0,26,0,0,0,0,0,4,8,6,37,38,20,10,16,6,3,143,0,0,0,0,0,0,0,0,6,0,5,3,3,0,0,28,0,0,0,5,0,12,20,17,43,18,3,28,3,0,7,155,0,0,0,0,3,11,0,4,18,0,0,3,0,0,4,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,8,9,3,3,122,65,21,19,29,0,0,0,0,0,9,300,0,0,0,0,4,0,0,0,0,4,0,0,0,0,64,69,8,10,9,16,133,99,51,61,202,133,60,69,57,12,94,1014,0,0,0,0,0,0,0,4,19,37,48,25,37,11,34,221,0,0,0,0,0,0,0,0
106041127,3,0,0,0,0,4,3,3,39,20,10,5,5,0,3,104,0,0,0,0,0,5,0,3,7,0,0,0,0,0,0,22,0,0,0,0,0,5,6,6,23,13,4,3,0,0,0,58,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,10,13,10,20,8,4,9,0,3,7,79,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,6,0,5,36,15,3,10,12,0,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,9,9,3,8,42,41,28,38,95,41,24,20,8,4,44,417,0,0,0,0,0,3,3,4,27,24,19,12,13,0,17,119,0,0,0,0,0,0,0,3
106041128,5,0,0,0,0,7,3,3,46,27,17,9,10,3,0,136,0,0,0,0,0,6,0,3,9,3,0,0,0,0,0,24,0,0,0,0,0,3,9,6,31,10,9,7,3,0,0,74,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,11,0,0,0,0,0,7,15,12,16,3,0,3,0,0,3,64,0,0,0,0,0,8,0,0,7,0,0,4,0,0,3,25,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,4,0,64,50,10,6,32,4,0,3,0,0,5,190,0,0,0,0,3,0,0,0,3,0,0,0,0,0,31,44,5,15,3,0,77,90,45,34,138,54,33,23,20,3,44,574,0,0,0,0,0,0,0,3,25,26,24,9,13,8,22,134,0,0,0,0,0,4,0,3
106041129,4,0,0,0,3,16,7,7,81,37,27,9,12,0,5,212,3,0,0,0,3,10,0,9,11,3,0,3,0,0,3,42,0,3,0,0,0,9,8,12,63,18,12,5,7,3,9,153,0,0,0,0,0,0,0,3,8,6,3,0,0,0,0,24,0,0,0,0,0,12,18,11,29,10,4,8,0,0,12,107,0,0,0,5,9,13,4,0,6,0,0,0,0,0,0,40,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,6,26,0,3,125,52,11,8,26,9,0,0,3,0,17,290,0,0,0,0,7,0,0,0,3,0,0,0,0,0,44,56,18,34,7,14,151,112,52,51,234,81,46,25,20,10,91,943,3,4,0,0,3,3,3,0,55,39,25,13,13,3,39,195,0,0,0,0,0,3,0,4
107011131,0,0,0,0,0,5,0,3,111,92,81,35,20,0,9,365,0,0,0,0,0,3,4,4,25,5,3,0,0,0,0,53,0,0,0,0,3,4,13,21,124,48,26,6,5,0,0,252,0,0,0,0,0,0,0,3,17,3,11,0,0,0,3,40,0,0,0,3,0,20,38,36,95,28,6,19,0,0,9,257,0,3,3,5,16,40,16,6,22,3,0,0,0,0,6,125,0,0,3,0,0,3,6,3,12,3,0,0,0,0,3,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,12,13,39,12,4,525,300,51,35,92,7,0,0,0,3,33,1133,3,0,0,0,13,4,0,0,0,0,0,0,0,0,122,151,16,54,20,12,557,388,130,123,506,197,124,71,37,3,186,2432,0,0,3,0,0,4,0,10,74,100,78,53,35,21,54,429,0,0,0,0,0,9,9,11
107011132,0,0,0,0,0,0,0,0,44,42,33,16,9,0,6,151,0,0,0,0,0,5,0,0,8,4,3,0,0,0,0,22,0,0,0,0,0,0,5,3,23,15,6,4,7,0,3,62,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,5,6,26,7,0,3,0,0,0,44,0,0,0,3,0,5,0,3,0,3,0,0,0,0,0,14,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,5,0,4,67,49,17,5,16,3,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,4,5,0,4,76,61,28,21,129,77,51,21,11,0,38,521,0,0,0,0,0,0,0,5,27,52,61,34,33,8,21,254,0,0,0,0,0,0,0,4
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,0,0,0,0,0,7,0,0,54,59,62,36,20,11,4,252,0,0,0,0,3,0,4,3,17,9,0,3,0,0,0,35,0,0,0,0,0,3,3,10,48,32,29,11,8,0,3,149,0,0,0,0,0,0,0,5,7,3,4,6,0,0,3,28,0,0,0,0,0,7,19,15,46,23,4,13,3,0,6,130,0,3,0,3,3,17,7,12,3,0,0,0,0,0,0,50,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,9,6,22,8,0,233,118,16,19,53,8,3,0,0,0,13,510,0,0,0,3,11,3,0,0,3,0,0,0,0,0,58,76,6,27,13,7,248,160,58,64,239,137,100,68,33,10,88,1260,0,0,0,0,0,4,0,4,49,91,102,46,65,23,43,428,0,0,0,0,0,7,0,6
107011545,0,0,0,0,0,3,0,0,45,48,28,12,10,0,0,149,0,0,0,0,0,4,3,4,3,3,0,0,0,0,0,17,0,0,0,0,0,0,3,7,50,20,7,3,0,0,3,95,0,0,0,0,0,0,3,0,8,4,0,0,0,0,3,22,0,0,0,0,0,12,25,14,41,9,3,3,0,0,4,114,0,0,5,0,8,19,11,3,5,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,32,10,4,357,116,5,8,55,3,0,0,0,0,28,629,0,0,0,0,20,9,0,0,4,0,0,0,0,0,52,80,12,29,20,3,381,166,57,46,225,88,38,16,8,3,87,1177,0,0,0,0,0,0,0,3,46,41,52,22,15,3,19,204,0,0,0,3,0,3,0,3
