SA2_MAINCODE_2016,C06_OO_DS_Sep_house,C06_OO_DS_SemiDRTHT,C06_OO_DS_FUA,C06_OO_DS_OD,C06_OO_DS_NS_,C06_Owned_Outright_Tot,C06_OWM_DS_Sep_house,C06_OWM_DS_SemiDRTHT,C06_OWM_DS_FUA,C06_OWM_DS_OD,C06_OWM_DS_NS_,C06_Owned_with_mortgage_Tot,C06_R_REA_DS_Sep_house,C06_R_REA_DS_SemiDRTHT,C06_R_REA_DS_FUA,C06_R_REA_DS_OD,C06_R_REA_DS_NS_,C06_R_Real_Estate_Agent_Tot,C06_R_STHA_DS_Sep_house,C06_R_STHA_DS_SemiDRTHT,C06_R_STHA_DS_FUA,C06_R_STHA_DS_OD,C06_R_STHA_DS_NS_,C06_R_ST_House_Auth_Tot,C06_R_PNISH_DS_Sep_house,C06_R_PNISH_DS_SemiDRTHT,C06_R_PNISH_DS_FUA,C06_R_PNISH_DS_OD,C06_R_PNISH_DS_NS_,C06_R_Psn_NI_SameHsehld_Tot,C06_R_HCCCG_DS_Sep_house,C06_R_HCCCG_DS_SemiDRTHT,C06_R_HCCCG_DS_FUA,C06_R_HCCCG_DS_OD,C06_R_HCCCG_DS_NS_,C06_R_HCCCG_Tot,C06_R_OLT_DS_Sep_house,C06_R_OLT_DS_SemiDRTHT,C06_R_OLT_DS_FUA,C06_R_OLT_DS_OD,C06_R_OLT_DS_NS_,C06_R_Oth_Llord_Type_Tot,C06_R_LT_NS_DS_Sep_house,C06_R_LT_NS_DS_SemiDRTHT,C06_R_LT_NS_DS_FUA,C06_R_LT_NS_DS_OD,C06_R_LT_NS_DS_NS_,C06_R_Llord_Type_NS_T,C06_R_Tot_DS_Sep_house,C06_R_Tot_DS_SemiDRTHT,C06_R_Tot_DS_FUA,C06_R_Tot_DS_OD,C06_R_Tot_DS_NS_,C06_R_T_T,C06_OTT_DS_Sep_house,C06_OTT_DS_SemiDRTHT,C06_OTT_DS_FUA,C06_OTT_DS_OD,C06_OTT_DS_NS_,C06_OTT_Tot,C06_TT_NS_DS_Sep_house,C06_TT_NS_DS_SemiDRTHT,C06_TT_NS_DS_FUA,C06_TT_NS_DS_OD,C06_TT_NS_DS_NS_,C06_TT_NS_T,C06_Tot_DS_Sep_house,C06_Tot_DS_SemiDRTHT,C06_Tot_DS_FUA,C06_Tot_DS_OD,C06_Tot_DS_NS_,C06_T_T,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_FUA,C11_OO_DS_OD,C11_OO_DS_NS_,C11_OO_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_FUA,C11_OWM_DS_OD,C11_OWM_DS_NS_,C11_OWM_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_FUA,C11_R_REA_DS_OD,C11_R_REA_DS_NS_,C11_R_REA_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_FUA,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS_,C11_R_STHA_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemiDRTHT,C11_R_PNISH_DS_FUA,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS_,C11_R_PNISH_Tot,C11_R_HCCCG_DS_Sep_house,C11_R_HCCCG_DS_SemiDRTHT,C11_R_HCCCG_DS_FUA,C11_R_HCCCG_DS_OD,C11_R_HCCCG_DS_NS_,C11_R_HCCCG_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemiDRTHT,C11_R_OLT_DS_FUA,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS_,C11_R_OLT_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemiDRTHT,C11_R_LT_NS_DS_FUA,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS_,C11_R_LT_NS_T,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemiDRTHT,C11_R_Tot_DS_FUA,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS_,C11_R_T_T,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_FUA,C11_OTT_DS_OD,C11_OTT_DS_NS_,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_FUA,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS_,C11_TT_NS_T,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_FUA,C11_Tot_DS_OD,C11_Tot_DS_NS_,C11_T_T,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_FUA,C16_OO_DS_OD,C16_OO_DS_NS_,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_FUA,C16_OWM_DS_OD,C16_OWM_DS_NS_,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_FUA,C16_R_REA_DS_OD,C16_R_REA_DS_NS_,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_FUA,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS_,C16_R_STHA_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemiDRTHT,C16_R_PNISH_DS_FUA,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS_,C16_R_PNISH_Tot,C16_R_HCCCG_DS_Sep_house,C16_R_HCCCG_DS_SemiDRTHT,C16_R_HCCCG_DS_FUA,C16_R_HCCCG_DS_OD,C16_R_HCCCG_DS_NS_,C16_R_HCCCG_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemiDRTHT,C16_R_OLT_DS_FUA,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS_,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemiDRTHT,C16_R_LT_NS_DS_FUA,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS_,C16_R_LT_NS_T,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_FUA,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS_,C16_R_T_T,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT
107031138,890,109,157,15,0,1170,555,42,40,3,0,647,183,84,140,18,0,421,23,4,5,0,0,37,90,13,33,0,0,145,0,0,3,0,0,6,13,0,5,13,0,28,5,0,3,0,0,9,317,105,194,31,0,646,5,0,65,4,0,75,75,10,45,12,0,146,1841,268,504,72,0,2684,910,186,176,34,0,1304,610,119,24,4,0,753,201,119,119,15,0,457,19,13,7,0,0,35,98,38,41,6,0,181,5,0,13,0,0,15,6,0,3,24,0,32,17,4,7,0,0,28,337,173,188,45,0,745,6,0,68,0,0,80,61,21,30,17,0,132,1934,500,484,99,0,3017,956,269,160,32,5,1423,610,171,32,3,0,816,158,171,109,8,3,449,26,13,6,0,0,49,74,39,27,4,0,151,0,0,5,0,0,7,10,0,4,26,0,43,8,3,9,0,0,17,280,222,163,35,8,714,7,0
107031139,891,34,3,0,0,933,681,12,0,0,0,700,155,13,14,0,0,192,9,3,4,0,0,13,69,10,11,0,0,85,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,4,250,27,31,0,0,304,4,0,0,0,0,4,70,9,7,0,0,88,1901,86,41,0,0,2022,861,30,3,0,0,896,742,16,10,0,0,764,151,20,12,0,0,188,13,0,3,0,0,11,84,8,9,0,0,100,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,256,31,30,0,0,318,4,0,0,0,0,4,72,4,10,0,0,82,1940,73,52,0,3,2068,880,45,4,0,0,932,720,40,9,0,0,772,138,24,11,0,0,177,6,9,3,0,0,12,83,5,11,0,0,100,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,235,38,23,0,0,303,0,0
107031140,1042,12,21,12,0,1090,683,12,0,0,0,702,182,24,20,0,0,227,5,0,0,0,0,5,104,3,3,0,0,111,10,3,25,0,0,33,16,0,0,0,0,16,17,0,0,0,0,20,329,31,47,3,0,407,15,0,38,0,0,51,88,4,14,3,0,112,2151,64,121,17,0,2357,1083,30,22,18,0,1149,730,16,11,3,0,762,224,31,22,3,0,284,7,0,9,0,0,11,117,9,6,3,0,133,9,6,33,0,0,40,19,0,0,7,0,23,13,0,3,0,0,18,380,43,69,8,0,509,17,0,25,0,0,45,76,7,14,7,0,105,2290,96,141,35,0,2563,1159,35,31,13,33,1273,778,25,7,3,3,816,199,33,46,0,0,277,4,0,6,0,0,13,119,7,7,3,0,135,6,0,29,0,0,33,21,0,0,13,3,38,17,0,0,0,0,20,371,39,84,21,8,513,10,0
107031141,970,161,10,48,3,1194,1355,124,16,7,9,1513,273,220,45,0,6,539,57,53,35,0,0,146,113,35,8,0,0,153,11,3,0,0,0,15,9,4,3,0,0,21,13,4,0,0,0,18,476,325,84,4,6,894,15,0,0,0,0,16,162,49,9,7,0,236,2984,661,120,70,16,3849,1208,127,47,54,0,1433,1790,120,51,4,0,1959,381,150,113,4,0,651,77,53,21,0,0,156,119,28,18,3,0,170,5,4,0,0,0,11,12,3,5,12,0,27,13,0,3,3,0,15,602,247,162,23,0,1027,16,3,0,3,0,20,113,21,11,3,0,147,3717,509,280,90,0,4594,1468,218,43,54,8,1782,2092,209,30,3,7,2338,489,276,65,8,3,843,60,122,3,0,0,188,85,53,8,5,0,152,3,23,0,0,0,23,11,0,0,16,0,33,9,8,0,0,0,17,653,488,82,27,4,1252,11,3
107031142,1228,96,26,3,0,1349,1019,71,21,0,0,1108,230,143,62,5,0,436,35,89,6,0,0,131,106,32,11,0,0,143,9,8,0,0,0,16,4,3,0,0,0,8,9,5,0,0,0,17,394,280,79,9,0,758,6,4,0,0,0,12,165,47,8,5,0,218,2807,490,135,13,0,3443,1261,110,28,0,0,1396,1104,66,14,0,0,1187,241,153,64,3,0,466,43,23,69,0,0,133,129,43,14,0,0,190,11,3,7,0,0,18,5,6,0,0,0,12,11,0,0,0,0,18,439,221,167,8,0,835,9,0,3,0,0,11,97,15,8,0,0,122,2908,415,219,10,0,3551,1297,167,3,0,0,1469,1013,104,7,3,7,1131,280,242,34,3,5,560,44,57,21,0,0,119,108,39,4,3,0,159,7,6,0,0,0,13,9,3,0,0,0,13,4,4,0,0,0,10,448,352,57,7,3,865,7,19
107031143,2453,113,107,158,0,2832,1779,71,55,0,0,1900,465,118,327,6,0,915,945,55,107,4,0,1102,212,48,70,0,0,329,20,8,12,0,0,35,27,4,12,23,0,68,40,7,8,4,0,56,1696,242,533,34,0,2507,23,9,4,3,0,47,309,29,79,16,0,434,6264,464,780,219,0,7727,2323,167,51,193,0,2728,1814,122,34,0,0,1973,542,297,185,0,0,1025,901,100,129,0,0,1126,296,69,55,9,0,429,22,9,3,0,3,36,33,8,5,32,0,79,22,3,3,0,0,28,1809,493,373,44,3,2724,32,10,12,0,0,54,321,56,46,26,0,443,6298,848,523,255,3,7927,2257,147,76,198,3,2676,1745,95,62,10,4,1914,659,204,327,4,3,1199,812,136,115,0,4,1066,255,61,65,7,0,390,14,16,3,0,0,33,25,7,3,28,0,61,22,9,8,0,0,40,1789,431,524,34,11,2786,25,30
107041144,2597,205,114,73,0,2991,1582,172,74,9,0,1831,374,237,373,12,0,1006,237,234,129,0,0,599,172,63,65,10,0,310,19,18,22,0,0,60,9,4,12,9,0,36,26,8,11,0,0,47,846,567,611,40,0,2057,19,6,52,8,0,81,252,64,83,44,0,440,5292,1009,932,171,0,7407,2604,259,115,57,0,3035,1762,193,106,4,0,2070,426,212,449,17,0,1111,226,277,125,0,0,628,177,56,97,11,0,338,19,4,22,0,0,44,19,5,8,16,0,56,18,6,6,0,0,34,885,569,709,39,4,2206,45,12,46,0,0,103,226,60,65,34,0,392,5524,1092,1045,138,4,7800,2522,384,99,8,5,3012,1802,230,98,5,3,2139,489,386,426,25,3,1338,192,334,54,0,0,580,173,93,58,9,0,346,10,45,4,0,0,63,15,10,5,6,0,42,24,8,6,3,0,45,910,889,558,51,7,2404,23,73
107041145,1601,322,147,13,0,2082,1104,200,162,0,0,1468,269,245,498,0,0,1019,370,309,190,0,0,863,159,80,77,0,0,315,18,22,12,0,0,54,10,7,4,3,0,30,16,17,11,0,0,45,839,681,797,3,0,2323,15,33,15,0,0,60,158,76,88,3,0,325,3716,1307,1206,21,0,6257,1549,281,116,18,0,1963,1230,290,144,0,3,1666,257,314,391,11,0,972,327,376,197,0,0,899,175,71,77,7,0,328,14,18,19,0,0,47,18,0,4,6,0,31,12,3,8,0,0,27,801,785,694,23,8,2309,17,10,8,0,0,34,137,77,76,8,0,300,3737,1444,1037,47,7,6273,1461,347,108,27,0,1948,1205,283,128,6,3,1629,287,456,337,6,0,1095,299,469,93,0,3,865,128,108,38,0,4,279,11,26,8,4,0,51,12,5,4,13,0,33,15,10,10,0,3,41,750,1083,492,27,10,2367,16,36
107041146,2780,182,103,117,0,3170,1969,101,69,7,3,2144,332,148,283,3,0,768,85,27,51,0,0,161,190,62,130,0,0,386,16,13,29,0,0,51,13,3,26,16,0,66,21,9,11,0,0,42,661,263,530,25,0,1478,17,22,26,3,0,65,201,36,77,19,0,344,5623,602,807,165,3,7205,2669,142,99,119,3,3031,2079,109,55,5,0,2247,413,191,213,11,3,832,85,57,37,0,0,183,246,60,128,8,0,445,11,14,25,0,0,49,19,4,41,23,0,91,17,7,15,0,0,36,799,329,465,38,7,1636,36,3,27,0,0,66,255,50,62,13,0,381,5837,631,702,188,8,7366,2579,182,63,125,3,2958,2187,137,54,8,7,2392,453,215,332,9,10,1017,81,51,29,0,4,162,219,79,80,9,0,387,5,3,27,0,0,38,20,5,20,21,0,60,23,3,4,0,0,34,799,354,492,37,11,1698,21,8
107041147,713,45,5,5,0,765,1205,46,5,3,4,1267,179,30,22,0,0,231,38,0,0,0,0,38,90,9,10,0,0,111,3,0,0,0,0,3,19,0,0,0,0,19,13,0,0,0,0,13,347,44,27,0,0,414,5,0,0,0,0,10,74,11,6,0,0,86,2346,142,43,7,4,2546,747,55,12,0,0,820,1276,66,36,0,0,1383,171,35,29,4,0,234,32,0,0,0,0,32,91,10,5,0,0,115,9,0,0,0,0,9,19,0,0,0,0,18,13,0,0,0,0,10,334,44,38,4,0,419,16,0,0,0,0,16,105,3,3,0,0,112,2480,172,89,5,0,2754,801,27,66,4,3,903,1264,31,117,5,4,1418,145,27,67,3,3,244,29,0,0,0,0,29,64,3,12,0,0,80,4,0,0,0,0,6,9,0,0,0,0,9,6,0,0,0,0,3,262,28,82,3,3,379,9,6
107041148,1265,115,49,7,0,1437,1146,78,26,4,0,1256,262,110,134,15,0,523,0,25,12,0,0,32,147,29,42,3,0,220,0,6,0,0,0,15,4,0,7,0,0,10,10,0,3,0,0,19,426,177,192,21,0,821,15,3,5,3,0,27,141,29,16,4,0,190,2998,400,291,39,0,3727,1258,113,51,7,0,1433,1286,93,54,0,0,1429,263,122,121,3,0,517,0,27,0,0,0,31,171,25,38,0,0,227,0,8,0,0,0,10,4,0,0,0,0,12,20,0,4,0,0,21,456,187,168,5,0,820,14,6,9,0,0,32,132,29,33,3,0,197,3152,432,311,17,3,3909,1334,108,85,3,7,1537,1334,93,69,3,0,1503,251,117,116,15,5,503,0,24,0,0,0,24,132,22,29,3,6,192,0,3,5,0,0,12,8,4,0,0,0,10,14,0,0,0,0,17,404,169,153,18,8,753,16,4
107041150,1915,255,115,3,0,2294,1773,283,100,0,0,2161,284,273,164,7,0,729,276,157,203,0,0,639,148,64,56,0,0,272,10,8,3,0,0,16,21,8,8,0,0,40,26,12,13,0,0,45,760,521,448,13,0,1744,12,15,24,0,0,50,211,85,77,5,0,375,4680,1156,762,18,0,6623,1965,318,104,5,0,2390,2107,337,88,3,0,2537,274,295,153,6,0,738,258,283,115,0,0,658,154,75,43,0,0,277,14,8,17,0,0,35,17,4,14,11,0,44,16,3,9,0,0,28,737,671,344,18,0,1775,18,3,31,3,0,54,162,88,49,6,0,302,4977,1423,617,40,3,7054,1951,251,267,16,5,2488,2163,283,216,3,19,2684,270,242,255,3,11,781,214,167,185,0,0,557,136,50,69,6,4,259,3,8,19,0,0,35,10,5,0,9,0,25,12,0,5,0,0,23,648,472,527,23,12,1684,17,10
107041548,331,63,798,5,0,1202,113,46,548,11,0,718,140,80,1500,19,4,1737,3,4,414,0,0,420,60,32,329,6,0,422,4,3,31,0,0,38,7,0,37,3,0,52,9,0,31,0,0,40,217,120,2339,28,4,2708,3,0,57,0,0,56,50,32,536,12,4,633,716,258,4275,55,9,5315,303,69,875,3,0,1259,139,78,738,3,0,955,186,117,1959,25,7,2294,4,4,454,0,0,462,67,32,386,7,0,495,6,3,32,0,0,42,7,0,29,0,0,44,12,3,33,0,0,46,285,168,2895,38,8,3382,3,0,74,3,0,79,51,13,533,37,0,625,776,331,5102,77,9,6305,279,74,1050,5,71,1478,143,63,711,3,7,927,161,113,2127,12,5,2426,3,18,382,0,0,407,48,25,338,3,5,415,4,9,23,0,3,39,10,4,28,3,3,48,3,0,24,0,0,32,232,169,2921,17,21,3357,5,7
107041549,1334,135,266,0,0,1736,944,169,264,0,0,1381,298,261,751,3,0,1310,82,105,319,0,0,509,197,71,200,6,0,473,11,0,17,0,0,27,18,12,27,0,0,58,19,8,12,0,0,41,635,455,1321,7,0,2416,13,3,12,0,0,24,201,71,290,5,0,568,3121,831,2155,18,0,6130,1301,213,179,0,0,1695,1005,247,263,3,0,1517,387,354,767,0,3,1512,103,132,295,0,0,530,209,89,208,10,0,511,3,5,14,0,0,20,19,10,19,0,0,48,26,4,12,0,0,39,743,597,1315,5,3,2671,18,3,7,0,0,23,123,64,169,7,0,360,3186,1130,1932,13,6,6267,1238,232,194,3,4,1669,1009,217,236,3,4,1466,392,343,1086,8,12,1839,70,93,319,0,0,480,186,90,199,6,3,485,10,3,24,0,0,38,13,3,29,0,0,44,14,6,10,0,0,32,678,537,1672,14,14,2912,18,3
108011151,734,3,6,26,0,768,439,5,0,4,0,452,102,4,9,3,0,112,0,0,0,0,0,0,106,3,0,5,0,115,0,0,3,0,0,3,22,0,3,5,0,35,20,0,0,0,0,20,249,8,15,20,0,284,17,0,3,0,0,28,70,3,0,4,0,76,1511,18,25,53,0,1607,800,4,0,13,0,818,536,3,0,8,0,548,144,4,0,3,0,154,0,0,0,0,0,0,138,5,3,0,0,150,0,3,0,0,0,3,28,0,0,9,0,39,12,0,0,5,0,18,329,10,3,15,0,366,21,0,0,3,0,24,104,3,0,34,0,136,1786,25,3,71,3,1882,815,0,3,27,4,851,547,0,3,6,3,565,122,6,3,5,0,134,0,0,0,0,0,0,120,3,4,0,3,130,3,0,4,0,0,3,24,0,0,10,0,33,25,0,0,0,0,25,291,5,10,14,0,327,14,0
108011152,1988,407,143,118,0,2652,1042,83,33,3,0,1163,441,186,303,3,0,934,27,40,55,0,0,122,213,41,67,5,0,333,52,18,17,0,0,89,29,3,4,9,0,48,19,11,10,6,0,37,771,301,460,25,0,1556,9,50,12,0,0,67,174,68,87,49,0,381,3986,912,731,194,0,5819,1979,377,239,117,3,2712,1083,72,68,9,0,1231,505,175,371,5,0,1053,37,56,36,0,0,127,188,62,70,5,0,326,46,32,10,0,0,82,13,9,14,16,0,49,17,6,3,3,0,28,802,336,507,28,0,1674,20,42,3,0,0,63,212,71,108,18,0,411,4101,900,922,172,3,6090,2071,514,170,98,22,2876,1097,88,60,3,5,1264,520,176,397,17,12,1117,27,73,36,0,0,138,180,57,56,4,0,294,44,25,27,0,0,103,14,3,4,17,7,46,23,3,3,3,0,36,808,344,521,39,18,1733,39,35
108011153,942,12,5,93,0,1054,652,3,6,14,0,674,159,8,17,3,0,186,3,0,0,0,0,3,142,0,13,4,0,161,0,0,0,0,0,0,27,0,3,20,0,45,23,0,3,3,0,29,356,10,36,30,0,421,10,0,5,0,0,20,109,4,13,15,0,140,2061,33,55,149,0,2301,918,24,3,68,0,1012,669,5,0,12,0,689,177,18,9,0,0,205,0,0,0,0,0,0,156,8,0,3,0,174,0,0,0,0,0,0,20,0,3,16,0,37,18,0,0,8,0,21,379,27,13,27,0,443,18,0,0,0,0,17,108,0,6,16,0,132,2090,62,23,124,4,2300,1043,14,3,113,3,1179,705,12,3,6,0,737,177,7,4,0,0,196,0,0,0,0,0,0,133,7,9,17,0,161,0,0,0,0,0,0,17,0,0,20,0,41,20,0,0,0,0,20,344,19,19,41,0,421,23,0
108011154,863,293,131,135,0,1424,289,35,32,3,0,355,137,72,193,3,0,404,8,36,57,0,0,103,87,33,61,6,0,185,6,11,6,0,0,28,11,5,7,25,0,51,15,7,0,6,0,29,256,170,331,38,0,791,6,17,4,3,0,31,75,35,44,8,0,157,1495,539,536,185,0,2753,815,351,110,128,3,1403,302,61,24,11,0,404,133,129,235,0,0,491,3,55,33,0,0,95,78,38,49,4,0,169,0,26,0,0,0,29,10,3,3,34,0,48,6,3,3,5,0,21,230,256,324,47,3,853,4,9,0,12,0,28,49,60,32,51,0,197,1410,740,491,243,4,2891,870,375,138,84,16,1482,332,64,44,3,6,441,117,106,253,3,4,481,4,46,51,0,0,106,76,40,47,0,0,169,0,15,0,0,0,25,9,12,5,16,0,44,8,3,3,0,0,19,217,228,365,30,9,835,12,11
108021155,1861,21,28,23,0,1919,1316,3,9,3,0,1333,431,37,123,5,0,600,261,15,45,0,0,320,250,6,33,5,0,303,98,11,22,0,0,131,30,7,4,42,0,92,33,0,13,3,0,44,1103,81,243,62,0,1482,16,0,0,0,0,19,225,13,26,30,0,296,4520,113,306,126,0,5057,1743,109,7,21,0,1884,1346,68,3,0,0,1420,506,79,119,0,0,706,296,35,31,0,0,362,284,22,14,8,0,331,80,22,13,0,0,111,36,0,6,47,0,92,26,3,6,0,0,41,1229,164,196,57,0,1646,23,0,0,0,0,25,216,27,15,13,0,268,4559,362,221,92,3,5240,1768,27,17,14,12,1844,1415,11,4,0,10,1433,525,72,100,15,0,712,226,22,50,0,0,299,311,16,9,3,7,347,55,12,17,0,0,86,32,9,3,21,0,69,38,3,0,0,0,36,1190,137,180,32,14,1553,19,0
108021156,1565,4,15,107,0,1695,1012,6,14,30,0,1059,231,11,52,3,0,295,11,0,9,0,0,17,241,4,26,16,0,280,27,0,0,0,0,33,34,0,3,17,0,50,49,0,0,14,0,59,585,14,91,43,0,732,34,0,0,4,0,38,225,0,32,12,0,273,3421,20,152,200,0,3795,1552,33,17,105,0,1698,1003,21,12,14,0,1048,287,15,36,4,0,342,4,0,8,0,0,11,229,9,7,10,0,254,30,0,0,0,0,30,31,0,4,11,0,45,41,0,0,3,0,46,623,24,57,27,0,736,35,0,0,3,0,37,195,7,10,19,0,238,3406,85,96,168,0,3759,1592,13,12,52,57,1725,981,11,6,9,17,1020,260,26,19,3,6,312,4,4,0,0,0,9,255,3,4,4,3,275,8,0,0,0,0,8,20,0,0,11,12,43,42,0,0,3,4,50,597,38,21,16,23,699,28,3
108021157,736,13,9,66,0,825,409,5,3,10,0,420,131,22,21,0,0,178,66,3,3,0,0,68,93,5,8,3,0,114,5,7,0,0,0,11,11,0,0,7,0,25,10,0,3,0,0,17,317,33,38,17,0,409,9,4,0,3,0,17,82,4,0,5,0,91,1553,61,51,97,0,1762,784,17,19,25,0,840,447,3,4,0,0,458,158,10,35,3,0,207,72,0,12,0,0,84,112,11,11,0,0,133,10,0,9,0,0,13,10,0,3,5,0,20,6,0,0,0,0,12,371,20,72,6,0,479,11,0,6,0,0,21,77,3,7,0,0,90,1704,44,107,34,0,1890,763,13,27,67,5,874,455,3,3,6,0,468,168,25,18,10,0,225,51,0,16,0,0,64,124,11,5,12,0,145,10,0,8,0,0,20,7,0,0,5,7,27,6,0,0,0,0,14,369,35,52,26,9,490,11,0
108021158,958,43,114,259,3,1368,444,13,23,12,0,488,251,37,188,8,0,487,82,63,55,0,0,201,89,13,43,11,0,154,31,3,33,0,7,69,13,0,9,67,0,86,14,7,12,0,0,29,480,124,326,84,7,1024,11,3,13,4,0,26,113,11,44,17,0,187,1996,198,517,374,8,3097,1024,82,86,84,0,1275,464,25,17,9,0,507,290,86,185,9,0,573,154,13,43,0,0,208,102,5,36,5,0,160,17,15,19,0,0,56,25,13,0,21,0,59,11,3,4,3,0,17,596,138,292,37,0,1069,14,8,7,0,0,24,116,43,43,96,0,298,2209,288,444,228,0,3175,1003,43,77,271,3,1392,469,17,16,11,0,514,304,57,208,6,4,583,134,9,35,0,0,178,118,13,28,6,3,166,21,31,12,0,0,63,20,3,3,56,0,90,11,3,0,0,0,16,613,120,280,71,7,1091,23,3
108021159,1233,0,3,16,0,1254,808,0,4,13,0,828,143,0,15,5,0,164,7,0,0,0,0,7,178,0,8,8,0,193,34,0,4,0,0,34,18,0,0,0,0,18,34,0,0,0,0,42,422,0,23,11,0,460,20,0,0,5,0,26,151,0,0,4,0,161,2637,0,37,50,0,2720,1333,3,3,21,0,1355,884,7,0,9,0,893,170,16,4,0,0,185,16,0,0,0,0,13,199,4,3,3,0,209,28,4,3,0,0,33,17,0,0,3,0,22,51,0,0,0,0,51,470,19,12,8,0,515,18,0,0,0,0,22,133,4,0,4,0,141,2836,30,14,43,0,2930,1350,3,0,34,6,1403,862,6,0,3,4,872,179,20,0,0,0,198,18,4,0,0,0,24,193,3,3,9,0,205,23,5,0,0,0,36,28,3,0,3,0,30,36,0,0,0,0,39,474,37,5,14,0,531,21,0
108021160,803,51,72,153,0,1081,344,17,13,3,0,380,254,50,144,0,0,450,10,11,0,0,0,18,49,15,14,0,0,83,5,3,0,0,0,10,8,0,7,12,0,26,11,4,4,0,0,20,343,87,170,15,0,613,8,0,3,0,0,17,58,10,9,9,0,93,1562,176,264,179,0,2182,975,33,47,91,0,1145,386,7,16,5,0,413,340,65,119,0,0,523,17,0,0,0,0,20,72,5,21,0,0,104,8,0,0,0,0,10,6,3,3,16,0,23,14,4,0,0,0,22,453,78,149,15,0,694,6,0,0,4,0,7,86,4,26,15,0,140,1900,129,231,133,5,2401,996,76,71,82,0,1227,408,12,20,4,3,450,265,69,101,0,3,444,3,8,3,0,0,17,91,10,11,3,3,114,7,4,0,0,0,5,6,0,3,9,0,24,6,0,7,0,0,10,377,93,124,16,11,617,9,7
108031161,45,0,6,0,0,47,20,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,15,0,25,0,0,41,0,0,0,0,0,0,11,0,7,0,0,16,3,0,0,0,0,3,34,0,32,0,0,68,3,0,0,0,0,3,4,0,0,0,0,4,104,0,40,0,0,146,49,0,6,0,0,54,24,0,3,0,0,27,0,0,0,0,0,0,4,0,0,0,0,4,21,0,7,0,0,33,0,0,0,0,0,0,17,0,4,3,0,26,3,0,0,0,0,3,44,3,11,3,0,63,0,0,0,0,0,0,3,0,0,0,0,5,121,3,18,3,0,146,48,0,0,0,0,48,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,23,0,0,0,0,23,10,0,0,0,0,10,51,0,0,0,0,51,3,0
