SA2_MAINCODE_2016,C16_SH_Tot_NPFH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPFH_2,C16_SDRTHT_0b_NPFH_3,C16_SDRTHT_0b_NPFH_4,C16_SDRTHT_0b_NPFH_5,C16_SDRTHT_0b_NPFH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPFH_2,C16_FUA_0b_NPFH_3,C16_FUA_0b_NPFH_4,C16_FUA_0b_NPFH_5,C16_FUA_0b_NPFH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPFH_2,C16_FUA_1b_NPFH_3,C16_FUA_1b_NPFH_4,C16_FUA_1b_NPFH_5,C16_FUA_1b_NPFH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPFH_2,C16_FUA_2b_NPFH_3,C16_FUA_2b_NPFH_4,C16_FUA_2b_NPFH_5,C16_FUA_2b_NPFH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPFH_2,C16_FUA_3b_NPFH_3,C16_FUA_3b_NPFH_4,C16_FUA_3b_NPFH_5,C16_FUA_3b_NPFH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPFH_2,C16_FUA_4mb_NPFH_3,C16_FUA_4mb_NPFH_4,C16_FUA_4mb_NPFH_5,C16_FUA_4mb_NPFH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPFH_2,C16_FUA_NB_NS_NPFH_3,C16_FUA_NB_NS_NPFH_4,C16_FUA_NB_NS_NPFH_5,C16_FUA_NB_NS_NPFH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPFH_2,C16_FUA_Tot_NPFH_3,C16_FUA_Tot_NPFH_4,C16_FUA_Tot_NPFH_5,C16_FUA_Tot_NPFH_6_mor,C16_FUA_T_T,C16_OD_0b_NPFH_2,C16_OD_0b_NPFH_3,C16_OD_0b_NPFH_4,C16_OD_0b_NPFH_5,C16_OD_0b_NPFH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_T_T,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_T,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_T_T
107041146,224,4555,0,0,0,0,0,0,5,0,0,0,0,9,69,16,7,3,0,94,111,63,49,11,9,244,7,3,11,5,5,28,3,0,3,0,0,4,199,83,63,18,17,384,0,0,0,0,0,0,29,4,0,0,0,33,99,38,17,11,3,168,4,7,5,4,0,25,3,0,3,0,0,3,0,0,0,0,0,4,142,47,27,13,3,239,0,0,0,0,0,0,13,0,0,0,0,15,29,9,0,0,0,32,3,3,5,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,46,10,5,0,3,64,10,4,3,0,0,15,2121,1072,1284,538,247,5260
107041147,84,2067,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,14,17,11,15,0,0,36,0,5,3,0,0,7,0,0,0,0,0,0,32,17,12,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,52,14,5,0,0,76,49,32,18,10,0,105,3,0,0,0,0,4,0,0,0,0,0,0,103,49,26,5,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,9,0,0,3,3,0,9,755,512,705,271,86,2334
107041148,98,2604,0,0,0,0,0,0,0,0,0,0,0,0,52,7,9,0,0,77,54,32,26,8,3,125,7,3,5,0,0,20,3,0,0,0,0,7,124,51,42,14,0,225,0,0,0,0,0,0,7,0,0,0,0,7,56,25,5,0,0,90,34,13,12,8,0,64,3,3,4,0,0,12,0,0,0,0,0,0,114,40,15,10,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,5,6,0,0,19,3,0,4,0,0,9,1237,613,775,317,100,3043
107041150,170,4101,0,0,0,0,0,0,11,0,0,0,0,11,122,45,13,7,0,179,157,104,57,18,5,344,7,10,10,6,4,43,3,0,0,0,0,9,301,159,88,30,13,584,0,0,0,0,0,0,14,0,0,0,0,15,189,43,10,3,0,247,107,59,26,9,7,203,7,0,6,9,0,18,9,0,0,0,0,9,317,106,49,17,5,490,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,14,11,9,11,3,0,30,2086,1051,1338,558,188,5222
107041548,34,404,0,0,0,0,0,0,5,0,0,0,0,4,51,11,3,0,0,66,42,17,6,5,0,74,4,0,3,7,0,10,0,0,0,0,0,0,104,32,19,10,4,164,6,0,0,0,0,6,101,7,3,0,0,109,920,250,84,18,3,1269,544,156,87,19,4,812,29,12,9,3,4,60,30,3,3,0,0,31,1626,425,187,39,13,2284,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,70,5,3,0,0,81,1956,554,279,99,48,2938
107041549,125,2238,0,0,0,0,0,0,3,0,0,0,0,8,92,37,17,4,3,150,151,125,89,25,6,394,7,9,9,4,0,31,3,0,0,0,0,6,262,180,113,35,10,586,0,0,0,0,0,0,50,10,0,0,0,61,395,163,99,24,13,690,52,41,42,4,5,148,3,0,9,3,0,17,9,6,3,0,3,20,515,218,149,32,18,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,4,3,0,0,0,9,1659,877,769,310,156,3772
108011151,37,1236,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,9,5,3,0,0,16,4,3,6,0,0,11,660,273,215,93,37,1276
108011152,105,3026,0,0,0,0,0,0,8,0,0,0,0,6,109,13,9,0,0,136,250,42,21,3,3,324,10,3,0,0,0,13,9,0,0,0,0,10,378,62,32,7,3,483,0,0,0,0,0,0,11,3,0,0,0,11,133,39,8,0,0,188,71,22,13,0,0,105,7,0,0,0,0,8,3,0,0,0,0,5,229,67,26,0,0,320,0,0,0,0,0,0,6,0,0,0,0,6,20,3,3,0,0,23,0,3,0,0,0,5,6,0,0,0,0,3,0,0,0,0,0,0,34,7,3,0,0,47,20,6,4,0,0,26,2436,669,500,189,108,3897
108011153,54,1558,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,12,0,3,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,18,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,21,17,3,0,0,0,20,7,3,7,0,0,16,0,0,0,0,3,3,5,0,0,0,0,3,49,7,3,0,3,59,5,0,0,0,0,5,920,290,260,133,55,1658
108011154,25,1038,0,0,0,0,0,0,9,0,0,0,0,9,101,10,3,0,0,117,142,33,6,0,3,190,5,0,4,0,0,11,8,0,0,0,0,8,261,51,10,3,4,332,0,0,0,0,0,0,4,0,0,0,0,4,104,21,12,0,0,139,36,10,0,0,0,48,0,0,0,3,0,3,3,0,0,0,0,3,148,36,14,6,0,199,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,13,4,3,0,0,14,14,0,0,0,0,13,1097,243,169,56,31,1595
108021155,216,3276,0,0,0,0,0,0,7,0,0,0,0,6,20,8,6,0,0,30,3,3,3,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,30,14,9,0,0,50,0,0,0,0,0,0,3,0,0,0,0,3,18,5,0,0,0,24,3,6,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,31,13,0,0,0,49,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,15,14,10,3,0,0,28,1586,747,579,286,218,3420
108021156,102,2265,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,12,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,19,21,9,9,5,3,43,1248,475,342,187,111,2361
108021157,41,1161,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,5,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5,3,0,27,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0,0,0,13,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,23,0,0,0,0,0,3,9,0,0,0,0,12,17,3,0,0,0,16,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,29,6,7,0,0,36,4,0,0,0,0,9,691,217,196,103,41,1250
108021158,52,1396,0,0,0,0,0,0,0,0,0,0,0,3,32,3,3,0,0,34,17,9,0,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,55,7,3,0,0,67,0,0,0,0,0,0,11,0,0,0,0,9,52,18,3,0,0,69,37,3,4,3,0,50,6,0,0,0,0,6,3,0,0,0,0,3,109,25,9,9,0,142,3,0,0,0,0,3,13,0,0,0,0,13,57,3,0,0,0,62,0,3,4,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,82,6,4,0,0,95,3,0,0,0,0,3,1038,312,187,121,53,1711
108021159,109,1971,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,7,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,16,4,3,0,0,0,10,1049,366,332,163,114,2019
108021160,37,1266,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,36,18,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,49,8,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,38,23,11,4,0,0,41,3,0,0,0,0,3,6,0,0,0,0,6,65,10,4,3,0,84,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16,3,0,3,0,0,6,922,228,161,81,42,1435
108031161,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,20,14,6,0,90
108041162,139,4183,0,0,0,0,0,0,5,0,0,0,0,8,143,13,3,0,0,160,64,9,4,0,0,84,3,0,4,0,0,12,5,0,0,0,0,9,223,26,14,3,3,267,0,0,0,0,0,0,3,0,0,0,0,4,49,19,3,0,0,67,16,4,3,0,0,24,3,0,0,0,0,7,0,0,0,0,0,0,73,23,6,0,3,100,3,0,0,0,0,3,28,0,0,0,0,29,72,7,0,4,0,81,9,0,3,0,0,17,0,0,0,0,0,3,11,0,0,0,0,11,122,12,3,8,3,138,11,3,0,3,0,22,2872,753,634,300,145,4713
108041163,206,6060,0,0,0,0,0,0,11,0,0,0,0,6,256,60,19,0,0,331,284,96,45,7,4,441,27,3,8,3,3,43,15,3,0,0,0,13,582,162,65,16,10,841,0,0,0,0,0,0,24,0,0,0,0,25,282,66,14,4,0,365,162,30,15,6,0,219,4,0,0,0,0,12,21,0,0,0,0,26,500,101,38,14,0,646,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,20,15,7,3,3,0,24,4052,1408,1333,570,217,7584
108041164,113,3192,0,0,0,0,0,0,7,0,0,0,0,7,214,30,7,0,0,254,280,74,27,8,3,400,30,9,9,3,3,62,16,4,0,0,0,16,543,120,46,16,7,734,0,0,0,0,0,0,38,0,0,0,0,35,209,34,5,0,0,245,109,31,11,3,0,151,0,0,0,0,0,0,6,0,0,0,0,7,364,64,15,3,0,445,5,0,0,0,0,5,8,0,0,0,0,8,39,3,0,0,0,38,14,0,0,0,0,20,3,0,0,0,0,3,5,0,0,0,0,5,69,4,3,0,0,74,16,5,0,0,3,23,2596,817,653,281,122,4469
108041165,67,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,3,3,3,0,23,683,263,238,122,76,1380
108041166,136,2795,0,0,0,0,0,0,0,0,0,0,0,3,34,7,3,0,0,43,24,17,7,0,0,51,3,0,4,0,0,12,0,0,0,0,0,0,63,25,13,3,3,111,0,0,0,0,0,0,0,0,0,0,0,6,20,0,3,0,0,23,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,4,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,6,0,0,0,0,7,1413,538,558,309,137,2952
108051167,48,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,9,3,0,0,0,14,8,0,3,0,0,7,810,238,186,89,48,1377
108051168,86,2619,0,0,0,0,0,0,0,0,0,0,0,0,119,9,0,0,0,131,72,23,10,4,0,112,5,4,0,0,0,11,3,0,0,0,0,3,201,40,12,4,0,257,0,0,0,0,0,0,3,0,0,0,0,3,31,5,0,0,0,35,25,8,4,0,0,39,0,0,0,0,0,0,3,0,0,0,0,3,55,18,9,0,0,83,4,0,0,0,0,4,6,0,0,0,0,6,23,4,0,0,0,32,12,3,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,42,5,0,0,0,54,19,8,5,0,0,33,1780,496,453,234,85,3044
108051169,224,4733,0,0,0,0,0,0,11,0,0,0,0,11,125,24,3,0,0,152,45,10,6,3,0,60,0,0,3,0,0,6,4,0,3,0,0,5,179,38,14,3,3,236,0,0,0,0,0,0,14,0,0,0,0,14,88,17,6,0,0,110,8,10,7,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,117,30,12,0,0,158,0,0,0,0,0,0,3,0,0,0,0,5,7,0,0,0,0,14,3,0,4,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,19,3,5,3,0,31,19,5,8,0,0,30,2675,1008,857,408,228,5187
108051170,125,3289,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,25,37,6,0,0,0,45,15,4,0,0,0,19,0,0,0,0,0,0,64,16,3,3,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,15,23,0,0,0,0,21,5,0,0,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,39,3,3,0,0,48,12,3,0,0,0,17,2038,587,468,235,125,3450
108051171,74,1335,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,3,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,6,688,294,237,106,73,1391
109011172,128,3607,0,0,0,0,0,0,10,3,0,0,0,11,82,17,6,0,0,105,31,5,14,0,0,50,4,5,0,0,0,7,0,0,0,0,0,0,120,29,19,0,0,177,0,0,0,0,0,0,3,0,0,0,0,3,12,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,11,3,0,0,0,3,10,1661,795,877,362,131,3816
109011173,83,2245,0,0,0,0,0,0,6,0,0,0,0,6,79,23,14,0,0,117,31,16,5,3,3,53,0,3,0,0,0,7,5,0,0,0,0,5,124,36,17,5,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,5,0,0,3,0,11,1173,546,455,193,84,2450
109011174,48,2052,0,0,0,0,0,0,16,3,0,0,0,25,139,34,16,3,5,197,60,16,10,3,0,91,3,0,3,0,0,12,6,0,0,0,0,4,223,59,27,10,3,332,0,0,0,0,0,0,5,0,0,0,0,5,19,3,3,0,0,22,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,21,4,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,13,0,3,0,0,0,4,1318,449,441,173,52,2430
109011175,157,2972,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,4,0,3,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,10,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,0,0,0,5,0,6,0,0,0,3,0,6,0,0,0,0,0,0,9,0,0,5,3,19,12,0,0,6,6,17,1441,501,591,329,157,3029
109011176,130,3120,0,0,0,0,0,0,7,4,0,0,0,7,188,62,17,4,0,276,46,41,18,4,0,97,0,0,5,0,0,9,7,0,0,0,0,7,249,110,41,11,5,409,0,0,0,0,0,0,0,0,0,0,0,0,11,10,4,0,0,32,7,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,21,21,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,14,3,0,0,0,0,7,1830,763,609,253,130,3593
109021177,27,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,17,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,6,402,136,106,66,25,740
109021178,51,1427,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,18,0,0,0,0,24,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,31,3,0,0,0,0,3,5,0,0,0,0,6,7,3,0,0,0,13,3,3,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,3,20,3,3,0,0,31,10,0,0,0,0,9,765,281,275,146,51,1517
109021179,45,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,5,7,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,16,0,0,3,3,0,7,438,165,128,109,45,876
109031180,36,1366,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,20,14,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,28,6,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,23,7,3,0,0,31,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,7,3,0,0,40,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,15,9,0,0,0,0,12,850,255,225,106,36,1462
109031181,66,1653,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,32,11,0,0,0,0,15,3,0,0,0,0,4,0,0,0,0,0,0,41,6,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,17,4,0,0,0,0,3,986,284,274,150,66,1761
109031182,46,1746,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,7,8,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,8,10,3,0,0,24,0,0,0,0,0,0,6,0,0,0,0,3,39,4,0,0,0,41,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,50,9,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,11,3,0,0,0,19,1027,333,296,146,49,1852
109031183,64,1692,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,0,4,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,14,4,0,4,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,22,3,4,0,0,31,8,0,4,3,0,14,989,284,265,151,63,1760
109031184,40,1399,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,40,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,50,0,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,44,9,3,0,0,58,5,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,51,8,3,0,4,74,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,12,5,4,0,0,0,5,0,0,0,3,0,8,0,0,0,0,0,0,20,4,0,3,0,32,5,0,0,0,0,3,861,248,278,131,37,1552
