SA2_MAINCODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
106021114,0,0,0,8,27,80,3,0,0,0,124,0,0,0,3,0,0,13,70,3,3,0,0,90,0,0,0,0,3,0,3,44,3,0,0,0,58,0,0,0,0,0,0,3,20,0,0,0,0,28,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,3,0,8,8,28,0,0,0,0,44,0,0,0,0,0,3,5,4,0,0,0,7,24,19,0,22,55,32,76,170,376,19,4,0,18,786
106021115,3,6,16,31,124,164,22,3,3,3,386,4,0,3,7,8,18,87,115,28,3,0,6,269,0,0,0,3,3,15,22,49,13,0,0,0,101,0,0,0,0,4,13,12,39,24,3,0,0,88,0,0,0,0,0,0,6,8,8,3,0,0,34,3,0,6,9,5,25,49,48,16,0,0,6,172,0,3,24,12,0,5,12,4,3,0,0,16,84,72,48,283,315,214,341,864,851,147,16,5,86,3241
106021116,0,0,0,0,11,28,0,0,0,0,47,3,0,0,0,0,0,4,25,0,0,0,0,39,0,0,0,0,0,0,0,9,0,0,0,0,16,0,0,0,0,0,0,4,9,10,3,0,3,24,0,0,0,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,4,18,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,3,26,13,13,82,157,26,10,0,16,368
106021117,0,5,3,21,104,190,3,0,0,3,337,0,0,0,5,3,10,51,143,13,4,3,3,238,0,0,0,0,0,0,28,78,5,0,0,0,111,0,0,0,0,5,0,15,76,7,0,0,0,94,0,0,0,0,0,0,6,32,3,0,0,0,41,0,0,4,6,10,9,32,77,5,3,0,3,164,3,0,8,6,0,6,11,6,0,0,0,11,49,59,24,167,206,90,204,757,1047,47,6,10,60,2684
106021118,4,0,0,33,21,37,19,5,0,0,116,3,0,0,0,0,21,15,26,14,0,0,0,80,0,0,0,0,0,11,3,11,11,0,0,0,47,0,0,0,0,0,12,0,5,12,7,0,0,37,0,0,0,0,0,3,0,5,7,0,0,0,16,0,0,0,0,0,20,12,21,10,3,0,4,75,0,0,0,0,0,0,0,3,0,0,0,6,11,20,0,14,16,19,123,150,195,96,17,0,26,674
106031119,0,0,4,3,19,26,4,0,0,0,63,0,0,0,0,0,3,0,11,11,0,0,0,29,0,0,0,0,0,0,0,8,5,0,3,0,27,0,0,0,0,0,0,3,5,3,0,0,0,17,0,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,0,4,3,5,20,4,3,0,0,46,0,0,0,0,0,0,3,3,0,0,0,0,5,18,5,6,10,27,29,88,153,51,12,7,19,438
106031120,0,0,3,8,19,47,7,0,0,0,87,0,0,0,0,0,3,9,21,3,0,0,0,41,0,0,0,0,0,6,4,7,0,0,0,0,14,0,0,0,3,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,4,11,14,3,0,0,0,38,0,0,0,3,0,3,3,5,0,0,0,0,18,17,0,13,51,35,79,222,225,24,0,3,10,688
106031121,0,0,3,26,59,115,30,4,10,5,272,3,0,0,0,3,22,30,60,39,8,8,5,183,4,0,0,0,0,8,16,30,17,12,3,0,96,4,0,0,0,0,5,9,24,29,13,9,3,92,0,0,0,0,0,0,3,13,16,9,4,0,39,3,0,0,0,11,23,23,59,23,13,9,5,168,0,0,10,10,3,4,12,16,0,0,3,10,64,69,19,131,98,97,318,539,711,256,67,50,75,2418
106031122,0,6,12,47,65,62,5,0,0,3,197,5,0,0,0,3,22,32,35,5,0,0,3,106,0,0,0,0,0,11,13,23,7,0,0,0,52,0,0,3,0,0,7,7,5,3,0,0,0,32,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,10,8,9,40,21,30,0,0,0,3,122,3,3,11,7,4,10,3,5,0,0,0,9,57,51,22,216,156,152,386,553,340,20,4,9,45,1950
106031123,0,0,0,0,3,5,7,0,0,0,22,5,0,3,0,3,0,4,3,3,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,7,7,0,0,0,0,0,3,6,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,10,5,8,11,32,24,12,10,7,10,156
106031124,0,0,0,8,12,14,0,0,0,0,45,0,0,0,0,0,0,10,7,0,0,0,0,24,0,0,0,0,3,0,3,7,0,0,0,0,11,0,0,0,0,0,0,3,8,0,0,0,3,13,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,12,7,0,0,0,0,28,0,0,0,3,0,0,3,0,0,0,0,3,11,22,0,17,31,39,89,144,111,6,0,3,14,488
106031125,0,3,3,37,22,62,21,4,3,5,166,3,0,0,3,3,27,12,42,14,0,0,0,104,0,0,0,0,0,12,9,17,12,3,0,0,60,0,0,0,0,0,14,13,15,10,3,0,3,51,0,0,0,0,0,0,0,3,7,3,0,0,14,0,0,0,3,7,37,15,26,14,6,0,0,107,0,0,0,3,0,3,3,0,0,0,0,3,14,22,3,35,54,44,202,175,287,102,17,12,28,973
106041126,6,14,20,62,86,15,0,0,0,3,204,4,0,6,6,19,38,70,18,3,0,0,6,179,0,0,0,0,0,15,25,15,3,0,0,0,55,0,0,3,6,3,12,34,11,0,0,0,0,72,3,0,0,0,0,4,22,6,3,0,0,0,43,0,4,3,14,7,27,30,7,0,0,0,8,99,0,3,7,15,4,3,8,0,0,0,0,12,59,60,30,109,344,194,475,522,104,16,0,3,61,1913
106041127,0,3,8,3,17,4,0,0,0,3,49,10,0,3,3,3,3,8,10,0,0,0,0,37,11,0,0,0,3,0,5,3,3,0,0,0,23,0,0,0,0,0,0,9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,5,8,3,10,0,0,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,11,70,0,18,40,39,51,88,31,6,0,3,24,370
106041128,4,3,7,17,29,13,0,0,0,0,93,5,0,0,3,0,10,9,17,3,0,0,0,51,0,0,0,0,0,0,3,11,4,0,0,3,30,0,0,0,0,3,5,6,16,3,0,0,0,28,0,0,0,0,0,3,3,4,4,0,0,0,18,4,0,3,0,3,12,11,7,0,0,0,0,37,3,0,3,3,5,4,6,0,0,0,0,4,29,35,9,38,88,84,155,155,85,17,0,4,23,699
106041129,6,4,8,24,15,3,0,0,3,10,112,16,0,3,9,4,10,12,0,0,0,0,6,56,11,0,0,3,3,6,0,3,0,0,0,8,34,5,0,0,0,3,0,4,4,0,0,0,0,27,7,0,0,0,0,0,0,0,0,0,0,0,12,22,0,3,5,5,11,6,0,0,0,0,10,61,4,0,3,0,0,0,0,0,0,0,0,3,18,185,8,77,112,81,156,101,22,4,5,5,63,822
107011131,0,5,4,9,44,119,23,11,0,4,224,3,0,0,4,0,4,29,69,31,0,0,0,153,0,0,3,3,0,0,12,28,15,0,0,3,60,4,0,0,0,0,0,10,15,7,0,0,0,44,0,0,0,0,0,0,4,4,12,3,0,0,23,0,0,4,8,3,4,20,41,15,3,0,3,101,3,3,9,4,0,0,6,3,4,0,0,20,51,66,31,216,175,105,147,327,636,150,27,3,73,1946
107011132,0,0,0,0,0,33,19,3,0,4,57,3,0,0,0,3,3,4,14,15,6,0,0,47,0,0,0,0,0,0,0,8,7,6,0,0,22,0,0,0,0,0,0,0,7,4,7,0,0,23,0,0,0,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,3,11,9,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,3,13,18,33,172,88,32,3,4,388
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,0,0,7,10,22,50,17,4,3,3,110,0,0,0,0,0,6,19,34,14,3,0,0,76,0,0,0,0,0,0,10,14,13,9,0,0,46,0,0,0,0,0,0,3,14,8,4,3,0,35,0,0,0,0,0,0,0,6,5,3,0,0,18,0,0,3,11,5,5,17,21,10,3,3,8,76,0,0,3,8,4,0,0,3,3,0,0,3,29,38,17,198,124,73,74,172,277,102,36,16,47,1178
107011545,0,3,0,17,42,51,9,5,0,3,139,5,0,0,0,0,7,19,30,9,0,0,3,78,3,0,0,0,0,0,7,14,6,0,0,0,38,0,0,0,0,0,0,8,13,4,3,3,0,28,0,0,0,0,0,0,0,0,3,3,0,0,13,3,0,8,8,0,9,27,35,8,3,0,3,107,5,0,15,3,4,3,8,8,0,0,0,7,58,71,22,240,184,89,129,300,355,78,20,13,63,1561
107011546,4,4,7,9,31,45,0,0,0,0,108,0,0,0,0,3,0,14,26,10,0,0,5,53,0,0,0,0,0,0,5,6,3,3,0,0,15,3,0,0,3,0,0,0,5,0,3,0,0,27,0,0,0,3,0,0,3,3,0,3,0,0,13,3,0,7,7,11,9,11,20,0,0,0,7,76,8,3,21,11,3,6,8,5,0,0,0,10,73,83,26,249,177,132,199,228,278,39,14,9,50,1492
107011547,0,3,0,10,6,11,6,0,0,0,34,0,0,0,0,0,0,3,10,6,0,0,0,28,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,3,0,3,6,4,5,0,0,0,28,0,0,4,3,0,0,0,0,0,0,0,3,16,22,10,33,49,47,69,67,102,39,7,4,14,450
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,0,0,14,54,35,7,3,3,129,5,0,0,0,0,0,4,45,38,3,0,0,103,0,0,0,0,0,0,3,19,23,3,0,0,50,0,0,0,0,0,0,0,7,15,3,0,4,31,3,0,0,0,0,0,0,4,6,3,0,0,22,4,0,4,0,0,0,4,14,12,0,0,0,42,0,0,3,0,0,0,3,3,0,0,0,3,13,34,5,39,20,30,30,93,307,180,30,7,13,791
107031137,0,0,3,9,14,38,4,0,0,3,71,0,0,0,0,0,0,12,22,4,0,0,0,45,0,0,0,0,0,0,0,11,4,0,0,0,17,0,0,0,0,0,0,0,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,3,18,0,0,0,3,43,3,0,0,3,0,0,0,3,0,0,0,5,20,19,3,53,56,41,57,115,220,40,6,3,19,632
107031138,0,3,0,4,13,26,26,9,6,6,87,0,0,0,0,0,3,3,29,21,13,4,0,75,0,0,0,0,0,0,0,11,11,8,4,0,31,4,0,0,0,0,0,3,4,10,8,3,0,38,0,0,0,0,0,0,0,0,6,3,9,0,21,0,0,0,0,0,0,4,19,9,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,16,28,8,18,27,15,47,106,220,130,55,44,27,714
107031139,0,0,0,3,0,18,13,3,3,0,42,0,0,0,0,0,0,10,15,10,4,0,0,38,3,0,0,0,0,0,3,5,3,4,0,0,15,0,0,0,0,0,0,3,3,7,0,0,0,17,0,0,0,0,0,0,0,3,0,3,0,0,13,3,0,0,0,0,0,3,7,14,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,3,9,8,12,39,92,79,21,6,3,296
107031140,0,3,3,4,4,19,16,8,0,3,74,3,0,0,0,4,3,9,10,19,0,5,0,50,7,0,3,0,0,0,3,12,11,3,4,0,41,0,0,0,0,0,0,3,5,11,3,8,0,31,0,0,0,0,0,0,0,3,4,9,5,0,22,0,0,0,0,0,0,0,16,11,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,7,8,42,3,17,35,27,22,49,111,114,29,29,33,513
107031141,0,0,3,7,7,54,53,40,5,0,171,0,0,0,0,0,0,9,41,56,28,3,3,145,3,0,0,0,0,0,4,18,27,23,0,0,81,0,0,0,0,0,0,0,14,36,29,11,0,92,0,0,0,0,0,0,3,7,23,21,11,0,67,3,0,0,0,0,0,9,17,20,18,3,0,77,0,0,3,5,0,3,0,3,3,0,0,7,29,32,7,75,53,37,52,102,304,320,196,38,27,1252
107031142,0,0,0,10,18,54,27,3,0,0,114,0,0,0,0,3,3,7,23,23,3,0,0,65,3,0,0,0,0,0,3,13,10,3,0,0,30,3,0,0,0,0,0,0,9,6,3,0,0,26,0,0,0,0,0,0,0,4,3,0,0,0,10,0,0,0,3,0,3,6,16,12,9,0,0,47,0,0,3,0,3,0,3,0,0,0,0,3,16,24,8,54,35,36,82,137,304,125,30,3,26,865
107031143,3,4,5,17,70,113,31,5,0,4,250,4,0,0,6,0,3,44,76,10,0,0,3,151,0,0,0,0,0,3,17,39,11,0,0,3,70,3,0,3,0,0,0,9,15,6,6,0,3,46,0,0,0,5,3,0,3,0,3,0,0,0,18,9,0,7,10,13,12,51,50,17,0,3,9,187,5,0,20,15,5,8,13,0,0,0,0,19,92,80,35,370,322,168,261,565,721,148,17,10,91,2779
107041144,0,3,6,10,46,110,44,18,11,12,265,0,0,0,0,4,10,18,73,35,18,10,3,170,3,0,0,3,0,3,6,27,29,11,5,3,93,8,0,0,0,0,4,7,18,32,6,3,0,80,0,0,0,0,0,0,0,4,8,11,8,0,34,6,0,8,7,0,9,20,48,34,15,5,3,159,4,0,24,3,3,7,8,0,0,0,4,17,66,86,31,292,178,111,188,374,591,292,109,60,86,2402
107041145,3,3,6,16,52,105,33,3,0,7,238,0,0,0,0,3,8,24,58,36,7,3,7,143,3,0,0,0,0,0,17,34,21,9,3,0,92,3,0,4,0,0,3,12,18,17,4,0,0,66,0,0,0,0,0,0,0,10,4,0,0,3,16,0,0,15,12,5,10,26,32,17,3,4,8,128,3,0,16,12,3,12,4,4,0,0,0,12,63,71,27,370,240,144,253,435,494,184,47,21,80,2367
107041146,3,8,3,14,33,54,40,20,7,0,184,0,0,0,3,3,5,19,40,44,19,5,3,136,0,0,0,3,0,3,7,17,17,11,0,0,63,3,0,0,0,0,0,4,15,15,12,3,0,42,0,0,0,0,0,0,3,8,13,7,3,0,39,7,0,5,11,3,4,13,24,21,9,14,3,111,0,0,8,6,3,6,4,3,0,3,0,3,37,54,12,99,116,82,192,284,363,277,102,67,44,1697
107041147,0,0,0,0,0,11,17,13,6,0,56,0,0,0,0,0,3,0,6,19,17,4,0,53,0,0,0,0,0,0,5,3,8,9,0,0,29,0,0,0,0,0,0,0,3,10,5,6,0,34,0,0,0,0,0,0,0,3,4,3,10,0,18,0,0,0,0,0,0,0,8,14,5,12,3,44,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,9,5,13,6,26,71,107,61,49,13,379
107041148,0,0,3,3,7,29,24,16,6,3,99,0,0,0,0,0,0,12,29,21,19,17,0,103,0,0,0,0,0,3,3,10,23,15,13,0,60,3,0,0,0,0,0,0,6,19,18,21,0,72,0,0,0,0,0,0,0,3,5,17,33,0,59,0,0,0,0,0,3,0,14,9,20,19,0,67,3,0,0,0,0,0,0,0,0,0,0,0,4,36,4,23,13,20,32,72,148,151,115,128,15,752
107041150,0,9,3,4,20,67,38,11,3,3,157,5,0,0,0,0,4,9,38,57,19,7,0,133,3,0,0,0,0,3,5,27,28,7,7,3,85,3,0,5,0,0,0,7,14,23,13,13,0,83,0,0,0,0,0,0,0,5,12,10,7,0,36,0,3,4,9,0,8,8,24,14,6,11,4,97,0,0,11,5,0,3,3,0,3,0,0,12,43,61,31,244,114,87,124,194,348,269,87,59,57,1679
107041548,6,5,0,26,87,169,68,27,5,7,397,3,0,4,4,0,11,42,134,57,30,20,5,308,5,0,0,3,0,0,28,64,27,16,15,0,160,3,0,0,0,0,5,19,46,45,36,12,4,175,0,0,0,0,0,0,4,11,22,18,26,0,82,3,0,6,7,6,13,42,92,55,24,15,3,268,3,0,11,4,0,5,3,7,9,4,0,16,70,81,20,255,124,78,268,674,970,458,226,127,81,3359
107041549,7,8,3,16,75,115,75,12,10,3,331,8,0,0,10,3,9,32,73,75,15,8,0,237,0,0,0,0,3,0,13,39,35,7,4,0,104,0,0,0,0,0,3,8,20,33,11,7,0,85,0,0,0,0,0,0,5,10,19,13,3,0,49,8,0,7,6,0,8,27,45,53,20,12,10,192,5,3,11,3,3,11,0,9,0,4,0,21,69,103,42,272,182,132,229,602,605,459,133,75,81,2909
108011151,3,3,4,8,7,3,0,0,0,0,39,4,0,0,0,3,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,3,0,3,0,0,3,18,7,0,3,0,0,3,0,0,0,0,0,4,12,46,0,22,44,41,66,64,11,7,0,4,21,326
108011152,0,5,8,12,32,59,9,0,0,0,131,3,0,0,4,0,8,13,42,7,0,0,3,80,0,0,0,0,0,0,5,13,13,0,0,3,40,0,0,0,3,0,3,6,14,8,0,3,0,32,3,0,0,0,0,0,4,6,4,0,0,0,20,6,0,3,10,5,7,21,37,10,0,0,0,93,0,0,13,14,3,15,8,4,0,0,0,11,74,56,11,108,224,136,253,385,405,81,7,14,43,1733
108011153,0,0,0,3,10,9,0,0,0,0,36,3,0,0,0,0,0,6,6,3,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,3,4,14,7,3,0,0,0,40,0,0,0,0,3,0,3,0,0,0,0,3,11,43,0,16,21,31,70,105,79,12,0,10,21,414
108011154,0,0,4,11,16,12,4,0,0,0,54,0,0,0,0,0,0,9,6,0,0,0,0,26,3,0,0,0,0,3,0,4,3,0,0,0,11,3,0,0,0,0,5,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,6,13,9,0,0,0,3,39,3,0,6,6,0,11,3,3,0,0,0,5,34,31,12,69,108,105,169,176,116,17,3,7,29,835
108021155,8,10,10,18,39,15,3,0,0,3,102,3,0,0,0,3,19,20,7,0,0,0,0,56,0,0,0,3,4,4,9,6,0,0,0,0,21,0,0,0,3,5,3,3,3,0,0,0,3,22,3,0,0,3,0,0,0,0,0,0,0,0,7,5,0,5,13,13,21,28,9,0,0,0,3,97,0,0,11,20,12,18,11,0,0,0,0,8,77,63,20,143,275,208,356,327,91,8,0,9,43,1554
108021156,0,12,8,9,18,17,0,0,0,0,67,7,0,0,3,6,3,8,6,0,0,0,0,44,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,8,5,0,0,3,5,10,12,5,0,0,0,3,50,3,0,6,3,3,3,3,0,0,0,0,0,21,84,4,53,108,85,119,148,54,5,3,7,23,703
108021157,0,6,0,5,15,12,0,0,0,3,51,3,0,0,0,0,0,12,3,0,0,0,0,27,0,0,0,0,0,3,9,3,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,4,4,10,3,5,0,0,0,3,31,0,0,0,0,3,0,3,0,0,0,0,4,15,27,4,44,43,49,76,136,68,5,0,6,24,487
108021158,3,5,6,8,6,11,4,0,0,3,63,0,0,3,0,4,3,10,13,3,0,3,3,41,0,0,0,0,0,3,8,3,3,3,0,3,22,0,0,0,0,0,0,3,6,7,4,0,0,22,0,0,0,0,0,3,0,3,3,0,0,0,15,0,0,0,6,3,8,18,14,0,0,0,0,57,0,0,12,12,5,4,7,0,0,0,0,0,47,20,5,148,179,111,173,234,112,23,9,18,40,1084
108021159,4,5,4,11,8,13,0,0,0,0,56,3,0,0,0,0,4,11,11,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,4,0,0,0,15,0,0,3,0,0,0,0,3,0,0,0,0,4,4,0,3,3,6,3,8,4,3,0,0,3,38,0,0,4,0,0,3,3,0,0,0,0,0,14,69,8,63,64,54,86,97,67,15,3,0,18,531
108021160,0,0,0,3,21,24,0,0,0,4,54,0,0,0,0,0,6,18,11,3,0,0,4,39,0,0,0,0,0,3,3,7,0,0,0,0,23,0,0,0,0,3,3,8,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,7,6,4,0,0,0,26,0,0,3,5,5,11,5,0,0,0,0,8,33,28,3,19,50,54,121,174,114,21,4,11,16,617
108031161,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,4,3,3,10,4,0,0,3,4,51
108041162,0,0,3,7,28,50,13,0,0,0,107,3,0,0,0,3,4,6,36,6,0,0,3,65,0,0,0,0,0,0,3,18,8,0,0,0,35,0,0,0,0,0,0,5,4,4,0,0,5,17,0,0,0,0,0,0,0,0,5,3,3,0,10,3,0,3,4,5,3,17,36,6,3,0,0,81,3,0,0,3,0,3,11,7,0,0,0,5,36,64,11,66,117,84,185,328,361,67,12,7,39,1351
108041163,0,10,7,16,74,163,61,12,6,8,361,10,0,0,0,10,10,37,146,52,9,7,5,286,0,0,0,0,0,8,7,50,29,13,0,0,113,6,0,0,0,3,0,7,30,40,21,10,3,125,3,0,0,0,0,0,0,11,21,14,5,0,61,3,0,0,9,3,11,30,86,39,12,0,8,207,6,0,8,4,8,11,15,15,3,3,3,11,87,106,17,169,175,170,401,668,1052,354,119,40,90,3356
108041164,0,10,3,12,75,94,45,9,3,3,262,0,0,0,3,4,5,19,74,45,11,3,0,166,4,0,0,0,3,5,4,32,30,4,7,0,89,4,0,0,0,3,0,5,23,16,10,3,0,71,0,0,0,0,0,0,3,4,10,6,5,0,28,0,0,8,4,9,12,26,52,13,9,4,10,144,9,3,17,5,7,15,12,11,4,0,0,18,97,67,31,245,149,119,242,502,623,226,61,31,72,2368
108041165,0,3,4,0,5,5,0,0,0,0,32,3,0,0,0,0,3,0,6,4,0,0,0,14,3,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,3,3,0,0,0,29,0,0,0,3,0,4,6,0,0,0,0,0,11,57,0,23,36,32,40,52,53,18,3,3,5,318
108041166,0,3,3,8,27,35,7,0,0,0,97,4,0,0,0,0,6,13,21,5,0,0,3,56,3,0,0,0,0,0,3,9,3,0,0,0,23,0,0,0,0,0,0,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,3,9,6,6,17,16,4,0,0,3,65,0,0,5,3,5,4,4,5,0,0,0,3,34,41,8,60,88,77,122,261,219,45,7,5,27,957
108051167,3,3,3,7,12,3,0,0,0,0,35,4,0,0,0,0,3,7,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,4,0,0,3,0,12,4,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,8,15,3,0,0,0,3,33,0,0,6,0,3,4,0,0,0,0,0,0,15,47,3,68,72,46,91,121,27,0,0,4,20,507
108051168,0,3,0,10,35,33,13,0,0,0,108,0,0,0,0,0,4,15,30,3,0,0,0,55,0,0,0,0,0,3,7,15,3,0,0,0,27,0,0,0,0,0,0,3,14,3,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,10,8,0,0,0,6,0,22,31,10,0,3,0,74,0,0,0,0,0,3,3,3,0,0,0,0,15,37,0,20,71,50,156,273,221,42,0,10,18,912
108051169,0,7,10,38,84,33,3,0,0,3,194,3,0,0,0,8,15,26,7,0,0,0,3,72,0,0,0,0,0,8,16,3,0,0,0,4,31,0,0,3,3,0,0,5,4,5,0,0,0,32,0,0,0,0,0,3,3,5,0,0,0,0,17,3,3,7,13,8,25,35,19,3,0,0,4,121,4,0,16,26,11,14,13,3,0,0,0,25,113,74,42,259,481,320,573,685,195,16,3,8,99,2747
108051170,3,3,10,8,19,16,0,0,0,0,74,3,0,0,0,0,3,8,13,0,0,0,3,28,3,0,0,0,0,4,4,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,5,5,3,12,11,0,0,0,8,48,0,0,0,4,3,3,3,0,0,0,0,10,24,95,9,55,103,103,127,190,117,7,4,5,43,848
