SA2_MAINCODE_2016,C06_N_in_1PF_1C,C06_N_in_1PF_2C,C06_N_in_1PF_3C,C06_N_in_1PF_4mor_c,C06_N_in_1PF_T,C06_1_149_1PF_1C,C06_1_149_1PF_2C,C06_1_149_1PF_3C,C06_1_149_1PF_4mC,C06_1_149_1PF_T,C06_150_299_1PF_1C,C06_150_299_1PF_2C,C06_150_299_1PF_3C,C06_150_299_1PF_4mC,C06_150_299_1PF_T,C06_300_399_1PF_1C,C06_300_399_1PF_2C,C06_300_399_1PF_3C,C06_300_399_1PF_4mC,C06_300_399_1PF_T,C06_400_499_1PF_1C,C06_400_499_1PF_2C,C06_400_499_1PF_3C,C06_400_499_1PF_4mC,C06_400_499_1PF_T,C06_500_649_1PF_1C,C06_500_649_1PF_2C,C06_500_649_1PF_3C,C06_500_649_1PF_4mC,C06_500_649_1PF_T,C06_650_799_1PF_1C,C06_650_799_1PF_2C,C06_650_799_1PF_3C,C06_650_799_1PF_4mC,C06_650_799_1PF_T,C06_800_999_1PF_1C,C06_800_999_1PF_2C,C06_800_999_1PF_3C,C06_800_999_1PF_4mC,C06_800_999_1PF_T,C06_1000_1499_1PF_1C,C06_1000_1499_1PF_2C,C06_1000_1499_1PF_3C,C06_1000_1499_1PF_4mC,C06_1000_1499_1PF_T,C06_1500_1999_1PF_1C,C06_1500_1999_1PF_2C,C06_1500_1999_1PF_3C,C06_1500_1999_1PF_4mC,C06_1500_1999_1PF_T,C06_2000_2499_1PF_1C,C06_2000_2499_1PF_2C,C06_2000_2499_1PF_3C,C06_2000_2499_1PF_4mC,C06_2000_2499_1PF_T,C06_2500_2999_1PF_1C,C06_2500_2999_1PF_2C,C06_2500_2999_1PF_3C,C06_2500_2999_1PF_4mC,C06_2500_2999_1PF_T,C06_3000_3999_1PF_1C,C06_3000_3999_1PF_2C,C06_3000_3999_1PF_3C,C06_3000_3999_1PF_4mC,C06_3000_3999_1PF_T,C06_4000m_1PF_1C,C06_4000m_1PF_2C,C06_4000m_1PF_3C,C06_4000m_1PF_4mo_ch,C06_4000m_1PF_T,C06_Par_inc_st_1PF_1C,C06_Par_inc_st_1PF_2C,C06_Par_inc_st_1PF_3C,C06_Par_inc_st_1PF_4mC,C06_Par_inc_st_1PF_T,C06_All_inc_ns_1PF_1Ch,C06_All_inc_ns_1PF_2C,C06_All_inc_ns_1PF_3C,C06_All_inc_ns_1PF_4mC,C06_All_inc_ns_1PF_T,C06_Tot_1PF_1C,C06_Tot_1PF_2C,C06_Tot_1PF_3C,C06_Tot_1PF_4mC,C06_Tot_1PF_T,C11_N_in_1PF_1C,C11_N_in_1PF_2C,C11_N_in_1PF_3C,C11_N_in_1PF_4mor_c,C11_N_in_1PF_T,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_1PF_T,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_1PF_T,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_1PF_T,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_1PF_T,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_1PF_T,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_1PF_T,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_1PF_T,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_1PF_T,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_1PF_T,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_1PF_T,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_1PF_T,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_1PF_T,C11_4000m_1PF_1C,C11_4000m_1PF_2C,C11_4000m_1PF_3C,C11_4000m_1PF_4mo_ch,C11_4000m_1PF_T,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_1PF_T,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_1PF_T,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_1PF_T,C16_N_in_1PF_1C,C16_N_in_1PF_2C,C16_N_in_1PF_3C,C16_N_in_1PF_4mor_c,C16_N_in_1PF_T,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_1PF_T,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_1PF_T,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_1PF_T,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_1PF_T,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_1PF_T
106011113,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,11,3,3,0,15,0,0,0,0,0,15,11,4,0,23,4,0,0,0,5,3,0,0,0,5,7,3,4,0,14,8,3,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,3,0,10,0,3,0,0,0,61,25,19,4,106,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,8,3,0,0,8,6,3,0,0,18,0,0,0,0,0,8,7,0,3,11,4,3,3,0,10,8,6,4,0,21,6,0,0,0,7,3,0,0,0,4,5,0,0,0,9,5,0,0,0,5,0,0,0,0,0,9,3,6,0,15,3,0,0,0,6,67,34,15,3,118,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,3,4,0,0,12,7,6,0,0,14
106021114,0,0,0,0,0,3,0,0,0,3,11,6,7,0,20,12,9,0,0,18,6,0,0,0,6,34,19,9,0,57,16,6,3,0,26,8,3,0,0,17,20,10,4,0,29,4,6,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,0,25,4,0,0,0,4,127,67,23,5,222,0,0,0,0,0,0,0,0,0,0,7,5,0,0,9,9,5,0,0,20,15,15,7,0,29,14,0,0,0,19,13,6,7,0,30,19,5,7,4,33,19,6,0,0,32,13,14,0,0,23,4,3,0,0,12,0,4,0,0,9,0,0,0,0,3,0,0,0,0,0,10,10,5,0,22,4,0,3,0,6,131,78,31,10,247,8,0,0,0,7,0,0,0,0,3,0,0,0,0,3,8,0,0,0,8,11,9,3,0,22,21,8,8,3,40
106021115,3,3,0,0,8,9,3,0,0,7,44,15,9,4,75,98,49,16,8,169,33,3,3,0,35,114,79,29,16,240,53,40,18,9,114,57,29,10,3,103,113,56,27,3,191,32,16,4,0,60,6,8,0,0,16,4,0,0,0,8,3,0,0,0,6,0,0,0,0,0,52,29,13,5,106,29,12,6,3,43,643,345,141,47,1184,8,0,0,4,14,3,3,0,0,13,32,15,3,0,52,53,23,3,3,84,71,69,20,4,165,39,14,9,10,74,91,53,18,9,177,85,42,12,7,147,128,68,16,9,216,60,38,10,4,108,24,14,3,0,39,16,10,3,0,26,5,3,0,0,15,5,0,0,0,5,32,38,11,10,88,22,10,0,5,39,676,406,118,55,1261,13,5,3,3,23,7,3,3,0,11,16,9,7,0,24,23,23,9,5,54,46,26,7,0,82,71,55,18,9,153
106021116,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,9,3,0,0,14,4,0,0,0,4,18,16,0,0,34,8,9,0,3,27,7,8,0,0,16,20,15,3,0,38,0,10,0,0,10,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,11,4,5,0,19,0,0,0,0,3,83,67,15,3,172,0,0,0,0,0,0,0,0,0,0,5,4,0,0,8,4,3,0,0,11,8,4,0,0,11,3,3,0,0,6,16,9,0,0,31,16,10,0,0,31,26,15,5,0,47,7,8,0,5,22,5,0,3,0,6,9,7,3,0,17,6,0,0,0,4,0,0,0,0,0,6,11,0,0,21,0,0,0,0,0,107,83,18,6,217,0,0,0,0,3,0,0,3,0,3,3,0,0,0,3,3,0,3,0,3,3,3,0,0,7,11,14,0,0,23
106021117,3,0,0,0,9,3,9,0,0,14,45,19,3,3,74,83,31,12,0,127,21,4,0,0,32,111,76,27,13,222,30,34,10,10,83,49,21,0,0,70,44,40,13,3,106,22,18,5,0,40,3,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,22,10,7,68,19,3,0,3,32,463,279,88,46,870,3,0,0,0,6,5,0,0,0,13,32,11,0,0,36,44,21,8,3,78,59,60,21,18,151,22,14,3,0,44,70,29,20,14,133,52,25,12,5,88,83,35,12,7,130,41,17,8,0,65,18,3,0,0,23,6,16,0,0,27,6,3,0,0,13,0,0,0,0,4,35,21,11,5,72,13,8,3,3,29,495,261,103,57,918,8,5,0,0,10,3,3,3,0,9,22,7,3,0,34,35,26,7,3,66,51,20,10,8,86,56,58,28,6,145
106021118,3,0,0,0,3,0,3,0,0,3,11,5,0,0,18,23,12,3,0,38,6,0,0,0,10,26,24,12,0,66,11,9,3,0,22,19,6,4,0,29,28,18,5,0,55,9,4,3,3,17,4,3,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,10,0,0,24,5,3,0,0,8,162,98,34,6,299,3,0,0,0,4,0,0,0,0,0,10,3,0,0,14,16,3,3,0,21,13,16,4,4,32,7,0,3,0,9,31,19,11,3,56,20,4,0,0,31,26,24,8,0,61,12,9,0,0,25,3,3,0,0,10,6,3,0,0,9,0,0,0,0,5,0,0,0,0,0,7,15,6,0,22,0,3,0,0,6,158,105,35,6,308,3,0,0,0,0,0,0,0,0,0,4,3,3,0,5,9,3,3,0,16,10,3,3,3,18,15,9,4,3,30
106031119,3,0,0,0,7,0,0,0,0,5,13,9,0,0,23,20,13,0,0,37,4,0,0,0,5,28,20,16,0,69,11,4,8,3,26,8,10,0,0,22,19,7,3,0,29,0,4,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,29,4,8,0,0,11,133,86,32,5,253,0,0,0,0,0,3,0,0,0,3,6,0,0,0,10,8,10,0,0,16,13,11,6,3,33,8,3,0,0,14,25,19,6,0,48,20,4,3,3,28,16,17,4,0,42,4,3,0,0,14,3,0,0,0,9,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,13,0,0,35,0,4,3,0,8,137,82,28,13,253,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,10,7,3,0,11,11,7,0,0,17,7,12,0,0,21
106031120,0,0,0,0,0,4,0,0,0,4,13,4,0,0,21,20,14,4,0,37,12,0,0,0,10,30,24,17,9,81,5,12,4,3,27,14,0,0,0,12,24,5,4,0,34,3,3,0,3,11,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,7,24,3,0,3,3,9,141,77,41,21,281,3,0,0,0,3,0,0,0,0,0,7,3,0,3,12,27,14,3,3,41,34,12,9,0,54,8,6,0,3,17,28,18,14,3,59,15,6,4,3,35,23,6,5,0,37,9,8,0,0,18,10,3,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,3,0,21,9,3,3,0,14,172,84,41,19,318,3,6,0,0,8,0,0,0,0,0,3,4,3,0,13,13,7,3,0,25,11,3,3,0,24,19,12,6,3,42
106031121,3,0,0,0,8,5,3,0,0,6,27,4,7,0,37,62,24,4,3,96,16,7,0,0,25,116,61,14,3,194,31,30,7,4,68,39,28,7,3,72,47,27,10,3,85,16,5,3,0,29,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,25,8,0,67,12,7,3,0,21,413,229,66,21,724,3,0,0,0,10,7,3,0,0,6,15,10,0,0,27,31,9,6,0,49,73,44,17,0,136,20,7,3,0,26,82,44,13,6,143,61,24,8,0,90,73,40,6,3,128,30,21,5,0,54,7,7,0,0,15,6,4,3,0,10,3,0,3,0,9,0,0,0,0,0,36,34,6,0,77,9,9,3,0,18,458,251,79,15,801,10,0,0,0,11,3,4,0,0,7,10,10,3,0,22,12,8,4,0,24,28,17,4,0,49,47,30,12,0,82
106031122,6,0,0,0,4,8,0,0,0,9,58,25,4,0,89,80,48,24,8,155,25,4,0,0,30,83,55,30,19,190,43,27,15,12,97,37,25,3,3,75,61,24,7,7,104,7,8,0,3,23,3,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,17,8,74,19,10,3,0,28,456,261,118,57,893,3,0,0,0,7,5,6,0,0,14,35,7,6,0,50,44,23,9,4,78,72,44,18,12,148,27,16,8,7,59,75,44,12,13,144,52,24,7,8,86,85,30,18,0,130,27,29,6,3,63,8,3,5,3,22,6,5,4,0,21,3,0,0,0,3,0,0,0,0,0,31,21,12,10,72,25,6,5,4,39,496,259,105,65,931,8,3,0,0,7,3,3,0,0,5,16,12,3,4,33,27,12,12,0,50,48,11,9,6,70,70,42,20,5,137
106031123,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,7,0,0,0,9,0,0,0,0,3,10,3,6,0,16,4,4,0,0,8,3,5,3,0,9,9,9,0,0,19,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,12,0,0,0,0,3,42,37,11,3,92,0,0,0,0,4,3,0,0,0,3,4,0,0,0,4,3,0,0,0,6,4,4,0,0,13,3,3,0,0,7,10,0,0,0,15,9,3,4,0,8,10,11,0,0,24,10,5,0,0,14,6,6,3,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,3,0,13,0,0,0,0,4,70,43,14,0,130,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,10,3,0,3,0,5,3,0,0,0,6
106031124,0,0,0,0,4,5,0,0,0,5,0,3,0,0,9,14,6,0,0,20,7,3,0,0,5,26,14,6,0,41,8,3,0,0,10,11,3,3,0,10,9,3,0,0,13,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,0,0,12,0,3,0,0,6,80,39,17,0,137,0,3,0,0,3,4,0,0,0,4,3,0,0,0,6,9,4,0,0,13,14,11,3,0,28,9,0,3,0,7,21,3,3,3,31,10,4,0,0,18,13,4,0,0,19,6,0,0,0,3,6,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,5,0,0,19,5,0,0,0,6,110,35,13,7,170,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,3,3,0,0,7,7,4,0,0,12,10,5,0,0,18
106031125,0,0,0,0,3,5,0,0,0,6,12,9,3,0,23,37,26,8,0,74,8,0,0,0,8,41,43,17,0,98,23,20,4,3,52,14,16,4,0,39,34,16,7,3,51,6,4,0,0,15,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,6,8,0,34,7,0,3,0,6,208,144,54,10,421,0,0,0,0,3,4,0,0,0,5,11,3,0,0,16,12,7,3,0,30,27,34,8,0,67,8,7,8,0,26,29,22,9,3,61,40,15,4,0,66,41,22,7,3,82,18,23,5,3,46,15,3,0,0,15,9,3,3,0,9,0,0,0,0,0,0,0,0,0,3,18,13,6,5,37,8,0,0,0,12,240,153,66,21,476,3,7,3,0,13,5,5,0,0,5,10,0,0,0,6,8,3,0,0,16,19,12,5,3,34,16,20,12,0,54
106041126,3,3,0,0,6,5,0,0,3,8,32,11,3,0,54,48,29,19,6,95,14,0,0,0,15,40,41,18,12,116,22,18,6,6,55,16,13,5,6,38,38,12,3,3,56,12,0,5,0,14,4,0,0,0,4,3,5,0,0,9,0,3,0,0,3,0,0,0,0,0,24,10,0,8,43,7,3,3,0,16,270,156,62,42,527,0,6,0,0,5,8,0,0,0,9,19,4,4,0,26,26,15,8,3,44,39,28,15,4,81,6,10,0,4,21,46,11,6,12,74,35,12,5,3,53,44,15,13,6,75,17,10,0,3,29,8,7,0,0,17,13,8,0,0,21,3,3,0,0,7,0,0,0,0,0,21,15,14,3,50,13,10,4,4,22,293,139,67,40,543,6,7,3,0,17,6,3,0,0,13,15,9,4,4,26,21,12,0,0,38,37,16,3,3,58,41,37,12,7,96
106041127,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,12,3,3,0,21,3,0,0,0,7,14,11,0,0,27,5,0,0,0,8,6,0,0,0,15,10,4,3,0,14,4,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,0,0,0,4,72,31,18,0,123,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,7,3,0,0,11,9,8,3,0,20,7,0,0,0,3,4,6,4,0,20,10,3,0,0,15,4,3,3,0,15,4,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,0,0,4,62,41,12,5,123,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,0,0,10,7,4,0,0,6,4,10,3,0,15
106041128,4,0,0,0,3,0,0,0,0,0,0,5,4,0,8,21,12,0,0,33,0,0,0,0,0,20,12,6,3,37,14,7,3,4,22,13,9,0,0,23,15,5,7,0,25,6,6,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,9,3,3,22,0,3,0,0,3,115,59,19,13,212,0,0,0,0,6,0,0,0,0,0,8,0,0,0,11,6,4,0,0,14,14,13,5,0,37,3,3,0,0,4,15,10,4,3,37,13,10,4,0,24,28,10,3,0,38,10,7,3,0,20,8,0,0,0,5,4,6,0,0,10,0,0,0,0,3,0,0,0,0,0,11,14,6,0,25,4,0,0,0,3,125,77,28,8,236,3,0,0,0,4,5,0,0,0,5,0,6,0,0,3,0,3,0,0,8,8,11,0,0,14,9,3,3,0,17
106041129,0,0,0,0,3,8,0,0,0,8,10,0,0,0,16,27,10,3,0,52,4,0,0,0,4,33,20,12,3,63,10,13,5,0,25,13,5,0,0,23,22,14,3,0,39,6,3,0,0,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,3,4,0,15,7,3,3,0,11,172,70,33,13,284,0,0,0,0,0,3,0,0,0,3,4,3,0,0,5,12,12,3,0,25,10,6,5,3,30,16,3,3,0,25,18,16,6,3,45,10,10,3,3,36,19,14,3,0,34,12,8,3,0,22,0,3,0,0,3,4,0,0,0,10,0,0,0,0,3,0,0,0,0,0,9,11,0,4,23,6,3,0,0,15,147,93,31,20,283,0,0,0,0,3,0,0,0,0,3,13,3,0,0,16,3,0,4,0,12,18,9,3,0,27,25,16,9,0,41
107011131,3,3,3,0,5,10,4,3,0,16,44,25,8,0,84,80,59,25,7,170,44,7,0,0,48,124,77,32,22,259,45,27,15,13,95,50,21,10,4,88,87,52,11,7,151,21,22,3,0,51,8,5,3,0,20,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,27,33,11,8,82,25,6,7,4,39,572,349,144,60,1121,5,0,0,0,13,12,7,0,0,16,22,6,3,0,39,41,33,11,3,86,67,67,23,9,164,46,9,5,9,59,94,64,24,12,188,72,35,8,7,123,125,58,20,9,215,48,25,11,0,87,23,20,3,3,50,10,8,0,3,16,8,5,0,0,13,0,0,0,0,0,32,25,10,14,87,24,7,0,3,32,614,370,126,75,1185,5,3,0,0,13,5,0,0,0,5,21,4,3,0,32,31,19,0,0,51,46,21,8,6,77,77,41,24,13,155
107011132,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10,19,9,0,0,31,3,0,0,0,3,18,21,6,3,47,9,9,3,4,26,11,10,0,0,27,25,15,5,4,47,15,3,0,0,19,0,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,15,0,0,0,0,3,115,78,27,12,233,5,0,0,0,3,3,0,0,0,3,7,3,0,0,12,8,5,0,0,11,18,15,4,0,36,3,4,0,0,9,4,14,0,0,27,16,7,3,3,37,40,20,4,4,62,17,9,0,0,29,6,3,0,0,11,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,13,5,4,0,25,3,4,0,0,8,145,101,28,12,286,6,3,3,0,8,0,0,0,0,3,3,0,0,0,3,7,7,0,0,13,8,4,0,0,18,15,14,9,0,34
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,3,0,0,0,8,5,0,0,0,9,14,12,6,0,31,59,24,4,3,100,13,4,0,0,24,69,38,23,3,128,22,24,12,7,60,18,16,3,0,38,40,25,8,3,80,14,11,0,0,29,4,4,0,0,7,9,0,3,0,9,0,0,0,0,0,0,0,0,0,0,14,14,11,4,43,13,6,3,0,26,296,193,71,30,595,3,3,0,0,8,3,3,0,0,4,14,8,3,0,33,23,3,5,0,32,29,41,14,0,87,24,7,3,4,29,43,22,12,0,80,38,21,7,5,72,53,21,8,3,87,29,18,0,3,42,11,6,3,0,24,4,10,0,0,14,4,3,4,0,13,0,0,0,0,0,23,19,14,7,61,14,9,0,0,25,301,199,77,29,608,5,0,0,0,10,3,4,0,0,11,10,0,0,0,10,3,4,3,0,11,19,15,4,0,39,29,14,5,0,50
107011545,0,0,0,0,0,10,0,3,0,14,41,19,5,8,77,66,32,14,3,111,28,9,0,0,40,74,62,19,22,173,36,22,10,7,77,36,20,3,0,56,64,17,3,0,90,11,13,3,0,22,0,0,0,0,5,0,3,3,3,7,0,0,0,0,0,0,0,0,0,0,32,28,12,4,76,14,10,6,0,32,416,237,78,50,778,4,0,0,0,5,10,3,0,0,11,23,5,5,3,29,46,22,0,0,71,46,42,19,3,117,42,10,3,3,64,52,27,14,8,94,58,25,10,3,90,78,35,5,3,119,20,18,0,0,40,8,4,0,0,17,9,3,0,0,10,4,0,0,0,7,0,0,0,0,0,33,28,17,5,86,21,8,0,0,33,456,238,80,34,800,6,0,3,0,10,8,0,0,0,10,8,5,0,0,21,11,10,3,3,26,41,25,9,3,71,49,29,17,0,96
107011546,4,4,0,0,8,4,3,0,0,11,38,15,9,0,61,45,19,12,8,86,35,5,0,0,35,56,48,14,9,122,24,10,4,3,38,30,8,4,6,47,39,20,9,0,63,8,12,4,0,22,4,3,0,0,8,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,22,12,4,61,13,5,7,0,26,325,174,73,30,594,5,0,0,0,7,9,4,0,0,13,21,11,3,0,34,34,20,3,3,68,46,33,24,4,108,34,9,3,3,46,62,28,13,12,104,47,13,3,0,68,63,20,12,3,93,20,12,5,0,35,3,3,0,0,9,3,3,4,0,6,3,0,0,0,3,0,4,0,0,4,12,25,14,4,52,10,6,4,0,23,377,187,85,31,680,8,0,0,0,10,5,0,0,0,6,12,4,3,0,18,20,13,4,0,37,27,16,3,0,44,33,19,8,5,68
107011547,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,16,7,0,0,23,13,0,0,0,14,24,15,6,0,38,6,8,0,0,15,11,3,0,0,18,13,7,0,0,28,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,12,3,0,0,0,4,110,55,9,0,170,0,0,0,0,0,0,0,0,0,0,4,5,0,0,9,9,0,0,0,9,20,6,0,0,32,6,0,0,0,11,18,7,0,0,24,11,9,0,0,18,19,12,3,0,34,7,9,3,0,16,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,3,17,4,8,0,0,11,119,57,11,4,192,0,0,0,0,0,0,0,0,0,3,4,3,0,0,7,3,4,0,0,12,14,3,0,0,17,16,7,3,0,29
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,4,0,0,0,4,5,3,0,0,4,13,3,3,0,28,30,30,9,3,69,15,3,0,0,15,48,42,18,11,113,18,25,4,3,48,11,13,6,0,32,54,28,0,5,92,10,3,3,6,16,6,4,0,0,10,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,16,14,6,3,36,8,0,0,0,10,232,180,55,26,493,0,3,0,0,7,0,0,0,0,0,9,5,0,0,12,19,9,3,3,40,37,29,13,4,83,7,8,0,0,19,36,30,15,13,93,39,27,8,0,73,39,25,8,3,76,27,17,4,0,51,14,10,8,0,25,3,3,0,0,10,5,0,0,0,10,0,3,0,0,3,18,17,3,10,53,6,6,3,0,15,267,189,68,32,560,3,3,0,0,6,3,0,0,0,3,8,3,3,0,13,4,3,4,0,22,6,14,3,0,23,30,31,11,0,68
107031137,0,0,0,0,0,3,0,0,0,5,12,9,0,0,23,32,20,7,0,56,12,0,0,0,13,48,37,12,3,107,24,9,11,3,50,21,9,4,0,30,26,12,3,0,42,14,4,0,0,21,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,4,4,26,3,8,0,0,9,207,123,49,16,403,0,0,0,0,0,3,0,0,0,3,11,7,0,0,21,15,12,3,0,31,40,28,12,3,84,19,10,3,0,32,29,12,12,3,57,22,14,7,0,47,35,19,5,0,56,16,14,4,0,31,4,0,0,0,6,7,0,0,0,5,3,3,0,0,7,0,0,0,0,0,18,7,10,3,40,5,0,3,0,12,226,134,56,12,429,5,3,0,0,7,0,0,0,0,0,4,8,0,0,16,9,5,3,0,21,20,10,3,0,30,34,25,0,0,57
