SA2_MAINCODE_2016,C11_Rel_NS_0_14,C11_Rel_NS_15_24,C11_Rel_NS_25_34,C11_Rel_NS_35_44,C11_Rel_NS_45_54,C11_Rel_NS_55_64,C11_Rel_NS_65_74,C11_Rel_NS_75_84,C11_Rel_NS_85ov,C11_Rel_NS_T,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85oe,C16_Buddhism_Tot,C16_Christ_Angli_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Anglic_85oe,C16_Christ_Anglic_Tot,C16_Chr_Ass_Apo_0_14,C16_Chr_Ass_Apo_15_24,C16_Chr_Ass_Apo_25_34,C16_Chr_Ass_Apo_35_44,C16_Chr_Ass_Apo_45_54,C16_Chr_Ass_Apo_55_64,C16_Chr_Ass_Apo_65_74,C16_Chr_Ass_Apo_75_84,C16_Chr_Ass_Apo_85ov,C16_Chr_Ass_Apo_Tot,C16_Chr_Bapt_0_14,C16_Chr_Bapt_15_24,C16_Chr_Bapt_25_34,C16_Chr_Bapt_35_44,C16_Chr_Bapt_45_54,C16_Chr_Bapt_55_64,C16_Chr_Bapt_65_74,C16_Chr_Bapt_75_84,C16_Chr_Bapt_85ov,C16_Chr_Bapt_Tot,C16_Chr_Breth_0_14,C16_Chr_Bret_15_24,C16_Chr_Bret_25_34,C16_Chr_Bret_35_44,C16_Chr_Bret_45_54,C16_Chr_Bret_55_64,C16_Chr_Bret_65_74,C16_Chr_Bret_75_84,C16_Chr_Breth_85ov,C16_Chr_Bret_To,C16_Chr_Cath_0_14,C16_Chr_Cath_15_24,C16_Chr_Cath_25_34,C16_Chr_Cath_35_44,C16_Chr_Cath_45_54,C16_Chr_Cath_55_64,C16_Chr_Cath_65_74,C16_Chr_Cath_75_84,C16_Chr_Catho_85ov,C16_Chr_Catho_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_To,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot,C16_C_La_Da_Sai_0_14,C16_C_La_Da_Sa_15_24,C16_C_La_Da_Sa_25_34,C16_C_La_Da_Sa_35_44,C16_C_La_Da_Sa_45_54,C16_C_La_Da_Sa_55_64,C16_C_La_Da_Sa_65_74,C16_C_La_Da_Sa_75_84,C16_C_Lat_Da_Sa_85ov,C16_C_Lat_Da_Sa_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Ort_To,C16_C_Oth_Pro_0_14,C16_C_Oth_Pro_15_24,C16_C_Oth_Pro_25_34,C16_C_Oth_Pro_35_44,C16_C_Oth_Pro_45_54,C16_C_Oth_Pro_55_64,C16_C_Oth_Pro_65_74,C16_C_Oth_Pro_75_84,C16_C_Oth_Pro_85ov,C16_C_Oth_Pro_Tot,C16_C_Pent_0_14,C16_C_Pent_15_24,C16_C_Pent_25_34,C16_C_Pent_35_44,C16_C_Pent_45_54,C16_C_Pent_55_64,C16_C_Pent_65_74,C16_C_Pent_75_84,C16_C_Pent_85ov,C16_C_Pent_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_Chr_Unit_Ch_0_14,C16_Chr_Unit_Ch_15_24,C16_Chr_Unit_Ch_25_34,C16_Chr_Unit_Ch_35_44,C16_Chr_Unit_Ch_45_54,C16_Chr_Unit_Ch_55_64,C16_Chr_Unit_Ch_65_74,C16_Chr_Unit_Ch_75_84,C16_Chr_Unit_Ch_85ov,C16_Chr_Unit_Ch_Tot
106041126,304,221,248,222,162,109,55,52,13,1377,2699,1709,1777,1613,1590,1221,673,397,118,11791,3,10,11,11,7,6,4,0,0,60,622,360,385,403,539,472,335,190,65,3365,0,0,0,0,0,0,0,0,0,0,42,10,20,29,25,22,10,4,0,165,0,0,0,0,0,0,0,0,0,0,691,377,462,372,398,311,211,110,36,2958,0,0,0,0,0,0,4,0,0,4,0,0,0,3,5,3,0,0,0,22,20,9,10,11,9,5,3,0,0,58,6,0,3,3,0,3,0,0,0,20,4,0,0,3,5,4,0,0,0,16,3,0,0,0,0,0,0,0,0,7,6,4,0,5,6,3,0,0,0,34,20,6,6,9,10,10,3,0,0,70,17,16,28,38,68,52,63,36,9,331,4,0,0,5,10,5,0,0,0,25,11,5,0,0,3,6,7,0,0,34,54,25,57,44,56,61,47,28,9,377
106041127,103,41,42,67,43,34,19,13,3,374,903,478,466,610,584,459,286,150,51,3999,4,0,3,3,3,0,0,0,0,17,249,155,113,192,238,199,165,98,30,1448,0,0,0,0,0,0,0,0,0,0,10,3,3,5,8,5,3,0,0,35,0,0,0,0,0,0,0,0,0,0,229,126,95,141,136,121,98,24,14,982,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,4,0,0,0,0,0,0,0,0,7,9,9,9,5,27,18,11,6,9,112,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,0,0,9,11,7,7,23,23,17,19,9,0,120
106041128,78,64,51,48,46,55,47,26,13,422,1281,729,709,768,749,650,496,338,157,5884,7,3,6,6,4,6,3,0,0,40,398,175,209,231,248,277,230,162,80,2011,0,0,0,0,0,0,0,0,0,0,13,7,7,4,8,5,3,0,0,56,0,0,0,0,0,0,0,0,0,0,334,185,209,196,212,170,130,95,42,1574,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,6,4,0,0,7,0,0,3,0,32,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,19,5,8,31,19,22,30,19,9,164,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,42,30,19,34,50,35,32,27,26,301
106041129,125,47,70,73,65,85,63,37,9,573,1625,853,911,1003,1119,1099,735,398,124,7871,7,0,7,6,4,4,0,0,0,30,522,261,282,378,401,445,346,218,83,2939,0,0,0,0,0,0,0,0,0,0,10,3,10,9,9,7,3,0,0,51,0,0,0,0,0,0,0,0,0,0,442,228,233,274,322,264,216,96,23,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,4,0,3,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,3,0,16,0,0,0,0,4,0,4,0,0,12,13,12,18,27,35,51,47,24,8,229,3,6,0,0,3,0,4,4,0,24,4,0,0,0,0,3,5,0,0,19,46,17,31,30,47,73,51,25,12,326
107011131,358,216,197,198,186,185,177,92,30,1643,4435,2760,2595,2844,2933,2831,2318,1346,438,22498,32,13,11,31,38,12,4,3,0,153,841,592,495,683,802,786,853,511,231,5799,0,0,0,0,0,0,0,0,0,0,22,17,12,26,24,22,34,14,8,177,0,0,0,0,0,0,0,0,0,0,1195,715,692,773,780,771,666,385,133,6118,6,4,0,5,5,11,8,0,0,50,85,36,52,70,54,50,43,30,7,426,12,7,14,10,6,19,18,10,9,101,5,9,3,3,6,4,4,3,0,43,9,3,8,5,15,24,24,12,15,108,3,0,7,3,0,0,0,0,0,11,0,3,0,0,7,6,17,12,0,53,70,25,37,36,24,24,26,9,0,243,49,35,42,39,93,129,150,112,35,684,15,8,14,12,5,17,14,10,0,90,0,4,0,3,0,0,3,0,0,18,158,107,63,88,122,139,180,117,37,1014
107011132,72,55,51,43,37,32,26,15,18,351,1853,983,914,1196,1038,730,425,203,72,7418,0,12,4,8,9,12,0,4,0,52,417,221,189,337,314,244,155,101,22,1993,0,0,0,0,0,0,0,0,0,0,19,4,3,9,8,15,9,0,0,73,0,4,0,0,0,0,0,0,0,3,585,326,286,339,341,259,146,97,25,2402,3,0,0,3,0,3,0,0,0,19,82,28,47,62,32,24,12,10,0,290,11,0,8,3,0,4,0,3,0,30,0,3,0,0,3,0,0,0,0,8,0,3,0,3,6,9,6,3,0,34,4,0,3,3,0,0,0,0,0,7,4,0,0,0,3,0,8,3,0,21,35,20,17,21,9,10,0,4,0,113,23,23,19,14,33,41,23,17,4,190,8,11,7,3,10,5,3,0,4,46,7,5,0,4,3,3,0,0,0,21,89,67,24,37,49,38,35,14,3,346
107011133,0,0,0,0,0,0,0,0,0,4,0,3,3,5,5,10,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,195,98,97,120,113,97,46,42,30,844,3180,2150,1585,2127,2371,1775,1021,725,385,15321,17,11,21,16,20,12,11,3,0,115,382,262,212,310,387,445,337,143,107,2578,4,0,0,0,0,0,0,0,0,4,31,16,13,21,21,16,8,12,0,145,23,18,17,9,12,3,0,7,0,91,727,541,404,473,587,573,350,234,128,4026,7,12,4,3,10,3,3,0,0,40,172,146,85,134,173,89,95,36,15,946,8,0,4,8,7,0,0,0,0,28,3,3,3,4,0,0,3,3,0,17,8,9,6,7,15,15,14,4,3,78,12,4,10,9,3,4,0,0,0,43,0,0,3,3,6,3,3,0,3,19,68,31,24,35,31,25,5,3,0,231,34,36,23,25,56,72,57,25,20,349,6,8,7,8,5,10,3,5,4,55,7,9,3,7,7,0,3,0,0,30,86,69,43,50,83,98,60,57,29,571
107011545,226,130,125,103,117,108,82,66,12,968,2421,1700,1560,1571,1831,1445,1170,907,211,12822,18,18,26,23,37,46,15,5,0,188,271,158,175,194,283,278,206,162,62,1788,0,0,0,0,0,0,0,0,0,0,27,7,10,6,13,19,9,8,5,104,0,0,0,0,0,0,0,0,0,0,620,449,453,393,533,557,362,390,127,3891,3,0,0,0,3,3,3,0,0,18,164,119,120,174,157,129,146,92,19,1112,14,3,9,13,4,13,11,5,4,82,27,5,9,4,3,6,3,0,0,54,4,5,4,4,7,10,7,15,10,70,0,0,0,3,0,0,0,0,0,4,0,3,3,6,0,3,4,8,0,31,32,16,22,10,6,7,4,0,4,100,21,32,16,21,42,51,39,41,8,271,13,3,3,3,6,6,9,4,0,43,8,0,0,9,4,0,5,3,0,25,70,35,31,31,31,46,26,32,4,304
107011546,148,108,98,76,114,94,50,31,18,725,1696,1133,1141,1184,1318,1102,959,844,269,9648,27,19,19,21,22,23,3,3,0,135,169,92,95,112,158,162,94,87,55,1023,0,0,0,0,0,0,0,0,0,0,14,3,16,6,6,9,5,0,8,69,0,0,0,0,0,0,0,0,0,0,421,294,277,289,416,359,306,370,164,2895,0,0,0,0,0,0,0,0,0,3,151,92,99,156,134,164,210,142,42,1183,8,3,7,12,13,7,6,3,5,53,0,0,3,0,0,0,3,0,0,6,0,0,0,0,3,5,5,3,3,25,0,0,4,3,0,0,0,0,0,4,19,6,6,6,3,8,3,3,3,60,10,3,4,8,9,10,4,0,0,42,17,15,8,7,13,31,23,11,16,146,0,3,0,3,0,0,0,0,0,20,4,5,4,0,3,4,0,3,0,23,30,20,19,15,19,24,15,12,5,152
107011547,54,29,26,33,31,31,23,36,8,281,619,431,377,465,546,561,628,447,101,4178,7,0,7,8,10,3,3,0,0,45,73,57,56,81,108,152,187,140,37,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,3,29,0,0,0,0,0,0,0,0,0,0,174,118,112,122,174,189,191,147,36,1261,0,0,0,0,0,0,0,0,0,0,17,17,5,24,21,17,19,26,8,161,0,3,0,0,3,3,0,0,0,12,3,0,0,0,0,0,0,0,0,8,0,0,0,0,4,3,3,4,0,14,6,0,0,0,0,0,0,0,0,10,3,0,3,3,0,0,0,0,0,7,3,3,0,4,0,6,0,0,0,18,3,3,3,0,10,17,29,25,10,97,0,3,0,0,0,3,3,4,0,17,0,0,0,0,0,0,0,0,3,4,6,6,7,7,15,17,47,26,3,136
107021135,6,0,3,0,4,0,0,0,0,9,6,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,178,118,96,105,79,91,49,40,18,775,3293,1938,1717,2080,1977,1270,699,453,181,13617,18,3,20,20,12,0,0,0,0,81,596,359,339,478,500,432,316,174,95,3281,0,0,0,0,0,0,0,0,0,0,23,9,10,14,16,12,20,5,3,109,0,0,0,0,0,0,0,0,0,0,919,673,433,550,593,430,249,139,77,4056,10,5,0,3,4,3,6,0,0,28,39,32,21,30,33,9,11,5,4,186,16,4,11,11,6,9,11,0,0,70,3,0,4,0,3,0,0,0,0,14,0,4,6,6,19,11,10,16,7,74,3,0,0,0,0,0,0,0,0,6,5,4,0,0,6,10,8,6,7,34,49,23,29,29,22,20,10,8,0,188,40,34,31,44,56,83,59,30,15,400,5,5,5,7,6,0,10,0,4,41,4,3,0,0,3,3,0,0,0,18,133,88,63,71,111,83,51,35,12,653
107031137,129,72,51,55,56,46,30,27,8,469,1466,989,818,857,978,869,530,318,180,7002,7,3,6,12,3,3,3,0,0,39,244,206,162,197,219,252,219,114,65,1672,0,0,0,0,0,0,0,0,0,0,5,0,4,9,8,3,14,10,4,45,0,0,0,0,0,0,0,0,0,0,299,207,226,182,249,239,171,113,57,1734,0,0,0,0,0,0,0,0,0,5,26,5,15,11,11,9,11,3,3,95,5,3,9,4,9,13,6,0,0,52,4,0,0,0,4,0,3,0,0,11,0,3,0,3,5,9,3,7,4,33,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,11,14,11,3,4,12,10,4,3,0,58,16,11,17,9,36,42,29,19,14,199,0,5,6,3,3,5,3,4,0,35,0,0,0,0,5,0,0,0,0,8,47,30,43,38,41,44,41,27,15,316
107031138,64,51,36,64,68,64,60,41,24,466,1130,756,569,812,1031,1078,894,624,277,7165,7,7,12,11,18,15,3,0,0,73,185,124,93,151,211,285,329,218,116,1710,0,0,0,0,0,0,0,0,0,0,4,5,4,5,6,14,18,11,0,74,0,0,0,0,0,0,0,0,0,0,321,222,128,206,266,267,275,153,53,1885,0,0,0,0,0,0,0,0,0,3,9,10,3,6,18,5,8,7,3,74,3,3,0,3,3,7,8,3,0,31,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,8,4,3,3,31,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,8,5,3,0,29,9,3,3,3,8,8,4,7,0,39,15,12,10,19,31,52,65,45,32,280,0,0,0,0,0,3,0,0,0,10,0,0,0,3,3,0,0,0,0,12,16,37,5,21,39,59,78,52,21,345
107031139,73,53,49,36,53,58,37,24,4,396,1076,767,514,739,929,856,449,309,98,5738,8,0,3,6,11,4,0,0,0,31,185,120,90,145,195,281,203,91,47,1357,0,0,0,0,0,0,0,0,0,0,17,12,7,11,10,6,16,6,0,91,0,0,0,0,0,0,0,0,0,0,288,176,154,164,199,239,140,84,20,1469,0,0,0,0,0,0,0,0,0,0,0,3,7,3,6,14,0,0,3,35,13,8,5,12,0,9,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,14,4,4,4,3,5,3,8,4,0,38,20,12,13,20,25,44,34,13,11,196,0,0,0,0,0,5,0,0,0,7,0,0,0,3,4,3,0,0,0,8,30,18,8,10,36,48,41,28,14,240
107031140,77,70,48,42,76,70,37,21,20,451,1295,863,489,794,1075,1051,772,439,244,7025,4,7,5,16,11,19,7,0,0,72,177,142,88,138,238,313,277,165,77,1612,0,0,0,0,0,0,0,0,0,0,14,6,4,6,13,18,3,7,3,77,0,0,0,0,0,0,0,0,0,0,369,204,151,195,255,309,223,117,52,1868,3,0,0,0,0,3,0,0,0,9,7,3,8,6,0,10,3,4,0,39,9,3,0,5,4,4,3,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,4,0,17,9,5,4,0,0,7,0,0,0,29,6,18,7,16,28,33,28,25,10,175,0,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,94,58,22,54,80,106,100,71,51,629
107031141,196,108,83,103,108,84,47,20,13,757,3262,1691,1446,2223,1931,1383,920,497,88,13447,27,16,16,41,29,15,0,0,0,143,557,319,247,473,473,426,401,194,45,3132,0,0,0,0,0,0,0,0,0,0,13,7,6,15,17,18,25,7,3,113,0,0,0,0,0,0,0,0,0,5,1232,713,550,737,776,584,392,199,59,5232,4,0,0,0,0,9,0,0,0,14,221,116,86,197,131,81,70,21,9,935,38,11,13,23,15,12,15,0,0,128,15,3,3,8,0,0,3,0,0,40,7,8,0,6,8,12,10,6,3,57,3,0,3,4,0,3,0,0,0,18,3,7,3,9,12,6,3,3,0,45,48,33,28,19,37,23,9,7,0,204,27,21,22,42,58,61,63,30,8,331,0,0,6,0,4,4,4,0,0,21,6,0,3,0,0,3,0,0,0,19,99,72,41,51,70,76,53,24,7,495
107031142,127,65,47,66,83,59,33,53,8,537,1806,1274,1060,1242,1457,1231,794,495,127,9492,15,13,13,15,13,23,13,5,0,114,243,195,140,222,267,365,294,160,64,1948,0,0,0,0,0,0,0,0,0,0,16,10,3,13,7,30,18,14,8,116,0,0,0,0,0,0,0,0,0,0,427,379,286,277,413,385,223,184,72,2632,0,0,0,0,0,0,0,3,0,3,90,56,63,58,73,75,65,17,6,499,11,6,10,7,11,3,6,7,0,64,0,5,0,3,4,4,0,0,0,21,3,0,6,4,15,16,18,13,10,85,4,3,0,3,0,0,0,0,0,7,0,0,0,3,4,0,0,3,0,20,24,8,8,11,3,15,3,3,0,76,19,24,18,18,39,54,55,30,17,257,7,0,4,3,3,4,3,3,0,22,5,0,0,0,0,0,0,0,3,10,59,36,38,33,28,65,47,33,17,355
107031143,326,233,194,174,199,149,153,100,27,1546,3732,2657,2194,2387,2770,2524,2180,1272,340,20058,16,21,20,26,23,27,9,3,0,146,528,334,311,430,599,640,663,399,138,4042,0,0,0,0,0,0,0,0,0,0,19,20,12,16,34,22,30,29,3,187,0,0,0,0,0,0,0,0,0,0,904,678,626,562,706,719,669,473,136,5482,0,3,0,0,3,7,6,0,0,16,111,63,65,87,81,124,106,59,16,714,19,11,17,22,12,21,13,6,0,117,3,4,3,7,3,3,0,3,0,29,11,7,7,13,23,28,18,19,9,132,4,0,4,3,0,4,0,0,0,17,0,3,3,3,6,7,11,6,3,40,33,15,28,6,18,25,14,8,0,147,29,23,35,28,73,104,92,65,19,477,7,5,6,3,10,13,19,3,3,75,0,0,0,4,0,4,6,3,0,20,40,44,42,35,58,80,92,60,20,473
107041144,272,239,172,164,167,141,107,94,34,1389,3401,2949,2373,2605,2673,2203,1811,1405,577,19998,22,47,49,44,44,35,26,14,0,280,381,267,230,387,405,454,433,321,193,3060,0,0,0,0,0,0,0,0,0,0,38,21,28,27,15,21,26,22,9,208,27,14,9,11,8,3,0,3,0,83,1112,844,607,739,862,721,616,529,222,6244,0,3,0,0,0,0,3,3,0,16,111,71,77,78,105,74,43,55,25,631,11,0,6,16,12,7,10,6,3,73,0,0,3,3,0,7,3,0,0,17,6,0,0,3,10,19,9,15,7,65,8,8,3,3,5,0,0,0,0,31,0,7,8,4,5,8,6,12,8,53,27,23,11,25,31,17,20,13,0,164,47,46,14,49,78,95,97,86,44,563,11,7,7,7,0,8,10,10,6,75,0,0,0,7,0,3,3,0,4,19,101,84,64,64,86,136,108,94,39,783
107041145,156,143,125,118,141,94,59,75,27,938,2755,1932,1871,2058,2132,1775,1239,965,356,15084,27,17,35,36,29,42,21,4,0,210,319,241,236,316,363,427,338,217,145,2604,0,0,0,0,0,0,0,0,0,0,17,11,17,17,21,22,18,16,7,148,0,3,0,0,3,0,0,0,0,3,785,513,410,524,609,554,377,299,142,4201,0,0,0,0,0,0,0,0,0,3,70,47,40,63,53,64,44,39,14,434,11,4,9,10,7,16,14,9,3,84,18,0,0,7,5,0,3,3,0,37,4,0,0,3,5,13,8,7,5,49,0,0,0,0,0,0,0,0,0,0,4,4,10,4,0,13,13,3,3,51,29,14,28,16,16,19,9,5,3,148,24,31,19,31,66,89,77,47,28,405,7,4,3,3,8,16,16,6,0,60,4,3,8,4,3,3,0,3,0,25,92,66,57,75,79,93,89,60,29,641
107041146,252,286,169,174,178,137,84,88,34,1398,3787,3038,2338,2695,2428,2306,1666,1213,408,19884,32,91,56,57,41,44,6,3,0,338,532,344,232,418,438,466,455,328,163,3373,0,0,0,0,0,0,0,0,0,0,33,29,24,34,15,28,21,3,5,187,19,19,11,11,6,3,7,3,0,86,993,711,515,626,673,540,465,350,158,5033,9,4,3,4,9,4,10,3,4,51,269,175,148,194,203,155,113,78,20,1353,4,7,4,11,5,6,10,0,4,47,37,6,3,17,3,0,3,0,0,78,6,3,3,5,16,10,9,15,6,83,10,0,3,5,3,0,3,0,0,31,5,11,3,3,13,12,8,8,7,72,54,44,30,35,31,21,5,3,3,221,53,32,29,45,64,73,102,56,29,473,11,6,3,3,9,10,12,3,7,72,10,6,9,3,3,3,0,0,0,34,128,79,44,73,75,99,112,87,29,719
107041147,145,83,73,95,80,49,42,21,14,598,1971,1118,948,1321,1377,887,470,256,108,8458,11,7,10,15,13,10,3,0,0,60,323,236,124,260,329,250,183,90,43,1846,0,0,0,0,0,0,0,0,0,0,27,20,9,24,31,14,9,3,5,131,0,0,0,0,0,0,0,0,0,0,547,293,228,330,314,248,142,66,36,2207,0,0,6,0,4,4,4,0,0,21,17,8,3,9,10,5,0,5,0,64,4,0,0,0,0,0,0,0,0,15,0,3,0,0,3,0,0,0,0,3,3,3,0,3,11,11,0,0,0,29,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,4,3,3,0,33,35,16,10,22,23,21,8,4,0,139,20,15,12,34,41,44,32,17,5,223,0,3,0,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,31,43,45,31,60,46,26,15,3,292
107041148,168,108,97,125,147,107,58,56,29,880,2187,1229,986,1536,1854,1433,729,448,180,10580,11,5,7,23,27,16,3,0,0,108,273,176,103,246,288,339,243,148,53,1866,0,0,0,0,0,0,0,0,0,3,7,8,5,9,14,4,9,4,7,63,3,0,0,3,0,0,0,0,0,6,599,305,223,305,397,343,239,90,40,2542,0,0,3,0,0,0,0,0,0,10,15,11,8,11,16,17,9,5,4,102,19,9,0,15,8,4,7,3,0,62,3,0,0,0,0,0,0,0,0,5,3,6,3,5,6,10,8,3,3,46,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,3,3,0,25,23,7,15,9,9,8,8,0,0,84,20,8,13,15,27,44,42,32,20,207,3,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,66,32,33,43,47,86,73,29,14,421
107041150,247,136,146,181,167,138,97,72,45,1218,3818,2233,2049,2673,2693,2156,1521,1007,490,18626,31,16,11,37,47,36,19,6,0,200,571,287,258,484,550,557,489,332,174,3699,0,0,0,0,0,0,0,0,0,0,35,12,22,26,22,31,31,18,13,210,0,4,0,0,0,0,0,0,0,7,1181,608,467,690,725,574,383,254,112,4993,0,0,0,0,0,0,0,0,0,10,38,14,15,39,44,20,14,17,10,213,21,10,13,15,14,8,9,11,3,110,0,0,0,0,8,0,0,0,0,9,6,4,3,7,6,6,12,15,13,64,0,0,3,0,0,3,0,0,0,4,0,4,7,9,4,10,4,5,9,50,63,27,43,21,26,33,18,3,3,230,55,56,29,68,99,136,130,72,44,690,0,3,9,5,5,16,18,14,4,66,13,3,3,3,8,0,0,0,0,29,134,89,68,93,115,153,132,96,40,928
