SA2_MAINCODE_2016,C06_CFNC_0_299,C06_CFNC_300_449,C06_CFNC_450_599,C06_CFNC_600_799,C06_CFNC_800_999,C06_CFNC_1000_1399,C06_CFNC_1400_1799,C06_CFNC_1800_2399,C06_CFNC_2400_2999,C06_CFNC_3000_3999,C06_CFNC_4000ov,C06_CFNC_NS,C06_CFNC_Tot,C06_CF_Cu15DS_0_299,C06_CF_Cu15DS_300_449,C06_CF_Cu15DS_450_599,C06_CF_Cu15DS_600_799,C06_CF_Cu15DS_800_999,C06_CF_Cu15DS_1000_1399,C06_CF_Cu15DS_1400_1799,C06_CF_Cu15DS_1800_2399,C06_CF_Cu15DS_2400_2999,C06_CF_Cu15DS_3000_3999,C06_CF_Cu15DS_4000ov,C06_CF_Cu15DS_NS,C06_CF_Cu15DS_Tot,C06_CF_Cu15NDS_0_299,C06_CF_Cu15NDS_300_449,C06_CF_Cu15NDS_450_599,C06_CF_Cu15NDS_600_799,C06_CF_Cu15NDS_800_999,C06_CF_Cu15NDS_1000_1399,C06_CF_Cu15NDS_1400_1799,C06_CF_Cu15NDS_1800_2399,C06_CF_Cu15NDS_2400_2999,C06_CF_Cu15NDS_3000_3999,C06_CF_Cu15NDS_4000ov,C06_CF_Cu15NDS_NS,C06_CF_Cu15NDS_Tot,C06_CF_NCu15DS_0_299,C06_CF_NCu15DS_300_449,C06_CF_NCu15DS_450_599,C06_CF_NCu15DS_600_799,C06_CF_NCu15DS_800_999,C06_CF_NCu15DS_1000_1399,C06_CF_NCu15DS_1400_1799,C06_CF_NCu15DS_1800_2399,C06_CF_NCu15DS_2400_2999,C06_CF_NCu15DS_3000_3999,C06_CF_NCu15DS_4000ov,C06_CF_NCu15DS_NS,C06_CF_NCu15DS_Tot,C06_CF_NDCO_0_299,C06_CF_NDCO_300_449,C06_CF_NDCO_450_599,C06_CF_NDCO_600_799,C06_CF_NDCO_800_999,C06_CF_NDCO_1000_1399,C06_CF_NDCO_1400_1799,C06_CF_NDCO_1800_2399,C06_CF_NDCO_2400_2999,C06_CF_NDCO_3000_3999,C06_CF_NDCO_4000ov,C06_CF_NDCO_NS,C06_CF_NDCO_Tot,C06_CF_T_0_299,C06_CF_T_300_449,C06_CF_T_450_599,C06_CF_T_600_799,C06_CF_T_800_999,C06_CF_T_1000_1399,C06_CF_T_1400_1799,C06_CF_T_1800_2399,C06_CF_T_2400_2999,C06_CF_T_3000_3999,C06_CF_T_4000ov,C06_CF_T_NS,C06_CF_T_T,C06_1PF_Cu15DS_0_299,C06_1PF_Cu15DS_300_449,C06_1PF_Cu15DS_450_599,C06_1PF_Cu15DS_600_799,C06_1PF_Cu15DS_800_999,C06_1PF_Cu15DS_1000_1399,C06_1PF_Cu15DS_1400_1799,C06_1PF_Cu15DS_1800_2399,C06_1PF_Cu15DS_2400_2999,C06_1PF_Cu15DS_3000_3999,C06_1PF_Cu15DS_4000ov,C06_1PF_Cu15DS_NS,C06_1PF_Cu15DS_Tot,C06_1PF_CU15_NDS_0_299,C06_1PF_CU15_NDS_300_449,C06_1PF_CU15_NDS_450_599,C06_1PF_CU15_NDS_600_799,C06_1PF_CU15_NDS_800_999,C06_1PF_CU15_NDS_1000_1399,C06_1PF_CU15_NDS_1400_1799,C06_1PF_CU15_NDS_1800_2399,C06_1PF_CU15_NDS_2400_2999,C06_1PF_CU15_NDS_3000_3999,C06_1PF_CU15_NDS_4000ov,C06_1PF_CU15_NDS_NS,C06_1PF_CU15_NDS_Tot,C06_1PF_NCu15DS_0_299,C06_1PF_NCu15DS_300_449,C06_1PF_NCu15DS_450_599,C06_1PF_NCu15DS_600_799,C06_1PF_NCu15DS_800_999,C06_1PF_NCu15DS_1000_1399,C06_1PF_NCu15DS_1400_1799,C06_1PF_NCu15DS_1800_2399,C06_1PF_NCu15DS_2400_2999,C06_1PF_NCu15DS_3000_3999,C06_1PF_NCu15DS_4000ov,C06_1PF_NCu15DS_NS,C06_1PF_NCu15DS_Tot,C06_1PF_NDCO_0_299,C06_1PF_NDCO_300_449,C06_1PF_NDCO_450_599,C06_1PF_NDCO_600_799,C06_1PF_NDCO_800_999,C06_1PF_NDCO_1000_1399,C06_1PF_NDCO_1400_1799,C06_1PF_NDCO_1800_2399,C06_1PF_NDCO_2400_2999,C06_1PF_NDCO_3000_3999,C06_1PF_NDCO_4000ov,C06_1PF_NDCO_NS,C06_1PF_NDCO_Tot,C06_1PF_T0_299,C06_1PF_T300_449,C06_1PF_T450_599,C06_1PF_T600_799,C06_1PF_T800_999,C06_1PF_T1000_1399,C06_1PF_T1400_1799,C06_1PF_T1800_2399,C06_1PF_T2400_2999,C06_1PF_T3000_3999,C06_1PF_T4000ov,C06_1PF_TNS,C06_1PF_TT,C06_T_0_299,C06_T_300_449,C06_T_450_599,C06_T_600_799,C06_T_800_999,C06_T_1000_1399,C06_T_1400_1799,C06_T_1800_2399,C06_T_2400_2999,C06_T_3000_3999,C06_T_4000ov,C06_T_NS,C06_T_T,C11_CFNC_0_299,C11_CFNC_300_449,C11_CFNC_450_599,C11_CFNC_600_799,C11_CFNC_800_999,C11_CFNC_1000_1399,C11_CFNC_1400_1799,C11_CFNC_1800_2399,C11_CFNC_2400_2999,C11_CFNC_3000_3999,C11_CFNC_4000ov,C11_CFNC_NS,C11_CFNC_T,C11_CF_Cu15DS_0_299,C11_CF_Cu15DS_300_449,C11_CF_Cu15DS_450_599,C11_CF_Cu15DS_600_799,C11_CF_Cu15DS_800_999,C11_CF_Cu15DS_1000_1399,C11_CF_Cu15DS_1400_1799,C11_CF_Cu15DS_1800_2399,C11_CF_Cu15DS_2400_2999,C11_CF_Cu15DS_3000_3999,C11_CF_Cu15DS_4000ov,C11_CF_Cu15DS_NS,C11_CF_Cu15DS_T,C11_CF_Cu15NDS_0_299,C11_CF_Cu15NDS_300_449,C11_CF_Cu15NDS_450_599,C11_CF_Cu15NDS_600_799,C11_CF_Cu15NDS_800_999,C11_CF_Cu15NDS_1000_1399,C11_CF_Cu15NDS_1400_1799,C11_CF_Cu15NDS_1800_2399,C11_CF_Cu15NDS_2400_2999,C11_CF_Cu15NDS_3000_3999,C11_CF_Cu15NDS_4000ov,C11_CF_Cu15NDS_NS,C11_CF_Cu15NDS_Tot,C11_CF_NCu15DS_0_299,C11_CF_NCu15DS_300_449,C11_CF_NCu15DS_450_599,C11_CF_NCu15DS_600_799,C11_CF_NCu15DS_800_999
112031252,9,18,14,34,28,75,33,35,13,9,13,32,307,3,7,3,3,8,32,14,3,3,3,0,8,83,7,16,12,32,49,70,42,40,19,13,7,22,322,9,5,3,8,15,24,10,9,3,0,0,3,84,6,0,0,15,18,14,5,10,0,0,0,10,74,20,27,21,60,86,140,80,57,19,17,9,34,568,0,3,3,0,8,0,0,0,0,0,0,0,13,3,5,9,5,12,20,4,4,0,0,0,9,75,0,0,0,0,4,3,3,0,0,0,0,3,21,0,0,0,8,0,7,3,0,0,0,0,0,22,5,9,13,16,24,34,15,11,0,0,0,15,136,32,48,50,105,140,252,123,104,38,26,20,76,1009,28,10,11,22,29,52,45,60,37,22,14,30,354,6,3,0,4,12,9,11,11,8,8,3,3,78,8,3,5,15,15,41,45,71,38,19,18,14,295,5,4,3,0,8
112031253,14,12,10,18,30,53,33,34,11,7,0,28,242,0,0,3,10,5,27,12,9,10,0,0,11,96,3,12,6,25,37,85,65,69,30,11,4,13,361,3,3,8,11,11,15,13,3,0,3,0,3,71,0,4,3,0,9,12,3,7,0,0,0,5,53,11,18,21,38,66,139,93,90,39,19,6,38,575,0,0,0,4,3,6,0,0,0,0,0,0,13,0,3,0,6,9,16,5,7,0,0,3,3,51,3,3,0,4,3,5,0,0,0,0,0,0,16,0,0,0,0,3,6,0,0,0,0,0,3,18,5,4,4,14,11,25,8,11,0,0,4,9,108,29,39,32,71,108,219,140,136,49,20,12,74,931,21,21,12,19,17,51,43,68,56,36,18,10,376,4,3,0,0,9,18,18,16,12,12,11,4,106,12,3,4,12,17,51,55,129,109,66,26,15,500,5,0,0,5,9
112031254,24,16,22,31,31,70,59,59,27,3,10,43,396,0,7,3,7,9,23,15,13,4,4,0,8,98,5,9,14,27,33,94,110,67,20,14,9,17,427,0,6,0,8,7,13,13,13,8,3,0,5,82,11,7,4,9,9,24,18,14,3,0,3,7,110,12,25,18,58,69,160,147,104,35,24,15,42,709,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,6,10,11,21,14,9,0,0,0,7,77,0,0,0,3,3,11,3,4,0,0,0,0,27,10,4,4,11,14,9,3,0,3,0,0,9,61,12,6,13,25,31,33,24,15,5,0,4,18,177,48,46,55,112,125,267,230,180,60,29,32,97,1286,48,23,13,29,21,57,69,122,59,49,23,41,538,0,0,0,0,3,9,15,16,12,8,4,3,80,6,5,0,15,15,51,64,117,101,51,28,27,480,5,0,0,3,8
112031550,20,20,16,20,40,76,56,91,28,11,4,53,441,0,4,0,3,11,38,30,12,8,11,0,13,125,3,0,16,26,36,134,120,118,29,20,3,28,535,4,3,3,4,6,27,20,13,11,0,3,3,97,0,7,3,9,16,37,12,18,9,4,0,11,125,10,17,17,45,74,230,183,163,55,30,10,49,884,0,0,0,0,3,15,3,0,3,0,0,0,31,3,3,3,12,18,33,18,15,3,0,0,4,109,3,4,0,7,3,8,9,3,0,0,0,8,46,0,4,0,9,7,10,6,0,3,0,0,5,45,5,9,3,29,32,65,34,19,7,4,3,19,228,34,42,32,96,146,367,274,268,99,46,16,124,1555,38,16,15,23,28,59,50,116,53,52,12,28,490,0,3,3,4,10,15,19,23,21,16,3,9,121,3,3,6,13,16,49,72,155,101,73,20,20,532,0,3,0,4,7
112031551,3,0,0,3,7,9,11,15,6,0,5,6,74,0,0,4,3,4,6,9,8,3,3,3,4,50,6,3,0,5,12,39,33,46,23,15,3,9,189,4,0,0,6,5,10,8,9,0,0,0,3,52,0,0,0,0,4,3,8,4,0,0,0,3,22,9,5,6,22,23,64,54,65,29,15,8,24,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,5,0,0,0,4,28,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,0,7,3,8,7,3,0,0,0,3,39,10,9,7,29,35,82,73,80,32,18,9,35,430,6,4,0,0,11,15,11,18,15,9,13,4,110,0,0,0,0,9,7,3,10,11,8,6,4,58,6,3,0,3,3,15,11,30,32,26,19,5,151,4,0,0,0,0
112031552,4,9,5,9,13,35,7,18,7,4,3,11,136,0,0,0,0,3,5,3,3,0,0,0,0,25,0,0,3,3,5,32,37,22,3,3,0,6,117,0,0,0,0,0,7,0,3,0,0,0,0,12,0,3,0,0,4,13,5,0,0,0,0,3,35,3,9,5,8,14,53,46,31,4,3,0,7,183,0,0,0,0,4,3,0,0,0,0,0,0,7,0,0,0,4,0,5,3,3,0,0,0,0,22,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,7,0,0,0,0,3,16,0,3,0,11,11,12,7,5,0,0,0,6,56,6,20,11,28,42,101,67,52,14,10,4,26,379,10,3,3,12,8,30,23,30,18,18,6,9,175,0,0,0,0,4,5,3,7,3,5,0,0,25,0,0,3,0,5,7,26,45,25,12,4,3,132,0,0,0,0,3
113011256,11,3,11,12,30,62,75,46,12,7,0,36,308,0,7,5,6,13,32,17,20,3,4,0,9,109,4,7,17,27,39,176,157,92,17,11,3,41,601,0,7,3,5,7,19,7,8,0,0,0,3,61,0,3,4,9,22,21,15,7,0,3,3,17,104,4,18,35,48,78,250,192,125,27,17,6,71,877,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,4,7,4,11,9,3,0,0,0,0,37,0,0,3,0,4,3,0,0,0,0,0,0,11,5,0,0,3,4,13,5,0,0,0,0,4,41,10,3,11,9,15,32,11,4,0,0,0,7,98,24,26,51,73,123,336,282,179,39,28,13,109,1281,21,8,3,14,27,70,69,103,24,16,8,15,379,3,3,0,4,9,21,31,40,10,3,0,3,136,21,5,4,21,26,129,173,146,55,23,14,34,645,3,3,0,3,6
113011257,6,16,17,35,38,60,43,14,9,6,7,63,306,5,6,3,13,12,28,16,17,4,3,3,23,122,6,24,24,41,77,131,76,53,14,28,9,65,548,4,3,3,12,4,16,12,4,3,0,3,22,87,3,5,0,16,10,18,6,13,0,0,0,27,100,11,38,35,79,102,186,116,84,25,29,17,130,853,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,4,12,7,0,0,0,0,0,4,36,0,3,3,0,0,4,0,0,0,0,0,0,11,0,0,0,3,3,4,0,0,0,0,0,3,17,3,5,6,12,11,12,4,0,0,0,0,11,70,24,55,54,125,151,259,158,99,34,38,19,205,1234,54,15,8,19,31,68,45,28,13,10,11,22,339,12,4,0,9,12,20,18,13,5,3,4,7,114,38,6,5,22,34,105,91,71,25,31,21,37,485,7,0,0,4,5
113011258,7,7,8,29,32,73,35,16,3,3,0,22,248,0,0,7,5,16,23,20,10,3,4,3,10,106,9,13,14,40,70,131,79,45,3,0,7,31,446,4,3,9,5,11,11,0,0,0,0,0,0,43,4,8,3,11,11,24,7,3,0,0,0,8,83,11,22,31,65,108,194,106,59,9,9,10,46,676,0,0,0,4,0,0,3,0,0,0,0,0,10,0,0,7,7,10,12,3,0,0,0,0,0,48,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,7,6,3,0,0,0,0,0,20,3,3,9,12,16,18,7,4,0,0,0,4,83,24,37,52,114,158,295,149,81,13,7,10,80,1007,15,10,9,24,22,60,51,38,9,4,3,19,263,3,3,0,4,12,14,12,16,4,0,0,3,75,14,5,8,17,20,107,79,79,18,19,3,22,388,0,3,0,3,3
113011259,8,14,13,33,18,26,9,0,5,4,0,32,170,3,0,9,0,4,8,0,3,0,0,0,3,33,5,25,19,43,38,53,21,14,0,3,5,21,235,0,0,0,6,3,6,3,3,0,0,0,3,30,3,3,8,5,6,0,3,0,0,0,4,5,40,8,28,31,55,47,64,23,18,0,3,9,39,336,0,3,3,0,0,0,0,0,0,0,0,0,8,3,8,3,6,7,5,0,0,0,0,0,4,41,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,3,0,0,0,0,0,0,4,16,6,11,10,13,16,13,0,0,0,0,0,3,71,22,56,60,102,77,101,39,23,4,4,5,76,573,22,9,5,12,20,39,7,8,3,0,5,16,152,3,3,5,4,5,13,7,4,0,0,3,5,57,5,5,10,18,31,54,32,18,13,3,4,10,198,0,0,3,3,6
113021260,3,14,8,10,13,19,5,6,0,0,0,17,100,0,7,0,4,4,6,0,0,0,0,0,4,27,3,9,14,20,15,16,10,9,5,0,0,16,121,0,0,0,6,0,4,4,0,0,0,0,0,13,0,0,3,10,3,3,0,0,0,0,0,3,18,3,18,22,37,22,28,18,8,7,0,0,22,175,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,0,0,0,0,8,0,7,7,5,3,5,3,0,0,0,0,3,29,11,30,30,50,43,50,25,12,7,3,0,40,302,14,7,0,8,12,19,12,7,4,3,0,12,106,0,0,0,3,4,6,3,0,5,0,0,0,20,9,0,3,0,12,23,16,15,11,4,3,3,102,0,3,0,3,5
113021261,3,10,3,10,16,34,26,12,3,0,0,4,134,3,0,0,7,11,15,10,3,0,0,0,3,64,9,3,6,18,41,91,41,15,4,3,0,8,233,0,3,3,3,3,10,7,6,0,0,0,5,33,0,4,0,10,8,8,0,0,0,0,0,4,43,11,10,13,40,64,123,55,24,4,5,0,19,374,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,7,12,3,0,0,0,0,0,32,0,0,0,0,0,4,0,0,0,0,0,0,7,3,0,0,4,7,3,0,0,0,0,0,0,13,3,3,3,12,10,18,3,0,0,0,0,0,58,15,20,20,67,93,173,84,37,12,7,4,30,565,6,5,0,11,20,33,33,23,14,8,0,17,169,0,0,0,0,3,11,8,13,0,0,4,0,49,7,3,3,10,22,45,58,67,10,5,0,5,230,4,0,3,3,0
113021262,3,4,4,12,20,29,9,8,0,3,3,13,114,3,4,4,4,5,8,5,4,3,3,0,3,48,6,6,4,22,33,54,39,15,3,3,0,11,195,0,4,3,3,3,3,0,3,0,0,0,0,23,0,3,0,4,0,0,0,4,0,0,0,3,23,6,21,13,36,40,68,44,29,8,7,4,17,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,8,3,0,0,0,0,3,21,16,23,16,50,59,95,53,29,9,8,9,33,413,15,3,4,13,10,17,15,19,4,3,5,11,120,0,0,0,4,3,11,4,3,0,4,0,3,37,9,0,4,11,18,49,28,33,6,13,4,8,177,0,0,0,0,0
113031263,15,20,24,40,24,46,10,15,3,0,0,16,213,0,0,10,9,13,14,7,4,0,0,0,8,68,5,11,16,50,58,64,34,12,4,5,4,21,289,0,3,3,8,6,6,0,3,0,3,0,4,39,5,3,3,12,8,9,3,0,0,0,0,4,46,12,23,29,76,81,100,40,21,4,7,3,33,435,0,4,0,0,0,0,0,0,0,0,0,0,9,0,12,7,5,7,4,0,0,0,0,0,3,44,0,3,0,0,0,0,0,0,0,0,0,3,9,3,0,4,3,0,0,0,0,0,0,0,0,14,8,20,14,13,14,5,0,0,0,0,0,4,75,37,63,59,131,116,153,48,39,8,8,4,59,724,12,12,17,26,29,54,31,19,8,8,3,15,229,3,0,0,3,3,20,12,5,3,0,0,7,61,9,0,9,25,33,64,45,38,9,3,3,15,254,0,3,0,3,5
113031264,3,9,3,6,9,13,8,3,0,0,0,15,63,0,3,3,3,6,4,6,4,0,0,0,5,29,3,9,5,13,27,37,15,10,3,0,0,15,132,0,3,0,0,3,3,3,0,0,0,0,3,22,3,0,3,6,0,5,0,3,0,0,0,3,25,6,14,15,26,38,50,19,13,3,0,3,22,208,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,3,3,0,0,0,0,0,0,21,0,5,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,7,0,12,3,11,3,3,0,3,0,0,0,3,33,9,34,17,39,45,68,31,16,3,0,3,36,304,8,3,4,6,14,23,14,8,3,0,0,5,90,0,0,0,8,3,10,11,3,3,0,0,0,35,8,3,3,8,9,27,16,25,9,7,4,6,127,0,0,3,4,6
113031265,3,11,10,13,20,28,13,3,3,3,0,27,141,0,4,5,10,9,9,0,3,3,0,0,10,48,8,9,11,40,27,39,20,3,7,4,8,17,203,0,7,0,11,0,3,5,0,0,0,0,3,38,0,0,5,10,5,13,0,0,0,0,3,9,42,6,20,27,65,41,65,28,8,13,3,10,42,331,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,3,8,3,8,3,0,0,0,0,4,40,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,0,0,3,12,0,16,3,17,8,13,3,3,0,0,3,6,72,10,42,46,92,69,105,45,13,12,8,12,79,538,11,3,4,14,23,38,25,14,3,5,4,18,156,3,0,5,0,10,13,8,3,0,0,0,6,44,10,3,3,13,19,46,34,31,15,10,3,6,195,3,0,3,3,5
113031266,6,11,13,15,16,21,6,7,3,4,0,27,140,7,8,3,11,3,11,9,5,4,0,0,10,67,7,14,19,33,29,59,27,16,0,0,3,15,224,5,4,3,5,4,8,3,0,0,3,0,3,33,0,6,3,3,12,5,0,0,0,0,0,7,35,12,30,31,49,51,88,39,19,3,0,4,32,361,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,9,9,0,3,3,0,0,0,0,0,28,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,0,0,0,7,0,10,12,13,3,7,3,0,0,0,0,3,53,20,54,51,79,77,110,48,19,8,8,3,66,555,10,17,9,15,13,39,20,15,7,0,3,13,168,0,3,3,3,10,12,6,4,0,3,0,3,44,14,9,5,16,29,36,29,37,10,3,6,3,196,0,0,0,3,10
113031267,15,19,25,49,59,122,56,43,11,8,6,36,449,0,3,9,10,22,38,34,20,9,3,3,9,164,8,12,17,33,69,197,141,123,37,19,8,27,690,3,11,9,17,24,37,22,13,9,3,0,22,158,0,13,3,11,16,32,25,11,6,3,0,21,147,15,35,37,79,137,305,224,166,58,27,8,80,1166,0,0,0,5,0,8,0,0,0,0,0,4,23,0,5,7,16,17,24,12,8,0,0,3,3,93,0,0,5,0,4,13,6,3,0,0,0,4,41,0,4,3,0,4,16,3,0,0,0,0,6,35,4,14,17,25,25,52,22,15,3,0,3,18,190,40,65,74,146,220,476,302,225,73,36,16,132,1805,29,11,21,18,34,76,106,99,33,21,15,30,494,3,0,3,7,3,31,39,39,13,13,4,8,171,4,11,4,13,29,95,164,186,69,58,20,14,663,3,0,3,3,7
113031268,3,0,0,6,13,22,12,8,0,0,0,3,74,4,0,3,4,5,12,4,0,0,0,0,3,38,0,3,3,10,19,37,12,11,8,0,7,11,127,0,0,0,0,5,4,4,4,0,0,0,0,20,0,0,0,3,4,8,3,0,0,0,0,4,25,4,7,11,20,38,65,29,16,8,0,3,13,209,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,6,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,5,7,15,8,0,0,0,0,3,32,7,7,12,30,52,97,45,23,8,3,3,20,314,4,3,3,3,6,23,10,27,5,3,3,3,98,0,0,0,0,3,3,3,10,3,0,0,0,29,0,0,0,3,15,19,32,42,19,12,5,10,150,0,0,0,3,3
113031269,29,19,16,46,69,139,107,66,7,11,6,40,549,6,10,11,23,18,50,37,16,9,0,0,7,180,8,15,18,92,118,260,193,120,39,17,6,44,931,3,7,6,13,19,40,24,25,3,0,0,5,149,0,3,9,14,13,40,19,17,0,0,3,9,126,15,31,45,135,173,387,274,171,51,26,12,74,1390,0,3,0,3,3,10,0,0,0,0,0,0,23,0,5,16,23,29,42,14,4,0,0,0,8,143,0,3,6,11,5,3,6,3,0,0,0,6,42,3,3,8,9,15,18,5,3,0,0,0,4,57,4,17,28,41,53,69,26,14,4,0,0,20,273,43,64,88,226,294,596,407,249,60,32,19,128,2204,30,9,13,35,43,108,145,131,56,22,10,28,628,3,0,3,8,8,35,31,54,20,26,6,9,206,10,4,9,15,42,165,254,286,95,52,24,34,987,0,3,4,4,13
113031270,10,10,10,21,36,70,34,13,15,7,3,28,264,3,3,0,3,9,13,10,10,3,0,0,4,62,4,11,4,23,62,117,70,33,8,3,5,27,375,0,3,6,6,9,9,9,4,0,0,0,4,54,4,3,8,8,13,13,3,0,0,3,0,4,59,14,19,20,42,91,155,92,48,20,8,3,41,541,0,0,0,0,3,3,0,0,0,0,0,0,8,0,4,0,15,8,16,8,0,3,0,0,4,71,0,0,0,3,4,0,0,0,0,0,0,3,12,0,3,7,0,3,11,4,3,3,0,0,3,33,0,8,6,20,21,33,7,7,3,0,3,8,121,25,39,33,80,146,258,141,65,34,16,8,74,930,16,10,8,6,16,62,64,57,10,9,10,8,285,4,0,0,0,9,19,10,3,3,3,6,3,60,3,3,0,5,19,57,92,51,27,18,4,13,305,0,0,3,4,4
113031271,20,28,24,42,48,72,31,17,9,10,5,81,393,3,10,13,24,22,22,17,10,3,5,3,12,155,4,23,31,72,102,124,64,47,25,17,16,74,592,4,6,0,14,16,17,7,4,0,0,0,11,77,6,3,4,19,7,17,19,3,3,0,3,21,103,24,48,51,124,142,185,106,60,32,22,24,118,931,0,0,3,3,0,0,0,0,0,0,0,0,18,0,9,9,11,20,17,5,0,0,0,0,9,86,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,0,10,3,6,3,0,0,0,0,3,31,6,13,15,27,22,28,10,0,3,0,0,13,145,49,85,94,192,215,281,154,81,48,32,34,210,1464,41,16,18,32,43,89,62,54,23,12,13,35,439,14,4,13,10,11,24,20,18,11,7,8,5,148,43,8,14,26,45,113,108,97,25,34,22,33,558,11,4,0,6,10
114011272,5,11,6,14,17,38,31,35,3,14,13,21,216,0,3,3,8,4,16,15,10,0,5,4,11,76,0,6,4,11,18,45,43,53,11,18,17,18,250,3,3,3,8,0,14,4,11,3,5,3,3,59,0,6,0,4,9,8,6,6,5,0,3,4,51,4,18,15,32,38,79,71,76,23,23,28,36,433,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,3,3,5,6,0,3,0,0,0,3,27,0,0,0,0,0,6,3,0,0,0,0,0,9,0,0,0,0,4,3,0,0,0,0,0,0,15,3,4,3,4,4,12,10,4,5,0,0,4,64,13,31,30,52,60,131,110,117,28,47,40,59,710,21,8,5,14,20,36,27,42,24,26,29,22,269,0,3,0,4,3,6,12,12,7,6,6,3,54,8,5,6,3,9,28,36,72,30,28,21,22,254,0,0,0,3,3
114011273,6,6,6,7,9,11,9,7,3,3,0,11,81,0,0,8,0,0,4,7,3,0,0,0,3,31,4,3,3,6,7,31,26,12,6,3,0,4,119,3,0,0,7,3,0,3,0,0,0,0,0,15,0,0,0,0,0,3,4,3,0,0,0,0,11,4,8,8,9,16,42,38,22,6,3,3,12,176,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,4,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,6,3,10,0,3,0,0,0,3,30,11,11,13,28,29,64,52,32,14,5,3,23,283,14,0,4,4,4,19,14,14,8,5,3,3,85,0,0,0,0,3,3,0,10,3,0,0,0,26,0,0,6,4,3,12,28,19,10,11,3,3,95,0,3,0,0,0
114011274,7,7,9,11,17,19,17,12,7,4,4,14,123,3,0,3,6,3,10,7,3,0,0,0,4,39,0,3,6,8,19,36,17,11,0,4,0,13,117,0,0,4,3,5,9,0,0,4,0,0,3,23,0,0,0,0,3,7,6,0,3,0,0,4,26,3,8,13,19,30,59,35,15,10,7,0,18,212,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,4,6,3,0,0,0,0,3,3,19,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,3,16,0,0,0,8,5,13,3,3,0,0,6,6,49,15,14,20,33,56,87,55,35,13,6,9,42,387,13,7,7,11,9,20,31,32,6,7,0,8,145,0,0,0,0,3,7,8,8,0,0,0,0,28,3,3,0,3,4,17,22,37,8,7,4,4,115,7,0,0,4,4
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
