region_id,C01_T_P_Mo_O_B_OS,C01_T_P_BP_B_Aus,C01_T_P_Bplace_NS,C01_T_P_Tot_resp,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_Bo_par_brn_os,C06_Pol_Fa_only_brn_os,C06_Pol_Mo_only_brn_os,C06_Pol_Bo_par_brn_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_Bo_par_brn_os,C06_Rus_Fa_only_brn_os,C06_Rus_Mo_only_brn_os,C06_Rus_Bo_par_brn_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinh_Fa_O_B_OS,C06_Sinh_Mo_O_B_OS,C06_Sinh_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_S_Afr_Bo_par_brn_os,C06_S_Af_Fa_only_brn_os,C06_S_Af_Mo_only_brn_os,C06_S_Af_Bo_par_brn_Aus,C06_S_Af_Bplace_NS,C06_S_Af_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Welsh_BP_B_OS,C06_Wels_Fa_O_B_OS,C06_Wels_Mo_O_B_OS,C06_Wels_BP_B_Aus,C06_Welsh_Bplace_NS,C06_Welsh_Tot_resp,C06_Other_BP_B_OS,C06_Othr_Fa_O_B_OS,C06_Othr_Mo_O_B_OS,C06_Othr_BP_B_Aus,C06_Other_Bplace_NS,C06_Other_Tot_resp,C06_Anc_ns_Bo_pa_born_os,C06_Anc_ns_Fa_on_born_os,C06_Anc_ns_Mo_on_born_os,C06_Anc_ns_Bo_pa_bor_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_Tot_res_Bo_par_bo_os,C06_Tot_res_Fa_onl_bo_os,C06_Tot_res_Mo_onl_bo_os,C06_Tot_res_Bo_pa_bo_Aus
LGA10650,216,6071,391,7692,8,211,137,3391,66,3809,0,0,0,20,3,24,25,0,0,9,0,37,4,0,0,3,0,3,69,13,8,29,0,117,270,198,121,2236,83,2901,20,0,4,0,0,30,0,0,0,17,0,20,45,19,5,175,3,250,4,6,0,0,3,10,9,4,0,4,0,7,11,3,0,0,0,17,43,33,24,801,28,924,39,14,6,89,3,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,18,11,0,0,4,3,17,26,3,8,10,0,44,8,0,0,0,0,5,10,0,0,3,0,12,84,60,31,542,18,737,7,0,0,7,0,7,0,0,0,0,0,4,3,0,0,0,0,3,3,0,4,3,0,6,0,0,0,0,0,0,0,4,0,0,0,4,10,6,3,18,3,36,54,13,11,68,0,148,8,9,7,230,159,408,774,599,369,7670
LGA10750,9344,101576,18799,255195,3330,8390,5441,60490,2467,80120,35,72,22,739,43,911,7244,113,170,280,154,7956,2098,177,87,270,88,2716,1510,457,256,605,64,2885,13637,5695,3809,33113,2012,58268,19262,171,575,59,736,20800,615,80,56,325,19,1100,2280,557,318,2727,161,6048,2062,323,172,601,112,3262,1011,130,45,140,30,1353,13450,188,133,76,386,14231,2469,1098,649,10106,405,14726,3840,1048,352,1967,171,7376,1389,6,18,7,37,1455,3108,480,184,325,166,4253,347,23,26,19,3,409,5330,1012,432,1755,204,8733,2317,199,130,70,159,2872,1083,355,235,144,71,1886,2065,184,149,300,53,2748,582,58,49,100,13,797,2894,1155,906,6800,235,11998,1480,113,50,104,33,1773,2382,39,22,17,73,2534,839,82,46,31,29,1025,2178,96,51,121,95,2543,1853,114,65,51,66,2144,989,15,17,13,48,1078,306,101,59,344,18,825,32754,1951,1051,1283,1331,38362,5430,484,338,3552,12928,22737,140169,24966,15913,126534
LGA10800,143,5320,400,6430,15,117,96,2977,78,3277,3,0,0,13,0,17,18,0,0,7,0,24,10,0,0,0,0,11,16,9,3,20,0,49,174,107,88,1898,60,2323,7,0,0,0,0,8,3,0,0,18,0,17,15,9,9,278,3,315,3,5,3,3,0,16,3,0,0,4,0,4,4,0,0,3,0,5,20,26,11,570,20,636,12,5,0,20,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,7,20,4,4,0,0,23,6,3,5,0,0,21,4,6,0,3,0,17,3,0,0,0,0,3,34,36,26,466,10,577,3,0,0,0,0,8,3,0,0,0,0,3,6,0,0,0,0,6,3,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,15,35,8,9,23,3,72,17,5,5,182,178,384,444,343,262,6501
LGA10850,189,4921,309,6117,12,202,134,3004,81,3428,0,0,0,9,0,12,3,4,0,5,0,14,4,0,0,0,0,4,29,12,11,18,3,73,232,169,102,1935,57,2493,8,0,0,0,0,8,3,3,3,14,0,27,37,11,10,114,11,179,3,3,0,11,0,13,3,3,0,4,0,8,0,0,0,0,0,3,50,40,11,732,35,868,14,15,3,30,3,57,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,9,0,0,0,0,8,7,3,0,0,3,14,16,11,11,13,0,59,13,5,0,8,0,30,5,0,0,9,0,13,53,34,42,354,12,487,3,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,24,0,33,38,15,8,42,7,117,4,3,4,169,122,309,566,539,343,6499
LGA10900,4413,42504,3494,73675,341,4081,2672,24851,751,32702,5,5,8,111,8,129,405,47,50,124,10,641,152,46,15,46,3,257,862,289,148,363,30,1694,6840,3350,2212,15935,643,28982,164,12,36,3,0,217,238,62,40,189,3,531,1044,350,208,1487,56,3140,266,59,37,170,8,543,260,50,22,55,3,394,193,24,26,9,21,275,1379,814,447,6714,177,9533,575,235,104,649,35,1594,56,0,4,8,3,69,77,27,22,50,15,181,15,3,4,3,3,25,233,121,41,139,17,547,110,34,16,27,9,193,369,164,100,50,11,690,439,87,38,116,11,690,177,31,25,79,6,323,1631,836,507,4322,119,7421,113,31,11,27,7,183,75,12,7,3,0,98,142,16,32,8,3,197,165,19,11,47,9,245,27,9,3,3,0,43,53,0,7,0,0,56,265,102,55,250,15,684,2216,665,350,746,94,4064,242,111,87,1015,2694,4148,19129,11692,7345,57599
LGA10950,78,2657,147,3085,0,51,37,1465,63,1618,0,0,0,15,0,19,6,0,0,4,6,15,0,3,4,3,0,10,5,3,0,7,3,11,57,49,34,900,30,1069,0,0,0,0,0,0,0,0,0,4,0,4,3,3,3,69,0,77,0,0,0,0,0,0,3,0,0,3,0,3,6,0,0,0,0,9,11,19,9,307,7,349,5,0,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,9,3,5,0,0,0,7,5,0,3,0,3,12,0,0,0,4,0,4,0,0,0,0,0,3,17,14,9,173,3,210,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,4,0,14,0,42,3,5,7,97,56,160,154,168,109,3072
LGA11000,84,1928,114,2462,0,62,61,1138,21,1282,0,0,0,0,0,0,4,3,0,3,0,4,3,0,0,0,0,9,5,3,3,3,0,18,78,45,54,655,18,851,3,0,0,0,0,5,6,0,0,3,0,5,31,7,3,55,6,99,4,0,3,4,0,13,4,0,0,0,0,6,0,0,0,3,0,3,19,6,12,187,0,230,3,7,0,17,0,24,0,0,0,0,0,0,0,0,0,6,0,6,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,8,9,3,0,0,11,9,3,0,0,0,14,8,3,0,0,0,13,21,11,12,215,5,265,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,26,5,12,14,0,56,14,4,3,77,105,203,265,168,166,2380
LGA11050,58,1998,80,2324,8,39,38,977,39,1097,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,8,3,3,6,0,23,85,37,25,809,28,983,0,0,0,0,0,0,3,0,0,3,0,6,9,0,0,32,0,45,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,12,6,4,362,14,395,3,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,9,0,3,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,7,9,8,129,0,162,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,8,19,0,0,6,3,27,0,3,0,81,34,124,195,104,84,2420
LGA11100,1052,9568,3090,35572,502,963,602,5701,232,8004,7,7,3,114,0,141,2637,35,54,46,56,2818,350,32,17,32,14,441,122,33,24,26,0,202,1803,555,373,3121,224,6076,863,13,48,9,36,962,110,17,10,35,0,175,269,62,29,277,15,652,1994,182,81,369,88,2718,160,21,8,7,3,200,687,9,6,4,17,727,503,164,119,1507,54,2346,985,125,61,284,37,1491,80,0,3,0,6,88,388,37,22,48,7,497,105,7,7,10,6,140,468,53,41,70,16,650,382,43,26,16,16,482,224,52,21,14,11,313,169,26,13,23,3,233,330,9,7,16,4,364,417,138,94,719,32,1402,309,15,10,21,5,365,121,3,3,0,0,128,99,17,15,9,3,139,559,23,22,31,27,659,646,32,19,10,22,728,159,7,6,0,3,172,50,12,10,50,3,123,5978,262,189,179,205,6814,781,65,45,341,1977,3205,22257,3019,1988,13089
LGA11150,104,3110,349,3899,4,52,45,1592,57,1743,0,3,4,120,9,130,9,0,0,4,0,12,0,0,0,0,0,0,12,3,3,3,0,16,57,41,38,835,28,997,4,0,0,0,0,4,0,0,0,3,0,3,12,12,3,56,0,79,5,4,0,0,0,9,0,0,0,0,0,3,4,0,0,4,0,7,22,14,16,226,3,281,4,0,3,9,0,17,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,3,0,0,0,3,14,16,17,152,3,195,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,9,42,7,14,17,5,81,4,0,0,164,213,378,215,158,146,3197
LGA11200,32,1741,183,2058,0,35,17,842,32,924,0,4,0,405,6,407,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,12,21,10,369,10,415,0,0,0,0,0,0,0,3,0,4,0,4,7,3,3,28,0,43,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,6,0,127,0,135,0,6,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,4,3,0,10,5,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,8,4,4,67,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,14,12,3,13,0,45,0,0,0,56,176,236,66,105,41,1928
LGA11250,408,16268,1500,20274,19,452,250,8810,289,9815,0,3,0,121,3,126,18,0,0,17,5,47,28,9,0,18,0,54,45,6,13,13,3,87,373,338,203,5301,208,6419,30,0,11,3,0,51,6,5,0,34,3,47,66,36,16,765,19,905,39,15,8,35,5,98,10,0,0,8,0,19,28,7,0,7,0,42,57,77,38,1415,50,1637,180,77,21,216,17,504,0,0,0,0,0,6,9,4,3,21,0,34,0,0,0,0,0,0,84,50,18,113,6,270,14,4,4,14,0,34,17,8,12,4,0,45,26,5,0,22,0,54,9,4,0,3,0,18,116,103,46,1056,40,1365,35,7,0,14,3,62,8,0,0,0,0,12,20,3,0,0,0,20,6,0,0,13,0,18,0,0,0,0,0,0,3,3,0,0,0,3,14,11,0,59,3,91,141,40,21,97,5,300,34,28,13,667,1184,1930,1435,1295,677,18846
LGA11300,887,6568,2263,29381,254,580,388,3050,131,4403,3,10,4,8,0,23,6305,59,88,51,125,6636,338,17,0,33,12,406,53,28,5,20,0,108,971,387,258,1851,124,3588,346,3,17,0,10,377,91,11,6,22,5,140,187,40,27,173,15,439,962,101,39,231,41,1383,70,4,3,9,0,87,1597,14,13,13,27,1666,394,169,64,1066,45,1733,2197,285,134,463,90,3162,1418,10,9,4,48,1496,1280,161,67,153,50,1719,30,0,4,4,0,39,100,16,7,28,3,153,97,10,8,0,7,121,89,21,16,4,5,137,214,22,3,28,5,275,235,12,15,21,9,287,221,84,59,535,13,918,126,7,3,9,7,152,275,5,0,7,3,286,35,3,3,0,0,38,170,14,3,14,9,217,84,0,0,5,0,88,277,0,7,3,4,286,19,3,3,33,5,66,2314,177,85,121,79,2771,464,27,25,144,2033,2698,21216,2280,1363,8103
LGA11350,1530,17575,2122,28916,164,1370,855,9158,280,11828,0,0,0,76,5,81,81,28,10,38,5,164,32,13,0,11,3,54,298,86,32,83,11,511,2455,1066,746,6298,265,10836,43,3,20,3,0,68,152,31,20,90,6,300,522,148,94,684,34,1478,69,39,12,63,3,185,52,22,3,8,0,91,80,11,7,14,12,118,506,273,205,3106,108,4200,246,99,42,308,25,723,12,0,0,0,0,15,18,8,0,21,0,58,7,3,4,5,0,19,39,14,8,27,3,91,60,14,11,9,6,95,153,65,34,17,8,281,114,24,14,33,5,202,62,14,13,23,0,115,530,251,179,1790,69,2828,30,8,0,14,4,51,19,7,10,5,4,42,57,12,5,4,0,82,58,4,7,30,3,98,8,5,0,0,0,13,9,3,0,0,0,16,81,31,13,87,3,210,1119,288,201,326,44,1986,130,69,47,487,2269,2999,7206,4009,2592,22818
LGA11400,336,9730,463,11863,26,322,216,5715,127,6411,0,0,0,32,3,32,20,8,3,12,0,44,7,6,0,0,0,15,46,29,4,30,0,112,413,237,203,3780,110,4734,17,0,7,0,0,20,10,5,0,36,0,50,68,19,15,275,10,387,4,9,3,16,3,34,7,0,0,3,0,13,5,0,3,0,0,10,62,63,48,1212,20,1403,53,20,4,99,0,181,0,0,0,3,0,4,9,12,3,10,0,32,0,0,0,0,0,0,13,3,3,15,7,43,14,6,0,0,3,21,25,8,10,7,0,55,21,6,3,16,0,44,9,4,0,8,0,22,70,65,42,828,18,1020,8,3,0,0,0,6,0,0,0,0,0,0,16,3,4,0,0,22,6,4,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,20,0,43,101,38,26,74,3,235,18,13,9,335,312,688,1055,890,609,12530
LGA11450,2181,25588,2090,43779,304,2295,1480,17707,427,22209,3,5,0,66,0,77,523,32,14,65,10,648,288,50,29,89,12,472,307,101,68,129,20,625,3370,1739,1168,9632,402,16306,234,14,39,0,13,299,95,21,15,84,3,223,472,147,99,847,35,1595,203,76,41,135,13,465,131,25,11,31,5,200,302,25,11,9,5,354,721,317,193,3053,113,4406,1259,405,122,926,66,2784,19,4,0,0,0,26,296,48,25,52,16,435,61,16,6,13,11,103,600,125,77,308,35,1142,97,25,13,16,6,151,174,79,62,35,3,356,212,36,40,91,5,381,87,16,11,14,3,134,836,387,263,1967,86,3532,230,25,16,45,11,327,58,3,3,0,3,70,133,24,18,11,4,188,180,36,16,32,7,268,45,8,0,3,0,61,57,6,3,0,0,68,132,53,23,101,3,307,1855,354,187,380,58,2829,287,86,55,860,1577,2876,13571,6583,4108,36701
LGA11500,6408,68642,11225,145294,1678,5238,3504,38721,1609,50759,16,29,13,380,31,471,2452,77,105,191,106,2921,848,78,45,110,24,1103,663,265,96,298,17,1342,8799,3772,2622,22662,1492,39349,3656,53,214,14,162,4099,464,51,33,201,24,781,1346,328,219,1830,107,3822,890,184,64,288,46,1472,377,53,34,67,4,535,4298,90,51,36,117,4582,1762,772,440,7014,284,10268,1667,520,182,1239,95,3704,97,3,5,7,3,114,1783,297,71,176,108,2429,355,41,25,16,11,451,769,230,125,452,42,1613,1022,93,62,61,82,1324,566,217,128,84,29,1021,1027,102,67,177,21,1391,409,40,22,53,13,542,2135,867,568,4575,180,8324,550,59,30,54,17,717,433,18,9,0,12,472,720,39,47,32,33,873,1191,94,57,94,52,1490,177,33,0,9,3,212,826,17,8,4,42,891,249,73,39,184,16,559,15590,1192,660,840,690,18977,2194,316,246,2209,7445,12409,59009,15241,9791,82078
LGA11520,2529,22431,4033,59317,474,2168,1365,12033,343,16384,5,3,3,27,3,46,4685,135,160,169,93,5237,390,46,38,56,7,535,266,104,50,80,0,496,3361,1357,933,7445,252,13347,383,9,36,0,3,434,171,24,22,83,3,307,541,148,86,691,16,1477,1804,250,98,542,61,2755,209,33,13,32,0,284,1019,27,31,11,13,1094,1181,495,312,4210,128,6324,7501,1159,470,1902,280,11313,1438,9,16,3,45,1517,927,152,55,146,31,1312,66,13,7,5,0,100,386,83,35,125,11,647,161,20,17,8,12,212,407,86,62,24,15,592,318,54,33,52,0,471,246,36,16,34,4,334,853,392,242,2262,51,3798,238,25,11,20,5,298,249,12,7,3,8,276,205,23,10,7,3,253,403,51,31,42,7,537,324,30,12,10,10,377,254,0,6,0,3,268,114,43,37,128,3,324,3540,447,369,373,88,4814,602,101,61,443,4264,5470,32721,7535,4644,30966
LGA11550,2984,21657,12294,129935,2551,2018,1279,9919,662,16433,19,12,5,93,18,153,15868,98,148,140,414,16667,500,54,11,33,18,607,204,51,50,60,3,372,4233,1249,766,6019,558,12823,1949,15,123,14,58,2157,308,29,20,64,3,430,597,114,85,538,43,1374,11120,1002,398,1923,391,14827,317,29,23,30,3,407,2858,43,46,14,81,3038,810,397,188,3003,118,4511,4769,628,278,1027,175,6871,2884,3,18,15,57,2976,12183,1029,426,707,573,14911,585,56,10,27,19,701,440,88,41,115,15,700,730,29,32,23,33,848,314,54,46,22,8,438,389,35,27,30,15,496,206,10,9,25,9,264,706,315,186,1488,71,2769,396,33,3,22,12,465,245,9,0,0,4,262,101,10,11,4,3,132,763,34,32,33,23,892,582,57,16,8,22,691,4022,8,43,23,131,4229,71,27,22,94,5,223,18938,903,462,456,848,21617,4209,295,239,797,8291,13836,93867,8734,5043,26766
LGA11600,109,2620,181,3302,0,49,49,1212,26,1338,0,3,0,20,0,19,5,0,3,3,0,8,0,0,0,0,0,0,11,3,3,5,0,15,69,62,43,848,34,1056,0,0,0,0,0,0,0,0,3,9,0,10,17,3,0,105,3,130,3,0,0,4,0,6,4,0,0,0,0,4,9,3,3,0,0,11,14,9,17,288,3,337,28,9,4,17,0,57,21,0,0,0,0,21,3,0,0,3,0,6,0,0,0,0,0,0,9,0,0,0,0,6,15,3,0,0,0,20,6,0,3,8,0,20,3,0,0,0,0,3,0,0,0,5,0,4,18,10,15,212,9,262,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,26,9,3,12,0,57,7,0,3,105,178,289,272,163,149,2859
LGA11700,49,2092,329,2678,3,30,30,844,25,931,0,0,0,283,0,287,3,0,0,4,0,7,3,0,0,0,0,3,8,4,3,3,0,18,41,15,27,467,34,578,3,0,3,0,0,4,0,0,0,4,0,4,19,0,0,52,0,74,3,0,0,3,0,11,0,0,0,0,0,4,3,0,0,0,0,3,0,5,5,171,6,188,9,7,3,11,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,14,5,0,0,0,0,5,5,4,3,0,0,9,3,0,0,0,0,4,0,0,0,0,0,0,10,15,9,90,3,125,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,4,0,7,0,6,30,0,0,9,0,43,6,3,0,75,146,225,171,90,83,2027
LGA11720,1602,33427,3716,45071,118,1369,920,20433,582,23421,0,0,3,120,3,128,117,6,5,50,4,183,29,3,7,5,0,46,140,77,44,121,15,402,1739,1187,832,13307,565,17627,73,0,31,0,0,115,34,13,7,59,0,107,284,92,91,1093,44,1601,39,18,0,47,5,113,38,5,3,12,0,56,44,0,14,9,0,69,240,170,111,3003,88,3611,120,60,19,263,5,473,6,0,0,0,0,10,32,6,3,21,3,66,5,0,3,5,0,16,59,24,7,22,3,117,77,29,14,34,6,158,88,64,22,31,11,220,166,28,15,88,0,293,24,4,4,30,3,65,571,452,268,2932,111,4333,30,9,8,3,3,50,7,0,0,0,0,9,18,5,4,5,3,38,30,7,5,26,0,69,7,0,0,0,0,10,0,0,0,0,0,3,70,43,16,202,8,339,456,132,93,274,24,986,97,56,57,1477,2228,3920,4758,3859,2606,43672
LGA11730,1615,36788,2581,47018,108,1349,999,21589,597,24642,0,3,0,431,12,453,75,9,5,95,0,187,10,4,0,7,0,20,284,86,40,117,8,535,1993,1172,901,13419,460,17948,91,5,33,0,15,143,56,13,10,97,0,176,264,107,79,1517,43,2003,32,18,0,43,3,103,26,7,6,16,0,56,42,4,6,27,3,76,306,231,158,4396,136,5228,88,62,12,304,12,488,7,0,0,0,0,7,11,7,5,19,0,36,0,3,3,0,0,3,48,18,12,46,3,119,56,44,22,36,5,164,110,67,40,25,3,258,56,13,5,28,3,103,24,8,8,13,0,48,487,337,208,3496,96,4623,18,11,0,11,0,40,17,3,0,3,0,25,34,5,4,15,0,70,28,10,4,33,0,70,8,0,0,0,0,13,3,3,0,0,0,4,53,30,9,121,3,222,477,158,138,392,28,1190,53,61,53,1321,1831,3324,4865,3848,2760,47617
LGA11750,154,4154,314,5144,9,99,92,2314,62,2579,0,3,0,122,0,126,13,0,0,9,0,20,7,3,0,3,0,16,22,4,9,17,0,49,143,58,85,1370,71,1726,29,0,3,0,3,33,3,0,0,16,0,21,16,13,6,144,10,193,3,0,3,3,0,5,3,0,0,0,0,3,0,0,0,3,0,7,39,25,16,426,16,519,23,5,0,34,0,63,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,25,5,3,3,4,30,19,8,7,0,3,33,10,3,0,8,0,20,3,0,7,0,0,11,46,25,14,293,10,389,5,0,0,3,0,3,4,0,0,0,0,4,6,0,0,0,0,8,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,30,4,35,60,13,9,25,3,108,10,3,4,159,397,572,507,274,261,4985
LGA11800,2774,43834,3346,62756,245,2383,1679,26354,819,31484,3,8,9,360,15,398,210,36,28,117,9,397,78,27,0,16,7,126,537,186,75,206,14,1018,4130,2055,1407,16927,604,25127,143,3,49,7,10,214,121,25,16,188,4,361,620,182,122,1646,68,2642,108,50,19,78,3,252,87,7,8,27,5,140,545,49,69,26,19,706,643,385,247,5610,133,7022,414,170,52,617,29,1275,17,0,3,4,0,21,35,7,5,45,0,93,9,0,0,7,0,17,105,39,34,71,8,254,117,33,29,30,6,215,263,118,87,30,6,508,151,32,21,77,3,279,51,17,12,29,3,116,932,475,312,4036,100,5848,49,17,3,18,3,83,7,4,4,5,3,21,96,8,7,9,0,128,75,14,12,76,3,179,19,3,0,0,0,22,34,0,5,0,3,36,133,24,11,141,8,317,1411,351,215,517,57,2549,202,77,95,1505,2483,4363,11590,6785,4635,58779
