region_id,C01_N_inc_R0_74,C01_N_inc_R75_99,C01_Ne_Ni_inc_R100_149,C01_Ne_Ni_inc_R150_199,C01_Ne_Ni_inc_R200_224,C01_Ne_Ni_inc_R225_274,C01_Ne_Ni_inc_R275_349,C01_Ne_Ni_inc_R350_449,C01_Ne_Ni_inc_R450_549,C01_Ne_Ni_inc_R550_649,C01_Ne_Ni_inc_R650m,C01_Ne_Nil_inc_R_NS,C01_N_inc_Re_Tot,C01_1_199_R0_74,C01_1_199_R75_99,C01_1_199_R100_149,C01_1_199_R150_199,C01_1_199_R200_224,C01_1_199_R225_274,C01_1_199_R275_349,C01_1_199_R350_449,C01_1_199_R450_549,C01_1_199_R550_649,C01_1_199_R650m,C01_1_199_R_NS,C01_1_199_R_Tot,C01_200_299_R0_74,C01_200_299_R75_99,C01_200_299_R100_149,C01_200_299_R150_199,C01_200_299_R200_224,C01_200_299_R225_274,C01_200_299_R275_349,C01_200_299_R350_449,C01_200_299_R450_549,C01_200_299_R550_649,C01_200_299_R650m,C01_200_299_R_NS,C01_200_299_R_Tot,C01_300_399_R0_74,C01_300_399_R75_99,C01_300_399_R100_149,C01_300_399_R150_199,C01_300_399_R200_224,C01_300_399_R225_274,C01_300_399_R275_349,C01_300_399_R350_449,C01_300_399_R450_549,C01_300_399_R550_649,C01_300_399_R650m,C01_300_399_R_NS,C01_300_399_R_Tot,C01_400_599_R0_74,C01_400_599_R75_99,C01_400_599_R100_149,C01_400_599_R150_199,C01_400_599_R200_224,C01_400_599_R225_274,C01_400_599_R275_349,C01_400_599_R350_449,C01_400_599_R450_549,C01_400_599_R550_649,C01_400_599_R650m,C01_400_599_R_NS,C01_400_599_R_Tot,C01_600_799_R0_74,C01_600_799_R75_99,C01_600_799_R100_149,C01_600_799_R150_199,C01_600_799_R200_224,C01_600_799_R225_274,C01_600_799_R275_349,C01_600_799_R350_449,C01_600_799_R450_549,C01_600_799_R550_649,C01_600_799_R650m,C01_600_799_R_NS,C01_600_799_R_Tot,C01_800_999_R0_74,C01_800_999_R75_99,C01_800_999_R100_149,C01_800_999_R150_199,C01_800_999_R200_224,C01_800_999_R225_274,C01_800_999_R275_349,C01_800_999_R350_449,C01_800_999_R450_549,C01_800_999_R550_649,C01_800_999_R650m,C01_800_999_R_NS,C01_800_999_R_Tot,C01_1000_1249_R0_74,C01_1000_1249_R75_99,C01_1000_1249_R_100_149,C01_1000_1249_R_150_199,C01_1000_1249_R_200_224,C01_1000_1249_R_225_274,C01_1000_1249_R_275_349,C01_1000_1249_R_350_449,C01_1000_1249_R_450_549,C01_1000_1249_R_550_649,C01_1000_1249_R650m,C01_1000_1249_R_NS,C01_1000_1249_R_Tot,C01_1250_1499_R0_74,C01_1250_1499_R75_99,C01_1250_1499_R_100_149,C01_1250_1499_R_150_199,C01_1250_1499_R_200_224,C01_1250_1499_R_225_274,C01_1250_1499_R_275_349,C01_1250_1499_R_350_449,C01_1250_1499_R_450_549,C01_1250_1499_R_550_649,C01_1250_1499_R650m,C01_1250_1499_R_NS,C01_1250_1499_R_Tot,C01_1500_1999_R0_74,C01_1500_1999_R75_99,C01_1500_1999_R_100_149,C01_1500_1999_R_150_199,C01_1500_1999_R_200_224,C01_1500_1999_R_225_274,C01_1500_1999_R_275_349,C01_1500_1999_R_350_449,C01_1500_1999_R_450_549,C01_1500_1999_R_550_649,C01_1500_1999_R650m,C01_1500_1999_R_NS,C01_1500_1999_R_Tot,C01_2000_2499_R0_74,C01_2000_2499_R75_99,C01_2000_2499_R100_149,C01_2000_2499_R150_199,C01_2000_2499_R200_224,C01_2000_2499_R225_274,C01_2000_2499_R275_349,C01_2000_2499_R350_449,C01_2000_2499_R450_549,C01_2000_2499_R550_649,C01_2000_2499_R650m,C01_2000_2499_R_NS,C01_2000_2499_R_Tot,C01_2500_2999_R0_74,C01_2500_2999_R75_99,C01_2500_2999_R_100_149,C01_2500_2999_R_150_199,C01_2500_2999_R_200_224,C01_2500_2999_R_225_274,C01_2500_2999_R_275_349,C01_2500_2999_R_350_449,C01_2500_2999_R_450_549,C01_2500_2999_R_550_649,C01_2500_2999_Re_650mo,C01_2500_2999_R_NS,C01_2500_2999_Re_Tot,C01_3000m_R0_74,C01_3000m_R75_99,C01_3000m_R100_149,C01_3000m_R150_199,C01_3000m_R200_224,C01_3000m_R225_274,C01_3000m_R275_349,C01_3000m_R350_449,C01_3000m_R450_549,C01_3000m_R550_649,C01_3000m_R650m,C01_3000m_R_NS,C01_3000m_R_Tot,C01_PI_S_R0_74,C01_PI_S_R75_99,C01_PI_S_R100_149,C01_PI_S_R150_199,C01_PI_S_R200_224,C01_PI_S_R225_274,C01_PI_S_R275_349,C01_PI_S_R350_449,C01_PI_S_R450_549,C01_PI_S_R550_649,C01_PI_S_Re_650mo,C01_PI_S_R_NS,C01_PI_S_Re_Tot,C01_AI_NS_R0_74,C01_AI_NS_R75_99,C01_AI_NS_R100_149,C01_AI_NS_R150_199,C01_AI_NS_R200_224,C01_AI_NS_R225_274,C01_AI_NS_R275_349,C01_AI_NS_R350_449,C01_AI_NS_R450_549,C01_AI_NS_R550_649,C01_AI_NS_R650m,C01_AI_NS_R_NS,C01_AI_NS_R_Tot,C01_Tot_R0_74,C01_Tot_R75_99,C01_Tot_R100_149,C01_Tot_R150_199,C01_Tot_R200_224
LGA10650,3,0,0,0,0,0,0,0,0,0,3,0,6,25,12,6,3,0,0,0,0,0,0,0,4,50,33,18,16,0,0,0,0,0,0,0,3,4,74,21,17,36,0,0,0,0,0,0,0,3,6,83,33,40,52,0,3,0,0,0,0,0,0,0,128,21,18,50,3,3,0,0,0,0,0,0,3,98,15,17,31,8,0,0,0,0,0,0,3,0,74,27,6,24,3,0,3,0,0,0,0,0,3,66,7,4,8,4,0,0,0,0,0,0,3,3,29,5,0,13,8,0,0,0,0,0,0,0,3,29,4,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,16,3,17,3,3,0,0,0,0,0,0,0,42,16,4,8,0,0,0,0,0,0,0,3,8,39,229,139,264,32,9
LGA10750,36,5,13,44,31,22,9,5,0,0,0,19,184,979,103,80,130,59,22,3,8,3,6,10,113,1516,1137,187,124,253,71,40,13,5,0,3,9,104,1946,952,462,278,580,214,99,28,3,4,5,11,132,2768,530,529,535,1107,521,224,47,15,3,4,22,122,3659,283,153,393,1139,532,306,64,16,0,7,15,88,2996,141,70,235,892,547,314,52,20,3,3,12,48,2337,112,43,139,839,533,348,77,17,6,3,6,44,2167,46,19,82,433,303,234,74,13,3,0,8,18,1233,69,15,89,407,388,388,159,46,4,0,5,39,1609,17,3,21,97,111,137,68,17,3,0,0,9,483,8,0,5,37,28,37,43,21,3,0,3,4,189,8,7,4,15,16,18,11,13,3,0,0,7,102,194,137,169,526,298,204,77,26,7,4,12,122,1776,325,101,70,203,62,32,11,10,3,3,12,222,1054,4837,1834,2237,6702,3714
LGA10800,0,3,0,0,0,0,0,0,0,3,3,0,9,23,6,5,0,0,0,0,0,0,0,0,3,37,39,8,9,0,0,0,0,0,0,0,0,5,61,24,7,10,3,0,0,0,0,0,0,0,0,44,50,21,32,3,3,3,0,0,0,0,3,3,118,33,24,23,0,0,0,0,0,0,0,0,0,80,19,4,19,0,0,0,0,0,0,0,0,0,42,17,3,11,3,0,0,0,0,0,0,0,0,34,5,0,7,0,0,0,0,0,0,0,0,0,12,5,0,3,0,0,0,0,0,0,0,0,0,8,5,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,6,0,0,0,0,0,0,0,0,0,26,10,4,3,0,0,0,0,0,0,0,3,0,20,243,87,131,12,3
LGA10850,3,0,0,3,0,0,0,0,0,0,3,0,9,30,3,4,3,0,0,0,0,0,0,0,0,40,30,5,19,0,0,0,0,0,0,0,0,0,54,23,6,36,5,0,0,0,0,0,0,0,3,73,22,12,46,14,0,0,0,0,0,0,0,0,94,17,7,23,8,0,3,0,0,0,0,3,0,61,7,5,24,10,0,0,0,0,0,0,3,0,49,10,6,18,15,0,0,0,0,0,0,0,0,49,4,0,6,7,0,0,0,0,0,0,0,3,20,8,3,9,11,0,0,0,0,0,0,0,3,34,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,5,3,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,3,0,4,12,167,50,198,87,3
LGA10900,6,0,4,13,5,0,0,0,0,0,0,3,31,118,13,51,52,8,5,0,3,0,0,0,15,265,147,36,139,115,22,16,0,0,0,0,0,20,495,57,36,103,220,55,17,7,0,0,0,7,13,515,63,38,146,387,145,64,9,3,3,0,3,23,884,40,10,81,340,146,73,12,4,0,0,6,9,721,24,4,56,204,120,92,10,3,0,0,7,4,524,28,7,37,206,119,100,16,4,3,0,4,4,528,10,5,14,57,40,54,13,0,0,0,3,5,201,20,0,14,87,85,95,34,5,0,0,3,3,346,6,0,8,24,23,32,14,6,0,0,3,3,119,3,0,4,3,6,12,5,0,0,0,0,0,33,3,0,0,0,0,5,4,3,0,3,3,0,21,22,7,24,93,53,52,14,5,3,0,3,13,289,24,9,22,35,8,10,3,3,0,3,3,20,140,571,165,703,1836,835
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,5,0,0,0,0,0,0,0,0,5,40,26,7,11,0,0,0,3,0,0,0,0,0,47,18,10,16,0,0,0,0,0,0,0,0,0,44,22,6,21,3,0,0,0,0,3,0,3,3,61,8,7,21,0,0,0,0,0,0,0,0,3,39,4,3,11,0,0,0,0,0,0,0,3,3,24,7,0,12,0,0,0,0,0,0,0,0,0,19,6,3,6,0,0,0,0,0,0,0,0,0,15,6,0,3,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,0,0,3,6,133,44,123,3,0
LGA11000,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,3,23,16,5,0,3,0,0,0,0,0,0,0,0,24,14,4,5,3,0,0,0,0,0,0,0,0,26,18,10,14,0,0,0,0,0,0,0,0,0,42,21,3,12,0,0,0,0,0,0,0,0,0,36,9,3,7,0,0,0,0,0,0,0,0,0,19,7,3,10,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,5,123,31,68,6,0
LGA11050,3,3,0,0,0,0,0,0,0,0,0,0,6,10,3,3,0,0,0,0,0,0,0,0,0,16,21,3,3,0,0,0,0,0,0,0,0,3,30,13,4,3,0,0,0,0,0,0,0,0,0,20,29,10,7,0,0,0,0,0,0,0,0,3,49,10,6,4,0,0,0,0,0,3,0,0,5,28,12,4,6,0,0,0,0,0,0,0,0,0,22,7,3,3,0,0,0,0,0,0,0,0,3,16,4,3,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,6,126,42,32,0,0
LGA11100,18,0,0,9,13,12,3,0,0,0,0,4,59,279,16,10,14,17,7,7,5,0,0,0,38,393,258,22,16,35,34,14,3,8,0,3,0,28,421,131,54,25,54,76,45,14,6,0,0,0,18,423,65,61,73,142,201,86,35,26,5,3,4,22,723,29,20,35,138,156,84,35,18,5,0,3,14,537,20,14,17,88,140,81,41,28,4,3,3,10,449,12,6,8,64,115,98,75,35,8,3,3,14,441,8,3,8,26,59,52,52,35,7,0,3,5,258,13,3,13,36,68,76,83,54,12,3,3,9,373,7,0,3,11,11,24,37,30,6,0,0,6,135,3,0,0,3,8,5,14,20,4,0,0,0,57,0,0,0,0,5,4,7,9,5,0,0,0,30,32,14,19,52,69,70,68,29,9,3,0,25,390,85,8,6,23,24,17,11,6,3,0,4,45,232,960,221,233,695,996
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,3,0,0,0,0,0,0,0,0,0,33,22,7,3,0,0,0,0,0,0,0,0,3,35,23,12,10,0,0,0,0,0,0,0,0,3,48,32,12,23,0,0,0,0,0,0,0,0,7,74,21,17,23,3,0,0,0,0,0,0,0,4,68,18,6,19,0,0,0,0,0,0,0,0,0,43,20,7,19,3,0,0,0,0,0,0,3,0,52,6,3,10,0,0,0,0,0,0,0,0,0,19,26,10,11,4,0,0,0,0,0,0,0,0,51,7,4,6,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,18,6,13,0,0,0,0,0,0,0,0,0,37,6,3,0,0,0,0,0,0,0,0,0,7,16,226,90,143,10,0
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,17,12,0,3,0,0,0,0,0,0,0,0,3,18,25,3,6,0,0,0,0,0,0,0,0,3,37,41,4,8,0,0,0,0,0,0,0,0,4,57,41,6,10,0,0,0,0,0,0,0,0,3,60,21,6,4,0,0,0,0,0,0,0,0,3,34,22,4,6,3,0,0,0,0,0,0,0,0,35,12,0,3,0,0,3,0,0,0,0,0,0,18,10,0,5,0,0,0,0,0,0,0,0,3,18,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,3,0,0,0,0,0,0,0,4,29,6,3,0,0,0,0,0,0,0,0,0,4,13,224,26,58,6,0
