region_id,C01_OO_DS_Sep_house,C01_OO_DS_SemiDRTHT,C01_OO_DS_FUA,C01_OO_DS_OD,C01_OO_DS_NS_,C01_Owned_Outright_Tot,C01_OWM_DS_Sep_house,C01_OWM_DS_SemiDRTHT,C01_OWM_DS_FUA,C01_OWM_DS_OD,C01_OWM_DS_NS_,C01_Owned_with_mortgage_Tot,C01_R_REA_DS_Sep_house,C01_R_REA_DS_SemiDRTHT,C01_R_REA_DS_FUA,C01_R_REA_DS_OD,C01_R_REA_DS_NS_,C01_R_Real_Estate_Agent_Tot,C01_R_STHA_DS_Sep_house,C01_R_STHA_DS_SemiDRTHT,C01_R_STHA_DS_FUA,C01_R_STHA_DS_OD,C01_R_STHA_DS_NS_,C01_R_ST_House_Auth_Tot,C01_R_PNISH_DS_Sep_house,C01_R_PNISH_DS_SemiDRTHT,C01_R_PNISH_DS_FUA,C01_R_PNISH_DS_OD,C01_R_PNISH_DS_NS_,C01_R_Psn_NI_SameHsehld_Tot,C01_R_HCCCG_DS_Sep_house,C01_R_HCCCG_DS_SemiDRTHT,C01_R_HCCCG_DS_FUA,C01_R_HCCCG_DS_OD,C01_R_HCCCG_DS_NS_,C01_R_HCCCG_Tot,C01_R_OLT_DS_Sep_house,C01_R_OLT_DS_SemiDRTHT,C01_R_OLT_DS_FUA,C01_R_OLT_DS_OD,C01_R_OLT_DS_NS_,C01_R_Oth_Llord_Type_Tot,C01_R_LT_NS_DS_Sep_house,C01_R_LT_NS_DS_SemiDRTHT,C01_R_LT_NS_DS_FUA,C01_R_LT_NS_DS_OD,C01_R_LT_NS_DS_NS_,C01_R_Llord_Type_NS_T,C01_R_Tot_DS_Sep_house,C01_R_Tot_DS_SemiDRTHT,C01_R_Tot_DS_FUA,C01_R_Tot_DS_OD,C01_R_Tot_DS_NS_,C01_R_T_T,C01_OTT_DS_Sep_house,C01_OTT_DS_SemiDRTHT,C01_OTT_DS_FUA,C01_OTT_DS_OD,C01_OTT_DS_NS_,C01_OTT_Tot,C01_TT_NS_DS_Sep_house,C01_TT_NS_DS_SemiDRTHT,C01_TT_NS_DS_FUA,C01_TT_NS_DS_OD,C01_TT_NS_DS_NS_,C01_TT_NS_T,C01_Tot_DS_Sep_house,C01_Tot_DS_SemiDRTHT,C01_Tot_DS_FUA,C01_Tot_DS_OD,C01_Tot_DS_NS_,C01_T_T,C06_OO_DS_Sep_house,C06_OO_DS_SemiDRTHT,C06_OO_DS_FUA,C06_OO_DS_OD,C06_OO_DS_NS_,C06_OO_Tot,C06_OWM_DS_Sep_house,C06_OWM_DS_SemiDRTHT,C06_OWM_DS_FUA,C06_OWM_DS_OD,C06_OWM_DS_NS_,C06_OWM_Tot,C06_R_REA_DS_Sep_house,C06_R_REA_DS_SemiDRTHT,C06_R_REA_DS_FUA,C06_R_REA_DS_OD,C06_R_REA_DS_NS_,C06_R_REA_Tot,C06_R_STHA_DS_Sep_house,C06_R_STHA_DS_SemiDRTHT,C06_R_STHA_DS_FUA,C06_R_STHA_DS_OD,C06_R_STHA_DS_NS_,C06_R_STHA_Tot,C06_R_PNISH_DS_Sep_house,C06_R_PNISH_DS_SemiDRTHT,C06_R_PNISH_DS_FUA,C06_R_PNISH_DS_OD,C06_R_PNISH_DS_NS_,C06_R_PNISH_Tot,C06_R_HCCCG_DS_Sep_house,C06_R_HCCCG_DS_SemiDRTHT,C06_R_HCCCG_DS_FUA,C06_R_HCCCG_DS_OD,C06_R_HCCCG_DS_NS_,C06_R_HCCCG_Tot,C06_R_OLT_DS_Sep_house,C06_R_OLT_DS_SemiDRTHT,C06_R_OLT_DS_FUA,C06_R_OLT_DS_OD,C06_R_OLT_DS_NS_,C06_R_OLT_Tot,C06_R_LT_NS_DS_Sep_house,C06_R_LT_NS_DS_SemiDRTHT,C06_R_LT_NS_DS_FUA,C06_R_LT_NS_DS_OD,C06_R_LT_NS_DS_NS_,C06_R_LT_NS_T,C06_R_Tot_DS_Sep_house,C06_R_Tot_DS_SemiDRTHT,C06_R_Tot_DS_FUA,C06_R_Tot_DS_OD,C06_R_Tot_DS_NS_,C06_R_T_T,C06_OTT_DS_Sep_house,C06_OTT_DS_SemiDRTHT,C06_OTT_DS_FUA,C06_OTT_DS_OD,C06_OTT_DS_NS_,C06_OTT_Tot,C06_TT_NS_DS_Sep_house,C06_TT_NS_DS_SemiDRTHT,C06_TT_NS_DS_FUA,C06_TT_NS_DS_OD,C06_TT_NS_DS_NS_,C06_TT_NS_T,C06_Tot_DS_Sep_house,C06_Tot_DS_SemiDRTHT,C06_Tot_DS_FUA,C06_Tot_DS_OD,C06_Tot_DS_NS_,C06_T_T,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_FUA,C11_OO_DS_OD,C11_OO_DS_NS_,C11_OO_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_FUA,C11_OWM_DS_OD,C11_OWM_DS_NS_,C11_OWM_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_FUA,C11_R_REA_DS_OD,C11_R_REA_DS_NS_,C11_R_REA_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_FUA,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS_,C11_R_STHA_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemiDRTHT,C11_R_PNISH_DS_FUA,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS_,C11_R_PNISH_Tot,C11_R_HCCCG_DS_Sep_house,C11_R_HCCCG_DS_SemiDRTHT,C11_R_HCCCG_DS_FUA,C11_R_HCCCG_DS_OD,C11_R_HCCCG_DS_NS_,C11_R_HCCCG_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemiDRTHT,C11_R_OLT_DS_FUA,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS_,C11_R_OLT_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemiDRTHT,C11_R_LT_NS_DS_FUA,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS_,C11_R_LT_NS_T,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemiDRTHT,C11_R_Tot_DS_FUA,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS_,C11_R_T_T,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT
LGA10650,1371,20,46,72,3,1512,645,4,11,10,3,673,129,26,30,3,0,188,28,0,4,0,0,32,219,40,31,19,0,309,3,3,9,0,0,15,111,10,6,8,3,138,30,0,5,3,0,38,520,79,85,33,3,720,30,0,3,5,0,38,95,6,12,24,0,137,2661,109,157,144,9,3080,1297,29,43,56,0,1425,882,11,15,4,6,918,150,17,68,7,0,242,22,3,0,0,0,25,191,13,34,14,0,252,7,9,9,0,0,25,78,3,12,14,0,107,36,0,4,0,0,40,484,45,127,35,0,691,32,0,4,5,0,41,103,10,14,7,0,134,2798,95,203,107,6,3209,1314,49,32,68,0,1463,881,16,10,12,0,919,209,39,68,3,0,319,19,0,5,0,0,24,218,14,25,11,0,268,11,11,4,0,0,26,66,0,3,12,0,81,42,4,0,0,0,46,565,68,105,26,0,764,33,4
LGA10750,24580,860,250,159,88,25937,25758,1247,170,17,115,27307,6393,1844,1039,33,42,9351,6059,1879,1156,0,22,9116,3401,385,247,113,18,4164,152,47,7,0,3,209,654,85,60,37,4,840,293,54,36,4,3,390,16952,4294,2545,187,92,24070,872,80,44,16,8,1020,3282,410,301,65,70,4128,71444,6891,3310,444,373,82462,19176,1213,183,364,9,20945,32518,2634,409,45,7,35613,8936,2353,1583,35,0,12907,5477,1946,1024,3,5,8455,3040,430,169,32,0,3671,183,56,60,0,0,299,391,50,34,157,3,635,382,70,61,7,0,520,18409,4905,2931,234,8,26487,282,59,51,9,0,401,4225,678,604,77,0,5584,74610,9489,4178,729,24,89030,20382,1096,229,115,27,21849,35996,4129,790,20,16,40951,9616,2618,1969,55,12,14270,5335,1767,1085,0,0,8187,3437,576,263,32,9,4317,224,105,160,3,0,492,467,64,38,132,6,707,283,50,37,5,0,375,19362,5180,3552,227,27,28348,378,90
LGA10800,1326,0,11,35,3,1375,389,3,6,8,3,409,20,4,15,0,0,39,39,3,4,0,0,46,212,0,50,8,0,270,8,0,0,0,0,8,92,3,9,3,0,107,28,0,0,0,0,28,399,10,78,11,0,498,27,0,3,5,0,35,105,0,3,12,4,124,2246,13,101,71,10,2441,1134,8,3,34,0,1179,552,3,3,3,0,561,63,17,6,0,0,86,43,3,4,0,0,50,167,3,25,12,0,207,0,13,4,0,0,17,90,9,10,18,0,127,50,0,4,0,0,54,413,45,53,30,0,541,19,3,0,4,0,26,84,6,3,15,0,108,2202,65,62,86,0,2415,1046,0,9,20,0,1075,598,0,5,4,0,607,91,3,32,0,0,126,42,0,4,0,0,46,155,5,12,4,0,176,5,0,11,0,0,16,90,4,17,0,0,111,36,3,0,3,0,42,419,15,76,7,0,517,24,0
LGA10850,1012,28,6,7,10,1063,554,6,0,9,3,572,152,15,18,0,0,185,58,0,6,0,0,64,148,6,4,10,0,168,0,0,10,0,0,10,63,3,9,5,3,83,21,0,0,3,0,24,442,24,47,18,3,534,25,0,0,0,0,25,57,3,10,6,3,79,2090,61,63,40,19,2273,992,11,0,14,0,1017,786,6,0,4,0,796,191,3,49,4,0,247,52,4,12,0,0,68,129,0,5,4,0,138,0,23,3,0,0,26,32,0,3,0,0,35,23,0,0,4,0,27,427,30,72,12,0,541,10,0,0,0,0,10,78,0,4,0,0,82,2293,47,76,30,0,2446,960,9,3,9,3,984,908,13,0,0,0,921,237,21,35,5,0,298,48,5,0,0,0,53,142,3,4,3,0,152,5,6,10,0,0,21,32,3,0,9,0,44,30,0,0,0,0,30,494,38,49,17,0,598,18,0
LGA10900,11378,274,156,25,50,11883,9106,107,23,12,45,9293,2356,212,277,13,14,2872,151,118,113,3,0,385,1072,79,142,16,4,1313,80,8,25,0,0,113,266,9,43,8,3,329,92,6,14,4,0,116,4017,432,614,44,21,5128,235,19,142,5,5,406,893,33,77,14,22,1039,25629,865,1012,100,143,27749,9824,289,83,11,0,10207,10813,72,37,15,0,10937,2947,240,282,15,0,3484,195,73,144,0,0,412,1062,48,69,8,0,1187,81,45,28,0,0,154,93,3,3,3,0,102,120,3,19,3,0,145,4498,412,545,29,0,5484,91,119,25,0,0,235,1282,68,80,13,4,1447,26508,960,770,68,4,28310,10050,454,78,7,6,10595,11190,185,49,9,3,11436,2788,329,240,9,4,3370,165,139,49,0,0,353,1106,80,69,12,6,1273,81,80,37,0,0,198,90,13,10,3,0,116,115,12,11,0,0,138,4345,653,416,24,10,5448,166,100
LGA10950,565,0,4,19,0,588,196,3,3,3,0,205,33,0,11,3,0,47,47,0,10,0,0,57,102,3,6,14,0,125,12,0,6,0,0,18,62,3,10,4,0,79,8,0,3,0,0,11,264,6,46,21,0,337,14,0,0,3,3,20,22,3,0,6,0,31,1061,12,53,52,3,1181,447,0,0,18,0,465,277,0,0,6,0,283,47,0,8,0,0,55,49,0,14,0,0,63,80,0,13,3,0,96,7,0,3,0,0,10,46,6,9,3,0,64,35,0,3,0,0,38,264,6,50,6,0,326,6,0,0,0,0,6,31,0,0,3,3,37,1025,6,50,33,3,1117,427,0,0,20,5,452,233,0,0,7,0,240,58,3,0,3,0,64,48,4,5,0,0,57,78,3,8,7,0,96,10,0,3,0,0,13,60,12,11,13,0,96,23,0,0,4,0,27,277,22,27,27,0,353,10,0
LGA11000,551,0,0,5,3,559,163,0,0,3,0,166,12,0,4,0,0,16,11,0,4,0,0,15,117,6,6,4,3,136,0,0,0,0,0,0,60,4,0,0,0,64,11,0,3,0,0,14,211,10,17,4,3,245,19,0,0,0,0,19,23,0,3,6,0,32,967,10,20,18,6,1021,510,0,0,3,0,513,234,0,0,0,0,234,20,3,0,3,0,26,17,0,3,0,0,20,102,0,11,0,0,113,0,0,0,0,0,0,28,0,3,0,0,31,21,0,3,0,0,24,188,3,20,3,0,214,6,0,3,0,0,9,68,0,3,3,0,74,1006,3,26,9,0,1044,506,0,0,3,0,509,256,0,0,0,0,256,26,0,5,3,0,34,10,0,4,0,0,14,88,6,6,3,0,103,3,0,0,0,0,3,30,3,0,0,0,33,26,3,0,0,0,29,183,12,15,6,0,216,11,0
LGA11050,504,0,0,15,0,519,145,0,0,3,0,148,18,0,0,0,0,18,6,0,0,0,0,6,73,0,4,3,0,80,0,0,11,0,0,11,69,0,6,3,0,78,16,0,0,0,0,16,182,0,21,6,0,209,18,0,3,0,0,21,31,0,0,0,0,31,880,0,24,24,0,928,465,0,0,12,0,477,223,0,0,6,0,229,36,0,0,0,0,36,5,3,0,0,0,8,75,0,0,0,0,75,0,10,0,0,0,10,38,3,0,0,0,41,26,5,0,0,0,31,180,21,0,0,0,201,8,0,0,0,0,8,33,0,0,0,0,33,909,21,0,18,0,948,479,6,0,9,0,494,252,0,0,0,0,252,55,0,0,4,0,59,4,3,0,0,0,7,63,4,0,0,0,67,0,15,0,0,0,15,34,0,0,0,0,34,17,0,0,0,0,17,173,22,0,4,0,199,14,4
LGA11100,3239,607,1048,13,31,4938,1105,416,626,6,9,2162,409,165,1759,41,16,2390,111,498,865,0,4,1478,223,113,418,22,5,781,16,10,6,0,3,35,52,28,69,6,3,158,27,14,48,3,0,92,838,828,3165,72,31,4934,83,17,53,0,5,158,325,153,405,19,25,927,5590,2021,5297,110,101,13119,2713,480,794,13,3,4003,1698,580,1161,13,3,3455,473,292,2059,34,3,2861,186,414,793,0,0,1393,213,80,364,19,0,676,22,3,22,4,0,51,18,38,55,3,0,114,46,22,68,0,0,136,958,849,3361,60,3,5231,27,11,30,0,0,68,326,134,618,9,0,1087,5722,2054,5964,95,9,13844,2593,505,887,9,3,3997,1874,746,1736,10,10,4376,493,280,2168,28,10,2979,171,344,884,0,4,1403,219,71,388,21,4,703,32,19,44,0,4,99,23,37,44,3,0,107,31,8,44,0,0,83,969,759,3572,52,22,5374,29,16
LGA11150,388,0,0,62,0,450,178,0,3,4,0,185,21,0,4,0,0,25,77,0,10,0,0,87,122,0,6,10,0,138,55,0,0,3,0,58,148,0,18,7,0,173,27,0,3,0,0,30,450,0,41,20,0,511,23,0,0,7,0,30,75,0,5,10,3,93,1114,0,49,103,3,1269,287,0,0,62,0,349,229,3,0,6,0,238,27,0,3,0,0,30,65,3,5,0,0,73,87,0,0,4,0,91,50,0,0,3,0,53,112,9,19,10,0,150,33,0,5,4,0,42,374,12,32,21,0,439,17,0,0,0,0,17,107,0,4,34,3,148,1014,15,36,123,3,1191,294,0,0,24,4,322,199,0,4,0,0,203,12,0,0,0,0,12,60,0,10,0,0,70,97,0,7,7,0,111,42,0,0,0,0,42,116,3,12,6,0,137,29,0,0,0,0,29,356,3,29,13,0,401,14,0
LGA11200,206,5,0,6,4,221,54,0,0,0,0,54,0,0,0,0,0,0,41,0,3,0,0,44,57,0,3,3,0,63,99,3,0,0,0,102,79,10,12,5,0,106,31,0,3,3,0,37,307,13,21,11,0,352,11,0,0,0,0,11,37,0,0,4,3,44,615,18,21,21,7,682,165,5,0,10,0,180,53,0,0,0,0,53,7,0,3,0,0,10,50,0,11,0,0,61,40,0,0,3,0,43,112,0,5,0,0,117,55,0,8,0,0,63,26,0,0,0,0,26,290,0,27,3,0,320,9,3,0,3,0,15,48,0,3,0,3,54,565,8,30,16,3,622,151,0,0,7,0,158,66,0,0,0,0,66,5,0,0,0,0,5,59,0,3,0,0,62,42,0,4,0,0,46,104,0,15,0,0,119,58,0,17,3,0,78,30,0,3,0,0,33,298,0,42,3,0,343,15,0
LGA11250,4736,16,12,91,24,4879,1476,5,3,10,4,1498,87,7,25,3,0,122,122,8,31,0,3,164,634,31,112,20,5,802,37,3,12,0,21,73,235,6,22,21,14,298,46,0,6,0,3,55,1161,55,208,44,46,1514,79,0,5,26,14,124,362,4,22,36,7,431,7814,80,250,207,95,8446,3752,108,30,93,3,3986,1982,43,16,18,0,2059,310,14,57,4,0,385,92,10,34,0,0,136,452,21,65,6,0,544,22,4,23,0,0,49,192,8,22,30,0,252,61,6,15,3,0,85,1129,63,216,43,0,1451,41,3,16,3,0,63,507,9,54,20,0,590,7411,226,332,177,3,8149,3286,8,69,106,3,3472,2125,5,44,5,4,2183,602,12,63,0,0,677,72,6,24,3,0,105,485,21,59,0,3,568,31,3,0,0,0,34,154,13,30,22,0,219,50,3,4,0,0,57,1394,58,180,25,3,1660,43,6
LGA11300,3440,411,609,15,32,4507,1055,221,231,3,11,1521,452,186,1541,27,15,2221,16,17,273,0,0,306,265,102,412,25,11,815,5,3,17,0,0,25,78,24,102,0,12,216,31,10,41,0,0,82,847,342,2386,52,38,3665,77,15,40,0,6,138,240,56,367,13,34,710,5659,1045,3633,83,121,10541,2884,271,538,9,0,3702,1626,294,503,4,0,2427,613,259,1788,10,0,2670,27,25,258,4,0,314,244,83,216,14,0,557,18,12,35,0,0,65,25,20,24,0,0,69,51,3,22,0,0,76,978,402,2343,28,0,3751,26,3,15,0,0,44,417,91,444,8,0,960,5931,1061,3843,49,0,10884,2758,359,524,12,3,3656,1702,359,706,7,0,2774,622,247,1848,20,6,2743,24,75,213,0,0,312,252,91,317,15,0,675,47,7,30,0,0,84,35,7,55,3,0,100,31,12,26,3,3,75,1011,439,2489,41,9,3989,37,7
LGA11350,3957,205,104,350,50,4666,2110,117,52,24,13,2316,966,301,254,32,6,1559,83,19,89,0,0,191,1051,171,232,147,11,1612,19,4,11,4,3,41,165,8,40,66,8,287,74,5,16,9,0,104,2358,508,642,258,28,3794,116,11,19,59,5,210,476,62,69,122,23,752,9017,903,886,813,119,11738,3441,178,102,307,0,4028,2788,148,75,25,0,3036,1043,260,309,39,0,1651,96,32,70,3,0,201,1037,133,175,67,0,1412,18,3,11,0,3,35,54,8,10,72,0,144,83,12,9,11,0,115,2331,448,584,192,3,3558,63,9,8,13,0,93,803,97,129,199,0,1228,9426,880,898,736,3,11943,3568,208,86,152,5,4019,2948,234,63,14,8,3267,1063,332,228,7,4,1634,73,40,54,0,0,167,1214,165,143,63,13,1598,33,20,14,3,0,70,63,10,11,76,0,160,119,12,10,5,0,146,2565,579,460,154,17,3775,91,12
LGA11400,2346,9,6,24,20,2405,901,0,3,9,4,917,142,8,17,3,3,173,40,0,7,0,0,47,366,4,14,9,4,397,9,11,9,0,3,32,177,0,5,4,4,190,60,3,3,3,0,69,794,26,55,19,14,908,64,3,0,3,0,70,112,4,3,4,3,126,4217,42,67,59,41,4426,2041,3,3,45,0,2092,1417,0,3,21,0,1441,189,0,19,6,0,214,34,4,7,0,0,45,307,0,11,19,0,337,17,9,9,0,0,35,108,3,5,4,0,120,102,3,3,4,0,112,757,19,54,33,0,863,43,4,0,0,0,47,195,0,3,11,0,209,4453,26,63,110,0,4652,2027,8,9,31,0,2075,1562,3,3,17,0,1585,239,24,19,3,0,285,28,0,0,0,0,28,352,8,9,13,0,382,6,13,19,0,0,38,102,3,0,8,0,113,78,3,3,3,0,87,805,51,50,27,0,933,52,0
LGA11450,4136,229,55,98,8,4526,6219,89,7,10,6,6331,1251,163,52,7,3,1476,228,81,21,0,0,330,538,46,28,27,0,639,19,7,0,0,0,26,143,6,13,11,0,173,41,8,5,0,0,54,2220,311,119,45,3,2698,136,108,0,3,0,247,404,41,8,13,8,474,13115,778,189,169,25,14276,3835,115,55,37,0,4042,8018,90,14,10,0,8132,1748,134,63,5,0,1950,219,36,60,0,0,315,568,18,18,12,0,616,24,8,6,0,0,38,68,3,0,6,0,77,68,3,4,0,0,75,2695,202,151,23,0,3071,55,71,18,0,0,144,674,66,33,72,0,845,15277,544,271,142,0,16234,4235,250,69,128,6,4688,9064,320,27,8,16,9435,1870,172,87,0,0,2129,215,79,33,0,0,327,636,44,31,4,3,718,26,27,5,0,0,58,66,0,0,16,3,85,44,7,6,0,0,57,2857,329,162,20,6,3374,55,87
LGA11500,12003,1094,118,6,88,13309,15085,1108,82,3,82,16360,3101,1662,496,7,29,5295,3183,3121,215,3,45,6567,1330,333,123,9,10,1805,84,84,6,0,6,180,283,41,19,0,8,351,112,41,9,4,3,169,8093,5282,868,23,101,14367,408,52,21,0,18,499,1503,520,99,5,73,2200,37092,8056,1188,37,362,46735,9788,936,104,11,3,10842,17460,1581,140,8,3,19192,4032,1658,587,14,3,6294,3165,2460,210,5,3,5843,1312,306,77,7,3,1705,116,74,4,0,0,194,124,24,12,0,3,163,184,78,19,3,0,284,8933,4600,909,29,12,14483,156,42,32,3,0,233,2172,702,178,19,3,3074,38509,7861,1363,70,21,47824,10204,985,231,44,3,11467,17610,2085,275,62,3,20035,4225,1716,557,21,0,6519,3193,1760,344,0,7,5304,1508,356,117,10,0,1991,119,95,54,0,0,268,163,24,21,3,0,211,119,28,18,3,0,168,9327,3979,1111,37,7,14461,178,55
LGA11520,7776,861,1848,30,67,10582,2670,764,1064,16,33,4547,986,498,2364,41,39,3928,102,147,402,0,3,654,572,182,748,56,15,1573,14,4,11,0,0,29,119,62,76,11,3,271,44,14,35,5,3,101,1837,907,3636,113,63,6556,182,17,76,4,33,312,569,102,695,22,50,1438,13034,2651,7319,185,246,23435,6438,701,1759,30,0,8928,4074,901,2119,15,0,7109,1249,611,3558,48,0,5466,104,123,422,0,0,649,470,137,625,31,0,1263,21,4,40,0,0,65,29,71,77,3,0,180,86,22,49,7,4,168,1959,968,4771,89,4,7791,70,11,53,0,0,134,853,183,1135,14,0,2185,13394,2764,9837,148,4,26147,6210,862,2233,15,12,9332,4301,1169,3231,12,11,8724,1254,810,4466,60,31,6621,89,172,483,0,0,744,457,170,808,35,4,1474,16,23,80,0,0,119,43,77,163,4,0,287,62,16,63,5,0,146,1921,1268,6063,104,35,9391,70,20
LGA11550,14778,947,2782,65,124,18696,4381,704,1805,19,57,6966,1837,626,6853,123,101,9540,636,393,1758,0,6,2793,1079,225,1298,92,26,2720,73,13,126,0,7,219,270,51,282,17,13,633,97,21,200,3,0,321,3992,1329,10517,235,153,16226,402,48,185,4,19,658,1437,200,1639,29,95,3400,24990,3228,16928,352,448,45946,11427,1130,1978,60,5,14600,7115,1428,2935,39,0,11517,2221,1122,7083,103,3,10532,638,351,1688,0,3,2680,913,282,911,43,0,2149,82,54,146,0,0,282,156,53,135,7,0,351,129,35,148,5,0,317,4139,1897,10111,158,6,16311,134,35,62,0,0,231,1749,444,2125,52,6,4376,24564,4934,17211,309,17,47035,11037,941,2111,43,39,14171,7975,1538,3592,23,33,13161,2399,1101,7152,119,54,10825,596,488,1609,0,0,2693,924,283,1036,39,14,2296,88,96,229,0,0,413,170,37,206,10,9,432,99,30,118,4,0,251,4276,2035,10350,172,77,16910,148,39
LGA11600,540,3,0,42,3,588,158,0,0,7,0,165,6,0,0,0,3,9,7,0,0,0,0,7,111,17,11,11,0,150,8,0,3,0,0,11,134,3,12,29,0,178,35,3,0,3,0,41,301,23,26,43,3,396,26,0,0,8,0,34,47,0,0,13,0,60,1072,26,26,113,6,1243,430,0,3,43,0,476,229,0,0,4,0,233,15,0,0,0,0,15,6,0,4,0,0,10,109,0,18,3,0,130,3,0,3,0,0,6,80,0,9,28,0,117,55,0,0,3,0,58,268,0,34,34,0,336,20,0,0,0,0,20,72,0,10,5,0,87,1019,0,47,86,0,1152,407,0,0,23,0,430,212,0,3,3,0,218,10,0,3,0,0,13,11,0,5,0,0,16,116,3,5,7,0,131,4,0,7,0,0,11,102,3,7,19,0,131,23,0,0,3,0,26,266,6,27,29,0,328,14,0
LGA11700,367,3,0,34,5,409,58,0,3,0,0,61,0,0,0,0,0,0,15,0,0,0,0,15,67,0,0,5,0,72,81,0,3,0,0,84,102,3,10,7,3,125,17,0,0,3,0,20,282,3,13,15,3,316,29,0,0,6,0,35,93,0,4,8,7,112,829,6,20,63,15,933,288,0,3,48,0,339,74,0,0,3,0,77,0,0,0,3,0,3,41,3,3,0,0,47,34,0,0,3,0,37,79,0,0,0,0,79,70,7,3,12,0,92,28,3,0,3,0,34,252,13,6,21,0,292,20,0,0,3,0,23,59,3,0,12,0,74,693,16,9,87,0,805,247,0,12,54,23,336,71,0,0,5,3,79,3,0,0,0,0,3,79,0,4,0,13,96,40,0,5,4,5,54,31,0,3,0,0,34,94,0,14,23,8,139,23,0,3,3,0,29,270,0,29,30,26,355,23,0
LGA11720,7647,50,26,80,43,7846,4184,13,11,15,16,4239,1169,96,192,13,13,1483,440,31,93,3,0,567,772,38,78,44,4,936,17,5,9,0,6,37,217,3,8,14,0,242,76,5,11,3,0,95,2691,178,391,77,23,3360,191,3,3,5,70,272,731,10,28,21,12,802,15444,254,459,198,164,16519,6419,89,43,51,15,6617,5683,16,22,20,10,5751,1706,135,256,9,4,2110,416,33,110,0,0,559,716,14,44,14,0,788,29,3,15,0,0,47,127,5,9,13,0,154,100,3,3,3,0,109,3094,193,437,39,4,3767,94,18,6,21,0,139,844,20,42,49,4,959,16134,336,550,180,33,17233,6182,125,56,35,3,6401,6544,50,35,13,3,6645,2058,443,237,5,4,2747,417,72,155,0,0,644,828,41,35,9,3,916,21,34,5,0,0,60,114,30,3,25,3,175,96,17,5,3,0,121,3534,637,440,42,10,4663,92,30
LGA11730,7855,307,248,756,63,9229,3468,67,48,68,9,3660,1040,274,434,19,3,1770,315,41,101,0,0,457,1185,123,266,125,5,1704,139,34,46,0,3,222,237,13,45,74,7,376,113,8,19,14,3,157,3029,493,911,232,21,4686,170,27,17,51,6,271,418,26,48,87,34,613,14940,920,1272,1194,133,18459,7484,308,254,606,3,8655,4761,125,68,79,3,5036,1284,237,489,20,0,2030,334,56,77,3,0,470,1078,76,217,41,0,1412,123,29,27,0,0,179,173,6,24,128,0,331,155,13,14,15,0,197,3147,417,848,207,0,4619,79,7,16,19,0,121,716,54,111,101,3,985,16187,911,1297,1012,9,19416,7753,254,221,492,3,8723,5220,78,71,61,3,5433,1717,261,521,19,4,2522,292,40,97,3,0,432,1103,105,182,32,0,1422,107,29,21,0,11,168,156,9,29,113,3,310,143,6,13,8,0,170,3518,450,863,175,18,5024,110,5
LGA11750,620,3,0,47,4,674,324,4,0,6,6,340,117,7,15,3,0,142,92,5,0,0,3,100,129,16,38,5,0,188,35,0,6,0,0,41,229,8,38,5,0,280,26,0,0,0,0,26,628,36,97,13,3,777,27,0,3,3,3,36,63,0,9,8,0,80,1662,43,109,77,16,1907,533,0,6,51,0,590,425,3,0,3,0,431,107,0,54,0,0,161,97,0,9,0,0,106,82,9,25,7,0,123,33,0,17,0,0,50,167,0,52,13,0,232,34,0,3,0,0,37,520,9,160,20,0,709,21,0,0,3,0,24,147,3,37,20,0,207,1646,15,203,97,0,1961,531,0,3,55,19,608,440,0,3,0,0,443,151,10,55,4,0,220,78,0,7,0,0,85,84,0,6,18,0,108,37,0,14,0,0,51,171,9,45,10,0,235,26,0,7,3,0,36,547,19,134,35,0,735,12,0
