region_id,C01_0_74_CF_NC,C01_0_74_CF_Cu15DS_,C01_0_74_CF_CU15_NDS,C01_0_74_CF_NCU15_DS,C01_0_74_CF_NDCO,C01_0_74_CF_T,C01_75_99_CF_NC,C01_75_99_CF_Cu15DS_,C01_75_99_CF_CU15_NDS,C01_75_99_CF_NCU15_DS,C01_75_99_CF_NDCO,C01_75_99_CF_T,C01_100_149_CF_NC,C01_100_149_CF_Cu15DS_,C01_100_149_CF_CU15_NDS,C01_100_149_CF_NCU15_DS,C01_100_149_CF_NDCO,C01_100_149_Co_fam_To,C01_150_199_CF_NC,C01_150_199_CF_Cu15DS_,C01_150_199_CF_CU15_NDS,C01_150_199_CF_NCU15_DS,C01_150_199_CF_NDCO,C01_150_199_CF_T,C01_200_224_CF_NC,C01_200_224_CF_Cu15DS_,C01_200_224_CF_CU15_NDS,C01_200_224_CF_NCU15_DS,C01_200_224_CF_NDCO,C01_200_224_CF_T,C01_225_274_CF_NC,C01_225_274_CF_Cu15DS_,C01_225_274_CF_CU15_NDS,C01_225_274_CF_NCU15_DS,C01_225_274_CF_NDCO,C01_225_274_CF_T,C01_275_349_CF_NC,C01_275_349_CF_Cu15DS_,C01_275_349_CF_CU15_NDS,C01_275_349_CF_NCU15_DS,C01_275_349_CF_NDCO,C01_275_349_CF_T,C01_350_449_CF_NC,C01_350_449_CF_Cu15DS_,C01_350_449_CF_CU15_NDS,C01_350_449_CF_NCU15_DS,C01_350_449_CF_NDCO,C01_350_449_CF_T,C01_450_549_CF_NC,C01_450_549_CF_Cu15DS_,C01_450_549_CF_CU15_NDS,C01_450_549_CF_NCU15_DS,C01_450_549_CF_NDCO,C01_450_549_CF_T,C01_550_649_CF_NC,C01_550_649_CF_Cu15DS_,C01_550_649_CF_CU15_NDS,C01_550_649_CF_NCU15_DS,C01_550_649_CF_NDCO,C01_550_649_CF_T,C01_650over_CF_NC,C01_650ov_CF_Cu15DS_,C01_650ov_CF_CU15_NDS,C01_650ov_CF_NCU15_DS,C01_650ov_CF_NDCO,C01_650ov_CF_T,C01_Rns_CF_NC,C01_Rns_CF_Cu15DS_,C01_Rns_CF_CU15_NDS,C01_Rns_CF_NCU15_DS,C01_Rns_CF_NDCO,C01_Rns_CF_T,C01_Tot_CF_NC,C01_Tot_CF_Cu15DS_,C01_Tot_CF_CU15_NDS,C01_Tot_CF_NCU15_DS,C01_Tot_CF_NDCO,C01_Tota_Coup_fam_Tota,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_Coup_fam_Tot,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650over_CF_NC,C06_650ov_CF_Cu15DS_,C06_650ov_CF_CU15_NDS,C06_650ov_CF_NCU15_DS,C06_650ov_CF_NDCO,C06_650ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tot_CF_T,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_CF_T,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_CF_T,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_
LGA10050,103,9,39,5,9,165,85,5,62,4,8,164,254,22,190,13,27,506,198,34,247,21,23,523,27,8,45,3,0,83,14,4,18,4,3,43,3,3,8,0,0,14,3,0,5,0,0,8,3,0,3,0,0,6,0,0,0,0,0,0,5,3,0,0,0,8,24,3,16,0,3,46,719,91,633,50,73,1566,45,3,15,9,5,77,48,0,6,0,0,54,204,9,101,6,12,332,290,11,155,10,19,485,97,9,85,8,11,210,116,11,132,4,11,274,50,14,73,8,3,148,14,5,22,3,5,49,0,3,9,0,0,12,0,0,0,0,0,0,6,0,7,0,0,13,23,4,9,4,3,43,893,69,614,52,69,1697,35,3,13,4,0,55,15,0,4,0,3,22,150,10,48,5,4,217,195,9,104,4,10,322,134,7,91,8,12,252,184,27,182,17,7,417,147,17,180,17,16,377,39,17
LGA10110,77,13,70,4,10,174,23,0,28,0,6,57,141,12,107,11,10,281,143,30,206,13,14,406,11,6,30,3,4,54,4,5,19,0,0,28,0,0,6,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,7,4,6,9,0,3,22,409,72,479,31,47,1038,49,7,42,7,6,111,15,3,13,3,3,37,76,3,46,4,15,144,141,8,120,8,19,296,67,20,74,5,3,169,39,10,57,5,3,114,12,5,32,3,3,55,3,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,12,11,0,17,0,0,28,422,62,404,38,52,978,37,4,23,3,3,70,3,0,3,3,0,9,40,3,25,3,3,74,104,3,64,4,9,184,57,7,43,5,7,119,94,15,78,4,13,204,85,16,121,5,4,231,46,8
LGA10150,43,3,33,6,8,93,12,0,3,3,0,18,38,0,22,0,0,60,259,19,172,20,15,485,256,21,224,25,31,557,361,24,251,26,37,699,238,13,119,15,20,405,61,11,54,18,8,152,8,0,15,0,3,26,3,3,6,3,0,15,9,0,10,0,0,19,19,3,14,3,3,42,1307,97,923,119,125,2571,21,4,28,4,6,63,12,0,3,0,0,15,37,3,9,0,3,52,139,0,45,6,4,194,194,4,104,14,4,320,495,21,349,38,25,928,354,17,190,13,24,598,153,13,135,19,13,333,25,6,54,6,3,94,11,0,14,0,3,28,5,4,10,3,3,25,30,0,14,0,8,52,1476,72,955,103,96,2702,30,11,14,5,3,63,8,0,0,0,0,8,23,0,3,0,0,26,39,0,5,4,0,48,31,0,10,0,4,45,82,0,26,3,0,111,337,11,192,14,20,574,770,33
LGA10200,90,7,71,4,12,184,38,11,37,4,5,95,72,20,92,3,10,197,356,52,556,41,44,1049,136,48,292,29,33,538,169,89,389,56,46,749,62,26,77,18,15,198,27,4,27,8,5,71,7,3,10,7,0,27,3,3,8,0,0,14,3,6,22,0,6,37,37,15,66,6,6,130,1000,284,1647,176,182,3289,50,3,33,9,6,101,20,0,6,3,3,32,119,20,68,10,10,227,272,30,350,25,33,710,160,40,270,26,35,531,289,111,582,52,64,1098,329,104,332,43,56,864,175,26,121,22,9,353,36,3,49,10,6,104,3,0,8,3,3,17,14,4,16,3,5,42,40,13,52,6,11,122,1507,354,1887,212,241,4201,50,12,42,8,6,118,15,0,0,0,0,15,78,0,21,7,11,117,59,11,42,17,11,140,46,4,39,9,3,101,163,34,163,16,25,401,386,56,571,44,58,1115,585,144
LGA10250,90,8,60,5,7,170,37,7,34,4,7,89,167,11,69,5,15,267,242,32,300,27,27,628,71,20,105,13,12,221,55,24,100,10,4,193,15,7,19,0,3,44,3,0,6,0,3,12,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,5,11,3,0,34,695,114,707,67,78,1661,46,12,38,3,3,102,29,0,6,0,0,35,78,5,32,7,8,130,128,7,66,8,18,227,96,16,104,3,15,234,151,19,170,12,18,370,136,33,159,26,14,368,55,11,73,10,8,157,4,0,8,0,0,12,0,0,3,0,0,3,3,0,4,0,0,7,17,4,8,4,4,37,743,107,671,73,88,1682,39,9,23,4,6,81,18,0,0,0,0,18,58,4,10,3,8,83,55,3,24,3,8,93,40,3,17,3,7,70,103,11,51,4,7,176,226,22,170,14,21,453,191,45
LGA10300,11,3,31,3,6,54,6,0,8,0,0,14,16,0,26,3,3,48,4,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,40,3,74,6,9,132,14,3,23,3,3,46,4,0,4,0,0,8,16,0,12,0,0,28,3,0,9,3,0,15,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,9,41,3,56,6,3,109,15,0,19,0,0,34,3,0,3,0,0,6,9,3,3,0,4,19,12,3,8,3,4,30,4,0,0,0,0,4,0,3,3,0,0,6,0,3,0,0,0,3,0,0
LGA10350,578,23,171,32,59,863,168,59,154,31,38,450,105,87,203,19,54,468,298,60,489,59,82,988,392,85,703,46,96,1322,537,185,1051,91,166,2030,138,53,281,30,51,553,26,7,47,9,11,100,6,6,5,0,0,17,3,0,4,0,0,7,20,4,28,3,4,59,86,33,91,16,27,253,2357,602,3227,336,588,7110,163,16,101,12,20,312,116,5,21,6,14,162,471,110,248,44,70,943,174,80,212,38,62,566,316,54,514,41,72,997,629,170,1188,102,184,2273,382,152,771,73,128,1506,104,55,206,35,29,429,10,6,16,3,0,35,3,3,3,0,3,12,15,4,24,0,4,47,81,20,102,6,16,225,2464,675,3406,360,602,7507,117,17,124,12,13,283,30,0,13,3,3,49,397,24,72,19,49,561,167,63,125,53,44,452,65,39,82,21,25,232,139,51,166,32,50,438,428,104,733,81,117,1463,745,279
LGA10470,90,12,64,11,7,184,35,0,28,7,4,74,120,9,91,7,19,246,178,34,233,12,16,473,45,8,56,4,8,121,12,14,28,0,4,58,3,3,10,3,0,19,0,0,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,7,16,3,10,3,0,32,503,86,526,47,58,1220,48,4,51,3,7,113,21,0,8,3,0,32,104,7,51,3,6,171,167,11,118,8,21,325,85,11,88,8,11,203,74,11,105,8,3,201,31,16,68,6,5,126,5,8,10,0,0,23,3,0,0,0,0,3,0,0,3,0,0,3,0,0,5,0,0,5,7,0,4,4,3,18,545,68,511,43,56,1223,38,3,42,7,0,90,12,0,4,0,0,16,62,3,18,5,6,94,97,7,60,3,11,178,85,12,63,6,13,179,134,14,150,8,14,320,122,20,199,11,12,364,55,27
LGA10550,93,13,78,9,14,207,25,5,26,5,4,65,225,25,181,9,14,454,99,13,146,15,17,290,14,3,29,3,3,52,9,4,10,0,0,23,3,3,5,3,0,14,3,0,0,0,3,6,0,0,3,0,0,3,0,0,3,0,3,6,7,3,3,3,0,16,12,3,15,3,3,36,490,72,499,50,61,1172,62,11,58,4,7,142,14,5,12,0,0,31,82,0,54,8,3,147,174,11,155,10,27,377,64,10,74,4,8,160,72,23,98,3,12,208,25,11,33,7,3,79,4,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,13,3,3,31,506,74,509,39,63,1191,57,5,28,7,7,104,10,0,4,0,3,17,45,4,21,3,3,76,95,9,54,4,4,166,79,4,61,3,3,150,108,19,93,5,18,243,74,13,132,21,12,252,30,11
LGA10600,25,3,39,0,0,67,11,4,9,3,0,27,56,13,52,6,4,131,52,16,92,6,5,171,3,0,3,0,0,6,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,7,3,5,0,0,15,157,42,206,15,9,429,26,3,14,0,0,43,7,0,0,0,0,7,35,0,20,0,0,55,57,7,71,4,7,146,25,8,30,3,0,66,18,5,54,3,5,85,5,5,11,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,13,180,28,209,10,12,439,19,0,17,0,0,36,3,0,0,0,0,3,10,0,8,5,0,23,21,3,17,0,6,47,22,3,21,3,0,49,30,11,38,6,0,85,33,17,62,5,0,117,14,4
