region_id,C01_0_14_SEO,C01_0_14_SOL_SE_Vw_w,C01_0_14_SOL_SE_Nw_Na,C01_0_14_SOL_SE_P_E_n,C01_0_14_SOL_SE_T,C01_0_14_LPE_NS,C01_0_14_T,C01_15_24_SEO,C01_15_24_SOL_SE_Vw_w,C01_15_24_SOL_SE_Nw_N,C01_15_24_SOL_SE_P_E_n,C01_15_24_S_ot_l_SE_T,C01_15_24_LPE_NS,C01_15_24_T,C01_25_34_SEO,C01_25_34_SOL_SE_Vw_w,C01_25_34_SOL_SE_Na,C01_25_34_SOL_SE_P_E_n,C01_25_34_SOL_SE_To,C01_25_34_LPE_NS,C01_25_34_T,C01_35_44_SEO,C01_35_44_SOL_SE_Vw_w,C01_35_44_SOL_SE_Na,C01_35_44_SOL_SE_P_E_n,C01_35_44_SOL_SE_To,C01_35_44_LPE_NS,C01_35_44_T,C01_45_54_SEO,C01_45_54_SOL_SE_Vw_w,C01_45_54_SOL_SE_Na,C01_45_54_SOL_SE_P_E_n,C01_45_54_SOL_SE_To,C01_45_54_LPE_NS,C01_45_54_T,C01_55_64_SEO,C01_55_64_SOL_SE_Vw_w,C01_55_64_SOL_SE_Na,C01_55_64_SOL_SE_P_E_n,C01_55_64_SOL_SE_To,C01_55_64_LPE_NS,C01_55_64_T,C01_65_74_SEO,C01_65_74_SOL_SE_Vw_w,C01_65_74_SOL_SE_Na,C01_65_74_SOL_SE_P_E_n,C01_65_74_SOL_SE_To,C01_65_74_LPE_NS,C01_65_74_T,C01_75_84_SEO,C01_75_84_SOL_SE_Vw_w,C01_75_84_SOL_SE_Na,C01_75_84_SOL_SE_P_E_n,C01_75_84_SOL_SE_To,C01_75_84_LPE_NS,C01_75_84_T,C01_85ov_SEO,C01_85o_SOL_SE_Vw_w,C01_85o_SOL_SE_Na,C01_85o_SOL_SE_P_E_n,C01_85o_SOL_SE_To,C01_85o_LPE_NS,C01_85o_T,C01_T_SEO,C01_To_SOL_SE_Vw_w,C01_To_SOL_SE_Nw_Na,C01_To_SOL_SE_P_E_n,C01_T_SOL_SE_T,C01_T_LPE_NS,C01_T_T,C06_0_14_SEO,C06_0_14_SOL_SE_Vw_w,C06_0_14_SOL_SE_Nw_Na,C06_0_14_SOL_SE_P_E_n,C06_0_14_SOL_SE_T,C06_0_14_LPE_NS,C06_0_14_T,C06_15_24_SEO,C06_15_24_SOL_SE_Vw_w,C06_15_24_SOL_SE_Nw_N,C06_15_24_SOL_SE_P_E_n,C06_15_24_S_ot_l_SE_T,C06_15_24_LPE_NS,C06_15_24_T,C06_25_34_SEO,C06_25_34_SOL_SE_Vw_w,C06_25_34_SOL_SE_Na,C06_25_34_SOL_SE_P_E_n,C06_25_34_SOL_SE_To,C06_25_34_LPE_NS,C06_25_34_T,C06_35_44_SEO,C06_35_44_SOL_SE_Vw_w,C06_35_44_SOL_SE_Na,C06_35_44_SOL_SE_P_E_n,C06_35_44_SOL_SE_To,C06_35_44_LPE_NS,C06_35_44_T,C06_45_54_SEO,C06_45_54_SOL_SE_Vw_w,C06_45_54_SOL_SE_Na,C06_45_54_SOL_SE_P_E_n,C06_45_54_SOL_SE_To,C06_45_54_LPE_NS,C06_45_54_T,C06_55_64_SEO,C06_55_64_SOL_SE_Vw_w,C06_55_64_SOL_SE_Na,C06_55_64_SOL_SE_P_E_n,C06_55_64_SOL_SE_To,C06_55_64_LPE_NS,C06_55_64_T,C06_65_74_SEO,C06_65_74_SOL_SE_Vw_w,C06_65_74_SOL_SE_Na,C06_65_74_SOL_SE_P_E_n,C06_65_74_SOL_SE_To,C06_65_74_LPE_NS,C06_65_74_T,C06_75_84_SEO,C06_75_84_SOL_SE_Vw_w,C06_75_84_SOL_SE_Na,C06_75_84_SOL_SE_P_E_n,C06_75_84_SOL_SE_To,C06_75_84_LPE_NS,C06_75_84_T,C06_85ov_SEO,C06_85o_SOL_SE_Vw_w,C06_85o_SOL_SE_Na,C06_85o_SOL_SE_P_E_n,C06_85o_SOL_SE_To,C06_85o_LPE_NS,C06_85o_T,C06_T_SEO,C06_To_SOL_SE_Vw_w,C06_To_SOL_SE_Nw_Na,C06_To_SOL_SE_P_E_n,C06_T_SOL_SE_T,C06_T_LPE_NS,C06_T_T,C11_0_14_SEO,C11_0_14_SOL_SE_Vw_w,C11_0_14_SOL_SE_Nw_Na,C11_0_14_SOL_SE_P_E_n,C11_0_14_SOL_SE_T,C11_0_14_LPE_NS,C11_0_14_T,C11_15_24_SEO,C11_15_24_SOL_SE_Vw_w,C11_15_24_SOL_SE_Nw_N,C11_15_24_SOL_SE_P_E_n,C11_15_24_S_ot_l_SE_T,C11_15_24_LPE_NS,C11_15_24_T,C11_25_34_SEO,C11_25_34_SOL_SE_Vw_w,C11_25_34_SOL_SE_Na,C11_25_34_SOL_SE_P_E_n,C11_25_34_SOL_SE_To,C11_25_34_LPE_NS,C11_25_34_T,C11_35_44_SEO,C11_35_44_SOL_SE_Vw_w,C11_35_44_SOL_SE_Na,C11_35_44_SOL_SE_P_E_n,C11_35_44_SOL_SE_To,C11_35_44_LPE_NS,C11_35_44_T,C11_45_54_SEO,C11_45_54_SOL_SE_Vw_w,C11_45_54_SOL_SE_Na,C11_45_54_SOL_SE_P_E_n,C11_45_54_SOL_SE_To,C11_45_54_LPE_NS,C11_45_54_T,C11_55_64_SEO,C11_55_64_SOL_SE_Vw_w,C11_55_64_SOL_SE_Na,C11_55_64_SOL_SE_P_E_n,C11_55_64_SOL_SE_To,C11_55_64_LPE_NS,C11_55_64_T,C11_65_74_SEO,C11_65_74_SOL_SE_Vw_w,C11_65_74_SOL_SE_Na,C11_65_74_SOL_SE_P_E_n,C11_65_74_SOL_SE_To,C11_65_74_LPE_NS,C11_65_74_T,C11_75_84_SEO,C11_75_84_SOL_SE_Vw_w,C11_75_84_SOL_SE_Na,C11_75_84_SOL_SE_P_E_n,C11_75_84_SOL_SE_To,C11_75_84_LPE_NS,C11_75_84_T,C11_85o_SEO,C11_85o_SOL_SE_Vw_w,C11_85o_SOL_SE_Na,C11_85o_SOL_SE_P_E_n
LGA13550,2679,28,4,3,35,142,2856,1243,5,0,0,5,45,1293,1299,26,0,0,26,40,1365,1656,20,0,0,20,45,1721,1484,26,3,0,29,40,1553,1223,22,3,0,25,35,1283,894,27,3,0,30,45,969,540,7,4,0,11,40,591,188,3,0,0,3,7,198,11206,164,17,3,184,439,11829,2481,18,9,6,33,93,2607,1250,10,0,0,10,36,1296,1079,15,0,0,15,30,1124,1438,23,0,0,23,46,1507,1599,22,0,0,22,50,1671,1326,16,5,0,21,40,1387,1004,14,3,3,20,37,1061,624,9,0,0,9,30,663,184,0,0,0,0,8,192,10985,127,17,9,153,370,11508,2401,19,10,0,29,108,2538,1400,8,4,0,12,71,1483,1213,40,4,0,44,74,1331,1371,24,0,0,24,65,1460,1595,27,3,0,30,69,1694,1406,22,0,0,22,69,1497,1073,11,3,0,14,65,1152,649,16,0,0,16,83,748,200,0,4,0
LGA13650,933,9,3,0,12,52,997,424,3,0,0,3,8,435,460,4,3,0,7,14,481,572,7,0,0,7,22,601,542,8,0,0,8,11,561,479,8,0,0,8,12,499,346,6,0,0,6,13,365,182,5,0,0,5,10,197,61,0,0,0,0,5,66,3999,50,6,0,56,147,4202,932,11,0,0,11,32,975,421,5,0,0,5,6,432,403,4,0,0,4,11,418,550,3,0,0,3,26,579,550,0,5,0,5,6,561,537,9,4,0,13,12,562,338,0,0,0,0,19,357,209,3,0,0,3,13,225,68,0,0,0,0,0,68,4008,35,9,0,44,125,4177,906,8,4,0,12,50,968,435,0,0,0,0,19,454,377,5,0,0,5,12,394,491,3,3,0,6,26,523,558,6,0,0,6,16,580,571,9,0,3,12,17,600,402,3,0,0,3,13,418,238,5,0,0,5,9,252,82,0,0,0
LGA13660,1093,10,3,3,16,58,1167,436,0,0,3,3,19,458,615,11,0,0,11,24,650,782,5,0,3,8,27,817,749,11,3,3,17,25,791,697,11,3,0,14,28,739,506,5,0,0,5,22,533,277,4,0,0,4,17,298,60,0,0,0,0,8,68,5215,57,9,12,78,228,5521,1065,8,0,3,11,16,1092,452,4,0,0,4,6,462,502,4,0,3,7,6,515,737,8,0,0,8,18,763,683,8,0,0,8,14,705,750,12,0,0,12,21,783,556,3,5,0,8,19,583,309,6,0,0,6,20,335,99,0,0,0,0,16,115,5153,53,5,6,64,136,5353,912,6,0,4,10,9,931,419,4,0,0,4,3,426,408,9,0,0,9,5,422,582,12,0,0,12,6,600,682,6,0,0,6,14,702,669,7,0,0,7,15,691,608,11,0,0,11,6,625,322,7,0,0,7,10,339,124,0,3,0
LGA13700,777,17,0,3,20,42,839,344,6,0,0,6,21,371,368,8,0,0,8,8,384,482,10,0,0,10,24,516,506,11,0,0,11,15,532,452,4,0,0,4,12,468,330,7,0,0,7,9,346,198,4,0,0,4,12,214,49,0,0,0,0,4,53,3506,67,0,3,70,147,3723,670,7,0,5,12,13,695,328,5,0,0,5,4,337,337,5,0,0,5,6,348,392,6,3,0,9,8,409,491,7,3,0,10,5,506,499,9,3,0,12,9,520,355,8,3,0,11,9,375,202,7,0,0,7,15,224,69,3,3,0,6,3,78,3343,57,15,5,77,72,3492,640,7,4,0,11,32,683,281,4,6,0,10,5,296,290,14,0,0,14,5,309,361,13,0,0,13,16,390,464,13,0,0,13,5,482,536,8,5,0,13,9,558,409,9,0,0,9,19,437,226,0,0,0,0,12,238,79,0,0,0
LGA13800,13804,376,70,49,495,933,15232,7586,337,8,8,353,465,8404,8357,460,20,0,480,440,9277,8917,582,36,9,627,374,9918,7269,470,35,8,513,328,8110,4306,339,49,4,392,249,4947,2403,207,52,3,262,195,2860,1417,87,28,0,115,123,1655,406,24,18,0,42,32,480,54465,2882,316,81,3279,3139,60883,13099,315,81,33,429,732,14260,8135,318,22,10,350,441,8926,6907,360,14,4,378,356,7641,8479,461,19,0,480,483,9442,7528,498,36,3,537,386,8451,5431,413,47,3,463,266,6160,2725,242,51,3,296,168,3189,1689,124,31,0,155,112,1956,581,39,11,3,53,61,695,54574,2770,312,59,3141,3005,60720,12434,345,84,15,444,535,13413,8410,305,24,8,337,340,9087,6637,409,27,3,439,254,7330,8025,479,30,3,512,382,8919,8197,559,31,10,600,339,9136,6226,420,51,3,474,307,7007,3619,319,42,5,366,214,4199,1756,149,48,0,197,105,2058,751,47,16,3
LGA13850,818,11,4,0,15,26,859,337,3,0,3,6,12,355,414,18,0,0,18,14,446,527,13,4,0,17,12,556,427,12,4,0,16,5,448,358,20,3,0,23,9,390,251,18,3,0,21,19,291,144,4,0,0,4,7,155,59,0,0,0,0,3,62,3335,99,18,3,120,107,3562,810,11,0,3,14,15,839,314,0,3,0,3,8,325,313,9,0,0,9,12,334,488,8,0,0,8,16,512,460,9,0,0,9,11,480,381,10,0,0,10,19,410,287,16,3,0,19,20,326,134,4,3,0,7,15,156,52,0,0,0,0,5,57,3239,67,9,3,79,121,3439,564,12,3,0,15,15,594,283,3,0,0,3,13,299,239,11,0,0,11,14,264,329,10,0,0,10,14,353,489,11,4,0,15,8,512,370,6,3,0,9,14,393,319,15,0,0,15,15,349,189,16,3,0,19,6,214,56,0,0,0
LGA13950,9046,5265,1253,319,6837,1595,17478,6895,4601,202,56,4859,504,12258,7190,5806,564,70,6440,562,14192,6276,4900,919,57,5876,539,12691,6257,3224,775,42,4041,455,10753,4544,2137,818,28,2983,347,7874,3064,1272,818,22,2112,335,5511,2302,567,408,12,987,221,3510,705,84,105,3,192,97,994,46279,27856,5862,609,34327,4655,85261,8985,6160,1579,344,8083,1404,18472,6031,5264,274,69,5607,652,12290,6188,7242,581,78,7901,813,14902,5607,5905,901,52,6858,646,13111,5458,3820,958,43,4821,522,10801,5009,2616,902,36,3554,406,8969,2902,1534,924,16,2474,299,5675,2347,731,589,11,1331,198,3876,824,151,144,4,299,75,1198,43351,33423,6852,653,40928,5015,89294,9680,7352,2164,269,9785,1254,20719,5815,5924,286,40,6250,635,12700,5562,10292,664,100,11056,897,17515,5277,7494,835,68,8397,613,14287,5137,5115,1121,54,6290,517,11944,5015,3104,1095,40,4239,386,9640,3208,1866,933,27,2826,284,6318,2009,866,740,19,1625,299,3933,844,220,194,4
LGA14000,23528,4476,787,234,5497,1276,30301,15792,4275,154,45,4474,495,20761,13328,3377,276,30,3683,475,17486,16254,5523,720,51,6294,467,23015,15899,4478,707,49,5234,417,21550,11008,1855,480,35,2370,314,13692,6970,911,544,19,1474,284,8728,5326,429,341,9,779,364,6469,2149,117,98,0,215,324,2688,110254,25441,4107,472,30020,4416,144690,22419,5084,1027,216,6327,800,29546,15300,5172,211,65,5448,567,21315,11256,4271,255,48,4574,541,16371,15413,5966,722,46,6734,532,22679,15567,5655,995,46,6696,537,22800,12657,2799,577,21,3397,392,16446,7155,1190,653,23,1866,294,9315,5872,659,452,19,1130,312,7314,2765,183,154,8,345,236,3346,108404,30979,5046,492,36517,4211,149132,22051,5793,1477,122,7392,606,30049,14648,5784,255,22,6061,410,21119,9902,5966,332,56,6354,447,16703,14454,6875,748,34,7657,408,22519,15348,6922,1143,30,8095,437,23880,12841,3952,884,37,4873,333,18047,8692,1597,773,18,2388,245,11325,5529,724,610,13,1347,251,7127,3136,290,200,15
LGA14100,1991,253,41,16,310,101,2402,1535,272,21,5,298,44,1877,1013,232,11,4,247,44,1304,1350,316,22,0,338,58,1746,1477,269,25,3,297,41,1815,976,177,33,8,218,30,1224,648,120,43,0,163,33,844,662,94,32,7,133,26,821,356,124,34,6,164,16,536,10008,1857,262,49,2168,393,12569,2010,239,39,15,293,130,2433,1541,276,21,0,297,82,1920,786,254,8,7,269,82,1137,1325,330,19,3,352,92,1769,1403,247,41,0,288,107,1798,1210,212,42,6,260,99,1569,676,154,73,8,235,59,970,709,87,50,32,169,59,937,417,50,17,53,120,28,565,10077,1849,310,124,2283,738,13098,2121,240,50,9,299,79,2499,1452,238,13,0,251,55,1758,767,244,9,0,253,37,1057,1329,362,21,3,386,58,1773,1399,315,24,3,342,49,1790,1305,261,39,3,303,42,1650,779,171,54,4,229,30,1038,599,107,90,3,200,18,817,459,110,39,7
LGA14150,6942,3788,974,197,4959,1068,12969,5141,3653,181,31,3865,417,9423,5246,4162,386,52,4600,385,10231,5340,3989,1005,59,5053,414,10807,5201,2599,878,41,3518,299,9018,4102,1538,794,29,2361,227,6690,3430,866,796,21,1683,217,5330,3424,303,322,0,625,215,4264,1037,69,92,0,161,79,1277,39863,20967,5428,430,26825,3321,70009,7275,4278,984,192,5454,708,13437,4795,4287,241,26,4554,478,9827,4482,4815,323,41,5179,498,10159,4832,4653,1011,45,5709,423,10964,4994,3241,1361,24,4626,413,10033,4349,1946,889,30,2865,269,7483,2940,1098,1033,15,2146,213,5299,3057,424,543,7,974,234,4265,1340,102,137,4,243,112,1695,38064,24844,6522,384,31750,3348,73162,7360,4666,1297,108,6071,546,13977,4760,4914,302,36,5252,314,10326,4087,6853,481,36,7370,407,11864,4560,5147,780,30,5957,273,10790,4738,4199,1576,29,5804,308,10850,4405,2499,1397,27,3923,221,8549,3101,1364,1016,21,2401,164,5666,2483,706,857,11,1574,141,4198,1625,142,226,0
LGA14200,3238,31,11,5,47,163,3448,1662,17,3,0,20,72,1754,1621,15,4,0,19,58,1698,1964,31,3,0,34,77,2075,1857,26,4,3,33,60,1950,1625,39,4,0,43,50,1718,1214,25,6,0,31,53,1298,705,17,3,0,20,47,772,288,3,0,0,3,18,309,14174,204,38,8,250,598,15022,3384,21,6,5,32,121,3537,1629,20,6,0,26,44,1699,1522,26,7,3,36,44,1602,1959,40,3,3,46,71,2076,1961,29,3,0,32,57,2050,1834,31,6,0,37,47,1918,1362,29,6,0,35,40,1437,815,18,3,0,21,47,883,324,4,3,0,7,25,356,14790,218,43,11,272,496,15558,3258,56,14,0,70,88,3416,1681,28,6,0,34,49,1764,1480,47,26,3,76,52,1608,1829,51,20,0,71,46,1946,2034,36,8,0,44,55,2133,1895,38,3,0,41,43,1979,1561,33,6,0,39,58,1658,893,22,0,3,25,43,961,341,6,3,0
LGA14250,427,0,0,0,0,18,445,135,3,0,0,3,9,147,205,3,0,0,3,9,217,275,4,0,0,4,8,287,232,6,0,0,6,6,244,184,12,0,0,12,4,200,139,9,3,0,12,7,158,54,6,0,0,6,4,64,12,0,0,0,0,0,12,1663,43,3,0,46,65,1774,348,0,0,0,0,5,353,134,0,0,0,0,0,134,122,9,0,0,9,3,134,228,0,0,0,0,12,240,250,6,0,0,6,6,262,206,10,4,0,14,5,225,139,9,0,0,9,7,155,95,5,0,0,5,3,103,28,0,0,0,0,0,28,1550,39,4,0,43,41,1634,272,6,0,0,6,4,282,127,3,0,0,3,9,139,93,13,0,0,13,6,112,151,4,0,0,4,6,161,221,3,0,0,3,8,232,193,5,0,0,5,12,210,142,9,0,0,9,11,162,75,3,3,0,6,4,85,25,3,0,0
LGA14300,1218,11,3,0,14,29,1261,579,4,0,0,4,121,704,546,12,0,0,12,243,801,720,9,4,0,13,137,870,688,7,3,0,10,77,775,456,7,0,0,7,51,514,332,10,0,0,10,15,357,219,3,3,0,6,16,241,53,0,0,0,0,6,59,4811,63,13,0,76,695,5582,1106,8,0,4,12,66,1184,551,15,0,0,15,174,740,483,7,0,0,7,311,801,599,6,0,0,6,221,826,696,11,0,0,11,103,810,633,8,0,0,8,33,674,366,3,0,0,3,12,381,247,6,0,0,6,11,264,80,0,0,0,0,3,83,4761,64,0,4,68,934,5763,1088,12,4,3,19,24,1131,534,3,3,0,6,158,698,453,16,3,0,19,259,731,577,7,3,3,13,229,819,681,9,3,0,12,118,811,674,5,3,0,8,67,749,417,4,0,0,4,41,462,217,5,0,0,5,23,245,81,0,0,0
LGA14350,5666,72,16,13,101,305,6072,2684,23,4,6,33,73,2790,2415,52,0,0,52,97,2564,3643,73,8,3,84,92,3819,3746,72,7,0,79,95,3920,3084,51,3,3,57,88,3229,2418,54,3,3,60,85,2563,1448,33,3,0,36,79,1563,343,5,4,0,9,20,372,25447,435,48,28,511,934,26892,5384,72,9,11,92,245,5721,2601,33,4,0,37,211,2849,2222,36,3,0,39,267,2528,3181,68,5,0,73,240,3494,3945,80,9,0,89,194,4228,3695,66,7,4,77,152,3924,2648,63,3,0,66,114,2828,1662,28,3,0,31,140,1833,400,11,5,0,16,47,463,25738,457,48,15,520,1610,27868,5191,74,23,5,102,194,5487,2775,48,3,3,54,209,3038,2094,60,4,3,67,261,2422,2765,73,11,0,84,232,3081,3819,116,6,0,122,240,4181,4207,75,8,0,83,170,4460,3064,66,3,0,69,121,3254,1672,51,0,0,51,99,1822,612,55,5,0
LGA14400,3812,94,16,3,113,185,4110,2120,41,3,0,44,57,2221,1652,66,3,0,69,71,1792,2679,100,8,3,111,58,2848,2515,77,8,3,88,76,2679,1758,73,8,3,84,59,1901,1524,64,12,0,76,34,1634,1105,41,8,3,52,48,1205,362,11,3,0,14,11,387,17527,567,69,15,651,599,18777,3363,73,15,4,92,100,3555,2272,57,0,0,57,54,2383,1402,36,4,0,40,33,1475,2234,79,9,3,91,57,2382,2873,100,4,0,104,68,3045,2075,74,14,0,88,71,2234,1513,68,10,0,78,52,1643,1199,52,8,3,63,63,1325,441,19,5,0,24,34,499,17372,558,69,10,637,532,18541,3315,87,15,8,110,45,3470,2267,46,0,3,49,52,2368,1422,78,6,0,84,65,1571,2171,91,5,3,99,34,2304,2743,127,6,0,133,74,2950,2680,111,11,0,122,72,2874,1938,68,9,0,77,51,2066,1220,65,8,0,73,49,1342,570,23,8,0
LGA14450,5186,2548,606,148,3302,749,9237,3500,2488,156,33,2677,222,6399,3665,3085,212,42,3339,258,7262,3987,3037,544,45,3626,290,7903,3938,1972,535,23,2530,237,6705,2600,1334,574,25,1933,152,4685,2244,665,554,19,1238,168,3650,2324,258,220,4,482,203,3009,835,55,63,3,121,80,1036,28279,15442,3464,342,19248,2359,49886,5143,2917,726,124,3767,538,9448,3484,3104,158,41,3303,293,7080,2953,3753,250,42,4045,378,7376,3547,3636,478,32,4146,329,8022,3843,2413,728,36,3177,317,7337,3009,1635,601,17,2253,245,5507,1802,902,739,26,1667,207,3676,2060,341,389,7,737,227,3024,956,65,95,8,168,150,1274,26797,18766,4164,333,23263,2684,52744,5261,3237,924,97,4258,341,9860,3477,3485,222,34,3741,271,7489,2735,5000,316,32,5348,334,8417,3215,4079,468,38,4585,237,8037,3559,3337,862,32,4231,249,8039,3185,1852,827,26,2705,223,6113,1966,1128,726,19,1873,180,4019,1532,495,563,10,1068,185,2785,970,122,114,4
LGA14500,17326,2256,363,74,2693,754,20773,11471,2711,93,25,2829,345,14645,6137,1528,71,10,1609,257,8003,11155,2454,275,23,2752,304,14211,12359,2617,474,15,3106,267,15732,8947,1355,267,10,1632,186,10765,6637,679,221,7,907,175,7719,5240,362,140,6,508,193,5941,2033,113,49,6,168,162,2363,81305,14075,1953,176,16204,2643,100152,17174,2350,410,99,2859,486,20519,11099,2466,78,12,2556,268,13923,4936,1634,87,12,1733,135,6804,10396,2699,250,13,2962,261,13619,12005,2851,396,11,3258,272,15535,9803,1777,316,7,2100,243,12146,6290,857,240,5,1102,161,7553,5538,468,187,3,658,266,6462,2244,146,79,3,228,353,2825,79485,15248,2043,165,17456,2445,99386,17926,3048,695,66,3809,590,22325,11458,2903,108,20,3031,420,14909,4868,2593,124,20,2737,238,7843,9933,3501,335,23,3859,372,14164,12599,3720,438,24,4182,349,17130,9635,2343,446,8,2797,294,12726,7092,1179,351,5,1535,215,8842,5302,620,249,7,876,249,6427,2898,252,116,10
LGA14550,2134,31,3,0,34,104,2272,861,14,0,0,14,33,908,770,11,0,0,11,26,807,1389,40,0,0,40,39,1468,1362,46,3,0,49,31,1442,855,18,0,0,18,49,922,700,15,3,0,18,31,749,418,7,3,0,10,37,465,114,0,3,0,3,8,125,8603,182,15,0,197,358,9158,1920,36,15,4,55,61,2036,896,19,0,0,19,22,937,668,20,0,0,20,20,708,1139,36,6,0,42,22,1203,1532,53,0,0,53,30,1615,1163,29,0,3,32,40,1235,692,16,0,0,16,31,739,470,8,0,3,11,28,509,146,0,0,0,0,8,154,8626,217,21,10,248,262,9136,1647,38,9,0,47,74,1768,877,22,0,0,22,33,932,662,24,0,0,24,21,707,933,36,7,0,43,29,1005,1393,34,0,0,34,50,1477,1479,38,0,3,41,65,1585,791,18,0,0,18,39,848,492,9,0,3,12,27,531,179,5,0,0
LGA14600,1589,28,4,0,32,118,1739,744,5,0,0,5,34,783,821,15,0,0,15,41,877,989,20,0,0,20,35,1044,906,21,0,0,21,25,952,695,6,0,3,9,24,728,569,6,0,0,6,29,604,312,5,3,0,8,25,345,100,0,0,0,0,5,105,6725,106,7,3,116,336,7177,1390,12,0,3,15,64,1469,696,3,0,0,3,30,729,682,9,0,0,9,20,711,745,11,3,0,14,21,780,901,14,0,0,14,21,936,740,7,0,0,7,30,777,609,8,0,0,8,10,627,383,3,0,0,3,24,410,123,4,0,0,4,5,132,6269,71,3,3,77,225,6571,1292,18,0,3,21,42,1355,671,4,5,0,9,26,706,690,14,3,0,17,22,729,686,23,0,0,23,31,740,820,14,0,0,14,27,861,821,9,0,0,9,40,870,601,9,0,0,9,27,637,389,4,0,0,4,27,420,140,3,0,0
LGA14650,35163,725,119,78,922,1683,37768,21127,616,21,6,643,577,22347,20059,630,40,8,678,520,21257,24222,819,72,38,929,538,25689,23315,948,85,52,1085,531,24931,17040,718,73,26,817,436,18293,13417,558,118,19,695,509,14621,8488,486,95,15,596,511,9595,2396,64,47,3,114,174,2684,165227,5564,670,245,6479,5479,177185,33794,619,174,77,870,1039,35703,21584,583,31,6,620,648,22852,18008,560,42,5,607,500,19115,22823,853,53,3,909,632,24364,24063,878,84,8,970,676,25709,20488,831,83,4,918,593,21999,13930,549,112,8,669,502,15101,10016,484,110,11,605,606,11227,3054,103,51,4,158,355,3567,167760,5460,740,126,6326,5551,179637,33171,824,224,48,1096,832,35099,22250,667,39,13,719,616,23585,17910,962,56,8,1026,443,19379,22294,976,61,5,1042,554,23890,24114,962,93,14,1069,617,25800,22570,877,97,18,992,543,24105,16184,628,101,9,738,468,17390,10491,449,115,6,570,507,11568,4103,194,68,3
LGA14700,3974,629,149,51,829,419,5222,3241,657,31,7,695,207,4143,3741,937,70,4,1011,211,4963,3566,968,83,9,1060,222,4848,3357,706,84,6,796,170,4323,2190,398,64,6,468,101,2759,1378,247,109,3,359,97,1834,1323,123,73,3,199,86,1608,539,37,29,5,71,31,641,23309,4702,692,94,5488,1544,30341,4327,664,146,40,850,288,5465,2792,620,33,3,656,214,3662,3380,1038,55,3,1096,304,4780,3409,924,88,13,1025,232,4666,3125,745,85,11,841,197,4163,2589,503,56,3,562,166,3317,1337,252,106,5,363,86,1786,1175,157,67,5,229,79,1483,635,65,33,0,98,36,769,22769,4968,669,83,5720,1602,30091,4855,751,222,20,993,139,5987,2859,642,23,6,671,109,3639,3137,1504,41,9,1554,192,4883,3663,1156,67,7,1230,160,5053,3269,836,94,5,935,91,4295,2635,658,72,5,735,113,3483,1673,320,94,3,417,78,2168,975,159,106,3,268,54,1297,622,65,37,0
LGA14750,2666,86,24,12,122,109,2897,1466,57,3,0,60,58,1584,1345,119,7,0,126,54,1525,1485,143,7,4,154,43,1682,1201,80,9,3,92,46,1339,908,89,21,0,110,28,1046,619,68,27,3,98,42,759,361,33,20,4,57,32,450,119,3,10,0,13,12,144,10170,678,128,26,832,424,11426,2524,70,16,6,92,135,2751,1437,53,0,0,53,53,1543,1090,67,3,3,73,74,1237,1295,120,13,0,133,78,1506,1293,91,10,0,101,70,1464,1002,92,9,0,101,62,1165,721,71,19,3,93,43,857,412,32,27,0,59,21,492,142,4,3,0,7,7,156,9916,600,100,12,712,543,11171,2386,63,18,0,81,129,2596,1443,44,6,3,53,76,1572,928,68,10,4,82,78,1088,1207,90,7,3,100,67,1374,1336,113,7,0,120,66,1522,1026,69,7,0,76,48,1150,729,82,16,0,98,40,867,443,38,16,0,54,35,532,146,11,9,0
LGA14800,4910,516,119,63,698,628,6236,4119,746,47,14,807,364,5290,10130,1427,71,36,1534,401,12065,7101,1130,88,18,1236,421,8758,5598,778,114,10,902,327,6827,3036,563,237,7,807,220,4063,1539,408,370,9,787,208,2534,1081,174,207,7,388,133,1602,471,32,48,3,83,45,599,37985,5774,1301,167,7242,2747,47974,5706,496,150,70,716,478,6900,3519,555,20,9,584,369,4472,8464,1327,28,17,1372,844,10680,7755,1215,57,19,1291,712,9758,5266,684,79,9,772,445,6483,4009,644,161,12,817,354,5180,1622,444,305,3,752,217,2591,953,191,280,3,474,134,1561,381,35,68,0,103,63,547,37675,5591,1148,142,6881,3616,48172,7308,710,229,28,967,391,8666,3382,575,31,7,613,210,4205,7569,1545,51,11,1607,451,9627,8581,1538,66,17,1621,520,10722,5722,868,79,14,961,308,6991,4754,678,109,7,794,270,5818,2238,480,168,10,658,189,3085,969,291,283,10,584,107,1660,432,63,89,8
