region_id,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650ov_CF_NC,C11_650ov_CF_Cu15DS_,C11_650ov_CF_CU15_NDS,C11_650ov_CF_NCU15_DS,C11_650ov_CF_NDCO,C11_650ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_Tot
LGA10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,12,132,21,106,16,10,285
LGA10750,2044,214,240,4006,288,138,529,90,111,1156,106,56,260,48,54,524,38,20,98,17,15,188,160,21,152,21,49,403,4477,1208,6277,766,1190,13918
LGA10800,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,9,0,0,12,93,19,110,5,13,240
LGA10850,6,0,0,9,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,4,0,5,0,0,9,95,19,109,13,15,251
LGA10900,277,26,20,505,39,15,75,10,10,149,6,4,20,3,0,33,6,0,14,0,0,20,27,3,15,0,4,49,810,107,943,97,90,2047
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,12,50,6,61,3,7,127
LGA11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,6,33,3,44,0,4,84
LGA11050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,31,3,43,3,3,83
LGA11100,295,32,44,648,103,19,122,17,33,294,148,21,118,11,30,328,38,17,93,8,13,169,34,3,24,3,8,72,999,142,957,110,191,2399
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,9,75,6,89,3,6,179
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,18,44,12,68,8,6,138
LGA11250,8,0,0,13,0,3,5,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,15,0,5,0,0,20,236,20,193,9,24,482
LGA11300,203,22,31,642,261,15,173,31,19,499,75,9,73,11,9,177,42,13,51,19,7,132,34,4,12,0,8,58,1040,70,638,106,93,1947
LGA11350,198,21,16,435,59,15,90,5,4,173,23,11,53,7,0,94,14,10,30,3,0,57,11,5,16,0,3,35,517,74,548,51,47,1237
LGA11400,3,0,0,8,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,12,3,11,0,0,26,166,31,179,15,23,414
LGA11450,283,33,57,609,65,49,215,29,43,401,18,14,34,13,11,90,13,3,10,4,4,34,19,7,8,3,4,41,547,162,765,109,165,1748
LGA11500,591,68,99,1203,59,34,99,20,37,249,5,4,19,3,8,39,7,3,16,0,4,30,73,22,56,16,25,192,2044,522,2492,303,673,6034
LGA11520,251,17,23,785,771,30,451,41,41,1334,534,42,379,34,35,1024,379,43,432,71,45,970,55,7,24,6,9,101,2584,154,1723,196,185,4842
LGA11550,953,125,148,2083,243,111,430,52,92,928,75,38,157,20,29,319,52,10,77,10,15,164,94,14,80,14,31,233,3377,599,4026,434,565,9001
LGA11600,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,14,60,13,55,3,3,134
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,63,9,66,3,3,144
LGA11720,147,7,10,263,9,3,12,0,0,24,3,0,3,0,0,6,8,0,3,0,0,11,14,4,21,0,6,45,701,99,809,53,117,1779
LGA11730,60,6,4,119,6,3,7,0,0,16,0,0,3,0,0,3,3,0,3,0,3,9,18,0,15,0,3,36,722,104,711,54,99,1690
LGA11750,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,8,0,0,13,125,16,143,12,15,311
LGA11800,370,49,34,727,42,19,89,5,15,170,3,3,23,3,3,35,11,0,8,5,0,24,35,0,30,4,5,74,1316,209,1310,126,167,3128
LGA11860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,26,6,35,4,4,75
LGA12000,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,54,3,48,3,6,114
LGA12050,6,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,3,0,4,0,0,7,140,20,130,15,13,318
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,4,0,0,13,81,10,65,4,12,172
LGA12200,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,3,3,0,0,9,3,3,4,0,3,13,121,16,84,6,18,245
LGA12300,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,5,0,7,0,4,16,200,12,166,14,7,399
LGA12350,5,0,0,5,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,4,6,0,0,17,217,30,171,16,22,456
LGA12500,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,113,14,83,9,8,227
LGA12600,82,5,12,162,4,0,4,0,0,8,0,0,3,0,0,3,6,0,0,0,0,6,20,5,15,0,5,45,655,95,632,55,77,1514
LGA12700,7,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,102,10,98,9,25,244
LGA12750,67,11,8,152,7,3,3,0,0,13,0,0,0,0,0,0,6,0,0,0,4,10,19,3,14,3,4,43,675,84,556,51,99,1465
LGA12850,1198,233,301,2658,90,89,211,63,88,541,28,14,37,7,20,106,10,10,23,13,12,68,97,35,99,26,46,303,2638,913,3398,728,1048,8725
LGA12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,10,3,7,0,3,23,161,12,125,15,9,322
LGA12950,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,0,0,8,85,4,66,0,8,163
LGA13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,138,7,117,12,10,284
LGA13050,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,10,77,17,77,8,6,185
LGA13100,761,78,128,1612,151,58,236,26,47,518,31,25,70,20,16,162,40,15,49,10,5,119,65,3,53,11,6,138,2696,402,2504,260,391,6253
LGA13310,36,6,3,58,7,0,3,0,3,13,0,3,0,0,0,3,3,0,0,0,0,3,21,3,6,3,0,33,425,80,407,47,73,1032
LGA13320,71,14,14,157,5,0,9,0,0,14,3,0,3,0,0,6,5,0,0,0,0,5,20,3,14,5,3,45,649,87,522,66,79,1403
LGA13340,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,8,3,4,22,122,15,146,13,11,307
LGA13380,50,7,4,105,0,0,4,3,3,10,0,0,0,0,0,0,11,0,0,5,0,16,23,4,18,3,3,51,778,120,677,77,111,1763
LGA13450,40,5,3,75,0,0,4,0,0,4,0,0,0,0,3,3,0,0,3,0,0,3,14,3,17,3,3,40,451,76,530,48,77,1182
LGA13500,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,0,0,8,71,6,63,0,9,149
LGA13550,24,0,0,41,3,0,5,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,13,0,16,3,4,36,201,32,246,21,36,536
LGA13650,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,13,68,14,69,0,12,163
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,10,0,0,18,111,25,100,9,7,252
LGA13700,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,13,55,16,55,3,3,132
LGA13800,229,20,40,528,35,12,62,8,8,125,19,6,26,3,12,66,17,3,9,3,3,35,23,7,42,3,3,78,877,157,944,96,162,2236
LGA13850,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,10,64,7,62,4,4,141
LGA13950,1220,136,136,2505,148,59,263,42,28,540,34,5,59,11,16,125,17,6,20,0,5,48,60,17,52,8,19,156,2238,358,2760,310,350,6016
LGA14000,811,97,76,1849,493,126,809,123,90,1641,143,87,367,97,60,754,89,84,303,81,37,594,57,9,54,9,18,147,2181,429,2708,479,334,6131
LGA14100,29,3,3,71,35,0,34,0,4,73,31,0,36,4,6,77,37,18,75,15,17,162,3,0,5,0,0,8,222,18,200,25,42,507
LGA14150,539,72,76,1380,273,58,319,56,73,779,89,20,107,24,17,257,44,17,59,19,13,152,51,6,49,18,9,133,1782,229,1493,244,264,4012
LGA14200,17,0,0,24,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,4,8,8,3,8,4,4,27,258,47,282,27,41,655
LGA14250,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,21,3,31,3,0,58
LGA14300,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,10,63,9,86,7,9,174
LGA14350,20,0,0,41,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,4,4,12,0,11,3,3,29,389,67,374,36,66,932
LGA14400,119,13,9,245,18,6,29,6,10,69,4,0,14,0,0,18,4,3,6,0,0,13,10,0,4,0,0,14,313,45,301,43,30,732
LGA14450,384,57,59,1053,263,42,234,38,27,604,84,23,87,17,23,234,49,14,57,10,14,144,49,4,27,3,6,89,1345,136,1047,159,171,2858
LGA14500,103,10,9,303,232,20,187,44,22,505,169,34,260,47,27,537,221,231,996,215,84,1747,25,10,37,4,3,79,982,326,1679,342,172,3501
LGA14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,18,115,23,122,10,16,286
LGA14600,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,5,0,0,13,110,10,137,9,16,282
LGA14650,572,68,90,1290,102,44,196,31,37,410,20,7,35,11,3,76,24,5,26,5,6,66,56,15,34,5,15,125,2722,409,2494,273,497,6395
LGA14700,198,10,13,571,199,10,104,13,11,337,83,5,106,11,3,208,97,27,241,27,15,407,21,3,14,0,0,38,881,62,715,73,57,1788
LGA14750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,3,7,4,0,18,163,26,157,4,21,371
LGA14800,101,3,3,434,500,4,178,12,6,700,510,3,237,11,13,774,564,24,531,28,36,1183,48,3,23,7,0,81,2245,46,1176,76,82,3625
LGA14850,103,8,10,185,6,3,11,0,3,23,0,0,0,0,0,0,3,0,0,0,0,3,19,0,9,3,0,31,594,89,657,50,86,1476
LGA14870,19,0,3,27,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,0,0,8,5,0,8,3,0,16,254,43,255,18,48,618
LGA14900,1139,195,246,2417,245,135,420,105,100,1005,32,28,86,17,29,192,19,11,34,8,10,82,74,23,106,32,31,266,2455,823,3642,619,805,8344
LGA14920,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,11,3,9,4,0,27,170,27,156,17,13,383
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,27,3,33,12,3,78
LGA15050,379,29,35,669,31,12,71,3,11,128,0,0,7,3,4,14,4,0,6,0,0,10,27,3,23,3,6,62,1047,173,1264,112,187,2783
LGA15150,115,4,3,415,401,8,111,9,6,535,309,6,113,4,8,440,461,62,530,44,18,1115,25,0,24,0,0,49,1654,89,959,73,47,2822
LGA15200,353,37,32,1413,656,17,254,24,18,969,383,6,181,13,8,591,231,14,161,18,6,430,54,3,19,5,3,84,3206,107,1343,132,139,4927
LGA15270,71,12,3,129,11,3,14,0,0,28,0,3,3,0,0,6,3,0,7,0,0,10,23,4,19,0,3,49,389,71,423,38,47,968
LGA15300,13,0,0,19,0,0,6,0,0,6,0,0,0,0,0,0,0,3,0,3,0,6,14,3,20,0,0,37,301,65,363,29,46,804
LGA15350,58,3,3,351,223,0,98,4,8,333,117,4,63,3,3,190,190,49,454,40,21,754,12,7,17,0,3,39,908,67,720,53,44,1792
LGA15500,8,3,0,20,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,141,12,100,6,12,271
LGA15550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,13,59,12,37,0,7,115
LGA15650,122,4,5,207,7,3,14,3,0,27,0,0,3,0,0,3,4,0,0,0,0,4,6,5,15,4,0,30,326,50,406,28,45,855
LGA15700,13,3,0,30,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,4,0,14,308,44,250,21,30,653
LGA15750,24,0,0,40,3,0,4,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,16,0,13,0,0,29,254,34,263,23,28,602
LGA15800,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,12,82,18,54,3,10,167
LGA15850,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,6,0,0,13,105,13,101,6,12,237
LGA15900,603,42,46,1454,192,22,169,13,24,420,75,13,67,7,7,169,50,8,65,13,5,141,106,9,42,4,14,175,3439,251,2244,186,255,6375
LGA15950,188,16,11,1260,1226,6,300,21,29,1582,787,6,231,15,21,1060,914,45,685,96,52,1792,75,3,46,5,3,132,4478,70,1534,158,130,6370
LGA16100,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,10,76,11,92,6,9,194
LGA16150,170,12,12,319,14,8,53,7,5,87,3,3,9,0,0,15,7,0,10,0,0,17,21,0,22,0,0,43,674,110,804,65,97,1750
LGA16180,34,0,0,62,11,5,19,0,0,35,3,4,21,7,0,35,0,0,11,0,4,15,8,0,3,0,0,11,160,20,176,13,7,376
LGA16200,12,3,0,22,3,3,0,3,0,9,0,0,0,0,0,0,0,0,4,0,0,4,8,0,5,3,0,16,223,30,251,24,26,554
LGA16250,2162,190,177,4815,540,93,619,86,98,1436,140,22,148,31,23,364,64,18,87,22,14,205,138,17,118,14,24,311,5176,559,4876,559,570,11740
LGA16350,869,93,127,1813,81,38,182,27,49,377,29,22,35,7,18,111,16,18,28,6,3,71,74,18,80,16,23,211,2493,527,2954,302,528,6804
LGA16370,99,8,10,282,143,10,148,20,12,333,91,16,143,30,26,306,162,79,440,68,54,803,24,3,24,5,7,63,731,128,950,134,119,2062
LGA16380,370,33,32,697,38,21,64,9,5,137,6,3,10,0,4,23,9,0,13,4,0,26,44,3,23,5,9,84,1317,204,1270,131,160,3082
LGA16400,267,30,25,534,35,14,70,0,5,124,6,0,18,4,3,31,11,3,22,0,0,36,41,4,38,3,4,90,1204,207,1375,112,183,3081
LGA16470,206,10,27,479,64,19,104,15,19,221,24,5,45,3,8,85,15,7,30,4,3,59,19,3,27,3,7,59,832,95,849,67,101,1944
LGA16550,480,53,62,1878,1466,48,620,72,69,2275,675,25,397,48,39,1184,597,96,853,111,71,1728,126,7,57,11,4,205,4993,249,2798,356,313,8709
LGA16610,15,0,3,36,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,0,0,9,20,3,5,0,4,32,371,60,375,30,43,879
LGA16650,831,73,99,2123,505,74,441,47,75,1142,139,26,164,21,39,389,94,21,108,22,19,264,64,13,51,12,8,148,2656,294,2136,248,325,5659
LGA16700,714,72,62,2013,502,50,533,69,54,1208,202,28,282,44,35,591,134,34,225,35,25,453,68,3,48,3,16,138,3211,206,2294,289,260,6260
LGA16900,292,30,47,563,24,28,79,14,12,157,0,3,19,0,0,22,9,0,9,0,0,18,27,3,16,0,7,53,921,205,986,111,214,2437
LGA16950,151,18,12,319,14,5,12,3,0,34,3,0,8,3,0,14,10,0,12,0,0,22,33,5,32,4,7,81,1464,256,1414,139,191,3464
LGA17000,155,5,10,275,16,9,31,8,0,64,4,0,3,0,0,7,8,0,3,0,0,11,11,3,19,3,7,43,393,56,477,36,63,1025
LGA17050,17,3,0,35,0,0,3,0,0,3,3,3,0,0,0,6,4,0,4,0,0,8,6,0,9,0,0,15,118,10,132,9,9,278
LGA17100,346,46,42,902,259,30,187,50,34,560,63,14,54,22,18,171,29,16,46,21,9,121,36,5,19,6,3,69,1069,134,818,189,135,2345
LGA17150,779,64,93,2172,513,80,649,93,77,1412,205,55,368,58,69,755,140,80,337,65,74,696,78,8,47,11,5,149,3142,354,2713,367,400,6976
LGA17200,222,14,26,2319,2751,17,407,22,26,3223,2264,11,370,18,28,2691,2803,29,684,102,84,3702,234,3,42,12,22,313,11933,107,2066,242,271,14619
LGA17310,130,11,14,240,10,0,14,0,0,24,0,3,0,0,0,3,5,0,3,3,3,14,37,11,19,4,9,80,994,121,1001,81,148,2345
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,13,68,8,3,170
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,97,6,98,14,7,222
LGA17420,508,71,52,1103,413,113,709,109,89,1433,174,85,413,75,83,830,129,114,332,86,59,720,43,14,54,17,22,150,1603,428,2355,407,360,5153
LGA17450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,63,12,56,9,0,140
LGA17500,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,7,0,0,0,0,7,190,36,200,21,19,466
LGA17550,558,59,70,1199,93,40,161,24,14,332,22,15,48,5,5,95,20,10,33,4,4,71,45,6,25,3,3,82,1612,238,1477,173,200,3700
LGA17620,37,3,0,54,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,22,5,19,5,0,51,291,37,324,19,34,705
LGA17640,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,12,100,12,84,12,14,222
LGA17650,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,6,91,14,81,8,11,205
LGA17700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,12,0,0,27
LGA17750,169,14,14,334,29,13,35,0,0,77,7,4,4,0,0,15,5,3,5,0,0,13,33,8,35,5,0,81,1226,131,1152,77,100,2686
LGA17800,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,11,97,6,57,3,10,173
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,4,3,0,0,10,68,13,63,6,6,156
LGA17900,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,10,0,18,0,0,28,136,17,168,11,21,353
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,7,0,3,15,50,8,74,0,12,144
LGA18000,461,44,38,1593,803,40,513,46,61,1463,351,45,414,52,47,909,373,152,935,115,90,1665,67,10,54,6,8,145,3155,309,2662,303,276,6705
LGA18020,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,23,149,34,170,17,18,388
LGA18050,169,16,11,767,794,9,240,15,26,1084,584,12,193,15,12,816,777,56,631,45,40,1549,75,4,38,4,8,129,3125,90,1373,118,118,4824
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,51,11,52,3,6,123
LGA18150,0,0,0,4,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,4,15,125,24,147,11,16,323
LGA18200,3,3,0,6,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,124,15,122,9,12,282
LGA18250,189,29,24,703,731,27,446,52,28,1284,329,19,286,21,29,684,348,87,790,93,46,1364,46,7,45,7,3,108,2146,160,1876,226,151,4559
LGA18350,159,11,24,336,46,18,57,3,10,134,9,5,29,4,7,54,11,3,22,3,4,43,27,0,17,0,5,49,625,119,654,46,105,1549
LGA18400,103,9,27,215,19,14,44,8,13,98,7,6,14,4,8,39,6,0,13,4,3,26,22,7,19,5,0,53,365,84,496,56,89,1090
LGA18450,666,74,66,1480,177,55,245,23,30,530,52,8,84,10,16,170,40,13,40,5,10,108,108,8,58,14,16,204,3569,391,2739,336,481,7516
LGA18500,66,3,11,382,405,3,113,11,7,539,391,6,137,8,3,545,660,82,704,73,55,1574,53,9,26,5,4,97,2005,110,1128,109,87,3439
LGA18550,576,71,114,1221,52,33,102,5,20,212,16,9,34,3,4,66,19,3,18,0,4,44,70,9,47,7,8,141,2436,450,2524,237,466,6113
LGA18710,41,3,6,83,15,0,19,4,4,42,0,4,10,3,0,17,5,0,0,0,0,5,6,0,10,0,0,16,186,24,235,22,29,496
LGA18750,3,0,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,5,0,3,0,3,11,195,22,190,17,19,443
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,20,3,38,0,0,61
