region_id,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_199,C11_CF_1A1NW_200_399,C11_CF_1A1NW_400_599,C11_CF_1A1NW_600_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_199,C11_CF_BA_200_399,C11_CF_BA_400_599,C11_CF_BA_600_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_199,C11_CF_BNW_200_399,C11_CF_BNW_400_599,C11_CF_BNW_600_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_N,C11_CF_LFns_1_199,C11_CF_LFns_200_399,C11_CF_LFns_400_599,C11_CF_LFns_600_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_more,C11_CF_LFns_Ns,C11_CF_LFns_T,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_199,C11_C_f_c_T_Fi_200_399,C11_C_f_c_T_Fi_400_599,C11_C_f_c_T_Fi_600_799,C11_C_f_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_199,C11_1PF_F_200_399,C11_1PF_F_400_599,C11_1PF_F_600_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_199,C11_1PF_P_200_399,C11_1PF_P_400_599,C11_1PF_P_600_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_199,C11_1PF_A_200_399,C11_1PF_A_400_599,C11_1PF_A_600_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_199,C11_1PF_U_200_399,C11_1PF_U_400_599,C11_1PF_U_600_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_199,C11_1PF_N_lf_Fi_200_399,C11_1PF_N_lf_Fi_400_599,C11_1PF_N_lf_Fi_600_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_199,C11_1PF_LFns_200_399,C11_1PF_LFns_400_599,C11_1PF_LFns_600_799,C11_1PF_LFns_800_999,C11_1PF_lf_ns_Fi_1000_1499,C11_1PF_lf_ns_Fi_1500_1999,C11_1PF_lf_ns_Fi_2000_2499,C11_1PF_lf_ns_Fi_2500_2999,C11_1PF_LFns_3000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_199,C11_1PF_TFI_200_399,C11_1PF_TFI_400_599,C11_1PF_TFI_600_799,C11_1PF_TFI_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_TFI_3000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_199,C11_TFI_200_399,C11_TFI_400_599,C11_TFI_600_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_more,C11_TFI_Ns,C11_T_T
LGA10050,196,0,0,3,0,7,5,14,14,7,6,4,17,77,0,0,0,3,0,3,11,8,10,4,4,7,50,7,10,4,40,54,36,58,28,9,11,13,36,306,0,0,0,3,3,3,0,3,0,0,3,300,315,17,22,23,88,192,250,910,922,799,472,624,676,4995,0,4,4,14,74,81,164,98,29,35,7,64,574,3,6,41,146,128,74,64,24,4,7,3,44,544,0,0,7,12,7,9,11,4,8,0,0,9,67,3,10,36,45,13,5,4,4,0,0,0,6,126,18,16,177,193,147,91,93,26,8,7,4,72,852,3,0,5,3,0,0,3,0,0,0,0,33,47,27,36,270,413,369,260,339,156,49,49,14,228,2210,77,136,344,1161,1080,1046,2091,1745,1393,745,967,1357,12142
LGA10110,93,0,0,0,0,4,4,8,7,3,3,0,3,32,0,0,0,0,0,0,4,0,0,0,7,3,14,3,7,7,22,33,17,54,18,5,3,3,19,191,0,0,0,0,0,3,3,3,0,0,0,165,174,3,10,22,51,114,139,430,376,290,204,299,352,2290,3,4,6,16,45,33,69,52,16,22,4,26,296,3,0,22,41,56,31,46,10,3,0,0,18,230,0,0,4,4,5,3,5,3,0,0,0,4,28,3,3,9,18,9,3,5,0,0,0,0,5,55,6,12,75,114,74,33,40,13,8,4,0,42,421,0,0,0,0,0,3,0,0,3,0,0,15,21,15,19,116,193,189,106,165,78,30,26,4,110,1051,36,69,169,519,568,518,978,737,560,355,480,675,5664
LGA10150,230,0,0,3,7,8,5,19,7,4,9,4,7,73,0,0,0,0,0,0,0,4,8,4,23,15,54,10,7,25,33,54,29,84,64,37,19,26,40,428,0,0,0,3,0,0,0,0,3,3,3,254,266,22,13,50,99,203,209,584,552,532,563,1193,595,4615,0,0,3,18,37,55,119,105,26,72,17,63,515,0,7,23,34,59,29,61,27,9,4,5,23,281,0,0,4,6,0,3,3,6,3,7,5,6,43,7,6,19,19,4,7,11,6,0,0,0,13,92,17,22,74,74,77,53,107,33,41,15,11,57,581,0,0,0,0,0,0,3,0,0,0,0,14,17,24,35,123,151,177,147,304,177,79,98,38,176,1529,159,161,244,657,709,679,1439,1119,1103,953,1817,1051,10091
LGA10200,953,3,5,9,33,44,28,57,18,6,9,9,53,274,0,3,0,0,3,7,14,16,9,9,17,17,95,98,85,132,302,290,191,317,206,104,47,72,200,2044,0,3,3,11,13,4,12,4,8,0,3,502,563,137,151,274,666,921,825,1742,1157,881,663,995,1215,9627,3,3,7,36,67,81,167,101,52,60,22,65,664,3,10,50,85,73,37,68,30,8,7,4,28,403,0,0,10,11,12,3,15,8,4,6,0,9,78,12,9,35,28,21,12,13,9,0,0,8,6,153,78,60,212,215,213,125,192,88,50,27,24,142,1426,3,0,0,4,8,0,4,0,0,0,0,63,82,99,82,314,379,394,258,459,236,114,100,58,313,2806,461,388,741,1838,1874,1564,2956,1889,1481,1029,1571,1973,17765
LGA10250,223,3,0,0,3,3,5,18,7,4,0,0,14,57,0,0,0,0,3,0,6,8,8,3,3,10,41,8,0,6,42,67,38,93,32,12,9,8,43,358,0,0,0,3,3,3,3,0,3,3,0,238,256,20,3,23,90,210,274,844,678,486,302,424,625,3979,0,5,8,32,54,64,128,85,15,20,10,63,484,4,7,49,119,122,79,71,13,11,5,3,55,538,0,0,5,9,4,3,9,3,0,0,0,11,44,0,4,25,31,18,7,3,0,3,0,0,12,103,9,14,105,162,138,95,105,21,5,0,3,80,737,0,0,4,0,0,3,0,0,0,0,0,21,28,13,30,196,353,336,251,316,122,34,25,16,242,1934,90,101,265,1190,1236,1239,1991,1316,903,509,730,1258,10828
LGA10300,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,3,3,7,0,0,0,0,3,19,3,0,0,0,4,0,0,0,0,0,0,13,20,3,3,6,10,21,18,59,42,33,9,16,41,261,0,0,0,5,4,5,3,3,0,0,0,4,24,0,0,3,3,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,3,6,5,4,0,0,0,3,0,4,25,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,14,15,9,6,3,0,3,0,14,73,10,9,21,58,66,60,117,74,44,16,28,80,583
LGA10350,2093,6,9,21,41,72,65,121,70,28,36,15,103,587,0,3,6,0,10,13,36,32,36,22,42,53,253,111,131,221,534,699,372,845,476,263,126,162,536,4476,3,5,15,11,22,21,30,19,11,4,9,1076,1226,174,248,460,1167,1822,1824,4371,3531,2826,2065,3109,3119,24716,13,11,22,84,189,197,508,342,190,128,97,227,2008,4,22,143,240,229,171,255,108,57,32,21,124,1406,3,6,10,24,20,17,39,18,12,9,3,43,204,13,34,115,100,44,20,33,16,9,3,3,41,431,152,133,674,788,791,423,734,289,150,82,74,521,4811,9,5,0,8,3,9,15,0,4,0,0,157,210,194,211,964,1244,1276,837,1584,773,422,254,198,1113,9070,649,837,1717,4971,4627,3936,7561,5450,4271,2849,4075,5255,46198
LGA10470,152,0,0,0,5,3,10,11,13,0,3,3,6,54,0,0,0,0,0,0,7,9,8,6,14,4,48,3,4,12,35,46,20,49,16,9,3,9,30,236,0,0,0,0,0,5,6,0,0,0,0,258,269,12,9,25,72,151,217,685,693,631,444,614,576,4129,0,5,8,21,53,55,130,89,28,18,10,48,465,0,4,25,108,66,56,45,24,6,0,0,31,365,0,0,9,13,6,8,9,5,0,0,0,13,63,5,0,18,19,7,3,9,0,0,3,0,11,75,10,15,124,153,126,47,63,19,12,4,0,63,636,0,0,0,0,4,0,0,3,0,0,0,17,24,15,24,184,314,262,169,256,140,46,25,10,183,1628,59,80,248,905,812,781,1521,1316,1115,708,930,1076,9551
LGA10550,199,0,0,3,3,5,6,6,3,3,3,0,11,43,0,0,0,3,3,0,3,5,5,3,3,9,34,0,3,11,37,61,39,74,20,11,0,3,35,294,0,0,3,3,0,0,0,0,0,0,0,216,222,10,22,31,108,206,259,696,493,367,168,199,490,3049,0,0,6,33,55,34,74,24,21,13,3,37,300,5,10,44,106,93,35,37,7,0,0,0,49,386,0,3,0,9,4,5,3,4,0,0,0,8,36,0,0,22,21,5,5,3,0,0,3,0,6,65,5,20,109,128,81,59,41,12,4,0,0,61,520,0,0,0,5,3,0,0,0,0,0,0,23,31,10,33,181,302,241,138,158,47,25,16,3,184,1338,59,156,285,1187,1080,1089,1656,1013,655,312,344,1071,8907
LGA10600,117,0,0,0,0,3,5,3,0,0,3,3,12,29,0,0,0,3,4,0,0,0,0,0,0,0,7,0,4,5,19,33,13,23,6,6,3,3,10,125,0,0,0,0,0,0,0,0,0,0,0,103,103,6,7,9,54,116,136,260,162,131,59,61,219,1220,0,3,3,10,19,14,36,12,4,3,3,12,119,0,0,28,49,39,25,23,10,0,0,0,19,193,0,0,0,7,3,3,3,3,0,0,0,3,22,0,3,19,21,9,0,0,0,0,0,0,6,58,9,14,60,58,59,25,32,3,0,3,0,31,294,0,0,0,0,0,0,3,0,0,0,0,7,10,9,20,110,145,129,67,97,28,4,6,3,78,696,28,58,146,522,473,430,608,340,216,101,127,451,3500
