region_id,Med_age_persns_C2001,Med_age_persns_C2006,Med_age_persns_C2011,Med_mortg_rep_mon_C2001,Med_mortg_rep_mon_C2006,Med_mortg_rep_mon_C2011,Med_person_inc_we_C2001,Med_person_inc_we_C2006,Med_person_inc_we_C2011,Med_rent_weekly_C2001,Med_rent_weekly_C2006,Med_rent_weekly_C2011,Med_Famly_inc_we_C2001,Med_Famly_inc_we_C2006,Med_Famly_inc_we_C2011,Avg_num_p_per_brm_C2001,Avg_num_p_per_brm_C2006,Avg_num_p_per_brm_C2011,Med_tot_hh_inc_wee_C2001,Med_tot_hh_inc_wee_C2006,Med_tot_hh_inc_wee_C2011,Average_hh_size_C2001,Average_hh_size_C2006,Average_hh_size_C2011
LGA10850,37,39,40,758,1083,1430,330,392,539,100,140,165,859,1078,1376,1.1,1.1,1.1,702,859,1098,2.7,2.6,2.5
LGA10900,37,39,41,1000,1500,1842,417,500,587,175,200,280,1089,1342,1624,1.1,1.1,1.1,888,1102,1264,2.6,2.6,2.5
LGA10950,36,38,39,611,856,1083,300,378,509,90,100,140,706,951,1182,1.1,1.1,1.1,570,728,913,2.6,2.6,2.5
LGA11000,41,43,46,542,800,962,322,389,471,70,100,130,747,960,1010,1.1,1.1,1.1,613,746,797,2.4,2.3,2.2
LGA11050,40,44,45,758,867,1000,307,366,460,65,100,132,739,834,1081,1.1,1.1,1.1,595,686,778,2.5,2.4,2.3
LGA11100,36,37,37,1370,1950,2500,392,458,582,200,225,330,974,1185,1488,1.3,1.2,1.2,815,993,1241,2.7,2.6,2.6
LGA11150,32,35,39,563,650,878,367,411,572,80,80,89,805,980,1238,1.2,1.2,1.1,693,816,1037,2.9,2.7,2.6
LGA11200,30,31,32,542,450,585,316,325,379,67,70,74,705,760,782,1.2,1.3,1.2,670,776,841,2.9,3.0,2.6
LGA11250,40,42,44,444,650,953,266,336,422,95,110,150,646,831,994,1.1,1.1,1.1,516,637,794,2.3,2.3,2.2
LGA11300,36,36,35,1408,1896,2179,371,401,490,240,280,400,1080,1218,1441,1.2,1.2,1.3,888,1079,1309,2.7,2.8,2.8
LGA11350,39,41,42,867,1200,1684,298,386,478,180,250,350,644,930,1053,1.1,1.1,1.1,561,752,882,2.4,2.4,2.4
LGA11400,39,41,42,821,1083,1387,331,411,521,85,105,138,819,1059,1293,1.1,1.1,1.1,686,864,1034,2.7,2.6,2.6
LGA11450,30,32,34,1275,1805,2167,495,564,687,200,250,360,1225,1452,1865,1.1,1.1,1.1,1136,1343,1722,3.0,3.0,3.0
LGA11500,30,32,33,997,1500,1800,397,462,545,150,185,260,986,1172,1390,1.1,1.1,1.1,904,1073,1248,3.1,3.0,2.9
LGA11520,37,37,37,1600,2167,2600,539,654,771,300,335,480,1424,1767,2152,1.1,1.1,1.2,1178,1453,1815,2.5,2.5,2.5
LGA11550,35,36,35,1127,1600,2000,325,366,429,170,190,300,838,1008,1149,1.3,1.3,1.3,730,837,1028,2.8,2.8,2.8
LGA11600,35,39,41,596,800,867,396,432,542,60,60,80,842,1040,1143,1.1,1.1,1.1,720,792,937,2.6,2.5,2.4
LGA11700,36,41,41,418,650,300,294,335,443,50,50,70,598,725,889,1.2,1.1,1.1,514,611,821,2.5,2.4,2.4
LGA11720,36,37,37,693,1170,1517,285,360,474,120,160,230,764,1017,1265,1.1,1.1,1.1,622,790,1042,2.6,2.6,2.6
LGA11730,41,44,46,693,963,1300,270,335,396,125,150,210,626,787,924,1.1,1.1,1.1,530,657,770,2.5,2.4,2.4
LGA11750,32,36,36,700,953,1300,370,466,615,85,120,140,960,1262,1587,1.1,1.1,1.1,800,1074,1239,2.6,2.6,2.4
LGA11800,39,41,43,800,1170,1575,292,365,470,140,185,255,679,909,1097,1.1,1.1,1.1,574,720,900,2.5,2.5,2.4
LGA11860,36,38,41,867,1500,1018,396,430,478,0,0,0,860,977,1015,1.1,1.1,1.1,745,828,938,2.8,2.7,2.7
LGA12000,37,40,42,650,800,1192,314,354,446,60,85,120,763,896,1037,1.1,1.1,1.1,629,686,854,2.7,2.6,2.6
LGA12050,37,40,42,700,1024,1300,354,437,537,100,135,180,828,1092,1254,1.1,1.1,1.1,658,828,948,2.5,2.4,2.3
LGA12150,36,39,41,600,600,790,303,369,449,73,95,120,664,876,976,1.1,1.1,1.1,569,700,816,2.7,2.5,2.4
LGA12200,39,43,46,650,858,1083,308,361,428,90,115,150,733,896,1026,1.1,1.1,1.1,581,677,771,2.5,2.4,2.3
LGA12300,42,44,46,693,1036,1300,332,395,477,115,150,180,767,1017,1093,1.1,1.1,1.1,636,780,877,2.4,2.4,2.3
LGA12350,38,41,44,650,975,1098,311,362,416,92,130,155,721,908,1003,1.1,1.1,1.1,591,701,788,2.5,2.5,2.3
LGA12500,37,41,44,676,867,1083,355,407,490,110,120,150,832,1024,1169,1.1,1.1,1.0,660,762,859,2.4,2.3,2.2
LGA12600,33,35,36,867,1170,1500,386,462,578,125,155,200,883,1116,1340,1.1,1.1,1.1,754,965,1094,2.7,2.6,2.6
LGA12700,39,41,44,780,1200,1647,302,384,483,110,150,185,772,1066,1278,1.1,1.1,1.1,648,877,1009,2.6,2.6,2.5
LGA12750,44,47,50,758,1083,1430,275,344,424,120,170,220,610,780,939,1.1,1.1,1.1,524,664,786,2.3,2.3,2.3
LGA12850,33,34,35,1000,1500,1800,282,318,368,150,180,280,811,946,1065,1.2,1.2,1.2,762,871,1019,3.3,3.2,3.2
LGA12900,37,40,41,650,867,1127,310,368,462,90,120,150,728,911,1010,1.1,1.1,1.1,584,690,835,2.5,2.4,2.4
LGA12950,40,42,44,650,867,953,275,355,423,75,100,120,676,862,932,1.1,1.1,1.1,554,704,779,2.6,2.5,2.4
LGA13010,40,43,46,596,780,1083,282,341,398,80,110,155,648,776,915,1.1,1.1,1.1,517,616,736,2.4,2.3,2.3
LGA13050,42,47,49,758,1083,1517,280,344,428,100,120,165,691,855,971,1.1,1.1,1.1,564,691,805,2.5,2.3,2.3
LGA13100,38,40,41,1083,1517,1950,363,435,529,180,215,280,936,1163,1395,1.1,1.1,1.1,755,943,1085,2.5,2.5,2.5
LGA13310,36,38,40,800,1146,1517,345,402,521,120,150,185,850,1077,1281,1.1,1.1,1.1,689,842,982,2.5,2.4,2.4
LGA13320,47,49,52,834,1170,1395,270,337,395,135,175,220,599,770,881,1.1,1.1,1.1,511,641,735,2.3,2.2,2.2
LGA13340,38,41,43,650,950,1200,323,407,482,85,100,150,780,1037,1181,1.1,1.1,1.1,663,835,948,2.7,2.5,2.5
LGA13380,40,43,46,737,1040,1300,277,338,394,115,150,200,649,800,930,1.1,1.1,1.1,544,662,770,2.5,2.4,2.4
LGA13450,33,35,36,962,1300,1517,397,466,538,135,160,180,912,1139,1288,1.1,1.1,1.1,783,994,1062,2.8,2.7,2.7
LGA13500,38,40,43,663,867,1186,325,379,467,70,100,145,760,935,1130,1.1,1.1,1.1,617,747,907,2.6,2.6,2.5
LGA13550,37,40,40,676,867,1300,290,369,494,100,120,185,691,914,1200,1.1,1.1,1.1,580,726,939,2.6,2.5,2.5
LGA13650,38,39,41,650,804,1083,293,357,421,80,100,150,712,911,985,1.1,1.1,1.1,589,719,806,2.6,2.6,2.5
LGA13660,40,43,45,563,650,928,280,331,391,50,60,100,634,757,907,1.1,1.1,1.1,535,625,734,2.5,2.4,2.3
LGA13700,40,44,47,560,758,1083,298,357,434,80,100,138,712,906,1030,1.1,1.1,1.1,599,679,779,2.5,2.4,2.4
LGA13800,32,34,36,1083,1625,2029,448,523,621,170,205,280,1080,1300,1598,1.1,1.1,1.1,964,1160,1380,2.9,2.8,2.8
LGA13850,37,40,45,620,650,1083,347,395,454,90,105,128,743,984,981,1.1,1.1,1.1,619,748,811,2.5,2.5,2.4
LGA13950,34,34,34,1100,1700,2058,388,431,516,200,225,330,982,1134,1353,1.2,1.2,1.2,854,997,1207,2.8,2.8,2.8
LGA14000,36,38,39,1430,2000,2400,502,576,676,260,300,401,1485,1749,2119,1.1,1.1,1.1,1244,1466,1820,2.9,2.8,2.9
LGA14100,39,41,41,2000,2700,3000,517,694,817,250,300,380,1775,2506,2715,1.1,1.1,1.1,1464,1776,2175,2.6,2.6,2.6
LGA14150,37,37,37,1300,1755,2167,411,455,538,210,240,350,1069,1228,1475,1.2,1.2,1.2,903,1067,1282,2.7,2.7,2.8
LGA14200,38,39,40,650,867,1200,287,357,434,95,120,165,668,839,963,1.1,1.1,1.1,559,666,791,2.5,2.5,2.5
LGA14250,37,43,45,550,800,1000,379,422,464,69,60,80,813,1017,1068,1.1,1.1,1.1,685,762,839,2.6,2.5,2.5
LGA14300,35,36,38,602,867,1192,323,364,477,90,105,155,791,992,1142,1.1,1.1,1.1,651,769,892,2.7,2.6,2.5
LGA14350,40,43,45,650,953,1300,260,321,387,115,150,190,592,757,902,1.1,1.1,1.1,510,632,752,2.5,2.4,2.4
LGA14400,39,43,45,1058,1452,2000,364,449,558,175,230,300,990,1236,1522,1.1,1.1,1.1,823,1058,1229,2.7,2.6,2.5
LGA14450,37,38,37,1354,1900,2167,453,510,600,235,265,380,1192,1369,1667,1.2,1.2,1.2,1021,1183,1460,2.7,2.7,2.8
LGA14500,40,41,41,2000,2500,3000,580,708,805,380,420,575,1802,2531,2679,1.1,1.0,1.1,1628,2140,2505,3.0,2.9,2.9
LGA14550,39,42,45,599,769,1083,254,303,376,95,115,165,586,730,883,1.2,1.1,1.1,492,593,714,2.6,2.5,2.4
LGA14600,36,40,41,600,737,867,323,365,447,72,90,110,735,900,985,1.1,1.1,1.1,634,714,847,2.6,2.5,2.4
LGA14650,38,40,41,867,1300,1733,313,392,517,145,185,256,849,1113,1396,1.1,1.1,1.1,705,920,1114,2.6,2.6,2.5
LGA14700,36,37,37,1733,2180,2734,644,798,952,275,300,420,1740,2300,2637,1.1,1.1,1.1,1381,1663,2178,2.4,2.4,2.5
LGA14750,33,35,36,850,1060,1300,360,401,483,110,135,160,902,1075,1195,1.1,1.1,1.1,764,854,964,2.7,2.6,2.5
LGA14800,35,36,37,1733,2400,3000,691,879,1068,300,350,480,1704,2307,2738,1.1,1.1,1.1,1269,1669,2223,2.2,2.2,2.3
LGA14850,35,38,40,740,1083,1495,285,375,464,130,160,222,719,992,1123,1.1,1.1,1.1,575,763,905,2.5,2.5,2.4
LGA14870,37,40,42,750,1083,1452,295,356,455,110,135,170,822,1027,1190,1.1,1.1,1.1,642,751,894,2.5,2.4,2.3
LGA14900,30,32,33,1200,1733,2167,400,437,508,160,195,295,1013,1173,1401,1.2,1.1,1.2,931,1091,1296,3.1,3.1,3.2
LGA14920,40,43,43,542,750,1083,290,353,436,77,100,145,681,855,988,1.1,1.1,1.1,562,691,797,2.4,2.4,2.4
LGA14950,38,42,44,645,867,997,324,391,454,55,80,100,764,1036,1069,1.1,1.1,1.1,655,766,857,2.7,2.6,2.5
LGA15050,33,34,36,867,1300,1733,326,425,561,131,180,259,883,1175,1555,1.1,1.1,1.1,736,1028,1290,2.7,2.7,2.7
LGA15150,36,37,37,1800,2500,3033,622,779,978,320,375,520,1655,2263,2649,1.1,1.1,1.1,1268,1664,2208,2.4,2.4,2.5
LGA15200,34,35,36,1350,1950,2485,467,591,767,210,250,370,1140,1465,1964,1.2,1.2,1.2,962,1183,1601,2.4,2.3,2.3
LGA15270,38,41,41,800,1083,1551,301,360,458,110,148,200,750,937,1204,1.1,1.1,1.1,603,721,938,2.6,2.4,2.4
LGA15300,32,35,37,867,1083,1300,387,465,558,100,114,140,871,1097,1253,1.2,1.1,1.1,759,929,1031,2.7,2.7,2.5
LGA15350,38,40,40,2017,2500,3033,773,956,1103,320,341,474,1936,2677,2838,1.1,1.1,1.1,1551,1886,2458,2.3,2.3,2.3
LGA15500,40,44,46,867,1200,1435,332,395,471,125,155,200,776,1019,1043,1.1,1.1,1.1,656,778,850,2.5,2.4,2.3
LGA15550,34,35,37,716,867,1062,416,474,524,97,110,140,891,1048,1109,1.1,1.1,1.1,755,848,893,2.6,2.6,2.5
LGA15650,33,34,34,867,1257,1733,369,470,646,110,150,230,967,1226,1697,1.1,1.1,1.1,827,1070,1416,2.7,2.6,2.6
LGA15700,43,46,49,721,880,1200,253,297,378,120,145,195,552,687,853,1.1,1.1,1.1,469,565,702,2.4,2.3,2.3
LGA15750,36,38,39,758,951,1300,349,407,537,95,110,140,809,1039,1246,1.1,1.1,1.1,691,795,981,2.6,2.5,2.5
LGA15800,39,42,42,650,771,1075,336,378,454,90,108,140,811,930,1013,1.1,1.1,1.1,655,711,798,2.6,2.4,2.4
LGA15850,36,38,39,650,867,1083,326,393,489,90,110,145,745,948,1084,1.1,1.1,1.1,620,733,841,2.6,2.6,2.5
LGA15900,36,37,37,867,1300,1777,307,407,562,145,195,275,841,1146,1530,1.1,1.1,1.1,646,886,1164,2.3,2.3,2.4
LGA15950,34,35,36,1886,2383,2700,824,1001,1208,330,350,480,1877,2512,2768,1.1,1.1,1.2,1472,1702,2207,1.9,1.9,2.0
LGA16100,35,37,40,905,1100,1517,361,439,532,100,150,170,855,1123,1272,1.1,1.1,1.1,753,907,980,2.7,2.6,2.5
LGA16150,33,35,35,867,1257,1625,370,447,585,135,170,230,925,1153,1472,1.1,1.1,1.1,759,937,1177,2.6,2.5,2.5
LGA16180,38,40,40,1010,1600,2165,460,608,818,120,178,250,1189,1551,2104,1.1,1.1,1.1,961,1285,1783,2.7,2.7,2.7
LGA16200,36,39,40,710,975,1300,297,359,466,95,120,150,749,953,1131,1.1,1.1,1.1,614,709,891,2.6,2.5,2.5
LGA16250,34,34,33,1192,1733,2063,393,444,545,195,230,340,1034,1192,1451,1.2,1.2,1.2,881,1048,1283,2.7,2.7,2.7
LGA16350,30,32,34,1044,1560,1983,443,515,620,180,210,300,1094,1294,1582,1.1,1.1,1.1,986,1163,1396,3.0,2.9,2.9
LGA16370,38,40,42,1647,2178,3000,544,646,747,310,370,500,1450,1761,2137,1.1,1.1,1.1,1202,1451,1813,2.7,2.7,2.7
LGA16380,43,45,47,867,1278,1650,286,363,448,150,190,250,667,890,1008,1.1,1.1,1.1,556,710,838,2.4,2.3,2.3
LGA16400,37,40,42,867,1300,1725,314,389,497,140,180,250,778,1033,1246,1.1,1.1,1.1,662,831,998,2.6,2.5,2.5
LGA16470,33,34,35,932,1500,2000,465,640,839,120,185,285,1102,1524,2066,1.1,1.1,1.1,881,1209,1654,2.6,2.6,2.5
LGA16550,34,35,35,1543,2143,2600,489,587,711,280,310,445,1252,1577,2066,1.2,1.2,1.2,1022,1212,1574,2.4,2.4,2.4
LGA16610,38,41,43,672,927,1300,274,340,405,110,145,200,648,824,956,1.1,1.1,1.1,539,672,786,2.5,2.5,2.4
LGA16650,37,37,36,1300,1820,2167,395,458,554,220,255,370,996,1183,1443,1.2,1.2,1.2,849,1038,1273,2.6,2.6,2.7
LGA16700,36,37,36,1400,1915,2329,470,527,635,220,255,370,1241,1478,1841,1.1,1.1,1.2,1023,1180,1462,2.5,2.5,2.6
LGA16900,33,35,37,997,1517,1900,318,390,476,150,200,250,893,1120,1346,1.1,1.1,1.1,781,983,1125,2.8,2.8,2.7
LGA16950,41,44,46,780,1200,1517,282,348,423,125,170,220,662,849,984,1.1,1.1,1.1,556,689,822,2.5,2.4,2.3
LGA17000,33,34,35,975,1400,2000,394,494,661,130,180,260,1086,1425,1927,1.1,1.1,1.1,958,1263,1687,2.8,2.8,2.7
LGA17050,30,33,34,867,1300,1517,541,652,742,212,180,265,937,1212,1405,1.1,1.1,1.1,976,1167,1306,2.5,2.4,2.4
LGA17100,36,34,33,1526,2000,2195,394,457,556,230,280,400,1145,1273,1595,1.2,1.2,1.3,962,1107,1418,2.9,2.9,2.9
LGA17150,35,37,38,1335,1950,2400,509,596,713,230,260,370,1355,1643,2014,1.1,1.1,1.1,1152,1354,1670,2.8,2.7,2.7
LGA17200,33,33,33,1600,2148,2539,578,736,897,280,330,465,1399,1813,2273,1.2,1.2,1.3,997,1237,1630,1.9,1.9,1.9
LGA17310,36,38,39,758,1083,1430,329,407,513,120,150,200,789,1046,1181,1.1,1.1,1.1,664,817,958,2.6,2.5,2.5
LGA17350,38,42,44,607,867,1083,290,352,418,80,120,130,707,914,978,1.1,1.1,1.1,564,676,780,2.5,2.4,2.3
LGA17400,41,44,47,586,817,1083,266,307,379,80,110,155,601,727,865,1.1,1.1,1.1,493,575,692,2.4,2.4,2.3
LGA17420,35,36,37,1508,2070,2570,542,622,715,295,320,450,1574,1838,2188,1.1,1.1,1.1,1492,1706,2040,3.2,3.1,3.1
LGA17450,40,41,43,572,795,1083,319,393,480,85,110,150,763,996,1108,1.1,1.1,1.1,653,809,888,2.5,2.4,2.3
LGA17500,37,40,41,780,1083,1300,338,393,491,100,120,165,798,1040,1208,1.1,1.1,1.1,677,784,945,2.5,2.4,2.4
LGA17550,43,45,46,867,1300,1733,280,362,440,150,210,300,643,904,1045,1.1,1.1,1.1,536,711,842,2.4,2.4,2.4
LGA17620,38,39,39,780,1100,1600,340,440,563,93,120,170,807,1103,1392,1.1,1.1,1.1,678,879,1070,2.5,2.4,2.4
LGA17640,41,43,46,693,1083,1460,333,372,491,70,80,138,775,965,1192,1.1,1.1,1.1,637,732,952,2.6,2.5,2.4
LGA17650,38,40,42,654,867,1230,323,386,490,95,110,150,766,1010,1128,1.1,1.1,1.1,639,778,926,2.6,2.5,2.6
LGA17700,38,42,46,433,542,500,330,376,378,50,50,80,751,958,854,1.1,1.1,1.1,605,688,731,2.6,2.4,2.4
LGA17750,31,33,33,800,1127,1549,373,459,581,120,155,220,920,1151,1418,1.1,1.1,1.1,752,965,1147,2.6,2.6,2.5
LGA17800,39,43,48,646,867,960,326,378,424,85,80,120,723,963,985,1.1,1.1,1.1,626,754,797,2.7,2.5,2.4
LGA17850,39,41,44,693,867,867,342,379,469,60,80,100,753,925,1077,1.1,1.1,1.1,613,711,826,2.5,2.4,2.4
LGA17900,38,41,44,596,650,810,276,326,392,70,75,100,619,741,959,1.2,1.2,1.1,506,569,709,2.4,2.3,2.3
LGA17950,35,40,41,650,867,900,381,406,509,78,85,105,804,963,1128,1.1,1.1,1.1,687,707,901,2.5,2.4,2.4
LGA18000,37,37,38,1517,2123,2600,518,620,742,270,320,440,1364,1681,2080,1.1,1.1,1.1,1133,1371,1716,2.6,2.6,2.7
LGA18020,40,43,46,563,697,870,272,328,382,75,100,120,643,762,869,1.1,1.1,1.1,535,616,696,2.5,2.4,2.4
LGA18050,35,35,35,1647,2383,3000,601,757,964,310,350,500,1473,1925,2496,1.2,1.2,1.2,1112,1390,1902,2.2,2.2,2.3
LGA18100,41,44,47,542,769,867,281,328,382,60,80,105,666,780,874,1.1,1.1,1.1,523,601,722,2.5,2.3,2.3
LGA18150,39,40,41,609,910,1200,272,341,409,85,105,130,630,804,950,1.1,1.1,1.1,525,639,772,2.5,2.5,2.4
LGA18200,38,40,42,650,900,1200,322,383,479,91,100,148,755,966,1095,1.2,1.1,1.1,617,784,873,2.6,2.6,2.5
LGA18250,36,36,37,1840,2383,2817,602,717,847,335,360,490,1653,2065,2479,1.1,1.2,1.2,1366,1608,1991,2.5,2.5,2.6
LGA18350,38,42,44,1000,1517,1873,378,459,547,150,190,260,922,1165,1348,1.1,1.1,1.1,769,994,1094,2.6,2.5,2.5
LGA18400,33,34,36,1083,1733,2167,416,499,614,160,200,270,1083,1320,1661,1.1,1.1,1.1,983,1206,1476,3.0,3.0,3.0
LGA18450,36,37,38,1062,1517,1950,321,389,486,135,180,250,932,1164,1426,1.1,1.1,1.1,748,932,1097,2.6,2.5,2.5
LGA18500,37,38,38,2128,2763,3234,767,966,1135,350,387,550,1908,2654,2832,1.1,1.1,1.1,1515,1887,2387,2.2,2.2,2.3
LGA18550,37,39,40,953,1452,1733,306,380,467,160,200,260,763,1014,1171,1.1,1.1,1.1,623,774,932,2.5,2.5,2.5
LGA18710,38,39,39,975,1412,2000,425,553,754,110,150,240,1050,1388,1917,1.1,1.1,1.1,891,1184,1620,2.7,2.7,2.7
LGA18750,36,37,40,650,953,1257,319,371,444,100,140,180,739,923,995,1.1,1.1,1.1,603,703,811,2.6,2.5,2.5
LGA19399,34,43,55,725,1218,1040,647,523,549,50,50,56,745,882,1145,1.1,1.1,1.1,671,760,964,2.4,2.4,2.3
