SA3_CODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
11002,193,88,83,104,114,141,113,50,11,901,12,4,3,10,12,4,7,0,0,53,4156,2372,1922,2584,3464,4061,4023,2339,789,25701,8,3,13,16,0,6,0,0,0,48,16,0,12,5,0,3,0,0,0,38,0,0,0,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,7,0,4,0,0,0,0,21,7,25,5,14,26,25,10,3,0,116,5,25,22,20,30,26,10,3,0,142,2080,1105,991,843,783,955,655,218,55,7671,740,443,471,480,534,709,607,369,208,4564,7035,3958,3454,3979,4834,5792,5299,2941,1050,38345
11003,134,45,84,65,50,44,37,14,5,478,0,3,0,0,0,9,3,0,0,17,3464,1800,1957,2097,2567,2571,1912,1032,294,17687,23,3,39,21,7,5,0,0,0,96,11,0,14,11,0,3,0,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,5,0,0,0,20,4,4,3,8,9,10,0,0,0,40,1349,672,705,528,456,329,201,63,15,4321,703,384,370,404,443,421,317,208,90,3346,5575,2869,3103,3089,3495,3351,2438,1300,406,25622
11004,357,168,155,162,193,154,134,64,15,1399,12,0,10,6,4,6,14,0,0,51,10209,5743,5545,6300,7618,7934,6707,4087,1641,55789,54,15,107,37,22,8,5,0,0,256,61,12,58,44,16,3,4,0,0,196,0,0,4,0,0,7,0,0,0,11,9,9,4,7,3,3,0,0,0,43,19,0,42,3,0,4,0,0,0,69,19,27,19,27,40,13,6,4,0,151,49,34,65,40,48,23,8,5,0,261,4447,2456,2774,1837,1607,1452,813,331,92,15810,1378,907,937,913,933,1074,866,561,233,7794,16263,9208,9564,9258,10287,10530,8426,4985,1969,80496
11101,616,320,338,381,412,365,222,107,39,2804,48,20,17,36,25,31,28,7,8,216,11304,7691,6348,8371,10494,10812,9828,5976,2491,73310,91,23,78,82,42,39,18,9,0,390,56,29,43,39,32,17,15,5,0,240,9,3,7,6,14,10,6,0,0,53,9,3,7,4,0,0,0,0,0,30,15,3,24,9,4,4,3,4,0,76,24,26,36,54,47,37,17,8,3,264,50,39,72,72,55,44,24,19,3,366,9007,5340,5622,4850,4334,3658,2171,955,367,36307,1336,842,894,937,1088,1106,1048,668,418,8342,21970,14086,13203,14552,16259,15826,13193,7646,3279,120014
11102,387,277,229,225,268,270,175,82,34,1950,54,30,28,35,33,36,22,16,4,258,7365,4972,4231,5333,6298,6878,6495,3700,1761,47023,74,12,65,57,12,20,13,3,0,254,85,20,62,51,20,10,3,0,0,252,8,0,3,3,0,3,14,3,0,28,3,3,8,0,4,0,3,0,0,16,5,10,13,3,0,0,3,0,0,38,18,16,29,38,40,20,15,8,0,178,26,29,46,42,44,24,17,8,0,232,5198,3122,3237,2580,2391,2190,1486,676,253,21134,850,624,566,603,695,831,793,443,314,5721,13680,8831,8300,8775,9546,10044,8862,4831,2330,75205
11103,889,649,658,556,498,446,287,119,35,4131,18,13,24,19,17,27,18,7,4,143,13948,10618,10205,10969,12757,12436,10227,6346,3007,90516,225,159,266,225,106,61,24,11,3,1090,589,302,545,277,94,57,26,3,3,1893,11,13,15,20,17,13,11,3,0,102,16,11,6,6,11,0,3,0,0,56,31,28,76,24,7,4,13,0,0,186,36,79,91,88,77,42,32,9,0,457,79,121,174,124,97,46,42,12,0,698,11017,10153,11247,7548,5695,4829,2543,980,398,54416,1712,1715,1985,1513,1679,1595,1254,906,894,13240,27770,23405,24838,21005,20756,19270,14221,8303,4317,163884
11201,275,141,123,178,181,240,152,69,22,1385,14,11,8,9,15,14,13,7,3,89,4827,2902,2319,3615,5209,6390,5771,3545,1821,36393,23,12,39,31,31,27,10,7,0,176,22,11,15,16,12,11,3,0,0,101,84,34,21,67,59,44,32,4,9,335,3,0,5,0,8,3,3,0,0,20,19,8,32,3,10,19,7,3,0,106,39,31,51,76,93,79,42,4,6,421,63,41,88,83,107,98,51,7,6,550,6245,3227,3700,4291,4148,4220,2479,734,292,29343,1568,915,1025,1286,1464,1657,1076,603,460,10049,13005,7221,7353,9609,11284,12726,9579,4910,2584,78280
11202,363,187,183,192,232,236,188,64,25,1672,107,42,36,57,29,40,35,16,0,364,6192,4040,3146,3986,5766,6423,5209,3167,1492,39419,33,10,22,27,14,23,11,11,0,148,35,14,24,39,3,5,3,0,0,123,9,0,3,4,3,15,9,0,0,40,17,9,3,7,7,3,0,0,0,47,15,3,11,9,3,10,9,0,0,60,58,62,58,106,93,91,31,14,4,514,87,72,77,117,106,102,41,14,4,624,5047,3056,2529,2675,2680,2922,1539,464,162,21070,1253,979,756,906,1077,1274,848,442,222,7755,12750,8220,6631,7888,9788,10930,7755,4104,1878,69950
11203,413,218,249,259,270,337,290,117,47,2192,3,3,3,4,9,11,13,3,3,61,7140,4421,3670,5102,6897,8318,8287,5618,2660,52100,126,81,95,103,80,99,32,7,3,616,23,10,18,15,16,14,4,4,0,107,17,7,5,11,16,11,16,4,12,90,12,5,3,8,14,0,0,0,0,44,28,29,46,31,23,17,17,4,9,207,34,34,34,49,62,57,46,13,0,332,71,71,84,92,99,81,60,17,8,579,6372,3412,3425,3723,3414,3412,2305,1069,450,27589,1455,850,825,1031,1185,1439,1221,796,447,9243,15327,8921,8219,10268,11917,13583,12026,7535,3581,91371
11301,163,101,87,61,90,86,49,19,3,667,0,0,3,0,5,3,0,3,3,20,6220,3838,3377,3655,4603,4533,3415,2294,967,32899,131,47,160,131,58,32,4,3,0,569,150,59,150,111,84,24,9,0,0,593,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,5,222,78,198,149,97,83,30,13,3,875,6,4,16,20,20,13,4,0,0,76,235,83,216,169,117,92,30,13,4,958,2103,1250,1318,939,795,663,311,169,60,7618,1073,641,647,588,667,683,513,314,179,5300,9944,5948,5925,5639,6342,6041,4295,2805,1216,48144
11302,61,23,12,46,25,49,25,10,3,254,0,0,0,0,0,5,3,3,0,9,1620,895,848,1062,1339,1571,1336,787,325,9789,6,3,10,4,4,0,0,0,0,24,0,0,9,3,4,0,0,0,0,18,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,6,3,3,9,12,4,5,0,0,0,36,3,7,16,14,4,5,0,0,0,53,710,380,347,315,315,308,246,80,28,2746,260,151,203,214,253,279,187,115,71,1742,2612,1433,1442,1629,1941,2175,1780,992,430,14437
11303,378,224,208,186,192,200,122,64,25,1605,3,4,6,3,4,6,5,0,4,34,11903,7577,6573,7221,8470,8725,7191,4406,1938,64004,115,27,153,119,37,20,9,0,0,476,175,82,154,102,36,14,3,3,0,578,5,8,0,4,4,0,3,0,0,26,8,3,4,0,0,3,0,0,0,22,23,9,55,14,0,3,0,0,0,100,14,25,42,26,22,17,7,4,3,148,41,27,99,35,23,23,7,4,3,271,4865,3596,3340,2189,1943,1642,903,331,114,18928,1362,1151,1211,1139,1029,1141,831,522,241,8630,18534,12529,11617,10913,11608,11615,8970,5269,2309,93357
11401,470,242,255,219,308,306,241,104,33,2175,3,6,3,7,7,16,16,13,3,67,7887,4821,4163,5262,7316,9787,10580,6162,2314,58286,41,18,72,40,18,15,4,0,0,216,46,19,36,40,15,12,10,0,0,181,6,4,5,7,13,16,14,13,0,87,6,10,3,5,10,9,3,0,0,42,13,0,15,14,3,0,0,0,0,54,29,35,36,55,69,56,20,10,3,318,46,46,56,72,79,61,26,10,3,407,6750,3860,3738,3409,3447,3828,2790,1170,390,29386,1358,1056,1126,1095,1220,1435,1457,831,439,10017,16289,9912,9300,10069,12278,15320,14951,8202,3158,99490
11402,253,133,124,138,144,181,124,71,13,1180,5,16,6,12,26,16,7,13,5,103,4770,2802,2031,2947,4128,4209,4817,2853,1107,29672,52,20,132,47,13,25,12,4,0,309,30,8,18,15,5,3,6,0,3,84,10,8,7,12,10,23,42,4,7,115,0,0,0,0,0,0,0,0,0,0,11,0,12,7,0,0,0,0,0,36,8,18,12,14,29,22,10,16,0,137,21,18,29,23,28,26,15,16,0,173,2728,1617,1321,1471,1604,1652,1503,612,214,12723,737,393,384,471,608,625,672,357,97,4334,8394,4915,3966,5066,6469,6652,7106,3868,1430,47869
11501,637,457,400,485,500,423,242,93,42,3280,19,20,7,16,19,23,10,8,4,123,15997,11365,6892,10600,12403,11061,8934,4413,1974,83638,1871,866,783,1705,1189,736,359,148,42,7706,943,489,459,609,474,314,190,58,15,3564,37,20,15,27,32,33,24,6,7,193,0,0,0,0,0,0,0,0,0,3,286,182,192,211,209,136,63,54,11,1338,135,100,134,120,147,149,72,23,10,896,419,289,327,335,360,281,131,81,17,2242,7412,4692,4510,5173,4279,3615,1962,647,251,32536,1575,1080,992,1135,1225,982,738,476,548,8750,28997,19312,14564,20580,20833,17858,12751,5950,2906,143738
11502,88,69,44,72,78,78,59,21,5,517,12,6,8,3,11,3,3,3,0,50,3328,2370,1329,1943,2761,2281,2063,1089,496,17664,45,25,12,38,39,10,6,4,0,183,40,26,37,25,28,10,6,8,0,177,4,0,3,3,5,7,0,0,4,38,0,0,0,0,0,0,0,0,0,0,11,10,13,9,7,8,3,0,0,61,15,4,6,12,22,20,11,0,0,86,27,12,19,19,25,25,11,4,0,145,1179,893,617,702,855,748,523,174,72,5768,290,277,151,228,320,284,214,103,33,1910,4958,3649,2198,3013,4125,3437,2856,1380,608,26229
11503,70,74,46,48,88,76,45,17,5,468,0,3,0,3,6,3,8,0,0,24,3000,2060,1419,1939,2586,2180,1640,650,199,15679,3,3,6,3,9,4,0,3,0,27,10,5,10,6,3,0,7,0,0,35,4,0,3,3,5,4,0,3,0,18,5,0,0,4,0,0,0,0,0,8,3,3,0,3,5,0,0,0,0,13,16,4,6,15,15,5,10,3,0,78,24,10,12,14,24,10,5,4,0,96,1436,907,816,801,974,774,396,100,30,6242,389,312,227,284,390,359,276,78,25,2345,4878,3305,2510,3078,4022,3357,2351,839,259,24588
11504,155,107,85,129,129,73,36,11,0,734,3,9,0,6,7,7,0,0,0,41,5407,3085,2105,3643,3455,2352,1662,628,176,22510,243,93,130,215,128,78,31,9,4,934,242,143,122,159,125,71,22,11,0,894,3,4,0,3,7,8,5,3,0,30,0,0,0,0,0,0,0,0,0,3,57,23,40,52,24,30,6,10,3,250,19,20,16,17,22,27,4,0,0,124,77,39,57,76,42,53,14,10,4,375,1626,837,932,1039,735,454,242,68,24,5968,445,255,259,283,293,215,151,61,19,1976,8122,4520,3694,5517,4866,3288,2147,796,230,33182
11601,963,560,656,559,456,397,193,58,28,3858,25,18,32,18,19,24,15,3,5,162,13647,9156,9078,9853,9960,9754,7238,3855,1595,74137,3705,1351,3581,3140,1280,803,375,139,26,14412,2055,1109,1379,1136,717,525,242,76,20,7263,14,0,7,8,11,11,14,3,0,64,8,0,3,0,0,0,0,0,0,10,1194,822,1962,771,266,223,69,32,3,5338,79,70,121,112,88,64,36,17,3,596,1273,891,2081,885,358,293,107,49,11,5944,4454,3443,3876,2985,2466,2024,969,368,120,20717,1944,1283,1633,1310,1140,1040,728,401,218,9694,27471,17504,22074,19767,16342,14816,9823,4951,1998,134753
11602,591,332,317,413,335,207,78,27,12,2311,15,5,13,17,9,13,4,3,0,83,11835,6500,6308,8505,7076,5072,3162,1168,358,49977,2662,859,1615,2432,998,579,246,78,18,9501,1346,627,740,858,519,326,147,31,7,4593,15,6,7,17,6,9,6,0,0,65,7,0,0,0,0,0,0,0,0,8,1214,605,967,921,472,285,147,76,9,4704,88,48,98,76,68,60,26,8,0,467,1304,648,1070,993,538,349,172,93,13,5175,3816,2127,2731,2527,1629,924,480,145,23,14405,1434,890,1284,1363,887,610,338,132,61,6992,22821,11873,14026,17161,11998,8099,4683,1686,488,92823
11603,1232,854,750,542,551,403,179,66,30,4597,29,23,29,15,22,13,5,0,0,134,14004,10074,8510,8379,9218,7821,5403,2426,912,66743,1434,560,1235,1178,619,359,190,56,9,5650,3675,1559,1879,1746,1041,584,309,94,19,10904,3,0,3,4,7,0,4,0,0,25,3,3,3,0,3,0,0,0,0,10,420,131,425,264,79,61,36,6,0,1417,42,44,73,53,51,36,18,9,3,322,464,175,496,322,128,88,54,16,3,1748,4976,3144,2887,1998,1695,1095,540,204,59,16601,2310,1359,1414,1139,1101,893,629,282,68,9197,27033,17015,16626,14970,14007,11017,7211,3100,1084,112066
11701,185,149,235,186,142,103,73,39,13,1113,12,0,0,3,7,4,0,0,0,25,4502,2789,3552,3721,3450,2705,2306,1530,574,25136,166,105,345,186,92,61,38,8,0,1003,687,458,673,516,335,214,91,36,8,3020,170,76,68,116,112,81,69,36,20,740,0,3,0,0,0,0,0,0,0,0,11,9,24,9,5,11,3,0,0,63,8,7,27,21,19,10,13,3,0,111,20,23,54,29,25,16,17,0,0,176,1552,2137,2615,1591,1121,770,381,217,84,10471,682,612,938,661,525,409,273,172,56,4327,7920,6451,8778,7157,5856,4430,3273,2053,765,46693
11702,91,67,175,127,90,68,53,29,4,701,0,0,8,4,3,3,3,0,0,25,2769,1698,3168,3077,2887,2313,2061,1604,674,20251,78,114,291,106,43,29,26,8,0,692,208,147,257,196,113,105,84,23,3,1140,44,18,52,38,29,17,10,3,0,212,3,0,4,8,3,3,0,0,0,20,3,5,9,3,0,0,0,0,0,18,18,22,66,33,37,34,18,5,6,240,26,22,76,41,38,33,21,5,6,272,3585,3081,6693,4524,2966,1700,677,193,70,23497,725,681,1555,1079,807,622,336,182,65,6053,7656,6048,12567,9545,7248,5212,3384,2091,856,54609
11703,201,705,1181,486,288,248,150,64,20,3340,0,7,26,18,23,24,20,9,0,123,4686,7480,17002,10152,7538,6181,4604,2478,1000,61117,184,498,1435,458,167,89,66,23,4,2913,266,649,1124,451,200,132,91,33,8,2953,157,142,432,283,155,248,244,187,74,1921,19,8,7,14,7,7,4,0,0,64,7,35,101,32,7,9,7,0,0,195,33,95,216,153,110,82,26,9,7,722,56,136,323,203,118,100,38,12,4,982,6748,20028,33183,15320,9366,6281,3418,1193,352,95881,2083,5955,11203,5364,3586,2707,1591,785,322,33587,14674,37768,70726,35119,22226,16513,10501,4901,1811,214249
11801,154,133,287,231,155,121,86,44,21,1221,9,4,13,5,9,12,8,3,0,59,7268,4208,8913,7422,6303,4591,4352,2708,1399,47179,81,35,142,129,66,43,25,22,4,551,70,45,146,110,42,34,20,11,7,480,3315,1725,1743,2064,1983,2290,2222,1183,747,17272,0,4,0,0,3,3,0,0,0,9,6,3,21,16,15,4,0,3,0,68,12,27,65,47,53,30,22,8,0,269,22,33,93,64,66,34,17,9,0,341,6619,4402,11179,7667,5045,3257,2131,880,363,41546,2286,1659,4070,2811,2094,1538,1426,896,632,17411,19789,12246,26591,20645,15897,11985,10315,5754,3166,126382
11802,246,324,390,314,215,216,147,55,18,1926,6,3,9,5,8,10,4,4,0,52,10787,7445,10176,9616,8817,7102,5889,4156,2103,66090,164,301,444,203,96,81,62,32,4,1388,346,706,586,276,165,140,74,25,0,2318,1139,487,393,740,760,549,468,263,256,5051,8,5,6,3,0,4,0,0,0,36,20,36,30,24,7,15,12,0,0,141,29,41,91,75,53,34,23,6,0,365,63,78,127,104,70,51,33,13,3,538,6293,10619,10545,6869,4657,3164,1817,703,298,44967,1916,2644,3540,2609,1968,1531,1119,648,474,16450,20958,23124,26570,20992,17000,13097,9762,5967,3181,140654
11901,804,480,566,555,480,419,263,150,65,3784,42,30,29,28,27,31,13,19,6,230,14454,10075,9276,10314,11156,10673,8524,5792,3138,83410,390,228,447,374,218,199,97,39,20,2009,12617,5907,6516,5152,3370,2118,1055,341,81,37149,5,7,4,4,7,11,6,3,3,46,6,5,0,0,0,0,0,0,0,10,106,65,148,69,57,40,21,21,3,527,106,58,99,88,74,80,58,11,4,580,216,131,255,160,128,127,77,24,5,1124,4161,3714,4075,3013,2813,2606,1240,565,291,22472,3267,2039,2236,1861,1738,1462,982,589,354,14535,36679,23545,24127,22547,21292,18900,12622,7686,4028,171429
11902,549,342,468,425,363,290,159,89,43,2729,13,3,10,14,10,13,9,0,0,75,10536,7109,7021,8160,8625,6874,6158,4672,1951,61103,655,621,1601,634,219,205,84,31,6,4052,8954,4166,6730,4640,2335,1426,663,210,55,29188,18,0,15,22,14,13,13,0,5,94,7,3,0,0,3,0,0,0,0,14,93,62,204,73,29,20,9,3,0,491,29,53,62,46,57,61,23,14,3,358,128,118,270,123,86,81,32,17,3,860,3569,3285,3964,2781,3146,2616,1062,549,263,21227,2381,1491,2022,1610,1410,1085,696,444,193,11332,27043,17635,22854,19093,17034,13422,9212,6186,2601,135070
11903,588,391,468,498,439,338,223,147,44,3141,32,13,35,22,25,39,19,7,8,206,10981,7602,6604,8098,9067,7859,6648,4432,2547,63836,639,967,2134,643,211,186,108,56,6,4958,1454,888,984,708,534,336,203,72,33,5209,15,13,16,17,22,36,28,18,3,171,0,0,0,0,0,0,0,0,0,0,39,12,50,29,15,19,3,0,0,168,40,25,54,66,52,33,29,12,3,302,71,39,101,90,65,50,32,14,9,466,5839,6095,7660,4531,4581,4313,2054,1141,405,36622,1573,1263,1648,1156,1182,1071,740,533,305,9481,21165,17498,20522,16276,16702,14809,10295,6521,3409,127193
11904,635,446,693,625,520,502,316,175,72,3970,4,9,6,13,13,13,13,3,3,73,11295,7135,9161,10057,9772,8172,7280,5277,2407,70544,968,1230,3610,996,257,170,114,31,19,7403,3167,2008,2898,1745,1101,645,312,127,36,12040,21,18,29,37,28,27,42,18,8,218,4,4,0,3,7,0,0,0,0,18,49,27,86,36,23,5,8,0,0,248,46,53,126,70,74,30,16,3,3,431,96,83,216,117,98,39,27,7,8,692,4250,4536,7080,3991,3319,3007,1554,581,251,28574,1963,1553,2619,1762,1435,1176,867,665,606,12646,22204,17190,27235,19672,16749,13935,10504,6846,3379,137723
12001,204,160,267,198,164,124,90,34,8,1239,3,0,10,4,8,4,12,4,3,48,8321,4558,5746,7057,6962,5590,4752,3138,1599,47715,381,177,729,435,154,105,82,40,4,2096,305,165,392,227,128,71,48,22,13,1373,39,11,15,30,18,17,35,10,6,190,3,0,0,3,0,0,0,0,0,9,17,14,53,28,9,12,0,0,0,138,33,26,52,70,26,24,17,3,3,266,51,40,106,106,40,40,25,9,3,413,3697,3732,6203,3547,2514,2264,1162,387,172,23681,1133,760,1577,1193,880,746,561,308,184,7338,14098,9683,15461,13042,11061,9170,6820,3998,2011,85356
12002,78,49,132,85,93,56,60,19,7,586,5,0,5,16,3,6,3,0,3,44,4380,1626,2947,4273,3769,2677,2146,1152,505,23481,50,30,92,76,34,28,14,0,0,330,54,28,74,81,33,31,11,9,3,330,58,17,33,58,42,48,41,8,0,311,0,0,0,3,3,0,0,0,0,6,5,0,11,10,3,6,0,0,0,33,5,15,33,35,32,30,11,4,0,173,13,21,46,47,39,38,11,4,0,206,4547,2445,4329,4730,3438,2498,1544,382,108,24023,1073,538,1155,1256,946,709,446,168,103,6389,10272,4772,8862,10765,8452,6166,4305,1745,726,56066
12003,431,386,593,399,371,265,168,94,59,2768,25,7,15,20,12,14,12,3,0,106,9961,7410,8840,8630,9335,7419,6139,4812,2562,65119,1982,2121,5432,1987,724,591,325,166,87,13407,712,470,854,519,338,197,119,41,15,3266,37,22,31,42,36,24,23,18,9,243,0,3,3,0,3,0,0,0,0,7,60,69,168,57,33,16,13,7,0,416,54,71,141,96,73,63,45,10,10,565,115,140,313,157,107,79,54,16,8,996,6567,8818,11698,6465,5692,4519,1918,860,307,46834,1890,2042,3324,2011,1662,1275,823,500,279,13812,21858,22100,32542,21121,19108,15141,9886,6695,3410,151873
12101,271,219,381,316,244,212,144,95,43,1932,0,3,6,4,7,6,15,8,9,57,10416,5423,5783,7751,7580,5629,4420,2962,1701,51664,711,242,1171,818,171,110,57,29,7,3307,300,131,381,251,118,82,53,23,3,1337,215,63,83,175,117,156,165,87,60,1121,0,0,0,0,0,0,0,0,0,3,32,17,61,39,16,15,3,5,0,189,74,33,100,104,68,68,33,16,11,517,103,52,162,149,90,89,39,22,11,706,7379,5249,7979,6901,4957,3736,2443,963,423,40039,1636,1070,1887,1617,1207,1009,714,347,260,9753,21193,12567,18445,18632,14866,11314,8185,4538,2514,112245
12102,408,250,236,339,326,256,147,72,19,2055,12,16,8,18,11,16,15,5,3,104,8036,4610,3507,5914,6281,5103,4131,2380,1106,41079,831,317,971,832,301,164,102,38,13,3556,284,125,260,269,130,96,56,22,9,1252,44,16,16,36,40,43,37,22,15,271,3,0,0,3,0,0,0,0,0,4,66,34,108,61,18,20,8,9,0,324,53,38,50,80,48,32,21,10,8,332,120,68,153,141,66,58,27,17,10,663,5681,3346,3708,4424,3444,2717,1419,607,232,25591,1202,641,816,1007,790,671,501,271,126,6015,16447,9276,9800,13098,11445,9125,6439,3439,1532,80603
12103,447,314,207,309,368,277,186,119,35,2266,18,11,10,21,16,16,13,12,9,122,12259,7851,3574,6926,10024,7162,6330,4832,2773,61737,524,217,277,480,317,210,105,43,16,2193,192,78,134,192,95,85,49,17,7,854,616,460,173,330,459,544,343,152,87,3169,0,0,0,0,0,0,0,0,0,3,84,70,72,67,78,38,28,16,6,451,61,73,47,67,96,95,48,34,7,527,145,144,120,130,173,135,79,52,10,982,8154,5764,4187,5364,5616,4041,2509,1119,510,37250,1702,1216,796,1081,1263,949,851,595,614,9070,23948,15973,9680,15148,18549,13568,10550,6905,4039,118371
12104,148,99,299,236,181,162,105,50,20,1306,14,0,5,14,3,3,12,7,6,71,6343,3366,6873,6747,6007,5319,5108,2695,1355,43811,251,136,750,367,110,67,44,16,7,1735,80,37,183,135,51,23,21,6,3,544,102,54,108,107,84,159,143,72,47,865,0,0,0,0,0,0,0,0,0,0,22,8,38,17,6,10,3,5,3,105,22,16,67,66,48,36,28,12,5,297,43,22,108,78,53,47,34,10,11,408,5046,3282,8074,6174,4352,3364,2394,902,352,33929,1370,912,2342,1800,1375,1236,965,449,265,10708,13395,7950,18895,15981,12343,10449,8880,4197,2052,94139
12201,104,59,82,80,80,76,56,15,3,552,4,0,3,7,8,4,3,3,4,26,3912,1825,2271,2993,3122,2488,2070,1230,591,20500,19,16,33,21,20,7,9,4,0,127,17,13,17,27,17,16,10,0,0,118,11,3,26,35,16,19,21,9,5,151,0,0,0,0,0,0,0,0,0,0,3,3,11,3,3,3,0,0,0,22,14,0,28,23,13,7,3,3,4,99,15,5,38,25,16,13,3,3,4,124,3209,1686,3292,3118,2222,1381,928,326,169,16330,638,392,742,706,537,441,322,148,119,4048,7879,3981,6522,7028,6038,4439,3389,1732,892,41888
12202,236,152,137,169,163,172,98,67,22,1216,5,0,3,7,0,3,3,0,0,25,5966,3338,2171,3780,4965,4753,4274,2514,1112,32874,26,18,45,40,15,11,0,0,0,157,32,15,28,26,24,10,5,0,0,138,19,13,14,17,25,27,31,21,4,179,0,0,0,0,0,0,0,0,0,3,13,13,19,17,8,5,3,0,0,71,29,24,27,26,36,27,16,4,0,195,41,39,47,48,38,37,19,4,0,272,4809,2601,2076,3125,3217,2735,1808,689,318,21376,803,523,389,644,693,665,599,323,221,4860,11751,6584,4844,7787,9100,8360,6806,3560,1651,60438
