SA3_CODE_2016,C16_SH_Tot_NPFH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPFH_2,C16_SDRTHT_0b_NPFH_3,C16_SDRTHT_0b_NPFH_4,C16_SDRTHT_0b_NPFH_5,C16_SDRTHT_0b_NPFH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPFH_2,C16_FUA_0b_NPFH_3,C16_FUA_0b_NPFH_4,C16_FUA_0b_NPFH_5,C16_FUA_0b_NPFH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPFH_2,C16_FUA_1b_NPFH_3,C16_FUA_1b_NPFH_4,C16_FUA_1b_NPFH_5,C16_FUA_1b_NPFH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPFH_2,C16_FUA_2b_NPFH_3,C16_FUA_2b_NPFH_4,C16_FUA_2b_NPFH_5,C16_FUA_2b_NPFH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPFH_2,C16_FUA_3b_NPFH_3,C16_FUA_3b_NPFH_4,C16_FUA_3b_NPFH_5,C16_FUA_3b_NPFH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPFH_2,C16_FUA_4mb_NPFH_3,C16_FUA_4mb_NPFH_4,C16_FUA_4mb_NPFH_5,C16_FUA_4mb_NPFH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPFH_2,C16_FUA_NB_NS_NPFH_3,C16_FUA_NB_NS_NPFH_4,C16_FUA_NB_NS_NPFH_5,C16_FUA_NB_NS_NPFH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPFH_2,C16_FUA_Tot_NPFH_3,C16_FUA_Tot_NPFH_4,C16_FUA_Tot_NPFH_5,C16_FUA_Tot_NPFH_6_mor,C16_FUA_T_T,C16_OD_0b_NPFH_2,C16_OD_0b_NPFH_3,C16_OD_0b_NPFH_4,C16_OD_0b_NPFH_5,C16_OD_0b_NPFH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_T_T,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_T,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_T_T
10902,126,2963,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,7,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,16,4,4,0,0,26,0,0,0,0,0,0,5,3,0,0,0,9,35,6,3,0,0,44,9,3,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,57,7,5,0,0,69,3,0,0,0,0,3,11,0,0,0,0,13,10,3,0,0,0,9,3,4,0,3,0,12,3,0,0,0,0,4,3,0,0,0,0,3,37,6,4,3,0,49,18,0,5,3,0,28,1602,588,503,317,123,3133
10903,347,10135,0,0,0,0,0,0,6,0,0,0,0,4,95,5,0,0,0,108,47,7,5,0,0,62,3,0,4,0,0,8,3,0,0,0,0,3,149,15,10,3,0,182,0,0,0,0,0,0,14,3,0,0,0,16,155,25,10,0,0,185,31,15,4,0,0,43,3,3,6,0,0,13,5,0,0,0,0,4,204,38,16,3,4,264,3,0,0,0,0,3,17,0,0,0,0,22,52,0,4,0,0,57,27,14,7,0,0,51,9,3,7,3,0,23,6,0,0,0,0,6,118,15,18,11,0,158,36,12,9,7,4,58,6084,1792,1704,868,358,10794
11001,323,8217,0,0,0,0,0,0,13,0,0,0,0,15,133,34,36,7,0,212,39,29,18,6,0,98,5,6,4,0,3,20,3,0,0,0,0,4,194,71,57,15,4,347,0,0,0,0,0,0,10,3,0,0,0,14,74,16,17,5,4,106,15,9,0,3,3,31,4,0,0,0,0,8,0,0,0,0,0,4,104,34,16,9,9,171,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,5,15,7,3,0,0,22,0,3,0,0,0,7,0,0,0,0,0,0,24,7,3,0,0,42,34,18,6,11,0,68,4433,1681,1627,773,334,8845
11002,375,9309,0,0,0,0,0,0,5,0,0,0,0,5,26,4,3,0,0,32,22,12,8,4,0,46,0,0,0,3,0,7,4,0,0,0,0,4,62,15,6,4,0,91,0,0,0,0,0,0,8,0,0,0,0,16,59,21,9,0,0,86,10,3,4,0,0,20,0,0,0,0,0,3,3,0,0,0,0,3,83,25,15,0,0,131,9,4,0,0,0,8,20,0,0,0,0,20,4,7,0,0,0,9,14,0,3,0,0,24,9,3,3,3,3,23,0,0,0,0,0,0,62,13,10,3,4,92,64,21,12,17,11,117,5312,1742,1466,834,394,9745
11003,301,5669,0,0,0,0,0,0,6,0,0,0,0,3,30,10,7,0,0,50,30,15,3,3,0,61,24,16,21,9,4,74,4,0,0,0,0,6,93,41,33,18,4,190,0,0,0,0,0,0,6,0,0,0,0,7,95,30,4,0,0,131,20,15,3,0,0,39,3,3,0,0,0,3,6,0,0,0,0,7,138,44,8,3,0,192,3,0,0,0,0,3,9,0,0,0,0,9,10,0,0,0,0,14,11,3,0,3,0,17,3,0,0,0,0,8,6,0,0,0,0,6,36,8,7,6,3,54,12,8,6,3,3,31,2823,1242,1135,621,314,6141
11004,835,19141,3,0,0,0,0,4,28,4,0,0,0,35,297,81,15,3,0,390,97,50,17,0,5,172,6,6,14,3,3,36,21,3,0,0,0,23,449,143,45,11,10,661,0,0,0,0,0,0,8,4,0,0,0,11,100,22,16,3,0,141,14,8,11,4,0,35,4,3,3,0,0,15,7,0,0,0,0,9,131,39,21,6,3,203,15,3,0,0,0,16,14,0,0,0,0,14,12,7,4,0,3,22,78,45,39,9,5,176,25,13,14,4,9,61,9,0,0,0,0,9,151,68,50,11,17,297,60,24,19,7,9,116,9760,4166,3805,1816,868,20418
11101,1033,29459,0,0,0,0,0,0,52,3,0,0,0,56,862,138,37,6,0,1051,644,268,139,36,13,1091,42,33,31,24,13,146,27,7,3,0,0,43,1624,455,207,66,29,2389,0,0,0,0,0,0,88,5,0,0,0,97,341,60,18,0,0,420,137,48,31,10,3,234,8,8,3,0,3,24,18,0,6,0,0,24,590,125,63,10,7,798,3,0,0,0,0,3,22,0,0,0,0,22,28,7,0,0,0,40,17,5,8,3,0,26,8,3,3,4,0,22,0,0,0,0,0,0,76,17,11,4,0,110,35,7,0,0,4,50,14849,6994,7151,2732,1073,32800
11102,817,19088,0,0,0,0,0,0,33,0,0,0,0,33,338,33,3,3,0,380,227,63,33,16,3,351,19,4,11,0,3,39,12,0,0,0,0,15,629,105,47,21,6,817,0,0,0,0,0,0,15,0,0,0,0,17,110,13,7,3,0,130,38,10,10,0,0,60,7,4,0,0,0,18,3,0,0,0,0,4,175,37,21,4,3,237,4,0,0,0,0,4,26,0,0,0,0,26,33,7,0,0,0,43,8,4,5,0,0,16,4,0,0,0,0,7,0,0,0,0,3,8,74,13,7,4,3,101,14,10,6,0,4,34,9292,4189,4169,1791,839,20273
11103,1121,33333,0,0,0,0,0,0,115,10,3,0,0,128,1437,303,118,30,3,1890,1066,559,365,115,41,2150,100,86,103,59,23,375,38,16,9,0,7,63,2754,969,592,210,73,4594,13,0,0,0,0,15,322,31,3,0,0,359,1105,248,70,14,3,1439,429,160,81,17,12,706,29,16,19,7,5,77,28,10,0,7,0,41,1926,470,181,41,17,2640,4,0,0,0,0,5,5,0,0,0,0,5,18,8,3,0,0,34,15,8,6,3,4,37,5,3,5,3,0,17,3,0,0,0,0,4,52,23,15,3,4,102,63,18,18,0,3,103,18950,8949,8400,3246,1220,40769
11201,540,16107,3,0,0,0,0,3,35,3,0,3,0,41,574,141,57,11,0,786,741,335,216,56,5,1358,61,50,36,26,12,186,26,7,4,0,0,45,1440,547,314,93,16,2412,0,3,0,0,0,4,25,3,0,0,0,28,280,61,21,3,0,361,134,73,31,10,3,247,8,3,11,0,3,31,4,0,0,0,0,4,454,141,71,10,7,676,15,0,0,0,0,19,72,6,4,0,0,74,115,19,9,3,0,149,29,8,8,3,3,53,10,5,3,0,4,21,12,0,0,0,0,12,251,39,24,10,8,332,66,30,14,19,3,133,9905,4055,3652,1468,573,19663
11202,751,16160,0,0,0,0,0,0,11,3,0,0,0,16,223,55,18,5,0,294,141,57,20,11,3,236,12,10,5,3,0,23,11,0,0,0,0,17,399,117,45,21,5,584,3,0,0,0,0,3,24,6,0,0,0,26,164,41,11,3,0,216,54,38,15,9,0,121,5,11,10,4,3,34,4,5,0,0,0,10,259,98,35,15,3,413,11,6,0,0,0,16,26,4,0,0,0,29,28,8,4,0,0,47,47,13,12,6,0,76,14,13,12,19,6,62,10,3,0,0,0,12,137,46,30,26,9,245,45,17,9,4,3,80,8585,3560,3025,1535,772,17477
11203,842,17635,3,0,0,0,0,3,50,0,0,0,0,52,763,134,60,8,0,965,1298,516,345,80,25,2266,50,36,45,23,17,174,44,10,6,0,0,71,2209,700,462,112,44,3524,3,0,0,0,0,3,73,3,3,0,0,77,878,171,72,5,3,1136,353,136,70,19,11,587,15,5,4,7,7,35,37,3,3,0,0,42,1361,318,150,32,17,1884,21,0,0,0,0,23,142,5,0,0,0,150,184,16,3,0,0,206,28,14,7,0,0,47,5,3,3,3,3,14,16,0,0,0,0,16,388,44,14,4,7,453,103,21,16,5,4,154,12003,4534,4298,1898,918,23650
11301,570,10745,0,0,0,0,0,0,6,0,0,0,0,5,58,19,10,6,0,97,70,24,19,6,3,125,0,3,5,0,0,12,6,0,0,0,0,10,144,50,42,10,3,252,0,0,0,0,0,3,22,3,0,0,0,27,152,74,47,18,12,304,62,37,26,5,4,136,6,3,4,0,0,15,9,3,5,0,0,21,256,124,85,31,10,504,7,0,0,0,0,10,7,0,0,0,0,9,4,5,0,0,0,13,14,4,6,3,0,27,7,5,0,3,0,12,0,0,0,0,0,4,39,18,4,7,3,70,34,13,20,6,9,82,5252,2234,2311,1257,595,11654
11302,133,3615,0,0,0,0,0,0,6,0,0,0,0,8,13,0,0,0,0,11,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,0,0,25,0,0,0,0,0,0,4,0,0,0,0,4,26,6,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,4,0,0,41,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,3,4,4,0,0,0,8,3,0,0,0,0,7,0,0,0,0,0,0,13,4,0,0,0,15,10,3,3,6,0,22,2015,626,661,293,133,3723
11303,1046,21890,0,0,0,0,0,0,10,0,0,0,0,9,184,36,19,3,0,242,59,25,17,0,0,108,4,0,3,0,0,12,6,0,0,0,0,9,270,66,36,3,8,387,3,0,0,0,0,5,26,5,3,0,0,32,390,133,47,10,3,577,71,33,16,3,0,125,5,4,3,3,0,16,13,0,3,0,0,18,513,173,77,10,3,778,0,0,0,0,0,0,22,0,0,0,0,22,19,0,0,0,0,19,19,8,11,5,3,50,24,8,16,14,5,70,9,3,0,0,0,9,95,22,27,18,8,168,48,16,16,14,5,94,11162,4554,4271,2263,1067,23320
11401,938,24398,0,0,0,0,0,0,15,9,0,0,0,24,372,39,18,0,0,435,280,83,37,12,3,421,18,10,11,8,8,53,19,0,0,0,0,28,717,143,67,26,14,959,0,0,0,0,0,0,17,0,3,0,0,14,131,27,4,0,0,163,78,24,9,0,3,123,13,8,3,6,3,23,0,0,0,0,0,0,237,58,23,12,3,335,5,3,0,0,0,9,53,3,4,0,0,59,187,17,10,3,0,212,59,10,3,0,4,79,7,3,9,3,0,30,15,0,0,0,0,14,326,30,22,7,5,403,82,23,26,15,7,158,14344,4809,4186,1933,971,26243
11402,510,12105,0,0,0,0,0,0,3,0,0,0,0,9,156,22,12,3,0,187,133,34,14,3,0,183,21,4,3,3,3,36,3,0,0,0,0,3,317,63,24,8,8,422,0,0,0,0,0,0,10,6,0,0,0,17,38,9,3,0,0,50,20,9,3,0,0,27,4,3,3,3,0,8,0,0,0,4,0,3,75,21,9,5,0,107,3,0,0,0,0,4,3,0,0,0,0,3,10,7,0,0,0,11,7,3,0,3,0,11,3,3,0,3,0,6,0,0,3,0,0,3,27,10,8,3,0,47,46,7,12,4,4,71,6544,2286,2287,1106,515,12744
11501,2075,32436,0,0,0,0,0,0,20,8,0,0,0,28,414,104,59,3,5,584,987,784,800,167,29,2767,203,196,226,78,51,753,27,6,5,0,5,43,1648,1100,1088,253,85,4174,3,0,3,0,0,3,103,28,0,0,0,125,584,265,120,22,3,994,270,166,126,31,15,607,8,3,4,3,3,21,17,6,0,0,0,24,988,455,255,59,24,1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,5,4,0,5,0,0,0,0,0,0,3,0,7,4,0,18,21,14,17,3,7,58,11434,8503,11432,4914,2184,38468
11502,625,6242,0,0,0,0,0,0,6,0,0,0,0,6,25,0,0,0,0,30,58,50,34,8,0,150,3,8,14,3,3,28,0,0,0,0,0,0,98,53,41,10,3,212,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,37,12,3,0,0,0,19,0,7,3,0,0,8,3,0,0,0,0,5,53,11,5,0,0,69,0,0,0,0,0,3,18,0,0,0,0,18,15,5,3,0,0,17,5,7,4,0,0,13,3,3,3,0,0,12,0,0,0,0,0,0,37,16,12,0,0,68,11,13,4,3,0,44,2259,1225,1569,948,637,6630
11503,436,6231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,3,0,0,6,0,8,0,0,0,0,0,0,8,3,3,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,3,4,0,3,0,6,0,0,0,0,0,3,12,4,0,5,0,22,24,5,4,4,5,49,2333,1272,1509,765,442,6327
11504,573,7442,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,3,0,12,36,33,25,5,4,108,109,141,276,161,69,762,5,0,0,0,0,5,161,177,311,175,69,887,0,0,0,0,0,0,9,0,0,0,0,11,28,5,3,0,0,32,16,3,5,0,0,21,3,0,4,3,7,15,0,0,0,0,0,0,51,14,11,3,7,79,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,0,3,0,0,0,3,3,3,3,0,0,11,0,0,0,0,0,0,11,4,3,0,0,24,12,6,8,7,4,35,2086,1707,2660,1358,649,8466
11601,2454,27823,0,3,0,6,4,15,64,13,6,3,3,81,340,203,148,24,15,734,652,740,738,261,123,2514,100,164,219,104,104,689,27,20,14,8,13,80,1184,1136,1126,409,262,4115,3,0,3,3,0,10,73,10,5,0,0,90,616,512,316,79,37,1554,22,37,39,20,15,131,5,3,3,0,4,13,15,19,12,4,0,47,730,579,369,107,58,1848,0,0,0,0,0,0,4,0,0,0,0,4,9,3,3,0,0,19,3,0,6,3,0,14,3,3,3,0,3,9,0,0,0,0,0,0,23,8,10,3,6,57,25,30,16,11,4,84,10515,8213,8562,3855,2778,33925
11602,1407,16581,0,0,0,0,0,0,10,4,0,0,0,15,97,73,29,6,3,205,702,708,658,173,62,2303,725,730,1305,535,279,3570,17,7,12,3,3,46,1554,1519,2003,720,345,6141,0,0,0,0,0,0,3,0,0,0,0,3,100,42,20,3,0,162,89,96,119,35,10,343,13,14,23,13,6,61,0,0,3,0,0,4,201,156,162,42,19,586,3,0,0,0,0,3,10,0,0,0,0,9,39,9,3,0,0,55,16,8,5,6,3,37,11,6,7,3,0,27,0,0,0,0,0,3,78,29,13,5,5,136,31,24,19,14,4,94,5540,5531,7607,3074,1785,23533
11603,2795,22336,5,0,3,0,0,13,39,0,4,0,0,44,146,75,51,23,8,304,474,502,522,300,176,1977,61,142,207,137,144,687,26,7,14,5,11,64,748,736,800,464,336,3083,0,4,0,0,0,3,35,14,9,0,0,52,360,246,169,44,16,837,22,39,28,28,7,128,0,0,5,3,3,6,15,3,4,3,0,23,431,310,208,78,32,1054,0,0,0,0,0,0,3,0,0,0,0,3,10,8,3,0,0,16,7,9,15,9,3,38,0,0,0,0,0,5,0,0,0,0,0,0,12,14,16,5,3,61,18,10,7,8,4,51,7059,6115,6432,3803,3171,26580
11701,326,4452,0,0,0,0,0,0,22,0,0,0,0,25,189,92,70,7,3,360,254,231,298,75,25,875,42,46,91,61,33,278,13,8,3,0,3,23,517,375,464,146,61,1562,7,3,0,3,0,12,499,90,29,0,3,630,1525,1093,688,182,53,3532,278,262,300,130,61,1031,9,9,11,6,11,44,51,16,15,10,0,101,2370,1474,1043,335,128,5347,0,0,0,0,0,0,11,3,0,0,0,10,19,4,4,0,0,29,4,8,12,0,3,24,0,4,3,5,0,7,0,0,0,0,0,5,33,17,21,3,8,76,14,13,8,5,0,39,4237,2813,2828,1079,524,11477
11702,290,4409,4,0,0,0,0,3,74,11,3,0,0,88,774,336,190,24,8,1319,641,512,536,130,37,1854,131,128,204,104,66,631,22,13,12,3,3,54,1645,997,941,261,112,3950,37,5,0,0,0,47,775,54,14,3,0,852,1491,652,239,58,5,2448,134,127,82,21,18,381,16,17,26,11,8,66,37,13,8,3,0,64,2486,868,368,98,32,3851,3,0,0,0,0,7,34,3,0,0,0,41,45,24,11,0,0,79,20,14,19,5,6,56,3,3,3,0,3,21,0,3,0,0,0,9,102,45,37,11,6,204,32,14,13,5,5,67,5780,2990,2489,782,452,12482
11703,48,1264,20,0,0,4,0,21,533,38,11,3,0,580,2532,811,379,31,9,3758,1747,1212,1050,201,50,4261,425,378,545,259,123,1733,71,40,14,10,13,148,5327,2472,2003,516,187,10508,603,45,6,0,3,661,8862,718,149,27,8,9756,8763,3484,1726,383,220,14581,1680,956,756,223,147,3767,86,53,61,38,28,265,260,86,43,28,33,445,20249,5341,2742,707,440,29482,3,0,0,0,0,3,31,3,0,0,0,42,35,20,8,3,0,69,13,7,12,3,5,39,8,3,3,4,8,19,0,0,0,0,0,3,92,33,22,14,11,178,108,51,28,11,3,201,26289,8156,5123,1361,696,41627
11801,410,7419,4,3,0,0,0,9,65,10,3,0,0,77,985,345,205,29,0,1565,1330,910,998,212,30,3480,467,472,794,385,115,2240,34,12,9,3,0,65,2888,1756,2019,632,146,7436,152,12,0,3,0,168,2095,139,22,6,0,2255,5123,2153,815,103,8,8206,1532,805,691,143,51,3216,125,79,111,77,25,415,125,40,17,3,3,191,9141,3232,1658,331,88,14452,0,0,0,0,0,0,40,12,0,0,0,48,66,35,6,0,0,109,19,21,20,8,4,74,0,8,0,3,0,16,3,0,0,0,0,7,136,69,27,16,5,253,65,22,26,10,10,143,14452,6444,5894,2244,670,29707
11802,682,10903,7,0,0,0,0,3,57,9,8,0,0,73,628,305,218,34,4,1192,991,887,1122,274,52,3324,276,330,649,292,110,1648,34,18,9,3,0,73,1996,1548,2004,598,170,6318,77,10,0,0,0,88,1865,214,41,0,0,2131,5183,2479,1204,206,39,9113,877,711,679,153,49,2480,34,30,60,44,23,186,148,57,20,3,5,231,8187,3504,2005,414,117,14229,3,0,0,0,0,3,33,3,4,0,0,42,58,21,12,3,3,101,14,20,20,11,3,57,6,3,6,9,5,31,3,0,0,0,0,5,114,46,40,21,14,241,29,18,18,15,10,89,13571,7337,7291,2593,989,31775
11901,3456,27420,9,5,3,3,0,15,81,11,0,0,0,94,467,207,128,45,9,866,1104,1013,994,501,266,3881,520,638,910,588,497,3147,50,34,26,19,22,146,2226,1912,2057,1159,795,8146,25,11,6,3,0,35,166,30,12,3,0,212,1379,1041,823,284,91,3617,180,227,241,136,95,881,8,15,17,15,23,79,56,25,28,9,0,111,1814,1346,1125,450,212,4939,0,0,0,0,0,0,5,0,0,0,0,8,32,23,18,3,0,70,12,14,13,10,6,58,10,5,11,4,6,29,3,0,0,0,0,5,60,46,37,18,17,177,43,21,25,23,11,130,11930,8936,9812,5647,4495,40811
11902,2199,17675,4,0,0,0,4,3,49,3,5,0,3,58,462,334,223,69,35,1121,386,383,431,219,127,1550,157,155,247,200,173,931,23,19,17,14,10,82,1082,890,925,501,348,3741,12,15,3,0,3,40,398,145,36,8,3,590,3195,2656,2027,744,279,8906,211,262,263,172,137,1047,15,20,30,40,24,132,111,71,44,14,10,253,3947,3171,2408,977,457,10966,0,0,0,0,0,0,8,0,0,0,0,13,28,28,12,6,4,81,6,7,11,4,16,49,3,0,3,6,10,22,0,0,7,0,0,9,48,39,29,22,26,166,34,23,20,16,12,102,10195,7772,7745,3904,3042,32653
11903,1637,19316,3,0,3,0,3,10,54,6,5,0,0,59,361,152,97,15,7,634,739,524,517,176,82,2032,186,217,325,166,142,1040,27,15,5,8,7,65,1371,918,956,359,245,3849,7,5,3,0,0,20,505,123,27,4,3,666,2409,1843,1106,284,82,5724,460,515,542,237,155,1908,21,31,44,33,32,155,64,44,29,11,7,159,3467,2559,1755,565,278,8627,0,0,0,0,0,0,3,0,0,0,0,3,23,17,12,7,0,61,5,5,15,11,4,36,4,3,3,0,3,17,0,0,0,0,0,0,43,23,28,17,13,117,34,22,19,7,3,79,10703,7604,8006,3507,2178,31992
11904,1469,16743,0,0,0,0,0,4,45,8,8,0,0,59,647,291,200,52,13,1200,826,603,604,204,85,2318,92,83,191,108,59,534,23,10,9,10,3,53,1632,990,1006,370,160,4159,20,11,12,3,0,39,846,172,47,16,3,1085,4163,2935,1846,483,163,9588,572,537,515,246,156,2022,15,6,24,12,18,76,106,47,49,24,11,238,5714,3710,2488,788,352,13048,3,0,0,0,0,3,24,9,0,0,0,36,37,39,15,6,3,100,12,12,18,7,11,56,6,3,3,3,6,23,3,0,4,0,0,9,91,62,46,13,16,227,51,25,10,6,4,90,12749,8351,7817,3352,2001,34274
12001,516,10240,0,0,0,0,0,0,22,3,0,0,0,29,354,174,96,15,3,639,441,333,351,68,21,1211,60,74,102,36,18,290,14,7,3,0,0,24,893,582,554,122,44,2192,14,0,0,0,0,18,841,150,24,3,0,1019,3248,1674,768,106,24,5818,1166,676,606,170,44,2660,52,22,42,20,3,140,56,18,17,10,3,104,5373,2549,1460,300,79,9756,0,0,0,0,0,0,25,3,0,0,0,27,55,22,3,3,0,88,21,22,11,3,0,56,5,0,3,3,0,14,0,3,0,0,0,3,112,47,17,11,9,192,36,18,17,7,3,84,9557,5377,5181,1705,650,22465
12002,71,2724,0,0,0,0,0,0,172,12,0,0,0,191,1522,636,355,31,3,2545,1465,1040,1157,247,37,3947,356,324,613,284,75,1652,30,16,12,3,0,63,3537,2031,2143,567,113,8394,30,5,0,0,0,29,537,24,7,0,0,565,984,373,150,18,0,1534,216,129,102,26,0,469,18,7,12,15,0,52,30,8,4,0,0,40,1811,549,277,59,7,2694,0,0,0,0,0,0,18,0,0,0,0,16,29,17,6,0,0,53,9,13,11,0,0,34,0,0,9,0,3,15,0,0,0,0,0,6,58,37,19,8,4,122,37,15,13,9,3,75,6406,3273,3278,856,195,14007
12003,1201,15798,4,0,0,0,0,7,51,6,3,3,0,67,693,360,247,41,7,1354,553,521,605,171,55,1902,228,227,348,184,146,1134,25,14,11,3,7,56,1545,1134,1210,402,214,4508,44,13,12,3,0,69,1367,255,67,17,3,1705,4672,3337,2100,512,154,10778,476,588,582,273,144,2065,41,33,58,46,47,236,109,62,37,26,8,244,6713,4299,2859,879,357,15096,0,0,0,0,0,0,47,4,0,0,0,52,86,42,20,3,4,150,16,20,28,15,3,87,8,7,4,4,13,32,0,3,0,0,0,7,155,82,53,24,14,329,71,50,37,18,9,183,13283,9014,8503,3326,1800,35919
12101,687,15187,0,0,0,0,0,0,24,4,0,0,0,34,302,160,93,13,3,568,370,312,349,101,19,1149,66,79,114,40,16,311,10,0,0,0,0,11,772,563,553,153,29,2071,94,6,4,3,0,108,1639,312,55,7,3,2008,3709,2233,1160,194,60,7349,756,665,594,160,58,2232,34,15,34,13,5,100,61,44,18,5,3,140,6287,3269,1864,385,128,11937,0,0,0,0,0,0,6,0,0,0,0,6,14,4,3,0,0,23,3,3,3,0,0,8,0,0,0,0,0,3,0,0,0,0,0,3,28,8,7,0,0,45,28,6,9,10,4,58,11622,6960,7205,2658,859,29301
12102,779,15618,0,0,0,0,0,0,24,0,0,0,0,30,123,52,22,5,0,202,335,252,231,63,19,907,59,41,72,34,21,219,5,0,0,0,3,18,551,352,327,104,46,1378,14,4,3,0,0,21,294,71,10,0,0,381,1398,1165,674,119,29,3391,206,205,188,63,18,684,3,3,9,3,0,23,28,16,5,3,3,57,1944,1466,898,191,56,4559,0,0,0,0,0,0,5,0,0,0,0,5,6,3,3,0,0,9,3,0,0,0,3,5,0,3,0,0,0,7,0,0,0,0,0,0,12,4,0,4,4,22,35,9,3,0,3,45,7433,5215,5874,2217,887,21629
