SA3_CODE_2016,Per_age_15ov_C06_M,Per_age_15ov_C06_F,Per_age_15ov_C06_P,Per_age_15ov_C11_M,Per_age_15ov_C11_F,Per_age_15ov_C11_P,Per_age_15ov_C16_M,Per_age_15ov_C16_F,Per_age_15ov_C16_P,Lfs_Em_FT_C06_M,Lfs_Em_FT_C06_F,Lfs_Em_FT_C06_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Em_FT_C16_M,Lfs_Em_FT_C16_F,Lfs_Em_FT_C16_P,Lfs_Em_PT_C06_M,Lfs_Em_PT_C06_F,Lfs_Em_PT_C06_P,Lfs_Em_PT_C11_M,Lfs_Em_PT_C11_F,Lfs_Em_PT_C11_P,Lfs_Em_PT_C16_M,Lfs_Em_PT_C16_F,Lfs_Em_PT_C16_P,Lfs_Em_AFWr_C06_M,Lfs_Em_AFWr_C06_F,Lfs_Em_AFWr_C06_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Em_AFWr_C16_M,Lfs_Em_AFWr_C16_F,Lfs_Em_AFWr_C16_P,Lfs_Unem_LFW_C06_M,Lfs_Unem_LFW_C06_F,Lfs_Unem_LFW_C06_P,Lfs_Unem_LFW_C11_M,Lfs_Unem_LFW_C11_F,Lfs_Unem_LFW_C11_P,Lfs_Unem_LFW_C16_M,Lfs_Unem_LFW_C16_F,Lfs_Unem_LFW_C16_P,Lfs_Tot_LForc_C06_M,Lfs_Tot_LForc_C06_F,Lfs_Tot_LForc_C06_P,Lfs_Tot_LForc_C11_M,Lfs_Tot_LForc_C11_F,Lfs_Tot_LForc_C11_P,Lfs_Tot_LForc_C16_M,Lfs_Tot_LForc_C16_F,Lfs_Tot_LForc_C16_P,N_LForc_C06_M,N_LForc_C06_F,N_LForc_C06_P,N_LForc_C11_M,N_LForc_C11_F,N_LForc_C11_P,N_LForc_C16_M,N_LForc_C16_F,N_LForc_C16_P,Pcnt_Unemp_C06_M,Pcnt_Unemp_C06_F,Pcnt_Unemp_C06_P,Pcnt_Unemp_C11_M,Pcnt_Unemp_C11_F,Pcnt_Unemp_C11_P,Pcnt_Unemp_C16_M,Pcnt_Unemp_C16_F,Pcnt_Unemp_C16_P,Pcnt_LForc_prt_C06_M,Pcnt_LForc_prt_C06_F,Pcnt_LForc_prt_C06_P,Pcnt_LForc_prt_C11_M,Pcnt_LForc_prt_C11_F,Pcnt_LForc_prt_C11_P,Pcnt_LForc_prt_C16_M,Pcnt_LForc_prt_C16_F,Pcnt_LForc_prt_C16_P,Pcnt_Emp_to_pop_C06_M,Pcnt_Emp_to_pop_C06_F,Pcnt_Emp_to_pop_C06_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,Pcnt_Emp_to_pop_C16_M,Pcnt_Emp_to_pop_C16_F,Pcnt_Emp_to_pop_C16_P,No_sc_qu_Po_De_C06_M,No_sc_qu_Po_De_C06_F,No_sc_qu_Po_De_C06_P,No_sc_qu_Po_De_C11_M,No_sc_qu_Po_De_C11_F,No_sc_qu_Po_De_C11_P,No_sc_qu_Po_De_C16_M,No_sc_qu_Po_De_C16_F,No_sc_qu_Po_De_C16_P,N_s_q_Gr_D_G_Ce_C06_M,N_s_q_Gr_D_G_Ce_C06_F,N_s_q_Gr_D_G_Ce_C06_P,N_s_q_Gr_D_G_Ce_C11_M,N_s_q_Gr_D_G_Ce_C11_F,N_s_q_Gr_D_G_Ce_C11_P,N_s_q_Gr_D_G_Ce_C16_M,N_s_q_Gr_D_G_Ce_C16_F,N_s_q_Gr_D_G_Ce_C16_P,N_s_q_BD_C06_M,N_s_q_BD_C06_F,N_s_q_BD_C06_P,N_s_q_BD_C11_M,N_s_q_BD_C11_F,N_s_q_BD_C11_P,N_s_q_BD_C16_M,N_s_q_BD_C16_F,N_s_q_BD_C16_P,N_s_q_AdDip_DL_C06_M,N_s_q_AdDip_DL_C06_F,N_s_q_AdDip_DL_C06_P,N_s_q_AdDip_DL_C11_M,N_s_q_AdDip_DL_C11_F,N_s_q_AdDip_DL_C11_P,N_s_q_AdDip_DL_C16_M,N_s_q_AdDip_DL_C16_F,N_s_q_AdDip_DL_C16_P,N_s_q_Cert_III_IV_C06_M,N_s_q_Cert_III_IV_C06_F,N_s_q_Cert_III_IV_C06_P,N_s_q_Cert_III_IV_C11_M,N_s_q_Cert_III_IV_C11_F,N_s_q_Cert_III_IV_C11_P,N_s_q_Cert_III_IV_C16_M,N_s_q_Cert_III_IV_C16_F,N_s_q_Cert_III_IV_C16_P,N_s_q_Cert_I_II_C06_M,N_s_q_Cert_I_II_C06_F,N_s_q_Cert_I_II_C06_P,N_s_q_Cert_I_II_C11_M,N_s_q_Cert_I_II_C11_F,N_s_q_Cert_I_II_C11_P,N_s_q_Cert_I_II_C16_M,N_s_q_Cert_I_II_C16_F,N_s_q_Cert_I_II_C16_P,N_s_q_Cert_Lev_nfd_C06_M,N_s_q_Cert_Lev_nfd_C06_F,N_s_q_Cert_Lev_nfd_C06_P,N_s_q_Cert_Lev_nfd_C11_M,N_s_q_Cert_Lev_nfd_C11_F,N_s_q_Cert_Lev_nfd_C11_P,N_s_q_Cert_Lev_nfd_C16_M,N_s_q_Cert_Lev_nfd_C16_F,N_s_q_Cert_Lev_nfd_C16_P,N_s_q_Cert_Lev_Tot_C06_M,N_s_q_Cert_Lev_Tot_C06_F,N_s_q_Cert_Lev_Tot_C06_P,N_s_q_Cert_Lev_Tot_C11_M,N_s_q_Cert_Lev_Tot_C11_F,N_s_q_Cert_Lev_Tot_C11_P,N_s_q_Cert_Lev_Tot_C16_M,N_s_q_Cert_Lev_Tot_C16_F,N_s_q_Cert_Lev_Tot_C16_P,Mi_Liv_SA_1yr_ag_C06_M,Mi_Liv_SA_1yr_ag_C06_F,Mi_Liv_SA_1yr_ag_C06_P,Mi_Liv_SA_1yr_ag_C11_M,Mi_Liv_SA_1yr_ag_C11_F,Mi_Liv_SA_1yr_ag_C11_P,Mi_Liv_SA_1yr_ag_C16_M,Mi_Liv_SA_1yr_ag_C16_F,Mi_Liv_SA_1yr_ag_C16_P,Mi_Liv_DA_1yr_ag_C06_M,Mi_Liv_DA_1yr_ag_C06_F,Mi_Liv_DA_1yr_ag_C06_P,Mi_Liv_DA_1yr_ag_C11_M,Mi_Liv_DA_1yr_ag_C11_F,Mi_Liv_DA_1yr_ag_C11_P,Mi_Liv_DA_1yr_ag_C16_M,Mi_Liv_DA_1yr_ag_C16_F,Mi_Liv_DA_1yr_ag_C16_P,Mi_Liv_SA_5yrs_ag_C06_M,Mi_Liv_SA_5yrs_ag_C06_F,Mi_Liv_SA_5yrs_ag_C06_P,Mi_Liv_SA_5yrs_ag_C11_M,Mi_Liv_SA_5yrs_ag_C11_F,Mi_Liv_SA_5yrs_ag_C11_P,Mi_Liv_SA_5yrs_ag_C16_M,Mi_Liv_SA_5yrs_ag_C16_F,Mi_Liv_SA_5yrs_ag_C16_P,Mi_Liv_DA_5yrs_ag_C06_M,Mi_Liv_DA_5yrs_ag_C06_F,Mi_Liv_DA_5yrs_ag_C06_P,Mi_Liv_DA_5yrs_ag_C11_M,Mi_Liv_DA_5yrs_ag_C11_F,Mi_Liv_DA_5yrs_ag_C11_P,Mi_Liv_DA_5yrs_ag_C16_M,Mi_Liv_DA_5yrs_ag_C16_F,Mi_Liv_DA_5yrs_ag_C16_P
10805,19383,20620,40000,20205,21701,41913,21623,23254,44882,6874,3440,10313,6649,3610,10260,6190,3531,9722,2098,4219,6320,2305,4518,6826,2528,4896,7421,654,569,1223,648,615,1260,693,646,1345,1091,920,2010,1007,771,1777,1099,833,1930,10720,9144,19863,10609,9513,20120,10503,9906,20406,7771,10556,18318,8471,11185,19660,9558,11683,21244,10.2,10.1,10.1,9.5,8.1,8.8,10.5,8.4,9.5,55.3,44.3,49.7,52.5,43.8,48,48.6,42.6,45.5,49.7,39.9,44.6,47.5,40.3,43.8,43.5,39,41.2,165,116,275,230,171,397,308,297,606,147,235,378,143,294,442,186,378,558,922,1338,2255,1091,1626,2723,1260,2007,3274,830,1453,2281,1003,1713,2725,1166,2324,3488,5172,1735,6903,5577,2397,7969,6109,2944,9051,180,404,584,217,498,717,257,505,769,222,511,728,264,637,901,491,857,1344,5571,2644,8213,6055,3531,9587,6858,4307,11167,20060,20811,40874,20165,21242,41410,20391,21418,41814,3214,3570,6782,3429,3684,7109,3472,3653,7124,12951,13287,26233,14228,14684,28911,13873,14420,28297,8961,9809,18773,7916,8849,16763,8898,9698,18592
10901,21324,22928,44248,22123,23976,46095,23741,25715,49454,10916,5431,16343,10833,5733,16572,10574,5697,16268,2167,5872,8040,2334,6265,8598,2776,6857,9628,839,806,1646,837,885,1727,672,857,1524,814,751,1560,825,743,1569,1012,890,1900,14734,12860,27593,14833,13629,28461,15035,14298,29328,5377,8961,14342,6122,9231,15353,6953,9564,16520,5.5,5.8,5.7,5.6,5.5,5.5,6.7,6.2,6.5,69.1,56.1,62.4,67,56.8,61.7,63.3,55.6,59.3,65.3,52.8,58.8,63.3,53.7,58.4,59.1,52.2,55.4,286,225,512,430,406,836,513,650,1167,219,420,644,279,505,786,329,616,941,1539,2317,3859,1785,2842,4624,2021,3371,5397,1147,1725,2872,1282,2028,3306,1650,2577,4228,5351,2055,7405,5899,2756,8656,6550,3443,9990,281,498,779,277,566,838,253,511,757,258,513,768,239,481,720,368,712,1078,5886,3066,8948,6417,3806,10221,7168,4666,11833,21267,22277,43537,22194,23283,45477,22326,23473,45803,4311,4784,9091,4040,4666,8707,4385,4809,9195,13667,14208,27879,14741,15291,30030,14941,15440,30384,10250,11262,21512,9727,10883,20607,10537,11810,22344
10902,5209,4955,10162,5088,4833,9921,5211,4982,10189,2687,1229,3922,2424,1167,3592,2187,1086,3269,463,1137,1596,474,1070,1540,502,1145,1641,189,170,362,197,167,367,199,183,382,152,146,300,161,125,288,177,125,302,3497,2678,6180,3260,2527,5791,3063,2537,5605,1373,1989,3362,1479,2021,3495,1505,1883,3395,4.3,5.5,4.9,4.9,4.9,5,5.8,4.9,5.4,67.1,54,60.8,64.1,52.3,58.4,58.8,50.9,55,64.1,51.2,57.9,60.8,49.7,55.4,55.4,48.5,51.9,13,29,51,20,27,47,28,64,93,22,65,89,27,64,92,24,77,98,200,367,568,210,415,629,222,440,656,182,273,454,201,316,518,233,400,633,1029,330,1352,1092,465,1558,1180,574,1756,28,61,88,35,86,122,51,85,140,56,63,117,48,83,131,57,89,155,1110,453,1562,1177,629,1804,1296,754,2049,5496,5156,10656,5239,4916,10158,4924,4641,9570,831,785,1614,727,768,1495,680,735,1415,3852,3551,7405,3829,3523,7345,3607,3320,6926,2037,2002,4037,1759,1801,3553,1686,1791,3481
10903,16253,16307,32565,16538,16545,33081,17187,17526,34709,7902,3530,11430,7491,3384,10878,6951,3460,10415,1389,3819,5208,1443,3899,5337,1640,4082,5724,724,587,1307,645,642,1285,617,620,1239,433,399,830,406,375,785,454,384,832,10444,8337,18781,9985,8293,18281,9665,8538,18206,4911,7133,12050,5533,7354,12892,5911,7356,13268,4.1,4.8,4.4,4.1,4.5,4.3,4.7,4.5,4.6,64.3,51.1,57.7,60.4,50.1,55.3,56.2,48.7,52.5,61.6,48.7,55.1,57.9,47.9,52.9,53.6,46.6,50.1,73,76,148,111,127,238,145,211,354,60,188,250,78,229,303,83,279,362,658,1202,1859,753,1414,2171,862,1675,2537,640,978,1619,762,1118,1876,909,1487,2395,4003,1441,5439,4225,1829,6060,4547,2020,6566,98,281,380,108,299,407,117,308,423,150,281,432,160,294,457,265,410,673,4249,1999,6245,4495,2423,6922,4933,2734,7670,16319,16236,32551,16638,16553,33188,16048,16093,32135,2945,2988,5933,2392,2625,5010,2494,2687,5178,10908,10551,21461,12045,11778,23826,11520,11439,22961,7234,7604,14839,5919,6299,12212,6148,6516,12664
11001,13307,14412,27720,13853,15104,28955,14568,15763,30334,5808,3318,9123,5978,3553,9529,5768,3549,9312,1595,3333,4927,1765,3616,5388,1958,3695,5650,504,479,989,468,518,985,423,501,921,635,558,1194,596,487,1087,616,547,1166,8540,7689,16229,8807,8175,16982,8767,8281,17055,4073,6050,10123,4262,6083,10348,4624,6208,10834,7.4,7.3,7.4,6.8,6,6.4,7,6.6,6.8,64.2,53.4,58.5,63.6,54.1,58.6,60.2,52.5,56.2,59.4,49.5,54.3,59.3,50.9,54.9,55.9,49.1,52.4,718,504,1225,827,671,1496,1017,933,1952,141,305,451,175,409,583,237,455,691,1230,1812,3037,1398,2095,3492,1520,2481,4002,681,1156,1837,776,1247,2022,845,1445,2292,2577,990,3569,2882,1374,4253,3075,1564,4635,162,327,494,157,289,438,170,274,443,193,352,544,176,387,563,229,453,683,2932,1671,4599,3218,2043,5263,3471,2288,5763,13045,13724,26772,13481,14175,27659,13300,13962,27258,2881,3208,6088,2863,3246,6115,2764,3246,6011,8387,8758,17147,8928,9311,18236,8916,9274,18185,6535,7265,13798,6415,7150,13564,6517,7283,13808
11002,14504,14945,29444,14862,15364,30229,15389,15923,31309,6113,3040,9149,5995,3108,9106,5392,3039,8434,1356,2985,4339,1425,3218,4645,1681,3268,4950,537,424,960,453,460,907,434,522,958,716,519,1240,607,501,1116,636,517,1154,8722,6965,15695,8476,7292,15768,8144,7354,15500,5095,7305,12393,5529,7281,12813,5778,7077,12854,8.2,7.5,7.9,7.2,6.9,7.1,7.8,7,7.4,60.1,46.6,53.3,57,47.5,52.2,52.9,46.2,49.5,55.2,43.2,49.1,53,44.2,48.5,48.8,42.9,45.8,80,82,162,100,118,217,116,165,285,92,166,265,96,219,315,98,208,301,591,1027,1622,660,1267,1928,717,1444,2167,510,900,1407,591,1052,1642,712,1341,2054,3061,1268,4327,3399,1732,5133,3641,2022,5661,149,264,415,154,293,441,185,305,493,208,311,517,184,325,515,276,463,740,3416,1840,5256,3739,2353,6096,4103,2791,6893,14852,15172,30017,15127,15555,30678,14337,14701,29042,2613,2726,5340,2405,2641,5047,2276,2513,4788,9819,9912,19733,10575,10769,21347,10415,10512,20930,6548,6861,13408,5821,6280,12103,5340,5874,11213
11003,10212,9881,20094,9985,9828,19809,10067,9989,20053,5335,2495,7832,5197,2594,7790,4792,2526,7316,839,2175,3006,760,2147,2905,834,2139,2970,507,386,888,436,357,798,354,369,720,444,352,800,388,289,671,394,314,708,7124,5407,12531,6779,5379,12160,6376,5345,11717,2281,3722,6003,2387,3738,6125,2503,3451,5952,6.2,6.5,6.4,5.7,5.4,5.5,6.2,5.9,6,69.8,54.7,62.4,67.9,54.7,61.4,63.3,53.5,58.4,65.4,51.2,58.4,64,51.9,58,59.4,50.4,54.9,85,55,146,94,93,190,119,123,237,47,106,148,44,128,167,55,155,208,494,814,1312,510,918,1424,575,1046,1620,343,608,954,403,699,1097,437,819,1256,2021,721,2742,2154,989,3152,2201,1117,3317,85,220,308,79,205,277,93,172,265,109,190,303,95,202,298,124,258,378,2215,1134,3346,2327,1398,3728,2412,1551,3963,10250,9815,20064,10141,9869,20009,9647,9444,19086,2015,2020,4034,1722,1746,3469,1388,1501,2883,6944,6525,13471,7013,6776,13793,6980,6636,13613,4378,4392,8772,3875,3958,7836,3365,3558,6924
11004,28103,29948,58049,29475,31289,60768,31130,33101,64232,13245,6764,20008,13858,7419,21275,14081,8007,22087,2680,6703,9378,2928,7239,10164,3196,7446,10647,1099,958,2060,1050,1041,2094,932,1076,2008,1318,1068,2388,1129,968,2097,1115,1081,2197,18335,15492,33830,18965,16669,35637,19333,17612,36941,8335,12960,21294,8795,12937,21735,9262,12824,22086,7.2,6.9,7.1,6,5.8,5.9,5.8,6.1,5.9,65.2,51.7,58.3,64.3,53.3,58.6,62.1,53.2,57.5,60.6,48.2,54.2,60.5,50.2,55.2,58.5,49.9,54.1,270,191,462,314,321,635,456,562,1018,178,393,573,193,450,646,237,560,794,1448,2346,3792,1692,2898,4592,2001,3606,5609,1228,2016,3241,1415,2392,3800,1731,3063,4792,6771,2568,9340,7637,3717,11359,8250,4279,12528,291,742,1040,349,752,1102,314,737,1045,308,693,1005,343,739,1079,495,1021,1518,7377,4003,11381,8332,5209,13545,9056,6038,15099,28576,30060,58640,29781,30791,60573,29614,30835,60447,5506,5683,11192,5504,5855,11359,5639,5887,11526,18238,19240,37478,19910,20439,40353,19704,20296,39996,13548,14250,27794,12899,13819,26717,13560,14623,28184
11101,44546,47972,92516,45809,49316,95123,47159,50890,98050,19954,9669,29620,21174,10728,31901,20142,10877,31015,4600,11804,16395,4939,12822,17757,5696,13499,19194,1733,1548,3283,1604,1700,3301,1249,1506,2753,1949,1463,3410,1558,1266,2824,2137,1636,3768,28231,24483,52711,29278,26516,55793,29222,27511,56731,14245,21406,35653,14577,20808,35381,15820,21078,36896,6.9,6,6.5,5.3,4.8,5.1,7.3,5.9,6.6,63.4,51,57,63.9,53.8,58.7,62,54.1,57.9,59,48,53.3,60.5,51.2,55.7,57.4,50.9,54,849,602,1445,1090,977,2066,1399,1452,2849,384,688,1076,477,801,1279,578,1063,1639,3534,4529,8069,4225,5836,10063,4990,7214,12203,2752,3800,6555,3276,4332,7609,3706,5156,8864,13305,3857,17156,13883,5126,19003,14492,6129,20619,410,832,1242,392,884,1275,394,891,1287,617,1414,2029,594,1330,1927,873,1708,2578,14332,6091,20426,14873,7341,22213,15763,8727,24487,46640,49076,95715,47669,50264,97933,47417,49942,97353,6502,6906,13404,6595,7015,13615,6753,7180,13935,33518,35091,68613,34322,36095,70416,33994,35633,69623,16562,17948,34512,16683,18000,34690,18163,19574,37739
11102,25935,27557,53492,27621,29364,56984,29752,31778,61527,11037,5117,16157,12000,5884,17882,12173,6435,18610,2512,6152,8660,2790,6932,9720,3198,7772,10968,971,910,1887,1031,1003,2029,818,946,1756,1142,897,2035,969,814,1781,1454,1039,2489,15660,13083,28743,16785,14635,31422,17640,16186,33824,9102,13294,22396,9706,13543,23243,10605,13930,24538,7.3,6.9,7.1,5.8,5.6,5.7,8.2,6.4,7.4,60.4,47.5,53.7,60.8,49.8,55.1,59.3,50.9,55,56,44.2,49.9,57.3,47.1,52,54.4,47.7,50.9,473,281,750,631,475,1099,781,750,1532,172,281,456,214,385,596,280,515,793,1502,2092,3590,1852,2719,4566,2174,3541,5719,1386,2055,3445,1689,2559,4246,2147,3279,5428,7839,2443,10280,8687,3444,12126,9547,4401,13947,202,576,785,241,588,826,248,570,822,377,753,1130,345,779,1127,601,1111,1712,8417,3771,12192,9271,4815,14083,10394,6083,16485,27079,28270,55352,28580,29801,58382,28985,30357,59341,4110,4167,8277,4181,4459,8639,4882,5262,10146,18310,18892,37196,19794,20510,40308,19707,20348,40054,10935,11762,22697,11018,11844,22863,12803,13846,26644
11103,59277,63385,122661,62832,66158,128989,66391,69722,136118,25541,13941,39485,28591,16093,44688,28148,17196,45338,6557,14651,21204,7493,16359,23848,8854,17960,26820,2159,2096,4253,2172,2353,4523,1697,2288,3988,2916,2196,5113,2484,2011,4493,3504,2629,6133,37173,32884,70052,40740,36813,77554,42209,40074,82278,18310,26934,45242,18621,26233,44849,20263,25461,45725,7.8,6.7,7.3,6.1,5.5,5.8,8.3,6.6,7.5,62.7,51.9,57.1,64.8,55.6,60.1,63.6,57.5,60.4,57.8,48.4,52.9,60.9,52.6,56.6,58.3,53.7,55.9,1717,1355,3071,2450,2119,4568,3352,3380,6738,577,975,1548,725,1256,1982,921,1647,2563,6512,7953,14465,8043,10236,18278,9367,12529,21898,3415,4879,8300,4176,5690,9866,4966,6832,11800,13989,4812,18798,15241,6339,21576,16058,7636,23691,585,1060,1648,623,1096,1716,633,1020,1655,771,1466,2230,704,1409,2111,1067,1767,2834,15347,7330,22677,16565,8848,25410,17761,10422,28184,55599,58826,114422,59794,62350,122142,60857,62607,123464,11688,12403,24089,12020,12493,24517,13398,14063,27465,36816,39230,76044,39178,41208,80386,39764,41202,80966,26405,28029,54440,28349,29559,57910,31716,33121,64840
11201,28106,30278,58384,28681,31260,59947,31161,34113,65274,10130,5600,15734,10071,5803,15871,10241,6236,16480,4347,7764,12106,4560,8399,12963,5277,9197,14473,999,917,1916,1037,1029,2070,913,976,1894,1350,1245,2592,1343,1095,2434,1211,965,2177,16827,15525,32344,17007,16330,33339,17644,17373,35020,9334,12837,22170,10070,13416,23482,10422,13460,23884,8,8,8,7.9,6.7,7.3,6.9,5.6,6.2,59.9,51.3,55.4,59.3,52.2,55.6,56.6,50.9,53.7,55.1,47.2,51,54.6,48.7,51.6,52.7,48.1,50.3,601,497,1099,738,792,1534,1014,1219,2234,326,585,911,409,709,1119,512,867,1380,2835,3708,6538,3328,4634,7965,3896,5653,9551,1649,2894,4546,1919,3395,5313,2300,4085,6383,6797,2342,9144,7302,3090,10396,7835,3536,11378,255,540,801,270,546,820,238,486,722,346,720,1071,362,690,1051,576,1073,1651,7402,3605,11014,7942,4330,12268,8655,5097,13751,26863,28355,55214,28055,29839,57890,28026,29594,57624,5753,6282,12035,5350,5995,11341,5402,6273,11675,16908,17599,34506,18634,19470,38108,18559,19440,37996,13827,15192,29020,12811,14455,27260,13591,15180,28771
11202,26007,27565,53572,26893,28475,55375,27778,29417,57199,10399,5712,16104,10250,5909,16159,9445,5776,15221,3231,6257,9487,3602,6807,10405,4019,7060,11086,908,821,1731,858,893,1755,722,828,1547,1502,1249,2753,1443,1121,2561,1371,1015,2391,16044,14038,30079,16155,14734,30885,15553,14690,30243,8721,12324,21039,9358,12552,21912,9836,12373,22208,9.4,8.9,9.2,8.9,7.6,8.3,8.8,6.9,7.9,61.7,50.9,56.1,60.1,51.7,55.8,56,49.9,52.9,55.9,46.4,51,54.7,47.8,51.1,51.1,46.4,48.7,374,319,695,469,418,893,564,634,1190,237,466,709,273,560,833,301,627,924,1821,2606,4424,2109,3199,5308,2247,3661,5907,1175,1920,3099,1349,2314,3663,1500,2748,4252,5871,2363,8231,6609,3239,9848,7011,3886,10899,301,587,879,335,642,978,362,635,991,291,660,950,311,686,999,500,896,1400,6463,3608,10071,7255,4570,11824,7871,5419,13291,26275,27553,53829,27429,28464,55894,26347,27445,53792,5156,5458,10620,4589,5019,9605,4260,4502,8758,17130,17688,34817,18701,19205,37905,18834,19421,38250,12340,13440,25781,11275,12285,23557,10469,11300,21766
11203,31131,33579,64707,33344,36603,69943,36237,39810,76052,10916,5528,16449,11273,6226,17499,12134,6855,18991,3614,7188,10801,4378,8617,12991,4949,9746,14694,1078,926,2004,1097,1076,2175,953,1094,2045,1202,1036,2239,1650,1289,2939,1439,1280,2720,16816,14682,31499,18393,17210,35600,19476,18978,38450,12180,16762,28940,12957,17277,30235,13934,17719,31653,7.1,7.1,7.1,9,7.5,8.3,7.4,6.7,7.1,54,43.7,48.7,55.2,47,50.9,53.7,47.7,50.6,50.1,40.6,45.2,50.2,43.5,46.7,49.8,44.4,47,338,290,624,477,502,978,727,816,1544,240,350,583,291,545,836,394,749,1140,1770,2437,4204,2303,3587,5895,2931,4595,7529,1509,2429,3944,2004,3170,5174,2496,4224,6727,8119,2745,10864,9225,3802,13028,10204,4662,14867,268,561,827,288,632,917,297,583,881,377,759,1137,388,852,1240,666,1261,1920,8764,4063,12824,9899,5287,15187,11166,6507,17670,29683,31403,61083,32717,35125,67840,33203,35556,68757,6313,6715,13035,5765,6494,12263,6426,7027,13446,18175,19028,37201,21333,22566,43896,21710,23045,44758,15744,17044,32786,14819,16739,31555,16336,18189,34530
11301,18057,17933,35984,17949,18155,36108,19071,19131,38201,9578,4469,14045,9129,4398,13529,9178,4687,13866,1436,4135,5566,1620,4282,5902,1757,4445,6198,850,724,1571,764,731,1501,666,647,1316,522,435,957,531,494,1027,619,472,1097,12383,9756,22141,12046,9915,21957,12220,10258,22479,4430,7080,11512,4648,7041,11692,4923,6931,11854,4.2,4.5,4.3,4.4,5,4.7,5.1,4.6,4.9,68.6,54.4,61.5,67.1,54.6,60.8,64.1,53.6,58.8,65.7,52,58.9,64.1,51.8,58,60.8,51.1,56,164,109,272,178,155,334,227,233,463,86,183,274,86,201,292,113,252,365,890,1347,2232,934,1570,2507,1085,1865,2952,566,948,1510,640,1117,1755,804,1431,2231,3937,1361,5292,4144,1806,5948,4582,2119,6696,133,369,506,133,396,529,159,358,520,191,417,605,168,382,552,244,541,786,4256,2145,6407,4447,2585,7030,4982,3013,8003,18702,18473,37182,18739,18655,37400,18160,18073,36233,3223,3276,6500,2937,2941,5879,2975,3016,5993,12707,12399,25105,13096,12858,25953,12980,12733,25712,7598,7837,15431,7082,7287,14373,7027,7256,14284
11302,5846,5628,11476,5857,5629,11481,5976,5848,11823,2866,1165,4031,2860,1196,4055,2532,1170,3701,480,1292,1772,520,1360,1878,525,1369,1893,243,183,429,218,163,382,237,179,412,215,188,406,189,185,367,190,153,343,3801,2835,6640,3783,2909,6689,3483,2866,6351,1768,2505,4276,1802,2472,4278,1936,2414,4350,5.7,6.6,6.1,5,6.4,5.5,5.5,5.3,5.4,65,50.4,57.9,64.6,51.7,58.3,58.3,49,53.7,61.4,46.9,54.3,61.4,48.3,55,55.1,46.5,50.8,54,32,90,44,40,81,54,72,129,37,53,90,37,63,97,35,85,122,259,409,671,273,459,738,343,548,892,268,360,624,289,398,688,282,551,835,1366,470,1834,1518,663,2187,1543,697,2235,43,113,157,52,127,179,46,126,172,59,122,178,54,107,158,95,151,248,1467,706,2172,1629,898,2524,1685,973,2650,5896,5805,11693,5927,5752,11678,5501,5493,10998,927,919,1843,879,882,1758,830,854,1681,4002,3920,7926,4316,4121,8433,4091,3948,8039,2382,2403,4788,2069,2140,4213,1953,2077,4027
11303,33284,34599,67887,34723,35863,70592,36761,38059,74820,16985,8591,25579,17423,9057,26480,16975,9667,26648,3189,8314,11506,3335,8703,12040,3840,9241,13081,1256,1183,2442,1271,1297,2567,1068,1261,2332,1246,1199,2438,1078,1022,2105,1233,1153,2390,22676,19287,41963,23110,20082,43187,23121,21323,44441,9235,13964,23196,10106,14342,24445,11079,14254,25339,5.5,6.2,5.8,4.7,5.1,4.9,5.3,5.4,5.4,68.1,55.7,61.8,66.6,56,61.2,62.9,56,59.4,64.4,52.3,58.2,63.4,53.1,58.2,59.5,53,56.2,574,366,942,685,608,1293,821,884,1703,275,520,800,308,553,861,348,695,1047,2055,3332,5390,2453,4151,6601,2859,5026,7888,1502,2310,3812,1764,2597,4360,2059,3380,5444,7964,3199,11170,8810,4191,12996,9767,5004,14769,388,785,1170,373,814,1183,437,764,1197,404,815,1221,390,870,1257,596,1116,1714,8758,4801,13553,9576,5865,15441,10798,6891,17682,33198,34684,67877,34370,35907,70277,34236,35368,69602,7039,7172,14215,6746,7016,13770,6817,7321,14139,21313,21966,43279,23065,23784,46843,22918,23478,46399,16185,17226,33409,15287,16336,31623,16103,17434,33533
