SA3_CODE_2016,C16_P_35_39_Tot_LF,C16_P_35_39_Notin_LF,C16_P_35_39_LF_NS,C16_P_35_39_Tot,C16_P_40_44_Em_FT,C16_P_40_44_Em_PT,C16_P_40_44_Em_AFW,C16_P_40_44_Em_Hrs_NS,C16_P_40_44_Em_Tot,C16_P_40_44_Unem_Look_FT,C16_P_40_44_Unem_Look_PT,C16_P_40_44_Unem_Tot,C16_P_40_44_Tot_LF,C16_P_40_44_Notin_LF,C16_P_40_44_LF_NS,C16_P_40_44_Tot,C16_P_45_49_Em_FT,C16_P_45_49_Em_PT,C16_P_45_49_Em_AFW,C16_P_45_49_Em_Hrs_NS,C16_P_45_49_Em_Tot,C16_P_45_49_Unem_Look_FT,C16_P_45_49_Unem_Look_PT,C16_P_45_49_Unem_Tot,C16_P_45_49_Tot_LF,C16_P_45_49_Notin_LF,C16_P_45_49_LF_NS,C16_P_45_49_Tot,C16_P_50_54_Em_FT,C16_P_50_54_Em_PT,C16_P_50_54_Em_AFW,C16_P_50_54_Em_Hrs_NS,C16_P_50_54_Em_Tot,C16_P_50_54_Unem_Look_FT,C16_P_50_54_Unem_Look_PT,C16_P_50_54_Unem_Tot,C16_P_50_54_Tot_LF,C16_P_50_54_Notin_LF,C16_P_50_54_LF_NS,C16_P_50_54_Tot,C16_P_55_59_Em_FT,C16_P_55_59_Em_PT,C16_P_55_59_Em_AFW,C16_P_55_59_Em_Hrs_NS,C16_P_55_59_Em_Tot,C16_P_55_59_Unem_Look_FT,C16_P_55_59_Unem_Look_PT,C16_P_55_59_Unem_Tot,C16_P_55_59_Tot_LF,C16_P_55_59_Notin_LF,C16_P_55_59_LF_NS,C16_P_55_59_Tot,C16_P_60_64_Em_FT,C16_P_60_64_Em_PT,C16_P_60_64_Em_AFW,C16_P_60_64_Em_Hrs_NS,C16_P_60_64_Em_Tot,C16_P_60_64_Unem_Look_FT,C16_P_60_64_Unem_Look_PT,C16_P_60_64_Unem_Tot,C16_P_60_64_Tot_LF,C16_P_60_64_Notin_LF,C16_P_60_64_LF_NS,C16_P_60_64_Tot,C16_P_65_69_Em_FT,C16_P_65_69_Em_PT,C16_P_65_69_Em_AFW,C16_P_65_69_Em_Hrs_NS,C16_P_65_69_Em_Tot,C16_P_65_69_Unem_Look_FT,C16_P_65_69_Unem_Look_PT,C16_P_65_69_Unem_Tot,C16_P_65_69_Tot_LF,C16_P_65_69_Notin_LF,C16_P_65_69_LF_NS,C16_P_65_69_Tot,C16_P_70_74_Em_FT,C16_P_70_74_Em_PT,C16_P_70_74_Em_AFW,C16_P_70_74_Em_Hrs_NS,C16_P_70_74_Em_Tot,C16_P_70_74_Unem_Look_FT,C16_P_70_74_Unem_Look_PT,C16_P_70_74_Unem_Tot,C16_P_70_74_Tot_LF,C16_P_70_74_Notin_LF,C16_P_70_74_LF_NS,C16_P_70_74_Tot,C16_P_75over_Emp_Wor_ft,C16_P_75ov_Em_Work_pt,C16_P_75ov_Em_Aw_fr_w,C16_P_75ov_Emp_Hou_w_ns,C16_P_75andOver_Em_Tot,C16_P_75over_Unem_Lo_ft_w,C16_P_75over_Unem_Lo_pt_w,C16_P_75over_Unemp_Tot,C16_P_75over_Tot_lab_for,C16_P_75over_N_lab_forc,C16_P_75over_LF_NS,C16_P_75over_Tot,C16_P_Tot_Em_FT,C16_P_Tot_Em_PT,C16_P_Tot_Em_AFW,C16_P_Tot_Em_Hrs_NS,C16_P_Tot_Em_Tot,C16_P_Tot_Unem_Look_FT,C16_P_Tot_Unem_Look_PT,C16_P_Tot_Unem_Tot,C16_P_T_T_labo_for,C16_P_Tot_Notin_LF,C16_P_Tot_LF_NS,C16_P_T_T
11201,3279,666,404,4346,2115,1558,110,87,3875,121,87,210,4076,726,465,5264,2324,1520,104,55,3996,130,79,215,4213,766,478,5448,2335,1544,110,69,4056,146,86,229,4289,975,569,5831,2085,1702,148,73,4010,133,96,227,4238,1541,574,6359,1260,1465,140,49,2918,85,77,163,3086,2650,639,6370,445,785,67,29,1324,12,20,29,1354,3790,498,5641,133,271,26,27,455,4,5,10,463,3110,355,3932,92,131,12,33,271,9,3,6,284,6172,1047,7498,16480,14473,1183,710,32839,1206,967,2177,35020,23884,6369,65274
11202,2718,714,271,3709,1682,1009,81,54,2829,133,77,215,3043,795,345,4181,1945,1098,70,60,3177,137,60,201,3370,869,351,4590,2090,1196,92,61,3440,132,72,198,3642,1142,410,5194,1969,1263,118,40,3387,113,88,205,3590,1503,431,5527,1301,1062,105,35,2495,90,88,178,2678,2277,457,5407,459,550,62,31,1104,4,18,23,1131,3058,351,4537,160,217,12,10,393,0,6,6,407,2541,271,3218,121,122,12,35,295,3,0,3,301,5010,664,5983,15221,11086,955,599,27858,1380,1008,2391,30243,22208,4746,57199
11203,3676,772,317,4763,2439,1468,99,74,4085,149,81,227,4312,847,340,5502,2533,1474,98,80,4186,153,85,239,4419,970,379,5771,2602,1548,114,65,4336,173,89,256,4596,1150,400,6145,2379,1647,155,78,4256,166,100,265,4526,1929,494,6942,1374,1291,147,54,2871,129,102,225,3100,3048,495,6639,469,681,71,23,1252,6,23,32,1279,4862,491,6637,103,239,17,8,372,0,23,22,394,4552,445,5392,70,138,10,26,246,4,4,8,256,9357,1501,11113,18991,14694,1263,781,35731,1521,1195,2720,38450,31653,5946,76052
11301,2013,403,233,2649,1513,622,56,33,2224,67,18,85,2303,408,275,2987,1655,587,59,49,2350,58,26,85,2435,410,260,3105,1691,608,73,45,2421,59,16,77,2499,442,302,3242,1535,598,76,47,2251,50,31,82,2338,612,309,3261,957,453,78,38,1523,26,15,48,1572,923,279,2777,394,290,66,25,774,9,6,14,781,1353,268,2409,121,151,21,12,303,0,3,5,307,1352,224,1883,88,112,17,28,245,0,3,3,247,3094,682,4019,13866,6198,787,527,21383,708,391,1097,22479,11854,3863,38201
11302,546,146,60,754,424,178,12,15,625,25,12,36,661,150,66,878,437,181,24,15,647,20,9,30,679,155,73,907,505,200,25,9,734,18,13,31,764,168,103,1037,492,183,43,26,741,22,12,33,773,253,103,1123,317,172,28,15,531,13,13,22,551,391,106,1045,138,110,21,7,272,0,5,5,281,648,87,1013,54,46,10,8,118,0,4,4,124,582,62,772,43,50,4,5,100,0,3,3,102,1073,241,1420,3701,1893,248,162,6010,214,126,343,6351,4350,1118,11823
11303,4152,848,309,5314,2908,1183,98,63,4255,117,54,170,4426,853,319,5595,3116,1133,87,69,4397,116,43,160,4557,838,354,5753,3050,1164,139,60,4416,117,42,156,4574,919,355,5852,2800,1176,149,66,4192,98,54,151,4341,1329,390,6062,1669,1006,151,54,2884,73,62,131,3018,2134,401,5550,639,625,68,39,1368,6,16,22,1388,3318,355,5059,236,258,34,21,554,3,7,7,560,3021,328,3911,153,188,18,46,408,4,4,8,416,6343,827,7576,26648,13081,1506,831,42056,1441,943,2390,44441,25339,5036,74820
11401,3444,946,309,4698,2351,1335,91,53,3833,147,83,231,4061,979,333,5373,2448,1392,129,84,4046,141,75,217,4267,1135,385,5786,2648,1501,158,77,4380,140,80,221,4601,1471,423,6496,2392,1703,203,79,4378,146,106,246,4625,2442,470,7543,1312,1354,158,65,2889,100,97,196,3090,4176,513,7775,398,744,77,37,1257,3,21,30,1291,6469,601,8363,124,288,24,12,451,0,9,7,460,5638,488,6588,53,132,12,35,237,4,3,8,248,9685,1434,11361,19741,14262,1457,810,36268,1551,1028,2581,38851,38033,6320,83202
11402,1725,323,133,2180,1462,692,48,30,2225,41,23,62,2285,407,190,2886,1645,735,62,31,2480,37,45,79,2557,422,199,3177,1673,753,66,40,2527,46,24,65,2594,469,226,3290,1449,775,79,32,2332,40,27,68,2403,737,179,3319,922,744,62,24,1746,30,36,64,1814,1298,220,3338,416,568,50,14,1046,5,23,32,1074,2505,224,3808,143,331,16,12,500,3,12,18,515,2540,241,3302,84,176,9,18,287,4,8,6,299,4431,565,5295,12021,7621,639,345,20627,420,385,810,21441,15367,2667,39475
11501,8219,1290,227,9738,6480,2222,139,117,8957,185,126,311,9270,1298,273,10840,6372,2222,109,107,8814,231,117,349,9163,1200,248,10605,6226,2000,142,88,8466,184,99,278,8748,1186,290,10224,5060,1835,187,60,7150,184,97,283,7433,1765,224,9425,3012,1664,129,40,4844,113,85,196,5041,3202,190,8435,1151,1158,83,38,2435,34,49,77,2519,4679,211,7410,302,500,27,25,845,4,12,18,865,4271,208,5341,45,215,12,14,286,3,6,13,294,7539,1020,8858,46990,22405,1847,968,72214,1754,1966,3723,75935,35134,3685,114744
11502,991,187,60,1235,971,435,17,33,1461,25,18,43,1498,204,72,1775,1170,445,35,14,1662,17,16,25,1695,276,101,2070,1139,455,42,30,1666,32,15,48,1718,244,96,2056,947,396,30,22,1393,21,12,29,1423,329,99,1851,546,384,34,17,982,11,9,21,1009,491,90,1590,303,317,33,6,662,12,5,14,672,858,80,1616,117,161,15,3,293,0,0,3,298,876,68,1237,57,83,9,8,159,0,3,3,164,1719,114,1991,8032,4483,370,241,13122,220,223,443,13566,6650,1054,21273
11503,1102,153,93,1348,953,422,29,24,1437,22,6,32,1465,159,102,1732,1186,416,37,22,1657,29,16,48,1705,198,155,2057,1137,395,28,19,1579,20,13,37,1615,204,148,1966,922,373,35,26,1358,24,14,37,1399,320,146,1857,492,284,45,11,838,22,7,36,865,520,105,1497,188,205,23,5,426,3,8,11,437,813,108,1356,58,79,9,5,154,0,5,5,157,746,88,993,30,50,0,7,88,0,0,0,88,921,93,1094,8152,3836,391,250,12630,260,217,481,13113,5200,1395,19711
11504,2113,285,84,2486,1851,692,36,31,2607,39,21,60,2662,274,94,3030,1754,528,27,35,2339,38,21,59,2399,244,96,2740,1279,404,31,22,1729,33,19,49,1782,247,98,2121,985,342,33,19,1382,23,11,30,1411,346,57,1816,551,270,22,11,862,11,12,29,886,525,60,1473,226,150,17,4,400,3,3,7,413,769,61,1236,50,79,8,0,141,0,0,0,139,722,47,912,16,38,3,5,61,0,0,0,60,894,68,1020,11551,5119,417,260,17351,313,366,676,18033,6077,950,25058
11601,8461,1742,469,10673,4908,1640,141,149,6838,251,121,376,7214,1481,398,9093,4469,1371,119,147,6105,229,126,358,6466,1485,364,8317,4184,1227,120,110,5632,208,99,306,5938,1694,391,8024,3577,1146,155,77,4955,193,144,339,5289,2178,356,7823,2141,998,121,71,3330,151,107,259,3587,3070,343,6996,739,470,57,16,1293,20,27,47,1334,4213,333,5879,125,153,13,9,298,3,5,12,307,3384,252,3946,29,65,16,11,123,7,5,8,130,6202,622,6949,41285,16996,1723,1485,61490,2728,2091,4816,66306,35633,5346,107280
11602,7577,1160,330,9072,5009,1387,98,103,6602,137,97,232,6841,964,288,8089,4034,1108,92,86,5319,142,61,202,5522,762,214,6500,3331,892,97,64,4379,110,49,156,4541,766,187,5491,2280,715,80,38,3111,98,47,140,3254,997,172,4417,1285,571,62,26,1944,79,51,130,2078,1449,155,3677,448,288,20,10,762,16,17,26,793,2024,116,2930,69,102,3,6,189,4,7,10,197,1453,102,1752,20,22,0,5,53,0,0,5,57,1980,137,2175,32382,12387,1278,804,46855,1369,1317,2682,49540,17867,2598,70004
11603,5566,1688,453,7705,3558,1128,91,120,4898,228,142,372,5269,1579,415,7266,3411,1075,79,126,4685,231,112,343,5029,1676,442,7145,3269,990,125,112,4497,196,96,297,4789,1667,410,6863,2618,808,87,79,3593,147,88,233,3828,1875,371,6076,1417,588,77,53,2137,108,81,191,2327,2309,311,4946,414,283,27,26,753,10,5,19,775,3200,295,4271,75,96,4,12,189,6,3,5,194,2494,251,2941,21,27,4,5,58,0,3,3,63,3752,375,4182,29575,12231,1172,1362,44336,2642,1858,4499,48838,30855,5339,85030
11701,3019,467,257,3741,1930,664,60,44,2694,65,43,112,2803,399,216,3411,1687,572,40,40,2335,81,38,115,2459,414,177,3050,1545,475,33,49,2102,60,26,90,2188,444,172,2809,1084,414,45,36,1578,47,42,84,1662,550,148,2361,627,353,27,26,1031,36,30,63,1100,821,151,2073,240,204,19,15,475,0,4,4,487,1188,120,1787,74,74,10,3,158,0,3,3,157,1222,106,1486,13,29,8,4,58,3,0,0,56,2407,350,2820,15328,6483,676,486,22976,703,645,1351,24333,11675,2764,38768
11702,4115,451,406,4969,2630,888,85,44,3647,81,50,130,3772,442,365,4577,2264,725,67,38,3097,93,45,139,3235,480,298,4012,1706,546,56,29,2335,81,44,121,2453,529,252,3234,1286,470,49,24,1826,72,41,113,1942,705,213,2861,725,387,28,15,1158,46,41,83,1236,935,181,2348,242,196,20,6,464,4,14,17,485,1329,138,1958,52,80,8,0,137,3,3,10,150,1160,115,1426,27,40,3,5,71,0,3,3,76,2632,242,2949,20682,8265,844,479,30272,848,715,1571,31840,11327,3787,46956
11703,16392,1748,2390,20533,8477,2034,308,133,10946,334,145,481,11430,1445,1718,14584,6517,1597,180,114,8411,359,124,486,8901,1503,1452,11856,5240,1381,171,77,6866,268,132,403,7265,1816,1293,10368,3907,1287,138,65,5402,232,116,348,5749,2135,1189,9079,2179,1237,116,50,3579,155,93,254,3835,2680,921,7442,947,874,70,31,1915,27,41,69,1985,3541,809,6343,304,365,29,19,715,9,26,33,752,2873,541,4164,116,231,15,11,376,7,9,18,396,5100,1215,6710,84238,31672,3256,2048,121209,3537,4124,7663,128873,45740,24964,199572
11801,9069,964,1124,11161,5362,1736,179,103,7381,171,90,257,7641,997,850,9482,4689,1595,97,90,6476,164,92,263,6739,1019,817,8569,3929,1354,100,47,5436,142,79,223,5660,1021,642,7327,3009,1316,102,56,4479,106,69,176,4649,1213,559,6422,1891,1250,91,49,3274,77,71,145,3421,1629,518,5564,1143,1235,73,36,2480,13,44,57,2542,2735,566,5840,448,695,43,36,1221,4,18,22,1245,2761,471,4469,245,506,21,24,796,3,7,9,803,6777,1332,8918,46481,18308,1797,1024,67604,1308,1242,2554,70160,25394,11037,106594
11802,8966,1334,805,11109,5574,1811,204,101,7701,188,101,283,7981,1229,675,9887,4982,1705,120,79,6885,175,82,254,7143,1196,601,8935,4378,1532,148,83,6140,142,68,209,6351,1209,510,8065,3236,1396,115,65,4817,132,81,222,5034,1526,468,7033,1874,1161,106,34,3180,78,80,152,3330,2275,457,6065,759,770,66,23,1619,8,31,42,1662,3346,429,5435,230,388,33,14,662,3,17,18,680,3268,372,4325,84,202,23,23,336,3,9,11,343,7752,1050,9144,45103,19960,2078,1133,68276,1701,2348,4046,72319,38290,9084,119690
11901,8123,2607,647,11373,5135,2109,144,187,7577,273,238,516,8094,2457,621,11175,4878,1954,118,195,7140,295,171,473,7612,2401,602,10610,4700,1887,122,182,6892,264,189,456,7342,2739,604,10683,3991,1709,162,131,5989,248,191,436,6434,3317,556,10306,2223,1238,128,73,3668,137,155,285,3955,4148,487,8594,726,672,50,20,1466,19,29,47,1512,5294,436,7241,192,239,20,15,460,0,10,10,468,4576,338,5384,50,119,17,21,201,3,9,7,215,10568,933,11714,42160,21295,1853,2012,67318,3128,2718,5846,73165,53638,7947,134748
11902,7195,2240,599,10032,4156,1768,126,142,6200,254,174,434,6636,1881,547,9062,3966,1667,88,156,5883,270,161,433,6315,1926,497,8741,3534,1516,110,166,5331,236,136,380,5705,2102,484,8291,2685,1223,119,102,4137,210,142,350,4487,2408,394,7288,1476,923,84,67,2549,124,112,235,2783,2996,355,6139,501,413,38,28,984,20,22,40,1023,3715,307,5041,124,179,17,14,327,4,15,15,348,3530,291,4167,39,69,10,13,129,3,3,5,136,7933,719,8790,33086,18487,1412,1693,54677,2703,2420,5124,59797,41638,6594,108033
11903,6617,1240,347,8204,4217,1715,139,108,6180,181,131,320,6496,1271,306,8076,4345,1697,117,119,6269,193,145,338,6608,1251,319,8182,4330,1656,123,125,6232,208,152,357,6591,1589,336,8520,3366,1494,132,100,5096,179,139,315,5408,2224,333,7974,1768,1245,99,54,3169,119,115,238,3406,3140,293,6840,683,689,68,36,1480,11,22,40,1516,4045,271,5837,144,302,18,18,481,0,7,6,491,3743,227,4456,58,156,14,11,240,3,9,10,249,8954,731,9928,36299,19428,1626,1293,58645,2128,2188,4318,62962,38303,4769,106028
11904,8376,1445,584,10407,5005,1889,173,108,7178,207,114,321,7500,1254,508,9264,4558,1705,124,116,6507,221,115,334,6841,1293,430,8572,4276,1469,126,130,5999,189,104,289,6283,1447,451,8185,3416,1272,120,99,4907,137,121,262,5170,1830,387,7380,1898,1120,111,61,3184,129,106,237,3421,2742,394,6560,715,647,76,30,1471,15,24,38,1514,4069,361,5943,172,237,26,15,449,5,5,11,465,3814,286,4567,70,137,12,16,232,3,3,4,237,8721,1271,10222,42353,21006,1905,1507,66770,2274,2160,4435,71208,37010,7305,115524
12001,5511,813,405,6735,3756,1191,119,54,5121,113,67,178,5302,679,331,6306,3349,1083,66,52,4549,104,59,167,4718,692,301,5711,2996,1016,83,56,4156,106,58,168,4321,766,269,5357,2351,956,106,51,3464,88,67,155,3615,1048,276,4936,1372,837,58,28,2304,53,48,106,2406,1600,225,4236,560,634,45,29,1270,9,22,36,1305,2383,223,3915,158,278,18,14,469,0,16,12,483,2244,182,2908,76,138,5,11,236,0,9,11,240,5367,411,6015,29369,11907,1290,686,43244,1168,1054,2225,45472,21616,4178,71258
12002,4542,463,440,5448,3218,904,106,56,4289,104,43,151,4438,469,407,5316,2807,753,53,24,3642,103,47,152,3791,456,331,4577,2243,644,66,23,2975,113,30,142,3114,470,292,3873,1626,574,37,24,2263,59,38,101,2371,557,274,3199,1017,613,68,22,1718,49,38,86,1805,936,230,2969,430,447,39,15,931,5,10,23,950,1431,177,2555,115,197,11,3,331,4,13,17,347,1264,140,1753,35,74,0,3,115,0,4,6,118,2160,192,2470,21365,7857,957,380,30557,708,551,1257,31819,10298,3680,45798
12003,8945,1496,738,11183,5383,2012,155,128,7676,227,113,337,8018,1349,583,9946,5160,1813,119,138,7226,207,138,354,7578,1371,524,9470,5044,1795,135,114,7090,212,137,348,7443,1635,560,9636,3837,1497,147,96,5575,176,120,295,5871,1971,447,8291,2150,1200,94,67,3506,114,112,226,3732,2729,390,6851,813,701,64,25,1599,23,38,58,1656,3662,315,5632,218,291,16,8,530,3,16,21,555,3405,293,4252,84,168,11,25,298,3,11,17,308,9044,757,10109,48816,24018,1930,1559,76311,2560,2694,5256,81570,40237,8204,130010
12101,8068,1173,472,9715,5235,1573,147,82,7042,175,113,288,7331,1163,426,8918,4526,1491,94,69,6180,194,76,278,6455,1102,345,7908,3931,1327,94,42,5397,141,74,216,5611,1060,290,6959,3042,1143,81,45,4304,109,88,196,4497,1276,297,6070,1740,1087,77,42,2952,79,60,145,3092,1909,240,5239,787,856,50,22,1713,23,46,69,1785,2773,231,4787,225,418,37,10,691,0,15,15,702,2512,184,3402,89,236,15,11,359,4,3,7,363,6231,457,7049,38731,15860,1554,792,56939,1467,1404,2872,59811,26623,4614,91054
12102,5291,845,225,6363,3873,1504,103,57,5532,141,92,236,5768,727,227,6727,3550,1363,85,48,5047,124,58,181,5227,637,197,6055,3126,1131,90,60,4415,96,56,155,4564,658,166,5391,2570,1010,82,43,3710,87,63,146,3860,927,150,4941,1342,928,72,25,2362,64,46,105,2475,1570,144,4181,469,562,50,11,1093,12,20,36,1130,2427,130,3686,136,260,18,6,414,5,9,14,421,2222,103,2756,40,105,8,14,166,4,4,9,177,4475,325,4970,25987,12914,1222,534,40659,1070,1027,2095,42756,19059,2342,64158
12103,5633,993,202,6830,4779,1728,108,56,6669,138,117,250,6916,1154,250,8324,5458,1998,89,79,7626,168,110,276,7902,1320,296,9521,5170,1771,109,81,7129,199,103,302,7431,1321,284,9031,3902,1549,109,61,5611,114,77,190,5805,1442,218,7464,2041,1308,97,42,3487,83,72,147,3638,2280,192,6106,943,1102,80,27,2156,32,31,60,2210,3285,201,5702,323,664,54,9,1044,3,23,21,1069,3552,229,4848,130,468,34,16,649,3,12,13,656,9339,954,10952,34388,18540,1447,703,55072,1238,1477,2714,57792,32906,3725,94421
12104,7260,726,618,8600,4582,1094,110,74,5863,174,53,232,6093,760,527,7374,3972,977,92,54,5098,143,65,206,5304,777,464,6542,3375,941,90,49,4453,147,57,204,4655,753,390,5800,2763,1042,89,37,3929,139,57,194,4121,972,411,5507,1668,1128,88,20,2908,89,80,169,3073,1499,371,4947,890,1113,61,35,2093,13,39,52,2145,2481,348,4979,296,614,44,15,973,12,21,34,1007,2615,284,3902,148,354,24,18,544,3,10,18,560,5070,621,6248,38090,12812,1517,631,53052,1236,840,2073,55122,19438,6186,80751
12201,2934,337,225,3495,2109,666,68,28,2867,54,46,94,2965,360,211,3531,1813,655,40,34,2541,67,32,101,2643,358,155,3155,1564,627,41,20,2249,42,35,78,2330,398,157,2880,1171,556,50,29,1795,39,20,61,1858,463,156,2473,597,468,20,21,1108,32,27,59,1167,666,139,1966,252,378,25,7,668,4,5,9,681,1033,122,1838,104,202,7,5,323,0,6,6,327,1125,107,1557,44,117,5,11,178,0,3,6,182,2157,286,2626,14725,6498,659,312,22199,394,451,845,23041,8695,2281,34011
12202,2899,357,140,3398,2407,1121,89,51,3675,48,36,89,3763,428,197,4390,2524,1128,77,49,3776,58,37,96,3880,401,168,4447,2580,1161,77,59,3878,65,29,95,3966,469,212,4648,2144,1089,96,31,3365,53,38,92,3455,714,191,4359,1225,1109,65,31,2442,34,39,71,2514,1303,181,4000,505,783,54,17,1357,14,34,47,1407,2140,214,3761,180,398,21,15,611,0,14,11,625,2225,194,3046,61,191,19,14,289,0,0,3,288,4305,618,5216,17688,11158,878,471,30194,471,562,1033,31227,14888,2573,48692
12203,9328,1147,522,10995,7170,2849,207,134,10354,163,109,277,10629,1209,551,12387,7098,2646,170,125,10037,178,121,296,10331,1102,505,11939,5968,2289,168,110,8534,173,85,256,8789,1089,448,10322,4233,1989,173,78,6467,106,73,181,6651,1459,411,8517,2409,1699,131,60,4300,90,83,177,4474,2308,326,7109,914,1196,93,29,2230,18,40,60,2297,3966,329,6588,255,574,41,19,876,5,11,13,892,4451,312,5658,102,297,18,18,439,5,7,14,450,10512,1224,12182,48871,25004,2290,1126,77294,1336,1428,2768,80055,33960,6305,120319
12301,3898,500,179,4578,3170,1041,96,65,4362,58,59,115,4480,474,148,5111,2799,861,68,47,3779,62,51,111,3890,426,143,4464,2297,720,94,44,3154,62,28,93,3241,431,134,3808,1738,605,82,27,2450,60,23,82,2528,648,117,3294,960,503,69,25,1565,28,32,61,1620,1041,89,2751,334,267,43,15,649,0,3,6,655,1645,88,2392,50,88,3,9,156,0,0,0,157,1340,101,1595,25,31,8,10,70,0,0,0,71,2309,310,2694,21618,9099,1096,540,32352,712,697,1407,33757,11895,1865,47522
12302,8135,2195,615,10943,5247,1829,130,134,7337,294,182,478,7818,1955,532,10294,4908,1623,141,148,6815,257,146,406,7224,1884,517,9620,5160,1697,168,139,7161,286,130,413,7577,2052,503,10132,4590,1592,165,98,6440,194,128,315,6763,2666,488,9911,2777,1273,180,78,4311,149,79,235,4548,3762,480,8789,869,645,82,35,1631,26,29,57,1682,5268,478,7426,141,228,15,18,404,0,19,18,425,3977,382,4779,36,104,3,10,152,3,4,8,158,5480,898,6540,46064,19646,2006,1589,69308,3454,2425,5882,75193,41682,7517,124387
12303,2077,320,123,2524,1617,672,71,45,2402,50,36,84,2485,350,144,2981,1714,583,55,48,2385,56,29,78,2466,314,140,2920,1479,612,60,32,2178,41,22,68,2244,359,143,2747,1307,557,90,31,1978,41,9,53,2032,521,145,2701,778,423,65,27,1300,20,23,38,1337,924,160,2417,264,246,28,16,551,9,0,13,559,1414,128,2105,74,79,4,11,169,0,3,3,176,1144,100,1425,35,46,4,9,92,3,0,6,99,1831,291,2223,12979,5997,728,442,20151,499,366,867,21015,9291,1868,32176
12401,3569,618,181,4368,2770,1319,103,45,4241,89,82,167,4410,658,228,5296,2927,1342,107,50,4437,69,65,139,4576,708,251,5529,2824,1318,122,44,4308,78,56,139,4446,756,217,5422,2697,1377,155,35,4269,82,67,151,4416,1256,266,5932,1630,1270,112,32,3046,75,67,140,3189,2355,252,5792,540,792,75,17,1429,7,34,38,1471,3653,268,5394,117,307,21,14,457,4,3,15,471,3127,241,3835,51,128,7,11,190,0,7,8,202,5132,386,5716,20956,13129,1240,476,35800,865,917,1775,37582,22208,2864,62651
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
12403,8287,1341,454,10082,5795,1794,166,109,7862,178,112,288,8153,1261,461,9876,5310,1587,140,114,7139,169,88,260,7402,1188,432,9015,4696,1467,154,99,6417,163,70,237,6650,1286,439,8378,4024,1412,206,81,5726,140,87,228,5955,1740,411,8111,2376,1209,145,48,3775,100,77,171,3947,2861,357,7170,835,640,67,34,1571,11,20,36,1605,4379,394,6377,190,240,21,13,459,4,13,14,472,3377,262,4111,45,104,14,15,172,4,0,4,177,5490,531,6194,46700,18927,2250,1229,69111,2188,1679,3866,72974,30922,5754,109652
12404,1665,483,120,2265,1219,453,35,35,1751,44,28,69,1819,437,113,2365,1326,485,49,41,1902,45,23,65,1966,424,138,2529,1322,450,44,20,1841,33,13,50,1890,470,139,2497,1080,406,45,23,1555,27,21,51,1606,539,95,2236,592,304,37,22,956,27,15,41,1000,734,100,1836,225,214,18,7,465,3,4,10,478,1102,114,1696,57,96,0,4,155,3,3,6,158,937,87,1184,22,42,3,6,77,0,4,4,75,1990,252,2321,11271,5029,513,369,17181,531,386,911,18092,9755,1768,29613
12405,2791,620,257,3673,1830,606,41,52,2528,102,32,131,2657,577,200,3434,1868,563,63,50,2542,96,36,128,2674,605,194,3465,1911,529,67,53,2565,94,35,128,2695,650,214,3557,1757,588,69,38,2456,93,41,132,2591,971,222,3778,1043,386,41,28,1503,65,34,96,1598,1140,206,2944,302,184,22,10,521,4,6,11,533,1630,143,2304,43,48,0,5,95,0,4,6,104,1242,112,1458,12,21,8,0,41,0,0,0,42,1763,273,2078,17285,6669,693,593,25241,1199,671,1869,27110,12962,2799,42867
12501,4940,1908,462,7309,2432,880,46,78,3434,183,100,286,3716,1478,347,5541,2230,851,49,109,3238,165,97,264,3508,1394,326,5233,2137,794,60,91,3080,159,82,246,3326,1438,282,5056,1704,722,54,65,2549,140,81,225,2771,1658,279,4704,968,522,30,49,1565,75,59,135,1704,1786,207,3693,277,213,15,11,516,12,12,27,542,1975,172,2695,57,62,3,5,133,0,4,4,134,1500,128,1761,10,28,0,10,56,5,0,6,61,2914,291,3262,23700,12226,820,1238,37982,2241,1799,4036,42020,27162,4833,74020
12502,3653,854,212,4714,2527,980,58,47,3611,101,74,179,3791,838,174,4797,2409,978,54,56,3499,105,63,172,3672,837,166,4678,2447,861,50,51,3410,124,59,185,3595,918,200,4714,1886,785,64,40,2773,91,63,159,2926,1177,171,4282,1070,647,50,33,1797,66,51,116,1920,1592,115,3629,415,356,32,5,810,10,21,27,838,1997,145,2977,97,158,12,14,281,3,4,6,290,1850,131,2267,46,90,7,12,154,0,7,4,159,3986,357,4500,19554,9327,805,522,30209,1055,1024,2080,32292,19212,2348,53851
