SA3_CODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
10304,14,12,3,3,14,37,7,26,394,263,198,118,94,33,16,1225,3,0,4,0,7,38,9,15,52,18,7,4,4,5,5,175,5,4,0,4,6,30,26,54,282,120,63,34,36,7,19,701,0,0,0,0,3,6,0,10,50,24,15,8,6,4,7,143,7,5,0,11,7,58,69,80,150,32,11,20,3,4,24,479,0,5,9,26,25,70,38,36,63,12,5,5,5,0,17,300,0,3,0,7,8,7,3,3,19,4,0,0,0,0,5,63,3,0,0,0,0,10,3,0,20,12,3,3,0,0,4,66,21,57,25,22,668,336,56,72,176,25,13,8,3,9,65,1558,0,4,3,0,19,14,0,4,4,0,0,0,0,0,292,345,55,91,45,76,758,600,214,301,1212,508,325,200,155,54,455,5057,9,3,4,0,7,14,13,13,239,276,267,162,120,42,149,1309,0,0,0,4,4,16,3,21
10401,4,0,5,3,8,40,13,24,266,114,97,55,31,14,13,690,0,7,0,6,14,40,11,22,71,21,8,0,0,0,0,203,3,0,4,5,10,40,37,71,278,75,49,12,17,3,15,620,0,3,0,0,3,12,4,15,37,8,12,8,3,0,3,106,5,0,5,17,6,88,86,83,113,35,11,13,6,0,15,478,0,10,15,26,36,119,45,25,62,9,3,3,6,3,9,371,0,0,0,10,6,19,10,9,21,3,0,0,0,0,3,87,0,0,0,0,3,10,4,9,13,4,3,3,0,0,7,47,36,83,56,37,1322,664,122,127,352,36,20,8,3,10,104,2985,4,3,0,0,30,20,8,7,14,0,0,0,0,0,334,422,58,110,92,95,1437,1056,336,401,1228,303,187,103,65,29,501,6010,3,0,3,4,4,31,8,31,213,171,115,52,34,10,104,782,0,0,0,3,5,36,19,34
10402,8,7,0,10,26,57,15,33,440,287,159,70,63,17,18,1208,3,7,4,6,34,92,28,39,124,29,11,5,4,0,8,396,3,3,3,3,18,44,52,102,458,187,81,28,22,8,8,1020,3,3,3,3,3,19,8,16,64,32,12,9,3,3,7,181,4,5,3,7,3,77,128,90,183,45,21,18,3,0,20,612,0,3,12,24,65,180,63,63,110,23,11,4,3,0,19,581,0,0,7,3,4,21,13,7,23,11,3,0,0,0,10,105,0,0,0,0,11,7,5,3,24,7,11,3,3,0,4,68,56,122,51,47,1583,927,195,190,528,67,23,18,14,15,135,3970,6,7,3,0,48,30,0,0,21,0,0,0,0,0,539,663,94,159,83,103,1786,1452,510,540,1978,681,336,155,124,46,766,8807,4,9,3,7,15,41,25,27,359,310,209,105,56,25,153,1352,3,3,7,3,6,63,34,69
10501,32,13,3,9,23,38,4,28,207,116,102,43,33,20,22,687,3,0,0,0,14,25,4,7,27,3,3,4,0,0,3,105,5,3,0,0,6,22,35,37,129,54,33,13,9,3,17,366,0,0,0,0,0,6,6,5,17,12,7,6,5,0,11,69,5,5,6,4,8,29,43,28,59,19,3,8,0,0,11,230,0,3,3,9,22,41,11,11,4,0,0,0,0,0,3,113,0,0,0,0,7,4,3,6,7,0,0,0,0,0,3,40,0,0,0,0,0,0,0,3,9,4,0,0,0,0,5,22,18,50,10,4,308,126,15,8,55,6,0,0,0,4,39,635,0,0,0,0,12,9,3,0,5,0,0,0,0,0,216,246,64,83,28,26,391,300,126,131,522,218,160,76,49,29,327,2517,13,9,3,8,8,17,8,18,160,97,75,45,32,13,139,630,0,0,0,0,10,15,7,7
10502,3,9,3,0,8,19,3,9,103,74,63,28,17,0,5,355,0,3,0,0,3,16,4,5,11,4,4,0,0,0,0,50,3,0,0,3,3,21,16,23,81,45,21,4,7,0,11,239,0,0,0,0,0,9,4,3,17,7,3,0,0,0,0,45,0,0,5,8,3,28,32,30,55,15,3,13,3,0,11,204,0,3,4,6,37,62,13,19,14,3,0,0,0,0,4,168,0,0,0,0,3,12,6,0,5,0,0,0,0,0,3,31,3,0,0,0,0,3,0,0,5,3,0,3,0,0,4,20,14,29,12,9,539,245,28,26,99,7,3,0,0,4,49,1071,0,0,0,0,16,6,0,0,5,0,0,0,0,0,179,210,26,48,23,29,610,405,115,121,399,152,96,53,35,11,267,2400,3,3,3,0,7,16,3,10,88,85,67,56,11,11,54,417,0,0,0,0,0,6,7,9
10503,23,22,3,3,35,98,17,50,542,327,182,108,82,25,34,1547,3,12,0,0,26,44,12,30,89,17,15,4,0,5,3,254,5,9,8,5,19,69,44,100,385,137,48,22,28,11,22,912,3,3,7,0,0,17,8,7,63,28,22,6,7,3,6,189,8,3,6,15,4,95,114,96,142,46,15,24,7,3,38,634,0,6,16,19,35,102,49,31,69,10,3,0,0,0,19,364,3,0,0,0,13,10,21,8,15,3,4,4,0,0,5,88,0,0,0,0,3,8,0,4,31,10,6,3,7,0,7,91,42,99,36,26,958,456,69,74,210,22,17,11,6,14,102,2135,4,9,0,0,32,16,8,6,11,7,0,0,0,0,458,553,90,159,82,75,1125,904,346,402,1565,616,310,186,137,54,711,6768,16,6,4,5,7,38,18,47,402,360,280,158,112,33,240,1733,0,3,0,0,3,22,15,31
10601,18,4,7,3,17,38,10,36,421,293,252,113,115,35,37,1393,3,6,3,3,14,30,13,20,87,27,17,3,12,0,5,241,0,4,3,5,6,37,29,80,366,173,114,54,49,0,23,952,0,4,0,0,3,16,9,14,64,33,20,10,11,0,11,195,9,0,3,4,7,82,118,109,272,123,19,74,7,3,36,865,3,9,16,16,40,98,57,39,69,22,4,7,3,0,18,398,3,0,0,7,9,22,10,8,38,11,4,7,0,0,8,126,0,0,0,0,0,3,0,0,7,6,4,3,7,3,8,50,48,106,47,30,1298,591,106,100,304,38,19,3,9,3,108,2809,0,11,0,0,36,17,4,8,15,0,0,5,3,0,399,499,84,137,78,76,1427,939,353,402,1640,725,458,280,215,49,660,7531,7,0,0,0,8,20,9,28,295,288,267,169,183,62,183,1515,0,0,0,0,0,18,17,26
10602,3,3,0,0,3,13,5,21,329,320,262,94,77,16,13,1168,0,0,0,3,5,27,9,14,56,16,4,3,3,0,4,142,0,0,0,0,0,24,23,53,305,161,81,36,36,7,18,745,0,0,0,0,3,0,0,6,37,43,14,10,10,0,10,137,3,3,4,10,3,42,90,88,199,72,22,52,11,0,29,624,0,3,7,10,32,76,33,28,47,11,4,3,0,0,5,262,0,0,0,0,7,11,6,3,21,0,3,4,0,0,6,65,0,0,0,0,0,4,0,5,21,10,7,4,3,0,3,51,27,59,22,19,917,491,87,118,218,20,9,0,10,5,65,2053,3,0,0,3,17,12,5,4,13,0,0,0,3,0,308,361,42,64,27,49,996,694,258,338,1245,657,410,201,151,36,452,5612,0,3,0,3,3,9,11,13,233,284,256,218,159,50,139,1372,0,0,0,3,0,22,5,16
10603,6,11,3,3,10,28,4,24,310,246,189,67,57,10,21,972,3,6,0,3,18,55,14,23,88,19,18,4,8,0,3,275,3,0,0,3,0,24,27,65,299,147,64,26,11,3,12,691,7,3,0,0,3,3,0,15,48,24,11,9,9,0,4,133,3,0,3,6,3,52,84,83,195,62,26,39,4,3,27,583,0,7,13,22,42,112,54,45,95,18,12,7,10,6,17,472,0,0,0,3,0,9,9,4,23,5,0,4,0,3,3,68,0,0,0,0,3,0,3,3,19,7,10,3,3,0,0,60,55,99,43,51,1347,900,219,207,577,70,35,31,22,20,124,3802,3,11,3,0,36,23,7,3,13,0,0,0,0,0,463,579,86,144,65,90,1469,1212,427,472,1676,605,352,190,123,48,667,7630,5,3,0,0,7,16,5,22,215,256,236,142,117,28,135,1191,0,0,3,0,3,30,14,38
10604,16,4,0,3,3,27,8,18,216,147,97,38,61,17,13,674,3,0,3,3,10,23,3,12,40,8,3,4,0,0,3,110,3,3,0,3,0,20,29,27,150,76,36,26,26,11,13,423,0,0,0,0,0,3,0,7,14,11,9,8,4,0,0,72,0,0,0,10,0,35,62,54,104,42,15,47,9,3,23,407,0,0,3,10,13,35,11,8,32,8,0,7,0,0,3,131,0,0,0,0,0,4,6,6,6,0,0,0,0,0,0,26,0,0,0,0,4,4,0,5,14,5,0,0,0,0,4,29,24,51,8,8,354,182,47,38,94,14,3,5,7,3,33,868,0,7,4,0,12,0,0,0,5,4,0,0,0,0,173,208,53,67,22,36,398,339,174,172,671,313,170,135,104,34,272,2949,3,3,0,0,3,7,3,18,129,117,119,59,74,18,108,667,0,0,0,0,3,8,0,12
10701,3,0,0,0,7,17,3,15,298,276,230,105,65,14,21,1052,0,0,0,0,4,19,11,17,61,25,9,7,3,0,3,161,4,0,0,0,3,19,30,59,274,136,76,24,23,0,14,652,0,0,0,3,0,5,3,12,40,19,11,15,3,0,9,127,4,3,0,5,3,53,119,93,234,70,13,40,5,0,31,676,3,5,13,17,30,91,38,35,44,13,3,4,0,0,13,297,0,0,0,0,3,15,13,5,32,4,3,0,3,0,6,91,0,0,0,0,0,0,0,3,11,0,4,0,3,0,5,37,42,125,59,16,1658,766,103,96,299,22,8,6,3,3,104,3310,6,7,0,3,56,27,0,3,14,0,0,0,0,0,317,432,62,145,77,44,1757,1007,322,340,1306,563,357,192,111,19,531,6830,4,0,3,0,3,12,7,25,223,325,345,177,159,58,166,1505,0,3,0,4,3,21,11,24
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,3,3,3,0,5,24,0,21,342,298,255,130,75,20,17,1194,3,0,0,0,9,32,12,13,77,28,16,6,0,0,3,204,3,0,0,4,3,27,12,58,368,174,89,45,34,9,19,848,0,0,0,0,3,13,3,7,62,41,25,9,11,0,9,186,0,3,0,3,3,68,109,119,262,82,15,53,6,0,43,765,0,4,13,27,23,107,54,46,65,20,3,6,3,0,9,386,0,0,0,4,5,16,9,18,27,8,4,0,0,0,12,101,0,0,0,0,0,3,0,0,23,4,15,6,10,3,5,78,52,110,46,39,1379,882,161,165,440,42,14,13,14,8,101,3459,3,3,0,0,42,14,7,4,21,0,0,0,0,0,381,481,70,133,69,73,1475,1187,368,446,1683,704,435,276,149,37,596,7698,7,3,0,3,3,12,8,25,301,383,360,296,196,52,219,1864,0,0,0,0,7,23,15,37
10704,3,0,0,0,8,24,10,22,381,459,539,333,251,84,22,2133,3,4,3,8,13,52,16,29,111,52,28,17,18,0,0,352,4,0,0,3,3,21,37,79,443,298,168,107,110,17,21,1313,0,0,0,0,0,7,6,12,53,57,57,32,29,0,13,259,3,0,3,11,6,73,118,126,317,153,47,101,30,4,46,1033,5,12,20,25,43,120,69,63,136,27,16,11,6,3,8,561,3,0,3,5,3,12,16,12,36,16,3,3,4,0,12,130,3,0,0,0,4,3,3,0,18,17,14,6,0,3,4,73,104,165,57,60,1750,1105,175,197,561,89,28,13,17,10,136,4477,8,6,0,3,57,28,0,8,22,0,0,3,0,0,655,790,132,196,91,116,1879,1443,442,546,2082,1161,896,631,465,127,918,11117,6,0,0,0,5,10,14,24,287,359,422,384,338,160,281,2283,0,0,3,0,4,19,11,41
10801,3,0,0,0,4,15,4,9,159,75,39,26,14,6,7,376,3,0,3,4,13,30,8,19,49,18,11,0,0,8,0,165,0,3,3,0,3,27,19,43,146,48,19,18,13,3,6,353,0,0,0,0,0,5,0,4,23,8,8,4,5,0,0,62,0,0,0,0,7,30,48,33,59,17,3,8,0,0,8,224,0,0,8,11,38,80,33,23,37,7,8,3,0,0,12,259,0,3,5,0,0,6,5,0,8,4,0,5,0,0,0,39,0,0,0,0,0,3,3,3,8,4,3,0,3,0,3,31,27,81,23,34,925,654,109,110,361,49,31,4,4,4,94,2521,0,6,0,0,26,16,3,3,11,3,0,0,0,0,226,291,43,96,49,51,1022,859,227,255,852,233,115,72,44,25,364,4315,0,0,0,3,3,12,0,16,103,96,58,27,31,0,53,413,0,0,3,3,3,23,8,25
10802,11,10,5,0,21,49,3,24,266,99,61,29,23,5,13,619,3,8,0,4,28,41,19,21,70,14,7,7,0,0,4,223,0,4,0,8,4,40,35,61,219,62,39,18,6,3,6,511,3,0,0,0,9,3,9,6,43,10,4,4,4,7,7,109,3,3,0,8,9,62,81,49,96,25,4,3,0,0,11,348,4,3,9,32,43,115,49,36,40,11,3,0,0,0,9,352,0,0,0,5,6,18,9,3,12,0,0,0,0,0,6,57,0,0,0,0,0,6,0,0,13,9,0,3,3,0,4,46,38,87,45,34,1282,681,150,120,301,28,5,3,3,9,92,2882,3,5,3,0,30,24,6,6,0,0,0,3,0,0,316,404,58,124,70,88,1424,1032,364,334,1054,265,120,64,45,27,476,5548,3,8,0,5,11,29,16,24,172,136,94,45,25,4,74,642,0,0,0,7,8,35,23,33
10803,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,3,9,6,0,0,3,0,10,44,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0
10804,11,7,0,3,5,27,6,33,427,232,153,77,42,16,18,1072,0,4,3,10,20,75,20,47,114,25,19,11,0,7,7,361,3,4,3,0,10,41,52,78,377,166,55,24,33,10,14,865,0,0,0,3,3,10,5,14,57,16,23,4,7,0,10,156,4,6,3,7,9,81,100,79,168,61,9,32,9,0,27,618,0,8,19,20,56,148,84,52,109,19,15,3,6,6,14,559,0,0,0,3,5,23,10,6,18,4,0,0,0,3,3,79,0,0,0,0,0,11,4,4,23,5,4,3,3,0,3,59,56,138,60,41,1805,1318,251,284,762,106,44,21,20,15,171,5077,3,3,0,0,58,37,10,5,28,3,3,0,0,0,451,602,78,173,102,89,1978,1768,533,606,2087,647,314,177,119,56,716,9451,0,0,4,0,14,32,24,30,316,264,217,127,62,24,128,1237,3,0,3,0,8,26,24,51
10805,5,6,4,3,13,43,14,35,348,156,86,50,23,9,18,818,0,8,0,7,30,48,13,25,71,12,11,5,4,0,3,249,4,8,0,3,8,39,34,66,275,94,45,14,16,0,4,611,3,0,3,3,6,11,3,16,38,23,3,3,5,4,4,132,3,3,3,15,3,69,95,67,115,26,14,15,6,0,14,443,5,5,11,21,51,130,48,35,51,19,4,3,3,0,15,405,0,0,3,6,0,16,15,7,16,0,3,3,0,0,9,84,0,0,0,0,4,6,0,0,19,9,4,4,0,0,3,46,50,111,40,38,1397,723,134,144,361,46,20,9,10,5,114,3203,3,4,3,0,29,18,3,4,11,0,0,0,0,0,347,427,75,149,72,92,1544,1102,362,397,1306,387,184,116,63,23,529,6413,4,3,3,4,4,20,14,14,242,210,120,58,41,18,106,858,3,0,4,0,5,23,17,30
10901,12,4,0,0,9,43,6,30,497,339,203,86,58,16,27,1337,0,3,0,3,20,22,5,20,69,21,9,7,3,0,3,188,3,0,0,3,3,37,48,74,393,152,73,40,34,8,17,885,0,0,0,0,0,5,7,10,47,18,19,13,3,0,4,139,5,3,3,5,0,80,88,82,163,51,18,22,18,0,30,566,4,7,9,17,25,68,35,47,50,5,8,4,0,3,9,290,0,0,0,0,4,14,6,13,18,0,0,3,0,0,3,73,0,0,0,0,0,4,3,3,20,10,11,5,0,0,8,65,30,54,27,13,696,398,96,67,217,17,9,10,5,4,59,1706,0,0,3,0,23,20,3,3,5,3,3,0,0,0,356,430,59,71,42,44,784,692,310,352,1495,618,349,191,120,42,514,5679,0,4,0,0,6,19,12,23,260,300,242,174,87,43,147,1319,0,3,3,4,0,18,7,17
10902,14,7,0,4,7,28,3,12,143,52,47,17,7,7,11,371,0,0,0,0,5,14,8,11,7,4,0,0,0,3,3,57,3,0,0,0,4,15,9,20,92,24,3,3,8,0,9,196,0,0,0,0,0,14,0,0,13,8,0,3,0,0,0,45,4,7,4,0,0,11,20,23,24,15,4,3,0,0,8,118,0,7,4,3,8,15,6,6,8,0,0,0,0,0,0,62,0,0,0,0,3,0,0,3,4,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,11,9,31,7,6,189,83,20,12,46,6,5,0,0,0,19,442,0,0,0,0,3,5,3,0,3,3,0,0,0,0,91,109,31,52,24,18,225,192,70,90,353,112,61,26,23,13,155,1433,3,4,0,0,3,13,3,16,83,61,51,13,15,9,52,344,0,0,0,4,0,7,3,0
10903,36,8,4,3,29,55,11,27,413,205,125,39,28,7,26,1015,0,0,3,3,13,30,12,23,57,19,5,0,0,3,9,174,10,0,3,9,12,50,38,77,315,98,39,13,12,10,11,690,3,0,0,0,0,11,8,11,58,15,13,3,0,0,7,126,7,3,4,11,9,64,78,61,95,29,5,17,7,0,39,417,0,7,15,12,41,96,27,19,50,3,4,0,0,0,14,298,0,3,0,0,7,13,12,3,15,0,0,3,0,0,10,66,3,0,0,0,4,3,0,3,25,8,3,0,0,3,12,69,40,67,20,16,851,435,80,93,229,23,4,8,4,9,104,1979,3,7,0,3,28,16,3,0,15,3,0,0,0,0,331,417,103,99,58,54,984,769,257,312,1283,406,199,84,58,33,560,5252,14,8,10,11,14,41,19,24,253,216,140,60,31,21,149,1010,0,0,0,0,5,16,0,12
11001,14,5,3,3,7,43,8,18,307,130,93,69,47,9,16,771,0,8,3,3,4,24,13,24,54,8,13,0,0,0,0,151,3,3,0,4,5,36,25,41,200,78,44,17,20,14,12,496,0,3,0,0,0,4,3,0,22,15,8,7,0,0,0,74,4,0,0,13,7,33,54,42,69,31,23,28,11,3,10,333,0,4,11,12,27,55,19,22,44,13,10,3,3,0,3,226,0,0,0,0,0,12,4,4,15,0,0,0,0,0,3,48,0,3,0,0,3,4,0,0,16,9,0,0,4,3,6,46,16,40,19,8,386,218,45,49,144,22,8,10,9,5,40,1022,4,0,0,3,25,12,0,0,7,0,0,0,0,0,215,270,55,61,42,40,465,439,173,206,885,307,194,137,86,30,313,3427,4,4,6,0,4,25,22,13,225,178,141,83,76,8,118,899,0,0,0,0,4,11,9,16
11002,22,12,10,9,28,78,12,39,334,115,75,36,29,14,33,845,8,3,0,3,27,45,7,12,45,11,3,5,3,0,6,171,12,9,6,9,8,50,30,69,225,51,24,18,3,3,11,539,3,0,5,3,0,10,5,9,44,9,6,0,3,0,10,107,7,0,17,14,11,96,65,42,100,17,10,12,3,0,21,413,3,6,11,17,48,83,22,22,33,8,6,0,4,0,7,256,3,0,0,3,6,14,9,4,8,7,0,0,0,0,4,56,0,0,0,0,0,11,0,0,5,5,0,0,3,0,6,32,43,75,31,25,884,339,69,59,162,17,9,7,6,5,69,1796,0,4,4,0,44,16,7,3,9,0,3,0,0,0,241,321,93,107,82,77,1057,738,219,248,974,242,134,83,49,19,408,4543,8,9,10,7,14,45,21,38,237,163,116,52,31,14,110,873,0,0,3,0,3,17,7,14
11003,14,5,3,0,8,28,9,16,254,152,100,33,22,18,24,680,5,0,0,3,3,10,5,12,27,10,3,3,0,3,3,89,3,3,0,4,4,27,26,37,155,51,28,8,12,8,19,362,0,0,0,3,0,7,7,3,31,9,13,5,3,0,4,82,4,0,0,7,3,46,61,30,69,15,7,13,4,0,11,275,0,7,0,9,7,25,14,7,15,7,0,0,3,0,3,101,0,0,0,0,3,4,5,0,7,0,0,0,0,0,8,33,3,3,0,0,0,3,3,0,16,8,0,3,0,3,6,41,13,40,7,7,269,98,24,11,59,6,8,5,0,6,33,589,3,0,0,0,11,8,0,0,0,0,0,0,0,3,199,227,39,54,17,33,311,250,155,117,632,262,157,70,40,45,308,2485,15,0,3,6,4,16,8,23,180,144,97,57,28,14,107,695,0,0,0,0,0,3,3,11
11004,32,20,7,3,28,106,21,57,645,355,213,91,61,24,30,1696,4,3,6,8,20,56,20,29,98,29,16,4,4,0,13,308,6,9,4,5,18,67,55,117,472,148,75,35,34,12,27,1081,0,0,0,0,3,10,5,17,60,26,14,10,6,3,7,168,3,0,6,6,13,115,152,113,175,54,19,17,9,4,51,736,3,8,13,24,39,121,56,46,61,14,10,0,6,3,14,416,0,0,3,3,5,15,20,8,18,10,0,0,0,0,6,92,4,0,0,0,6,7,0,4,29,12,13,3,6,4,12,99,43,124,41,28,1244,616,112,106,323,38,12,10,14,7,104,2820,4,9,0,0,50,22,12,3,24,6,3,0,0,0,511,637,108,176,85,85,1427,1124,444,498,1904,684,369,174,135,56,772,8047,11,11,4,3,13,29,19,42,431,386,258,166,106,39,213,1740,3,0,6,0,0,20,16,25
