SA3_CODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
12001,475,2179,1354,12132,344,16481,5,3,3,27,3,45,4273,136,159,165,89,4818,386,45,40,56,7,537,265,100,47,79,0,495,3376,1364,912,7495,253,13399,376,9,40,0,3,418,168,29,20,79,3,302,528,159,79,700,22,1489,1786,241,99,550,61,2739,210,33,13,32,0,282,875,24,28,8,8,955,1173,495,308,4233,133,6336,7514,1155,471,1917,279,11342,1257,4,16,3,34,1317,901,147,58,146,27,1272,67,13,7,5,0,100,380,86,35,131,11,648,164,20,16,8,12,217,404,91,62,19,15,600,313,57,36,58,3,468,234,33,23,32,4,320,854,404,248,2282,49,3829,241,28,13,24,4,308,211,25,10,7,3,249,395,46,31,42,11,528,251,9,7,3,8,286,311,30,12,10,10,366,240,0,6,0,3,256,117,46,37,132,3,328,3440,456,362,376,83,4709,584,103,57,445,4189,5385,28603,4796,2828,22871,5431,64527,530,2141
12002,318,2390,1564,10954,350,15582,4,8,0,57,4,73,1060,73,77,144,26,1380,209,31,5,29,10,285,357,134,70,85,4,655,5152,1762,1176,7477,257,15817,229,6,22,3,12,263,237,37,20,133,3,432,637,163,113,729,23,1673,795,136,41,171,24,1172,168,48,12,29,3,255,322,25,12,10,4,365,1516,522,356,4383,110,6888,1926,371,153,619,70,3149,122,3,5,7,4,144,177,34,23,59,13,302,82,6,5,4,3,101,267,52,38,50,9,417,120,22,12,3,5,169,559,108,81,20,5,774,250,70,39,62,10,430,128,29,26,40,0,217,1325,441,298,2576,58,4699,196,20,11,19,0,239,191,18,11,4,3,220,258,26,21,34,4,347,78,9,3,7,0,96,79,11,0,7,0,89,137,5,3,0,4,153,224,44,45,141,6,462,2858,493,383,427,76,4236,300,65,51,400,3754,4576,16817,4239,2776,20330,4622,48777,388,2531
12003,1157,3025,1943,15346,605,22074,14,23,5,113,18,167,19820,221,280,231,373,20928,995,69,35,130,33,1267,371,119,57,114,11,676,5166,1887,1255,9595,442,18343,1870,17,89,17,69,2057,374,55,44,136,17,622,877,197,120,946,55,2199,4326,448,205,820,168,5970,374,52,23,38,7,491,5675,79,64,32,99,5947,1750,766,412,6164,184,9268,8133,1135,480,1804,312,11861,4889,16,42,19,136,5106,4083,460,235,469,171,5423,153,23,4,8,3,196,411,84,64,112,16,688,398,35,31,16,20,495,535,102,94,16,16,763,958,89,53,105,29,1226,747,55,50,77,24,944,1245,525,321,2953,82,5127,563,33,20,34,19,666,176,32,13,3,3,228,957,57,39,50,32,1132,1734,24,8,10,66,1834,584,24,10,14,10,638,1504,9,24,11,45,1584,157,47,25,194,4,432,11930,894,553,610,412,14395,2049,128,120,698,8982,11984,77527,6744,4175,29433,11928,129801,1279,3265
12101,775,3914,2829,19464,508,27485,0,4,0,25,0,29,11912,231,331,226,184,12878,648,76,30,57,16,828,588,210,121,135,10,1065,7516,2901,1841,12327,445,25034,704,14,73,8,17,814,394,81,56,186,17,737,1060,271,168,1047,43,2586,824,168,73,337,12,1413,559,81,25,74,7,741,1577,34,38,8,16,1682,1682,785,492,6394,147,9498,1685,361,155,829,80,3113,1927,0,22,14,42,2004,493,87,19,132,24,750,154,12,5,14,3,190,131,44,28,50,0,254,145,5,18,6,3,170,869,165,143,52,14,1247,537,85,38,114,8,780,376,47,46,73,12,551,1734,689,459,3999,97,6976,290,28,16,27,9,371,601,78,45,15,9,745,324,31,29,28,7,408,236,19,15,3,6,285,102,8,0,8,0,115,180,5,16,0,3,210,235,62,39,192,4,537,8604,731,621,627,180,10764,754,82,86,594,5589,7103,41951,6753,4742,34095,7114,94660,759,3904
12102,578,3358,2408,19570,556,26469,3,8,0,41,0,51,5086,75,136,129,78,5506,155,28,5,39,0,229,624,189,117,187,17,1131,6741,2639,1701,11810,438,23333,967,10,50,0,22,1048,224,57,34,164,15,483,808,235,155,983,29,2205,207,61,20,92,0,385,228,53,13,35,9,337,1962,29,17,12,26,2054,1190,528,350,4578,112,6761,889,286,83,611,43,1915,1212,6,14,7,45,1280,637,104,41,146,26,951,33,9,3,3,0,47,120,40,14,44,0,222,152,40,23,6,3,223,513,166,113,61,12,862,547,44,27,60,12,696,341,23,16,56,8,449,1374,634,413,3384,90,5893,138,12,5,6,0,163,501,39,17,11,23,592,302,21,12,31,7,376,332,14,15,7,0,366,34,6,0,0,4,41,209,6,11,0,6,237,227,63,26,189,9,511,4845,541,446,534,111,6470,545,113,73,656,2387,3774,27549,5651,3809,32163,3761,72926,570,3287
12103,849,4844,3682,25566,597,35541,4,0,0,4,0,7,8764,237,333,279,157,9778,246,30,12,76,6,376,799,173,124,196,15,1305,10906,3676,2538,16418,565,34106,354,14,49,3,6,429,338,62,55,211,11,682,1433,290,201,1213,39,3176,560,142,53,240,15,1022,445,64,47,72,14,639,1590,52,42,25,33,1740,1882,801,537,6426,161,9811,1178,322,165,609,40,2324,1623,12,25,19,38,1712,251,85,15,115,9,479,45,9,0,3,0,57,94,27,13,51,3,187,59,8,3,3,0,81,847,209,165,51,15,1288,634,86,44,98,12,882,473,57,33,69,11,640,2316,901,643,5024,144,9018,129,26,4,29,0,184,2701,114,75,12,33,2925,284,39,16,45,7,403,481,27,20,12,9,546,91,12,4,0,7,112,170,0,6,7,3,188,304,75,67,249,14,702,6570,793,696,792,137,8987,636,110,133,761,2838,4478,40053,7966,5893,43189,4445,101539,867,4812
12104,556,3542,2533,17426,483,24532,3,3,0,11,0,15,3780,125,155,173,92,4324,309,34,26,56,8,431,670,194,101,152,9,1130,10064,2845,1880,13181,455,28431,433,6,22,0,15,481,592,82,44,220,9,951,1275,244,191,1157,49,2919,561,156,63,262,8,1055,391,69,24,46,5,539,1037,35,25,7,11,1116,2260,741,499,6699,168,10361,1093,354,143,621,36,2241,443,6,9,5,7,468,167,35,26,85,0,317,107,5,0,5,0,124,134,34,43,46,0,264,171,9,8,3,6,196,941,166,115,40,26,1292,572,104,51,108,10,847,375,53,24,57,13,531,2358,722,483,4238,116,7915,215,33,10,28,0,286,760,52,32,11,10,864,330,22,18,33,8,416,232,11,5,0,7,257,91,7,4,0,0,100,137,0,0,3,3,143,325,63,40,212,12,661,6450,640,511,596,160,8355,430,107,73,549,7549,8716,31056,6305,4290,32907,8847,83406,597,3484
12201,244,1803,1294,8490,321,12155,0,0,0,12,0,15,669,38,40,65,20,822,101,19,10,31,4,165,354,100,60,77,15,604,5493,1392,975,6019,284,14162,104,3,16,0,0,123,306,40,27,81,8,470,625,111,69,533,27,1369,331,65,22,121,20,559,82,16,13,20,3,125,150,15,8,3,6,179,1168,326,222,2771,95,4582,566,159,68,298,29,1121,180,0,3,0,3,190,40,22,5,26,0,93,20,0,0,0,0,25,36,21,16,15,0,86,115,9,10,3,8,151,429,82,61,22,9,603,148,31,21,26,3,216,94,8,7,26,6,139,1200,335,260,1748,60,3597,85,10,6,6,0,107,279,27,24,3,0,333,132,21,11,17,4,179,39,10,4,0,0,58,29,0,0,0,3,39,25,3,0,0,0,30,213,18,10,82,9,341,2223,306,227,234,63,3054,195,47,46,345,2985,3610,12819,3009,2114,15420,3743,37114,290,1840
12202,348,2874,2046,16069,537,21872,0,4,0,20,4,26,381,29,38,88,9,551,392,49,28,73,5,547,721,177,100,238,20,1264,6630,2279,1599,10245,468,21228,122,3,25,0,4,152,216,46,42,157,4,461,844,196,106,821,44,2003,149,56,18,100,6,324,104,30,6,29,3,180,127,18,6,9,12,169,967,444,272,3850,128,5662,735,241,85,544,44,1648,46,0,9,4,4,63,76,13,7,34,0,139,25,3,3,0,0,26,89,35,11,43,3,186,96,33,9,4,7,156,384,123,108,41,12,673,171,30,22,43,9,282,120,16,22,38,3,202,1158,498,375,2892,80,5004,424,48,16,45,11,540,278,33,30,8,3,343,115,5,9,35,9,168,28,9,8,0,4,50,19,5,0,0,0,29,38,0,3,0,0,43,204,58,42,151,3,459,2027,531,345,445,67,3413,281,95,69,684,3000,4120,14334,4833,3279,27565,4142,54158,391,2822
12203,1034,6472,4745,35980,1069,49305,0,3,0,45,0,57,3746,130,168,204,124,4374,761,105,48,126,21,1069,1440,384,186,410,38,2457,14802,5135,3517,22236,982,46663,978,13,107,13,29,1140,617,122,95,334,19,1185,1705,452,235,1693,99,4188,726,200,78,360,29,1393,334,80,20,48,3,490,785,65,21,23,16,901,2820,1060,697,8930,286,13790,4028,846,296,1495,190,6858,616,6,7,7,15,655,254,70,32,73,12,438,121,6,7,17,3,159,213,53,37,78,11,400,598,65,33,14,33,749,1067,315,232,88,46,1749,568,70,56,101,12,811,352,38,32,66,13,496,3056,1124,778,5972,170,11100,983,72,22,63,11,1150,896,72,70,16,23,1083,494,36,36,78,21,667,97,25,14,11,3,144,88,11,11,3,3,112,224,4,8,3,6,249,499,118,79,302,14,1013,8740,1087,958,923,240,11951,1043,223,178,1416,5795,8653,45521,11193,7748,60817,8559,133837,1194,6651
12301,257,2169,1429,16755,387,20995,3,6,0,63,0,69,266,25,13,60,6,376,205,38,24,70,10,350,276,91,66,131,17,574,3182,1654,1114,9099,366,15416,231,14,38,0,14,298,90,19,17,82,0,209,406,138,94,788,28,1450,165,68,34,119,9,394,109,25,11,28,4,178,303,26,11,9,5,354,665,303,188,2928,107,4192,725,280,92,702,41,1845,15,3,0,3,0,22,161,34,18,43,10,265,48,15,6,12,0,80,350,105,47,231,15,752,91,26,6,5,7,134,156,71,56,36,3,331,193,30,38,79,0,347,70,12,10,15,0,109,789,363,264,1879,77,3366,118,17,9,22,6,182,131,31,17,11,0,182,168,28,14,29,8,246,64,3,3,0,0,67,30,3,0,4,0,40,41,6,6,0,0,49,130,49,20,87,3,295,1676,330,170,345,51,2565,224,82,44,792,1325,2473,9592,3671,2330,26651,2250,44486,299,2417
12302,1700,5317,3537,39171,1625,51351,16,26,13,384,34,472,2502,78,102,191,100,2980,889,88,50,109,29,1166,681,262,97,295,13,1352,8972,3848,2664,22933,1489,39902,3676,53,216,21,154,4119,475,51,33,211,27,794,1364,338,220,1867,112,3892,912,198,68,296,55,1524,386,54,37,67,7,552,4340,88,53,36,119,4641,1794,778,440,7136,280,10428,1759,551,190,1286,109,3896,103,0,5,3,3,112,1814,298,71,179,109,2468,362,41,25,16,12,455,790,241,126,454,42,1656,1032,99,68,61,81,1337,583,209,130,82,27,1033,1038,100,67,177,23,1408,414,44,24,56,13,551,2178,874,582,4634,179,8449,552,64,34,54,17,724,719,41,47,35,34,876,1206,95,64,94,51,1513,436,18,10,0,6,474,177,33,0,9,3,218,833,19,7,4,42,905,259,73,42,191,19,577,15668,1215,674,859,688,19106,2219,324,253,2221,7638,12654,52529,9507,6165,64118,12108,144421,1689,4916
12303,176,1578,1074,13652,386,16869,0,8,0,86,5,104,95,16,5,38,9,157,125,27,0,25,8,189,273,91,39,107,14,527,2505,1230,945,7402,263,12348,75,0,19,0,0,102,52,14,16,56,4,141,370,109,65,596,35,1173,123,42,10,71,9,257,77,20,0,28,7,133,48,15,10,6,0,80,460,233,152,2357,89,3287,477,167,56,410,30,1136,3,0,0,0,0,3,167,21,11,31,3,231,15,0,0,6,0,22,354,98,46,192,19,711,44,18,3,10,3,81,141,66,57,35,3,310,122,22,11,27,0,185,46,8,3,25,0,82,517,261,167,1492,58,2495,103,20,10,34,5,172,58,14,8,14,0,98,47,5,0,17,3,78,5,0,5,0,0,7,23,4,0,0,0,29,7,0,0,0,0,13,78,24,25,79,3,209,917,199,123,252,24,1522,131,71,56,698,1375,2333,6433,2655,1789,21736,2139,34757,195,1505
12401,343,4097,2684,25091,754,32976,5,3,10,109,9,135,405,47,56,132,16,648,153,42,15,47,0,255,872,288,158,373,28,1722,6908,3386,2251,16048,646,29244,166,12,36,3,0,221,236,67,40,193,3,534,1054,350,206,1493,61,3166,260,65,37,172,11,554,258,48,22,53,3,396,195,27,26,14,21,269,1403,825,453,6767,173,9621,559,233,101,642,37,1580,54,0,0,9,3,70,80,29,22,51,15,185,11,3,0,3,0,21,231,119,41,136,20,541,114,33,19,28,9,203,374,164,98,43,12,691,449,87,34,119,11,702,182,33,29,81,6,330,1656,837,523,4367,123,7513,117,30,6,27,7,182,143,16,30,5,4,202,160,20,6,48,9,243,77,12,12,3,0,100,32,9,3,3,0,44,47,0,7,0,0,52,266,100,57,257,16,694,2250,671,358,771,92,4142,244,111,87,1012,2861,4308,15739,6879,4367,42436,4426,73848,358,3998
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,916,5474,3594,40748,1283,52013,9,15,16,281,18,333,946,67,48,179,29,1267,613,72,48,132,27,887,1076,336,248,470,40,2162,8975,4138,2890,22173,1128,39304,1402,64,129,7,49,1651,211,43,17,187,10,473,1249,417,249,1871,98,3879,658,147,71,328,34,1240,394,55,22,70,5,546,1442,50,50,41,38,1615,1985,803,560,7009,248,10601,1636,592,216,1359,100,3902,108,4,4,3,0,121,540,93,36,68,23,756,113,14,3,12,3,146,1874,463,285,1045,71,3738,502,79,35,28,33,670,454,163,133,70,19,844,779,135,82,237,22,1257,200,39,22,61,3,324,2068,862,647,4336,173,8083,478,88,29,48,15,651,276,53,36,14,14,384,443,52,31,84,12,620,328,12,16,8,3,364,179,20,11,13,9,238,139,7,4,3,3,158,324,86,44,246,3,701,5087,802,509,796,202,7394,939,243,176,1956,4587,7901,31192,9433,6174,64871,7481,119153,920,5189
12404,212,1554,1021,12607,425,15821,0,8,0,72,0,77,197,19,14,26,17,271,112,15,9,23,3,161,397,139,76,204,22,834,2237,1140,845,7324,346,11899,128,0,24,3,11,158,35,15,10,63,6,134,294,118,88,622,19,1143,150,38,18,68,11,286,77,16,14,15,0,119,165,17,13,25,9,220,427,222,151,2144,47,2997,304,119,59,336,22,842,26,0,0,0,0,31,95,37,10,42,0,183,197,27,16,24,3,270,812,196,103,505,43,1662,82,15,10,21,9,133,131,73,46,16,6,277,127,32,32,43,6,241,28,13,3,20,0,70,500,246,170,1471,49,2432,53,14,3,14,0,88,43,10,6,4,0,61,54,9,8,21,0,86,25,5,0,3,4,38,19,12,3,0,0,33,14,0,3,0,0,21,64,24,7,70,3,175,692,201,124,223,38,1276,157,75,40,746,2382,3392,6685,2719,1798,20719,3269,35189,168,1427
12405,582,1834,1188,14411,611,18626,0,17,5,116,5,149,480,20,20,54,15,592,734,71,27,66,32,929,320,104,61,170,18,668,3048,1384,951,7540,478,13401,1817,26,56,7,58,1972,127,20,12,74,3,235,510,141,73,637,37,1404,535,86,41,169,13,836,207,11,10,31,3,257,1207,28,23,14,22,1304,646,283,176,2223,89,3409,869,272,106,536,40,1818,56,0,0,0,0,57,597,97,31,39,26,787,71,6,7,5,0,85,969,235,108,463,38,1814,384,72,17,11,34,521,211,71,51,20,24,370,356,56,25,66,7,510,88,19,8,27,5,150,795,321,215,1478,71,2874,181,28,14,43,6,265,262,10,12,0,3,289,295,41,19,43,20,419,356,4,9,0,3,377,369,36,16,10,17,443,104,7,3,3,5,121,86,32,16,78,4,217,3978,329,190,252,187,4939,685,93,77,771,2271,3898,18426,3556,2193,22814,3824,50814,562,1871
12501,1306,711,476,3959,266,6716,20,5,0,23,3,43,12535,42,106,65,350,13097,667,47,0,51,8,773,74,27,9,14,3,135,1851,440,274,2450,221,5236,1355,10,49,13,50,1474,72,3,8,24,3,110,232,38,28,199,14,516,507,50,20,65,12,658,82,7,0,3,0,93,1743,9,11,6,27,1787,318,128,56,1089,47,1636,770,116,55,199,30,1174,1997,6,6,0,55,2063,4376,480,151,268,183,5453,98,4,0,0,0,101,177,16,12,30,5,242,279,10,16,0,14,313,129,23,23,9,12,191,261,18,10,13,6,310,434,21,5,15,5,481,293,113,64,560,26,1058,200,3,0,4,12,218,61,3,8,0,3,74,275,11,11,11,3,310,901,3,0,0,28,931,4012,161,116,57,179,4522,1605,3,7,3,60,1679,32,8,0,28,3,73,10822,245,144,154,432,11800,2057,104,68,261,7196,9681,46487,2007,1225,7355,9042,66116,1423,759
12502,531,1801,1272,11453,323,15380,10,7,3,46,7,63,9304,88,143,84,152,9773,214,32,8,31,4,289,214,71,33,74,7,400,2770,1279,836,6944,339,12170,571,3,40,9,23,638,113,30,18,73,0,237,441,128,61,557,27,1213,464,68,37,160,8,740,138,27,0,8,3,174,1412,33,22,6,25,1500,566,309,195,2760,71,3899,950,276,100,514,38,1885,2055,0,22,0,71,2140,1704,257,104,391,85,2545,32,11,0,4,0,40,160,41,28,58,4,291,164,17,3,11,4,200,222,68,61,34,10,400,298,25,9,39,4,377,201,17,10,37,9,276,645,308,211,1758,45,2968,165,21,8,14,10,218,121,17,5,11,0,150,234,11,12,26,8,285,608,10,3,5,19,649,178,13,0,0,8,204,296,0,5,4,4,304,74,36,23,97,5,244,4170,300,224,319,132,5136,645,65,40,447,2094,3284,27264,3338,2165,19567,3339,55671,491,1553
12503,2784,2810,1562,16363,901,24417,18,25,6,135,15,194,8008,54,94,118,245,8517,1305,72,39,128,33,1575,349,70,37,98,6,564,4589,1695,1034,9352,696,17363,2025,30,104,16,71,2248,243,25,23,94,7,396,746,133,93,743,35,1756,1478,200,74,321,51,2122,260,32,9,25,12,337,2610,42,41,21,50,2761,921,384,240,3679,126,5352,2850,528,163,860,154,4562,480,0,4,0,12,495,16382,2046,599,980,790,20805,220,6,6,20,4,260,2149,261,122,402,89,3018,1040,40,49,15,67,1209,324,104,76,34,30,568,769,59,33,77,20,970,361,23,21,62,15,479,860,359,237,1991,73,3513,671,46,18,35,14,780,108,14,12,5,10,157,840,20,22,44,22,948,522,4,17,4,12,563,2095,146,79,47,82,2445,4534,13,35,20,167,4772,75,31,34,102,9,242,15640,770,372,540,619,17935,3763,343,174,978,7449,12705,72649,7204,3652,28788,11288,123588,2681,2764
12504,1348,2824,1927,19122,671,25894,0,12,3,113,3,136,9939,71,108,127,215,10451,574,56,19,73,13,742,487,139,73,139,12,844,5287,2088,1302,11195,488,20356,2076,16,127,14,53,2294,244,38,27,127,6,451,744,180,96,909,35,1969,1127,158,46,287,23,1649,255,47,18,25,3,360,10063,46,41,32,149,10330,1065,484,314,4524,119,6508,1563,408,152,666,61,2852,1800,5,22,7,35,1867,3942,466,207,432,167,5213,84,5,5,3,5,101,1192,229,89,271,41,1821,715,44,36,17,40,845,448,120,109,40,14,737,681,58,41,85,13,883,360,27,20,40,5,451,1162,531,364,2772,90,4909,453,30,19,25,5,543,241,27,20,8,5,299,554,39,21,44,20,677,2254,18,19,3,42,2345,677,42,18,8,32,776,500,11,16,7,14,544,146,45,26,156,0,364,12510,582,394,515,334,14338,1738,136,102,865,7590,10429,59015,5586,3569,32335,9909,110415,1535,2647
12601,277,1553,1169,10077,223,13298,3,0,0,12,0,13,6012,81,117,74,120,6402,83,8,4,8,0,108,254,65,44,77,3,447,2467,1182,837,6665,189,11341,186,6,25,0,0,211,93,24,14,72,8,203,357,78,64,531,17,1054,142,33,16,91,15,297,93,22,3,15,3,139,1485,23,18,7,31,1571,540,284,187,2673,49,3728,467,129,53,283,16,938,1470,3,9,3,22,1516,228,46,33,66,9,377,4,0,0,0,0,10,56,15,10,27,7,117,40,3,3,0,0,48,232,70,60,14,6,376,194,44,10,42,3,292,169,12,17,24,3,231,580,319,216,1990,38,3145,70,11,7,11,0,92,190,24,12,4,5,235,89,3,3,21,0,118,580,10,7,0,20,613,62,0,3,0,0,66,133,4,3,0,0,147,89,32,5,110,0,235,2294,227,239,284,61,3102,307,59,46,282,1294,1994,17483,2639,1951,17004,1967,41041,319,1404
12602,895,3879,2644,22433,610,30462,9,0,5,30,4,46,15978,259,317,259,302,17108,646,58,36,88,21,844,506,188,80,162,16,948,6032,2781,1741,13487,550,24580,1265,25,96,3,45,1432,317,58,31,179,5,586,1012,272,146,1113,32,2575,1512,251,89,471,44,2370,370,62,27,40,3,494,2597,49,44,25,57,2772,1485,787,456,6755,183,9664,4298,1022,325,1880,152,7680,3247,10,22,12,74,3360,1403,185,113,311,59,2071,187,12,4,15,13,232,333,73,58,100,14,583,253,26,15,12,6,316,584,192,99,35,18,929,637,60,49,77,8,827,343,45,23,43,16,463,1500,725,450,3898,97,6669,481,29,18,24,8,559,352,44,18,6,8,429,460,29,34,58,13,589,960,23,8,8,10,1014,183,19,5,3,7,216,429,6,9,4,8,460,205,71,41,211,12,533,9527,770,541,669,227,11729,1159,153,116,923,6552,8900,53792,7478,4697,39320,8736,114019,1018,3671
