SA3_CODE_2016,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_respons,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Turk_BP_B_OS,C16_Turk_Fa_O_B_OS,C16_Turk_Mo_O_B_OS,C16_Turk_BP_B_Aus,C16_Turk_Bplace_NS,C16_Turk_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_T_resp,C16_T_P_BP_B_OS,C16_T_P_Fa_only_bor_os,C16_T_P_Mo_O_B_OS,C16_T_P_BP_B_Aus,C16_T_P_Bplace_NS,C16_T_P_Tot_resp
11101,779,52667,0,29,11,461,6,500,844,61,105,256,15,1284,149,32,19,47,0,243,571,243,121,519,15,1465,4846,3881,2786,40911,699,53121,387,16,164,27,8,603,113,49,41,332,3,537,936,411,307,3431,63,5146,301,91,41,323,10,763,142,32,15,55,9,255,567,26,21,42,7,658,1019,876,576,11589,161,14220,768,338,111,1396,26,2628,124,0,16,4,3,146,58,12,8,101,0,178,444,71,34,175,5,723,159,48,28,181,4,411,156,81,44,62,3,334,268,238,141,136,0,779,558,110,86,344,12,1104,130,30,29,109,3,298,1523,1208,832,10878,175,14616,94,16,13,27,0,145,218,54,42,26,0,345,163,37,20,103,6,330,68,11,12,17,0,105,28,6,4,3,0,40,115,12,15,7,0,145,325,160,83,822,11,1411,2742,775,601,1350,53,5519,122,46,39,873,4567,5649,14827,7668,5383,85974,6159,120014
11102,616,33617,0,23,6,393,3,423,375,28,51,152,4,613,109,23,14,47,0,194,480,143,111,297,8,1036,3729,2438,1856,24971,539,33530,280,12,84,16,3,395,115,23,14,196,0,349,644,274,167,2109,35,3233,93,42,13,157,7,314,74,21,5,36,0,143,327,21,12,20,6,391,685,532,332,6699,103,8355,336,153,53,724,12,1280,77,5,3,7,0,92,63,17,11,47,0,138,70,24,13,37,0,148,111,45,27,127,0,314,150,76,42,44,0,311,234,147,88,76,14,556,228,69,52,227,3,575,101,28,12,53,0,194,1031,700,478,6473,103,8781,45,3,8,3,0,67,132,23,17,12,0,185,113,24,9,75,0,225,48,4,12,6,3,72,14,4,3,0,0,25,49,0,13,0,0,63,145,88,59,405,8,695,2014,479,308,802,50,3651,96,28,23,630,3123,3905,9811,4753,3377,52898,4362,75205
11103,941,63740,5,37,18,697,6,765,3028,107,181,333,47,3693,360,99,33,115,0,611,620,323,212,736,17,1914,6235,5225,3659,51378,888,67380,888,26,292,24,11,1248,264,75,80,459,10,877,1179,555,374,4737,66,6914,834,221,81,646,10,1790,172,55,28,83,3,341,1536,63,58,53,12,1717,1517,1245,854,17962,245,21820,1499,537,178,2105,45,4354,457,7,25,24,6,517,73,42,23,113,0,250,1232,166,71,380,19,1870,120,68,35,190,0,414,258,97,90,89,9,538,437,258,239,142,15,1098,829,176,128,607,18,1761,213,41,32,135,3,427,1889,1477,1036,14424,200,19026,261,25,17,53,0,366,258,71,48,38,6,419,296,35,26,165,7,529,221,10,20,18,0,268,75,12,7,6,0,100,507,13,24,11,3,552,333,216,117,1074,14,1753,6983,1296,965,2118,91,11447,295,68,60,1138,8087,9652,27971,10404,7517,107860,10133,163884
11201,571,29736,0,11,7,327,7,355,246,65,44,159,7,514,82,14,6,30,0,138,633,190,123,258,12,1216,5354,2704,1939,22192,569,32758,171,9,66,25,0,273,355,64,48,249,8,719,987,299,213,2186,45,3728,140,63,21,189,8,416,117,37,10,44,3,204,263,30,26,61,5,377,1197,747,513,8767,181,11408,674,267,107,1139,31,2216,47,3,3,4,0,59,37,26,5,62,0,131,19,9,5,3,0,36,105,31,22,73,3,235,117,51,30,28,9,238,359,155,104,63,15,704,246,62,36,115,3,460,125,43,17,51,4,234,1287,722,504,6412,164,9094,28,6,4,5,0,48,207,39,28,18,5,300,205,24,13,72,6,327,37,17,3,15,0,74,28,15,0,7,0,50,58,3,7,4,0,73,222,67,41,260,9,603,2499,723,507,915,73,4711,107,51,32,634,6753,7573,12518,5546,3870,48316,8034,78280
11202,583,30306,0,32,16,671,15,732,217,21,26,128,5,399,27,8,7,11,0,54,341,111,66,193,12,718,2794,1875,1262,22279,508,28720,246,6,98,29,11,384,146,28,24,172,0,368,566,211,120,2250,48,3197,62,33,9,131,0,241,72,14,3,15,0,105,197,33,15,58,9,310,616,490,288,8286,145,9828,594,261,83,1524,32,2492,38,0,9,5,0,51,13,23,0,79,0,114,11,0,0,0,0,7,59,23,14,60,3,163,111,37,29,74,0,253,197,92,82,45,5,428,127,32,16,83,0,257,56,12,9,33,0,104,747,477,370,5966,99,7663,7,5,0,0,0,17,87,16,10,17,0,138,85,0,5,77,3,176,19,4,3,3,0,32,5,0,3,0,0,5,59,3,10,0,7,75,97,31,25,206,0,364,1383,385,303,784,37,2896,88,36,48,677,5061,5913,7330,3707,2545,50133,6231,69950
11203,688,36073,0,21,5,460,14,504,449,42,38,211,11,749,96,33,11,51,5,194,608,192,122,356,18,1293,7407,3066,2237,26010,733,39452,433,19,143,9,10,613,248,63,37,264,6,616,859,290,203,2522,73,3947,136,91,22,211,12,466,113,40,10,34,5,202,468,38,51,50,3,602,1439,793,543,9928,189,12892,592,284,105,1051,32,2067,35,0,3,3,0,45,36,16,4,69,3,126,10,4,0,4,0,23,146,48,26,142,4,366,382,68,51,69,7,574,552,212,172,90,8,1043,216,45,33,102,9,402,95,30,23,36,3,187,1805,838,606,7092,147,10491,32,7,4,11,0,52,161,51,29,22,5,262,159,19,29,96,8,311,24,5,5,11,0,52,23,7,4,6,0,41,30,13,11,10,0,62,295,74,45,255,16,679,2423,655,471,1322,66,4937,185,70,38,761,5886,6936,15711,6220,4390,57571,7487,91371
11301,374,17794,9,3,3,272,12,296,377,6,20,89,13,507,13,0,0,15,0,28,126,42,24,105,10,313,1162,824,523,12405,321,15238,349,0,29,4,4,388,53,6,4,77,0,147,212,88,53,1376,22,1751,34,17,3,48,0,99,14,3,0,11,0,25,1085,23,3,17,3,1135,186,191,132,4171,68,4747,3133,846,275,3466,108,7827,50,0,4,3,0,56,35,8,3,39,0,78,11,0,4,0,0,16,26,3,9,25,0,72,116,13,9,0,5,140,107,32,31,36,6,209,44,12,12,40,0,107,14,0,7,7,0,31,282,205,177,3281,73,4017,3,0,0,7,0,15,87,13,0,11,0,117,113,17,16,52,0,196,36,0,0,0,0,38,103,8,3,6,0,123,8,6,3,0,0,22,22,15,7,97,3,145,2421,215,116,258,81,3093,164,24,23,471,4121,4797,9485,2297,1280,30073,5006,48144
11302,165,6565,0,0,0,97,0,97,59,3,3,33,0,101,13,3,0,4,0,23,77,19,13,43,3,151,471,258,208,4533,137,5609,42,0,0,3,4,50,15,3,7,34,0,52,125,38,25,457,10,661,15,4,3,14,0,31,10,5,0,5,0,19,33,0,0,4,0,35,80,65,46,1477,23,1688,26,18,4,92,0,139,7,0,0,0,0,7,4,0,0,4,0,8,11,0,0,3,0,10,10,0,0,7,0,21,40,22,7,0,3,73,58,17,20,8,0,104,27,4,0,13,3,47,8,3,3,7,0,16,144,60,74,1059,21,1357,3,0,0,0,0,6,60,0,3,3,0,66,7,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,10,0,22,0,43,298,55,43,86,3,482,10,6,5,173,1283,1481,1400,536,405,10493,1600,14437
11303,721,40830,3,17,6,504,23,553,652,21,53,194,7,927,40,3,9,40,0,96,340,130,93,377,13,954,2298,1870,1337,30738,612,36851,499,4,58,36,3,598,91,26,23,262,7,414,421,209,160,4168,58,5012,110,35,7,184,3,345,50,15,6,31,0,97,875,15,18,22,3,937,490,421,356,11470,182,12911,243,148,58,938,18,1406,66,3,10,5,3,88,34,14,12,70,3,138,3,0,0,11,0,15,53,18,18,113,3,207,118,33,10,43,8,212,144,95,74,66,4,386,130,28,23,116,6,307,44,6,0,19,0,76,644,462,349,8026,140,9626,29,3,0,7,0,44,158,24,30,4,0,211,101,7,3,71,0,187,115,6,7,3,0,135,9,0,0,0,0,10,103,3,9,4,0,127,78,38,21,229,0,373,2551,365,217,748,55,3928,117,36,19,1079,6101,7358,9114,3592,2556,70537,7562,93357
11401,791,42832,4,34,10,704,25,768,422,38,56,217,18,751,242,32,25,65,14,373,667,188,133,353,17,1360,6835,3486,2560,29165,822,42873,340,31,103,28,10,502,163,43,34,231,3,473,1000,280,196,2316,55,3847,318,58,31,256,7,667,181,33,16,56,5,291,322,32,10,26,4,393,1195,680,501,9165,198,11732,713,268,102,1053,33,2165,37,9,4,9,0,58,52,19,11,50,4,135,49,0,7,11,5,77,372,89,46,240,13,763,140,56,37,52,0,285,290,168,92,77,6,639,332,71,37,111,4,565,142,23,21,53,5,249,1571,879,629,7047,162,10291,75,8,4,23,6,116,140,32,17,26,0,211,200,18,19,94,0,342,42,4,3,8,0,59,27,6,0,6,0,43,77,10,9,5,4,106,337,79,61,310,10,793,2257,553,383,1010,72,4268,166,54,36,722,6833,7821,15681,6449,4540,64209,8609,99490
11402,311,18444,0,6,6,79,4,99,422,14,33,67,6,535,98,23,19,20,0,173,378,129,66,185,10,764,4001,2020,1421,13444,367,21255,127,13,25,4,0,170,131,41,12,126,3,308,545,169,118,1037,26,1893,195,56,26,120,10,407,124,19,11,24,0,187,230,12,3,4,0,251,771,475,292,4917,113,6561,505,171,67,589,22,1355,35,0,3,3,0,45,72,29,11,62,0,175,58,6,3,13,3,74,140,36,25,108,3,306,64,19,21,16,3,119,159,77,58,35,3,341,221,30,28,89,0,374,81,14,14,36,0,150,1058,580,395,3999,88,6120,45,3,0,3,0,53,119,22,22,22,0,190,101,13,9,40,3,159,21,0,10,5,0,40,23,4,3,3,3,38,69,0,4,4,0,79,160,41,29,160,5,398,1575,339,252,547,22,2738,54,25,16,331,2824,3255,9442,3720,2551,28562,3592,47869
11501,299,32965,3,5,0,68,0,74,21022,272,499,425,119,22341,754,111,86,274,8,1237,1043,234,125,376,7,1787,9203,3560,2624,20820,310,36522,2257,77,190,42,22,2582,394,54,38,246,6,738,1376,296,254,1701,30,3658,1010,204,115,603,12,1940,362,52,27,90,8,535,9991,157,154,78,50,10433,2237,922,659,8132,99,12050,2768,821,376,2153,46,6167,3756,19,54,5,17,3858,1556,303,206,690,27,2775,78,16,14,37,0,145,799,226,136,586,5,1753,237,25,19,19,0,307,592,249,180,60,5,1081,877,97,99,186,5,1262,566,38,45,88,4,742,1990,883,621,5992,80,9577,294,40,33,49,4,426,1335,105,54,40,11,1538,846,64,55,66,6,1037,2493,50,43,8,7,2595,425,70,24,19,0,539,703,31,27,22,0,786,319,59,40,280,9,712,15764,1115,979,1246,119,19219,457,46,34,264,3979,4786,76397,8596,6450,47263,5040,143738
11502,82,8630,0,7,3,13,0,19,903,39,65,71,5,1073,150,30,17,62,3,261,214,82,48,109,0,455,2012,922,723,5715,114,9477,143,5,27,12,3,193,71,18,14,75,8,173,314,66,78,475,4,940,149,47,27,130,0,352,72,9,11,15,0,105,340,20,14,9,0,387,428,236,157,1902,20,2748,982,213,106,721,15,2046,150,3,3,0,0,152,579,134,78,211,7,1006,14,0,0,6,0,15,226,79,28,160,7,495,27,13,11,5,0,55,109,66,42,27,0,251,116,24,16,36,0,187,93,9,6,27,0,134,426,211,162,1576,22,2400,55,9,4,18,0,84,219,22,6,3,0,247,97,10,3,21,0,137,103,15,8,0,0,121,44,3,0,9,0,52,52,0,3,3,0,57,87,24,15,74,0,195,1369,222,178,247,22,2038,70,16,16,94,1061,1261,8156,2133,1529,13110,1302,26229
11503,123,10347,0,9,7,78,0,92,86,14,15,44,0,159,70,14,12,36,0,139,205,76,44,138,0,467,1580,928,678,6743,131,10064,59,0,15,7,0,80,46,10,9,50,0,112,283,90,73,493,15,952,66,10,4,58,0,140,64,10,9,12,0,95,65,5,7,0,3,83,342,223,118,2057,30,2778,267,115,41,377,5,810,16,0,0,4,0,19,49,20,14,35,0,112,22,0,3,13,0,37,544,145,74,570,16,1353,24,11,0,6,0,41,90,57,46,25,0,214,75,22,11,72,3,187,25,5,11,19,0,60,346,195,139,1602,37,2313,17,0,7,9,0,31,60,15,13,7,0,93,30,7,0,30,0,72,11,4,3,0,0,25,9,3,0,0,0,11,11,0,3,0,0,15,71,26,12,101,0,205,548,158,141,282,5,1133,40,15,12,160,1552,1777,4259,1875,1302,15324,1826,24588
11504,84,10476,0,3,3,40,0,43,1695,29,48,68,10,1847,196,35,18,66,0,317,224,69,35,116,9,454,2060,970,730,6506,107,10369,1096,44,59,12,4,1216,88,22,11,51,0,166,303,112,95,522,19,1047,154,37,21,128,3,338,55,10,14,30,0,110,1404,27,18,9,3,1470,500,245,178,2047,19,2999,621,263,92,739,20,1732,189,0,5,6,0,201,233,67,28,101,8,431,15,7,0,0,0,26,722,184,114,572,18,1613,67,11,7,0,3,94,144,64,49,29,0,288,134,25,24,56,3,245,91,7,4,23,0,124,471,223,157,1649,15,2524,53,9,8,23,0,95,304,32,19,3,0,355,198,29,5,26,0,255,277,13,13,3,0,309,71,4,4,3,0,78,61,7,16,0,0,84,81,23,12,73,3,194,2831,312,177,321,15,3654,98,23,14,111,1074,1320,12591,2465,1670,15120,1336,33182
11601,478,29234,18,32,18,313,12,387,6117,86,168,183,47,6605,905,92,66,186,15,1260,594,159,96,283,14,1148,6146,2562,1720,16310,464,27196,9382,152,396,69,68,10073,340,43,20,129,3,542,1126,244,176,1338,50,2933,1033,186,116,424,18,1780,394,67,13,87,3,564,16678,88,68,53,97,16982,1145,645,446,5830,88,8156,1731,444,218,1144,34,3568,1115,8,18,8,4,1149,1860,391,172,329,22,2782,132,14,5,16,0,165,2023,323,168,782,38,3334,1193,114,95,44,25,1475,533,200,115,84,16,949,920,88,65,146,10,1220,340,20,16,61,11,446,1215,547,439,3784,66,6049,606,35,17,38,7,706,307,36,35,21,3,404,1091,51,31,41,17,1235,1817,24,20,17,11,1886,995,96,63,63,10,1227,498,10,33,4,0,547,126,49,22,141,3,338,24905,1250,824,998,252,28226,1088,56,54,397,5565,7160,78156,6960,4794,37751,7090,134753
11602,187,21573,6,16,0,167,0,198,4472,105,179,122,22,4908,404,68,41,125,5,640,451,140,73,217,8,890,4376,2035,1459,11795,181,19849,5696,148,278,53,56,6237,203,21,26,116,11,375,671,198,137,945,16,1962,400,112,72,302,6,886,154,31,17,44,3,262,13845,139,88,32,63,14170,1039,513,348,3755,54,5714,1223,467,202,1248,22,3166,668,0,8,6,0,681,465,143,49,208,3,868,66,19,5,13,0,111,1346,321,164,933,8,2774,478,91,38,31,6,650,355,152,104,72,5,681,478,57,59,145,3,750,286,23,26,65,4,401,956,430,332,2801,33,4556,159,25,21,19,0,226,590,67,63,22,3,740,753,38,22,38,4,858,1622,34,30,18,5,1701,328,45,26,30,0,425,214,15,34,3,0,260,107,38,18,142,3,314,14604,841,641,746,119,16947,432,24,26,227,4124,4834,50849,5334,3808,28014,4822,92823
11603,570,26191,0,84,28,681,11,810,2440,31,77,89,25,2666,615,69,34,139,10,866,280,93,81,168,3,632,5238,2122,1379,13722,554,23028,12898,187,453,58,109,13705,212,22,13,89,3,339,980,225,108,976,48,2340,470,113,40,215,17,862,314,39,17,61,3,440,7420,65,50,51,64,7646,874,402,295,3690,83,5351,815,263,94,732,36,1941,209,0,6,3,0,222,1077,242,115,178,18,1626,120,20,10,24,3,173,1216,285,161,685,29,2384,1100,120,110,62,43,1435,519,94,71,58,15,759,430,62,46,140,7,678,132,14,16,40,3,208,1047,416,315,2585,72,4425,224,14,8,16,4,273,225,30,16,16,0,294,1236,43,27,53,7,1364,472,15,0,9,3,507,815,90,63,55,4,1020,574,22,15,12,3,616,82,23,23,110,4,241,25995,1281,748,773,356,29145,1271,75,75,448,6167,8041,62383,5774,3863,32173,7869,112066
11701,112,8594,7,12,0,148,3,171,6152,71,102,100,55,6478,348,38,30,78,3,496,148,28,30,53,3,257,2482,888,634,4499,137,8643,1280,25,100,15,7,1428,211,29,13,47,0,294,342,92,58,393,12,902,1728,262,147,594,32,2767,174,19,4,11,0,210,1172,14,19,11,12,1222,1062,314,221,2160,43,3799,1022,198,85,475,25,1809,240,0,13,4,0,257,343,38,39,87,3,505,110,7,5,21,0,141,389,87,39,142,11,668,254,50,20,18,3,348,288,68,41,30,3,433,249,37,21,30,3,341,389,12,22,25,4,454,596,197,139,1136,38,2105,240,12,10,22,7,290,177,23,18,8,3,231,660,19,23,35,6,745,88,3,3,7,3,100,668,69,28,43,3,819,334,0,13,3,4,350,67,24,18,69,0,174,9459,457,379,379,84,10756,318,29,17,118,2902,3376,27362,2597,1893,11433,3403,46693
11702,151,12431,6,19,9,212,9,249,2749,123,130,161,43,3206,205,35,29,70,0,343,205,110,84,165,0,574,3714,1825,1320,8049,161,15065,673,13,89,12,7,799,250,64,42,105,3,466,540,241,116,870,25,1794,2538,252,133,549,53,3520,127,31,22,46,3,232,656,39,36,26,3,755,1332,724,475,4739,77,7351,1145,324,146,724,34,2377,158,10,13,10,3,195,812,118,66,150,11,1159,324,28,8,26,8,393,170,57,46,98,7,372,190,38,15,7,8,260,331,128,83,20,5,574,255,53,53,108,4,476,171,19,25,38,3,252,967,518,358,2871,45,4764,176,20,15,18,5,229,145,31,27,13,0,216,399,44,30,54,3,527,111,11,5,12,0,147,270,24,6,7,3,309,2499,31,64,20,30,2638,163,62,26,199,0,458,6363,643,565,691,95,8358,185,27,32,160,4064,4464,23880,4427,3175,18446,4682,54609
11703,424,33514,21,50,21,504,21,613,34819,410,592,515,282,36613,600,111,59,149,10,929,1229,328,211,458,19,2244,17435,4971,3687,24128,552,50776,2074,48,254,25,25,2425,2389,175,103,389,35,3092,3050,568,430,2602,68,6712,2158,422,203,850,41,3678,590,139,67,144,9,949,4125,101,94,53,19,4388,6322,1744,1197,13034,208,22510,4303,856,357,1789,42,7344,3835,39,65,41,24,3999,973,143,121,289,11,1536,362,47,23,19,5,462,369,138,90,261,7,869,644,58,54,39,16,816,1344,231,164,73,10,1828,1353,171,137,333,22,2010,1774,93,89,165,16,2133,4327,1327,1082,8132,151,15021,606,47,24,40,14,726,632,76,49,24,3,783,2033,68,50,99,19,2270,563,43,25,16,3,646,675,31,14,12,10,744,2695,26,78,29,27,2856,644,137,80,470,9,1343,30611,1728,1520,1814,276,35950,881,47,39,359,25486,26811,114674,11307,8689,52255,27317,214249
11801,285,28057,3,7,6,55,0,76,3844,249,304,311,50,4766,401,76,46,118,3,648,802,200,126,284,7,1424,14361,4251,3026,17102,383,39127,793,15,99,16,8,933,1710,147,126,281,25,2292,2707,497,343,1709,33,5293,1621,424,201,1101,28,3382,1578,218,143,297,15,2248,999,83,79,67,5,1232,4514,1284,982,9270,142,16192,3237,634,298,1339,34,5555,384,4,35,13,5,440,419,116,73,325,10,945,130,15,12,23,0,183,224,60,48,134,0,469,294,38,12,23,3,373,1123,208,185,49,11,1582,2155,314,246,453,10,3179,2297,184,149,208,18,2851,3053,1068,745,5930,96,10899,264,23,28,22,6,336,3382,270,213,36,14,3918,1272,51,66,72,7,1468,195,30,27,15,3,268,223,18,10,5,9,263,335,14,33,5,0,389,486,72,44,279,6,886,15699,1891,1520,1539,157,20803,533,67,65,294,12026,12968,55820,10450,7735,39318,13063,126382
11802,335,28346,18,31,7,378,24,459,18947,309,417,433,119,20231,472,59,52,131,9,724,643,180,121,267,5,1225,11055,3587,2648,16663,399,34352,1306,30,192,13,14,1560,1526,148,103,210,12,2002,1958,376,304,1583,33,4248,3946,699,327,1863,77,6911,745,103,68,136,10,1066,2101,80,95,37,18,2331,5763,1357,1045,9759,187,18109,3115,692,302,1644,52,5807,719,7,27,12,4,769,775,159,143,361,9,1447,91,25,14,18,0,150,651,127,83,274,13,1153,484,70,32,45,8,638,764,253,167,68,6,1265,1158,142,114,234,9,1667,1600,91,77,109,17,1895,2658,942,635,5027,83,9345,397,19,33,41,12,497,1242,117,102,19,4,1484,1210,65,64,115,16,1475,339,25,21,6,6,393,285,36,12,25,12,369,861,8,43,12,9,938,427,71,54,292,5,859,16709,1434,1215,1351,163,20877,486,47,52,314,11100,11997,71052,9091,7035,41026,12449,140654
11901,639,29196,4,24,17,242,0,290,13288,138,274,225,132,14050,622,83,44,151,5,904,265,77,49,121,6,515,5926,2457,1491,14260,448,24570,1850,45,173,24,21,2114,337,39,26,137,9,545,915,180,108,1108,36,2344,4523,627,354,1625,54,7183,245,44,25,53,9,380,3479,72,55,35,27,3661,984,577,356,5562,82,7565,3314,750,332,1751,90,6238,1435,6,39,3,4,1495,21621,4144,1616,3042,306,30736,2638,324,129,375,33,3498,656,148,88,278,11,1177,780,68,58,25,14,941,423,132,90,66,14,722,754,88,48,148,10,1043,302,34,22,53,9,423,962,528,323,3425,77,5314,348,25,22,26,3,425,220,27,33,14,7,308,730,42,49,65,8,900,326,15,13,12,3,370,665,67,39,65,5,849,15877,102,209,92,147,16429,108,49,24,137,3,328,27435,2055,1182,1370,316,32358,1518,213,97,458,8548,10825,104590,11731,6489,37910,10709,171429
11902,226,14062,11,34,9,131,0,189,17489,127,219,142,227,18204,363,38,19,85,7,505,148,51,19,75,0,287,4405,1276,864,5506,228,12277,2297,44,183,13,30,2571,273,22,9,63,4,374,520,118,64,456,20,1176,9347,1040,529,2665,252,13834,195,28,16,30,3,274,4212,52,41,22,26,4353,695,371,284,2612,49,4017,3511,609,297,1423,50,5887,2523,16,30,10,16,2594,12573,1781,920,1753,196,17229,538,70,30,96,3,740,300,57,39,157,5,558,365,52,38,19,9,483,321,71,34,25,10,457,245,43,28,48,4,362,215,11,20,18,0,257,632,266,193,1453,28,2582,217,8,13,29,4,280,114,17,34,5,0,169,742,46,35,62,9,886,173,6,3,4,0,182,570,76,18,48,13,720,5505,32,101,39,63,5737,66,17,15,82,0,186,33556,1449,941,995,349,37295,1547,92,52,204,7004,8896,97649,6703,4278,17848,8591,135070
