SA3_CODE_2016,C06_0_14_SEO,C06_0_14_SOL_SE_Vw_w,C06_0_14_SOL_SE_Nw_Na,C06_0_14_SOL_SE_P_E_n,C06_0_14_SOL_SE_T,C06_0_14_LPE_NS,C06_0_14_T,C06_15_24_SEO,C06_15_24_SOL_SE_Vw_w,C06_15_24_SOL_SE_Nw_N,C06_15_24_SOL_SE_P_E_n,C06_15_24_S_ot_l_SE_T,C06_15_24_LPE_NS,C06_15_24_T,C06_25_34_SEO,C06_25_34_SOL_SE_Vw_w,C06_25_34_SOL_SE_Na,C06_25_34_SOL_SE_P_E_n,C06_25_34_SOL_SE_To,C06_25_34_LPE_NS,C06_25_34_T,C06_35_44_SEO,C06_35_44_SOL_SE_Vw_w,C06_35_44_SOL_SE_Na,C06_35_44_SOL_SE_P_E_n,C06_35_44_SOL_SE_To,C06_35_44_LPE_NS,C06_35_44_T,C06_45_54_SEO,C06_45_54_SOL_SE_Vw_w,C06_45_54_SOL_SE_Na,C06_45_54_SOL_SE_P_E_n,C06_45_54_SOL_SE_To,C06_45_54_LPE_NS,C06_45_54_T,C06_55_64_SEO,C06_55_64_SOL_SE_Vw_w,C06_55_64_SOL_SE_Na,C06_55_64_SOL_SE_P_E_n,C06_55_64_SOL_SE_To,C06_55_64_LPE_NS,C06_55_64_T,C06_65_74_SEO,C06_65_74_SOL_SE_Vw_w,C06_65_74_SOL_SE_Na,C06_65_74_SOL_SE_P_E_n,C06_65_74_SOL_SE_To,C06_65_74_LPE_NS,C06_65_74_T,C06_75_84_SEO,C06_75_84_SOL_SE_Vw_w,C06_75_84_SOL_SE_Na,C06_75_84_SOL_SE_P_E_n,C06_75_84_SOL_SE_To,C06_75_84_LPE_NS,C06_75_84_T,C06_85ov_SEO,C06_85o_SOL_SE_Vw_w,C06_85o_SOL_SE_Na,C06_85o_SOL_SE_P_E_n,C06_85o_SOL_SE_To,C06_85o_LPE_NS,C06_85o_T,C06_T_SEO,C06_To_SOL_SE_Vw_w,C06_To_SOL_SE_Nw_Na,C06_To_SOL_SE_P_E_n,C06_T_SOL_SE_T,C06_T_LPE_NS,C06_T_T,C11_0_14_SEO,C11_0_14_SOL_SE_Vw_w,C11_0_14_SOL_SE_Nw_Na,C11_0_14_SOL_SE_P_E_n,C11_0_14_SOL_SE_T,C11_0_14_LPE_NS,C11_0_14_T,C11_15_24_SEO,C11_15_24_SOL_SE_Vw_w,C11_15_24_SOL_SE_Nw_N,C11_15_24_SOL_SE_P_E_n,C11_15_24_S_ot_l_SE_T,C11_15_24_LPE_NS,C11_15_24_T,C11_25_34_SEO,C11_25_34_SOL_SE_Vw_w,C11_25_34_SOL_SE_Na,C11_25_34_SOL_SE_P_E_n,C11_25_34_SOL_SE_To,C11_25_34_LPE_NS,C11_25_34_T,C11_35_44_SEO,C11_35_44_SOL_SE_Vw_w,C11_35_44_SOL_SE_Na,C11_35_44_SOL_SE_P_E_n,C11_35_44_SOL_SE_To,C11_35_44_LPE_NS,C11_35_44_T,C11_45_54_SEO,C11_45_54_SOL_SE_Vw_w,C11_45_54_SOL_SE_Na,C11_45_54_SOL_SE_P_E_n,C11_45_54_SOL_SE_To,C11_45_54_LPE_NS,C11_45_54_T,C11_55_64_SEO,C11_55_64_SOL_SE_Vw_w,C11_55_64_SOL_SE_Na,C11_55_64_SOL_SE_P_E_n,C11_55_64_SOL_SE_To,C11_55_64_LPE_NS,C11_55_64_T,C11_65_74_SEO,C11_65_74_SOL_SE_Vw_w,C11_65_74_SOL_SE_Na,C11_65_74_SOL_SE_P_E_n,C11_65_74_SOL_SE_To,C11_65_74_LPE_NS,C11_65_74_T,C11_75_84_SEO,C11_75_84_SOL_SE_Vw_w,C11_75_84_SOL_SE_Na,C11_75_84_SOL_SE_P_E_n,C11_75_84_SOL_SE_To,C11_75_84_LPE_NS,C11_75_84_T,C11_85ov_SEO,C11_85o_SOL_SE_Vw_w,C11_85o_SOL_SE_Na,C11_85o_SOL_SE_P_E_n,C11_85o_SOL_SE_To,C11_85o_LPE_NS,C11_85o_T,C11_T_SEO,C11_To_SOL_SE_Vw_w,C11_To_SOL_SE_Nw_Na,C11_To_SOL_SE_P_E_n,C11_T_SOL_SE_T,C11_T_LPE_NS,C11_T_T,C16_0_14_SEO,C16_0_14_SOL_SE_Vw_w,C16_0_14_SOL_SE_Nw_Na,C16_0_14_SOL_SE_P_E_n,C16_0_14_SOL_SE_T,C16_0_14_LPE_NS,C16_0_14_T,C16_15_24_SEO,C16_15_24_SOL_SE_Vw_w,C16_15_24_SOL_SE_Nw_N,C16_15_24_SOL_SE_P_E_n,C16_15_24_S_ot_l_SE_T,C16_15_24_LPE_NS,C16_15_24_T,C16_25_34_SEO,C16_25_34_SOL_SE_Vw_w,C16_25_34_SOL_SE_Na,C16_25_34_SOL_SE_P_E_n,C16_25_34_SOL_SE_To,C16_25_34_LPE_NS,C16_25_34_T,C16_35_44_SEO,C16_35_44_SOL_SE_Vw_w,C16_35_44_SOL_SE_Na,C16_35_44_SOL_SE_P_E_n,C16_35_44_SOL_SE_To,C16_35_44_LPE_NS,C16_35_44_T,C16_45_54_SEO,C16_45_54_SOL_SE_Vw_w,C16_45_54_SOL_SE_Na,C16_45_54_SOL_SE_P_E_n,C16_45_54_SOL_SE_To,C16_45_54_LPE_NS,C16_45_54_T,C16_55_64_SEO,C16_55_64_SOL_SE_Vw_w,C16_55_64_SOL_SE_Na,C16_55_64_SOL_SE_P_E_n,C16_55_64_SOL_SE_To,C16_55_64_LPE_NS,C16_55_64_T,C16_65_74_SEO,C16_65_74_SOL_SE_Vw_w,C16_65_74_SOL_SE_Na,C16_65_74_SOL_SE_P_E_n,C16_65_74_SOL_SE_To,C16_65_74_LPE_NS,C16_65_74_T,C16_75_84_SEO,C16_75_84_SOL_SE_Vw_w,C16_75_84_SOL_SE_Na,C16_75_84_SOL_SE_P_E_n,C16_75_84_SOL_SE_To,C16_75_84_LPE_NS,C16_75_84_T,C16_85o_SEO,C16_85o_SOL_SE_Vw_w,C16_85o_SOL_SE_Na,C16_85o_SOL_SE_P_E_n
10304,10694,148,60,43,256,426,11369,6168,130,11,0,141,248,6563,5447,156,21,5,180,204,5833,6472,216,28,6,246,254,6971,6468,188,26,0,212,222,6908,5374,142,23,0,171,221,5762,3572,114,42,0,151,187,3908,2282,95,20,0,113,162,2554,706,31,8,0,44,77,833,47174,1214,241,62,1513,2011,50699,11124,320,107,16,438,587,12150,6394,272,14,4,293,309,6997,5690,311,44,5,362,268,6316,6404,300,34,5,343,346,7091,6730,258,33,0,290,257,7274,6045,172,29,0,201,264,6512,4008,132,26,3,166,182,4355,2546,94,24,3,124,124,2784,865,54,13,0,65,62,990,49796,1911,327,38,2272,2399,54469,11158,391,122,9,525,601,12292,6162,243,14,3,259,415,6835,5965,536,56,8,594,422,6988,6228,463,42,3,513,446,7183,6597,285,34,0,321,516,7433,6283,219,55,3,281,412,6968,4981,135,33,3,175,368,5526,2737,102,23,3,134,258,3131,1075,49,8,3
10401,9009,89,26,19,133,297,9438,4664,48,7,0,56,204,4931,3799,70,5,0,75,221,4090,5584,106,22,0,120,265,5971,6844,140,14,7,153,242,7240,6423,89,9,3,102,210,6732,4742,70,7,0,80,163,4986,3018,54,8,4,63,155,3229,957,19,3,0,20,67,1044,45038,687,91,26,808,1821,47670,8606,131,32,12,169,365,9140,4977,60,11,0,71,226,5281,3520,121,7,3,132,242,3898,5168,141,5,0,153,271,5592,6716,152,19,0,171,255,7147,7317,114,14,3,134,222,7672,5516,81,7,0,91,170,5776,3261,68,4,0,76,144,3479,1167,21,3,0,25,56,1248,46253,899,109,20,1028,1959,49238,7557,152,23,3,184,490,8227,4545,51,9,3,64,366,4972,3583,135,17,3,155,376,4120,4477,193,4,0,194,433,5110,5996,153,18,3,174,471,6640,7491,164,14,10,189,576,8259,6703,105,12,7,126,522,7351,3581,73,8,5,83,304,3967,1440,24,0,3
10402,14658,465,110,51,628,486,15769,8569,352,24,6,373,371,9321,6429,316,21,3,342,248,7020,9586,464,53,12,525,328,10435,11327,439,54,7,500,402,12229,9259,321,18,3,349,327,9932,6299,235,40,4,283,281,6857,4157,164,45,3,204,314,4677,1337,45,21,0,70,169,1573,71614,2802,384,86,3267,2925,77805,14199,634,207,29,872,567,15637,8545,518,67,9,595,338,9478,6578,517,91,13,620,271,7469,8918,585,93,7,685,340,9939,11144,524,65,8,591,385,12123,10942,432,49,4,487,399,11830,7429,251,33,4,278,292,8003,4378,212,43,3,264,224,4867,1829,64,32,0,95,102,2029,73950,3725,678,77,4486,2933,81365,13522,946,282,27,1248,867,15634,7906,605,109,8,711,556,9176,6984,873,200,16,1092,561,8633,8106,745,149,14,909,558,9576,10033,617,142,13,768,725,11522,11565,500,106,11,615,848,13028,9171,335,53,8,404,704,10281,4884,240,34,7,282,568,5730,1903,102,22,5
10501,5894,62,28,12,107,289,6289,2756,36,3,3,44,182,2984,2954,64,3,0,70,184,3216,3522,74,13,0,95,197,3812,3474,91,14,3,107,206,3781,2858,105,12,3,123,148,3130,1841,95,25,0,119,114,2065,974,27,9,3,37,76,1077,261,7,0,0,9,13,284,24528,568,107,29,698,1407,26634,5093,113,24,6,144,456,5684,2640,47,15,3,65,218,2921,2562,91,8,4,99,175,2840,2898,111,6,0,121,233,3248,3295,102,9,0,116,231,3643,2803,108,11,0,124,218,3146,2010,87,26,0,106,146,2265,1055,43,15,0,54,104,1210,301,5,3,0,6,20,334,22660,715,102,14,836,1797,25292,4366,112,21,3,142,603,5112,2197,58,0,0,60,311,2565,2494,149,13,3,162,400,3058,2158,143,10,4,151,328,2646,2805,107,19,0,124,444,3367,2736,75,5,0,83,404,3219,2029,79,7,0,81,319,2432,1057,58,8,0,71,176,1308,368,12,0,0
10502,4043,46,25,8,80,198,4320,2277,15,0,0,17,172,2472,2077,57,8,0,69,128,2267,2636,52,7,3,64,165,2861,3107,53,3,3,60,177,3349,2610,53,5,0,56,144,2808,1834,52,8,0,61,126,2026,1254,40,9,0,55,163,1467,331,9,7,0,13,125,462,20171,384,72,17,466,1394,22030,3608,63,26,3,91,177,3877,2300,24,3,0,34,149,2480,1972,79,10,0,85,165,2223,2282,70,4,0,69,129,2482,2890,54,4,0,66,173,3128,2787,59,6,0,70,153,3002,1850,50,0,0,55,127,2033,1280,49,11,3,66,118,1464,424,20,5,0,27,61,508,19388,477,75,9,556,1257,21202,3100,66,23,0,88,235,3424,2016,31,0,4,33,154,2203,2089,87,4,5,99,268,2452,1881,92,3,0,95,193,2160,2385,71,4,0,75,223,2689,2757,57,4,3,59,216,3029,2052,48,4,0,55,217,2321,1082,27,7,3,42,189,1307,403,11,6,0
10503,14236,200,47,48,295,770,15302,7490,111,14,0,127,488,8106,6657,162,14,5,184,346,7187,8104,192,26,12,233,432,8766,8478,162,24,6,191,412,9083,6992,140,21,0,165,345,7506,4992,98,21,0,115,269,5382,3149,67,12,0,79,198,3424,974,18,6,0,23,66,1070,61083,1148,195,78,1417,3318,65818,13795,287,51,8,349,559,14701,7726,140,7,0,149,481,8355,6519,242,26,3,267,469,7251,7503,296,25,6,327,454,8286,8504,218,34,4,250,435,9191,7756,160,15,6,190,319,8261,5647,106,17,3,128,281,6056,3347,81,8,3,97,215,3658,1199,17,7,0,24,104,1334,62006,1542,194,41,1774,3320,67100,12671,394,129,16,533,892,14096,7235,215,16,0,227,723,8188,6775,741,50,3,796,922,8492,6573,506,27,4,535,742,7851,7793,269,27,3,301,757,8854,8043,196,17,0,220,789,9050,6290,139,22,0,166,619,7072,3645,80,3,0,87,394,4131,1446,36,9,0
10601,16271,157,58,22,237,638,17149,9142,120,7,5,131,403,9681,8475,152,10,0,164,483,9126,10142,224,17,4,239,549,10929,10461,185,19,3,202,356,11025,8354,172,14,0,194,357,8901,4783,68,19,0,92,238,5112,3140,73,17,0,84,206,3435,994,20,15,0,35,78,1111,71775,1175,178,33,1379,3309,76464,16580,188,73,20,287,601,17466,10074,169,13,5,191,491,10754,9063,244,38,8,283,538,9888,10302,272,18,0,290,542,11139,10603,248,18,3,267,511,11371,9656,182,10,4,202,485,10346,5818,114,11,0,130,263,6214,3244,49,20,0,67,196,3516,1192,20,15,0,32,74,1301,76533,1493,215,43,1750,3705,81987,16470,224,101,14,336,1120,17929,10048,149,20,0,167,768,10987,9475,325,31,10,359,1043,10876,9684,311,23,4,339,918,10940,10524,277,24,5,311,846,11672,10323,205,21,6,232,838,11386,7481,144,11,5,159,708,8346,3502,65,7,0,78,381,3961,1359,24,10,0
10602,12516,174,45,43,266,486,13258,7463,142,11,8,161,279,7914,7247,153,16,3,177,251,7676,7800,209,17,5,228,258,8287,7618,216,33,0,242,294,8159,5707,130,17,3,153,225,6087,3355,78,21,0,100,157,3608,2245,121,31,3,161,170,2572,683,30,17,3,48,70,798,54642,1251,214,71,1533,2190,58361,13287,246,73,17,331,436,14053,8061,193,20,0,217,310,8590,7647,344,30,3,375,258,8280,8451,338,25,7,368,316,9137,8084,276,36,3,309,268,8667,6889,183,30,0,215,201,7300,4164,97,21,3,120,167,4451,2461,74,18,4,95,138,2699,904,52,24,0,75,53,1035,59955,1813,269,33,2109,2142,64205,15002,447,156,17,613,628,16246,8699,271,17,3,288,348,9340,9153,502,57,6,557,482,10188,8815,521,24,11,554,443,9816,8616,423,43,6,468,442,9525,7765,245,49,4,296,392,8447,5709,141,22,3,165,347,6217,2790,82,13,3,98,249,3132,1022,52,14,0
10603,12085,198,48,43,291,534,12918,6718,117,3,0,125,321,7164,5778,153,11,3,170,248,6196,7955,243,22,6,271,308,8538,7781,246,23,0,270,321,8376,7901,249,17,0,264,274,8438,5785,222,20,3,246,232,6268,3401,124,33,3,155,219,3774,864,29,21,0,51,123,1043,58275,1585,200,65,1852,2588,62712,12210,220,58,9,289,495,12995,7245,152,3,6,169,336,7749,5763,230,15,0,242,271,6275,7682,281,22,7,311,314,8302,8479,287,35,0,327,391,9189,8632,276,24,0,299,402,9336,7252,284,23,3,312,380,7942,3777,141,28,3,175,294,4240,1220,41,13,3,54,204,1477,62254,1910,216,36,2165,3084,67501,11496,299,89,14,393,674,12559,7119,143,15,5,159,475,7758,5777,292,33,0,325,497,6604,7004,366,18,3,387,487,7884,8511,301,33,9,340,602,9459,9092,312,23,4,339,646,10079,8947,334,18,3,353,758,10062,4372,230,25,9,257,494,5134,1515,62,15,3
10604,5948,71,23,20,107,261,6324,3441,33,16,3,54,197,3696,3208,69,18,0,88,237,3533,3694,90,13,3,103,226,4022,3691,48,12,0,55,158,3905,2974,44,7,0,52,138,3165,1805,33,3,0,33,90,1929,1103,21,0,0,22,77,1204,372,5,0,0,8,50,426,26233,412,94,27,531,1442,28208,6026,99,34,13,143,338,6505,3452,72,9,0,85,235,3771,3417,153,39,0,195,252,3865,3586,121,16,0,136,270,3988,3737,83,11,0,99,219,4049,3206,48,12,0,62,162,3432,2058,24,3,0,29,108,2190,1177,21,0,0,26,77,1286,427,7,0,0,7,27,459,27082,632,125,17,773,1692,29548,5867,164,43,9,221,449,6533,3070,84,9,3,94,246,3411,3298,227,28,0,258,386,3938,3281,184,23,0,210,351,3838,3640,114,13,3,126,348,4122,3288,61,9,0,73,297,3654,2424,44,8,0,51,217,2695,1280,29,3,0,25,138,1450,476,3,4,0
10701,12323,1166,236,77,1477,692,14497,7474,1219,44,14,1277,385,9143,6450,1537,72,23,1631,334,8419,7853,1623,109,28,1758,433,10039,7308,1483,334,26,1843,391,9542,5741,1359,536,21,1907,274,7924,4044,1000,786,24,1811,247,6102,2562,598,570,13,1179,216,3954,795,90,101,4,196,63,1051,54536,10076,2778,228,13080,3050,70666,12266,1189,250,36,1475,466,14210,7734,1072,47,22,1143,276,9159,6474,1391,50,14,1459,247,8176,7306,1691,115,11,1821,262,9391,7909,1623,195,18,1836,302,10045,6280,1405,448,31,1887,292,8456,4562,1033,680,18,1724,240,6526,2860,716,654,12,1379,232,4472,941,193,202,10,400,137,1479,56325,10316,2643,176,13132,2457,71918,12344,1192,303,37,1532,533,14408,7963,956,62,7,1033,368,9362,7178,1271,82,18,1364,359,8906,7095,1737,137,21,1894,354,9345,7751,1612,151,28,1790,418,9956,7141,1371,318,34,1720,416,9269,5285,1144,506,19,1671,333,7289,3122,730,670,57,1453,298,4876,1215,239,263,56
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
10703,15941,680,134,58,870,639,17452,9436,615,16,3,639,388,10464,7742,816,43,11,867,309,8913,9918,981,56,7,1050,379,11344,9889,999,113,10,1126,358,11373,7254,906,209,13,1124,333,8712,4941,649,247,8,903,244,6089,3047,399,212,7,618,213,3883,902,73,46,0,116,66,1085,69086,6124,1068,116,7310,2932,79323,15719,760,140,28,935,414,17064,10047,575,21,9,609,288,10938,7684,809,43,5,859,264,8810,9714,1095,54,8,1168,248,11131,10699,1048,75,8,1137,312,12143,8783,996,179,22,1195,286,10265,6089,683,239,8,924,215,7236,3444,497,256,7,757,202,4407,1247,120,91,3,214,79,1532,73424,6587,1102,105,7797,2309,83530,15505,791,193,21,1004,698,17207,10223,580,26,9,608,464,11295,8550,786,35,15,842,470,9860,9271,1117,61,18,1188,492,10955,10228,1141,83,19,1241,592,12063,10176,1015,152,13,1184,598,11957,7662,871,229,17,1114,581,9358,3955,508,236,8,748,371,5071,1512,201,142,0
10704,18086,1537,341,118,2001,876,20966,13227,2334,222,38,2595,901,16722,11915,2412,175,31,2620,670,15196,12798,2200,201,31,2429,602,15828,12648,1835,296,19,2154,571,15378,9512,1462,390,18,1873,428,11815,6453,1287,600,10,1902,400,8752,5154,862,410,15,1280,365,6801,1675,156,114,8,278,139,2087,91457,14093,2751,287,17128,4956,113546,18435,1680,606,64,2346,696,21475,14168,2779,368,32,3171,761,18110,11874,3142,280,24,3447,716,16038,13072,2369,216,22,2600,565,16235,13290,2038,258,21,2321,577,16189,11062,1569,382,17,1970,457,13493,7394,1282,479,20,1781,305,9479,4925,902,521,16,1437,359,6726,2164,297,158,8,461,159,2788,96392,16052,3263,218,19532,4604,120524,18505,2131,658,46,2836,810,22151,14881,3008,413,12,3429,862,19176,12355,3444,392,15,3855,921,17133,12807,2758,258,15,3031,667,16496,13177,2271,303,21,2595,740,16507,12094,1774,369,22,2169,737,15003,8900,1331,425,18,1774,722,11395,5061,978,573,17,1566,496,7123,2434,393,240,12
10801,4508,45,17,7,66,166,4746,2511,23,4,0,33,78,2620,1966,39,5,0,42,90,2103,3094,78,3,0,82,114,3285,3668,85,9,0,92,140,3893,4049,83,10,0,92,133,4270,3779,91,7,0,99,136,4013,2694,49,6,5,64,170,2926,757,14,3,0,19,89,869,27022,509,59,18,584,1118,28728,4385,66,19,3,88,200,4664,2521,45,4,0,47,107,2677,1791,49,3,0,54,112,1955,2801,75,6,3,85,134,3020,3706,106,12,0,119,143,3974,4413,105,14,3,126,194,4730,4292,111,13,0,121,169,4584,2787,63,4,4,69,182,3047,974,19,3,0,27,202,1205,27671,645,74,18,734,1442,29849,4062,81,14,9,107,263,4429,2380,40,6,0,43,160,2587,1940,82,6,0,95,139,2168,2503,108,7,0,114,186,2796,3496,101,9,3,112,243,3849,4588,112,15,0,125,313,5026,5082,137,13,3,149,386,5619,2919,112,6,4,119,299,3339,1204,38,3,0
10802,8483,105,26,11,143,415,9042,4313,50,4,0,57,283,4653,3418,57,4,0,61,312,3801,5044,128,7,0,137,321,5506,6543,138,10,0,151,301,6991,6055,118,9,3,129,236,6421,4397,99,3,0,100,190,4692,3003,55,4,0,59,213,3271,804,25,6,0,28,78,906,42060,769,74,21,871,2355,45280,8316,128,41,13,184,297,8797,4439,75,10,0,78,278,4802,3266,97,11,0,109,310,3686,4514,132,13,0,144,311,4968,6435,183,8,0,188,323,6948,7038,145,16,0,162,282,7477,5217,114,6,3,125,236,5579,2989,77,0,0,83,157,3227,1171,76,4,0,79,97,1346,43388,1026,102,21,1149,2287,46830,7402,128,46,3,175,559,8137,4250,79,18,3,94,417,4770,3436,158,26,0,182,510,4129,4019,163,7,3,175,441,4633,5452,145,20,4,172,559,6183,7261,180,18,6,201,593,8055,6347,143,7,3,156,573,7067,3123,63,10,0,71,387,3580,1275,34,3,0
10803,50,0,0,0,0,0,52,25,0,0,0,0,0,25,29,0,0,0,0,0,31,59,8,0,0,8,3,64,60,0,0,0,0,0,59,45,0,0,0,0,3,51,30,0,0,0,0,0,32,22,0,0,0,0,0,25,4,0,0,0,0,0,4,328,10,0,0,10,11,345,56,0,3,0,3,3,61,21,0,0,0,0,0,18,45,3,0,0,3,3,54,42,0,0,0,0,0,44,63,0,0,0,5,0,63,45,0,0,0,0,0,49,43,0,0,0,0,0,40,24,0,0,0,0,0,24,8,0,0,0,0,0,8,342,11,3,0,14,8,359,42,0,3,0,6,14,57,23,0,0,0,0,3,25,33,7,0,0,7,5,47,56,3,0,0,3,11,71,48,3,0,0,3,3,51,52,0,0,0,0,7,58,26,0,0,0,0,0,30,26,0,0,0,0,0,26,10,0,0,0
10804,11866,138,41,35,216,444,12527,6634,91,11,0,103,241,6976,5315,136,9,0,144,232,5687,8094,194,27,0,219,274,8596,8950,186,25,0,209,337,9497,8999,170,15,3,183,313,9497,7326,193,12,5,210,267,7804,5411,117,13,3,133,336,5882,1744,48,14,4,63,154,1961,64353,1276,161,51,1484,2588,68434,12272,201,54,9,258,411,12945,6857,101,11,0,112,281,7251,5291,188,17,0,204,194,5688,7945,274,12,3,292,261,8494,9494,253,13,3,268,335,10097,9688,220,18,4,243,357,10282,8747,219,15,0,236,303,9285,5737,150,13,0,161,307,6206,2124,55,8,3,64,271,2453,68155,1663,156,18,1846,2710,72712,12116,328,70,10,413,582,13108,6953,155,17,8,174,404,7530,5873,319,29,0,347,407,6634,7258,416,31,3,449,396,8109,9259,300,21,13,334,571,10156,10323,280,16,7,305,644,11272,10657,266,21,13,289,832,11784,6217,169,17,6,194,589,7001,2621,98,13,3
10805,9427,118,38,17,177,340,9944,5151,65,7,0,72,181,5403,3860,84,4,0,86,137,4091,5859,157,11,0,169,169,6200,6991,144,11,0,158,193,7343,6844,136,6,0,145,198,7187,5022,109,12,0,121,170,5319,3126,68,9,0,74,186,3392,926,16,0,0,19,135,1073,47213,889,109,28,1023,1716,49944,8878,156,40,7,204,364,9448,5069,49,4,3,59,214,5341,3686,94,13,5,115,136,3933,5241,169,16,0,188,208,5640,6858,159,11,0,170,244,7269,7501,173,14,3,186,311,8006,6135,137,11,0,148,254,6532,3486,100,16,0,117,197,3799,1200,52,9,0,61,126,1394,48055,1095,135,24,1254,2057,51358,8269,191,38,11,240,470,8978,4877,84,7,4,97,335,5309,3891,136,12,3,152,245,4288,4567,231,19,3,251,282,5102,6340,183,20,0,204,446,6992,7914,194,12,0,210,581,8706,7655,175,10,7,185,597,8435,3882,82,6,5,95,331,4309,1401,46,4,0
10901,10960,197,34,37,266,421,11643,7597,182,6,5,190,317,8106,6031,216,10,7,234,241,6504,6978,272,20,3,295,278,7554,7504,241,23,0,269,284,8052,5781,192,14,0,210,209,6195,3533,180,27,3,204,165,3901,2562,143,29,3,178,180,2921,872,61,12,0,78,68,1014,51810,1693,182,58,1926,2154,55897,10408,345,115,16,475,453,11341,7390,291,42,5,338,324,8049,5955,487,62,8,555,271,6782,6560,388,48,8,441,289,7284,7305,279,34,0,314,261,7879,6623,191,32,3,228,286,7139,4261,189,28,6,225,217,4711,2634,135,37,3,175,174,2979,1114,51,23,3,73,76,1267,52250,2357,413,55,2827,2358,57437,10483,490,199,15,712,625,11814,6962,306,45,5,349,504,7813,6123,655,80,8,741,511,7373,6131,593,100,3,698,443,7268,7013,356,77,4,439,460,7906,7075,255,60,4,324,514,7915,5473,175,52,4,235,427,6131,2909,175,43,4,223,333,3466,1303,73,15,0
10902,2722,57,5,3,68,90,2878,1312,35,5,0,38,73,1419,1332,58,6,0,68,60,1462,1652,82,15,0,95,61,1807,1798,85,6,0,93,83,1968,1489,63,0,0,66,61,1618,976,61,19,0,78,68,1116,497,33,13,0,47,42,583,168,13,5,0,13,8,196,11949,477,79,3,558,536,13048,2345,42,9,3,50,106,2503,1245,35,4,0,38,95,1377,1043,52,12,0,64,62,1178,1419,77,5,0,86,49,1554,1778,90,6,0,94,82,1959,1573,76,8,0,76,74,1729,1116,42,16,0,58,68,1243,576,43,13,0,61,44,680,185,10,3,0,11,14,214,11285,461,71,6,540,599,12423,2082,46,9,0,57,224,2359,1191,29,3,3,34,138,1360,1013,69,10,0,83,166,1260,1151,56,3,0,63,129,1343,1512,82,3,7,91,171,1779,1629,82,3,3,85,208,1919,1232,59,8,0,65,178,1476,638,44,9,4,59,109,796,203,9,8,0
10903,7700,98,30,24,142,276,8116,3792,54,8,0,64,145,3993,3610,70,12,0,78,125,3813,4856,106,20,4,126,155,5136,5590,95,12,3,108,202,5901,5185,95,8,0,108,194,5492,4123,81,7,0,88,200,4408,2747,70,13,0,78,181,3010,725,14,5,0,20,57,806,38332,680,107,30,816,1534,40676,6960,87,45,9,139,279,7378,3870,64,8,0,75,180,4126,3058,117,14,0,136,122,3316,4290,113,11,0,123,176,4591,5211,114,7,0,124,214,5554,5804,94,7,0,103,236,6137,4807,87,4,0,93,207,5102,2906,65,11,0,71,189,3166,950,35,14,0,47,87,1088,37864,778,113,14,908,1684,40458,6561,152,33,3,191,525,7273,3621,86,11,0,100,322,4041,3202,215,54,3,278,295,3779,3707,166,15,0,182,341,4229,4607,133,11,4,148,404,5157,5825,81,15,0,96,568,6487,5471,103,6,4,110,544,6122,3093,61,6,3,68,367,3525,1150,26,6,0
11001,6602,144,56,22,224,226,7051,5632,297,33,5,339,198,6170,3084,155,20,3,173,149,3407,4179,156,17,0,173,142,4497,4570,128,3,0,133,149,4856,3811,91,3,4,97,146,4058,2404,42,0,0,40,105,2551,1452,36,4,0,47,98,1597,496,13,4,0,12,71,579,32242,1065,150,35,1248,1284,34775,6283,245,92,22,356,355,6989,5366,370,60,0,433,288,6084,3102,297,33,6,336,205,3640,3639,269,24,0,299,226,4154,4596,173,11,0,183,174,4952,4282,93,6,0,103,171,4559,2904,52,11,4,65,135,3107,1637,26,10,0,35,88,1757,632,17,3,0,20,49,696,32438,1548,251,37,1834,1679,35945,5876,346,115,12,472,408,6759,5114,363,79,3,447,499,6063,3127,614,53,4,673,297,4098,3264,379,34,3,425,256,3940,4182,227,26,0,254,352,4779,4298,129,7,3,134,328,4759,3446,72,7,3,84,285,3815,1833,37,3,3,46,182,2059,714,20,3,0
