SA3_CODE_2016,C11_F_65_69_Tot_LF,C11_F_65_69_Notin_LF,C11_F_65_69_LF_NS,C11_F_65_69_Tot,C11_F_70_74_Em_FT,C11_F_70_74_Em_PT,C11_F_70_74_Em_AFW,C11_F_70_74_Em_Hrs_NS,C11_F_70_74_Em_Tot,C11_F_70_74_Unem_Look_FT,C11_F_70_74_Unem_Look_PT,C11_F_70_74_Unem_Tot,C11_F_70_74_Tot_LF,C11_F_70_74_Notin_LF,C11_F_70_74_LF_NS,C11_F_70_74_Tot,C11_F_75ov_Em_FT,C11_F_75ov_Em_PT,C11_F_75ov_Emp_A_fr_wo,C11_F_75ov_Em_Hou_wor_ns,C11_F_75over_Em_Tot,C11_F_75ov_Unem_Lo_ft_wor,C11_F_75ov_Unem_Lo_pt_wor,C11_F_75over_Unem_Tot,C11_F_75ov_Tot_LF,C11_F_75over_N_lab_forc,C11_F_75ov_LF_NS,C11_F_75andOver_Tot,C11_F_Tot_Em_FT,C11_F_Tot_Em_PT,C11_F_Tot_Em_AFW,C11_F_Tot_Em_Hrs_NS,C11_F_Tot_Em_Tot,C11_F_Tot_Unem_Look_FT,C11_F_Tot_Unem_Look_PT,C11_F_Tot_Unem_Tot,C11_F_T_T_labo_for,C11_F_Tot_Notin_LF,C11_F_Tot_LF_NS,C11_F_T_T,C16_F_15_19_Em_FT,C16_F_15_19_Em_PT,C16_F_15_19_Em_AFW,C16_F_15_19_Em_Hrs_NS,C16_F_15_19_Em_Tot,C16_F_15_19_Unem_Look_FT,C16_F_15_19_Unem_Look_PT,C16_F_15_19_Unem_Tot,C16_F_15_19_Tot_LF,C16_F_15_19_Notin_LF,C16_F_15_19_LF_NS,C16_F_15_19_Tot,C16_F_20_24_Em_FT,C16_F_20_24_Em_PT,C16_F_20_24_Em_AFW,C16_F_20_24_Em_Hrs_NS,C16_F_20_24_Em_Tot,C16_F_20_24_Unem_Look_FT,C16_F_20_24_Unem_Look_PT,C16_F_20_24_Unem_Tot,C16_F_20_24_Tot_LF,C16_F_20_24_Notin_LF,C16_F_20_24_LF_NS,C16_F_20_24_Tot,C16_F_25_29_Em_FT,C16_F_25_29_Em_PT,C16_F_25_29_Em_AFW,C16_F_25_29_Em_Hrs_NS,C16_F_25_29_Em_Tot,C16_F_25_29_Unem_Look_FT,C16_F_25_29_Unem_Look_PT,C16_F_25_29_Unem_Tot,C16_F_25_29_Tot_LF,C16_F_25_29_Notin_LF,C16_F_25_29_LF_NS,C16_F_25_29_Tot,C16_F_30_34_Em_FT,C16_F_30_34_Em_PT,C16_F_30_34_Em_AFW,C16_F_30_34_Em_Hrs_NS,C16_F_30_34_Em_Tot,C16_F_30_34_Unem_Look_FT,C16_F_30_34_Unem_Look_PT,C16_F_30_34_Unem_Tot,C16_F_30_34_Tot_LF,C16_F_30_34_Notin_LF,C16_F_30_34_LF_NS,C16_F_30_34_Tot,C16_F_35_39_Em_FT,C16_F_35_39_Em_PT,C16_F_35_39_Em_AFW,C16_F_35_39_Em_Hrs_NS,C16_F_35_39_Em_Tot,C16_F_35_39_Unem_Look_FT,C16_F_35_39_Unem_Look_PT,C16_F_35_39_Unem_Tot,C16_F_35_39_Tot_LF,C16_F_35_39_Notin_LF,C16_F_35_39_LF_NS,C16_F_35_39_Tot,C16_F_40_44_Em_FT,C16_F_40_44_Em_PT,C16_F_40_44_Em_AFW,C16_F_40_44_Em_Hrs_NS,C16_F_40_44_Em_Tot,C16_F_40_44_Unem_Look_FT,C16_F_40_44_Unem_Look_PT,C16_F_40_44_Unem_Tot,C16_F_40_44_Tot_LF,C16_F_40_44_Notin_LF,C16_F_40_44_LF_NS,C16_F_40_44_Tot,C16_F_45_49_Em_FT,C16_F_45_49_Em_PT,C16_F_45_49_Em_AFW,C16_F_45_49_Em_Hrs_NS,C16_F_45_49_Em_Tot,C16_F_45_49_Unem_Look_FT,C16_F_45_49_Unem_Look_PT,C16_F_45_49_Unem_Tot,C16_F_45_49_Tot_LF,C16_F_45_49_Notin_LF,C16_F_45_49_LF_NS,C16_F_45_49_Tot,C16_F_50_54_Em_FT,C16_F_50_54_Em_PT,C16_F_50_54_Em_AFW,C16_F_50_54_Em_Hrs_NS,C16_F_50_54_Em_Tot,C16_F_50_54_Unem_Look_FT,C16_F_50_54_Unem_Look_PT,C16_F_50_54_Unem_Tot,C16_F_50_54_Tot_LF,C16_F_50_54_Notin_LF,C16_F_50_54_LF_NS,C16_F_50_54_Tot,C16_F_55_59_Em_FT,C16_F_55_59_Em_PT,C16_F_55_59_Em_AFW,C16_F_55_59_Em_Hrs_NS,C16_F_55_59_Em_Tot,C16_F_55_59_Unem_Look_FT,C16_F_55_59_Unem_Look_PT,C16_F_55_59_Unem_Tot,C16_F_55_59_Tot_LF,C16_F_55_59_Notin_LF,C16_F_55_59_LF_NS,C16_F_55_59_Tot,C16_F_60_64_Em_FT,C16_F_60_64_Em_PT,C16_F_60_64_Em_AFW,C16_F_60_64_Em_Hrs_NS,C16_F_60_64_Em_Tot,C16_F_60_64_Unem_Look_FT,C16_F_60_64_Unem_Look_PT,C16_F_60_64_Unem_Tot,C16_F_60_64_Tot_LF,C16_F_60_64_Notin_LF,C16_F_60_64_LF_NS,C16_F_60_64_Tot,C16_F_65_69_Em_FT,C16_F_65_69_Em_PT,C16_F_65_69_Em_AFW,C16_F_65_69_Em_Hrs_NS,C16_F_65_69_Em_Tot,C16_F_65_69_Unem_Look_FT,C16_F_65_69_Unem_Look_PT,C16_F_65_69_Unem_Tot,C16_F_65_69_Tot_LF,C16_F_65_69_Notin_LF,C16_F_65_69_LF_NS,C16_F_65_69_Tot,C16_F_70_74_Em_FT,C16_F_70_74_Em_PT,C16_F_70_74_Em_AFW,C16_F_70_74_Em_Hrs_NS,C16_F_70_74_Em_Tot,C16_F_70_74_Unem_Look_FT,C16_F_70_74_Unem_Look_PT,C16_F_70_74_Unem_Tot,C16_F_70_74_Tot_LF,C16_F_70_74_Notin_LF,C16_F_70_74_LF_NS,C16_F_70_74_Tot,C16_F_75ov_Em_FT,C16_F_75ov_Em_PT,C16_F_75ov_Emp_Aw_fr_w,C16_F_75ov_Emp_Hou_w_ns,C16_F_75over_Em_Tot,C16_F_75ov_Unem_Lo_ft_wor,C16_F_75ov_Unem_Lo_pt_wor,C16_F_75ov_Unemp_Tot,C16_F_75ov_Tot_lab_for,C16_F_75ov_N_lab_forc,C16_F_75ov_LF_NS,C16_F_75ov_yr_Tot,C16_F_Tot_Em_FT,C16_F_Tot_Em_PT,C16_F_Tot_Em_AFW,C16_F_Tot_Em_Hrs_NS
11003,148,357,37,537,24,37,3,0,62,0,0,0,62,340,43,446,22,23,5,0,47,0,0,0,47,675,101,822,2594,2147,242,114,5099,173,112,289,5379,3738,701,9828,48,180,9,10,254,16,24,40,299,300,88,687,207,138,12,11,370,29,15,50,421,205,66,697,306,149,43,8,501,19,12,29,534,214,88,836,236,237,39,11,523,11,6,20,548,169,90,806,235,207,24,9,478,23,15,37,517,179,81,769,277,234,23,14,550,21,16,38,582,127,82,793,288,218,15,5,529,16,10,26,561,125,97,774,345,237,17,17,610,26,13,38,641,169,106,919,286,222,20,15,539,13,13,24,559,225,91,882,184,157,15,5,370,6,7,10,379,256,65,703,70,94,13,7,180,0,0,0,181,397,87,665,25,37,6,3,69,0,0,0,70,371,62,504,25,17,8,3,52,0,0,0,52,710,185,954,2526,2139,247,117
11004,400,1532,110,2034,31,83,4,10,133,0,0,0,128,1476,123,1732,33,56,7,10,96,0,0,0,97,2971,412,3481,7419,7239,743,295,15697,520,449,968,16669,12937,1686,31289,187,762,52,42,1044,67,108,179,1222,1010,151,2383,686,490,69,26,1273,85,58,140,1417,514,180,2113,903,561,107,32,1600,79,52,134,1730,546,174,2454,765,723,101,32,1632,60,43,100,1733,539,168,2435,790,765,68,23,1648,56,47,103,1758,436,149,2341,892,761,34,23,1709,61,51,109,1822,428,159,2402,1029,811,60,27,1921,48,39,88,2011,439,184,2634,995,794,64,36,1888,39,31,68,1964,530,185,2680,941,747,73,37,1802,42,37,85,1882,766,225,2875,534,564,57,19,1178,21,42,62,1241,1059,196,2496,187,279,26,6,500,4,0,5,506,1671,195,2366,60,129,12,9,210,0,3,3,215,1545,170,1932,37,57,7,16,117,0,3,3,115,3339,536,3991,8007,7446,737,340
11101,361,2656,151,3163,13,66,12,3,95,0,0,0,95,2370,140,2605,7,33,6,6,48,0,0,0,48,5236,584,5870,10728,12822,1283,416,25248,552,716,1266,26516,20808,1997,49316,223,1446,55,29,1744,126,315,439,2188,1277,80,3545,922,1258,109,48,2333,119,112,230,2565,548,119,3238,1315,862,163,34,2371,74,72,149,2519,530,132,3175,1046,1255,252,35,2588,61,78,144,2731,680,123,3536,1013,1487,137,21,2657,62,64,119,2779,661,115,3554,1289,1595,80,27,2994,57,70,127,3124,732,123,3980,1533,1521,69,24,3146,51,67,115,3265,697,147,4110,1533,1421,87,28,3069,69,82,144,3213,895,138,4250,1282,1292,112,29,2715,36,53,85,2805,1295,161,4261,575,873,74,22,1547,18,42,57,1604,2167,161,3929,125,349,21,8,501,0,3,3,510,3187,161,3856,23,110,4,7,149,0,0,3,154,2800,160,3116,9,38,5,9,62,0,0,3,62,5591,678,6332,10877,13499,1177,327
11102,211,1668,78,1956,12,45,0,3,66,0,3,3,63,1409,80,1552,10,14,4,0,27,0,0,0,27,3242,408,3681,5884,6932,726,277,13819,371,441,814,14635,13543,1193,29364,151,824,31,27,1029,76,169,245,1274,904,71,2259,600,660,69,33,1356,101,68,169,1529,417,73,2018,752,585,107,31,1467,56,49,106,1568,427,78,2072,602,764,125,17,1509,42,40,87,1592,507,65,2172,597,792,75,28,1492,46,44,92,1584,506,58,2146,808,892,55,25,1779,39,51,85,1863,455,89,2405,839,853,39,23,1752,45,34,77,1831,435,87,2350,847,810,59,24,1735,39,35,74,1810,626,95,2530,737,746,67,22,1571,16,25,45,1613,892,110,2617,383,512,38,12,949,17,26,48,1000,1464,109,2570,99,224,23,6,354,3,4,9,359,2021,147,2531,14,79,7,3,106,0,0,0,106,1804,119,2034,13,25,0,3,46,0,5,5,47,3464,550,4065,6435,7772,695,252
11103,459,2797,167,3425,25,81,15,9,127,0,0,0,122,2504,174,2801,8,51,7,11,74,0,0,0,76,6794,757,7632,16093,16359,1824,521,34804,875,1138,2011,36813,26233,3107,66158,267,1777,102,71,2218,116,420,536,2750,1659,155,4562,1782,2533,170,110,4585,203,327,532,5119,1599,302,7017,2922,1503,245,63,4734,147,138,282,5017,1071,289,6379,2107,1728,375,49,4253,136,128,264,4516,1103,239,5859,1656,1936,221,47,3861,104,108,212,4075,1025,192,5288,1879,1999,114,47,4041,104,106,210,4252,918,205,5372,2009,1766,116,50,3940,103,90,196,4134,948,218,5306,1915,1648,123,41,3716,83,58,148,3864,1090,233,5190,1628,1441,126,30,3232,53,81,135,3367,1589,262,5218,787,1005,91,17,1902,40,47,87,1986,2400,238,4625,198,434,43,13,678,6,13,15,693,3164,225,4082,41,133,15,8,191,0,3,3,196,2855,243,3290,15,61,7,16,88,3,0,4,93,6040,1397,7534,17196,17960,1736,555
11201,331,1531,84,1953,21,53,10,3,87,0,0,0,87,1364,86,1540,6,30,7,10,57,0,0,0,63,3412,392,3864,5803,8399,748,278,15235,491,604,1095,16330,13416,1521,31260,102,729,51,34,916,25,101,124,1044,850,155,2043,372,547,42,14,974,48,53,104,1077,275,141,1489,523,566,54,18,1164,51,41,86,1249,331,188,1766,515,734,84,25,1363,34,34,75,1436,463,169,2068,546,867,77,30,1511,29,47,78,1592,488,213,2300,809,1123,63,39,2038,31,60,92,2126,459,236,2817,976,1098,43,19,2133,51,56,105,2242,471,242,2959,932,1057,50,43,2078,58,56,111,2187,546,280,3017,833,1101,79,30,2042,53,54,110,2149,905,293,3349,443,868,73,23,1405,24,33,62,1469,1462,314,3238,130,357,31,14,532,3,12,15,550,1985,239,2774,30,108,9,12,163,0,6,6,164,1623,180,1968,29,41,3,14,89,0,0,0,88,3604,635,4333,6236,9197,662,310
11202,283,1301,69,1657,30,76,4,4,116,0,0,0,117,1145,74,1337,21,39,10,8,81,0,0,0,77,2739,244,3063,5909,6807,646,255,13610,512,605,1121,14734,12552,1192,28475,114,755,33,29,928,50,105,153,1083,992,147,2225,450,533,45,25,1046,85,73,162,1203,476,149,1827,445,445,67,23,981,40,57,96,1080,466,134,1674,384,575,71,20,1043,47,35,82,1117,508,140,1767,550,611,63,27,1246,44,41,88,1341,482,134,1953,671,713,44,24,1450,46,56,99,1551,495,175,2224,821,734,39,26,1620,54,47,99,1722,460,183,2359,873,839,50,33,1789,44,38,84,1872,597,200,2673,766,844,60,22,1690,33,54,88,1778,806,207,2789,486,602,62,16,1166,29,35,65,1225,1210,199,2643,159,270,24,12,463,0,5,7,470,1569,159,2201,41,97,3,10,150,0,3,3,153,1356,131,1639,29,45,3,15,91,0,0,0,95,2949,394,3442,5776,7060,549,282
11203,295,2201,139,2629,9,63,12,5,91,0,0,0,93,2024,138,2260,10,27,3,4,47,0,3,3,48,4897,721,5665,6226,8617,755,325,15919,604,687,1289,17210,17277,2119,36603,110,951,38,42,1143,46,170,216,1358,963,136,2466,469,721,34,22,1250,93,77,176,1421,324,127,1876,598,538,76,25,1235,46,49,95,1324,441,111,1876,575,797,140,27,1538,39,57,97,1637,584,155,2379,610,1034,67,20,1725,46,58,106,1829,564,152,2545,853,1075,49,39,2016,51,56,111,2128,566,164,2857,976,1094,59,37,2167,62,54,118,2289,575,192,3054,1041,1100,65,28,2235,65,59,126,2360,683,206,3246,923,1149,91,45,2197,54,65,118,2323,1114,257,3683,523,791,91,27,1431,42,56,97,1529,1760,243,3525,141,341,36,8,525,0,4,7,528,2556,235,3324,29,108,5,3,148,0,12,12,159,2418,227,2805,20,46,4,16,89,0,3,3,89,5179,904,6174,6855,9746,752,340
11301,212,713,72,997,23,53,11,8,94,0,0,0,95,698,52,848,21,29,0,3,55,0,0,0,60,1632,244,1941,4398,4282,482,253,9417,260,237,494,9915,7041,1201,18155,138,429,32,31,629,37,56,86,716,724,128,1563,490,269,36,23,821,41,37,78,899,283,105,1287,586,349,62,15,1009,41,23,66,1076,331,117,1527,402,444,70,19,933,24,24,47,980,322,134,1433,345,480,37,9,875,28,24,51,923,286,119,1325,505,505,32,12,1053,22,13,32,1087,263,138,1494,611,483,25,22,1141,22,13,36,1181,260,113,1560,624,473,34,20,1149,16,7,30,1175,262,142,1586,530,460,29,21,1034,16,16,37,1067,368,153,1592,292,301,38,18,652,7,4,14,667,534,133,1339,106,147,27,12,290,0,0,0,289,759,129,1184,35,62,7,5,112,0,0,0,112,767,111,995,28,41,3,12,82,0,0,0,80,1765,408,2251,4687,4445,425,222
11302,77,303,24,397,3,20,0,0,28,0,0,0,28,276,18,317,6,5,3,3,21,0,0,0,21,608,52,681,1196,1360,128,43,2722,103,76,185,2909,2472,250,5629,30,106,5,3,146,11,15,27,174,179,25,374,88,94,8,0,183,11,8,22,202,85,25,319,94,86,16,5,200,3,8,14,212,66,22,303,83,142,21,3,249,8,6,11,262,106,23,390,84,140,12,6,240,10,7,12,256,77,33,363,149,138,6,3,297,7,9,18,316,78,32,427,169,146,6,3,329,4,8,11,341,75,40,460,152,152,7,3,321,4,6,13,335,87,46,465,180,138,23,11,348,9,3,13,363,156,45,565,91,118,10,3,222,7,4,8,228,242,62,529,33,73,5,5,114,0,0,0,112,346,41,495,10,18,3,4,38,0,0,0,38,308,36,379,9,10,0,4,26,0,0,0,26,603,136,762,1170,1369,123,51
11303,402,1481,102,1989,49,83,13,10,148,3,0,3,151,1482,102,1741,26,46,15,8,98,0,0,0,100,3361,384,3843,9057,8703,936,359,19058,503,517,1022,20082,14342,1442,35863,279,990,42,44,1347,75,160,233,1584,1178,160,2921,1007,1001,85,44,2142,106,110,217,2358,674,178,3214,1174,730,131,24,2055,79,42,115,2170,621,153,2948,927,852,173,37,1993,59,60,118,2112,608,153,2874,901,885,103,23,1913,56,51,111,2021,482,141,2652,1052,953,53,26,2078,44,37,81,2164,481,152,2800,1229,884,49,26,2188,51,30,84,2272,471,164,2909,1186,909,77,24,2194,43,20,64,2252,547,153,2954,1060,872,82,28,2034,34,29,61,2102,812,175,3092,563,643,74,21,1306,23,27,46,1351,1209,200,2759,188,341,37,17,582,0,6,4,588,1800,151,2543,63,105,11,7,189,3,0,5,195,1634,177,2007,33,79,12,22,146,4,0,4,149,3735,517,4397,9667,9241,917,343
11401,301,2752,162,3215,28,61,4,3,95,0,0,3,99,2406,160,2663,10,27,10,10,54,0,0,0,56,4698,654,5409,6357,8550,874,325,16108,606,592,1194,17301,19404,2268,38979,163,925,47,42,1184,72,124,194,1375,1075,141,2594,627,644,57,31,1362,81,70,146,1508,470,172,2152,639,631,110,30,1401,39,58,90,1497,580,150,2228,589,778,109,15,1489,49,45,94,1586,639,156,2384,591,841,83,19,1534,46,41,95,1622,584,137,2344,836,1006,48,27,1908,57,57,111,2020,552,157,2729,918,1041,69,43,2067,47,53,102,2171,668,203,3036,1014,1067,85,33,2202,56,43,101,2299,818,201,3317,916,1130,106,28,2182,48,60,111,2289,1383,235,3909,444,805,95,28,1370,35,47,81,1451,2327,272,4045,104,389,43,15,554,3,5,8,568,3333,306,4200,26,113,8,6,155,0,0,0,158,2931,237,3322,10,49,3,22,82,3,0,3,85,5185,845,6112,6875,9417,868,342
11402,327,1227,60,1612,26,79,6,3,113,0,3,0,119,1025,58,1207,13,28,4,5,57,0,0,0,57,2081,223,2359,3884,4619,402,186,9095,192,222,412,9507,8539,798,18846,100,531,29,11,667,30,50,82,749,758,77,1580,323,309,18,18,666,21,12,38,707,146,48,901,383,308,45,15,748,12,10,19,771,181,48,1000,279,335,54,6,666,5,21,29,701,238,60,994,353,436,30,8,830,13,18,33,860,246,67,1176,505,551,30,16,1101,20,14,36,1134,279,99,1515,642,591,27,12,1272,22,34,55,1329,278,97,1706,662,580,39,19,1297,21,13,36,1330,316,91,1738,531,553,35,23,1137,18,21,41,1182,468,100,1749,323,474,30,11,841,16,18,33,869,809,119,1802,121,302,23,3,456,3,8,10,467,1467,124,2053,32,125,10,3,171,0,4,5,176,1437,129,1744,21,58,6,9,86,0,0,0,89,2483,335,2904,4285,5145,359,162
11501,664,2100,77,2840,22,97,3,3,124,0,0,0,123,1676,85,1889,6,38,3,3,53,0,0,0,53,3665,433,4149,16281,14576,1366,507,32728,526,907,1435,34161,19399,1622,55175,151,1705,98,31,1984,25,328,357,2335,2520,88,4944,1539,1694,92,38,3355,71,152,222,3579,649,76,4309,1891,648,91,51,2689,61,60,122,2817,429,112,3363,1728,963,246,46,2983,73,67,137,3124,864,112,4104,1925,1599,185,57,3769,101,123,221,3992,1117,125,5230,2271,1866,85,54,4274,78,104,184,4461,1075,130,5667,2419,1827,70,49,4362,88,94,185,4547,942,115,5605,2387,1549,88,40,4060,50,75,130,4195,907,136,5239,1887,1367,104,31,3395,46,59,104,3497,1301,105,4901,985,1048,66,15,2125,18,35,53,2175,2061,102,4341,328,614,47,21,1009,7,15,19,1028,2701,107,3826,70,208,8,12,306,0,4,4,309,2319,118,2739,7,69,5,3,82,0,6,7,83,4321,694,5096,17590,15158,1183,458
11502,219,414,28,654,19,45,4,3,69,0,0,0,69,377,16,467,3,14,9,3,30,0,0,0,30,789,58,873,2751,2978,265,102,6098,64,126,190,6291,3690,349,10326,71,344,15,6,436,6,43,45,479,430,44,955,277,294,20,17,603,15,16,26,638,104,45,780,310,106,20,7,444,9,10,14,462,71,27,556,170,168,37,8,378,10,6,15,396,134,25,555,211,217,22,10,452,3,10,10,460,148,32,642,350,350,9,21,728,16,12,28,753,169,33,961,435,367,21,5,831,9,4,16,842,203,53,1098,392,359,23,11,784,10,11,26,807,163,36,1009,336,291,6,7,641,4,9,12,653,218,48,921,169,243,22,14,443,6,3,10,458,305,55,818,88,161,20,4,271,3,3,6,279,503,45,832,32,71,4,0,107,0,0,0,107,454,34,596,9,32,3,0,46,0,3,3,52,964,61,1075,2854,3002,214,105
11503,130,373,39,538,15,22,3,0,38,0,0,0,38,241,27,310,4,15,0,3,23,0,0,0,23,405,45,480,2672,2693,246,116,5722,108,129,242,5959,2854,545,9359,81,271,9,7,365,13,42,59,429,348,60,835,321,243,15,14,600,22,15,35,632,96,49,778,269,152,27,16,460,10,0,17,472,93,47,615,198,224,34,10,462,7,6,13,473,124,29,629,227,250,32,3,509,10,13,22,529,114,48,690,359,338,16,8,726,9,5,15,738,120,57,917,434,333,13,13,794,11,17,25,822,144,81,1042,407,310,15,7,743,10,9,15,763,139,69,969,328,267,18,9,621,17,11,23,646,200,63,914,157,185,22,9,369,5,6,8,384,303,48,730,51,96,7,3,159,0,3,4,164,466,52,682,21,30,6,0,53,0,3,3,54,382,43,481,20,18,0,4,35,0,0,0,35,461,47,542,2869,2721,215,95
11504,100,328,16,437,3,15,0,0,22,0,0,0,22,234,22,268,0,6,0,0,8,0,0,0,8,341,26,378,3214,2851,272,121,6458,119,149,269,6725,2955,358,10042,97,473,23,16,605,19,84,110,714,504,39,1261,356,339,17,17,729,21,25,44,777,121,32,925,433,178,39,6,655,5,8,15,665,129,35,836,411,328,56,8,809,13,20,29,843,197,45,1081,494,472,45,12,1019,15,22,34,1052,249,42,1343,625,583,17,14,1245,15,19,34,1277,216,53,1549,632,445,16,14,1103,14,20,34,1131,198,47,1380,418,302,18,10,753,17,18,34,783,195,39,1017,334,260,17,10,613,4,8,15,626,249,20,894,173,172,15,3,362,3,7,9,374,342,33,753,67,83,4,0,158,0,5,5,162,422,33,619,17,29,4,0,50,0,0,0,50,396,22,464,6,3,0,0,16,0,0,0,18,500,42,550,4060,3678,275,109
11601,297,1805,108,2212,19,35,11,10,72,0,0,0,74,1553,102,1719,9,13,9,3,33,0,0,0,32,3358,395,3786,14308,9638,1114,597,25667,1079,1008,2090,27752,20261,2238,50245,231,1049,51,41,1382,84,293,375,1751,2126,165,4044,1378,1283,78,61,2795,172,168,341,3142,931,202,4276,2174,979,166,86,3408,176,104,280,3690,1280,226,5188,2173,1285,241,75,3768,152,131,285,4049,1578,280,5912,1893,1283,151,68,3399,124,131,259,3653,1317,227,5194,1748,1148,71,52,3024,111,97,208,3230,1041,177,4452,1736,947,60,58,2807,111,97,202,3009,978,188,4172,1647,817,65,45,2569,90,66,153,2730,1093,176,3997,1394,766,79,25,2267,62,91,153,2420,1413,181,4015,803,607,59,27,1488,50,47,96,1582,1872,175,3630,251,227,33,7,513,0,16,12,525,2321,190,3041,33,58,4,5,108,0,3,3,109,1798,134,2038,3,22,7,5,43,0,3,3,46,3626,361,4028,15471,10477,1064,561
11602,139,647,54,845,4,19,3,3,30,0,0,0,26,523,39,597,0,6,0,0,11,0,0,0,11,829,46,885,9845,6680,849,271,17640,477,567,1039,18682,8485,830,27996,176,1025,40,19,1254,43,217,255,1508,1410,84,3010,930,883,58,41,1911,79,112,192,2095,475,79,2649,1476,585,104,39,2209,80,61,140,2346,551,116,3017,1784,1078,235,53,3155,95,79,171,3325,832,164,4319,1820,1311,159,42,3337,76,98,174,3511,873,155,4544,1765,1114,67,39,2983,65,83,149,3132,666,149,3949,1533,887,34,35,2498,76,48,125,2627,530,92,3244,1291,684,48,31,2059,38,40,84,2139,534,92,2767,877,507,34,16,1433,35,28,69,1495,672,84,2257,459,339,28,7,837,20,23,38,877,887,81,1841,140,136,8,3,288,7,4,9,295,1152,65,1514,15,35,0,6,55,0,0,0,58,769,54,879,3,6,0,3,11,0,0,0,11,1109,68,1189,12277,8596,817,338
11603,172,1404,142,1723,14,15,0,0,34,0,0,0,34,996,105,1134,0,3,4,0,8,0,0,0,12,1767,231,2003,9958,6375,790,512,17641,1147,840,1992,19631,17901,2294,39829,227,946,38,55,1271,115,268,377,1649,2348,233,4235,1171,1023,64,79,2336,212,186,392,2730,1230,227,4188,1479,743,127,88,2437,153,117,277,2710,1343,251,4309,1347,874,150,62,2442,154,129,278,2717,1477,289,4478,1235,804,71,70,2176,91,102,200,2376,1291,242,3910,1317,766,50,55,2188,111,117,230,2417,1149,220,3784,1313,741,44,48,2148,103,85,180,2327,1121,217,3670,1263,667,57,42,2030,89,64,154,2184,1111,196,3486,997,544,41,41,1618,60,59,116,1734,1172,199,3112,500,346,26,17,891,31,44,77,969,1432,160,2559,131,153,16,4,303,0,0,0,302,1770,162,2238,26,37,0,6,72,0,0,0,70,1327,147,1543,4,6,0,5,17,0,0,0,20,2231,231,2475,11009,7655,691,571
11701,155,678,79,910,8,17,0,0,26,0,0,0,26,628,46,700,3,9,0,3,21,0,0,0,19,1348,145,1520,4811,3200,403,176,8589,221,249,468,9058,6365,1022,16441,38,319,29,9,401,18,58,77,480,721,73,1270,551,545,27,30,1154,41,58,94,1251,505,115,1874,1025,400,54,22,1497,50,44,92,1594,371,175,2139,974,452,108,30,1561,39,42,87,1644,406,153,2196,760,477,77,16,1329,36,31,61,1389,362,119,1870,742,499,34,17,1293,30,35,60,1355,281,108,1741,679,411,21,12,1124,34,27,63,1180,271,75,1533,613,327,21,27,984,25,18,43,1023,268,70,1367,395,247,14,16,674,19,24,42,713,349,66,1124,254,204,22,12,491,10,14,25,514,520,83,1117,86,107,11,4,206,0,3,3,211,686,57,949,14,38,4,0,58,0,0,0,58,711,61,824,5,13,3,4,22,0,0,0,29,1369,205,1601,6140,4038,422,194
11702,146,600,52,790,17,13,3,5,38,0,0,3,38,607,60,706,6,7,0,3,20,0,0,0,20,1256,136,1405,8105,4325,634,197,13260,331,366,701,13961,6419,1370,21757,31,226,13,10,286,9,63,73,359,495,63,923,750,767,40,29,1595,39,78,121,1711,343,185,2242,1836,684,66,53,2635,55,42,102,2738,288,298,3328,1656,614,132,25,2427,52,39,87,2515,305,273,3095,1215,634,123,24,1996,33,29,62,2053,305,193,2551,1066,649,45,23,1780,32,33,68,1845,275,185,2305,975,502,38,15,1536,40,26,67,1600,263,120,1979,754,340,30,14,1134,28,27,61,1197,275,106,1582,578,280,22,12,887,24,24,54,945,389,89,1421,322,225,22,4,571,14,25,33,606,517,82,1203,82,102,6,4,205,0,3,3,204,716,62,976,15,44,3,0,59,0,0,3,58,619,62,734,7,13,0,3,31,0,0,0,30,1494,120,1645,9287,5087,547,218
11703,511,1329,237,2077,49,117,6,8,176,0,5,5,181,1191,252,1623,16,61,8,3,89,0,0,0,91,2472,597,3167,30021,12972,1779,604,45378,1272,1548,2828,48205,18897,9222,76324,153,900,59,75,1183,20,347,368,1554,2650,489,4691,2966,3614,193,189,6959,206,893,1107,8062,5845,1767,15670,9228,3678,306,219,13433,352,388,737,14174,2659,2257,19091,8120,2705,508,168,11510,213,195,402,11909,1640,1683,15232,4553,1819,335,77,6786,138,120,264,7049,1110,978,9138,3193,1238,158,50,4631,100,80,181,4815,798,663,6277,2449,934,82,52,3512,110,71,183,3696,821,575,5090,1987,753,75,30,2843,101,81,184,3031,931,485,4443,1511,748,63,33,2360,82,51,130,2486,1162,497,4147,880,676,61,26,1632,44,46,90,1725,1458,420,3602,319,460,29,9,816,11,13,23,843,1819,346,3010,93,160,17,11,282,0,14,17,296,1468,261,2023,39,79,10,5,133,3,4,4,144,2837,682,3654,35482,17771,1888,946
