GCCSA_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
1RNSW,335040,206606,176984,240802,259660,235090,176253,122399,38458,1791285,691,450,690,676,600,309,139,41,4,3596,1972,1318,1333,1227,756,534,195,65,14,7408,209,146,143,197,262,229,107,87,39,1415,110,61,72,82,65,39,5,0,0,437,429,291,259,272,252,130,79,35,11,1761,925,1016,1223,1431,1332,702,255,98,29,7020,1467,1365,1558,1791,1653,868,343,137,35,9220,97563,55622,48353,47207,47006,31538,14716,8176,2245,352427,54069,32752,27898,31697,32962,25822,17403,12772,4682,240047,492932,300097,259094,326401,346124,296149,209597,143855,45519,2419769,2761,2509,3013,3812,3876,3132,956,259,54,20366,104748,64417,57504,84087,98223,102299,82177,53473,21490,668417,4,0,9,3,4,3,4,0,0,29,6534,3995,3536,4371,5051,5139,3914,2236,894,35669,1008,728,472,379,375,230,208,148,73,3622,139628,86766,66471,83086,93429,79730,60256,37388,12272,659028,377,289,178,294,459,469,421,271,107,2873,4669,2844,3091,4171,3707,3773,2932,1839,492,27513,1991,1126,1328,1393,1596,1636,1107,631,257,11054
1GSYD,497489,338448,355163,392068,361633,301871,195047,144854,51120,2637695,14308,10996,17468,12281,8400,3921,1849,780,156,70161,50034,29981,30278,23130,15167,8069,3099,1144,256,161166,6081,4096,4336,4387,5086,4614,2624,2699,1333,35254,45,38,31,40,37,20,4,0,0,208,2234,1867,2340,1575,1050,421,274,97,22,9870,2591,2892,3490,3212,2758,1444,599,293,83,17356,4869,4789,5858,4827,3840,1886,880,385,103,27438,121114,92910,111300,97598,79357,47408,21295,12409,3638,587033,85400,66565,78748,66828,56592,41631,23991,18907,8369,447044,805028,569897,629576,629686,556842,422184,255171,184736,66072,4119190,26226,24366,32584,30898,31192,20871,8224,4649,1408,180420,112169,72276,76958,102612,103350,98974,70438,46702,24489,707963,1679,1269,1281,1169,1339,954,581,332,74,8674,11588,8452,8854,8917,9621,7707,4751,2773,1377,64042,852,657,512,385,420,351,255,216,103,3747,259028,164551,166016,180254,168930,134464,89507,56901,21547,1241197,854,595,606,658,786,696,447,252,134,5024,34245,19684,22161,31469,24106,19561,18382,11609,2831,184045,2066,1426,1944,2038,1824,1617,1099,604,238,12859
19799,0,8,9,6,3,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,13,0,4,0,3,0,0,0,0,0,10,0,11,22,6,3,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,495,821,1132,896,783,746,376,144,53,5439,11,31,46,18,13,0,4,0,0,124,38,49,54,43,21,13,4,0,0,215,4,8,11,9,3,3,4,0,0,45,3,0,3,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,6,7,9,14,23,14,4,3,0,0,81,11,10,21,23,16,7,3,0,0,92,226,433,604,349,239,227,72,23,5,2182,147,306,411,357,244,196,96,37,4,1791,957,1713,2353,1744,1365,1211,562,205,66,10175,13,38,70,46,38,33,7,3,3,243,169,215,320,279,289,353,257,61,39,1983,0,0,3,0,0,0,0,0,0,3,15,27,31,17,30,23,13,0,0,161,0,0,0,0,0,0,0,0,0,0,191,351,432,355,301,294,146,45,23,2138,0,0,0,0,0,3,0,0,0,5,15,10,20,24,22,14,14,3,3,129,3,4,9,10,12,8,5,0,0,45
