GCCSA_CODE_2016,Age_55_C16_M,Age_55_C16_F,Age_55_C16_P,Age_56_C06_M,Age_56_C06_F,Age_56_C06_P,Age_56_C11_M,Age_56_C11_F,Age_56_C11_P,Age_56_C16_M,Age_56_C16_F,Age_56_C16_P,Age_57_C06_M,Age_57_C06_F,Age_57_C06_P,Age_57_C11_M,Age_57_C11_F,Age_57_C11_P,Age_57_C16_M,Age_57_C16_F,Age_57_C16_P,Age_58_C06_M,Age_58_C06_F,Age_58_C06_P,Age_58_C11_M,Age_58_C11_F,Age_58_C11_P,Age_58_C16_M,Age_58_C16_F,Age_58_C16_P,Age_59_C06_M,Age_59_C06_F,Age_59_C06_P,Age_59_C11_M,Age_59_C11_F,Age_59_C11_P,Age_59_C16_M,Age_59_C16_F,Age_59_C16_P,Age_55_59_C06_M,Age_55_59_C06_F,Age_55_59_C06_P,Age_55_59_C11_M,Age_55_59_C11_F,Age_55_59_C11_P,Age_55_59_C16_M,Age_55_59_C16_F,Age_55_59_C16_P,Age_60_C06_M,Age_60_C06_F,Age_60_C06_P,Age_60_C11_M,Age_60_C11_F,Age_60_C11_P,Age_60_C16_M,Age_60_C16_F,Age_60_C16_P,Age_61_C06_M,Age_61_C06_F,Age_61_C06_P,Age_61_C11_M,Age_61_C11_F,Age_61_C11_P,Age_61_C16_M,Age_61_C16_F,Age_61_C16_P,Age_62_C06_M,Age_62_C06_F,Age_62_C06_P,Age_62_C11_M,Age_62_C11_F,Age_62_C11_P,Age_62_C16_M,Age_62_C16_F,Age_62_C16_P,Age_63_C06_M,Age_63_C06_F,Age_63_C06_P,Age_63_C11_M,Age_63_C11_F,Age_63_C11_P,Age_63_C16_M,Age_63_C16_F,Age_63_C16_P,Age_64_C06_M,Age_64_C06_F,Age_64_C06_P,Age_64_C11_M,Age_64_C11_F,Age_64_C11_P,Age_64_C16_M,Age_64_C16_F,Age_64_C16_P,Age_60_64_C06_M,Age_60_64_C06_F,Age_60_64_C06_P,Age_60_64_C11_M,Age_60_64_C11_F,Age_60_64_C11_P,Age_60_64_C16_M,Age_60_64_C16_F,Age_60_64_C16_P,Age_65_C06_M,Age_65_C06_F,Age_65_C06_P,Age_65_C11_M,Age_65_C11_F,Age_65_C11_P,Age_65_C16_M,Age_65_C16_F,Age_65_C16_P,Age_66_C06_M,Age_66_C06_F,Age_66_C06_P,Age_66_C11_M,Age_66_C11_F,Age_66_C11_P,Age_66_C16_M,Age_66_C16_F,Age_66_C16_P,Age_67_C06_M,Age_67_C06_F,Age_67_C06_P,Age_67_C11_M,Age_67_C11_F,Age_67_C11_P,Age_67_C16_M,Age_67_C16_F,Age_67_C16_P,Age_68_C06_M,Age_68_C06_F,Age_68_C06_P,Age_68_C11_M,Age_68_C11_F,Age_68_C11_P,Age_68_C16_M,Age_68_C16_F,Age_68_C16_P,Age_69_C06_M,Age_69_C06_F,Age_69_C06_P,Age_69_C11_M,Age_69_C11_F,Age_69_C11_P,Age_69_C16_M,Age_69_C16_F,Age_69_C16_P,Age_65_69_C06_M,Age_65_69_C06_F,Age_65_69_C06_P,Age_65_69_C11_M,Age_65_69_C11_F,Age_65_69_C11_P,Age_65_69_C16_M,Age_65_69_C16_F,Age_65_69_C16_P,Age_70_C06_M,Age_70_C06_F,Age_70_C06_P,Age_70_C11_M,Age_70_C11_F,Age_70_C11_P,Age_70_C16_M,Age_70_C16_F,Age_70_C16_P,Age_71_C06_M,Age_71_C06_F,Age_71_C06_P,Age_71_C11_M,Age_71_C11_F,Age_71_C11_P,Age_71_C16_M,Age_71_C16_F,Age_71_C16_P,Age_72_C06_M,Age_72_C06_F,Age_72_C06_P,Age_72_C11_M,Age_72_C11_F,Age_72_C11_P,Age_72_C16_M,Age_72_C16_F,Age_72_C16_P,Age_73_C06_M,Age_73_C06_F,Age_73_C06_P,Age_73_C11_M,Age_73_C11_F,Age_73_C11_P,Age_73_C16_M,Age_73_C16_F,Age_73_C16_P,Age_74_C06_M,Age_74_C06_F,Age_74_C06_P,Age_74_C11_M,Age_74_C11_F,Age_74_C11_P,Age_74_C16_M,Age_74_C16_F
1RNSW,19050,19601,38647,16110,16001,32108,17093,17247,34341,18191,19387,37584,15683,15463,31144,16619,16844,33457,18247,19271,37516,15902,15590,31491,16745,17074,33823,17938,19033,36975,17269,16949,34217,16248,16574,32824,17957,18600,36553,81180,79965,161148,83757,84850,168614,91386,95897,187279,14375,14179,28551,16497,16422,32918,17849,17994,35846,14205,14153,28357,16293,16311,32601,17482,18201,35682,13684,13813,27503,15859,15994,31859,17231,17826,35053,12499,12900,25399,16299,15999,32294,17415,18028,35447,12551,12643,25198,17397,17292,34690,17068,17584,34651,67313,67686,135001,82355,82010,164368,87041,89638,176678,11781,11988,23769,14396,14441,28835,17071,17402,34471,11521,11776,23294,14363,14308,28670,16899,17078,33976,11138,11432,22568,13701,13847,27551,16398,16623,33024,10990,11256,22247,12346,12653,25001,16683,16477,33158,10897,11229,22128,12244,12532,24773,17723,17734,35460,56323,57683,114008,67046,67784,134828,84775,85317,170095,10283,10678,20962,11268,11639,22907,14497,14673,29168,9388,10198,19583,10977,11411,22382,14049,14390,28435,9008,9635,18641,10435,11029,21466,13377,13855,27232,8844,9372,18219,10133,10574,20705,11819,12479,24298,8720,9470,18188,9812,10456,20266,11771,12238
1GSYD,29495,30815,60314,24275,24572,48844,25041,26610,51657,27964,29479,57441,23230,23356,46581,24303,25384,49688,26922,28099,55025,23680,23593,47270,23900,25040,48940,26586,28644,55228,24201,24277,48482,22633,24061,46693,25898,27659,53552,119399,120659,240057,121853,128290,250148,136868,144692,281558,20913,20441,41355,22522,23581,46098,25114,26789,51904,19338,19266,38606,22552,23296,45846,24062,25839,49900,18967,18640,37598,21641,22313,43948,23203,25139,48342,16504,16300,32803,21992,22231,44226,22844,24530,47377,15868,15897,31764,22493,22847,45341,21521,23409,44926,91587,90540,182126,111195,114269,225460,116752,125704,242452,15040,15463,30499,19205,19396,38600,21373,22902,44275,14553,14703,29253,17698,18254,35955,20986,22463,43451,13666,14234,27901,17162,17497,34661,19908,21410,41316,12731,13750,26482,14825,15570,30403,20295,21583,41874,12429,13497,25929,14328,14943,29266,20550,22054,42608,68416,71645,140061,83218,85659,168883,103106,110423,213531,11957,13101,25057,13633,14626,28262,17558,18835,36396,11083,12458,23538,13061,13950,27012,16276,17471,33749,10688,11811,22497,12341,13500,25841,15832,16824,32653,10464,11962,22425,11461,13061,24523,13532,14984,28522,9991,11595,21580,11072,12546,23620,13111,14525
19799,7,7,13,0,0,0,0,4,3,5,3,8,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,3,5,11,12,23,35,0,0,0,0,3,3,5,6,13,0,0,0,3,4,6,0,3,3,0,0,0,0,0,3,0,3,3,0,0,0,3,3,7,4,8,10,0,0,0,0,3,4,4,6,16,3,0,3,5,15,16,16,26,42,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,4,10,7,0,0,0,0,0,0,6,10,13,0,0,0,0,0,3,8,12,21,0,0,0,0,3,3,5,10,12,0,0,0,3,7,10,26,36,63,0,0,0,0,3,3,4,3,10,0,0,0,0,3,3,0,9,9,0,0,0,0,4,4,3,4,6,0,0,0,3,0,3,4,5,12,0,0,0,0,0,3,3,9
19499,110,77,190,81,66,147,93,83,180,100,60,154,69,48,122,109,77,182,103,61,165,74,67,146,76,73,150,110,80,185,86,72,160,100,54,155,94,70,159,394,323,713,492,359,847,514,341,850,60,57,116,111,74,186,119,100,225,62,50,111,73,77,144,77,74,157,61,41,100,89,64,158,94,75,173,48,43,94,103,73,174,88,79,160,43,37,80,99,65,164,90,67,153,272,228,497,468,359,827,477,391,866,61,38,93,88,42,129,114,80,191,62,39,99,87,46,130,88,69,157,36,28,60,79,48,130,74,61,138,35,23,64,78,44,119,90,56,147,24,15,39,65,38,97,94,55,145,217,139,354,398,214,606,458,326,779,36,26,64,66,38,103,81,41,124,27,11,39,52,34,88,69,30,95,26,14,43,43,23,64,39,33,73,22,10,35,35,26,57,37,27,57,16,17,30,38,18,52,40,15
