GCCSA_CODE_2016,C06_AP_15_19_NCB_0,C06_AP_15_19_NCB_1,C06_AP_15_19_NCB_2,C06_AP_15_19_NCB_3,C06_AP_15_19_NCB_4,C06_AP_15_19_NCB_5,C06_AP_15_19_NCB_6m,C06_AP_15_19_NCB_NS,C06_AP_15_19_Tot,C06_AP_20_24_NCB_0,C06_AP_20_24_NCB_1,C06_AP_20_24_NCB_2,C06_AP_20_24_NCB_3,C06_AP_20_24_NCB_4,C06_AP_20_24_NCB_5,C06_AP_20_24_NCB_6m,C06_AP_20_24_NCB_NS,C06_AP_20_24_Tot,C06_AP_25_29_NCB_0,C06_AP_25_29_NCB_1,C06_AP_25_29_NCB_2,C06_AP_25_29_NCB_3,C06_AP_25_29_NCB_4,C06_AP_25_29_NCB_5,C06_AP_25_29_NCB_6m,C06_AP_25_29_NCB_NS,C06_AP_25_29_Tot,C06_AP_30_34_NCB_0,C06_AP_30_34_NCB_1,C06_AP_30_34_NCB_2,C06_AP_30_34_NCB_3,C06_AP_30_34_NCB_4,C06_AP_30_34_NCB_5,C06_AP_30_34_NCB_6m,C06_AP_30_34_NCB_NS,C06_AP_30_34_Tot,C06_AP_35_39_NCB_0,C06_AP_35_39_NCB_1,C06_AP_35_39_NCB_2,C06_AP_35_39_NCB_3,C06_AP_35_39_NCB_4,C06_AP_35_39_NCB_5,C06_AP_35_39_NCB_6m,C06_AP_35_39_NCB_NS,C06_AP_35_39_Tot,C06_AP_40_44_NCB_0,C06_AP_40_44_NCB_1,C06_AP_40_44_NCB_2,C06_AP_40_44_NCB_3,C06_AP_40_44_NCB_4,C06_AP_40_44_NCB_5,C06_AP_40_44_NCB_6m,C06_AP_40_44_NCB_NS,C06_AP_40_44_Tot,C06_AP_45_49_NCB_0,C06_AP_45_49_NCB_1,C06_AP_45_49_NCB_2,C06_AP_45_49_NCB_3,C06_AP_45_49_NCB_4,C06_AP_45_49_NCB_5,C06_AP_45_49_NCB_6m,C06_AP_45_49_NCB_NS,C06_AP_45_49_Tot,C06_AP_50_54_NCB_0,C06_AP_50_54_NCB_1,C06_AP_50_54_NCB_2,C06_AP_50_54_NCB_3,C06_AP_50_54_NCB_4,C06_AP_50_54_NCB_5,C06_AP_50_54_NCB_6m,C06_AP_50_54_NCB_NS,C06_AP_50_54_Tot,C06_AP_55_59_NCB_0,C06_AP_55_59_NCB_1,C06_AP_55_59_NCB_2,C06_AP_55_59_NCB_3,C06_AP_55_59_NCB_4,C06_AP_55_59_NCB_5,C06_AP_55_59_NCB_6m,C06_AP_55_59_NCB_NS,C06_AP_55_59_Tot,C06_AP_60_64_NCB_0,C06_AP_60_64_NCB_1,C06_AP_60_64_NCB_2,C06_AP_60_64_NCB_3,C06_AP_60_64_NCB_4,C06_AP_60_64_NCB_5,C06_AP_60_64_NCB_6m,C06_AP_60_64_NCB_NS,C06_AP_60_64_Tot,C06_AP_65_69_NCB_0,C06_AP_65_69_NCB_1,C06_AP_65_69_NCB_2,C06_AP_65_69_NCB_3,C06_AP_65_69_NCB_4,C06_AP_65_69_NCB_5,C06_AP_65_69_NCB_6m,C06_AP_65_69_NCB_NS,C06_AP_65_69_Tot,C06_AP_70_74_NCB_0,C06_AP_70_74_NCB_1,C06_AP_70_74_NCB_2,C06_AP_70_74_NCB_3,C06_AP_70_74_NCB_4,C06_AP_70_74_NCB_5,C06_AP_70_74_NCB_6m,C06_AP_70_74_NCB_NS,C06_AP_70_74_Tot,C06_AP_75_79_NCB_0,C06_AP_75_79_NCB_1,C06_AP_75_79_NCB_2,C06_AP_75_79_NCB_3,C06_AP_75_79_NCB_4,C06_AP_75_79_NCB_5,C06_AP_75_79_NCB_6m,C06_AP_75_79_NCB_NS,C06_AP_75_79_Tot,C06_AP_80_84_NCB_0,C06_AP_80_84_NCB_1,C06_AP_80_84_NCB_2,C06_AP_80_84_NCB_3,C06_AP_80_84_NCB_4,C06_AP_80_84_NCB_5,C06_AP_80_84_NCB_6m,C06_AP_80_84_NCB_NS,C06_AP_80_84_Tot,C06_AP_85andover_N_c_b_0,C06_AP_85andover_N_c_b_1,C06_AP_85andover_N_c_b_2,C06_AP_85andover_N_c_b_3,C06_AP_85andover_N_c_b_4,C06_AP_85andover_N_c_b_5,C06_AP_85ov_N_c_b_6mor,C06_AP_85andover_N_c_b_NS,C06_AP_85_andover_Tot,C06_AP_Tot_NCB_0,C06_AP_Tot_NCB_1,C06_AP_Tot_NCB_2,C06_AP_Tot_NCB_3,C06_AP_Tot_NCB_4,C06_AP_Tot_NCB_5,C06_AP_Tot_N_c_b_6mor,C06_AP_Tot_NCB_NS,C06_AP_T_T,C11_AP_15_19_NCB_0,C11_AP_15_19_NCB_1,C11_AP_15_19_NCB_2,C11_AP_15_19_NCB_3,C11_AP_15_19_NCB_4,C11_AP_15_19_NCB_5,C11_AP_15_19_NCB_6m,C11_AP_15_19_NCB_NS,C11_AP_15_19_Tot,C11_AP_20_24_NCB_0,C11_AP_20_24_NCB_1,C11_AP_20_24_NCB_2,C11_AP_20_24_NCB_3,C11_AP_20_24_NCB_4,C11_AP_20_24_NCB_5,C11_AP_20_24_NCB_6m,C11_AP_20_24_NCB_NS,C11_AP_20_24_Tot,C11_AP_25_29_NCB_0,C11_AP_25_29_NCB_1,C11_AP_25_29_NCB_2,C11_AP_25_29_NCB_3,C11_AP_25_29_NCB_4,C11_AP_25_29_NCB_5,C11_AP_25_29_NCB_6m,C11_AP_25_29_NCB_NS,C11_AP_25_29_Tot,C11_AP_30_34_NCB_0,C11_AP_30_34_NCB_1,C11_AP_30_34_NCB_2,C11_AP_30_34_NCB_3,C11_AP_30_34_NCB_4,C11_AP_30_34_NCB_5,C11_AP_30_34_NCB_6m,C11_AP_30_34_NCB_NS,C11_AP_30_34_Tot,C11_AP_35_39_NCB_0,C11_AP_35_39_NCB_1,C11_AP_35_39_NCB_2,C11_AP_35_39_NCB_3,C11_AP_35_39_NCB_4,C11_AP_35_39_NCB_5,C11_AP_35_39_NCB_6m,C11_AP_35_39_NCB_NS,C11_AP_35_39_Tot,C11_AP_40_44_NCB_0,C11_AP_40_44_NCB_1,C11_AP_40_44_NCB_2,C11_AP_40_44_NCB_3,C11_AP_40_44_NCB_4,C11_AP_40_44_NCB_5,C11_AP_40_44_NCB_6m,C11_AP_40_44_NCB_NS,C11_AP_40_44_Tot,C11_AP_45_49_NCB_0,C11_AP_45_49_NCB_1
1RNSW,70884,1924,317,63,31,13,27,7759,81029,47801,8252,3827,977,224,50,44,3725,64905,27461,12297,10997,4423,1332,382,198,2781,59866,16432,13468,22434,11246,3612,1111,613,2978,71893,11215,10335,29107,17399,6326,1774,1120,3310,80580,10165,9667,31531,20908,7990,2319,1419,3494,87501,10150,9049,32126,22874,9343,2538,1384,3627,91092,8796,7816,29458,21658,8744,2363,1251,3417,83504,7587,6680,28718,20817,8774,2563,1431,3400,79965,6130,5074,22118,17959,8566,2832,1838,3175,67686,4876,3585,15166,15179,9225,3648,2894,3109,57683,4049,3276,10918,11957,8130,3932,3693,3393,49351,3889,3430,9985,9920,6956,3564,3593,3633,44967,3219,3279,8079,7147,4716,2389,2563,3634,35034,3138,3382,7034,5584,3492,1756,1959,4250,30593,235794,101535,261811,188102,87462,31234,24031,55680,985645,71797,1739,236,52,24,6,31,7069,80956,51600,8484,3908,961,223,40,40,3992,69238,32525,12778,11094,4411,1346,401,190,3091,65829,16888,12847,19521,9932,3441,1042,654,2797,67115,11209,10584,27786,16593,6021,1798,1220,3272,78484,10225,9898,30882,19114,7224,2205,1501,3404,84452,10713,9825
1GSYD,115931,1526,232,59,31,18,33,15161,132990,119546,9584,3813,827,184,33,49,14224,148259,97281,21547,14311,4760,1293,360,149,13623,153332,65331,32584,36542,13517,4070,1149,543,12625,166355,37627,26831,52502,24045,7447,2165,1225,10861,162706,26789,22158,56173,28427,9526,2797,1696,9924,157482,23276,20190,52613,29476,10432,3071,1922,8981,149963,19295,16391,46656,27893,10252,3096,1890,8149,133621,15344,13109,43567,26491,9911,2933,1888,7416,120659,10502,8632,31141,20658,8683,2817,2098,6009,90540,7402,6166,21390,16750,8219,3345,2973,5390,71645,6218,5326,15793,13327,7680,3473,3861,5248,60928,6450,5550,14474,11547,6854,3329,4032,5721,57951,5741,5527,12202,8795,4872,2409,3063,5930,48540,5739,5948,10814,7164,3794,1771,2222,7542,44996,562478,201058,412233,233747,93257,32745,27646,136805,1699976,120054,1225,179,48,32,8,22,12293,133858,128115,8829,3318,743,143,44,58,11630,152879,116363,24091,13993,4583,1221,319,182,12255,173003,70753,35571,34873,12737,3959,1134,601,10452,170083,40561,29644,55878,24425,7402,2116,1287,9032,170337,29358,24483,59119,28953,9264,2794,1743,8112,163817,25466,22427
19799,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
19499,212,13,5,0,0,0,0,31,262,391,43,12,3,3,0,0,56,506,375,49,24,8,3,0,3,68,539,253,73,43,28,7,0,3,44,457,135,44,69,21,8,10,7,37,334,100,41,46,32,8,4,6,9,247,69,21,65,37,19,5,3,16,241,54,30,95,65,22,4,0,26,303,44,36,123,49,27,6,3,29,323,22,16,72,56,16,7,3,21,228,14,10,27,27,21,4,8,14,139,7,4,17,19,16,0,6,12,73,4,5,8,8,4,6,0,11,48,5,7,15,4,4,0,3,9,46,0,0,4,7,10,0,3,9,35,1688,399,628,358,180,63,66,388,3771,289,21,3,0,0,0,3,61,374,431,66,21,10,0,3,0,82,609,400,66,41,27,5,4,0,99,640,255,64,56,28,22,11,0,82,520,129,39,61,39,18,14,10,78,387,111,37,53,26,20,3,11,79,345,89,39
