GCCSA_CODE_2016,CFNC_FI_H_MI_C06_Fam,CFNC_FI_H_MI_C06_Per,CFNC_FI_H_MI_C11_Fam,CFNC_FI_H_MI_C11_Per,CFNC_FI_H_MI_C16_Fam,CFNC_FI_H_MI_C16_Per,CFNC_FI_S_MI_C06_Fam,CFNC_FI_S_MI_C06_Per,CFNC_FI_S_MI_C11_Fam,CFNC_FI_S_MI_C11_Per,CFNC_FI_S_MI_C16_Fam,CFNC_FI_S_MI_C16_Per,CFNC_FI_L_MI_C06_Fam,CFNC_FI_L_MI_C06_Per,CFNC_FI_L_MI_C11_Fam,CFNC_FI_L_MI_C11_Per,CFNC_FI_L_MI_C16_Fam,CFNC_FI_L_MI_C16_Per,CF_CU15_DS_FI_H_MI_C06_Fam,CF_CU15_DS_FI_H_MI_C06_Per,CF_CU15_DS_FI_H_MI_C11_Fam,CF_CU15_DS_FI_H_MI_C11_Per,CF_CU15_DS_FI_H_MI_C16_Fam,CF_CU15_DS_FI_H_MI_C16_Per,CF_CU15_DS_FI_S_MI_C06_Fam,CF_CU15_DS_FI_S_MI_C06_Per,CF_CU15_DS_FI_S_MI_C11_Fam,CF_CU15_DS_FI_S_MI_C11_Per,CF_CU15_DS_FI_S_MI_C16_Fam,CF_CU15_DS_FI_S_MI_C16_Per,CF_CU15_DS_FI_L_MI_C06_Fam,CF_CU15_DS_FI_L_MI_C06_Per,CF_CU15_DS_FI_L_MI_C11_Fam,CF_CU15_DS_FI_L_MI_C11_Per,CF_CU15_DS_FI_L_MI_C16_Fam,CF_CU15_DS_FI_L_MI_C16_Per,CF_CU15noDS_FI_H_MI_C06_Fam,CF_CU15noDS_FI_H_MI_C06_Per,CF_CU15noDS_FI_H_MI_C11_Fam,CF_CU15noDS_FI_H_MI_C11_Per,CF_CU15noDS_FI_H_MI_C16_Fam,CF_CU15noDS_FI_H_MI_C16_Per,CF_CU15noDS_FI_S_MI_C06_Fam,CF_CU15noDS_FI_S_MI_C06_Per,CF_CU15noDS_FI_S_MI_C11_Fam,CF_CU15noDS_FI_S_MI_C11_Per,CF_CU15noDS_FI_S_MI_C16_Fam,CF_CU15noDS_FI_S_MI_C16_Per,CF_CU15noDS_FI_L_MI_C06_Fam,CF_CU15noDS_FI_L_MI_C06_Per,CF_CU15noDS_FI_L_MI_C11_Fam,CF_CU15noDS_FI_L_MI_C11_Per,CF_CU15noDS_FI_L_MI_C16_Fam,CF_CU15noDS_FI_L_MI_C16_Per,CFNCU15_DS_FI_H_MI_C06_Fam,CFNCU15_DS_FI_H_MI_C06_Per,CFNCU15_DS_FI_H_MI_C11_Fam,CFNCU15_DS_FI_H_MI_C11_Per,CFNCU15_DS_FI_H_MI_C16_Fam,CFNCU15_DS_FI_H_MI_C16_Per,CFNCU15_DS_FI_S_MI_C06_Fam,CFNCU15_DS_FI_S_MI_C06_Per,CFNCU15_DS_FI_S_MI_C11_Fam,CFNCU15_DS_FI_S_MI_C11_Per,CFNCU15_DS_FI_S_MI_C16_Fam,CFNCU15_DS_FI_S_MI_C16_Per,CFNCU15_DS_FI_L_MI_C06_Fam,CFNCU15_DS_FI_L_MI_C06_Per,CFNCU15_DS_FI_L_MI_C11_Fam,CFNCU15_DS_FI_L_MI_C11_Per,CFNCU15_DS_FI_L_MI_C16_Fam,CFNCU15_DS_FI_L_MI_C16_Per,CF_nonDC_FI_H_MI_C06_Fam,CF_nonDC_FI_H_MI_C06_Per,CF_nonDC_FI_H_MI_C11_Fam,CF_nonDC_FI_H_MI_C11_Per,CF_nonDC_FI_H_MI_C16_Fam,CF_nonDC_FI_H_MI_C16_Per,CF_nonDC_FI_S_MI_C06_Fam,CF_nonDC_FI_S_MI_C06_Per,CF_nonDC_FI_S_MI_C11_Fam,CF_nonDC_FI_S_MI_C11_Per,CF_nonDC_FI_S_MI_C16_Fam,CF_nonDC_FI_S_MI_C16_Per,CF_nonDC_FI_L_MI_C06_Fam,CF_nonDC_FI_L_MI_C06_Per,CF_nonDC_FI_L_MI_C11_Fam,CF_nonDC_FI_L_MI_C11_Per,CF_nonDC_FI_L_MI_C16_Fam,CF_nonDC_FI_L_MI_C16_Per,Tot_CF_FI_H_MI_C06_Fam,Tot_CF_FI_H_MI_C06_Per,Tot_CF_FI_H_MI_C11_Fam,Tot_CF_FI_H_MI_C11_Per,Tot_CF_FI_H_MI_C16_Fam,Tot_CF_FI_H_MI_C16_Per,Tot_CF_FI_S_MI_C06_Fam,Tot_CF_FI_S_MI_C06_Per,Tot_CF_FI_S_MI_C11_Fam,Tot_CF_FI_S_MI_C11_Per,Tot_CF_FI_S_MI_C16_Fam,Tot_CF_FI_S_MI_C16_Per,Tot_CF_FI_L_MI_C06_Fam,Tot_CF_FI_L_MI_C06_Per,Tot_CF_FI_L_MI_C11_Fam,Tot_CF_FI_L_MI_C11_Per,Tot_CF_FI_L_MI_C16_Fam,Tot_CF_FI_L_MI_C16_Per,Tot_CF_Tot_C06_Fam,Tot_CF_Tot_C06_Per,Tot_CF_Tot_C11_Fam,Tot_CF_Tot_C11_Per,Tot_CF_Tot_C16_Fam,Tot_CF_Tot_C16_Per
1RNSW,30427,12.6,38385,15,46207,17.5,118757,49.3,116968,45.6,110066,41.6,91907,38.1,101056,39.4,108036,40.9,4705,15.2,4979,16.7,5421,18.6,6958,22.5,5925,19.8,5064,17.3,19324,62.4,18969,63.5,18726,64.1,19559,13.7,20699,14.7,23175,16.4,26729,18.8,23363,16.6,20555,14.6,96108,67.5,96567,68.7,97305,69,4679,16.6,5452,18.2,6160,20.6,7101,25.2,6807,22.7,5582,18.7,16387,58.2,17745,59.1,18125,60.7,5863,13.3,7006,15.8,8841,18.3,17330,39.2,15811,35.6,15761,32.7,21052,47.6,21550,48.6,23668,49,65242,13.4,76517,15.3,89802,17.5,176875,36.3,168872,33.7,157033,30.6,244775,50.3,255879,51,265858,51.9,486891,100,501270,100,512693,100
1GSYD,49566,15.7,60944,17.6,74083,19.9,127783,40.4,134186,38.7,125832,33.7,138889,43.9,151677,43.7,173182,46.4,6787,12.1,8444,14.2,10332,16.4,12492,22.2,12279,20.7,10541,16.7,36947,65.7,38650,65.1,42151,66.9,31897,12.1,40284,13.9,51175,16,46562,17.6,49939,17.3,45898,14.3,185856,70.3,198586,68.8,223156,69.7,9433,14.5,12722,16.7,16302,19.5,16430,25.2,17906,23.6,15959,19.1,39397,60.4,45340,59.7,51456,61.5,12198,13,15567,16,20068,18.8,35515,37.8,34628,35.6,33191,31.1,46243,49.2,47164,48.4,53375,50.1,109889,13.8,137955,15.9,171951,18.2,238787,30,248931,28.7,231416,24.4,447338,56.2,481419,55.4,543328,57.4,796014,100,868308,100,946693,100
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
