GCCSA_CODE_2016,C16_M_FoodHos_PS_15_19,C16_M_FoodHos_PS_20_24,C16_M_FoodHos_PS_25_34,C16_M_FoodHos_PS_35_44,C16_M_FoodHos_PS_45_54,C16_M_FoodHos_PS_55_64,C16_M_FoodHos_PS_65_74,C16_M_FoodHos_PS_75_84,C16_M_FoodHos_PS_85o,C16_M_Foo_hos_pers_S_Tot,C16_M_MixFld_pr_15_19,C16_M_MixFld_pr_20_24,C16_M_MixFld_pr_25_34,C16_M_MixFld_pr_35_44,C16_M_MixFld_pr_45_54,C16_M_MixFld_pr_55_64,C16_M_MixFld_pr_65_74,C16_M_MixFld_pr_75_84,C16_M_MixFld_pr_85_ov,C16_M_MixFld_pr_Tot,C16_M_FldStu_ID_15_19,C16_M_FldStu_ID_20_24,C16_M_FldStu_ID_25_34,C16_M_FldStu_ID_35_44,C16_M_FldStu_ID_45_54,C16_M_FldStu_ID_55_64,C16_M_FldStu_ID_65_74,C16_M_FldStu_ID_75_84,C16_M_FldStu_ID_85o,C16_M_FldStu_ID_Tot,C16_M_FldStu_NS_15_19,C16_M_FldStu_NS_20_24,C16_M_FldStu_NS_25_34,C16_M_FldStu_NS_35_44,C16_M_FldStu_NS_45_54,C16_M_FldStu_NS_55_64,C16_M_FldStu_NS_65_74,C16_M_FldStu_NS_75_84,C16_M_FldStu_NS_85o,C16_M_FldStu_NS_T,C16_M_Tot_15_19,C16_M_Tot_20_24,C16_M_Tot_25_34,C16_M_Tot_35_44,C16_M_Tot_45_54,C16_M_Tot_55_64,C16_M_Tot_65_74,C16_M_Tot_75_84,C16_M_Tot_85o,C16_M_T_T,C06_F_NatPhy_sci_15_19,C06_F_NatPhy_sci_20_24,C06_F_NatPhy_sci_25_34,C06_F_NatPhy_sci_35_44,C06_F_NatPhy_sci_45_54,C06_F_NatPhy_sci_55_64,C06_F_NatPhy_sci_65_74,C06_F_NatPhy_sci_75_84,C06_F_NatPhy_sci_85O,C06_F_NatPhy_sci_T,C06_F_InfTec_15_19,C06_F_InfTec_20_24,C06_F_InfTec_25_34,C06_F_InfTec_35_44,C06_F_InfTec_45_54,C06_F_InfTec_55_64,C06_F_InfTec_65_74,C06_F_InfTec_75_84,C06_F_InfTec_85O,C06_F_InfTec_T,C06_F_EngRT_15_19,C06_F_EngRT_20_24,C06_F_EngRT_25_34,C06_F_EngRT_35_44,C06_F_EngRT_45_54,C06_F_EngRT_55_64,C06_F_EngRT_65_74,C06_F_EngRT_75_84,C06_F_EngRT_85_ov,C06_F_EngRT_Tot,C06_F_ArchBuild_15_19,C06_F_ArchBuild_20_24,C06_F_ArchBuild_25_34,C06_F_ArchBuild_35_44,C06_F_ArchBuild_45_54,C06_F_ArchBuild_55_64,C06_F_ArchBuild_65_74,C06_F_ArchBuild_75_84,C06_F_ArchBuild_85o,C06_F_Arch_building_Tot,C06_F_AgEnv_RS_15_19,C06_F_AgEnv_RS_20_24,C06_F_AgEnv_RS_25_34,C06_F_AgEnv_RS_35_44,C06_F_AgEnv_RS_45_54,C06_F_AgEnv_RS_55_64,C06_F_AgEnv_RS_65_74,C06_F_AgEnv_RS_75_84,C06_F_AgEnv_RS_85o,C06_F_AgEnv_RS_T,C06_F_Health_15_19,C06_F_Health_20_24,C06_F_Health_25_34,C06_F_Health_35_44,C06_F_Health_45_54,C06_F_Health_55_64,C06_F_Health_65_74,C06_F_Health_75_84,C06_F_Health_85o,C06_F_Healt_T,C06_F_Educ_15_19,C06_F_Educ_20_24,C06_F_Educ_25_34,C06_F_Educ_35_44,C06_F_Educ_45_54,C06_F_Educ_55_64,C06_F_Educ_65_74,C06_F_Educ_75_84,C06_F_Educ_85o,C06_F_Educ_T,C06_F_MngtCom_15_19,C06_F_MngtCom_20_24,C06_F_MngtCom_25_34,C06_F_MngtCom_35_44,C06_F_MngtCom_45_54,C06_F_MngtCom_55_64,C06_F_MngtCom_65_74,C06_F_MngtCom_75_84,C06_F_MngtCom_85o,C06_F_MngtCom_T,C06_F_Soc_cult_15_19,C06_F_Soc_cult_20_24,C06_F_Soc_cult_25_34,C06_F_Soc_cult_35_44,C06_F_Soc_cult_45_54,C06_F_Soc_cult_55_64,C06_F_Soc_cult_65_74,C06_F_Soc_cult_75_84,C06_F_Soc_cult_85o,C06_F_Soc_cult_T,C06_F_Creative_art_15_19,C06_F_Creative_art_20_24,C06_F_Creative_art_25_34,C06_F_Creative_art_35_44,C06_F_Creative_art_45_54,C06_F_Creative_art_55_64,C06_F_Creative_art_65_74,C06_F_Creative_art_75_84,C06_F_Create_art_850,C06_F_Creative_arts_T,C06_F_FoodHos_PS_15_19,C06_F_FoodHos_PS_20_24,C06_F_FoodHos_PS_25_34,C06_F_FoodHos_PS_35_44,C06_F_FoodHos_PS_45_54,C06_F_FoodHos_PS_55_64,C06_F_FoodHos_PS_65_74,C06_F_FoodHos_PS_75_84,C06_F_FoodHos_PS_85o,C06_F_FoodHos_PS_T,C06_F_MixFld_pr_15_19,C06_F_MixFld_pr_20_24,C06_F_MixFld_pr_25_34,C06_F_MixFld_pr_35_44,C06_F_MixFld_pr_45_54,C06_F_MixFld_pr_55_64,C06_F_MixFld_pr_65_74,C06_F_MixFld_pr_75_84,C06_F_MixFld_pr_85o,C06_F_MixFld_pr_T,C06_F_FldStu_ID_15_19,C06_F_FldStu_ID_20_24,C06_F_FldStu_ID_25_34,C06_F_FldStu_ID_35_44,C06_F_FldStu_ID_45_54,C06_F_FldStu_ID_55_64,C06_F_FldStu_ID_65_74,C06_F_FldStu_ID_75_84,C06_F_FldStu_ID_85o,C06_F_FldStu_ID_T,C06_F_FldStu_NS_15_19,C06_F_FldStu_NS_20_24,C06_F_FldStu_NS_25_34,C06_F_FldStu_NS_35_44,C06_F_FldStu_NS_45_54,C06_F_FldStu_NS_55_64,C06_F_FldStu_NS_65_74,C06_F_FldStu_NS_75_84,C06_F_FldStu_NS_85o,C06_F_FldStu_NS_T,C06_F_Tot_15_19,C06_F_Tot_20_24,C06_F_Tot_25_34,C06_F_Tot_35_44,C06_F_Tot_45_54,C06_F_Tot_55_64,C06_F_Tot_65_74,C06_F_Tot_75_84,C06_F_Tot_85o,C06_F_T_T
1RNSW,507,1995,5261,5069,4043,3290,2482,1039,271,23947,142,165,153,129,148,189,249,225,99,1496,102,348,963,1382,1618,1421,1029,533,200,7590,8732,7707,15259,14950,17163,17667,16932,12425,5869,116713,13531,35817,100827,105924,114237,115988,90186,44623,14919,636044,32,557,1835,1927,1725,940,329,145,25,7509,104,394,1038,1443,1279,632,150,24,5,5075,68,405,1450,1895,1449,1152,1194,926,259,8797,19,181,520,650,438,227,89,37,12,2164,212,825,2331,2130,1364,582,217,57,18,7742,350,3023,10688,15979,20485,11754,6327,3028,841,72469,92,1845,8881,11063,16610,10434,4683,1949,537,56098,2221,9266,20370,21885,18966,12170,5235,2897,669,93689,772,4298,10896,11085,10594,6279,2046,723,143,46837,169,1384,3101,3084,2351,1599,850,440,149,13127,1599,4414,7813,6723,4307,2917,988,665,161,29598,42,71,51,108,123,57,51,46,20,581,75,218,761,922,826,505,281,146,52,3788,8872,4426,8753,12095,12116,12593,15678,18641,8235,101404,14624,31321,78506,90995,92621,61849,38118,29724,11132,448878
1GSYD,576,2985,11498,8643,6239,3650,2391,1086,287,37345,335,492,533,376,363,367,358,265,84,3185,160,893,3148,3581,3279,2372,1455,662,308,15853,10385,13778,33845,27017,23115,18897,15317,10910,6325,159599,17054,79804,288236,262271,218447,169909,111443,53565,20045,1220774,66,2571,8111,7253,5214,2562,921,430,89,27209,191,2198,7311,5435,2907,931,174,34,6,19188,110,1149,4715,5864,4278,2458,2122,1606,597,22902,49,780,2681,2236,1291,510,191,90,23,7836,108,655,2033,1487,1000,480,186,70,28,6041,389,5973,22431,24339,24305,14010,6917,3831,1278,103479,146,3654,18405,19943,24289,15617,6669,3065,1051,92838,2982,23798,68294,56808,38165,22169,8040,5362,1622,227231,1104,10629,32531,26073,20039,11739,3822,1766,410,108102,525,6324,15184,10240,5520,2887,1287,841,338,43140,2075,6778,13276,10386,6015,4108,1301,896,308,45150,181,276,196,287,294,207,133,113,38,1728,164,1039,3282,3073,2274,1384,539,349,128,12231,16582,15240,31029,29788,25776,21584,19829,23965,13102,196899,24669,81066,229470,203199,161358,100647,52138,42416,19017,913978
19799,0,0,0,3,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,10,6,0,29,0,3,11,12,11,12,34,13,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4
19499,3,18,43,28,12,8,7,0,0,123,3,7,4,0,0,3,0,0,0,19,0,4,7,9,6,10,5,0,0,48,76,178,510,508,471,324,170,52,9,2313,108,435,1168,909,814,700,456,87,23,4703,0,9,26,3,7,10,0,0,0,54,3,3,15,3,5,3,0,0,0,35,0,6,15,3,7,3,0,0,0,37,0,0,13,3,3,4,0,0,0,23,0,7,13,12,4,0,0,0,0,35,0,29,78,49,55,49,11,0,3,272,3,12,49,26,33,38,18,5,0,174,3,53,153,72,61,37,17,7,0,411,3,40,110,64,43,27,3,0,0,288,0,25,58,25,9,8,3,0,0,131,5,28,45,22,19,12,4,0,0,135,0,0,0,0,0,0,0,0,0,6,0,3,5,3,6,0,0,0,0,23,32,57,142,64,65,68,43,35,10,529,55,275,718,365,317,256,100,55,15,2159
