region_id,C01_C_Tot_0_14,C01_C_Tot_15_24,C01_C_Tot_25_34,C01_C_Tot_35_44,C01_C_Tot_45_54,C01_C_Tot_55_64,C01_C_Tot_65_74,C01_C_Tot_75_84,C01_C_Tot_85ov,C01_C_T_T,C01_Hinduism_0_14,C01_Hinduism_15_24,C01_Hinduism_25_34,C01_Hinduism_35_44,C01_Hinduism_45_54,C01_Hinduism_55_64,C01_Hinduism_65_74,C01_Hinduism_75_84,C01_Hinduism_85ov,C01_Hinduism_Tot,C01_Islam_0_14,C01_Islam_15_24,C01_Islam_25_34,C01_Islam_35_44,C01_Islam_45_54,C01_Islam_55_64,C01_Islam_65_74,C01_Islam_75_84,C01_Islam_85ov,C01_Islam_Tot,C01_Judaism_0_14,C01_Judaism_15_24,C01_Judaism_25_34,C01_Judaism_35_44,C01_Judaism_45_54,C01_Judaism_55_64,C01_Judaism_65_74,C01_Judaism_75_84,C01_Judaism_85ov,C01_Judaism_Tot,C01_OR_Au_Ab_Tr_R_0_14,C01_OR_Au_Ab_Tr_R_15_24,C01_OR_Au_Ab_Tr_R_25_34,C01_OR_Au_Ab_Tr_R_35_44,C01_OR_Au_Ab_Tr_R_45_54,C01_OR_Au_Ab_Tr_R_55_64,C01_OR_Au_Ab_Tr_R_65_74,C01_OR_Au_Ab_Tr_R_75_84,C01_OR_A_Ab_Tr_Re_85oe,C01_OR_Au_Ab_Tr_Re_Tot,C01_OR_OR_0_14,C01_OR_OR_15_24,C01_OR_OR_25_34,C01_OR_OR_35_44,C01_OR_OR_45_54,C01_OR_OR_55_64,C01_OR_OR_65_74,C01_OR_OR_75_84,C01_OR_OR_85oe,C01_OR_OR_Tot,C01_OR_Tot_0_14,C01_OR_Tot_15_24,C01_OR_Tot_25_34,C01_OR_Tot_35_44,C01_OR_Tot_45_54,C01_OR_Tot_55_64,C01_OR_Tot_65_74,C01_OR_Tot_75_84,C01_OR_Tot_85ov,C01_OR_T_T,C01_No_religion_0_14,C01_No_religion_15_24,C01_No_religion_25_34,C01_No_religion_35_44,C01_No_religion_45_54,C01_No_religion_55_64,C01_No_religion_65_74,C01_No_religion_75_84,C01_No_religion_85ov,C01_No_religion_Tot,C01_Oth_rel_affi_0_14,C01_Oth_rel_aff_15_24,C01_Oth_rel_aff_25_34,C01_Oth_rel_aff_35_44,C01_Oth_rel_aff_45_54,C01_Oth_rel_aff_55_64,C01_Oth_rel_aff_65_74,C01_Oth_rel_aff_75_84,C01_Oth_rel_affil_85ov,C01_Oth_rel_affil_Tot,C01_Rel_aff_ns_0_14,C01_Rel_aff_ns_15_24,C01_Rel_aff_ns_25_34,C01_Rel_aff_ns_35_44,C01_Rel_aff_ns_45_54,C01_Rel_aff_ns_55_64,C01_Rel_aff_ns_65_74,C01_Rel_aff_ns_75_84,C01_Rel_aff_ns_85ov,C01_Rel_aff_NS_T,C01_OS_vis_0_14,C01_OS_vis_15_24,C01_OS_vis_25_34,C01_OS_vis_35_44,C01_OS_vis_45_54,C01_OS_vis_55_64,C01_OS_vis_65_74,C01_OS_vis_75_84,C01_OS_vis_85ov,C01_OS_vis_Tot,C01_Tot_0_14_yrs,C01_Tot_15_24_yrs,C01_Tot_25_34_yrs,C01_Tot_35_44_yrs,C01_Tot_45_54_yrs,C01_Tot_55_64_yrs,C01_Tot_65_74_yrs,C01_Tot_75_84_yrs,C01_Tot_85o,C01_T_T,C06_Buddhism_0_14_yrs,C06_Buddhism_15_24,C06_Buddhism_25_34,C06_Buddhism_35_44,C06_Buddhism_45_54,C06_Buddhism_55_64,C06_Buddhism_65_74,C06_Buddhism_75_84,C06_Buddhism_85ov,C06_Buddhism_Tot,C06_Christ_Angl_0_14,C06_Christ_Angl_15_24,C06_Christ_Angl_25_34,C06_Christ_Angl_35_44,C06_Christ_Angl_45_54,C06_Christ_Angl_55_64,C06_Christ_Angl_65_74,C06_Christ_Angl_75_84,C06_Christ_Angl_85ov,C06_Christ_Angl_Tot,C06_C_Assyr_Apo_0_14,C06_C_Assyr_Apo_15_24,C06_C_Assyr_Apo_25_34,C06_C_Assyr_Apo_35_44,C06_C_Assyr_Apo_45_54,C06_C_Assyr_Apo_55_64,C06_C_Assyr_Apo_65_74,C06_C_Assyr_Apo_75_84,C06_C_Assyr_Apo_85ov,C06_C_Assyr_Apo_Tot,C06_C_Baptist_0_14,C06_C_Baptist_15_24,C06_C_Baptist_25_34,C06_C_Baptist_35_44,C06_C_Baptist_45_54,C06_C_Baptist_55_64,C06_C_Baptist_65_74,C06_C_Baptist_75_84,C06_C_Baptist_85ov,C06_C_Baptist_Tot,C06_Christ_Breth_0_14,C06_Christ_Breth_15_24,C06_Christ_Breth_25_34,C06_Christ_Breth_35_44,C06_Christ_Breth_45_54,C06_Christ_Breth_55_64,C06_Christ_Breth_65_74,C06_Christ_Breth_75_84,C06_Christ_Breth_85ov,C06_Christ_Breth_To,C06_Ch_Catholic_0_14,C06_Ch_Catholic_15_24,C06_Ch_Catholic_25_34,C06_Ch_Catholic_35_44,C06_Ch_Catholic_45_54,C06_Ch_Catholic_55_64,C06_Ch_Catholic_65_74,C06_Ch_Catholic_75_84,C06_Ch_Catholic_85ov,C06_C_Catholic_Tot,C06_C_Chur_Christ_0_14,C06_C_Chur_Christ_15_24,C06_C_Chur_Christ_25_34,C06_C_Chur_Christ_35_44,C06_C_Chur_Christ_45_54,C06_C_Chur_Christ_55_64,C06_C_Chur_Christ_65_74,C06_C_Chur_Christ_75_84,C06_C_Chur_Christ_85ov,C06_C_Chur_Christ_Tot,C06_C_East_Ortho_0_14,C06_C_East_Ortho_15_24,C06_C_East_Ortho_25_34,C06_C_East_Ortho_35_44,C06_C_East_Ortho_45_54,C06_C_East_Ortho_55_64,C06_C_East_Ortho_65_74,C06_C_East_Ortho_75_84,C06_C_East_Ortho_85ov,C06_C_East_Ortho_To
105051100,4141,3130,3714,3656,3402,2872,2136,1283,387,24721,92,70,98,92,61,27,10,3,0,453,852,468,614,595,256,122,32,5,3,2947,34,29,36,37,52,29,31,30,3,281,0,0,0,0,0,0,0,0,0,0,22,28,26,20,16,6,11,0,0,129,22,28,26,20,16,6,11,0,0,129,517,436,500,494,354,188,119,52,17,2677,86,69,62,77,53,29,12,8,0,396,646,393,401,414,373,255,215,149,108,2954,37,75,72,43,34,33,21,9,0,324,6554,4849,5688,5640,4797,3626,2646,1561,524,35885,122,181,165,205,209,108,64,36,9,1099,546,412,527,641,692,585,411,439,188,4441,65,45,53,54,38,15,7,6,0,283,48,46,36,63,56,29,11,13,0,302,21,6,12,3,3,3,3,0,0,51,2378,1572,1617,1862,1623,1419,991,672,209,12343,12,5,7,9,4,0,0,0,0,37,545,346,511,542,406,521,496,226,55,3648
105054800,3283,2721,6949,4907,3625,2574,1910,1285,506,27760,31,30,52,44,20,13,6,0,0,196,47,45,62,48,36,24,6,3,0,271,55,35,67,61,64,19,9,7,5,322,0,0,3,4,3,0,0,0,0,10,22,44,108,72,59,27,4,3,0,339,22,44,111,76,62,27,4,3,0,349,1639,1381,3087,2224,1947,849,254,117,32,11530,133,260,456,259,169,74,34,15,4,1404,955,667,1072,932,739,427,278,169,53,5292,53,213,232,83,64,49,33,5,3,735,6285,5503,12297,8842,6892,4116,2564,1610,603,48712,73,88,182,217,169,112,35,11,3,890,970,577,1624,1682,1070,984,470,360,159,7896,0,0,0,0,8,0,0,0,0,8,22,23,49,52,24,23,10,6,8,217,0,0,0,3,3,3,3,0,0,12,2126,1131,2951,2625,1582,1223,910,614,184,13346,3,4,5,5,4,4,0,0,0,25,173,103,253,267,140,163,187,95,10,1391
105055200,5029,4854,7851,6564,5101,4344,3411,1810,724,39688,118,107,216,132,94,22,12,4,3,708,643,552,597,462,310,148,48,20,9,2789,16,32,66,41,25,17,3,4,8,212,5,8,6,4,3,0,0,0,0,26,48,100,214,120,69,31,4,3,0,589,53,108,220,124,72,31,4,3,0,615,2017,1968,4057,3306,1831,579,236,113,29,14136,247,435,736,336,207,61,23,13,7,2065,1638,1087,1590,1417,978,568,415,245,69,8007,70,265,254,79,67,49,46,10,3,843,10559,10029,16485,13439,9381,6049,4338,2278,877,73435,558,522,811,745,724,315,144,83,16,3918,700,591,1281,1369,1037,818,405,376,185,6762,3,0,0,3,5,0,0,0,5,16,88,103,122,91,77,30,28,13,4,556,0,0,3,3,0,0,0,0,0,6,2702,2144,3475,3275,2354,1875,1313,916,290,18344,7,8,9,15,4,3,3,0,4,53,595,401,857,945,579,936,1238,564,64,6179
105057201,291,1483,1655,1238,1186,730,376,208,52,7219,4,38,39,5,15,6,3,0,0,110,15,41,77,19,9,11,0,0,0,172,8,6,22,23,26,17,15,5,0,122,0,0,0,0,0,0,0,0,0,0,8,17,38,26,13,6,0,0,0,108,8,17,38,26,13,6,0,0,0,108,157,774,856,531,402,200,103,41,10,3074,19,61,91,54,36,24,3,6,0,294,1504,1354,1682,1656,1380,992,752,329,73,9722,650,1281,1747,1528,1575,783,428,119,14,8125,2721,5735,6648,5224,4766,2810,1708,728,152,30492,58,889,1032,211,148,71,36,12,9,2466,46,152,361,376,393,372,172,93,19,1984,0,0,0,0,0,0,0,0,0,0,7,36,86,38,26,17,8,3,3,224,0,0,0,0,4,0,0,0,0,4,146,725,1032,581,553,370,194,82,28,3711,0,0,3,3,3,4,0,0,0,13,14,31,56,57,45,24,17,6,3,253
105057204,974,2135,5836,3453,2464,1860,1303,902,422,19349,17,49,80,45,23,7,5,3,0,229,46,73,204,104,49,22,9,3,3,513,37,66,140,95,102,68,92,68,26,694,6,0,0,0,3,0,0,0,0,9,9,54,127,60,34,12,6,0,0,302,15,54,127,60,37,12,6,0,0,311,399,1362,3814,2173,1276,601,265,156,38,10084,43,236,548,237,125,67,29,13,11,1309,1884,1525,2165,1767,1448,938,735,388,89,10939,372,1296,1295,564,475,258,147,38,19,4464,3858,7016,14742,8867,6189,3923,2642,1602,625,49464,54,226,610,319,196,110,64,31,15,1625,237,540,1618,1142,788,673,339,282,149,5768,0,0,0,0,0,0,0,0,0,0,15,42,94,41,27,20,11,6,5,261,0,0,3,0,0,0,0,0,0,3,463,1160,2739,1794,987,827,563,410,203,9146,0,0,9,3,3,4,0,0,0,19,48,66,211,160,120,93,90,64,18,870
105057205,2059,2627,4793,3082,2289,1894,1554,878,246,19422,15,45,82,35,28,9,0,3,0,217,147,189,242,154,89,51,34,7,3,916,76,91,120,81,117,114,147,132,15,893,8,4,5,3,3,0,0,0,0,23,14,64,130,64,31,12,5,5,3,328,22,68,135,67,34,12,5,5,3,351,800,1401,2781,1852,1029,421,267,120,19,8690,72,315,459,167,91,39,18,15,6,1182,929,824,1150,907,655,439,312,191,44,5451,11,344,228,47,48,28,23,3,3,735,4265,6199,10389,6657,4577,3112,2425,1391,361,39376,139,427,564,321,257,139,101,56,16,2020,394,630,1448,1020,636,535,297,211,76,5247,0,0,0,0,0,0,0,0,0,0,23,54,99,57,36,34,22,10,0,335,0,4,0,3,0,3,0,0,0,10,1100,1448,2800,1809,1138,891,650,349,104,10289,3,0,6,3,0,3,3,0,0,18,264,196,424,387,236,275,342,212,25,2361
105057206,1027,3389,3930,1819,1570,1174,785,470,140,14304,9,88,91,24,15,8,3,0,0,238,74,133,138,55,39,26,11,5,0,481,15,27,36,18,30,14,9,3,3,155,0,0,0,0,0,0,0,0,0,0,26,73,104,53,32,10,7,4,3,312,26,73,104,53,32,10,7,4,3,312,574,1685,2295,1194,822,406,176,69,14,7235,87,287,368,136,83,50,16,10,0,1037,1049,1015,1205,882,773,436,371,213,47,5991,112,786,651,245,216,113,75,29,10,2237,3124,8033,9347,4688,3772,2322,1502,844,224,33856,148,531,713,310,209,146,56,32,11,2156,233,854,999,590,534,493,266,173,33,4175,0,0,0,0,0,0,0,0,0,0,3,71,86,41,35,19,9,6,0,270,0,0,0,3,0,4,0,0,0,7,603,1599,2210,1024,732,653,323,236,45,7425,3,5,5,0,4,0,0,0,0,17,64,87,164,128,57,56,55,33,3,647
105106550,10538,11078,13498,10920,9176,7278,6137,4627,1498,74750,97,155,192,124,74,57,26,5,3,733,379,381,445,326,198,79,29,11,0,1848,744,366,523,544,534,344,211,251,74,3591,3,0,4,3,3,3,3,0,0,19,32,112,119,91,69,30,9,4,0,466,35,112,123,94,72,33,12,4,0,485,2359,3661,4356,3010,2050,952,500,298,72,17258,319,526,659,363,206,83,56,38,14,2264,2403,2232,2444,2044,1738,1009,798,575,209,13452,207,1257,712,241,237,143,84,28,8,2917,17445,21091,23799,18251,14900,10203,8021,5903,1893,121506,376,1071,876,576,583,371,173,83,22,4131,2129,1973,2739,2573,2333,1879,1306,1317,445,16694,15,12,11,14,15,10,12,11,0,100,124,167,170,143,120,93,38,34,15,904,0,10,3,0,5,5,3,0,0,26,5989,5044,6120,5481,4335,3599,2640,2149,729,36086,4,10,3,17,10,10,7,3,0,64,1239,919,958,1300,1040,946,1063,806,209,8480
105108050,3071,3060,6617,4270,3130,2459,2035,1600,764,27006,14,30,55,26,21,6,3,0,0,155,70,70,82,85,55,20,14,7,0,403,1782,1050,1346,1305,1362,867,717,821,278,9528,0,0,3,3,0,0,0,0,0,6,14,31,83,68,38,14,9,3,0,260,14,31,86,71,38,14,9,3,0,266,1222,1320,3230,1894,1199,614,290,221,66,10056,149,260,566,263,156,56,30,31,15,1526,1830,1232,1694,1447,1224,744,588,421,127,9307,89,880,621,105,94,66,49,19,5,1928,8330,8118,14664,9722,7434,4904,3767,3134,1258,61331,97,119,256,216,177,86,22,13,10,996,849,596,1570,1243,862,800,459,435,242,7056,0,3,0,3,0,3,3,0,0,12,8,11,53,28,19,11,4,0,4,138,0,0,0,0,0,0,0,0,0,0,1705,1356,2998,2060,1318,1131,871,715,302,12456,0,0,3,3,0,3,5,3,0,17,242,152,257,328,199,173,164,117,33,1665
105108500,3263,2821,5016,3590,3402,2844,1922,1613,676,25147,16,22,40,24,17,18,7,0,0,144,28,28,37,37,28,15,3,4,0,180,1136,804,667,798,1116,653,541,635,250,6600,0,0,0,0,0,0,0,0,0,0,17,19,49,37,24,13,5,0,3,167,17,19,49,37,24,13,5,0,3,167,869,937,1993,1283,1055,657,323,237,76,7430,115,176,301,148,144,79,32,33,6,1034,1522,1008,1293,1116,1071,703,553,374,117,7757,128,308,254,118,107,77,51,12,6,1061,7148,6243,9831,7292,7096,5121,3458,2921,1134,50244,64,103,150,145,121,88,36,8,5,720,1442,971,1615,1371,1145,1351,854,732,362,9843,3,0,0,3,3,0,0,0,0,9,7,17,30,31,18,27,4,5,0,139,0,3,3,0,0,3,0,0,0,9,1471,1074,1901,1637,1145,1126,635,571,231,9791,3,0,0,0,6,0,0,0,0,9,246,146,215,275,207,171,147,111,33,1551
