region_id,C11_1PF_Cu15DS_4000ov,C11_1PF_Cu15DS_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_0_299,C11_1PF_CU15_NDS_300_449,C11_1PF_CU15_NDS_450_599,C11_1PF_CU15_NDS_600_799,C11_1PF_CU15_NDS_800_999,C11_1PF_CU15_NDS_1000_1399,C11_1PF_CU15_NDS_1400_1799,C11_1PF_CU15_NDS_1800_2399,C11_1PF_CU15_NDS_2400_2999,C11_1PF_CU15_NDS_3000_3999,C11_1PF_CU15_NDS_4000ov,C11_1PF_CU15_NDS_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_0_299,C11_1PF_NCu15DS_300_449,C11_1PF_NCu15DS_450_599,C11_1PF_NCu15DS_600_799,C11_1PF_NCu15DS_800_999,C11_1PF_NCu15DS_1000_1399,C11_1PF_NCu15DS_1400_1799,C11_1PF_NCu15DS_1800_2399,C11_1PF_NCu15DS_2400_2999,C11_1PF_NCu15DS_3000_3999,C11_1PF_NCu15DS_4000ov,C11_1PF_NCu15DS_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_0_299,C11_1PF_NDCO_300_449,C11_1PF_NDCO_450_599,C11_1PF_NDCO_600_799,C11_1PF_NDCO_800_999,C11_1PF_NDCO_1000_1399,C11_1PF_NDCO_1400_1799,C11_1PF_NDCO_1800_2399,C11_1PF_NDCO_2400_2999,C11_1PF_NDCO_3000_3999,C11_1PF_NDCO_4000ov,C11_1PF_NDCO_NS,C11_1PF_NDCO_Tot,C11_1PF_T_0_299,C11_1PF_T_300_449,C11_1PF_T_450_599,C11_1PF_T_600_799,C11_1PF_T_800_999,C11_1PF_T_1000_1399,C11_1PF_T_1400_1799,C11_1PF_T_1800_2399,C11_1PF_T_2400_2999,C11_1PF_T_3000_3999,C11_1PF_T_4000ov,C11_1PF_T_NS,C11_1_PF_T_T,C11_T_0_299,C11_T_300_449,C11_T_450_599,C11_T_600_799,C11_T_800_999,C11_T_1000_1399,C11_T_1400_1799,C11_T_1800_2399,C11_T_2400_2999,C11_T_3000_3999,C11_T_4000ov,C11_T_NS,C11_T_T
105051100,4,0,29,7,3,0,12,5,13,18,32,20,16,14,13,153,0,4,4,0,0,14,7,14,5,11,8,8,75,6,4,3,8,9,9,24,29,14,21,15,13,155,13,11,7,20,14,40,56,81,43,52,41,34,412,105,40,46,68,83,259,379,633,551,821,560,219,3764
105054800,5,5,31,9,5,0,7,3,20,8,22,23,40,33,11,181,6,5,0,0,4,16,19,19,10,17,9,3,108,8,4,0,4,3,18,21,19,11,13,14,8,123,23,14,0,11,13,54,48,66,50,76,61,27,443,174,64,45,79,94,304,320,613,537,1193,1880,215,5518
105055200,3,0,58,15,5,3,7,21,27,29,58,50,47,27,11,300,12,6,3,5,3,15,23,31,20,20,14,8,160,14,7,5,11,12,32,18,27,24,18,19,11,198,44,18,14,27,42,81,78,124,107,88,63,30,716,187,71,59,135,156,469,578,1118,1003,1599,1269,254,6898
105057201,0,3,3,0,0,0,0,3,4,0,5,5,9,9,0,35,5,0,0,0,0,0,0,6,0,3,8,3,25,0,0,0,3,3,0,0,3,3,3,3,3,21,5,0,0,3,6,4,0,14,8,15,20,9,84,47,6,0,6,13,47,39,138,100,146,209,46,797
105057204,0,0,6,0,0,0,3,3,0,3,9,15,13,22,3,71,0,0,0,0,0,4,3,3,3,6,0,0,19,4,3,3,3,3,6,4,4,3,6,6,7,52,4,3,3,6,6,13,13,16,21,25,28,10,148,61,22,23,22,39,109,157,352,314,461,762,82,2404
105057205,3,0,19,10,0,0,4,6,16,12,18,22,23,15,5,131,0,8,0,0,0,7,9,20,14,11,7,3,79,4,0,5,3,5,6,13,21,10,11,5,9,92,14,8,5,7,11,32,37,62,49,49,30,17,321,109,38,35,52,66,205,279,770,780,1058,825,152,4369
105057206,3,0,6,4,0,0,3,6,3,6,15,6,17,9,3,72,0,0,3,3,0,3,3,4,3,3,5,3,30,5,0,0,3,0,5,4,12,14,8,10,3,64,9,0,3,9,6,11,13,31,23,31,27,9,172,79,9,20,33,44,107,140,351,330,468,579,94,2254
105106550,8,7,70,17,3,6,4,6,23,24,46,50,57,63,22,321,13,9,8,5,3,30,27,51,26,26,28,15,241,32,7,3,18,19,28,33,54,22,28,35,15,294,65,19,17,30,28,89,91,165,106,123,134,59,926,366,115,94,156,198,599,615,1310,1132,1748,2504,518,9355
105108050,4,6,36,9,0,0,0,6,17,12,23,17,34,39,15,172,8,0,0,0,9,7,8,6,8,14,17,3,80,8,5,0,0,3,10,14,17,9,9,16,12,103,25,5,0,0,21,34,44,52,34,64,76,36,391,168,46,31,47,83,232,238,494,466,878,1657,326,4666
105108500,8,8,27,12,0,0,6,6,4,9,11,15,21,36,14,134,7,3,0,0,0,5,3,8,3,10,24,7,70,5,0,0,0,0,9,11,19,8,8,20,14,94,24,3,0,6,6,21,23,41,26,44,88,43,325,225,20,20,32,40,143,157,327,266,481,1595,326,3632
105154150,3,0,70,23,6,0,4,9,25,41,55,40,28,20,15,266,11,6,5,11,12,36,26,31,17,14,4,20,193,22,5,7,10,12,40,39,50,24,30,16,14,269,62,17,18,25,40,109,116,151,90,78,43,49,798,322,112,90,186,271,794,929,1607,1165,1351,844,396,8067
105154450,11,3,49,12,3,0,7,4,22,28,55,17,19,14,9,190,10,3,5,7,3,17,20,20,10,12,11,9,127,14,3,7,6,5,24,26,37,17,25,16,18,198,42,12,12,20,16,70,77,119,49,56,52,39,564,223,78,85,108,150,465,552,1181,722,920,957,312,5753
105156650,3,7,82,16,4,8,6,13,42,44,91,48,45,34,17,368,11,6,0,0,18,29,34,47,13,27,16,10,211,18,17,8,11,13,50,38,75,29,39,34,35,367,48,27,16,17,54,133,122,228,102,125,87,69,1028,267,117,87,141,266,764,963,1902,1304,1622,1050,491,8974
105157151,10,7,92,13,6,7,9,13,37,63,76,51,64,42,27,408,13,3,3,12,12,29,29,44,20,21,21,13,220,23,9,7,14,19,34,39,60,52,36,22,25,340,52,18,17,38,50,112,148,194,129,135,95,72,1060,389,119,118,209,273,771,953,1878,1522,2190,2125,632,11179
105157152,9,0,133,17,13,8,11,16,52,57,87,85,86,25,33,490,11,7,4,13,17,47,40,61,35,27,16,14,292,24,12,16,25,25,63,72,50,45,50,27,27,436,58,36,35,55,66,178,184,224,186,178,77,74,1351,423,208,208,357,432,1229,1453,2589,2403,3423,1649,706,15080
105200351,6,4,72,12,6,9,5,10,42,61,68,33,24,7,23,300,5,9,0,8,9,40,17,28,8,10,7,10,151,6,3,6,14,18,31,43,51,29,22,14,18,255,23,18,15,30,45,128,136,160,74,60,34,55,778,185,78,78,139,190,671,879,1273,671,546,304,336,5350
105200353,5,7,78,11,5,3,3,16,37,46,93,39,30,15,22,320,4,5,3,10,15,20,25,26,13,11,3,13,148,11,3,5,7,11,42,43,45,35,17,17,24,260,26,16,15,20,47,110,129,177,97,63,40,66,806,189,86,96,144,239,721,812,1497,992,714,332,392,6214
105200355,7,0,73,16,12,3,9,17,33,37,48,32,36,9,6,258,5,3,3,3,8,18,17,32,18,11,4,6,128,17,7,7,11,14,26,30,46,24,18,12,28,240,38,25,16,27,39,86,96,146,81,73,32,40,699,222,104,95,163,189,577,626,1301,1120,1226,478,299,6400
105201550,9,20,137,11,17,8,28,29,110,95,111,60,63,34,25,591,18,8,6,20,23,61,45,51,22,23,12,16,305,26,9,16,26,30,92,92,91,53,44,30,37,546,60,37,33,81,92,278,254,277,144,140,85,98,1579,386,200,180,301,429,1457,1567,2244,1559,1780,993,692,11788
105252851,3,16,203,32,22,14,35,65,177,175,209,70,52,30,43,924,11,10,6,23,23,70,64,60,24,14,8,21,334,37,17,16,30,41,114,114,124,48,33,17,45,636,95,55,43,93,143,407,392,424,157,105,58,125,2097,388,207,180,352,544,1624,1765,2434,1043,744,370,543,10194
105252854,4,10,121,17,16,9,20,9,39,70,90,55,38,9,30,402,10,4,4,3,21,31,25,37,17,13,9,13,187,17,21,4,12,31,57,52,76,45,36,19,29,399,47,46,23,35,68,156,160,224,130,97,41,82,1109,272,177,121,218,316,882,1008,1694,1122,904,407,469,7590
105254901,5,7,159,12,4,5,19,32,90,97,154,67,33,20,43,576,11,3,4,8,21,38,36,46,20,13,7,16,223,33,15,13,20,24,77,80,84,36,34,19,30,465,64,25,22,50,88,228,243,318,145,93,51,96,1423,358,145,134,256,397,1269,1628,2623,1701,1243,538,574,10866
