region_id,C11_SH_Tot_NPGH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPGH_2,C11_SDRTHT_0b_NPGH_3,C11_SDRTHT_0b_NPGH_4,C11_SDRTHT_0b_NPGH_5,C11_SDRTHT_0b_NPGH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPGH_2,C11_FUA_0b_NPGH_3,C11_FUA_0b_NPGH_4,C11_FUA_0b_NPGH_5,C11_FUA_0b_NPGH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPGH_2,C11_FUA_1b_NPGH_3,C11_FUA_1b_NPGH_4,C11_FUA_1b_NPGH_5,C11_FUA_1b_NPGH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPGH_2,C11_FUA_2b_NPGH_3,C11_FUA_2b_NPGH_4,C11_FUA_2b_NPGH_5,C11_FUA_2b_NPGH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPGH_2,C11_FUA_3b_NPGH_3,C11_FUA_3b_NPGH_4,C11_FUA_3b_NPGH_5,C11_FUA_3b_NPGH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPGH_2,C11_FUA_4mb_NPGH_3,C11_FUA_4mb_NPGH_4,C11_FUA_4mb_NPGH_5,C11_FUA_4mb_NPGH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPGH_2,C11_FUA_NB_NS_NPGH_3,C11_FUA_NB_NS_NPGH_4,C11_FUA_NB_NS_NPGH_5,C11_FUA_NB_NS_NPGH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPGH_2,C11_FUA_Tot_NPGH_3,C11_FUA_Tot_NPGH_4,C11_FUA_Tot_NPGH_5,C11_FUA_Tot_NPGH_6_mor,C11_FUA_T_T,C11_OD_0b_NPGH_2,C11_OD_0b_NPGH_3,C11_OD_0b_NPGH_4,C11_OD_0b_NPGH_5,C11_OD_0b_NPGH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_T_T,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_T,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_T_T
105051100,6,167,0,0,0,0,0,0,7,0,0,0,0,7,21,0,0,0,0,21,21,20,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,49,20,0,0,0,69,0,0,3,0,0,3,30,3,0,0,0,33,269,48,10,0,0,327,28,16,14,4,0,62,0,0,0,0,0,0,6,3,0,0,0,9,333,70,27,4,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,3,0,0,0,6,488,132,44,11,6,681
105054800,0,461,0,0,3,0,0,3,12,0,0,0,0,12,240,9,0,0,0,249,138,139,13,0,0,290,18,20,22,10,5,75,3,3,6,0,0,12,411,171,44,10,5,641,8,0,0,0,0,8,31,0,0,0,0,31,339,22,4,0,0,365,26,43,4,0,0,73,0,0,4,0,0,4,9,0,0,0,0,9,413,65,12,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,28,3,3,3,0,0,9,0,0,3,0,0,3,3,3,0,0,0,6,31,9,6,0,0,46,0,0,0,0,0,0,1124,384,103,22,5,1638
105055200,7,764,8,0,0,0,0,8,14,0,0,0,0,14,376,24,4,0,0,404,178,246,35,3,3,465,35,33,91,24,3,186,4,3,0,0,3,10,615,306,130,27,9,1087,13,3,0,0,0,16,84,3,4,0,0,91,790,53,22,5,0,870,46,99,10,0,0,155,3,8,7,4,0,22,14,3,6,0,0,23,950,169,49,9,0,1177,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,0,0,33,8,11,0,0,0,19,3,0,3,3,0,9,0,0,0,0,0,0,36,19,3,3,0,61,0,0,0,3,0,3,2029,692,283,72,16,3092
105057201,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,5,0,4,0,0,9,0,0,0,0,0,0,11,0,4,0,0,15,32,13,5,3,0,53,192,21,8,3,0,224,364,219,269,37,14,903,42,46,45,28,30,191,10,11,16,7,6,50,24,23,16,6,0,69,664,333,359,84,50,1490,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,692,336,367,84,50,1529
105057204,0,51,0,0,0,0,3,3,21,0,0,0,0,21,243,29,6,6,0,284,100,168,17,3,0,288,36,52,118,29,20,255,16,4,5,0,0,25,416,253,146,38,23,876,58,0,0,0,0,58,260,13,0,0,0,273,1051,105,28,3,0,1187,58,112,8,3,3,184,9,4,6,0,0,19,25,5,0,0,0,30,1461,239,42,6,3,1751,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,3,0,0,0,6,0,0,3,0,0,3,0,3,0,0,0,3,11,6,3,0,0,20,5,0,0,0,0,5,1928,506,195,48,26,2703
105057205,3,209,0,0,0,0,0,0,11,3,0,0,0,14,362,25,4,0,3,394,197,245,28,10,3,483,60,72,127,51,16,326,18,5,6,3,3,35,648,350,165,64,25,1252,16,3,0,0,0,19,184,3,4,0,0,191,1236,168,78,14,3,1499,140,211,52,9,10,422,9,4,19,6,0,38,23,11,3,3,4,44,1608,400,156,32,17,2213,0,0,0,0,0,0,3,0,0,0,0,3,7,5,3,0,0,15,3,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,10,6,0,0,29,12,3,3,0,3,21,2392,833,350,101,48,3724
105057206,6,83,4,3,0,0,0,7,10,3,0,0,0,13,129,24,8,0,0,161,95,113,26,3,3,240,30,21,75,28,13,167,9,6,5,4,0,24,277,170,114,35,16,612,33,7,0,0,0,40,186,19,0,0,0,205,798,160,95,15,5,1073,76,141,37,16,15,285,11,14,9,8,4,46,22,7,0,0,0,29,1126,348,141,39,24,1678,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,8,0,0,0,0,8,0,4,0,0,0,4,3,0,0,0,0,3,19,4,0,0,0,23,6,4,0,3,0,13,1471,544,268,80,46,2409
105106550,36,562,0,0,0,0,0,0,3,3,0,0,0,6,123,11,3,0,0,137,89,99,21,3,3,215,12,13,28,9,5,67,9,0,0,0,0,9,236,126,52,12,8,434,19,3,3,0,3,28,127,10,0,0,0,137,1978,340,114,14,3,2449,226,443,110,32,8,819,19,29,41,35,4,128,41,13,13,3,0,70,2410,838,281,84,18,3631,0,0,0,0,0,0,3,0,0,0,0,3,15,5,3,3,0,26,3,9,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,3,0,44,7,0,4,0,0,11,2942,1106,425,147,62,4682
105108050,7,240,0,0,0,0,0,0,0,0,0,0,0,0,125,7,0,0,0,132,84,78,12,0,0,174,9,21,24,11,0,65,3,0,0,4,0,7,221,106,36,15,0,378,9,0,3,0,0,12,68,8,0,0,0,76,1387,129,26,3,0,1545,127,258,30,9,4,428,6,7,19,3,3,38,26,3,0,0,0,29,1623,405,78,15,7,2128,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,4,0,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,15,4,3,0,0,22,7,3,0,0,0,10,1983,591,149,41,14,2778
105108500,0,116,0,0,0,0,0,0,0,4,0,0,0,4,100,8,0,0,0,108,80,131,13,0,0,224,19,23,47,8,0,97,6,0,0,0,0,6,205,166,60,8,0,439,5,0,0,0,0,5,33,0,0,0,0,33,635,38,0,0,0,673,103,116,10,10,0,239,8,6,9,0,5,28,8,0,0,0,0,8,792,160,19,10,5,986,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,7,3,0,0,0,10,1088,355,91,18,5,1557
