region_id,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot
105051100,7,5,3,6,12,16,6,5,6,36,150,305,547,315,245,110,293,883,1138,513,540,266,216,5371
105054800,3,4,0,6,9,7,8,15,17,37,126,305,399,241,259,193,398,776,1189,1417,1417,1948,245,8787
105055200,16,18,10,23,17,29,18,3,4,26,190,376,300,364,492,478,1033,2267,3095,2011,1233,1065,321,13035
105057201,0,8,3,0,4,23,32,24,127,67,318,242,117,99,97,47,64,160,475,941,783,2493,364,5882
105057204,6,8,8,10,34,60,40,26,46,53,333,405,580,315,314,329,823,1774,2598,2191,1757,2753,350,14189
105057205,26,15,3,9,10,14,31,27,25,72,343,799,1378,642,438,195,376,838,1907,2608,2418,1964,490,14053
105057206,11,14,8,3,52,57,38,25,48,55,354,434,565,399,352,240,456,901,1599,2001,1585,2182,382,11096
105106550,31,29,7,9,29,62,73,48,67,119,575,946,1188,782,642,388,640,1505,4478,4791,2557,3076,767,21760
105108050,10,4,7,3,30,33,30,36,58,64,312,361,209,161,127,124,317,854,2066,2492,1791,3006,384,11892
105108500,0,0,0,5,9,16,10,10,30,36,126,324,41,73,68,98,234,509,1108,1325,1137,2759,261,7937
105154150,9,11,4,6,12,31,6,4,3,53,181,362,403,303,327,215,477,1377,2325,1172,376,216,331,7884
105154450,0,0,3,3,12,23,20,3,4,22,98,236,75,88,128,99,229,823,1854,981,329,199,208,5249
105156650,13,3,3,13,29,44,23,3,3,46,211,464,290,274,283,256,527,1915,3666,1887,601,395,385,10943
105157151,10,9,5,12,9,28,11,7,9,62,188,399,378,299,332,347,586,1593,2857,1455,731,648,298,9923
105157152,13,0,4,3,7,16,7,4,0,30,107,258,274,240,235,165,268,853,1814,916,418,281,178,5900
105200351,7,10,3,11,22,34,3,0,4,45,188,373,434,447,355,190,376,1333,1946,489,134,66,278,6421
105200353,18,22,0,6,8,35,10,7,3,56,230,522,592,570,509,221,338,831,1452,472,77,42,271,5897
105200355,13,7,3,3,8,14,3,0,5,43,150,282,477,336,269,130,221,500,1139,580,131,71,215,4351
105201550,18,15,19,36,102,63,15,9,12,81,449,740,898,824,836,620,1910,5161,3251,1345,433,249,623,16890
105252851,36,27,38,48,58,60,5,0,5,79,407,700,812,1019,1059,900,2107,3027,2627,372,68,85,519,13295
105252854,9,4,0,6,0,21,6,0,0,35,103,194,184,342,311,188,256,550,1316,352,75,36,202,4006
105254901,41,28,20,31,57,36,9,0,4,110,423,755,1043,1047,894,790,1559,2626,2363,733,110,98,542,12560
105254904,4,0,4,4,9,24,7,0,0,22,81,204,51,108,138,119,235,557,1412,690,132,51,148,3845
105301450,3,3,3,4,8,11,5,0,3,19,62,150,131,107,117,91,201,627,1116,561,117,39,113,3370
105301501,19,17,12,16,34,9,0,6,3,48,213,357,514,710,739,415,967,1874,1015,160,28,37,288,7104
105301504,22,16,11,18,28,11,0,0,3,70,225,300,559,702,615,497,1127,1875,1085,207,28,37,310,7342
105308400,0,9,5,4,12,3,3,0,0,16,59,241,24,119,185,172,368,500,350,129,51,46,110,2295
105350150,4,5,0,3,13,23,3,5,0,24,94,160,107,146,209,178,380,1257,2331,743,286,242,179,6218
105351300,4,0,5,3,5,27,12,5,3,14,84,173,129,125,118,74,235,386,1150,896,310,228,167,3991
105351521,0,3,0,4,3,13,7,5,3,12,58,144,100,83,88,95,104,262,676,1140,941,686,136,4455
105351524,5,0,0,0,5,8,11,3,9,20,75,222,191,155,93,79,84,265,983,1211,768,747,136,4934
105357100,3,0,0,0,8,11,9,0,3,16,67,183,196,120,114,80,112,491,1379,900,286,176,164,4201
105400200,3,8,6,18,48,54,27,6,5,39,238,318,226,304,318,223,675,1724,2550,1418,407,214,332,8709
105403950,21,14,11,9,26,39,17,3,5,69,272,491,728,594,580,364,705,2850,3780,782,159,99,433,11565
105406251,9,7,8,20,34,31,23,3,10,56,227,270,380,324,308,247,696,2871,3594,924,165,127,346,10252
105406252,16,10,0,4,4,12,4,0,3,43,138,388,548,428,304,166,197,439,1356,728,263,174,235,5226
105406253,11,4,0,3,3,11,0,0,0,17,66,142,143,193,153,86,125,478,1313,358,76,27,106,3200
105406254,16,10,0,3,8,17,0,0,0,41,131,258,383,360,300,119,250,675,1077,200,29,29,191,3871
105450900,14,14,10,4,16,3,0,0,0,30,103,255,73,310,474,447,960,1538,877,233,50,56,170,5443
105453800,14,17,3,14,20,10,3,0,0,28,122,314,105,337,460,463,678,1365,965,203,81,66,202,5239
105456351,18,16,14,21,42,14,0,4,0,64,236,364,360,394,561,571,1245,2689,1667,186,57,54,329,8477
105456354,13,8,11,10,24,13,3,3,4,55,171,334,366,358,469,547,904,2260,1489,352,92,66,258,7495
105530751,8,11,10,10,7,24,8,3,3,31,144,248,212,263,321,238,388,1095,2088,1090,573,158,222,6896
105530752,34,20,7,13,47,33,7,0,5,72,305,594,860,726,710,429,969,2634,2610,321,48,82,395,10378
105530753,43,32,24,26,50,25,0,0,0,84,372,516,772,1179,1178,907,1318,2844,1588,170,29,80,466,11047
105554100,5,4,0,0,3,3,4,4,0,6,38,91,138,62,43,16,56,99,162,144,116,208,40,1175
105554700,4,0,0,0,5,6,5,4,3,11,41,143,113,89,63,38,87,352,1179,623,339,562,99,3687
105555350,3,0,0,0,7,5,9,11,17,13,70,113,29,34,46,31,65,316,934,700,389,1016,92,3765
105555950,5,5,3,3,10,40,39,17,75,48,276,388,227,123,135,147,256,1116,3270,3328,2127,3089,376,14582
105556700,10,10,4,6,26,40,17,13,14,71,256,559,524,515,428,291,671,2232,3754,1965,917,699,466,13021
105558250,3,4,3,7,0,16,29,17,47,51,198,344,162,139,119,87,137,325,1548,2364,1203,1956,304,8688
105604001,0,0,3,3,4,6,9,0,0,20,49,205,39,73,73,86,145,199,477,625,361,300,116,2699
105604004,8,5,0,0,13,20,12,8,6,40,136,368,226,267,252,154,309,830,2664,1763,586,424,279,8122
105604500,4,0,0,3,0,4,8,17,22,20,82,276,66,83,60,44,104,228,592,877,836,2136,176,5478
