region_id,C01_SH_0b_NPFH_2,C01_SH_0b_NPFH_3,C01_SH_0b_NPFH_4,C01_SH_0b_NPFH_5,C01_SH_0b_NPFH_6_mor,C01_SH_0bTotal,C01_SH_1b_NPFH_2,C01_SH_1b_NPFH_3,C01_SH_1b_NPFH_4,C01_SH_1b_NPFH_5,C01_SH_1b_NPFH_6_mor,C01_SH_1b_Tot,C01_SH_2b_NPFH_2,C01_SH_2b_NPFH_3,C01_SH_2b_NPFH_4,C01_SH_2b_NPFH_5,C01_SH_2b_NPFH_6_mor,C01_SH_2b_Tot,C01_SH_3b_NPFH_2,C01_SH_3b_NPFH_3,C01_SH_3b_NPFH_4,C01_SH_3b_NPFH_5,C01_SH_3b_NPFH_6_mor,C01_SH_3b_Tot,C01_SH_4mb_NPFH_2,C01_SH_4mb_NPFH_3,C01_SH_4mb_NPFH_4,C01_SH_4mb_NPFH_5,C01_SH_4mb_NPFH_6_mor,C01_SH_4mb_Tot,C01_SH_NB_NS_NPFH_2,C01_SH_NB_NS_NPFH_3,C01_SH_NB_NS_NPFH_4,C01_SH_NB_NS_NPFH_5,C01_SH_NB_NS_NPFH_6_mor,C01_SH_NB_NS_T,C01_SH_Tot_NPFH_2,C01_SH_Tot_NPFH_3,C01_SH_Tot_NPFH_4,C01_SH_Tot_NPFH_5,C01_SH_Tot_NPFH_6_mor,C01_SH_T_T,C01_SDRTHT_0b_NPFH_2,C01_SDRTHT_0b_NPFH_3,C01_SDRTHT_0b_NPFH_4,C01_SDRTHT_0b_NPFH_5,C01_SDRTHT_0b_NPFH_6_mor,C01_SDRTHT_0bTotal,C01_SDRTHT_1b_NPFH_2,C01_SDRTHT_1b_NPFH_3,C01_SDRTHT_1b_NPFH_4,C01_SDRTHT_1b_NPFH_5,C01_SDRTHT_1b_NPFH_6_mor,C01_SDRTHT_1b_Tot,C01_SDRTHT_2b_NPFH_2,C01_SDRTHT_2b_NPFH_3,C01_SDRTHT_2b_NPFH_4,C01_SDRTHT_2b_NPFH_5,C01_SDRTHT_2b_NPFH_6_mor,C01_SDRTHT_2b_Tot,C01_SDRTHT_3b_NPFH_2,C01_SDRTHT_3b_NPFH_3,C01_SDRTHT_3b_NPFH_4,C01_SDRTHT_3b_NPFH_5,C01_SDRTHT_3b_NPFH_6_mor,C01_SDRTHT_3b_Tot,C01_SDRTHT_4mb_NPFH_2,C01_SDRTHT_4mb_NPFH_3,C01_SDRTHT_4mb_NPFH_4,C01_SDRTHT_4mb_NPFH_5,C01_SDRTHT_4mb_NPFH_6_mor,C01_SDRTHT_4mb_Tot,C01_SDRTHT_NB_NS_NPFH_2,C01_SDRTHT_NB_NS_NPFH_3,C01_SDRTHT_NB_NS_NPFH_4,C01_SDRTHT_NB_NS_NPFH_5,C01_SDRTHT_NB_NS_NPFH_6_mor,C01_SDRTHT_NB_NS_T,C01_SDRTHT_Tot_NPFH_2,C01_SDRTHT_Tot_NPFH_3,C01_SDRTHT_Tot_NPFH_4,C01_SDRTHT_Tot_NPFH_5,C01_SDRTHT_Tot_NPFH_6_mor,C01_SDRTHT_T_T,C01_FUA_0b_NPFH_2,C01_FUA_0b_NPFH_3,C01_FUA_0b_NPFH_4,C01_FUA_0b_NPFH_5,C01_FUA_0b_NPFH_6_mor,C01_FUA_0bTotal,C01_FUA_1b_NPFH_2,C01_FUA_1b_NPFH_3,C01_FUA_1b_NPFH_4,C01_FUA_1b_NPFH_5,C01_FUA_1b_NPFH_6_mor,C01_FUA_1b_Tot,C01_FUA_2b_NPFH_2,C01_FUA_2b_NPFH_3,C01_FUA_2b_NPFH_4,C01_FUA_2b_NPFH_5,C01_FUA_2b_NPFH_6_mor,C01_FUA_2b_Tot,C01_FUA_3b_NPFH_2,C01_FUA_3b_NPFH_3,C01_FUA_3b_NPFH_4,C01_FUA_3b_NPFH_5,C01_FUA_3b_NPFH_6_mor,C01_FUA_3b_Tot,C01_FUA_4mb_NPFH_2,C01_FUA_4mb_NPFH_3,C01_FUA_4mb_NPFH_4,C01_FUA_4mb_NPFH_5,C01_FUA_4mb_NPFH_6_mor,C01_FUA_4mb_Tot,C01_FUA_NB_NS_NPFH_2,C01_FUA_NB_NS_NPFH_3,C01_FUA_NB_NS_NPFH_4,C01_FUA_NB_NS_NPFH_5,C01_FUA_NB_NS_NPFH_6_mor,C01_FUA_NB_NS_T,C01_FUA_Tot_NPFH_2,C01_FUA_Tot_NPFH_3,C01_FUA_Tot_NPFH_4,C01_FUA_Tot_NPFH_5,C01_FUA_Tot_NPFH_6_mor,C01_FUA_T_T,C01_OD_0b_NPFH_2,C01_OD_0b_NPFH_3,C01_OD_0b_NPFH_4,C01_OD_0b_NPFH_5,C01_OD_0b_NPFH_6_mor,C01_OD_0bTotal,C01_OD_1b_NPFH_2,C01_OD_1b_NPFH_3,C01_OD_1b_NPFH_4,C01_OD_1b_NPFH_5,C01_OD_1b_NPFH_6_mor,C01_OD_1b_Tot,C01_OD_2b_NPFH_2,C01_OD_2b_NPFH_3,C01_OD_2b_NPFH_4,C01_OD_2b_NPFH_5,C01_OD_2b_NPFH_6_mor,C01_OD_2b_Tot,C01_OD_3b_NPFH_2,C01_OD_3b_NPFH_3,C01_OD_3b_NPFH_4,C01_OD_3b_NPFH_5,C01_OD_3b_NPFH_6_mor,C01_OD_3b_Tot,C01_OD_4mb_NPFH_2,C01_OD_4mb_NPFH_3,C01_OD_4mb_NPFH_4,C01_OD_4mb_NPFH_5,C01_OD_4mb_NPFH_6_mor,C01_OD_4mb_Tot,C01_OD_NB_NS_NPFH_2,C01_OD_NB_NS_NPFH_3,C01_OD_NB_NS_NPFH_4,C01_OD_NB_NS_NPFH_5,C01_OD_NB_NS_NPFH_6_mor,C01_OD_NB_NS_T,C01_OD_Tot_NPFH_2,C01_OD_Tot_NPFH_3,C01_OD_Tot_NPFH_4,C01_OD_Tot_NPFH_5,C01_OD_Tot_NPFH_6_mor,C01_OD_T_T,C01_DS_NS_NPFH_2,C01_DS_NS_NPFH_3,C01_DS_NS_NPFH_4,C01_DS_NS_NPFH_5,C01_DS_NS_NPFH_6_mor,C01_DS_NS_T,C01_Tot_NPFH_2,C01_Tot_NPFH_3,C01_Tot_NPFH_4,C01_Tot_NPFH_5,C01_Tot_NPFH_6_mor,C01_T_T,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3
105051100,4,0,0,0,3,7,14,3,3,0,0,20,441,185,110,21,14,771,777,631,717,260,103,2488,151,210,300,215,191,1067,22,11,5,6,5,49,1409,1040,1135,502,316,4402,0,0,0,0,0,0,14,0,3,0,0,17,224,95,63,7,3,392,267,215,196,67,24,769,25,30,49,41,29,174,5,0,3,0,0,8,535,340,314,115,56,1360,3,3,3,0,0,9,123,28,7,0,0,158,949,708,455,126,34,2272,152,200,200,88,47,687,7,0,7,3,0,17,23,8,17,4,0,52,1257,947,689,221,81,3195,0,0,0,0,0,0,4,0,0,0,0,4,11,10,3,3,3,30,3,8,5,0,3,19,0,0,3,0,0,3,0,0,0,0,0,0,18,18,11,3,6,56,19,8,13,4,0,44,3238,2353,2162,845,459,9057,3,3,0,0,0,6,10,0,5,0,0,15,389,165,90,21,4,669,804,641
105054800,3,0,3,0,0,6,71,9,0,0,0,80,1005,345,160,22,5,1537,1106,794,638,129,32,2699,227,253,334,139,77,1030,20,0,5,3,3,31,2432,1401,1140,293,117,5383,3,0,0,0,0,3,188,11,4,0,0,203,1458,391,121,17,4,1991,868,548,338,87,18,1859,99,91,118,75,25,408,10,9,5,0,0,24,2626,1050,586,179,47,4488,24,0,0,0,0,24,314,16,4,0,0,334,933,186,60,8,3,1190,149,97,38,13,7,304,9,12,7,3,4,35,10,0,0,0,0,10,1439,311,109,24,14,1897,0,0,0,0,0,0,19,0,0,0,0,19,30,12,5,0,3,50,7,16,10,5,0,38,3,0,4,0,0,7,0,0,0,3,0,3,59,28,19,8,3,117,45,11,12,4,0,72,6601,2801,1866,508,181,11957,3,3,4,0,0,10,58,3,3,0,0,64,981,301,118,15,3,1418,1003,752
105055200,4,3,0,0,0,7,51,6,4,0,0,61,858,323,175,50,10,1416,1329,1071,970,307,220,3897,306,372,487,296,339,1800,20,23,17,7,13,80,2568,1798,1653,660,582,7261,3,0,0,0,0,3,154,8,3,0,0,165,1425,497,213,28,9,2172,744,587,412,116,57,1916,97,116,107,71,45,436,25,11,8,3,0,47,2448,1219,743,218,111,4739,45,0,3,0,0,48,523,114,31,3,3,674,1666,818,466,128,56,3134,112,115,94,26,33,380,14,12,7,10,11,54,32,21,4,4,0,61,2392,1080,605,171,103,4351,4,0,0,0,0,4,33,7,3,0,0,43,66,39,29,6,4,144,27,32,35,23,15,132,3,6,8,7,7,31,3,3,0,0,0,6,136,87,75,36,26,360,33,22,14,0,8,77,7577,4206,3090,1085,830,16788,3,3,3,0,0,9,69,9,3,4,0,85,1047,404,197,39,13,1700,1412,1083
105057201,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,28,4,3,0,0,35,19,29,12,3,0,63,3,3,5,6,13,30,3,0,0,0,0,3,63,36,20,9,13,141,45,4,0,0,0,49,337,28,5,3,0,373,700,294,146,40,16,1196,157,87,73,24,11,352,8,3,5,3,3,22,12,5,0,0,0,17,1259,421,229,70,30,2009,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,0,3,12,18,0,5,3,0,26,1346,460,257,82,46,2191,0,0,0,0,0,0,9,0,0,0,0,9,29,8,18,6,3,64,7,7
105057204,0,0,0,0,0,0,7,0,0,0,0,7,13,6,3,0,0,22,21,4,5,3,0,33,15,16,27,13,7,78,3,0,0,0,0,3,59,26,35,16,7,143,3,3,3,0,3,12,119,5,3,0,0,127,545,115,37,5,3,705,422,233,141,41,6,843,105,111,97,64,24,401,12,3,3,0,0,18,1206,470,284,110,36,2106,239,18,3,3,0,263,1571,71,15,0,0,1657,1695,377,78,15,0,2165,248,105,57,9,5,424,33,9,9,6,0,57,32,13,4,0,0,49,3818,593,166,33,5,4615,0,0,0,0,0,0,6,0,0,0,0,6,3,3,3,3,0,12,0,0,6,0,3,9,3,0,0,0,0,3,0,0,0,0,0,0,12,3,9,3,3,30,100,14,5,4,0,123,5195,1106,499,166,51,7017,0,0,0,0,0,0,26,0,0,0,0,26,23,7,0,3,0,33,22,13
105057205,0,0,0,0,0,0,15,0,0,0,0,15,98,37,14,3,3,155,152,144,121,33,25,475,42,44,70,38,41,235,3,0,4,0,0,7,310,225,209,74,69,887,5,0,0,0,0,5,172,12,7,3,3,197,1108,364,105,16,6,1599,646,451,294,95,29,1515,133,111,124,80,55,503,14,4,3,0,0,21,2078,942,533,194,93,3840,45,0,3,0,0,48,616,51,8,0,0,675,1445,504,154,26,8,2137,184,165,122,46,15,532,12,9,9,8,3,41,28,11,7,3,0,49,2330,740,303,83,26,3482,3,0,0,0,0,3,10,0,0,0,0,10,9,9,5,3,3,29,7,6,3,6,3,25,3,0,0,3,3,9,3,3,3,0,0,9,35,18,11,12,9,85,36,10,13,5,3,67,4789,1935,1069,368,200,8361,3,0,0,0,0,3,34,4,4,0,0,42,200,68,29,3,4,304,258,194
105057206,3,0,0,0,0,3,7,0,0,0,0,7,40,10,4,0,0,54,39,45,22,7,3,116,30,24,28,29,13,124,3,0,3,0,0,6,122,79,57,36,16,310,3,3,3,0,0,9,90,11,0,0,0,101,500,125,39,8,0,672,388,269,160,40,11,868,81,78,93,55,59,366,4,0,4,0,3,11,1066,486,299,103,73,2027,50,0,0,3,0,53,773,59,12,0,0,844,1230,416,131,21,6,1804,192,156,99,33,10,490,9,8,9,0,6,32,18,5,0,3,3,29,2272,644,251,60,25,3252,0,0,0,0,0,0,6,0,0,3,0,9,6,3,3,0,0,12,4,3,0,3,0,10,0,0,3,0,0,3,0,0,0,0,0,0,16,6,6,6,0,34,54,20,6,3,0,83,3530,1235,619,208,114,5706,0,0,0,4,0,4,14,0,0,0,0,14,75,17,5,0,4,101,79,60
105106550,4,0,0,0,3,7,35,7,4,0,0,46,685,221,131,24,7,1068,2047,1342,1461,427,113,5390,932,911,1454,952,536,4785,43,15,10,7,3,78,3746,2496,3060,1410,662,11374,3,0,0,3,0,6,69,5,3,3,0,80,929,399,219,34,6,1587,849,788,876,210,60,2783,130,179,272,168,76,825,14,4,6,3,0,27,1994,1375,1376,421,142,5308,21,6,3,0,0,30,996,86,13,3,0,1098,4630,1828,724,150,29,7361,727,616,452,115,50,1960,48,18,33,20,7,126,51,20,15,3,0,89,6473,2574,1240,291,86,10664,0,0,0,0,0,0,25,5,0,0,0,30,57,31,22,7,4,121,17,27,23,11,3,81,4,3,6,4,3,20,0,0,0,0,0,0,103,66,51,22,10,252,126,48,33,18,3,228,12442,6559,5760,2162,903,27826,4,0,3,3,0,10,48,6,0,3,0,57,761,316,163,39,3,1282,2085,1349
105108050,3,0,0,0,0,3,15,3,0,0,0,18,251,75,52,9,0,387,591,386,447,93,29,1546,299,299,564,320,133,1615,14,5,6,3,3,31,1173,768,1069,425,165,3600,0,0,0,0,0,0,36,6,0,0,0,42,699,314,108,17,4,1142,530,369,401,89,23,1412,105,127,217,117,48,614,12,5,4,3,0,24,1382,821,730,226,75,3234,75,5,3,0,0,83,901,62,10,0,0,973,2874,923,333,58,11,4199,510,294,249,63,16,1132,45,33,27,12,8,125,34,9,10,0,0,53,4439,1326,632,133,35,6565,0,0,0,0,0,0,7,3,0,0,0,10,23,12,8,0,0,43,4,10,6,0,0,20,3,0,3,0,4,10,3,0,0,0,0,3,40,25,17,0,4,86,88,26,9,4,3,130,7122,2966,2457,788,282,13615,11,0,0,0,0,11,35,5,0,0,0,40,350,120,73,6,3,552,581,358
105108500,3,0,0,0,0,3,22,0,0,0,0,22,159,32,18,3,3,215,513,279,293,68,9,1162,503,463,781,526,188,2461,13,3,6,3,0,25,1213,777,1098,600,200,3888,3,0,3,0,0,6,58,3,0,0,0,61,547,152,37,5,0,741,705,397,303,39,5,1449,177,156,168,92,29,622,18,0,3,3,3,27,1508,708,514,139,37,2906,32,3,0,0,0,35,507,22,4,0,0,533,1809,419,123,19,0,2370,705,260,156,32,9,1162,66,25,39,15,8,153,31,0,3,0,0,34,3150,729,325,66,17,4287,0,0,0,0,0,0,12,3,0,0,0,15,21,5,3,0,0,29,12,3,6,0,0,21,0,3,3,0,0,6,0,0,0,0,0,0,45,14,12,0,0,71,117,59,37,17,3,233,6033,2287,1986,822,257,11385,0,0,0,0,0,0,32,3,0,0,0,35,222,55,35,4,0,316,534,257
