region_id,C11_Tot_res_Bo_par_bo_os,C11_Tot_res_Fa_onl_bo_os,C11_Tot_res_Mo_onl_bo_os,C11_Tot_res_Bo_pa_bo_Aus,C11_Tot_resp_Bplace_ns,C11_Tot_resp_Tot_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp
105051100,24465,3552,2559,14637,3214,48427,22136,2218,1582,10740,3014,39690
105054800,22996,8134,5423,30607,3587,70747,18889,4838,3179,21194,3325,51425
105055200,39120,9995,6905,36891,6795,99706,34154,5915,4044,25128,6375,75616
105057201,18875,1409,1097,8176,8121,37678,17219,874,652,5684,8041,32470
105057204,24547,5269,3785,22941,8141,64683,20659,3147,2252,15652,7949,49659
105057205,29951,6202,4282,25479,6794,72708,25889,3689,2566,17533,6537,56214
105057206,23817,4038,3189,17578,6493,55115,20836,2403,1861,11985,6317,43402
105106550,70066,13835,10011,56873,12988,163773,61558,8432,6046,40555,12340,128931
105108050,34931,8100,5685,24965,7791,81472,29357,4969,3456,17467,7481,62730
105108500,24499,7227,5062,25969,6145,68902,20190,4472,3098,18063,5842,51665
105154150,48155,6522,4322,30510,4335,93844,44802,4244,2745,22450,4054,78295
105154450,34516,4933,3390,20981,3294,67114,32184,3259,2176,15370,3118,56107
105156650,64495,8174,4986,28348,8089,114092,59653,5532,3269,20979,7669,97102
105157151,29467,12542,8817,75948,5687,132461,25364,7741,5401,56271,5203,99980
105157152,29807,14193,9656,86396,4908,144960,25492,8602,5868,63806,4435,108203
105200351,47561,4546,2314,7814,6157,68392,44514,3553,1769,6018,5983,61837
105200353,43285,6147,2904,18122,5566,76024,40171,4461,2089,13813,5343,65877
105200355,23389,5821,3640,32167,3378,68395,21303,3731,2269,23943,3112,54358
105201550,100322,9796,5879,28446,11916,156359,93897,6753,3946,21057,11363,137016
105252851,96679,5257,3235,16773,9152,131096,89950,3676,2253,12829,8706,117414
105252854,55878,4500,2604,12552,4079,79613,51663,3094,1790,9515,3806,69868
105254901,63146,8495,4970,38263,10111,124985,58331,5711,3257,28903,9659,105861
105254904,51349,6555,4032,20290,4561,86787,47302,4468,2660,15280,4295,74005
105301450,15805,7730,4880,42664,2970,74049,13642,4781,2979,32090,2695,56187
105301501,37172,7405,4991,37830,5999,93397,33269,4609,3102,28446,5512,74938
105301504,27276,7846,5399,45186,5660,91367,23883,4814,3299,33644,5217,70857
105308400,9545,5461,3736,35390,2378,56510,8032,3320,2261,26785,2162,42560
105350150,25166,4248,2729,15463,3476,51082,22924,2578,1648,10631,3315,41096
105351300,23158,2307,1542,8051,2410,37468,21781,1520,997,5786,2332,32416
105351521,23549,3574,2406,14888,3301,47718,21729,2299,1485,10643,3195,39351
105351524,17536,4664,3022,19079,2411,46712,15530,2939,1839,13520,2249,36077
105357100,25793,2031,1530,7170,2980,39504,24384,1382,1005,5262,2900,34933
105400200,58538,3318,2300,9695,8006,81857,55157,2367,1603,7158,7825,74110
105403950,64570,8005,4838,30137,7851,115401,59924,5518,3167,22542,7469,98620
105406251,35699,2554,1992,10821,6024,57090,33424,1648,1258,7881,5879,50090
105406252,26594,4130,2914,19213,2634,55485,24618,2565,1826,13951,2478,45438
105406253,19483,3890,2646,18933,1955,46907,17691,2414,1612,13881,1796,37394
105406254,24644,2958,1374,6420,3835,39231,23120,2286,1016,4902,3697,35021
105450900,19778,12113,7860,60117,5347,105215,16006,7088,4634,42415,4833,74976
105453800,13554,7771,5534,51397,4247,82503,11381,4779,3351,38614,3895,62020
105456351,36409,11430,7238,60838,7521,123436,32121,7165,4473,45976,6995,96730
105456354,24151,10894,7247,60052,4995,107339,20801,6632,4401,44895,4527,81256
105530751,54307,10418,7130,49854,5418,127127,48894,6464,4321,37391,5002,102072
105530752,58359,7985,5433,39830,6378,117985,53412,5037,3417,29684,5898,97448
105530753,56732,8268,5464,42217,8436,121117,51431,5189,3461,32433,7861,100375
105554100,5157,1947,1310,8436,657,17507,4492,1198,806,5924,600,13020
105554700,14996,4469,3274,18130,1599,42468,12811,2656,1978,12656,1488,31589
105555350,12211,3749,2757,15770,2168,36655,9948,2256,1643,11073,2059,26979
105555950,30939,7561,5723,32341,6135,82699,26237,4484,3349,22331,5890,62291
105556700,60640,10039,6922,43050,6431,127082,55807,6183,4242,30748,6104,103084
105558250,38518,7675,5934,29762,4027,85916,34452,4607,3577,20976,3808,67420
105604001,29752,8328,5895,39500,2681,86156,26007,5009,3548,28558,2436,65558
105604004,47853,9370,7067,45608,3862,113760,43283,5680,4226,32302,3538,89029
105604500,54016,14008,10923,58854,5078,142879,46517,8389,6524,41798,4651,107879
105607421,37528,8097,5675,38783,2918,93001,33818,4969,3457,28374,2654,73272
105607423,23822,6707,4432,33322,2230,70513,20952,4158,2759,24753,2046,54668
105607425,22526,3813,2711,19248,1675,49973,20757,2414,1669,13866,1527,40233
105655150,18595,5459,4265,21989,3035,53343,15216,3281,2520,15612,2869,39498
105656370,19124,8425,6274,38751,3090,75664,15742,5075,3783,28271,2793,55664
105658000,59236,20011,14443,83354,8017,185061,49960,12094,8657,60771,7290,138772
105703101,15441,8410,5823,53950,4403,88027,12756,5099,3521,39907,4014,65297
105703104,22568,12176,8047,76690,7797,127278,18689,7348,4901,56695,7144,94777
105708551,13999,8758,5581,67775,5388,101501,11703,5405,3450,51356,4938,76852
105708554,13263,8419,5775,61738,5177,94372,11062,5173,3542,46427,4676,70880
110051720,5236,4116,2776,49994,4100,66222,4337,2543,1713,38330,3771,50694
110054651,7979,5882,4153,57468,3631,79113,6730,3630,2575,43626,3308,59869
110054653,10935,7655,5001,71529,3608,98728,9354,4668,3064,53894,3201,74181
110054655,8746,5685,3881,47379,3118,68809,7191,3483,2364,35677,2786,51501
110055050,7981,5559,4109,66845,3997,88491,6604,3415,2495,50847,3652,67013
110055903,9397,5681,4011,45145,3918,68152,7856,3453,2411,32824,3641,50185
110055904,7968,3953,2717,39984,2750,57372,7116,2428,1664,30306,2518,44032
110055905,9906,5743,3725,48590,4288,72252,8580,3507,2263,35641,3949,53940
110056400,10452,6541,4598,58520,4541,84652,8748,4006,2820,44315,4181,64070
110102700,646,596,397,8748,478,10865,524,364,249,6619,436,8192
110103050,507,356,225,4839,235,6162,431,228,136,3756,215,4766
110103320,5175,3311,2174,31666,2761,45087,4338,2092,1365,24135,2531,34461
110105650,1690,1100,779,15654,1634,20857,1375,679,486,11961,1562,16063
110107000,2882,1775,1546,22667,1433,30303,2342,1071,955,17275,1301,22944
110107620,1325,874,676,13895,997,17767,1127,529,416,10736,939,13747
115054400,4271,2430,1713,17256,882,26552,3588,1487,1017,12675,803,19570
115056900,18810,8201,5806,45921,3367,82105,16433,5112,3579,34533,3041,62698
115058451,33999,12860,9147,68696,6387,131089,30015,7792,5522,50039,5886,99254
115058454,31585,11931,8065,61334,5809,118724,27923,7376,4996,45879,5257,91431
115076951,5418,3550,2566,28879,3252,43665,4533,2175,1555,21628,3045,32936
115106952,11282,6355,4258,50504,4251,76650,9601,3898,2628,37921,3876,57924
115108350,10057,5698,4003,36961,2866,59585,8282,3442,2409,26978,2566,43677
120057554,12600,5775,4041,45174,4126,71716,10521,3589,2514,33908,3773,54305
120057556,2218,1382,958,10444,549,15551,1791,847,597,7696,510,11441
120074851,4076,3001,2039,30891,1767,41774,3299,1806,1213,22670,1598,30586
120100250,6213,4162,3076,37465,2463,53379,5108,2537,1852,27721,2238,39456
120101350,8220,4432,2986,23331,2619,41588,6462,2665,1776,16757,2340,30000
120104550,1278,859,575,8714,580,12006,1036,530,348,6592,543,9049
120104854,2164,1369,1037,11406,825,16801,1720,798,621,8223,735,12097
120106611,743,749,412,11501,945,14350,610,455,273,8847,859,11044
120106612,1130,906,597,11360,729,14722,925,560,382,8692,660,11219
120107558,3700,2261,1548,18753,1639,27901,2975,1395,954,13839,1490,20653
