region_id,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650ov_CF_NC,C11_650ov_CF_Cu15DS_,C11_650ov_CF_CU15_NDS,C11_650ov_CF_NCU15_DS,C11_650ov_CF_NDCO,C11_650ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_Tot
105201550,953,123,150,2084,243,111,430,52,93,929,75,38,157,20,29,319,52,9,78,10,15,164,95,13,79,16,30,233,3377,599,4027,434,565,9002
105252851,805,155,189,1760,57,53,102,32,48,292,13,4,21,3,6,47,10,9,13,5,8,45,76,24,61,12,26,199,2079,624,2565,485,673,6426
105252854,389,73,114,892,33,36,110,33,42,254,20,9,15,3,11,58,5,3,8,7,3,26,22,12,38,10,20,102,560,290,831,243,377,2301
105254901,674,121,158,1463,145,50,211,48,42,496,14,9,44,4,11,82,10,5,21,5,8,49,55,19,69,20,14,177,1887,512,2590,404,539,5932
105254904,462,75,89,956,99,86,214,53,56,508,16,12,45,18,16,107,10,0,14,5,3,32,17,4,36,14,13,84,568,307,1052,217,269,2413
105301450,283,32,57,609,65,48,215,29,44,401,17,14,34,14,11,90,12,3,11,3,5,34,19,7,8,4,4,42,546,162,765,110,165,1748
105301501,294,37,53,597,24,12,45,12,14,107,6,0,11,0,4,21,4,0,10,0,4,18,35,9,28,7,15,94,989,282,1316,170,360,3117
105301504,298,34,48,608,32,18,55,11,23,139,0,4,8,0,5,17,3,5,5,0,0,13,36,14,31,8,11,100,1053,239,1175,135,313,2915
105308400,103,10,27,215,19,14,45,8,12,98,5,6,14,5,9,39,6,0,14,3,3,26,21,8,19,5,0,53,365,83,497,56,89,1090
105350150,393,40,29,1266,248,11,170,16,18,463,68,4,79,6,6,163,38,12,80,12,10,152,30,0,6,5,4,45,1707,82,976,104,94,2963
105351300,204,21,32,642,259,16,173,33,18,499,75,9,74,12,8,178,42,14,50,18,7,131,35,3,11,0,9,58,1040,70,638,106,93,1947
105351521,129,8,12,362,361,18,232,28,31,670,324,21,194,25,18,582,178,21,202,46,27,474,32,4,11,3,4,54,1286,84,880,122,97,2469
105351524,125,10,12,424,415,10,214,14,16,669,215,16,184,7,17,439,195,19,236,25,18,493,24,0,13,3,4,44,1300,65,842,79,86,2372
105357100,346,46,42,902,259,31,186,51,34,561,63,14,54,22,18,171,29,16,47,21,8,121,37,5,19,5,3,69,1070,134,818,188,135,2345
105400200,769,87,77,1662,411,75,358,50,41,935,91,20,122,29,20,282,43,12,76,16,10,157,63,13,64,9,14,163,1989,381,2267,291,277,5205
105403950,1219,137,136,2505,149,60,263,40,27,539,34,5,60,11,15,125,17,7,19,0,6,49,60,17,52,8,20,157,2238,358,2760,310,350,6016
105406251,994,66,62,2375,289,21,202,17,18,547,61,3,23,0,5,92,27,4,13,4,3,51,68,3,43,3,7,124,2898,153,2271,169,152,5643
105406252,381,50,44,825,138,34,223,44,43,482,53,18,86,22,8,187,25,13,52,22,6,118,34,9,21,3,0,67,913,152,967,190,169,2391
105406253,392,25,34,869,78,18,123,17,28,264,13,3,31,8,6,61,9,3,7,0,3,22,11,0,17,4,8,40,686,99,744,89,122,1740
105406254,395,49,35,747,38,23,68,5,12,146,9,0,12,3,0,24,0,4,9,0,0,13,24,7,30,10,6,77,680,159,889,113,123,1964
105450900,276,26,20,504,39,15,74,11,9,148,6,5,20,3,0,34,7,0,14,0,0,21,27,4,15,0,4,50,811,107,942,97,90,2047
105453800,229,20,40,529,35,12,62,7,9,125,19,6,26,4,11,66,16,3,10,3,3,35,23,6,41,4,3,77,877,157,944,96,162,2236
105456351,447,57,67,941,22,17,54,16,22,131,13,11,7,0,8,39,11,11,17,0,0,39,43,8,48,9,15,123,1285,292,1545,177,278,3577
105456354,420,32,60,869,63,24,123,12,28,250,19,10,28,7,10,74,5,10,15,0,0,30,28,11,32,4,11,86,1210,236,1410,125,246,3227
105530751,680,62,61,1275,187,89,379,63,69,787,100,54,235,39,45,473,28,13,54,9,9,113,38,5,43,9,8,103,1183,307,1841,257,291,3879
105530752,823,101,96,1685,73,26,106,18,20,243,4,3,19,3,4,33,7,0,21,8,4,40,67,9,51,6,11,144,1820,375,2170,255,379,4999
105530753,540,55,82,1047,30,20,48,6,20,124,0,0,10,3,4,17,0,6,23,3,6,38,58,11,61,4,23,157,1475,528,2264,254,515,5036
105554100,29,3,3,71,35,0,35,0,3,73,30,0,38,3,6,77,37,18,74,16,17,162,3,0,4,0,3,10,221,18,200,25,44,508
105554700,198,10,13,571,200,10,104,13,10,337,82,5,106,11,4,208,97,28,241,27,14,407,20,3,14,0,0,37,881,62,715,73,57,1788
105555350,58,3,3,351,223,0,97,4,9,333,117,4,63,3,3,190,190,49,454,40,20,753,12,7,17,0,3,39,908,67,720,53,44,1792
105555950,188,15,11,1260,1226,7,300,21,28,1582,787,6,231,16,21,1061,914,44,685,96,52,1791,75,4,45,5,3,132,4478,70,1534,158,130,6370
105556700,715,71,62,2014,503,49,532,69,55,1208,202,27,283,45,34,591,133,35,225,35,25,453,67,3,48,3,16,137,3210,206,2295,289,260,6260
105558250,189,29,24,703,731,27,445,53,28,1284,329,19,288,20,29,685,348,87,790,93,45,1363,47,7,44,7,3,108,2146,159,1876,227,150,4558
105604001,122,19,27,288,93,45,203,36,35,412,52,36,136,38,19,281,42,39,126,41,14,262,20,4,8,8,4,44,477,162,719,163,111,1632
105604004,685,78,50,1562,397,81,607,83,58,1226,94,50,229,56,40,469,45,43,176,43,23,330,32,8,45,9,10,104,1704,266,1988,321,221,4500
105604500,104,10,10,304,231,21,187,44,23,506,169,34,259,48,27,537,220,232,996,214,85,1747,25,9,38,3,3,78,982,326,1679,341,173,3501
105607421,288,39,23,608,242,51,380,41,48,762,64,24,144,28,25,285,55,44,122,26,28,275,20,3,24,5,8,60,780,165,1082,160,149,2336
105607423,67,5,13,149,91,32,147,25,21,316,71,46,181,30,45,373,45,50,140,28,30,293,14,7,13,3,6,43,403,159,675,108,130,1475
105607425,154,26,11,342,80,33,175,41,22,351,39,13,86,16,16,170,33,19,70,29,6,157,14,3,15,7,6,45,416,109,595,138,81,1339
105655150,115,3,4,415,401,8,110,9,7,535,309,6,113,5,6,439,461,62,530,44,18,1115,24,0,24,0,0,48,1655,89,958,73,47,2822
105656370,99,8,10,284,143,9,149,20,12,333,91,16,144,30,25,306,161,79,439,69,54,802,24,3,24,4,7,62,731,128,951,134,118,2062
105658000,462,44,36,1594,801,42,514,46,61,1464,351,44,414,52,48,909,373,153,935,114,90,1665,66,10,54,7,8,145,3155,309,2662,303,276,6705
105703101,298,41,40,651,91,35,160,19,28,333,25,23,61,13,13,135,27,9,41,10,6,93,21,0,13,3,3,40,869,167,893,122,132,2183
105703104,465,42,88,960,62,27,77,5,18,189,7,5,3,5,8,28,18,3,4,0,4,29,43,0,42,10,5,100,1825,237,1611,140,256,4069
105708551,315,42,58,641,21,17,42,0,3,83,3,3,9,0,5,20,6,3,3,0,0,12,37,3,22,3,3,68,1148,235,1281,115,224,3003
105708554,260,29,61,581,37,15,58,7,12,129,15,9,23,3,0,50,11,4,13,0,3,31,31,6,22,9,5,73,1288,218,1243,122,242,3113
110051720,148,6,10,263,9,3,12,0,0,24,3,0,4,0,0,7,8,0,3,0,0,11,14,4,20,0,7,45,701,99,808,53,118,1779
110054651,195,32,36,424,32,20,80,11,14,157,8,3,19,3,4,37,11,0,10,5,5,31,18,4,11,0,8,41,920,144,780,96,200,2140
110054653,237,21,31,526,53,14,85,17,21,190,7,3,10,8,0,28,8,0,13,0,0,21,15,5,17,0,6,43,943,134,945,87,145,2254
110054655,137,18,27,343,20,6,30,6,3,65,5,0,4,0,0,9,8,0,6,0,0,14,19,6,9,3,5,42,862,135,768,89,154,2008
110055050,380,29,35,669,31,13,71,3,10,128,0,0,8,3,3,14,4,0,6,0,0,10,27,3,22,3,7,62,1047,173,1264,112,187,2783
110055903,194,15,14,626,129,8,60,10,8,215,52,8,40,3,3,106,38,8,48,5,3,102,20,0,16,4,3,43,1518,98,713,62,79,2470
110055904,167,12,12,305,13,5,41,4,6,69,3,5,8,0,0,16,6,0,0,0,0,6,69,0,16,3,3,91,752,67,717,50,87,1673
110055905,245,12,16,526,44,5,70,4,11,134,21,5,16,0,3,45,6,0,16,4,0,26,21,8,5,3,5,42,1167,87,818,70,91,2233
110056400,267,31,25,535,35,14,69,0,6,124,6,0,18,3,3,30,10,5,21,0,0,36,41,4,38,3,4,90,1204,207,1375,112,183,3081
110102700,8,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,102,10,99,6,24,241
110103050,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,9,77,16,77,9,6,185
110103320,71,13,13,156,5,0,10,0,0,15,3,0,4,0,0,7,5,0,0,0,0,5,20,3,14,5,3,45,649,87,522,66,79,1403
110105650,122,4,5,207,7,3,15,3,0,28,0,0,3,0,0,3,4,0,0,0,0,4,8,5,15,3,0,31,326,50,406,27,46,855
110107000,156,4,10,274,17,8,31,8,0,64,4,0,3,0,0,7,7,0,3,0,0,10,12,3,18,3,7,43,393,56,476,36,64,1025
110107620,38,3,0,54,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,23,5,18,4,0,50,291,38,324,18,34,705
115054400,119,13,10,245,19,7,29,5,10,70,3,0,15,0,0,18,4,3,6,0,0,13,10,0,4,0,0,14,313,45,301,43,31,733
115056900,292,29,47,563,24,28,79,14,12,157,0,3,19,0,0,22,8,0,9,0,0,17,26,3,16,0,8,53,921,206,987,110,213,2437
115058451,419,51,27,979,155,28,170,16,21,390,47,4,57,8,9,125,28,12,34,5,6,85,66,7,24,5,10,112,2398,193,1565,193,245,4594
115058454,248,27,39,505,23,21,72,8,13,137,5,6,25,4,6,46,13,4,7,0,0,24,41,0,33,10,9,93,1163,202,1175,144,232,2916
115076951,73,11,4,148,4,3,3,0,0,10,0,0,7,0,0,7,3,0,3,0,0,6,14,0,21,0,3,38,597,89,594,59,90,1429
115106952,78,4,7,169,6,5,12,0,0,23,0,0,0,4,0,4,9,0,7,0,0,16,23,4,13,3,7,50,867,165,819,84,107,2042
115108350,158,10,24,336,46,18,58,3,10,135,9,4,30,5,5,53,11,3,22,3,4,43,26,0,18,0,5,49,625,120,653,46,105,1549
120057554,335,39,55,763,63,24,122,19,14,242,14,11,40,3,5,73,18,7,31,3,3,62,31,3,11,3,3,51,1117,147,885,94,143,2386
120057556,146,14,11,289,27,7,31,6,0,71,5,5,8,0,0,18,4,0,6,0,0,10,5,0,6,0,0,11,260,43,291,29,22,645
120074851,78,3,13,141,3,3,6,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,11,0,11,0,0,22,474,57,517,38,64,1150
120100250,291,27,34,589,43,16,85,8,5,157,12,3,14,3,0,32,9,0,11,0,0,20,7,3,16,0,3,29,802,118,711,70,99,1800
120101350,198,21,15,435,59,15,90,5,5,174,23,11,52,8,0,94,14,10,30,3,0,57,11,4,17,0,3,35,517,74,548,51,47,1237
120104550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,18,114,22,123,10,17,286
120104854,23,3,3,45,3,0,5,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,14,122,26,141,12,21,322
120106611,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,10,3,0,0,0,13,195,30,210,8,23,466
120106612,8,0,5,28,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,3,19,175,34,159,20,26,414
120107558,75,10,3,144,0,5,12,0,3,20,0,0,0,0,0,0,3,0,0,0,0,3,6,0,12,0,3,21,231,47,305,47,35,665
125011801,278,40,29,566,37,18,80,5,8,148,3,3,22,3,3,34,10,0,10,4,0,24,26,0,28,3,7,64,1041,168,973,96,129,2407
125036381,270,25,23,516,35,18,52,5,3,113,6,4,6,0,0,16,5,0,9,3,0,17,32,3,11,3,5,54,886,124,791,82,103,1986
125050600,44,5,0,68,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,6,155,37,217,24,12,445
125051736,29,3,3,62,0,0,8,0,0,8,0,0,3,0,0,3,3,0,0,0,3,6,9,0,5,0,0,14,348,49,332,25,52,806
125051737,25,3,4,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,11,0,7,0,5,23,318,45,325,23,43,754
125051738,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,52,15,59,3,6,135
125051804,93,8,4,162,4,0,14,0,3,21,0,0,0,0,0,0,0,0,3,0,0,3,6,0,5,0,0,11,277,45,337,28,35,722
125055700,13,3,0,31,0,3,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,4,0,14,308,43,254,22,30,657
125103380,50,8,4,106,0,0,4,3,3,10,0,0,0,0,0,0,12,0,0,5,0,17,23,5,18,3,3,52,778,119,677,77,112,1763
125104350,20,0,0,41,0,0,4,0,0,4,3,0,0,0,0,3,0,0,0,0,4,4,13,0,9,3,3,28,390,67,374,36,65,932
125106385,99,6,10,175,0,4,15,3,0,22,0,0,0,0,3,3,4,0,4,4,0,12,14,3,12,0,3,32,428,83,476,50,55,1092
125108859,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,19,0,0,29
130057311,125,11,11,229,8,0,12,0,0,20,0,0,0,0,0,0,3,0,3,3,3,12,18,5,11,0,3,37,837,86,819,65,122,1929
130103550,24,0,0,40,3,0,6,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,12,0,16,3,4,35,201,32,246,21,36,536
130103660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,19,111,25,100,6,7,249
130104201,6,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,3,12,59,9,71,12,17,168
130104920,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,11,3,9,3,0,26,170,27,157,16,13,383
130107314,8,0,0,12,3,0,3,0,3,9,0,3,0,0,0,3,5,0,0,0,0,5,18,7,12,0,6,43,162,32,185,16,25,420
130150111,83,7,4,146,0,3,6,3,0,12,0,0,0,0,0,0,3,0,0,0,0,3,7,0,14,0,5,26,435,56,425,35,45,996
130150112,3,0,3,9,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,52,5,42,3,6,108
130153010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,138,6,117,12,10,283
130153650,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,13,68,14,69,0,12,163
130154202,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,3,3,0,13,199,40,205,19,28,491
130157400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,97,5,98,14,7,221
130157650,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,6,91,13,81,8,11,204
130157850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,3,0,0,10,68,13,63,6,6,156
130205300,12,0,0,19,0,0,6,0,0,6,0,0,0,0,0,0,0,3,0,3,0,6,15,3,19,0,0,37,301,66,363,29,45,804
130205750,23,0,0,39,3,0,4,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,16,0,13,0,0,29,254,34,263,23,28,602
135012601,80,5,11,160,0,0,6,0,0,6,0,0,3,0,0,3,5,0,0,0,0,5,18,3,12,0,4,37,622,93,605,51,76,1447
135052604,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,34,3,28,3,0,68
135052950,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,0,0,8,85,4,66,0,8,163
135055271,71,11,3,129,11,3,14,0,0,28,0,3,3,0,0,6,3,0,7,0,0,10,19,3,11,0,4,37,324,63,382,33,35,837
135055850,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,6,0,0,14,106,13,101,6,12,238
135058020,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,0,0,24,150,33,169,17,18,387
135058150,0,0,0,4,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,3,15,126,25,147,11,15,324
135100950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,12,51,6,61,3,7,128
135102150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,4,0,0,13,81,10,65,4,12,172
135107900,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,11,0,17,0,0,28,136,17,167,12,21,353
135107950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,7,0,3,15,50,8,74,0,12,144
135151150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,9,75,6,88,3,7,179
135151200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,18,43,12,69,8,6,138
135151750,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,8,0,0,13,126,15,143,13,14,311
140030471,102,7,8,193,6,3,11,0,0,20,0,0,3,3,0,6,0,0,0,0,0,0,14,0,4,0,3,21,564,83,610,42,65,1364
140070473,5,0,0,8,0,0,0,3,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,3,4,0,0,7,51,14,56,7,6,134
140070850,6,0,0,9,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,4,0,5,0,0,9,94,18,110,13,16,251
140071400,3,0,0,8,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,12,3,11,0,0,26,166,31,180,15,22,414
140074870,19,0,3,28,0,0,0,0,3,3,0,0,0,0,0,0,4,0,3,0,0,7,5,0,8,3,0,16,253,42,255,19,48,617
140075274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,61,10,46,8,8,133
140076100,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,10,76,10,93,6,9,194
140150800,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,8,0,0,11,93,19,111,5,13,241
140152350,4,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,3,6,0,0,17,217,30,171,16,22,456
140152900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,10,3,7,0,3,23,161,12,125,15,9,322
140154600,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,8,0,5,0,0,13,107,9,139,9,17,281
140156200,12,3,0,23,3,3,0,3,0,9,0,0,0,0,0,0,0,0,4,0,0,4,8,0,5,3,0,16,223,30,251,24,26,554
140158100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,51,10,51,3,7,122
140206150,171,13,12,320,14,7,54,7,5,87,3,3,9,0,0,15,6,0,10,0,0,16,21,0,22,0,0,43,674,110,804,65,97,1750
145056181,35,0,0,55,11,7,14,0,0,32,3,4,19,6,0,32,3,0,7,0,0,10,3,0,3,0,0,6,104,11,119,6,0,240
145056470,207,10,26,479,65,20,104,14,19,222,24,4,45,4,8,85,15,8,29,4,3,59,19,3,27,3,7,59,832,96,849,66,101,1944
145101050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,31,6,43,0,6,86
145103311,26,3,3,42,3,0,3,0,3,9,0,0,0,0,0,0,3,0,0,0,0,3,12,3,5,3,0,23,348,62,338,40,57,845
145103314,8,4,0,16,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,7,0,5,0,0,12,82,14,67,7,13,183
145103700,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,13,55,16,55,3,3,132
145106184,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,59,6,54,3,6,128
145107640,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,12,100,12,84,12,14,222
145108710,41,3,6,83,15,0,19,4,3,41,0,3,11,3,0,17,4,0,0,3,0,7,7,0,10,0,0,17,187,23,235,25,29,499
145108750,3,0,0,7,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,3,6,0,3,0,3,12,195,23,190,17,19,444
145150550,34,5,0,79,3,3,3,0,0,9,0,0,0,0,0,0,4,0,6,0,0,10,14,4,15,3,3,39,518,71,453,50,53,1145
145152750,67,12,8,152,7,3,3,0,0,13,0,0,0,0,0,0,4,0,0,0,5,9,19,3,14,3,4,43,675,84,556,51,99,1465
145201000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,33,0,44,0,4,81
145202050,6,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,4,0,4,0,0,8,141,19,130,15,13,318
145207050,17,3,0,34,0,0,3,0,0,3,3,3,0,0,0,6,3,0,4,0,0,7,7,0,8,0,0,15,118,10,132,9,9,278
150057751,171,15,10,329,30,11,32,0,0,73,7,3,5,0,0,15,4,3,6,0,0,13,28,5,30,4,0,67,1155,115,1095,71,97,2533
150102000,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,54,3,48,6,6,117
150102200,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,3,3,0,0,9,3,3,4,0,3,13,121,16,84,6,18,245
150103500,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,0,0,8,70,6,64,0,9,149
150104300,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,9,64,9,86,6,9,174
150104950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,26,3,34,12,3,78
150105800,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,10,83,17,55,0,10,165
150107350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,13,67,9,3,170
150107500,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,7,0,0,0,0,7,190,35,200,21,20,466
