region_id,C01_0_74_REA,C01_0_74_ST_HA,C01_0_74_Per_no_sa_ho,C01_0_74_Ho_co_op_c_c_g,C01_0_74_Oth_land_typ,C01_0_74_LLT_NS,C01_0_74_Tot,C01_75_99_REA,C01_75_99_ST_HA,C01_75_99_Pe_no_sa_ho,C01_75_99_H_c_op_c_c_gr,C01_75_99_Oth_lan_typ,C01_75_99_Lan_type_ns,C01_75_99_Tot,C01_100_149_REA,C01_100_149_ST_HA,C01_100_149_Pe_no_sa_ho,C01_100_149_H_c_o_c_c_g,C01_100_149_Ot_lan_ty,C01_100_149_Lan_typ_ns,C01_100_149_Tot,C01_150_199_REA,C01_150_199_ST_HA,C01_150_199_Pe_no_sa_ho,C01_150_199_H_c_o_c_c_g,C01_150_199_Ot_lan_ty,C01_150_199_Lan_ty_ns,C01_150_199_Tot,C01_200_224_REA,C01_200_224_ST_HA,C01_200_224_Pe_no_sa_ho,C01_200_224_H_c_o_c_c_g,C01_200_224_Ot_lan_ty,C01_200_224_Lan_ty_ns,C01_200_224_Tot,C01_225_274_REA,C01_225_274_ST_HA,C01_225_274_Pe_no_sa_ho,C01_225_274_H_c_o_c_c_g,C01_225_274_Ot_la_typ,C01_225_274_Lan_ty_ns,C01_225_274_Tot,C01_275_349_REA,C01_275_349_ST_HA,C01_275_349_Pe_no_sa_ho,C01_275_349_H_c_o_c_c_g,C01_275_349_Ot_lan_ty,C01_275_349_Lan_ty_ns,C01_275_349_Tot,C01_350_449_REA,C01_350_449_ST_HA,C01_350_449_Pe_no_sa_ho,C01_350_449_H_c_o_c_c_g,C01_350_449_Ot_lan_ty,C01_350_449_Lan_ty_ns,C01_350_449_Tot,C01_450_549_REA,C01_450_549_ST_HA,C01_450_549_Pe_no_sa_ho,C01_450_549_H_c_o_c_c_g,C01_450_549_Oth_lan_typ,C01_450_549_Lan_ty_ns,C01_450_549_Tot,C01_550_649_REA,C01_550_649_ST_HA,C01_550_649_Pe_no_sa_ho,C01_550_649_H_c_o_c_c_g,C01_550_649_Ot_lan_ty,C01_550_649_Lan_ty_ns,C01_550_649_Tot,C01_650_over_REA,C01_650over_ST_HA,C01_650over_Pe_no_sa_ho,C01_650ov_H_co_op_c_ch_gr,C01_650over_Oth_lan_typ,C01_650over_LLT_NS,C01_650_over_Tot,C01_R_NS_REA,C01_R_NS_ST_HA,C01_R_NS_Pe_no_sa_ho,C01_R_NS_H_co_op_c_ch_gr,C01_R_NS_Oth_lan_typ,C01_R_NS_Land_typ_ns,C01_Rent_not_statd_Tot,C01_Tot_REA,C01_Tot_ST_HA,C01_T_Pe_no_sa_ho,C01_Tot_Ho_co_op_co_ch_gr,C01_Tot_Oth_lan_typ,C01_Tot_LLT_NS,C01_T_T,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_over_REA,C06_650over_ST_HA,C06_650over_Pe_no_sa_ho,C06_650ov_H_co_op_c_ch_gr,C06_650over_Oth_lan_typ,C06_650over_LLT_NS,C06_650_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g
105051100,11,819,28,6,56,41,961,4,187,16,9,3,0,219,27,117,47,7,36,0,234,427,106,137,3,14,7,694,773,39,160,3,13,9,997,488,24,146,0,10,5,673,302,42,132,0,7,3,486,224,18,55,0,5,5,307,47,4,20,0,0,0,71,10,3,4,0,0,0,17,12,4,9,0,3,0,28,65,117,27,0,10,18,237,2390,1480,781,28,157,88,4924,12,614,55,11,7,79,778,3,123,3,4,0,9,142,33,281,29,9,11,10,373,226,103,65,4,33,3,434,609,53,101,7,10,3,783,797,49,128,4,21,4,1003,398,41,107,3,13,6,568,520,23,110,0,7,3,663,156,0,23,0,7,0,186,26,6,4,0,0,3,39,31,28,7,0,0,3,69,51,71,42,9,5,14,192,2862,1392,674,51,114,137,5230,14,177,57,5,7,46,306,3,525,3,11,3,3,548,18,251,19,25
105054800,12,573,62,25,101,63,836,21,114,19,8,4,0,166,209,69,101,12,55,4,450,512,58,293,6,40,5,914,373,27,160,6,14,4,584,486,21,214,0,19,3,743,1037,21,447,3,15,10,1533,1456,10,526,3,25,7,2027,539,0,243,3,5,3,793,195,3,108,0,5,3,314,206,3,112,0,4,0,325,76,79,51,0,15,24,245,5122,978,2336,66,302,126,8930,9,413,80,15,16,94,627,8,129,3,11,0,3,154,126,137,53,19,11,0,346,333,58,111,13,32,4,551,268,19,128,4,4,4,427,508,22,141,6,11,0,688,982,27,228,5,10,11,1263,1669,11,346,4,8,3,2041,1020,3,215,3,4,0,1245,353,0,84,0,0,0,437,354,18,100,0,4,3,479,71,54,52,5,8,12,202,5701,891,1541,85,108,134,8460,11,142,86,8,13,47,307,3,372,3,15,4,3,400,20,129,30,56
105055200,34,426,94,89,182,77,902,64,111,76,37,22,5,315,512,65,433,43,45,10,1108,1986,40,709,20,55,29,2839,1063,31,363,9,25,21,1512,1217,16,450,4,25,11,1723,1508,11,460,6,23,10,2018,811,5,282,3,11,7,1119,217,0,94,0,3,0,314,53,0,34,0,3,0,90,56,4,42,3,0,0,105,156,71,106,9,25,33,400,7677,780,3143,223,419,203,12445,28,335,105,77,9,114,668,23,125,9,65,4,6,232,212,146,159,82,13,9,621,1312,59,316,39,34,18,1778,1143,24,275,17,21,4,1484,1653,31,320,8,12,7,2031,1932,20,397,12,21,11,2393,1591,10,330,12,7,5,1955,502,3,107,0,4,0,616,150,0,42,3,3,0,198,78,13,36,0,3,0,130,108,56,72,10,15,27,288,8732,822,2168,325,146,201,12394,22,101,121,22,15,95,376,10,257,9,25,0,0,301,47,169,56,90
105057201,27,235,25,4,70,14,375,3,47,0,3,3,3,59,4,52,3,3,7,0,69,18,27,18,3,3,0,69,20,12,17,0,5,0,54,95,8,33,0,3,0,139,285,11,80,3,10,5,394,557,18,121,0,17,5,718,434,6,120,3,18,6,587,228,0,71,0,9,4,312,236,0,149,0,12,5,402,67,33,25,0,27,11,163,1974,449,662,19,184,53,3341,21,134,64,3,21,40,283,5,29,0,0,0,0,34,7,56,21,0,6,0,90,18,14,19,0,3,0,54,11,11,15,0,3,0,40,56,15,18,0,0,3,92,315,12,55,0,5,0,387,815,10,74,5,6,6,916,688,8,83,3,11,10,803,527,0,56,0,5,0,588,526,12,126,4,12,3,683,131,16,66,3,16,14,246,3120,317,597,18,88,76,4216,27,58,82,6,31,36,240,0,107,3,4,0,3,117,19,45,27,3
105057204,41,903,82,25,105,58,1214,28,146,46,9,7,5,241,180,92,225,3,38,8,546,1250,67,362,5,31,12,1727,717,30,285,3,23,7,1065,1103,33,396,3,22,5,1562,1571,18,521,3,21,15,2149,1376,7,532,3,22,15,1955,521,5,299,0,6,0,831,214,0,126,0,8,3,351,280,7,201,3,13,4,508,138,108,72,7,45,43,413,7419,1416,3147,64,341,175,12562,33,588,67,33,15,112,848,6,131,6,7,6,0,156,93,185,103,9,22,7,419,814,61,169,5,15,4,1068,687,20,151,5,8,6,877,1107,29,230,7,8,3,1384,1696,31,368,3,12,7,2117,1899,24,391,0,7,8,2329,1005,3,219,3,7,5,1242,425,0,134,0,4,5,568,526,30,154,3,6,6,725,100,79,59,6,17,15,276,8391,1181,2051,81,127,178,12009,20,194,106,12,11,62,405,4,558,0,9,3,6,580,41,206,45,18
105057205,21,2376,45,59,92,61,2654,15,421,39,56,14,6,551,93,237,93,34,30,4,491,301,155,136,15,28,0,635,231,53,110,8,14,0,416,512,76,196,12,14,6,816,1334,21,419,9,26,13,1822,1153,15,406,3,15,7,1599,283,6,148,3,17,3,460,68,5,45,0,3,0,121,63,12,35,3,5,9,127,60,340,47,10,17,24,498,4134,3717,1719,212,275,133,10190,17,1629,70,43,9,107,1875,9,333,8,21,0,8,379,47,570,59,24,5,15,720,213,141,71,18,17,3,463,205,48,65,17,3,4,342,552,101,131,38,7,9,838,1945,45,318,19,16,5,2348,2506,32,435,22,28,17,3040,879,4,179,4,6,3,1075,268,11,60,5,3,4,351,112,78,52,7,0,0,249,91,199,46,12,10,24,382,6844,3191,1494,230,104,199,12062,19,599,101,26,9,44,798,3,1336,8,15,4,12,1378,19,518,30,61
105057206,25,979,54,54,92,36,1240,4,208,25,20,9,0,266,113,152,73,29,34,3,404,267,120,124,25,17,5,558,210,47,69,29,15,0,370,428,38,166,18,11,8,669,1106,32,372,15,18,7,1550,1173,16,386,9,23,13,1620,459,9,188,0,20,9,685,140,6,79,3,9,0,237,121,3,79,3,13,4,223,71,143,61,7,28,23,333,4117,1753,1676,212,289,108,8155,21,684,71,48,10,69,903,9,173,10,15,4,5,216,71,283,39,35,3,6,437,231,125,81,33,15,5,490,191,63,62,41,9,3,369,477,92,110,33,45,4,761,1282,59,231,44,19,6,1641,1829,17,264,10,17,13,2150,840,13,166,3,8,5,1035,389,7,69,0,4,3,472,325,37,77,14,6,3,462,82,96,43,17,16,16,270,5747,1649,1223,293,156,138,9206,23,208,107,24,18,53,433,4,519,7,29,3,3,565,26,271,37,54
105106550,30,1938,151,62,302,114,2597,11,440,33,45,35,4,568,171,277,181,24,200,12,865,452,176,326,7,62,11,1034,642,66,365,4,26,9,1112,2422,102,754,3,41,14,3336,4055,68,1056,11,56,33,5279,2268,25,691,4,41,16,3045,783,5,265,0,20,6,1079,215,8,114,5,32,5,379,264,6,118,3,40,3,434,205,289,113,8,64,110,789,11518,3400,4167,176,919,337,20517,39,1382,206,35,28,253,1943,16,382,21,55,8,9,491,122,584,99,44,62,20,931,236,196,208,9,125,10,784,361,69,206,3,9,3,651,1702,94,380,9,19,12,2216,4633,107,824,9,43,10,5626,3404,55,730,5,24,21,4239,1448,5,323,4,13,9,1802,483,12,128,12,3,10,648,499,65,151,14,22,11,762,175,212,111,15,33,47,593,13118,3163,3387,214,389,415,20686,37,429,260,26,12,182,946,8,1124,9,32,16,3,1192,46,550,51,100
105108050,27,243,118,51,166,100,705,10,40,36,20,21,3,130,54,25,113,12,26,0,230,315,7,215,8,26,5,576,469,9,197,3,17,5,700,1111,5,445,0,23,14,1598,2104,3,809,3,38,20,2977,1514,3,689,3,28,15,2252,595,3,351,0,13,8,970,266,0,157,0,6,0,429,257,0,220,0,11,4,492,98,38,85,5,27,34,287,6820,376,3435,105,402,208,11346,16,208,115,39,12,167,557,7,38,9,20,0,0,74,28,50,67,19,3,4,171,147,18,97,4,24,3,293,283,10,92,3,5,0,393,748,9,235,8,14,4,1018,1768,13,457,4,20,8,2270,2015,0,564,3,22,8,2612,941,0,291,3,6,10,1251,490,3,173,0,6,4,676,555,10,239,3,7,11,825,134,30,87,7,19,15,292,7132,389,2426,113,138,234,10432,23,71,138,11,7,110,360,8,186,3,12,0,0,209,34,68,33,23
105108500,18,43,105,19,180,84,449,7,9,13,3,10,0,42,70,4,107,4,20,3,208,205,3,188,4,12,3,415,169,3,119,0,14,0,305,385,3,224,0,12,4,628,1058,0,468,0,21,11,1558,1007,3,531,0,18,12,1571,474,0,266,0,10,5,755,301,3,185,0,8,3,500,479,0,471,0,16,6,972,92,0,81,5,29,31,238,4265,71,2758,35,350,162,7641,24,35,124,30,18,148,379,5,8,8,6,0,0,27,25,13,37,6,3,3,87,181,10,75,0,7,0,273,156,0,88,3,6,3,256,390,0,114,0,14,4,522,957,0,261,0,7,7,1232,1177,3,357,0,10,3,1550,736,0,199,0,7,3,945,456,0,134,0,0,0,590,882,0,408,3,5,11,1309,107,5,78,12,11,10,223,5096,74,1883,60,88,192,7393,16,14,129,23,19,124,325,3,28,0,9,0,0,40,21,15,24,8
