region_id,C11_75_79_N_mar_M,C11_75_79_N_mar_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Mar_RegM_M,C11_80_84_Mar_RegM_F,C11_80_84_Mar_DFM_M,C11_80_84_Mar_DFM_F,C11_80_84_N_mar_M,C11_80_84_N_mar_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Mar_RegM_M,C11_85o_Mar_RegM_F,C11_85o_Mar_DFM_M,C11_85o_Mar_DFM_F,C11_85o_N_mar_M,C11_85o_N_mar_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Marr_reg_marr_M,C11_T_Marr_reg_marr_F,C11_T_Mar_de_fa_mar_M,C11_T_Mar_de_fa_mar_F,C11_Tot_N_mar_M,C11_Tot_N_mar_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
105051100,125,307,444,523,967,215,112,4,0,104,317,323,429,752,93,40,0,0,87,296,180,336,516,6983,7062,1093,1033,6231,7120,14307,15215,29522
105054800,106,294,336,443,779,132,72,3,5,105,242,240,319,559,66,25,3,3,63,243,132,271,403,7952,8104,3128,3151,6639,9493,17719,20748,38467
105055200,210,411,655,759,1414,277,141,3,0,147,344,427,485,912,135,50,0,0,102,313,237,363,600,10158,10216,4514,4559,12990,14896,27662,29671,57333
105057201,38,46,85,79,164,33,15,0,0,32,46,65,61,126,23,9,0,0,26,34,49,43,92,2196,2219,1064,888,5284,5334,8544,8441,16985
105057204,176,188,297,260,557,82,45,6,0,106,171,194,216,410,47,18,3,0,76,195,126,213,339,3520,3520,5078,3116,10982,9237,19580,15873,35453
105057205,196,284,392,430,822,127,61,0,3,115,210,242,274,516,59,20,0,0,73,215,132,235,367,5688,5724,4901,3557,12538,11499,23127,20780,43907
105057206,86,136,175,207,382,66,31,0,0,62,145,128,176,304,25,9,0,0,21,106,46,115,161,4215,4259,2834,2485,8083,8777,15132,15521,30653
105106550,313,862,1199,1480,2679,657,410,0,3,315,963,972,1376,2348,399,155,4,3,326,996,729,1154,1883,19221,19445,4949,5007,20594,24669,44764,49121,93885
105108050,152,394,499,648,1147,272,178,13,4,120,401,405,583,988,193,87,4,3,159,577,356,667,1023,8752,8870,3513,3360,9608,11414,21873,23644,45517
105108500,117,369,510,623,1133,298,180,11,9,124,438,433,627,1060,250,114,14,0,170,653,434,767,1201,8054,8179,2437,2102,6594,9849,17085,20130,37215
105154150,211,591,992,1169,2161,501,331,8,3,188,659,697,993,1690,336,135,4,4,217,778,557,917,1474,15939,16124,1503,1496,11675,14066,29117,31686,60803
105154450,107,334,634,703,1337,342,198,4,0,117,409,463,607,1070,222,113,0,0,141,474,363,587,950,11446,11553,1113,1089,8151,9682,20710,22324,43034
105156650,268,716,1188,1378,2566,633,329,3,3,260,686,896,1018,1914,350,167,3,3,264,906,617,1076,1693,18471,18607,2258,2186,15183,16832,35912,37625,73537
105157151,284,827,1350,1716,3066,880,607,15,7,284,1073,1179,1687,2866,485,246,3,3,324,1097,812,1346,2158,19511,19853,3144,3190,13838,16945,36493,39988,76481
105157152,201,538,938,1093,2031,521,325,8,4,198,621,727,950,1677,255,108,6,3,186,606,447,717,1164,23313,23624,2509,2575,13931,15922,39753,42121,81874
105200351,126,353,518,631,1149,291,129,7,3,122,385,420,517,937,159,74,0,0,106,382,265,456,721,11093,11141,529,551,9354,10514,20976,22206,43182
105200353,182,483,713,865,1578,409,267,0,6,181,545,590,818,1408,236,113,5,3,172,540,413,656,1069,12083,12135,768,763,10277,11488,23128,24386,47514
105200355,171,442,661,867,1528,401,250,0,3,175,563,576,816,1392,210,92,0,0,208,527,418,619,1037,10933,11015,1036,1067,7912,9325,19881,21407,41288
105201550,399,936,1691,1785,3476,839,453,7,5,326,899,1172,1357,2529,448,186,0,0,249,877,697,1063,1760,26355,26495,2121,2133,21750,22904,50226,51532,101758
105252851,350,905,1303,1559,2862,646,309,3,0,274,833,923,1142,2065,294,118,0,3,230,679,524,800,1324,20150,20244,1554,1567,20356,23057,42060,44868,86928
105252854,87,353,600,642,1242,266,121,6,3,105,325,377,449,826,124,37,3,0,74,251,201,288,489,14374,14455,707,708,11457,12429,26538,27592,54130
105254901,261,700,883,1103,1986,368,188,5,4,175,549,548,741,1289,145,63,4,3,132,391,281,457,738,18659,18836,1964,2028,15531,17297,36154,38161,74315
105254904,61,232,347,378,725,154,72,0,0,62,213,216,285,501,72,19,0,0,51,172,123,191,314,14934,15064,1113,1121,9740,10652,25787,26837,52624
105301450,76,237,401,442,843,168,95,0,0,76,238,244,333,577,93,53,3,0,59,244,155,297,452,11246,11372,1575,1631,6550,7594,19371,20597,39968
105301501,118,344,409,527,936,168,98,6,5,83,286,257,389,646,79,32,3,0,72,215,154,247,401,13229,13341,1822,1880,11308,12991,26359,28212,54571
105301504,137,359,495,583,1078,190,134,3,4,100,293,293,431,724,96,50,7,0,63,255,166,305,471,11943,12078,2086,2145,10368,12307,24397,26530,50927
105308400,79,195,353,381,734,144,80,5,0,63,182,212,262,474,77,43,3,0,49,187,129,230,359,8534,8665,1324,1371,5289,5657,15147,15693,30840
105350150,120,298,466,513,979,221,131,0,5,125,269,346,405,751,129,47,5,0,101,294,235,341,576,6956,7013,1386,1372,6522,7670,14864,16055,30919
105351300,77,254,338,430,768,215,117,0,0,76,269,291,386,677,115,46,0,0,80,257,195,303,498,5786,5861,564,560,5685,6467,12035,12888,24923
105351521,62,189,366,400,766,213,103,3,0,65,212,281,315,596,90,40,0,0,61,249,151,289,440,7731,7830,1037,1035,5522,6223,14290,15088,29378
105351524,103,303,430,576,1006,271,145,4,3,91,369,366,517,883,162,57,3,4,84,354,249,415,664,6852,6955,1389,1432,4739,6477,12980,14864,27844
105357100,85,227,331,394,725,174,86,0,0,57,204,231,290,521,81,43,3,3,78,253,162,299,461,6726,6784,535,537,5872,6035,13133,13356,26489
105400200,123,267,504,495,999,203,126,0,0,116,323,319,449,768,115,55,0,0,110,339,225,394,619,13632,13725,1032,970,12274,11506,26938,26201,53139
105403950,246,641,899,1066,1965,411,235,8,3,226,659,645,897,1542,208,90,3,3,175,611,386,704,1090,19186,19266,1569,1604,14756,16207,35511,37077,72588
105406251,68,158,217,283,500,119,63,0,3,47,170,166,236,402,58,28,0,0,55,220,113,248,361,8474,8454,1064,1050,8019,7612,17557,17116,34673
105406252,140,305,518,579,1097,284,162,7,3,105,361,396,526,922,133,71,0,3,118,384,251,458,709,9106,9170,820,848,6939,7947,16865,17965,34830
105406253,100,262,477,510,987,215,125,0,0,83,273,298,398,696,100,53,3,0,93,323,196,376,572,7939,7999,726,764,4986,5809,13651,14572,28223
105406254,82,199,276,325,601,135,82,3,3,55,201,193,286,479,89,34,0,3,62,217,151,254,405,6135,6171,379,376,5828,5847,12342,12394,24736
105450900,196,593,803,1012,1815,354,216,10,3,170,512,534,731,1265,188,91,4,3,161,588,353,682,1035,13916,14148,2517,2709,9463,11998,25896,28855,54751
105453800,116,311,473,559,1032,212,147,6,3,121,293,339,443,782,115,61,4,4,98,308,217,373,590,11195,11400,2015,2080,8416,9213,21626,22693,44319
105456351,178,452,631,748,1379,209,141,5,3,154,377,368,521,889,128,56,3,4,112,353,243,413,656,16745,16909,3001,3095,14788,15905,34534,35909,70443
105456354,151,417,580,688,1268,266,133,3,3,122,391,391,527,918,120,68,4,0,105,395,229,463,692,14994,15190,2667,2763,10684,12779,28345,30732,59077
105530751,159,353,509,588,1097,205,114,3,3,108,302,316,419,735,87,46,0,0,67,270,154,316,470,21012,21238,2252,2320,12629,13819,35893,37377,73270
105530752,246,747,899,1171,2070,389,220,6,3,223,569,618,792,1410,170,88,9,3,134,505,313,596,909,18448,18583,1985,2043,15032,16393,35465,37019,72484
105530753,150,463,562,692,1254,193,113,3,3,124,328,320,444,764,92,25,0,0,60,260,152,285,437,16275,16360,2247,2327,14923,17454,33445,36141,69586
105554100,34,91,150,173,323,97,69,0,0,29,114,126,183,309,64,25,0,4,46,157,110,186,296,2499,2528,298,284,1439,2009,4236,4821,9057
105554700,60,198,264,363,627,139,93,0,0,60,214,199,307,506,104,53,5,0,67,274,176,327,503,6072,6175,971,921,4024,5165,11067,12261,23328
105555350,57,200,249,340,589,166,105,0,0,62,220,228,325,553,124,62,0,0,75,325,199,387,586,5015,5177,877,856,2991,4710,8883,10743,19626
105555950,124,393,463,614,1077,181,123,8,3,128,374,317,500,817,141,61,3,3,119,465,263,529,792,9581,9711,3697,3535,9081,12345,22359,25591,47950
105556700,269,744,1142,1383,2525,634,398,3,0,258,886,895,1284,2179,353,171,0,0,275,913,628,1084,1712,19873,20071,2314,2326,15264,18691,37451,41088,78539
105558250,129,355,628,724,1352,387,216,5,0,129,430,521,646,1167,225,108,0,0,159,583,384,691,1075,13153,13382,1791,1715,8623,11337,23567,26434,50001
105604001,98,330,563,674,1237,355,242,4,0,120,372,479,614,1093,213,98,0,3,139,468,352,569,921,14592,14844,1097,1110,8245,9440,23934,25394,49328
105604004,173,576,996,1193,2189,570,384,3,0,190,611,763,995,1758,329,145,0,3,221,715,550,863,1413,19261,19590,1556,1580,11846,14269,32663,35439,68102
105604500,198,704,1454,1612,3066,884,647,15,0,237,862,1136,1509,2645,638,327,6,0,293,1106,937,1433,2370,24252,24867,1354,1324,11988,15925,37594,42116,79710
105607421,120,345,637,691,1328,319,153,0,6,79,346,398,505,903,141,63,4,0,87,317,232,380,612,16733,16998,1213,1252,8841,10463,26787,28713,55500
105607423,55,163,404,384,788,182,99,0,0,59,186,241,285,526,94,42,3,3,51,193,148,238,386,12240,12500,839,854,6205,6752,19284,20106,39390
105607425,63,195,359,393,752,164,88,0,0,70,173,234,261,495,78,34,0,0,58,193,136,227,363,9279,9449,591,595,5231,5944,15101,15988,31089
105655150,80,224,359,432,791,227,163,10,3,65,267,302,433,735,156,68,0,0,114,352,270,420,690,6994,7130,1874,1867,4933,5961,13801,14958,28759
105656370,115,361,606,753,1359,357,230,10,9,141,401,508,640,1148,227,102,4,4,163,497,394,603,997,11548,11755,1677,1726,6661,7875,19886,21356,41242
105658000,329,964,1528,1878,3406,866,583,11,5,322,1140,1199,1728,2927,541,268,9,3,443,1405,993,1676,2669,27475,27880,4472,4596,18100,21077,50047,53553,103600
105703101,197,677,973,1340,2313,647,454,17,10,218,721,882,1185,2067,412,229,12,4,276,789,700,1022,1722,13136,13351,1800,1882,8171,10646,23107,25879,48986
105703104,366,895,1243,1533,2776,584,406,17,11,369,945,970,1362,2332,360,204,3,4,321,1024,684,1232,1916,16006,16211,3331,3412,13858,17145,33195,36768,69963
105708551,349,732,1270,1425,2695,582,365,15,14,317,691,914,1070,1984,285,146,3,5,254,666,542,817,1359,13401,13632,2684,2800,10812,12980,26897,29412,56309
105708554,233,656,912,1201,2113,497,338,6,4,253,647,756,989,1745,296,137,3,3,229,687,528,827,1355,12041,12177,2447,2533,10201,13051,24689,27761,52450
110051720,141,345,518,610,1128,209,139,5,4,131,349,345,492,837,99,36,6,0,97,304,202,340,542,8479,8615,1993,2053,6880,7784,17352,18452,35804
110054651,234,572,917,1080,1997,459,320,8,6,213,551,680,877,1557,246,113,3,0,186,566,435,679,1114,11685,11917,1722,1783,8506,9965,21913,23665,45578
110054653,184,585,932,1165,2097,513,346,11,4,207,608,731,958,1689,307,145,4,0,194,575,505,720,1225,14591,14863,2501,2592,10018,11854,27110,29309,56419
