region_id,Ot_ty_Ed_Ins_Pt_st_C01_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,O_t_E_I_F_P_s_s_ns_C01_M,O_t_E_I_F_P_s_s_ns_C01_F,O_t_E_I_F_P_s_s_ns_C01_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,Oth_ty_Edu_Ins_Tot_C01_M,Oth_ty_Edu_Ins_Tot_C01_F,Oth_ty_Edu_Ins_Tot_C01_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Type_Educ_Insti_ns_C01_M,Type_Educ_Insti_ns_C01_F,Type_Educ_Insti_ns_C01_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
105154150,454,136,256,392,138,280,418,3,5,8,3,10,13,3,11,14,274,379,653,201,330,531,269,425,694,1720,1877,3597,2721,2690,5411,2105,2192,4297,258,375,633,252,341,593,316,474,790,10541,10608,21149,11769,11833,23602,11924,12190,24114
105154450,351,86,179,265,107,204,311,3,9,12,6,7,13,3,3,6,231,272,503,145,229,374,200,284,484,1227,1369,2596,1962,2070,4032,1533,1641,3174,218,237,455,169,281,450,267,385,652,7706,7683,15389,8556,8868,17424,8819,9134,17953
105156650,581,147,268,415,241,316,557,13,10,23,19,11,30,10,9,19,405,489,894,309,393,702,497,555,1052,2899,3156,6055,4682,4531,9213,3934,3704,7638,414,452,866,385,429,814,425,521,946,12802,13086,25888,14891,14529,29420,15245,14835,30080
105157151,642,144,292,436,179,310,489,0,3,3,0,7,7,3,7,10,311,468,779,181,350,531,227,388,615,1776,1980,3756,3652,3667,7319,2672,2732,5404,219,295,514,253,262,515,224,262,486,12575,12998,25573,13973,14370,28343,13848,14501,28349
105157152,663,172,340,512,174,325,499,3,8,11,0,10,10,0,5,5,320,498,818,217,427,644,230,390,620,1461,1584,3045,2317,2515,4832,1980,2207,4187,168,249,417,138,179,317,163,198,361,17177,16908,34085,16699,16683,33382,16337,16512,32849
105200351,299,100,167,267,118,191,309,3,4,7,18,7,25,8,8,16,198,254,452,182,261,443,240,324,564,1921,2024,3945,3094,3150,6244,3065,2971,6036,151,162,313,144,181,325,170,256,426,8963,9026,17989,10159,10286,20445,11300,11390,22690
105200353,288,92,172,264,92,194,286,4,3,7,11,11,22,3,9,12,191,236,427,153,246,399,157,307,464,1958,1728,3686,3189,2954,6143,3018,2625,5643,106,131,237,98,140,238,115,124,239,9410,9016,18426,10433,10391,20824,11187,10899,22086
105200355,248,58,132,190,88,154,242,3,4,7,8,3,11,0,0,0,134,185,319,92,169,261,127,216,343,873,998,1871,1601,1648,3249,1509,1581,3090,86,127,213,93,94,187,94,140,234,6983,6847,13830,7581,7494,15075,7987,8252,16239
105201550,839,211,449,660,344,501,845,19,19,38,19,17,36,18,18,36,625,751,1376,404,649,1053,737,851,1588,4949,5047,9996,6911,6541,13452,6239,5827,12066,452,560,1012,405,541,946,427,594,1021,20924,20352,41276,21952,21470,43422,23181,22255,45436
105252851,756,185,380,565,201,423,624,20,13,33,40,44,84,17,24,41,529,615,1144,370,680,1050,468,821,1289,3638,3547,7185,5764,5573,11337,4965,5012,9977,196,251,447,178,207,385,214,259,473,16908,16764,33672,18462,18731,37193,19420,20171,39591
105252854,388,105,183,288,83,173,256,5,14,19,5,16,21,12,10,22,226,315,541,165,274,439,185,310,495,1589,1533,3122,2410,2282,4692,2069,1995,4064,92,97,189,85,104,189,82,103,185,12194,11880,24074,11474,11497,22971,10837,10892,21729
105254901,570,138,233,371,153,280,433,12,6,18,21,26,47,16,9,25,415,481,896,289,390,679,314,476,790,2761,2700,5461,5082,4945,10027,5095,5154,10249,169,236,405,131,205,336,197,322,519,14966,14956,29922,16615,16798,33413,17994,18632,36626
105254904,255,85,167,252,74,204,278,0,3,3,0,9,9,7,7,14,128,193,321,119,209,328,134,287,421,1617,1536,3153,3176,3242,6418,2416,2376,4792,103,146,249,68,118,186,117,190,307,9710,9566,19276,12386,12420,24806,12923,13159,26082
105301450,183,64,148,212,67,179,246,0,0,0,5,3,8,3,5,8,58,156,214,89,183,272,96,222,318,730,740,1470,1356,1520,2876,1399,1359,2758,72,94,166,62,81,143,58,86,144,6677,6856,13533,7852,8265,16117,8844,9235,18079
105301501,363,85,174,259,106,198,304,0,4,4,3,10,13,5,10,15,188,277,465,116,229,345,175,283,458,2190,2389,4579,3459,3606,7065,2630,2988,5618,124,193,317,110,137,247,108,165,273,13833,13632,27465,13306,13418,26724,12172,12680,24852
105301504,313,99,179,278,107,221,328,5,3,8,4,13,17,6,4,10,165,269,434,124,243,367,158,290,448,1619,1654,3273,2772,2760,5532,2667,2609,5276,107,142,249,85,125,210,108,115,223,11183,11181,22364,11180,11573,22753,11154,11654,22808
105308400,155,39,133,172,52,125,177,0,3,3,0,0,0,0,0,0,61,130,191,53,156,209,87,159,246,710,712,1422,1332,1287,2619,1147,1127,2274,89,81,170,64,83,147,23,49,72,6020,5947,11967,6666,6542,13208,6674,6769,13443
105350150,359,101,153,254,99,169,268,8,3,11,5,4,9,3,8,11,242,321,563,179,223,402,229,306,535,1410,1412,2822,2029,1844,3873,1541,1449,2990,223,290,513,245,262,507,179,259,438,6230,6262,12492,6848,6702,13550,6487,6674,13161
105351300,255,80,120,200,84,155,239,6,11,17,5,3,8,4,5,9,246,340,586,173,195,368,240,272,512,899,925,1824,1516,1437,2953,1224,1057,2281,278,301,579,185,277,462,211,275,486,5114,5308,10422,5733,5920,11653,5724,5834,11558
105351521,181,65,104,169,67,140,207,0,3,3,0,0,0,0,4,4,109,143,252,93,162,255,118,236,354,601,635,1236,1374,1310,2684,1620,1491,3111,124,152,276,143,189,332,188,317,505,3899,4027,7926,5056,5243,10299,6464,6710,13174
105351524,259,61,127,188,62,143,205,0,3,3,0,3,3,0,4,4,122,189,311,77,152,229,74,174,248,952,1087,2039,1455,1552,3007,1138,1101,2239,97,155,252,91,136,227,87,130,217,4182,4464,8646,4670,4913,9583,4730,4982,9712
105357100,210,67,109,176,83,135,218,3,3,6,4,8,12,3,3,6,192,201,393,133,196,329,186,236,422,731,768,1499,1662,1553,3215,1531,1421,2952,201,228,429,208,262,470,233,270,503,5169,5077,10246,6445,6205,12650,6478,6157,12635
105400200,409,170,227,397,238,344,582,8,10,18,6,12,18,20,25,45,316,369,685,346,396,742,640,668,1308,3591,2158,5749,5874,3829,9703,4967,3213,8180,287,241,528,303,351,654,336,482,818,11384,9407,20791,14504,12110,26614,14962,12924,27886
105403950,491,181,253,434,221,316,537,9,9,18,7,13,20,19,10,29,280,397,677,265,383,648,393,506,899,2558,2602,5160,4021,3902,7923,3904,3840,7744,231,268,499,220,360,580,325,468,793,12956,12676,25632,14515,14264,28779,15761,15918,31679
105406251,420,122,159,281,196,240,436,5,12,17,3,4,7,6,5,11,252,359,611,222,255,477,406,484,890,2427,1911,4338,3371,2396,5767,3172,2213,5385,339,288,627,504,481,985,631,711,1342,7191,6586,13777,8783,7303,16086,9089,8227,17316
105406252,297,77,145,222,79,155,234,3,5,8,4,0,4,9,5,14,182,204,386,124,181,305,127,228,355,1071,1082,2153,1721,1616,3337,1213,1296,2509,151,218,369,167,247,414,216,291,507,6756,6756,13512,7250,7098,14348,7267,7408,14675
105406253,202,54,93,147,67,126,193,0,0,0,3,0,3,4,0,4,116,140,256,73,116,189,110,171,281,580,641,1221,1028,1054,2082,887,1051,1938,87,89,176,87,133,220,109,188,297,4678,4699,9377,4901,4976,9877,5324,5671,10995
105406254,119,63,76,139,67,105,172,7,4,11,3,3,6,3,12,15,81,128,209,96,132,228,141,196,337,1028,994,2022,1691,1542,3233,1940,1792,3732,88,87,175,72,73,145,71,92,163,5105,4943,10048,5844,5573,11417,6496,6326,12822
105450900,517,119,278,397,130,262,392,3,9,12,4,5,9,3,0,3,237,416,653,181,354,535,185,316,501,1184,1262,2446,1986,2200,4186,2210,2243,4453,294,348,642,286,339,625,226,269,495,11778,12086,23864,11485,12017,23502,11625,12200,23825
105453800,301,56,159,215,80,185,265,5,3,8,3,3,6,0,5,5,134,234,368,76,196,272,117,229,346,1637,1591,3228,2342,2216,4558,1996,1861,3857,77,109,186,87,110,197,94,105,199,9875,9990,19865,10295,10119,20414,9809,9894,19703
105456351,426,85,216,301,115,282,397,3,0,3,4,4,8,5,4,9,218,320,538,134,285,419,166,390,556,2639,2202,4841,3971,3661,7632,3734,3333,7067,115,169,284,141,181,322,121,164,285,15432,15154,30586,15430,15173,30603,15275,15404,30679
105456354,447,113,218,331,133,253,386,4,5,9,10,10,20,3,5,8,204,335,539,153,276,429,174,323,497,1703,1920,3623,2372,2673,5045,2115,2423,4538,112,131,243,85,135,220,91,115,206,11832,12167,23999,12179,12787,24966,12085,12968,25053
105530751,361,120,242,362,178,320,498,5,3,8,3,9,12,4,8,12,190,295,485,220,337,557,303,470,773,2027,1532,3559,3470,2675,6145,2832,2095,4927,191,231,422,252,341,593,315,503,818,12278,11629,23907,15052,14239,29291,17217,16544,33761
105530752,435,147,269,416,216,341,557,7,7,14,15,13,28,5,12,17,271,355,626,251,385,636,404,563,967,1986,2024,4010,3634,3588,7222,3185,3101,6286,178,247,425,257,318,575,270,414,684,13685,13629,27314,14806,14944,29750,15334,15954,31288
105530753,353,102,165,267,151,241,392,8,6,14,14,10,24,12,12,24,180,304,484,178,249,427,262,393,655,3079,3047,6126,4664,4710,9374,4188,4104,8292,127,195,322,153,260,413,184,316,500,15720,15537,31257,17127,17214,34341,17704,17776,35480
105554100,96,17,56,73,19,43,62,0,0,0,0,4,4,0,0,0,40,82,122,23,76,99,26,46,72,288,384,672,492,487,979,307,347,654,55,67,122,50,72,122,43,59,102,2578,1945,4523,2616,2061,4677,2371,1972,4343
105554700,356,85,132,217,69,138,207,0,3,3,3,0,3,0,3,3,157,276,433,121,170,291,103,158,261,800,881,1681,1046,997,2043,642,733,1375,169,247,416,194,246,440,189,205,394,4995,4994,9989,5150,4855,10005,5080,4996,10076
105555350,334,56,138,194,57,106,163,0,0,0,0,5,5,3,3,6,132,260,392,74,173,247,84,135,219,571,720,1291,948,1221,2169,990,1037,2027,170,244,414,137,190,327,148,199,347,3557,4207,7764,3768,4435,8203,4222,4557,8779
105555950,926,212,369,581,194,321,515,3,3,6,4,10,14,4,6,10,413,680,1093,276,478,754,265,413,678,1876,2121,3997,3378,3352,6730,2718,2723,5441,779,798,1577,670,633,1303,566,625,1191,7502,8534,16036,8652,9245,17897,8434,9114,17548
105556700,826,189,312,501,217,344,561,3,6,9,5,6,11,5,12,17,459,617,1076,270,409,679,355,503,858,1892,2121,4013,3812,3742,7554,2947,2876,5823,682,818,1500,764,991,1755,839,1114,1953,14781,15486,30267,16627,17089,33716,17014,17626,34640
105558250,686,177,312,489,164,280,444,0,5,5,4,4,8,5,7,12,358,555,913,244,443,687,246,401,647,1458,1614,3072,2438,2522,4960,1807,1826,3633,455,580,1035,472,659,1131,569,656,1225,9035,9876,18911,10512,11245,21757,10680,11275,21955
105604001,419,94,206,300,110,204,314,0,3,3,4,3,7,0,7,7,195,286,481,128,236,364,145,244,389,1043,1280,2323,1339,1462,2801,1008,1177,2185,161,253,414,189,228,417,185,237,422,11024,11658,22682,10653,11012,21665,10492,10703,21195
105604004,693,196,329,525,186,308,494,11,11,22,3,6,9,6,10,16,377,513,890,256,421,677,269,421,690,1241,1449,2690,2129,2370,4499,1604,1656,3260,367,495,862,340,485,825,446,635,1081,12768,13744,26512,13757,14699,28456,14273,15073,29346
105604500,773,180,322,502,163,364,527,7,14,21,10,7,17,4,4,8,378,575,953,244,382,626,237,437,674,1398,1699,3097,1956,2316,4272,2052,2313,4365,501,693,1194,459,616,1075,566,664,1230,17210,18435,35645,17047,18023,35070,18693,19625,38318
105607421,361,95,170,265,105,229,334,3,0,3,4,3,7,5,3,8,204,298,502,180,325,505,198,370,568,842,869,1711,1345,1429,2774,1264,1292,2556,173,253,426,196,288,484,260,377,637,9982,9981,19963,10801,11153,21954,11592,11853,23445
105607423,164,70,151,221,84,176,260,0,0,0,0,3,3,0,5,5,86,123,209,102,186,288,123,218,341,662,658,1320,1296,1368,2664,1044,1036,2080,90,113,203,106,150,256,115,182,297,6100,6125,12225,8657,8645,17302,9506,9556,19062
105607425,280,75,120,195,61,120,181,3,6,9,0,0,0,3,7,10,137,204,341,98,157,255,85,160,245,619,627,1246,890,904,1794,726,693,1419,160,195,355,137,190,327,187,236,423,6977,6783,13760,6956,6687,13643,6781,6432,13213
105655150,398,83,183,266,85,171,256,3,5,8,0,7,7,5,3,8,199,325,524,143,244,387,133,222,355,1440,1359,2799,1779,1820,3599,1391,1326,2717,546,497,1043,466,458,924,352,370,722,5851,5895,11746,6235,6332,12567,6173,6412,12585
105656370,406,70,208,278,96,191,287,0,0,0,3,0,3,0,12,12,164,307,471,92,258,350,128,239,367,1377,1594,2971,2024,1947,3971,1350,1431,2781,197,231,428,197,225,422,182,191,373,7789,8048,15837,8342,8420,16762,8239,8524,16763
105658000,1037,253,497,750,284,544,828,11,4,15,13,12,25,5,8,13,500,805,1305,381,653,1034,396,684,1080,2773,2833,5606,4470,4351,8821,3305,3474,6779,563,663,1226,548,723,1271,498,656,1154,17976,18238,36214,20282,20227,40509,20707,21097,41804
105703101,349,84,184,268,86,224,310,4,0,4,0,8,8,5,3,8,140,274,414,102,228,330,131,262,393,1094,1189,2283,2247,2529,4776,1844,1978,3822,103,153,256,133,172,305,114,141,255,9199,9420,18619,9838,10416,20254,9591,10259,19850
105703104,538,141,303,444,158,338,496,4,9,13,14,12,26,0,5,5,243,419,662,197,398,595,218,431,649,2010,2150,4160,4366,4686,9052,3360,3588,6948,137,216,353,134,242,376,120,173,293,12668,13173,25841,14399,15045,29444,13764,14839,28603
105708551,297,59,215,274,93,204,297,0,3,3,6,3,9,6,10,16,122,243,365,86,252,338,121,256,377,1160,1288,2448,2489,2774,5263,2393,2648,5041,61,74,135,56,86,142,51,75,126,8733,8830,17563,10315,10891,21206,10918,11789,22707
105708554,308,75,197,272,88,215,303,0,3,3,0,8,8,3,4,7,113,267,380,97,244,341,123,278,401,1361,1609,2970,2430,2752,5182,2295,2453,4748,78,105,183,55,77,132,69,76,145,9365,9835,19200,9873,10653,20526,10217,11037,21254
110051720,164,49,86,135,68,120,188,0,0,0,0,7,7,5,6,11,58,139,197,62,116,178,93,162,255,1677,1290,2967,2003,1681,3684,2163,1704,3867,66,67,133,58,65,123,84,85,169,6862,6812,13674,7184,6820,14004,7643,7390,15033
110054651,215,56,132,188,75,121,196,0,3,3,5,10,15,0,3,3,91,174,265,70,159,229,91,157,248,992,1052,2044,1689,1958,3647,1522,1660,3182,59,70,129,39,68,107,54,92,146,8261,8406,16667,8674,8814,17488,8267,8729,16996
110054653,336,89,167,256,96,172,268,0,3,3,0,0,0,3,0,3,141,256,397,106,219,325,119,229,348,890,955,1845,2025,2111,4136,1574,1672,3246,59,93,152,81,101,182,79,85,164,9870,10153,20023,10398,10635,21033,10221,10661,20882
110054655,244,40,121,161,66,144,210,0,6,6,7,5,12,3,5,8,118,197,315,69,156,225,105,186,291,1015,986,2001,1501,1587,3088,1337,1326,2663,57,96,153,92,108,200,68,68,136,7227,7221,14448,7276,7508,14784,7080,7195,14275
110055050,202,62,159,221,77,175,252,3,0,3,5,3,8,3,3,6,92,185,277,89,235,324,123,223,346,719,789,1508,1925,2028,3953,1924,1919,3843,35,50,85,50,54,104,56,54,110,7992,8156,16148,9412,9856,19268,10041,10435,20476
110055903,280,65,147,212,74,148,222,3,3,6,5,0,5,5,4,9,124,223,347,95,204,299,122,210,332,1197,1281,2478,2273,2074,4347,1779,1511,3290,170,166,336,197,202,399,225,201,426,6905,7246,14151,7558,7833,15391,7638,7688,15326
110055904,176,39,78,117,55,116,171,0,3,3,0,3,3,0,0,0,71,158,229,59,108,167,91,150,241,655,731,1386,1223,1336,2559,1210,1310,2520,140,214,354,160,159,319,194,188,382,6257,6429,12686,6708,6871,13579,7183,7179,14362
110055905,281,75,112,187,75,133,208,3,5,8,4,3,7,3,3,6,127,218,345,97,149,246,98,177,275,961,1079,2040,1764,1861,3625,1832,1810,3642,99,105,204,105,133,238,126,128,254,7216,7692,14908,7820,8088,15908,8320,8706,17026
110056400,281,44,169,213,63,200,263,3,3,6,0,8,8,5,5,10,130,231,361,68,207,275,96,247,343,1161,1097,2258,2171,2202,4373,2093,2154,4247,110,93,203,111,119,230,84,120,204,8127,8144,16271,8902,9046,17948,9035,9548,18583
110102700,41,3,22,25,9,24,33,0,0,0,0,0,0,0,0,0,10,39,49,13,33,46,9,30,39,152,163,315,282,313,595,242,248,490,12,14,26,10,12,22,3,11,14,1154,1132,2286,1174,1260,2434,1113,1190,2303
110103050,14,5,11,16,3,15,18,0,0,0,0,4,4,0,0,0,6,11,17,5,15,20,3,15,18,75,61,136,153,160,313,133,112,245,0,3,3,8,12,20,8,4,12,591,561,1152,602,649,1251,555,563,1118
110103320,115,20,56,76,21,69,90,0,0,0,0,3,3,3,3,6,62,96,158,28,82,110,27,86,113,560,575,1135,1229,1306,2535,1313,1425,2738,52,66,118,46,56,102,45,56,101,3629,3759,7388,4229,4367,8596,4151,4497,8648
110105650,51,21,30,51,19,39,58,0,3,3,0,0,0,0,0,0,14,49,63,24,38,62,22,43,65,618,316,934,855,567,1422,993,614,1607,24,16,40,28,19,47,12,23,35,2450,2236,4686,2634,2388,5022,2689,2351,5040
110107000,102,30,53,83,32,66,98,3,0,3,0,0,0,0,0,0,90,77,167,72,70,142,51,74,125,457,449,906,737,674,1411,753,619,1372,40,54,94,40,28,68,31,39,70,3251,3191,6442,3620,3449,7069,3506,3461,6967
110107620,35,5,35,40,5,40,45,0,0,0,0,0,0,3,0,3,16,25,41,5,35,40,8,40,48,304,252,556,406,411,817,447,452,899,10,19,29,25,20,45,40,32,72,1798,1826,3624,1752,1800,3552,1887,1950,3837
115054400,80,17,53,70,29,59,88,0,0,0,0,3,3,0,3,3,26,62,88,23,69,92,33,75,108,309,293,602,465,535,1000,425,425,850,16,38,54,22,38,60,37,42,79,2947,2831,5778,2844,2926,5770,2783,2841,5624
115056900,192,65,101,166,65,172,237,6,6,12,0,0,0,3,6,9,87,169,256,83,133,216,90,218,308,976,1089,2065,2070,2144,4214,1612,1670,3282,42,65,107,46,52,98,29,46,75,8566,8606,17172,9450,9490,18940,9214,9695,18909
115058451,482,150,259,409,155,286,441,3,0,3,9,7,16,3,8,11,259,373,632,211,325,536,249,385,634,2071,2153,4224,3649,3578,7227,3123,2961,6084,502,546,1048,439,524,963,571,536,1107,14929,15179,30108,15997,15889,31886,17280,16973,34253
115058454,375,82,234,316,100,246,346,5,5,10,6,4,10,4,8,12,177,309,486,116,286,402,155,307,462,1659,1685,3344,3168,3226,6394,2643,2761,5404,84,122,206,115,113,228,105,138,243,13387,13095,26482,13866,13970,27836,13687,13905,27592
115076951,146,35,92,127,44,102,146,3,0,3,0,0,0,3,0,3,58,115,173,50,105,155,63,127,190,619,611,1230,1175,1244,2419,1828,1307,3135,34,38,72,27,33,60,30,43,73,4437,4611,9048,4717,4941,9658,5470,5193,10663
115106952,204,51,104,155,58,146,204,3,6,9,3,3,6,4,3,7,88,169,257,77,133,210,85,186,271,1145,1170,2315,1921,2054,3975,1918,2071,3989,76,95,171,84,92,176,79,109,188,7177,7410,14587,7710,7961,15671,7470,7986,15456
115108350,170,61,137,198,54,137,191,4,5,9,0,6,6,0,3,3,71,163,234,76,163,239,86,163,249,883,907,1790,1405,1621,3026,1146,1292,2438,76,128,204,86,114,200,136,129,265,6235,6505,12740,6275,6879,13154,6094,6697,12791
120057554,172,50,128,178,68,129,197,3,4,7,0,6,6,0,0,0,81,145,226,67,157,224,100,191,291,791,923,1714,2206,2384,4590,1848,2203,4051,167,220,387,196,211,407,191,245,436,5287,5515,10802,6898,7387,14285,6806,7841,14647
120057556,35,7,25,32,17,44,61,0,0,0,0,0,0,0,0,0,17,28,45,7,31,38,24,49,73,146,139,285,252,274,526,301,265,566,20,16,36,38,46,84,42,42,84,1085,1134,2219,1345,1431,2776,1688,1760,3448
120074851,157,32,91,123,48,93,141,3,3,6,0,0,0,3,3,6,76,115,191,44,109,153,66,125,191,618,621,1239,948,1052,2000,793,822,1615,68,111,179,87,119,206,63,98,161,4907,5354,10261,4931,5445,10376,4640,5147,9787
120100250,169,34,113,147,49,101,150,3,6,9,0,0,0,5,0,5,59,146,205,46,128,174,66,125,191,579,608,1187,1141,1357,2498,1124,1156,2280,95,106,201,99,121,220,92,103,195,5161,5333,10494,5352,5956,11308,5297,5755,11052
120101350,245,51,149,200,60,136,196,0,0,0,3,3,6,0,0,0,88,209,297,75,178,253,87,179,266,865,816,1681,1558,1448,3006,1237,1051,2288,670,659,1329,406,500,906,454,520,974,5057,5121,10178,5181,5347,10528,4868,5149,10017
120104550,32,5,24,29,12,12,24,0,0,0,0,0,0,0,0,0,17,26,43,14,36,50,18,18,36,181,175,356,261,282,543,304,295,599,3,7,10,20,8,28,9,14,23,1404,1414,2818,1342,1422,2764,1215,1337,2552
120104854,47,20,37,57,18,36,54,0,0,0,0,5,5,0,0,0,28,39,67,28,52,80,26,42,68,253,238,491,361,316,677,403,335,738,55,77,132,28,37,65,37,32,69,1920,2060,3980,1914,2051,3965,1933,1991,3924
120106611,33,13,29,42,9,26,35,0,3,3,0,3,3,0,3,3,16,37,53,16,42,58,12,36,48,159,180,339,330,364,694,427,426,853,7,11,18,11,4,15,3,17,20,1309,1457,2766,1445,1592,3037,1529,1680,3209
120106612,37,6,37,43,11,26,37,0,0,0,0,0,0,0,0,0,14,31,45,9,49,58,17,39,56,262,237,499,366,358,724,332,332,664,10,15,25,14,12,26,18,23,41,1541,1535,3076,1646,1721,3367,1507,1638,3145
120107558,72,22,50,72,23,58,81,3,3,6,0,0,0,7,0,7,63,57,120,30,58,88,39,77,116,392,470,862,796,764,1560,759,768,1527,66,70,136,27,49,76,35,50,85,2888,3034,5922,3114,3223,6337,3056,3331,6387
