region_id,Med_age_persns_C2001,Med_age_persns_C2006,Med_age_persns_C2011,Med_mortg_rep_mon_C2001,Med_mortg_rep_mon_C2006,Med_mortg_rep_mon_C2011,Med_person_inc_we_C2001,Med_person_inc_we_C2006,Med_person_inc_we_C2011,Med_rent_weekly_C2001,Med_rent_weekly_C2006,Med_rent_weekly_C2011,Med_Famly_inc_we_C2001,Med_Famly_inc_we_C2006,Med_Famly_inc_we_C2011,Avg_num_p_per_brm_C2001,Avg_num_p_per_brm_C2006,Avg_num_p_per_brm_C2011,Med_tot_hh_inc_wee_C2001,Med_tot_hh_inc_wee_C2006,Med_tot_hh_inc_wee_C2011,Average_hh_size_C2001,Average_hh_size_C2006,Average_hh_size_C2011
105051100,36,37,37,1347,1950,2500,392,458,582,200,225,333,974,1185,1488,1.3,1.2,1.2,815,993,1241,2.7,2.6,2.6
105054800,35,36,37,1733,2400,3000,691,879,1068,300,350,480,1703,2307,2738,1.1,1.1,1.1,1269,1669,2223,2.2,2.2,2.3
105055200,34,35,36,1350,1950,2470,467,591,767,210,250,370,1140,1465,1964,1.2,1.2,1.2,962,1183,1600,2.4,2.3,2.3
105057201,34,31,32,1888,2167,2600,602,647,748,400,450,600,1178,1287,1624,1.3,1.4,1.4,977,1108,1414,2.0,2.1,2.1
105057204,34,35,35,1593,2018,2500,673,888,1055,260,310,438,1640,2186,2567,1.2,1.2,1.2,1025,1272,1679,1.7,1.7,1.7
105057205,33,33,33,1500,2126,2587,510,687,887,230,310,450,1214,1721,2227,1.2,1.2,1.2,928,1236,1667,2.1,2.0,2.0
105057206,30,31,31,1690,2167,2600,519,660,806,300,330,462,1395,1812,2273,1.2,1.2,1.3,1043,1251,1620,2.0,2.0,2.0
105106550,34,35,35,1525,2143,2600,489,587,711,280,310,445,1252,1577,2066,1.2,1.2,1.2,1022,1212,1574,2.4,2.4,2.4
105108050,35,35,35,1647,2383,3000,601,757,964,310,350,500,1473,1926,2495,1.2,1.2,1.2,1112,1391,1902,2.2,2.2,2.3
105108500,37,38,38,2102,2773,3234,767,965,1135,350,387,550,1908,2654,2831,1.1,1.1,1.1,1515,1888,2386,2.2,2.2,2.3
105154150,37,37,37,1300,1751,2167,411,455,538,210,240,350,1069,1227,1475,1.2,1.2,1.2,903,1068,1282,2.7,2.7,2.8
105154450,37,38,37,1354,1900,2167,453,510,600,235,260,380,1192,1369,1667,1.2,1.2,1.2,1021,1183,1460,2.7,2.7,2.8
105156650,37,37,36,1300,1809,2167,395,458,554,220,255,370,996,1183,1443,1.2,1.2,1.2,849,1038,1273,2.6,2.6,2.7
105157151,37,38,39,1400,2000,2448,501,593,713,230,260,370,1269,1557,1931,1.1,1.1,1.1,1044,1232,1521,2.5,2.5,2.5
105157152,34,36,38,1300,1900,2399,516,598,713,235,260,370,1422,1706,2084,1.1,1.1,1.1,1267,1478,1819,3.0,2.9,2.9
105200351,32,32,32,1185,1595,1868,288,312,368,200,220,320,789,896,1032,1.3,1.3,1.3,720,795,967,3.2,3.1,3.2
105200353,35,35,36,1114,1647,2000,324,351,395,160,200,285,900,1038,1155,1.2,1.2,1.2,776,864,1009,3.0,3.0,3.1
105200355,37,38,38,1213,1733,2200,408,472,568,190,240,330,1108,1302,1616,1.1,1.1,1.1,939,1113,1360,2.8,2.7,2.8
105201550,35,36,35,1127,1600,2000,325,366,429,170,190,300,838,1008,1149,1.3,1.3,1.3,730,837,1028,2.8,2.8,2.8
105252851,34,35,35,936,1400,1733,257,291,348,150,175,270,711,799,937,1.3,1.2,1.3,653,736,881,3.1,3.0,3.1
105252854,31,34,36,1083,1600,2000,340,368,422,190,220,330,997,1138,1331,1.2,1.1,1.1,1001,1133,1349,3.6,3.5,3.4
105254901,31,33,33,1083,1600,1998,364,403,468,150,180,270,929,1097,1270,1.2,1.2,1.2,819,961,1123,2.9,2.9,2.9
105254904,29,31,32,1337,1950,2227,451,486,568,220,250,370,1140,1289,1589,1.1,1.1,1.1,1128,1285,1609,3.5,3.5,3.6
105301450,30,32,34,1294,1805,2167,495,564,687,200,250,360,1225,1452,1865,1.1,1.1,1.1,1136,1343,1722,3.0,3.0,3.0
105301501,29,32,33,1000,1500,1800,392,457,547,150,180,260,970,1161,1391,1.1,1.1,1.1,890,1064,1265,3.1,3.0,3.0
105301504,30,32,33,997,1517,1820,403,467,544,150,185,260,1005,1182,1389,1.1,1.1,1.1,918,1084,1234,3.1,2.9,2.9
105308400,33,34,36,1083,1733,2167,416,499,614,160,200,270,1083,1320,1661,1.1,1.1,1.1,983,1206,1476,3.0,3.0,3.0
105350150,37,37,37,1300,1777,2167,437,511,626,220,250,360,1127,1318,1689,1.2,1.2,1.2,930,1115,1410,2.4,2.4,2.5
105351300,36,36,35,1452,1900,2167,371,401,490,240,280,400,1080,1218,1441,1.2,1.2,1.3,888,1079,1308,2.7,2.8,2.8
105351521,36,36,35,1517,2167,2500,487,591,697,295,330,490,1357,1692,1984,1.1,1.1,1.2,1167,1450,1760,2.8,2.7,2.7
105351524,37,38,39,1658,2167,2817,586,716,867,300,340,460,1484,1852,2341,1.1,1.1,1.1,1185,1454,1873,2.4,2.3,2.4
