region_id,C01_SH_FH_CF_no_ch,C01_SH_FH_CF_w_ch,C01_SH_FH_One_PFam,C01_SH_FH_oth_fa,C01_SH_FH_Tot,C01_SH_LP_H,C01_SH_GH,C01_SH_OH,C01_SH_Tot,C01_SDRTHT1S_FH_CF_no_ch,C01_SDRTHT1S_FH_CF_w_ch,C01_SDRTHT1S_FH_One_PFam,C01_SDRTHT1S_FH_oth_fa,C01_SDRTHT1S_FH_Tot,C01_SDRTHT1S_LP_H,C01_SDRTHT1S_GH,C01_SDRTHT1S_OH,C01_SDRTHT1S_Tot,C01_SDRTHT2S_FH_CF_no_ch,C01_SDRTHT2S_FH_CF_w_ch,C01_SDRTHT2S_FH_One_PFam,C01_SDRTHT2S_FH_oth_fa,C01_SDRTHT2S_FH_Tot,C01_SDRTHT2S_LP_H,C01_SDRTHT2S_GH,C01_SDRTHT2S_OH,C01_SDRTHT2S_Tot,C01_SDRTHT_FH_CF_no_ch,C01_SDRTHT_FH_CF_w_ch,C01_SDRTHT_FH_One_PFam,C01_SDRTHT_FH_oth_fa,C01_SDRTHT_FH_Tot,C01_SDRTHT_LP_H,C01_SDRTHT_GH,C01_SDRTHT_OH,C01_SDRTHT_Tot,C01_F_u_a_1_2_FH_CF_no_ch,C01_F_u_a_1_2_FH_CF_w_ch,C01_F_u_a_1_2_FH_One_PFam,C01_F_u_a_1_2_FH_oth_fa,C01_F_u_a_1_2_FH_Tot,C01_F_u_a_1_2_LP_H,C01_F_u_a_1_2_GH,C01_F_u_a_1_2_OH,C01_F_u_a_1_2_Tot,C01_F_u_a_3_FH_CF_no_ch,C01_F_u_a_3_FH_CF_w_ch,C01_F_u_a_3_FH_One_PFam,C01_F_u_a_3_FH_oth_fa,C01_F_u_a_3_FH_Tot,C01_F_u_a_3_LP_H,C01_F_u_a_3_GH,C01_F_u_a_3_OH,C01_F_u_a_3_Tot,C01_F_u_a_4m_FH_CF_no_ch,C01_F_u_a_4m_FH_CF_w_ch,C01_F_u_a_4m_FH_One_PFam,C01_F_u_a_4m_FH_oth_fa,C01_F_u_a_4m_FH_Tot,C01_F_u_a_4m_LP_H,C01_F_u_a_4m_GH,C01_F_u_a_4m_OH,C01_F_u_a_4m_Tot,C01_F_u_a_a_h_FH_CF_no_ch,C01_F_u_a_a_h_FH_CF_w_ch,C01_F_u_a_a_h_FH_One_PFam,C01_F_u_a_a_h_FH_oth_fa,C01_F_u_a_a_h_FH_Tot,C01_F_u_a_a_h_LP_H,C01_F_u_a_a_h_GH,C01_F_u_a_a_h_OH,C01_F_u_a_a_h_Tot,C01_F_u_a_T_FH_CF_no_ch,C01_F_u_a_T_FH_CF_w_ch,C01_F_u_a_T_FH_One_PFam,C01_F_u_a_T_FH_oth_fa,C01_F_u_a_T_FH_Tot,C01_F_u_a_T_LP_H,C01_F_u_a_T_GH,C01_F_u_a_T_OH,C01_F_u_a_T_Tot,C01_OD_C_c_hb_FH_CF_no_ch,C01_OD_C_c_hb_FH_CF_w_ch,C01_OD_C_c_hb_FH_One_PFam,C01_OD_C_c_hb_FH_oth_fa,C01_OD_C_c_hb_FH_Tot,C01_OD_C_c_hb_LP_H,C01_OD_C_c_hb_GH,C01_OD_C_c_hb_OH,C01_OD_C_c_hb_Tot,C01_OD_Ih_t_s_FH_CF_no_ch,C01_OD_Ih_t_s_FH_CF_w_ch,C01_OD_Ih_t_s_FH_One_PFam,C01_OD_Ih_t_s_FH_oth_fa,C01_OD_Ih_t_s_FH_Tot,C01_OD_Ih_t_s_LP_H,C01_OD_Ih_t_s_GH,C01_OD_Ih_t_s_OH,C01_OD_Ih_t_s_Tot,C01_OD_H_f_so_FH_CF_no_ch,C01_OD_H_f_so_FH_CF_w_ch,C01_OD_H_f_so_FH_One_PFam,C01_OD_H_f_so_FH_oth_fa,C01_OD_H_f_so_FH_Tot,C01_OD_H_f_so_LP_H,C01_OD_H_f_so_GH,C01_OD_H_f_so_OH,C01_OD_H_f_so_Tot,C01_OD_T_FH_CF_no_ch,C01_OD_T_FH_CF_w_ch,C01_OD_T_FH_One_PFam,C01_OD_T_FH_oth_fa,C01_OD_T_FH_Tot,C01_OD_Tot_LP_H,C01_OD_Tot_GH,C01_OD_Tot_OH,C01_OD_T_T,C01_DS_ns_FH_CF_no_ch,C01_DS_ns_FH_CF_w_ch,C01_DS_ns_FH_One_PFam,C01_DS_ns_FH_oth_fa,C01_DS_ns_FH_Tot,C01_DS_ns_LP_H,C01_DS_ns_GH,C01_DS_ns_OH,C01_DS_NS_T,C01_T_FH_CF_no_ch,C01_T_FH_CF_w_ch,C01_T_FH_One_PFam,C01_T_FH_oth_fa,C01_T_FH_Tot,C01_Tot_LP_H,C01_Tot_GH,C01_Tot_OH,C01_T_T,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_Sd_r_t_1_FH_CF_no_ch,C06_Sd_r_t_1_FH_CF_w_ch,C06_Sd_r_t_1_FH_One_PFam,C06_Sd_r_t_1_FH_oth_fa,C06_Sd_r_t_1_FH_Tot,C06_Sd_r_t_1_LP_H,C06_Sd_r_t_1_GH,C06_Sd_r_t_1_OH,C06_Sd_r_t_1_Tot,C06_Sd_r_t_2m_FH_CF_no_ch,C06_Sd_r_t_2m_FH_CF_w_ch,C06_Sd_r_t_2m_FH_One_PFam,C06_Sd_r_t_2m_FH_oth_fa,C06_Sd_r_t_2m_FH_Tot,C06_Sd_r_t_2m_LP_H,C06_Sd_r_t_2m_GH,C06_Sd_r_t_2m_OH,C06_Sd_r_t_2m_Tot,C06_Sd_r_t_T_FH_CF_no_ch,C06_Sd_r_t_T_FH_CF_w_ch,C06_Sd_r_t_T_FH_One_PFam,C06_Sd_r_t_T_FH_oth_fa,C06_Sd_r_t_T_FH_Tot,C06_Sd_r_t_T_LP_H,C06_Sd_r_t_T_GH,C06_Sd_r_t_T_OH,C06_Sd_r_t_T_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch
105051100,1202,2427,656,114,4399,826,152,213,5590,245,336,187,17,785,360,40,59,1244,143,265,158,14,580,120,26,51,777,388,601,345,31,1365,480,66,110,2021,136,174,84,18,412,427,34,63,936,531,1038,398,65,2032,659,183,151,3025,191,304,221,23,739,453,46,80,1318,9,3,0,0,12,4,0,0,16,867,1519,703,106,3195,1543,263,294,5295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,32,10,0,56,28,4,14,102,14,32,10,0,56,31,4,14,105,16,21,6,0,43,30,7,15,95,2487,4600,1720,251,9058,2910,492,646,13106,1184,2445,738,105,4472,935,148,167,5722,238,348,157,13,756,328,35,40,1159,173,314,126,18,631,189,35,40,895,411,662,283,31,1387,517,70,80,2054,132,136,105,14,387,460,38,83,968,637,1039,393,82,2151,880,199,211,3441,341,236,157,30,764,530,102,143,1539,7,4
105054800,2113,2375,728,167,5383,1594,672,339,7988,961,461,219,51,1692,956,259,164,3071,1346,976,401,76,2799,999,491,247,4536,2307,1437,620,127,4491,1955,750,411,7607,278,105,95,25,503,747,144,133,1527,325,64,98,44,531,878,160,160,1729,576,127,89,28,820,955,193,288,2256,25,8,12,3,48,62,7,7,124,1204,304,294,100,1902,2642,504,588,5636,0,0,0,0,0,3,0,3,6,0,0,0,0,0,3,0,0,3,53,48,18,6,125,95,35,38,293,53,48,18,6,125,101,35,41,302,32,17,20,4,73,41,10,32,156,5709,4181,1680,404,11974,6333,1971,1411,21689,1983,2414,636,129,5162,1520,455,497,7634,1063,774,252,47,2136,984,259,218,3597,1286,1089,369,55,2799,958,370,355,4482,2349,1863,621,102,4935,1942,629,573,8079,290,129,111,24,554,750,125,188,1617,422,84,109,33,648,1000,166,230,2044,534,144,86,40,804,928,186,273,2191,11,9
105055200,2292,3698,1085,189,7264,1634,701,458,10057,1453,1029,439,112,3033,1389,619,240,5281,776,643,227,63,1709,569,426,159,2863,2229,1672,666,175,4742,1958,1045,399,8144,846,579,402,101,1928,2304,431,445,5108,708,647,325,88,1768,1626,295,354,4043,250,157,100,34,541,464,141,152,1298,45,39,27,5,116,127,22,38,303,1849,1422,854,228,4353,4521,889,989,10752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,160,62,22,361,207,99,108,775,117,160,62,22,361,207,99,108,775,17,32,22,7,78,65,21,46,210,6504,6984,2689,621,16798,8385,2755,2000,29938,2552,3601,1259,183,7595,2032,768,636,11031,1445,1036,402,88,2971,1256,534,345,5106,664,638,210,45,1557,555,409,264,2785,2109,1674,612,133,4528,1811,943,609,7891,860,437,365,72,1734,2077,412,613,4836,877,486,368,98,1829,1886,401,481,4597,381,197,113,33,724,688,144,262,1818,18,16
105057201,3,3,0,0,6,3,0,4,13,0,0,0,0,0,0,0,0,0,31,36,61,7,135,54,20,15,224,31,36,61,7,135,54,20,15,224,15,9,20,5,49,89,8,16,162,0,7,4,0,11,66,8,26,111,1025,357,216,349,1947,1369,636,2014,5966,3,0,0,0,3,3,0,0,6,1043,373,240,354,2010,1527,652,2056,6245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,107,4,4,3,0,11,5,0,3,19,4,4,3,0,11,112,0,3,126,12,0,5,10,27,17,4,50,98,1093,416,309,371,2189,1713,676,2128,6706,58,20,12,8,98,67,70,192,427,4,0,7,0,11,20,0,7,38,40,47,45,11,143,123,38,101,405,44,47,52,11,154,143,38,108,443,108,49,24,58,239,134,122,448,943,20,4,5,8,37,48,19,43,147,1347,382,182,334,2245,1607,829,2875,7556,3,4
105057204,54,69,13,3,139,35,11,106,291,69,28,19,8,124,106,42,51,323,1008,558,321,87,1974,1046,770,596,4386,1077,586,340,95,2098,1152,812,647,4709,222,35,33,16,306,538,122,218,1184,607,87,107,43,844,1487,309,783,3423,2722,365,232,145,3464,6436,1049,2831,13780,3,0,0,0,3,22,0,0,25,3554,487,372,204,4617,8483,1480,3832,18412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,3,139,10,14,3,0,27,18,9,11,65,10,14,3,0,27,154,9,14,204,92,17,12,0,121,228,52,144,545,4787,1173,740,302,7002,10052,2364,4743,24161,84,90,11,6,191,111,28,156,486,72,28,13,3,116,101,55,81,353,935,531,251,71,1788,1040,681,941,4450,1007,559,264,74,1904,1141,736,1022,4803,193,44,36,18,291,476,102,305,1174,598,112,90,23,823,1584,309,979,3695,3076,371,227,133,3807,6339,1152,4413,15711,7,0
105057205,276,437,154,21,888,200,78,60,1226,686,357,190,51,1284,799,345,173,2601,1206,826,415,107,2554,1013,814,369,4750,1892,1183,605,158,3838,1812,1159,542,7351,166,45,83,20,314,516,104,127,1061,406,99,208,59,772,992,202,283,2249,1258,482,497,149,2386,2630,603,665,6284,4,3,0,0,7,19,3,0,29,1834,629,788,228,3479,4157,912,1075,9623,0,0,0,0,0,0,0,3,3,0,0,0,0,0,15,0,0,15,28,31,9,3,71,57,32,36,196,28,31,9,3,71,72,32,39,214,29,15,23,0,67,63,16,68,214,4059,2295,1579,410,8343,6304,2197,1784,18628,494,574,187,38,1293,389,143,210,2035,599,318,168,42,1127,558,235,227,2147,1145,808,374,101,2428,879,751,596,4654,1744,1126,542,143,3555,1437,986,823,6801,198,54,41,16,309,415,125,192,1041,642,154,184,45,1025,1308,303,529,3165,2416,769,493,234,3912,3804,1220,1887,10823,4,0
105057206,108,140,53,7,308,82,45,27,462,191,117,95,14,417,328,108,55,908,693,462,347,105,1607,574,488,308,2977,884,579,442,119,2024,902,596,363,3885,140,56,66,10,272,392,60,134,858,259,63,97,27,446,669,138,181,1434,1562,418,292,242,2514,2000,900,1490,6904,13,0,6,0,19,66,11,27,123,1974,537,461,279,3251,3127,1109,1832,9319,0,0,0,0,0,3,3,0,6,0,0,0,0,0,36,0,4,40,17,12,3,3,35,20,13,13,81,17,12,3,3,35,59,16,17,127,43,23,11,6,83,49,20,65,217,3026,1291,970,414,5701,4219,1786,2304,14010,176,192,125,9,502,212,61,116,891,190,102,63,21,376,275,79,83,813,711,456,269,85,1521,591,436,522,3070,901,558,332,106,1897,866,515,605,3883,140,48,47,16,251,336,72,218,877,421,105,99,31,656,825,182,473,2136,2269,624,309,243,3445,2800,1146,3270,10661,4,4
105106550,3259,6428,1405,282,11374,1991,550,533,14448,930,1332,431,81,2774,954,263,155,4146,676,1280,487,88,2531,511,224,165,3431,1606,2612,918,169,5305,1465,487,320,7577,1010,654,506,142,2312,1969,662,408,5351,2260,1112,948,360,4680,3728,1519,1050,10977,1736,903,526,437,3602,2647,1137,827,8213,30,25,9,6,70,90,14,22,196,5036,2694,1989,945,10664,8434,3332,2307,24737,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,0,3,9,97,102,40,17,256,125,66,48,495,100,102,40,17,259,128,66,54,507,97,78,39,13,227,158,61,156,602,10098,11914,4391,1426,27829,12176,4496,3370,47871,3399,6785,1544,307,12035,2361,618,815,15829,833,1362,405,64,2664,885,211,237,3997,594,1131,467,55,2247,548,180,226,3201,1427,2493,872,119,4911,1433,391,463,7198,1208,699,483,128,2518,2179,714,616,6027,2384,1129,868,275,4656,3979,1417,1164,11216,1803,824,486,377,3490,2597,1136,974,8197,15,12
105108050,1021,2107,403,69,3600,763,198,254,4815,727,764,248,57,1796,676,273,156,2901,477,741,194,27,1439,397,163,149,2148,1204,1505,442,84,3235,1073,436,305,5049,789,389,297,65,1540,1238,484,468,3730,1430,479,396,117,2422,2180,796,1019,6417,1495,566,380,132,2573,2257,685,996,6511,15,9,5,0,29,35,4,22,90,3729,1443,1078,314,6564,5710,1969,2505,16748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,36,30,13,7,86,45,30,37,198,36,30,13,7,86,53,30,37,206,73,32,15,10,130,139,26,62,357,6063,5117,1951,484,13615,7738,2659,3163,27175,1184,2391,404,64,4043,998,243,523,5807,553,758,207,35,1553,529,163,259,2504,415,696,181,34,1326,350,169,231,2076,968,1454,388,69,2879,879,332,490,4580,843,433,274,56,1606,1342,543,841,4332,1361,503,324,93,2281,2174,741,1495,6691,1275,472,277,78,2102,1942,479,1181,5704,14,12
105108500,1113,2363,361,50,3887,669,108,390,5054,190,155,53,11,409,247,51,56,763,1131,961,325,79,2496,962,429,332,4219,1321,1116,378,90,2905,1209,480,388,4982,456,211,132,36,835,637,216,260,1948,793,293,168,61,1315,1310,374,490,3489,1418,344,271,83,2116,2815,429,908,6268,13,4,5,0,22,24,4,7,57,2680,852,576,180,4288,4786,1023,1665,11762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,37,21,12,3,73,49,17,30,169,37,21,12,3,73,52,17,30,172,102,101,24,6,233,119,30,67,449,5253,4453,1351,329,11386,6835,1658,2540,22419,1211,2378,389,56,4034,757,105,540,5436,162,148,38,6,354,189,34,66,643,1107,969,253,59,2388,851,402,416,4057,1269,1117,291,65,2742,1040,436,482,4700,525,349,156,30,1060,753,164,381,2358,890,393,204,53,1540,1231,340,624,3735,1355,380,261,70,2066,2676,421,856,6019,3,3
