region_id,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_Lat_Da_Saint_0_14,C06_C_Lat_Da_Saint_15_24,C06_C_Lat_Da_Saint_25_34,C06_C_Lat_Da_Saint_35_44,C06_C_Lat_Da_Saint_45_54,C06_C_Lat_Da_Saint_55_64,C06_C_Lat_Da_Saint_65_74,C06_C_Lat_Da_Saint_75_84,C06_C_Lat_Da_Saint_85ov,C06_C_Lat_Da_Saint_Tot,C06_C_Luthe_0_14,C06_C_Luthe_15_24,C06_C_Luthe_25_34,C06_C_Luthe_35_44,C06_C_Luthe_45_54,C06_C_Luthe_55_64,C06_C_Luthe_65_74,C06_C_Luthe_75_84,C06_C_Luthe_85ov,C06_C_Luthe_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_To,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Sev_day_Adv_0_14,C06_C_Sev_day_Adv_15_24,C06_C_Sev_day_Adv_25_34,C06_C_Sev_day_Adv_35_44,C06_C_Sev_day_Adv_45_54,C06_C_Sev_day_Adv_55_64,C06_C_Sev_day_Adv_65_74,C06_C_Sev_day_Adv_75_84,C06_C_Sev_day_Adv_85oe,C06_C_Sev_day_Adv_Tot,C06_C_Unit_Chur_0_14,C06_C_Unit_Chur_15_24,C06_C_Unit_Chur_25_34,C06_C_Unit_Chur_35_44,C06_C_Unit_Chur_45_54,C06_C_Unit_Chur_55_64,C06_C_Unit_Chur_65_74,C06_C_Unit_Chur_75_84,C06_C_Unit_Chur_85ov,C06_C_Unit_Chur_Tot,C06_C_Christi_nfd_0_14,C06_C_Christi_nfd_15_24,C06_C_Christi_nfd_25_34,C06_C_Christi_nfd_35_44,C06_C_Christi_nfd_45_54,C06_C_Christi_nfd_55_64,C06_C_Christi_nfd_65_74,C06_C_Christi_nfd_75_84,C06_C_Christi_nfd_85ov,C06_C_Christi_nfd_Tot,C06_C_Oth_Chris_0_14,C06_C_Oth_Chris_15_24,C06_C_Oth_Chris_25_34,C06_C_Oth_Chris_35_44,C06_C_Oth_Chris_45_54,C06_C_Oth_Chris_55_64,C06_C_Oth_Chris_65_74,C06_C_Oth_Chris_75_84,C06_C_Oth_Chris_85ov,C06_C_Oth_Chris_Tot,C06_Christia_Tot_0_14,C06_Christia_Tot_15_24,C06_Christia_Tot_25_34,C06_Christia_Tot_35_44,C06_Christia_Tot_45_54,C06_Christia_Tot_55_64,C06_Christia_Tot_65_74,C06_Christia_Tot_75_84,C06_Christia_Tot_85ov,C06_Christ_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_AusAborTrad_0_14,C06_OR_AusAborTrad15_24,C06_OR_AusAborTrad25_34,C06_OR_AusAborTrad35_44,C06_OR_AusAborTrad45_54,C06_OR_AusAborTrad55_64,C06_OR_AusAborTrad65_74,C06_OR_AusAborTrad75_84,C06_OR_AusAborTrad85oe,C06_OR_AusAborTrade_Tot,C06_OR_Ot_Re_Gr_0_14,C06_OR_Ot_Re_Gr_15_24,C06_OR_Ot_Re_Gr_25_34,C06_OR_Ot_Re_Gr_35_44,C06_OR_Ot_Re_Gr_45_54,C06_OR_Ot_Re_Gr_55_64,C06_OR_Ot_Re_Gr_65_74,C06_OR_Ot_Re_Gr_75_84,C06_OR_Ot_Re_Gr_85ov,C06_OR_Ot_Re_Gr_Tot,C06_OthRel_T_0_14,C06_OthRel_T_15_24,C06_OthRel_T_25_34,C06_OthRel_T_35_44,C06_OthRel_T_45_54,C06_OthRel_T_55_64,C06_OthRel_T_65_74,C06_OthRel_T_75_84,C06_OthRel_T_85ov,C06_OthRel_T_T,C06_NoRel_0_14,C06_NoRel_15_24,C06_NoRel_25_34,C06_NoRel_35_44,C06_NoRel_45_54,C06_NoRel_55_64,C06_NoRel_65_74,C06_NoRel_75_84,C06_NoRel_85ov,C06_NoRel_Tot
105051100,7,3,12,16,13,22,7,6,3,89,43,27,44,20,13,14,9,3,0,173,11,6,15,21,20,17,13,12,0,115,35,31,34,28,29,44,42,16,3,262,19,10,16,13,14,10,8,4,0,94,78,52,68,52,46,16,8,4,0,324,71,65,99,135,111,112,66,46,23,728,4,3,7,4,3,0,5,6,0,32,3,6,8,0,14,6,4,0,0,41,137,110,89,111,129,94,57,45,20,792,76,60,73,68,34,37,12,0,6,366,0,5,9,9,11,4,3,3,0,44,4099,2810,3237,3651,3259,2948,2153,1501,507,24165,118,85,170,102,67,46,16,4,0,608,671,475,640,478,322,140,60,11,4,2801,91,40,41,67,64,49,48,33,9,442,0,0,0,0,0,0,0,0,0,0,22,19,31,20,22,16,11,7,3,151,22,19,31,20,22,16,11,7,3,151,724,566,725,644,472,298,158,82,15,3684
105054800,19,6,33,14,8,7,4,4,3,98,0,6,4,3,3,5,0,0,0,21,18,17,69,62,51,40,23,6,7,293,7,4,18,16,3,4,4,5,0,61,8,11,27,22,15,15,3,4,0,105,13,35,41,27,22,9,6,0,0,153,83,67,179,253,178,145,81,67,29,1082,4,5,8,6,15,22,4,3,4,71,3,6,6,8,3,0,3,0,0,29,150,86,261,235,155,173,69,48,21,1198,52,32,78,61,47,35,14,4,0,323,0,0,13,13,5,10,5,0,0,46,3651,2113,5619,5354,3336,2865,1796,1216,425,26375,11,18,58,32,25,13,4,0,0,161,34,39,57,48,22,21,4,3,0,228,49,32,55,40,57,50,8,3,9,303,0,0,0,0,3,3,0,0,0,6,21,30,71,59,59,31,12,3,0,286,21,30,71,59,62,34,12,3,0,292,1999,1390,3135,2616,1910,1383,414,155,35,13037
105055200,17,15,32,25,31,25,15,5,0,165,26,17,22,18,12,0,0,0,0,95,26,24,49,52,48,29,24,19,3,274,21,17,27,15,17,36,25,10,0,168,24,17,47,30,20,13,12,7,4,174,83,70,95,69,43,35,17,5,0,417,74,80,179,215,180,111,57,40,26,962,3,9,14,3,19,16,4,9,12,89,9,24,26,17,8,10,4,3,0,101,169,171,268,247,204,111,46,35,19,1270,104,94,166,114,79,41,29,5,3,635,8,6,26,27,18,6,5,3,0,99,4659,3791,6698,6533,4735,4095,3225,2010,619,36365,65,86,199,91,44,33,6,6,0,530,372,407,587,303,214,175,59,16,5,2138,44,34,70,42,42,24,4,5,0,265,0,3,3,3,0,0,0,0,0,9,53,106,179,157,92,24,13,3,3,630,53,109,182,160,92,24,13,3,3,639,2591,2189,4555,3784,2360,1038,310,134,52,17013
105057201,0,3,5,3,3,0,0,0,0,14,3,4,0,3,5,0,3,0,0,18,3,22,41,17,25,20,4,5,0,137,0,3,3,3,0,3,0,0,0,12,0,12,9,3,5,4,0,0,0,33,6,55,44,18,15,13,0,0,0,151,13,124,175,76,85,70,30,26,6,605,0,0,0,4,0,4,0,0,0,8,0,3,3,6,0,0,0,0,0,12,19,120,149,129,106,109,35,29,3,699,12,178,129,37,38,19,5,4,0,422,0,3,7,3,3,3,0,0,0,19,269,1471,2103,1357,1309,1032,468,248,62,8319,7,80,106,17,15,10,0,0,0,235,13,79,84,27,14,7,4,3,0,231,3,9,21,21,24,22,12,12,3,127,0,0,0,0,0,0,0,0,0,0,10,17,40,15,10,5,3,3,0,103,10,17,40,15,10,5,3,3,0,103,197,1275,1412,720,603,364,137,69,13,4790
105057204,0,3,19,5,3,10,5,0,0,45,6,16,12,5,6,0,6,0,0,51,6,40,96,56,44,36,33,19,3,333,7,7,6,7,3,0,0,0,0,30,0,10,34,11,6,11,7,3,0,82,3,29,41,31,18,11,0,3,0,136,14,63,214,156,145,134,55,48,44,873,0,8,9,9,10,3,0,3,0,42,0,4,10,9,3,4,0,0,0,30,29,82,249,170,129,93,56,33,12,853,16,57,128,61,42,18,17,10,0,349,0,5,10,9,8,8,0,3,0,43,844,2132,5502,3669,2342,1945,1182,884,434,18934,9,48,113,41,12,14,3,3,0,243,23,103,204,68,46,32,4,3,0,483,44,65,206,82,97,102,67,86,40,789,0,3,0,0,4,3,0,0,0,10,4,40,100,54,33,15,7,0,0,253,4,43,100,54,37,18,7,0,0,263,502,1455,4140,2544,1419,912,341,154,58,11525
105057205,3,9,11,11,11,15,6,3,0,69,18,9,15,16,13,6,0,0,0,77,16,26,72,46,27,36,12,17,5,257,8,10,25,3,3,14,3,5,0,71,0,4,26,14,10,8,4,0,0,66,47,203,208,60,46,24,12,0,0,600,60,119,236,156,121,84,55,25,9,865,3,10,13,3,8,8,7,3,0,55,8,17,14,4,10,5,3,3,0,64,51,163,249,165,127,87,44,24,6,916,37,100,170,84,64,28,27,6,3,519,0,9,13,19,15,5,7,3,0,71,2035,3011,5829,3860,2501,2061,1494,871,228,21890,21,72,136,33,24,17,4,0,4,311,148,199,223,128,96,71,31,11,0,907,90,91,159,105,107,112,141,134,26,965,4,3,9,3,6,0,0,0,0,25,20,63,136,67,44,24,12,5,0,371,24,66,145,70,50,24,12,5,0,396,1092,2191,3992,2558,1370,724,334,148,29,12438
105057206,3,16,14,12,13,3,4,3,0,68,4,11,12,0,4,5,0,0,0,36,9,34,51,30,19,24,11,4,0,182,3,0,6,9,3,0,4,0,0,25,3,30,35,10,5,5,4,0,4,96,20,74,89,27,23,13,6,0,0,252,31,120,177,110,87,66,37,22,6,656,0,6,7,0,4,5,8,0,0,30,12,8,13,9,6,6,3,0,0,57,48,188,217,117,81,65,42,29,4,791,32,109,118,51,45,21,7,3,3,389,3,10,6,6,7,3,3,3,0,41,1074,3222,4209,2167,1659,1441,782,512,98,15164,24,127,187,46,19,16,3,3,3,428,52,141,192,59,34,29,7,0,0,514,12,33,41,19,21,22,10,7,0,165,0,3,0,3,0,0,0,0,0,6,15,86,103,63,49,15,3,0,3,337,15,89,103,66,49,15,3,0,3,343,726,2130,3217,1438,1017,728,256,122,22,9656
105106550,7,16,34,18,24,33,14,16,10,172,30,28,31,29,15,10,0,0,6,149,51,68,101,105,62,81,65,35,18,586,16,21,47,28,26,40,32,12,0,222,18,66,53,34,17,12,7,5,4,216,115,203,172,111,97,57,19,6,3,783,218,370,508,450,384,310,228,211,88,2767,7,6,4,16,11,14,10,7,0,75,9,17,17,5,14,8,4,3,0,77,193,356,404,320,274,230,121,101,53,2052,137,296,251,154,129,64,35,23,7,1096,7,12,26,14,13,10,4,4,0,90,10308,9594,11652,10812,8924,7411,5608,4743,1587,70639,85,207,215,132,83,51,44,8,0,825,375,441,409,274,168,89,36,14,7,1813,931,412,533,710,561,475,281,232,100,4235,0,6,0,5,0,0,0,0,0,11,32,83,116,74,48,36,8,4,0,401,32,89,116,79,48,36,8,4,0,412,2933,4290,5212,3464,2415,1480,591,393,121,20899
105108050,0,5,16,11,3,4,7,4,0,50,3,4,3,0,5,3,0,0,0,18,36,21,83,67,28,36,30,21,0,322,3,0,7,0,3,0,0,3,0,16,10,7,32,11,12,7,0,0,3,82,34,32,49,43,25,22,0,0,0,205,66,70,187,172,135,121,116,96,41,1004,4,6,7,8,3,3,4,0,0,35,0,5,3,7,4,0,7,5,0,31,92,72,195,151,110,86,56,58,48,868,38,54,86,64,38,27,15,14,7,343,0,5,11,8,16,8,3,0,0,51,3090,2399,5560,4207,2780,2438,1744,1471,680,24369,11,14,54,30,21,11,8,0,0,149,32,33,77,41,37,24,12,9,0,265,1941,1088,1415,1314,1290,1105,722,738,348,9961,0,0,0,0,3,3,0,0,0,6,27,17,76,50,27,16,13,9,0,235,27,17,76,50,30,19,13,9,0,241,1472,1166,3215,2165,1234,803,361,221,79,10716
105108500,0,5,17,0,3,4,0,5,0,34,0,0,0,5,4,0,0,0,0,9,22,22,52,42,24,48,24,17,11,262,0,4,4,6,4,4,0,0,0,22,5,5,20,6,4,8,5,0,0,53,8,29,38,20,14,8,5,0,0,122,113,122,161,176,175,195,156,106,61,1265,0,3,7,3,3,5,4,0,0,25,3,0,9,4,0,7,4,0,0,27,74,93,161,133,109,138,77,45,31,861,49,33,61,52,47,28,8,15,11,304,3,0,3,12,3,3,0,4,0,28,3449,2527,4297,3776,2914,3126,1923,1611,740,24363,25,28,48,34,29,20,11,10,0,205,32,23,39,39,21,12,9,7,4,186,1082,796,729,688,965,1058,576,621,304,6819,0,0,0,0,0,0,0,0,0,0,13,26,36,38,25,20,13,4,3,178,13,26,36,38,25,20,13,4,3,178,1185,996,1959,1407,1041,956,396,268,97,8305
