region_id,C01_T_P_Mo_O_B_OS,C01_T_P_BP_B_Aus,C01_T_P_Bplace_NS,C01_T_P_Tot_resp,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_Bo_par_brn_os,C06_Pol_Fa_only_brn_os,C06_Pol_Mo_only_brn_os,C06_Pol_Bo_par_brn_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_Bo_par_brn_os,C06_Rus_Fa_only_brn_os,C06_Rus_Mo_only_brn_os,C06_Rus_Bo_par_brn_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinh_Fa_O_B_OS,C06_Sinh_Mo_O_B_OS,C06_Sinh_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_S_Afr_Bo_par_brn_os,C06_S_Af_Fa_only_brn_os,C06_S_Af_Mo_only_brn_os,C06_S_Af_Bo_par_brn_Aus,C06_S_Af_Bplace_NS,C06_S_Af_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Welsh_BP_B_OS,C06_Wels_Fa_O_B_OS,C06_Wels_Mo_O_B_OS,C06_Wels_BP_B_Aus,C06_Welsh_Bplace_NS,C06_Welsh_Tot_resp,C06_Other_BP_B_OS,C06_Othr_Fa_O_B_OS,C06_Othr_Mo_O_B_OS,C06_Othr_BP_B_Aus,C06_Other_Bplace_NS,C06_Other_Tot_resp,C06_Anc_ns_Bo_pa_born_os,C06_Anc_ns_Fa_on_born_os,C06_Anc_ns_Mo_on_born_os,C06_Anc_ns_Bo_pa_bor_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_Tot_res_Bo_par_bo_os,C06_Tot_res_Fa_onl_bo_os,C06_Tot_res_Mo_onl_bo_os,C06_Tot_res_Bo_pa_bo_Aus
105051100,1052,9568,3090,35572,502,963,602,5701,232,8004,7,7,3,114,0,141,2637,35,54,46,56,2818,350,32,17,32,14,441,122,33,24,26,0,202,1803,555,373,3121,224,6076,863,13,48,9,36,962,110,17,10,35,0,175,269,62,29,277,15,652,1994,182,81,369,88,2718,160,21,8,7,3,200,687,9,6,4,17,727,503,164,119,1507,54,2346,985,125,61,284,37,1491,80,0,3,0,6,88,388,37,22,48,7,497,105,7,7,10,6,140,468,53,41,70,16,650,382,43,26,16,16,482,224,52,21,14,11,313,169,26,13,23,3,233,330,9,7,16,4,364,417,138,94,719,32,1402,309,15,10,21,5,365,121,3,3,0,0,128,99,17,15,9,3,139,559,23,22,31,27,659,646,32,19,10,22,728,159,7,6,0,3,172,50,12,10,50,3,123,5978,262,189,179,205,6814,781,65,45,341,1977,3205,22257,3019,1988,13089
105054800,2595,20943,3538,47972,320,2352,1550,10808,353,15377,4,9,0,59,4,76,1055,74,84,142,26,1378,209,32,12,26,10,285,350,126,67,84,5,635,5088,1728,1173,7377,257,15633,223,5,22,3,12,262,234,35,19,131,3,423,618,163,113,722,23,1632,786,137,47,170,29,1160,167,45,13,29,3,254,318,23,12,10,4,371,1493,508,352,4336,110,6794,1906,365,151,609,74,3110,124,3,5,7,4,146,182,36,18,57,13,309,87,9,9,4,3,108,261,50,37,45,9,404,119,22,12,3,6,160,552,100,84,20,6,767,260,68,36,65,7,436,123,24,21,37,0,213,1308,443,293,2554,62,4650,202,20,8,17,0,248,80,9,3,5,0,101,187,14,12,4,3,216,253,22,20,29,4,334,79,11,0,7,0,92,139,5,3,0,6,151,219,40,45,135,6,449,2860,474,381,423,77,4210,303,61,51,398,3617,4445,20109,7013,4653,28316
105055200,2731,22087,6475,72589,742,2540,1665,12078,414,17437,10,24,0,253,10,303,3504,104,113,168,90,3968,330,45,21,50,14,456,306,142,70,101,11,631,4600,1719,1126,8006,354,15810,703,9,50,12,14,795,253,57,43,132,11,495,681,232,135,944,38,2022,4108,214,121,461,187,5097,253,53,21,34,5,368,673,44,36,28,20,794,1425,610,383,4936,148,7503,1660,360,128,552,71,2771,164,6,12,6,12,200,1530,116,65,117,68,1896,525,10,0,20,10,573,285,65,32,70,11,456,304,41,13,16,10,380,518,99,75,23,26,736,350,84,44,99,9,579,194,28,27,55,13,318,1258,478,322,2813,65,4937,380,30,14,18,11,457,108,5,6,3,3,122,135,24,20,6,0,185,548,39,25,63,21,702,388,17,14,7,6,431,2504,7,27,20,92,2647,170,60,33,185,5,451,7737,758,450,549,292,9787,1074,92,64,532,5975,7745,37420,8112,5155,32357
105057201,382,3844,9168,22383,79,307,225,2025,58,2692,4,0,0,11,0,12,4554,25,33,20,85,4709,37,4,5,3,0,46,102,26,19,11,0,160,1369,294,167,1830,64,3723,122,0,6,0,3,135,89,10,4,30,0,128,208,28,18,227,7,490,108,15,7,17,3,154,52,9,3,0,3,69,312,3,0,0,5,319,335,68,55,919,26,1395,236,54,16,89,6,403,1227,0,4,0,19,1249,39,7,3,9,3,62,15,0,0,0,0,17,32,13,3,4,0,45,29,0,0,0,0,28,86,13,14,0,0,107,95,7,4,9,3,117,78,8,4,8,0,101,291,95,58,591,22,1052,53,3,3,3,0,62,22,0,0,0,3,28,35,0,3,0,0,41,61,3,3,5,0,69,38,0,3,0,0,37,126,0,5,0,0,128,33,9,3,29,3,75,2635,55,58,82,51,2878,255,10,0,40,11020,11318,12757,1066,726,5962
105057204,1663,14439,9338,44988,196,1459,973,7199,211,10038,0,6,3,67,0,79,1765,61,36,72,34,1978,179,25,8,20,0,234,293,116,62,70,4,548,4386,1191,870,5767,248,12472,268,5,19,0,3,299,377,47,24,132,7,599,769,156,100,736,25,1797,476,78,27,130,7,725,222,44,11,19,3,301,369,10,16,6,8,399,1297,393,235,3280,96,5300,660,193,55,334,26,1269,319,0,0,4,13,334,146,24,20,52,4,239,51,8,0,6,0,59,154,33,24,24,6,239,167,14,6,8,0,204,456,49,38,21,13,575,373,67,29,88,8,559,278,29,13,46,3,370,1165,323,242,1987,50,3774,153,14,5,6,0,183,79,11,0,4,3,98,179,18,19,4,3,220,290,19,6,20,10,341,104,3,0,4,0,111,221,3,4,0,3,230,169,30,19,112,0,337,3814,319,224,366,77,4800,319,49,37,228,12879,13507,19694,4797,3125,20812
105057205,1527,13544,4318,38660,301,1587,1016,7912,295,11103,3,21,0,216,18,254,4021,79,92,82,81,4356,223,24,5,25,5,280,257,110,68,68,4,509,3488,1197,760,5555,258,11250,333,8,31,4,8,372,281,50,24,106,3,462,574,146,86,656,27,1489,1298,142,45,235,43,1753,221,42,12,16,4,293,465,16,21,5,6,509,1059,376,230,3281,89,5039,623,208,61,308,35,1240,473,3,11,3,12,496,458,25,11,60,18,577,103,10,0,5,4,127,198,67,42,53,7,359,238,12,18,4,9,294,410,60,53,16,15,562,278,38,30,71,4,427,895,24,19,34,23,993,931,300,227,1856,49,3356,253,20,9,12,15,303,77,14,4,0,3,93,159,18,9,5,0,192,290,14,14,32,3,354,251,12,3,0,15,282,480,0,7,3,15,502,149,37,19,122,0,332,4772,420,291,348,114,5938,469,38,37,292,7290,8130,24031,5118,3255,21385
105057206,1250,10510,4869,31610,183,1055,801,5750,186,7979,3,5,3,122,10,141,4392,75,75,73,88,4703,118,13,4,17,3,157,215,73,35,57,8,388,2723,807,591,4042,135,8298,332,8,23,3,11,379,212,20,17,68,3,324,444,113,88,477,23,1134,336,58,27,91,10,520,101,31,10,23,0,163,603,14,12,5,5,634,807,225,161,2298,64,3552,507,151,55,226,22,951,540,0,6,6,6,563,146,28,13,30,3,217,30,3,0,3,0,41,79,35,10,19,3,142,121,11,11,3,3,145,322,49,26,18,3,421,225,30,20,51,10,333,133,15,6,15,0,168,638,228,156,1436,27,2483,116,5,6,10,3,140,104,3,3,0,0,117,106,16,11,0,0,129,195,8,3,22,4,240,96,11,3,7,6,119,491,0,8,3,19,513,100,19,14,85,0,219,3354,265,232,217,60,4132,260,23,41,176,9607,10101,18032,3397,2471,15353
105106550,4667,42193,10443,118580,967,3940,2837,21645,743,30124,8,18,10,179,3,219,11949,212,233,269,212,12884,490,46,38,67,16,665,551,194,121,153,15,1035,8373,2564,1852,13425,641,26858,766,14,118,7,29,935,867,82,60,187,22,1220,1415,262,186,1340,59,3268,4702,677,296,1390,112,7179,742,103,54,76,5,981,1391,49,36,17,20,1515,2952,915,637,8333,300,13138,2521,498,197,1121,107,4431,548,0,14,5,3,572,752,148,108,255,27,1284,66,11,0,4,0,84,742,120,67,173,22,1133,624,69,31,33,23,786,737,155,135,47,28,1099,967,114,64,119,12,1281,1388,63,46,102,35,1635,2093,711,469,3787,129,7200,461,25,16,26,12,533,299,15,4,5,4,334,1057,77,42,14,18,1205,779,40,42,61,30,943,256,10,18,8,9,295,425,6,21,0,7,459,280,67,39,223,9,626,10938,959,712,736,289,13638,1214,159,119,959,10581,13033,61320,12323,8622,54766
105108050,2811,18176,6671,59404,544,2346,1600,8873,329,13685,3,7,4,27,0,41,1203,98,75,83,15,1480,234,23,15,19,5,300,370,110,70,85,11,642,5750,1497,953,5643,322,14168,245,6,33,7,6,296,562,69,39,101,18,781,1167,190,121,576,30,2089,842,174,49,308,29,1404,1071,84,54,86,27,1315,346,32,29,10,12,421,1842,425,281,3402,118,6076,1105,232,106,436,33,1914,245,3,3,3,8,257,162,38,5,62,4,272,35,6,3,0,3,47,145,29,18,38,3,233,261,23,13,9,10,316,599,79,86,17,9,794,1083,143,81,125,20,1450,1653,88,69,81,27,1919,1152,400,249,1809,66,3671,186,23,11,15,9,234,62,11,9,3,3,91,1817,88,65,19,28,2010,349,23,21,34,15,439,121,3,5,3,0,133,86,5,3,6,0,99,177,38,13,98,7,332,6516,714,512,453,176,8380,753,103,65,356,9506,10785,30686,7110,4660,22787
105108500,2541,18273,5424,49179,418,2159,1498,8630,286,12982,0,3,4,11,0,20,1275,97,72,78,36,1563,129,17,29,22,0,200,326,93,56,67,3,545,4931,1505,1033,6553,309,14336,153,9,16,0,0,171,468,63,41,139,12,721,925,183,102,592,28,1834,752,166,58,374,48,1394,934,96,69,79,20,1200,321,26,33,6,0,379,1100,455,259,3511,104,5431,755,230,83,363,29,1459,144,7,0,7,0,153,163,65,30,143,9,404,19,6,0,0,0,25,95,25,4,12,4,144,68,19,6,7,0,94,486,73,65,18,12,660,961,153,83,136,28,1361,644,81,59,76,25,886,1063,364,244,2294,64,4027,139,14,3,15,10,182,54,5,15,3,0,76,1288,86,61,14,18,1469,205,20,15,25,3,271,75,4,0,3,3,82,74,0,3,0,0,77,126,25,20,103,6,275,4183,616,457,462,98,5816,355,71,61,331,5803,6624,22629,6736,4479,24074
